year,LA_2023,age_group,overall_inactive_rate,overall_fairly_active_rate,overall_active_rate,n_overall_activity_level,weighted_n_overall_activity_level,small_cell_overall_activity_level
1,68.0,85+,0.3962332212907076,0.4802324935289502,0.12353428518034212,8,20.073389212413765,True
1,78.0,16-24,0.19431096697903996,0.16543553025612678,0.6402535027648331,45,165.39928182026767,False
1,78.0,25-34,0.22469536840323004,0.15170199146935992,0.6236026401274101,83,253.75486450382652,False
1,78.0,35-44,0.23002086246331296,0.1674948840694606,0.6024842534672264,113,266.8212648907898,False
1,78.0,45-54,0.12553080232443084,0.20687882423094547,0.6675903734446236,83,217.26499071704788,False
1,78.0,55-64,0.22350781812867584,0.11918240758778285,0.6573097742835412,67,99.78153487100536,False
1,78.0,65-74,0.19197158682910967,0.03910614277323506,0.7689222703976553,69,94.76447091501906,False
1,78.0,75-84,0.7007917601239447,0.04432713884930772,0.2548811010267475,22,59.76230384538061,True
1,78.0,85+,0.6812111490076149,0.12509189370872392,0.19369695728366124,11,21.82621633059395,True
1,91.0,16-24,0.1463334291299419,0.11972079329678027,0.7339457775732776,97,154.84200357026842,False
1,91.0,25-34,0.28494710421568187,0.1659303151570147,0.5491225806273036,127,197.62915439726638,False
1,91.0,35-44,0.2106322302854635,0.16993233199484722,0.6194354377196892,190,186.65528069670938,False
1,91.0,45-54,0.1679047946821566,0.12813061807221054,0.7039645872456327,172,210.09475837198266,False
1,91.0,55-64,0.3088928676539317,0.10309736402188854,0.5880097683241798,171,154.14583945394332,False
1,91.0,65-74,0.23892509438923257,0.1351056992299534,0.6259692063808139,143,102.13494206048205,False
1,91.0,75-84,0.40679751716441526,0.15608315974543088,0.4371193230901539,74,76.22812628189722,False
1,91.0,85+,0.6373273656362488,0.09387450294493897,0.2687981314188121,19,17.934152010613815,True
1,107.0,16-24,0.11014530888969165,0.1650574142193298,0.7247972768909784,75,128.69915552042556,False
1,107.0,25-34,0.1634073889947523,0.13200318407785663,0.7045894269273909,244,288.21339452318443,False
1,107.0,35-44,0.16601612965269297,0.1296882623743616,0.7042956079729455,179,147.45844775764,False
1,107.0,45-54,0.17440804075358238,0.1791342419278652,0.6464577173185525,185,165.59585390661243,False
1,107.0,55-64,0.4080023170613044,0.09198463100190904,0.5000130519367866,145,92.6177952973669,False
1,107.0,65-74,0.30634266196702803,0.10157775069715225,0.5920795873358199,127,70.11961888300766,False
1,107.0,75-84,0.48252880846415286,0.0803272299570799,0.4371439615787673,50,51.721792334780964,False
1,107.0,85+,0.818745257292379,0.0,0.18125474270762099,16,14.426385120724596,True
1,109.0,16-24,0.20229427874816583,0.14410818078232918,0.653597540469505,54,153.1319538030069,False
1,109.0,25-34,0.14350191788811448,0.07442741913543516,0.7820706629764503,150,332.28851446246426,False
1,109.0,35-44,0.20596140666385945,0.08892269737872802,0.7051158959574125,100,162.76860071945643,False
1,109.0,45-54,0.14174460321792356,0.14660298348196274,0.7116524133001138,85,123.96221457038027,False
1,109.0,55-64,0.31623196450947666,0.10869743328554832,0.5750706022049751,51,72.4043548155105,False
1,109.0,65-74,0.3916949027797989,0.03829330129452439,0.5700117959256766,43,63.551218114196956,False
1,109.0,75-84,0.38723498792402267,0.05578554674331613,0.5569794653326611,12,20.03388270353912,True
1,109.0,85+,1.0,0.0,0.0,3,6.072297106073399,True
1,112.0,16-24,0.08689068976141964,0.0333822811853335,0.8797270290532467,46,97.19491052123225,False
1,112.0,25-34,0.1309558327623666,0.034676134046824625,0.8343680331908085,112,200.5516943816467,False
1,112.0,35-44,0.20959912935896732,0.05252299985611854,0.7378778707849141,104,105.84971021611632,False
1,112.0,45-54,0.2288664545235636,0.1253177783042999,0.6458157671721365,89,95.26482543025367,False
1,112.0,55-64,0.21875702634147345,0.10058698377238388,0.6806559898861428,66,56.0661000532327,False
1,112.0,65-74,0.31831062704068275,0.16442852858597504,0.5172608443733421,61,53.20778244489672,False
1,112.0,75-84,0.488939462202272,0.18356956947471945,0.32749096832300867,24,30.050794967508764,True
1,112.0,85+,0.4660139855851615,0.27012630829512824,0.2638597061197103,7,5.730535290165395,True
1,114.0,16-24,0.21127447127414262,0.08371758377431986,0.7050079449515375,74,111.29243240985184,False
1,114.0,25-34,0.13553930229182995,0.14933395888027828,0.7151267388278918,209,286.92903645746657,False
1,114.0,35-44,0.204053861033914,0.13586112535866546,0.6600850136074204,244,190.21616698383457,False
1,114.0,45-54,0.19318998627857956,0.153961786897123,0.6528482268242974,165,132.3008635005777,False
1,114.0,55-64,0.21660878731192393,0.22267394367685986,0.5607172690112162,147,102.80495075705036,False
1,114.0,65-74,0.19566260991405335,0.14025374497424825,0.6640836451116982,123,76.2509631143385,False
1,114.0,75-84,0.4363106190947884,0.23973608797223053,0.3239532929329811,43,46.087555619456126,False
1,114.0,85+,0.872056216552451,0.0,0.12794378344754892,9,6.32348334215019,True
1,117.0,16-24,0.13058833516506266,0.13732330136780427,0.732088363467133,47,118.77288112989449,False
1,117.0,25-34,0.16581008065640207,0.11936967798362134,0.7148202413599765,79,201.22458725135624,False
1,117.0,35-44,0.22227421881974224,0.17701708965794324,0.6007086915223145,93,157.22087804107468,False
1,117.0,45-54,0.26323408636569573,0.1396800489280203,0.597085864706284,83,155.067059936064,False
1,117.0,55-64,0.2856820631332981,0.08026215069343079,0.6340557861732712,88,91.74059345463596,False
1,117.0,65-74,0.21137038910405967,0.23372403913587833,0.5549055717600618,77,80.39534516876742,False
1,117.0,75-84,0.5566528982125959,0.14762046856507482,0.29572663322232917,29,41.6157226118245,True
1,117.0,85+,0.5693574237072088,0.028063422981169157,0.40257915331162225,10,12.846242836283029,True
1,122.0,16-24,0.17220058638673164,0.21604979752015893,0.6117496160931095,27,83.3026365331171,True
1,122.0,25-34,0.18570699781042302,0.1470974155550382,0.6671955866345388,62,154.79172972116172,False
1,122.0,35-44,0.2590000267807743,0.13148433189229183,0.6095156413269335,94,167.65064125740267,False
1,122.0,45-54,0.16178285308312912,0.20911074965864812,0.6291063972582228,91,181.1873613054674,False
1,122.0,55-64,0.25877245822359674,0.21565526927903847,0.5255722724973648,78,102.83587202071439,False
1,122.0,65-74,0.2674944290126878,0.12401340113386852,0.6084921698534433,87,113.97357584791533,False
1,122.0,75-84,0.3938725532427162,0.14334871873633515,0.4627787280209485,45,89.63847156775044,False
1,122.0,85+,1.0,0.0,0.0,3,2.3491153818325805,True
1,126.0,16-24,0.14972190405511918,0.06661242555971494,0.7836656703851657,46,133.58438317751015,False
1,126.0,25-34,0.3160770831870875,0.10607366921134846,0.5778492476015641,80,208.70920117698458,False
1,126.0,35-44,0.4042206881850151,0.13110577521322056,0.4646735366017643,80,173.63671400701793,False
1,126.0,45-54,0.18446701575408364,0.23896283757848247,0.5765701466674339,84,221.12191938444633,False
1,126.0,55-64,0.22789931031163785,0.1505155574609701,0.6215851322273921,79,124.39518899114661,False
1,126.0,65-74,0.20237185266919464,0.14605137132697038,0.6515767760038351,64,65.22269807735492,False
1,126.0,75-84,0.34695817257187583,0.16089291601989497,0.4921489114082289,39,80.34860693987187,False
1,126.0,85+,0.38899401803685885,0.0,0.6110059819631409,12,16.25451174385982,True
1,129.0,16-24,0.22105311484197748,0.051578370939838,0.7273685142181846,46,158.84432582522982,False
1,129.0,25-34,0.25558021622614935,0.1369595066248577,0.6074602771489928,76,211.9594199557516,False
1,129.0,35-44,0.20261260617633503,0.2112609837823746,0.5861264100412905,104,169.95783158857128,False
1,129.0,45-54,0.28672923700152275,0.13798210568432107,0.5752886573141561,84,148.2460548224729,False
1,129.0,55-64,0.3005804138303619,0.1424488895672037,0.5569706966024344,82,109.72096359351134,False
1,129.0,65-74,0.3473837818368836,0.10982278927433733,0.5427934288887791,81,82.3603673455807,False
1,129.0,75-84,0.5093871206014842,0.2963116729823432,0.19430120641617266,29,38.983352442036605,True
1,129.0,85+,0.5729916661130703,0.04935214015458799,0.3776561937323417,13,16.094854015824303,True
1,135.0,16-24,0.1479040881111826,0.09819865874902868,0.7538972531397888,47,122.72332910840619,False
1,135.0,25-34,0.05906381587308434,0.10073031069839432,0.840205873428521,121,281.3585751723098,False
1,135.0,35-44,0.15816220266109632,0.06783025882386183,0.7740075385150418,104,147.40817416438992,False
1,135.0,45-54,0.17590785470922005,0.16376864103055877,0.6603235042602212,101,135.86735257222324,False
1,135.0,55-64,0.23084260299299875,0.1675422561256391,0.6016151408813623,57,59.59102063437502,False
1,135.0,65-74,0.22779511439890238,0.1540807094246033,0.6181241761764943,48,63.7591512888595,False
1,135.0,75-84,0.522759437131407,0.09175237438346556,0.3854881884851274,21,32.173831583641686,True
1,135.0,85+,0.0,0.0,1.0,1,0.8355824473784242,True
1,136.0,16-24,0.11910571321218133,0.07947755429135263,0.8014167324964662,42,82.51458070904455,False
1,136.0,25-34,0.07176596676863392,0.1705037520417689,0.7577302811895972,59,106.53066839969163,False
1,136.0,35-44,0.11976630030774109,0.20122593127053154,0.6790077684217276,79,89.28002545085653,False
1,136.0,45-54,0.22583107948674624,0.1275931380455432,0.6465757824677106,99,99.26179180926486,False
1,136.0,55-64,0.21410535188435334,0.07261660330397379,0.7132780448116728,97,76.20484076617872,False
1,136.0,65-74,0.3451256772844714,0.07060486892741225,0.5842694537881166,64,64.01914951047985,False
1,136.0,75-84,0.5429988689059102,0.11909822918019168,0.3379029019138981,45,51.90350589467687,False
1,136.0,85+,0.6788001184598711,0.2055044176737568,0.11569546386637194,15,23.84164009202062,True
1,139.0,16-24,0.1891570421875231,0.08649598705784589,0.7243469707546308,29,93.45145332575291,True
1,139.0,25-34,0.2633748559783023,0.19815962486927957,0.5384655191524181,70,104.75733433930162,False
1,139.0,35-44,0.228238695786882,0.19405217043567444,0.5777091337774434,102,111.40857059686897,False
1,139.0,45-54,0.08776141161678291,0.16219857941655685,0.7500400089666603,116,128.07243253850905,False
1,139.0,55-64,0.18197129945143845,0.13548599981984008,0.6825427007287215,80,74.48634739854238,False
1,139.0,65-74,0.20201345181941063,0.09953346751130786,0.6984530806692815,74,60.70622867864612,False
1,139.0,75-84,0.4038522298498827,0.16176965880446537,0.4343781113456515,22,26.65947601058833,True
1,139.0,85+,0.6456448721555925,0.0,0.35435512784440765,9,9.793729512611336,True
1,142.0,16-24,0.23817035230268202,0.10022631243562667,0.6616033352616913,96,192.9016340018238,False
1,142.0,25-34,0.10980174547016798,0.052455242918254374,0.8377430116115778,246,375.6412048373362,False
1,142.0,35-44,0.1823753952859145,0.10774723731559185,0.7098773673984937,237,224.42522654857797,False
1,142.0,45-54,0.23889299503908223,0.11569230767976518,0.6454146972811524,170,159.71929987722297,False
1,142.0,55-64,0.27446297064823105,0.1503124380474746,0.5752245913042943,111,100.08783220404058,False
1,142.0,65-74,0.44055845710690617,0.05979620785448726,0.49964533503860675,77,59.20058972950078,False
1,142.0,75-84,0.6171602403232591,0.10747823186159616,0.2753615278151448,27,33.41633935330461,True
1,142.0,85+,0.45836626648126166,0.24858996455266394,0.2930437689660744,9,9.821563297046694,True
1,147.0,16-24,0.13163367335571377,0.12310954119211331,0.745256785452173,39,133.92847493349356,False
1,147.0,25-34,0.07834596233936943,0.07993234007463138,0.841721697585999,100,273.47099380129265,False
1,147.0,35-44,0.09031746591831719,0.19460132956486542,0.7150812045168176,119,216.22091775112796,False
1,147.0,45-54,0.13530270380603493,0.14419185248549143,0.7205054437084736,99,200.79774863653236,False
1,147.0,55-64,0.4658530671472298,0.06773745054487494,0.46640948230789525,51,80.09445134848332,False
1,147.0,65-74,0.3977181786737369,0.02583301965789066,0.5764488016683723,55,71.28860225660235,False
1,147.0,75-84,0.08239437691769941,0.020246027238934764,0.897359595843366,14,30.12076081987778,True
1,147.0,85+,0.49432874998016224,0.30679902184161706,0.19887222817822084,3,5.883068787159089,True
1,160.0,16-24,0.18188603309858106,0.10202140381572794,0.7160925630856909,43,94.7120676645394,False
1,160.0,25-34,0.07815691567808704,0.029079774654396366,0.8927633096675167,77,137.62279606340502,False
1,160.0,35-44,0.2097885214018433,0.17190733773903633,0.6183041408591204,130,154.71223022348948,False
1,160.0,45-54,0.10971171911237139,0.1814885789847125,0.7087997019029161,106,123.67863073648154,False
1,160.0,55-64,0.15412144476998926,0.21636595554254037,0.6295125996874705,84,85.6295253544831,False
1,160.0,65-74,0.44088703364777937,0.05030257039742703,0.5088103959547935,46,48.79766346099336,False
1,160.0,75-84,0.5972169222388259,0.06393791960726664,0.3388451581539076,25,32.319774355920316,True
1,160.0,85+,0.2061820481273711,0.10646380082506474,0.6873541510475643,5,7.2888339113941365,True
1,171.0,16-24,0.15635765113068376,0.10834289512127442,0.7352994537480416,68,267.75545258844596,False
1,171.0,25-34,0.27426500736357556,0.06274525370768032,0.6629897389287441,139,327.36814310563426,False
1,171.0,35-44,0.3174630157251075,0.16727773952719968,0.5152592447476928,112,226.1223066132873,False
1,171.0,45-54,0.4992984725718961,0.10705657264966384,0.39364495477844,69,143.09988313219029,False
1,171.0,55-64,0.3859072467477543,0.09551623796883128,0.5185765152834144,41,90.47944356748043,False
1,171.0,65-74,0.41630860977990364,0.00923281229265225,0.5744585779274443,38,52.5142051849923,False
1,171.0,75-84,0.4528349864324548,0.04824133920339279,0.4989236743641524,14,21.77628587241647,True
1,171.0,85+,1.0,0.0,0.0,2,1.8564103107122205,True
1,196.0,16-24,0.15404758639876473,0.15710164451200032,0.688850769089235,82,134.61409136549167,False
1,196.0,25-34,0.21040473934900472,0.1731874424633045,0.6164078181876909,137,196.83127859336253,False
1,196.0,35-44,0.2674622154974094,0.12555412581018682,0.6069836586924038,212,232.3287073763412,False
1,196.0,45-54,0.20105034774878044,0.22182702716557637,0.5771226250856432,156,161.63668152572413,False
1,196.0,55-64,0.23834142380963536,0.13538724898721918,0.6262713272031454,163,120.08243976817664,False
1,196.0,65-74,0.310725519326899,0.1573644103606136,0.5319100703124872,116,74.31791516471813,False
1,196.0,75-84,0.48208310902125234,0.11489546529407342,0.4030214256846743,75,64.52625133296297,False
1,196.0,85+,0.6754820411053031,0.039030563410565086,0.2854873954841318,25,18.293010070304003,True
1,201.0,16-24,0.01672101109867256,0.09459491105111487,0.8886840778502125,23,61.72144672103229,True
1,201.0,25-34,0.19485909531476764,0.10911456725146514,0.6960263374337671,70,141.65641652737375,False
1,201.0,35-44,0.05431790127522833,0.12920717020084996,0.8164749285239218,99,116.00942126581039,False
1,201.0,45-54,0.19584355400310996,0.05598265460866155,0.7481737913882285,90,117.76764083263329,False
1,201.0,55-64,0.095814381500176,0.08397775351936465,0.8202078649804594,94,87.64388760088654,False
1,201.0,65-74,0.19675230290847112,0.20739386373216304,0.5958538333593658,88,101.35206324439348,False
1,201.0,75-84,0.36845158508440046,0.1809837523144143,0.45056466260118533,33,48.574605975639095,False
1,201.0,85+,0.44588263390715044,0.2620923359254898,0.29202503016735987,10,11.48095964353973,True
1,241.0,16-24,0.20605767381106035,0.11213250556197137,0.6818098206269682,40,125.39519847898691,False
1,241.0,25-34,0.14782867974549616,0.13373376465108505,0.7184375556034188,130,393.7647349907578,False
1,241.0,35-44,0.14450307246182334,0.15413686168661872,0.701360065851558,130,233.57109151987717,False
1,241.0,45-54,0.169889842259062,0.15590876965225964,0.6742013880886785,80,143.15047714673975,False
1,241.0,55-64,0.17929343406994538,0.10833368171684953,0.7123728842132049,62,85.83264137440283,False
1,241.0,65-74,0.2807442265071558,0.13365604707503412,0.5855997264178102,44,72.96367151926316,False
1,241.0,75-84,0.7353275996800052,0.10715558036766355,0.1575168199523314,14,40.35029392163145,True
1,241.0,85+,0.7750937095042916,0.0,0.2249062904957086,6,10.924836836906856,True
1,255.0,16-24,0.09841020185307019,0.1433584953895329,0.7582313027573966,39,77.75918709762207,False
1,255.0,25-34,0.10042339693935237,0.07747564836577908,0.8221009546948684,74,166.85616387148997,False
1,255.0,35-44,0.22160678111160537,0.11744939506815573,0.6609438238202389,109,148.33615063593044,False
1,255.0,45-54,0.19535011997122909,0.17495994111927562,0.6296899389094953,74,96.83003118133321,False
1,255.0,55-64,0.27253136287249785,0.1642650697193651,0.5632035674081367,84,85.05867511123242,False
1,255.0,65-74,0.23269529904035993,0.12061120601906031,0.6466934949405796,81,68.86707714929878,False
1,255.0,75-84,0.5628509596475709,0.05313998686270754,0.3840090534897217,27,33.14096532175366,True
1,255.0,85+,0.6594575324196449,0.2008810634947866,0.13966140408556854,9,10.393322380412481,True
1,272.0,16-24,0.23770118243855023,0.07745951659278552,0.684839300968664,49,183.3980846573947,False
1,272.0,25-34,0.08877230914306464,0.17341894115325843,0.7378087497036772,199,481.3942369475567,False
1,272.0,35-44,0.2479250943205177,0.06697433772842516,0.6851005679510571,122,182.6632488605174,False
1,272.0,45-54,0.4510067234177877,0.02193473391801021,0.5270585426642022,45,83.60814810745698,False
1,272.0,55-64,0.20803766828367418,0.0543125082492533,0.7376498234670724,51,66.18777906902895,False
1,272.0,65-74,0.509590359281904,0.2100194574911933,0.280390183226903,20,35.42901540951535,True
1,272.0,75-84,0.8305583985546166,0.05866878806888455,0.11077281337649884,7,11.81569528358283,True
1,272.0,85+,1.0,0.0,0.0,1,1.3250500665894267,True
1,279.0,16-24,0.32461365616894305,0.1412615412442095,0.5341248025868475,46,145.69829210425334,False
1,279.0,25-34,0.1433606745465607,0.1263088096974908,0.7303305157559484,81,205.78131210190216,False
1,279.0,35-44,0.23498975261576435,0.130050970723282,0.6349592766609538,127,205.54965942890047,False
1,279.0,45-54,0.2601015258303387,0.154416240137617,0.5854822340320442,75,130.74466340171804,False
1,279.0,55-64,0.30796798958936217,0.049134187923331685,0.6428978224873063,81,134.6731435060012,False
1,279.0,65-74,0.30275057232343033,0.014634142468043504,0.6826152852085265,52,70.65424620552153,False
1,279.0,75-84,0.5588406843332484,0.03305303987304935,0.4081062757937021,22,33.53459458631607,True
1,279.0,85+,0.8457210615076781,0.0,0.15427893849232208,8,11.257451583426636,True
1,280.0,16-24,0.07097164208175355,0.10045098583514984,0.8285773720830966,41,203.70044499865864,False
1,280.0,25-34,0.13098346937217278,0.046198281802167424,0.8228182488256599,106,329.3654690118122,False
1,280.0,35-44,0.07251427766395181,0.17885090369753168,0.7486348186385163,122,217.94987027527833,False
1,280.0,45-54,0.24775572251080302,0.15926657095121421,0.5929777065379828,88,168.69329779236247,False
1,280.0,55-64,0.25773975158760565,0.1078132771189445,0.63444697129345,59,99.08109433240104,False
1,280.0,65-74,0.12548236058991774,0.21067906573846637,0.6638385736716158,41,58.89914241910774,False
1,280.0,75-84,0.6277470124285809,0.032603472507112874,0.3396495150643063,18,45.72751176272639,True
1,280.0,85+,0.28563919367922114,0.6481111259129659,0.06624968040781291,6,22.50389229649641,True
1,293.0,16-24,0.13089050243293698,0.08436956812463937,0.7847399294424237,31,98.34007960389495,False
1,293.0,25-34,0.1641326839756789,0.205298829266886,0.6305684867574353,91,206.7052386695619,False
1,293.0,35-44,0.21490627520831218,0.1261275924045857,0.6589661323871021,82,146.680360555292,False
1,293.0,45-54,0.12124923181891732,0.16166298508962493,0.7170877830914576,83,133.7032362483686,False
1,293.0,55-64,0.3198244006729443,0.09739240244833512,0.5827831968787208,89,111.02922085003377,False
1,293.0,65-74,0.3055920943233776,0.16195578279993295,0.5324521228766892,71,110.4625055126719,False
1,293.0,75-84,0.3369140341014452,0.14388103685571135,0.5192049290428434,36,64.26704955402043,False
1,293.0,85+,0.6731171533881852,0.24104751983798964,0.08583532677382519,7,15.810205766185236,True
2,8.0,16-24,0.3405218115317682,0.14286481923634778,0.516613369231884,89,92.12841898645466,False
2,8.0,25-34,0.33277741230957664,0.1403407036962035,0.52688188399422,174,151.4805382891163,False
2,8.0,35-44,0.24497047048128118,0.21140241102884427,0.5436271184898747,237,160.4157365740059,False
2,8.0,45-54,0.2854979856945487,0.16265012447837188,0.5518518898270792,157,112.23997943057064,False
2,8.0,55-64,0.41981581425836867,0.10035230331983895,0.47983188242179237,134,71.80894376892783,False
2,8.0,65-74,0.3566449795747265,0.17802552364698457,0.46532949677828905,96,38.76586106403663,False
2,8.0,75-84,0.603265374120034,0.1508824146319423,0.24585221124802395,50,25.304077968648315,False
2,8.0,85+,0.437908295268847,0.07219307330092792,0.489898631430225,9,4.183710409356445,True
2,9.0,16-24,0.3336150291279026,0.10533611792390683,0.5610488529481905,74,190.80498150914403,False
2,9.0,25-34,0.2651221885161751,0.10223763629695498,0.6326401751868699,145,253.43017812840364,False
2,9.0,35-44,0.2124313674282198,0.1328905686818676,0.6546780638899126,217,279.47648971658805,False
2,9.0,45-54,0.23087782865597362,0.1837682600451548,0.5853539112988716,159,190.92335400602656,False
2,9.0,55-64,0.24316188907462039,0.1280628846038403,0.6287752263215393,148,152.29910790396852,False
2,9.0,65-74,0.24129369287959676,0.18048858664329046,0.5782177204771127,156,127.96911097784638,False
2,9.0,75-84,0.590459254383635,0.11347774795550447,0.29606299766086047,77,102.29106002890333,False
2,9.0,85+,0.6867399359543567,0.12229060503812139,0.19096945900752202,17,24.859927066331238,True
2,17.0,16-24,0.17051632772792746,0.21765091463032646,0.6118327576417463,31,108.03684723687768,False
2,17.0,25-34,0.18232515218191472,0.17477113938963043,0.6429037084284548,75,148.12597810671568,False
2,17.0,35-44,0.2319037817281252,0.17057242068505102,0.597523797586824,92,157.00577214873715,False
2,17.0,45-54,0.15437715395511978,0.16660703876042707,0.679015807284453,91,161.06418165596878,False
2,17.0,55-64,0.27087571097383806,0.08911714029570379,0.6400071487304583,81,122.41516685063173,False
2,17.0,65-74,0.28487149331110406,0.20202913195202804,0.513099374736868,73,80.3925605350137,False
2,17.0,75-84,0.3959036309800214,0.19280486884499076,0.4112915001749878,37,60.9715356339567,False
2,17.0,85+,0.5026990344440307,0.18592371906873287,0.31137724648723636,9,13.052642459637141,True
2,30.0,16-24,0.1427105416186773,0.1674509004188731,0.6898385579624496,49,183.54958644259855,False
2,30.0,25-34,0.42086793533911715,0.09077279773147458,0.48835926692940834,90,274.7822831034906,False
2,30.0,35-44,0.34901751717541935,0.06947159723162885,0.5815108855929518,110,251.39408553027644,False
2,30.0,45-54,0.1677114466470089,0.10196616764988418,0.7303223857031068,71,154.2471869794414,False
