scope,geography_level,geography_name,geography_code,group_a_code,group_a,group_b_code,group_b,contrast,group_a_indoor_exposure_share,group_b_indoor_exposure_share,difference_a_minus_b,ci_95_low,ci_95_high,bootstrap_p_two_sided,bootstrap_repetitions,exposed_raw_n,group_a_exposed_raw_n,group_b_exposed_raw_n,group_a_effective_n,group_b_effective_n,minimum_group_exposed_raw_n,minimum_group_effective_n,low_group_raw_n_below_20,low_group_effective_n_below_20,estimable,p_fdr_bh,significant_95_ci,significant_fdr_05
latest_wave_2022_23,Borough,Haringey,E09000014,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.4142932942409177,1.0,-0.5857067057590823,-0.8371120514772858,-0.292457747922761,0.003992015968063872,500,108,8,1,4.571418923083083,1.0,1,1.0,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Harrow,E09000015,2,Active,0,Inactive,Active minus Inactive,0.49725764053639054,,,,,,500,70,61,0,32.84920364206284,,0,32.84920364206284,True,False,False,,False,False
latest_wave_2022_23,Borough,Harrow,E09000015,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.49725764053639054,0.6325249884589882,-0.13526734792259765,-0.38187993680132015,0.07044612981657651,0.20359281437125748,500,70,61,9,32.84920364206284,3.662599851991253,9,3.662599851991253,True,True,True,0.33114722935082214,False,False
latest_wave_2022_23,Borough,Harrow,E09000015,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.6325249884589882,,,,,,500,70,9,0,3.662599851991253,,0,3.662599851991253,True,True,False,,False,False
latest_wave_2022_23,Borough,Havering,E09000016,2,Active,0,Inactive,Active minus Inactive,0.6427476117615186,0.3808610248990618,0.2618865868624568,-0.3330196174147187,0.6450551982404192,0.5029940119760479,500,72,64,2,42.20285139741207,1.8925479741153877,2,1.8925479741153877,True,True,True,0.629038219856583,False,False
latest_wave_2022_23,Borough,Havering,E09000016,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.6427476117615186,1.0,-0.3572523882384814,-0.4370598638945749,-0.2807754967403218,0.003992015968063872,500,72,64,6,42.20285139741207,4.114191583379346,6,4.114191583379346,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Havering,E09000016,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,1.0,0.3808610248990618,0.6191389751009382,0.03476560770543934,0.9799709019927811,0.003992015968063872,500,72,6,2,4.114191583379346,1.8925479741153877,2,1.8925479741153877,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Hillingdon,E09000017,2,Active,0,Inactive,Active minus Inactive,0.6106376562661985,0.6343359587449338,-0.023698302478735278,-0.39364945997645706,0.46749310187627297,0.7784431137724551,500,70,62,3,34.57393070771931,2.76655157860645,3,2.76655157860645,True,True,True,0.8412207842379757,False,False
latest_wave_2022_23,Borough,Hillingdon,E09000017,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.6106376562661985,0.8915412940903377,-0.2809036378241392,-0.4484321636329116,-0.05545808934974908,0.027944111776447105,500,70,62,5,34.57393070771931,3.0179276580995134,5,3.0179276580995134,True,True,True,0.055066337912410473,True,False
latest_wave_2022_23,Borough,Hillingdon,E09000017,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.8915412940903377,0.6343359587449338,0.2572053353454039,-0.16656425376692563,0.7718172760166561,0.4111776447105788,500,70,5,3,3.0179276580995134,2.76655157860645,3,2.76655157860645,True,True,True,0.5509780439121756,False,False
latest_wave_2022_23,Borough,Hounslow,E09000018,2,Active,0,Inactive,Active minus Inactive,0.5412353552292596,,,,,,500,69,58,0,32.5028175216922,,0,32.5028175216922,True,False,False,,False,False
latest_wave_2022_23,Borough,Hounslow,E09000018,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5412353552292596,0.7608663241688005,-0.21963096893954093,-0.4608712339321882,0.10142088779142161,0.17964071856287425,500,69,58,11,32.5028175216922,6.822467843870796,11,6.822467843870796,True,True,True,0.3008982035928144,False,False
latest_wave_2022_23,Borough,Hounslow,E09000018,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.7608663241688005,,,,,,500,69,11,0,6.822467843870796,,0,6.822467843870796,True,True,False,,False,False
latest_wave_2022_23,Borough,Islington,E09000019,2,Active,0,Inactive,Active minus Inactive,0.5939021353107581,,,,,,500,98,94,0,44.30095660433928,,0,44.30095660433928,True,False,False,,False,False
latest_wave_2022_23,Borough,Islington,E09000019,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5939021353107581,0.6375567849219158,-0.043654649611157725,-0.3582430232163941,0.4766313861622489,0.9141716566866267,500,98,94,4,44.30095660433928,3.25631548283295,4,3.25631548283295,True,True,True,0.9570234530938123,False,False
latest_wave_2022_23,Borough,Islington,E09000019,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.6375567849219158,,,,,,500,98,4,0,3.25631548283295,,0,3.25631548283295,True,True,False,,False,False
latest_wave_2022_23,Borough,Kensington and Chelsea,E09000020,2,Active,0,Inactive,Active minus Inactive,0.5281694704140256,1.0,-0.4718305295859744,-0.5340036807465407,-0.4132695865160978,0.003992015968063872,500,98,85,1,42.280649071436194,1.0,1,1.0,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Kensington and Chelsea,E09000020,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5281694704140256,0.640405629093713,-0.11223615867968739,-0.36155747547564415,0.1714251605706591,0.35528942115768464,500,98,85,12,42.280649071436194,8.501549036264613,12,8.501549036264613,True,True,True,0.5174867655992363,False,False
latest_wave_2022_23,Borough,Kensington and Chelsea,E09000020,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.640405629093713,1.0,-0.359594370906287,-0.6279333346022558,-0.10540068474624702,0.003992015968063872,500,98,12,1,8.501549036264613,1.0,1,1.0,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Kingston upon Thames,E09000021,2,Active,0,Inactive,Active minus Inactive,0.5524245329630262,0.5,0.05242453296302618,-0.03037766137932206,0.1366954249101921,0.23952095808383234,500,96,89,1,54.961333667563125,1.0,1,1.0,True,True,True,0.37320707422364574,False,False
latest_wave_2022_23,Borough,Kingston upon Thames,E09000021,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5524245329630262,0.3196514828392233,0.2327730501238029,-0.17280974627870674,0.5136636098847812,0.3073852295409182,500,96,89,6,54.961333667563125,4.534388904842436,6,4.534388904842436,True,True,True,0.46806387225548907,False,False
latest_wave_2022_23,Borough,Kingston upon Thames,E09000021,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.3196514828392233,0.5,-0.1803485171607767,-0.434100929444207,0.22006111735397588,0.39520958083832336,500,96,6,1,4.534388904842436,1.0,1,1.0,True,True,True,0.540388610534034,False,False
latest_wave_2022_23,Borough,Lambeth,E09000022,2,Active,0,Inactive,Active minus Inactive,0.6829218066314036,,,,,,500,100,90,0,56.77907839798937,,0,56.77907839798937,True,False,False,,False,False
latest_wave_2022_23,Borough,Lambeth,E09000022,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.6829218066314036,0.6773602892887254,0.005561517342678179,-0.2414572173854546,0.33224497511994977,0.9580838323353293,500,100,90,10,56.77907839798937,8.176207069708749,10,8.176207069708749,True,True,True,0.987563334868724,False,False
latest_wave_2022_23,Borough,Lambeth,E09000022,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.6773602892887254,,,,,,500,100,10,0,8.176207069708749,,0,8.176207069708749,True,True,False,,False,False
latest_wave_2022_23,Borough,Lewisham,E09000023,2,Active,0,Inactive,Active minus Inactive,0.5359001620004847,1.0,-0.46409983799951526,-0.5238967188470203,-0.40693377416886983,0.003992015968063872,500,102,95,1,51.88545382802965,1.0,1,1.0,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Lewisham,E09000023,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5359001620004847,0.6286744555031873,-0.09277429350270261,-0.38196416753922013,0.21775052634569436,0.5069860279441117,500,102,95,6,51.88545382802965,5.0538510032267006,6,5.0538510032267006,True,True,True,0.629038219856583,False,False
latest_wave_2022_23,Borough,Lewisham,E09000023,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.6286744555031873,1.0,-0.37132554449681265,-0.6913030976616831,-0.09400697065882441,0.003992015968063872,500,102,6,1,5.0538510032267006,1.0,1,1.0,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Merton,E09000024,2,Active,0,Inactive,Active minus Inactive,0.509133516732454,0.5573251004385705,-0.048191583706116536,-0.2887127344526624,0.04407451563714949,0.36327345309381237,500,105,98,3,54.12184798264728,2.453097696480353,3,2.453097696480353,True,True,True,0.5178579012188389,False,False
latest_wave_2022_23,Borough,Merton,E09000024,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.509133516732454,0.47998850321705633,0.029145013515397666,-0.3572222725130385,0.41983542281885966,0.7744510978043913,500,105,98,4,54.12184798264728,3.6239975238878928,4,3.6239975238878928,True,True,True,0.8412207842379757,False,False
latest_wave_2022_23,Borough,Merton,E09000024,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.47998850321705633,0.5573251004385705,-0.0773365972215142,-0.5089460407514703,0.3278717884841876,0.626746506986028,500,105,4,3,3.6239975238878928,2.453097696480353,3,2.453097696480353,True,True,True,0.7498574280011406,False,False
latest_wave_2022_23,Borough,Newham,E09000025,2,Active,0,Inactive,Active minus Inactive,0.5349037880303601,,,,,,500,70,64,0,39.62113492586014,,0,39.62113492586014,True,False,False,,False,False
latest_wave_2022_23,Borough,Newham,E09000025,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5349037880303601,0.8440406614629249,-0.3091368734325648,-0.526375495309094,0.03414848925672642,0.07584830339321358,500,70,64,6,39.62113492586014,3.8743320522885787,6,3.8743320522885787,True,True,True,0.13734692776608945,False,False
latest_wave_2022_23,Borough,Newham,E09000025,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.8440406614629249,,,,,,500,70,6,0,3.8743320522885787,,0,3.8743320522885787,True,True,False,,False,False
latest_wave_2022_23,Borough,Redbridge,E09000026,2,Active,0,Inactive,Active minus Inactive,0.5539664104387828,,,,,,500,79,70,0,40.789428122246065,,0,40.789428122246065,True,False,False,,False,False
latest_wave_2022_23,Borough,Redbridge,E09000026,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5539664104387828,0.5017746318226916,0.052191778616091256,-0.19736540861180527,0.30548315380330193,0.6387225548902196,500,79,70,9,40.789428122246065,4.080320001125211,9,4.080320001125211,True,True,True,0.7507791434674511,False,False
latest_wave_2022_23,Borough,Redbridge,E09000026,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.5017746318226916,,,,,,500,79,9,0,4.080320001125211,,0,4.080320001125211,True,True,False,,False,False
latest_wave_2022_23,Borough,Richmond upon Thames,E09000027,2,Active,0,Inactive,Active minus Inactive,0.5711151339352771,,,,,,500,92,86,0,59.121621235452594,,0,59.121621235452594,True,False,False,,False,False
latest_wave_2022_23,Borough,Richmond upon Thames,E09000027,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5711151339352771,0.666988802482483,-0.09587366854720591,-0.38740382109289745,0.3520990382787575,0.6107784431137725,500,92,86,6,59.121621235452594,3.880029589677247,6,3.880029589677247,True,True,True,0.7440391943385957,False,False
latest_wave_2022_23,Borough,Richmond upon Thames,E09000027,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.666988802482483,,,,,,500,92,6,0,3.880029589677247,,0,3.880029589677247,True,True,False,,False,False
latest_wave_2022_23,Borough,Southwark,E09000028,2,Active,0,Inactive,Active minus Inactive,0.5745761754851305,1.0,-0.4254238245148695,-0.49513286659345934,-0.3640236831518002,0.003992015968063872,500,106,98,1,62.68673337809345,1.0,1,1.0,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Southwark,E09000028,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5745761754851305,0.8724565952092019,-0.2978804197240714,-0.43447291948131345,-0.08357179999029736,0.011976047904191617,500,106,98,7,62.68673337809345,3.9329714075098905,7,3.9329714075098905,True,True,True,0.025883716438091557,True,True
latest_wave_2022_23,Borough,Southwark,E09000028,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.8724565952092019,1.0,-0.12754340479079807,-0.32774400955785954,-0.005658869682385855,0.003992015968063872,500,106,7,1,3.9329714075098905,1.0,1,1.0,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Sutton,E09000029,2,Active,0,Inactive,Active minus Inactive,0.6036764335492034,,,,,,500,87,79,0,48.77620358901574,,0,48.77620358901574,True,False,False,,False,False
latest_wave_2022_23,Borough,Sutton,E09000029,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.6036764335492034,0.3413551741851013,0.2623212593641021,-0.07658008893789753,0.5017034109444909,0.12375249500998003,500,87,79,8,48.77620358901574,6.681708150445983,8,6.681708150445983,True,True,True,0.21260044014535032,False,False
latest_wave_2022_23,Borough,Sutton,E09000029,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.3413551741851013,,,,,,500,87,8,0,6.681708150445983,,0,6.681708150445983,True,True,False,,False,False
latest_wave_2022_23,Borough,Tower Hamlets,E09000030,2,Active,0,Inactive,Active minus Inactive,0.6163674394675479,,,,,,500,106,97,0,61.259917114112426,,0,61.259917114112426,True,False,False,,False,False
latest_wave_2022_23,Borough,Tower Hamlets,E09000030,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.6163674394675479,0.6255179058785455,-0.009150466410997593,-0.2703790882383909,0.17960747061835697,0.8822355289421158,500,106,97,9,61.259917114112426,3.5349979471827915,9,3.5349979471827915,True,True,True,0.9382504831606628,False,False
latest_wave_2022_23,Borough,Tower Hamlets,E09000030,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.6255179058785455,,,,,,500,106,9,0,3.5349979471827915,,0,3.5349979471827915,True,True,False,,False,False
latest_wave_2022_23,Borough,Waltham Forest,E09000031,2,Active,0,Inactive,Active minus Inactive,0.5723824486665562,0.6799043128242187,-0.10752186415766252,-0.42590358205728596,0.08894248071511757,0.4550898203592814,500,92,88,2,61.90040346912458,1.8542306137967814,2,1.8542306137967814,True,True,True,0.586365730078305,False,False
latest_wave_2022_23,Borough,Waltham Forest,E09000031,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5723824486665562,1.0,-0.4276175513334438,-0.5116462513650785,-0.35390055721869645,0.003992015968063872,500,92,88,2,61.90040346912458,1.9194100004338652,2,1.9194100004338652,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Waltham Forest,E09000031,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,1.0,0.6799043128242187,0.3200956871757813,0.025330416844768805,0.4916811445814588,0.003992015968063872,500,92,2,2,1.9194100004338652,1.8542306137967814,2,1.8542306137967814,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Wandsworth,E09000032,2,Active,0,Inactive,Active minus Inactive,0.5242662537873867,,,,,,500,119,113,0,72.04466944197291,,0,72.04466944197291,True,False,False,,False,False
latest_wave_2022_23,Borough,Wandsworth,E09000032,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5242662537873867,0.3387476100044905,0.18551864378289618,-0.2511843294016648,0.4511845963130957,0.43912175648702595,500,119,113,6,72.04466944197291,4.574821678915836,6,4.574821678915836,True,True,True,0.5768854447966811,False,False
latest_wave_2022_23,Borough,Wandsworth,E09000032,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.3387476100044905,,,,,,500,119,6,0,4.574821678915836,,0,4.574821678915836,True,True,False,,False,False
latest_wave_2022_23,Borough,Westminster,E09000033,2,Active,0,Inactive,Active minus Inactive,0.5413221295931383,0.7455406214483011,-0.20421849185516283,-0.4703290056118872,0.3377621521171761,0.37924151696606784,500,90,86,3,50.629115709034814,2.723423264723366,3,2.723423264723366,True,True,True,0.5293579507651364,False,False
latest_wave_2022_23,Borough,Westminster,E09000033,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5413221295931383,0.0,0.5413221295931383,0.4635926516868043,0.6165447855951633,0.003992015968063872,500,90,86,1,50.629115709034814,1.0,1,1.0,True,True,True,0.00922293344345791,True,True
latest_wave_2022_23,Borough,Westminster,E09000033,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.0,0.7455406214483011,-0.7455406214483011,-0.9911502042243718,-0.21374135311942632,0.003992015968063872,500,90,1,3,1.0,2.723423264723366,1,1.0,True,True,True,0.00922293344345791,True,True
