frequency,selected_model_frozen,selected_params_frozen,alr_epsilon,is_primary,rolling_cv_mean_weighted_tv,rolling_cv_mean_weighted_mae,final_test_weighted_tv_reporting_only,final_test_weighted_mae_reporting_only,forecast_2028_29_london_indoor_exposure_share,rationale
annual,Random Forest,"{""max_depth"": 8, ""min_samples_leaf"": 5, ""n_estimators"": 250}",0.0001,False,0.038025446577445,0.023945963324677078,0.03634601093077495,0.023449027602163938,0.5654517212110478,"10^-6 is primary because it is the smallest tested replacement, minimising distortion while keeping ALR finite; alternatives quantify sensitivity"
annual,Random Forest,"{""max_depth"": 8, ""min_samples_leaf"": 5, ""n_estimators"": 250}",1e-05,False,0.03661768182894027,0.023103398062882696,0.03723360956487984,0.024015425981759896,0.5651120266944042,"10^-6 is primary because it is the smallest tested replacement, minimising distortion while keeping ALR finite; alternatives quantify sensitivity"
annual,Random Forest,"{""max_depth"": 8, ""min_samples_leaf"": 5, ""n_estimators"": 250}",1e-06,True,0.03647502189405954,0.022999193164223646,0.03700131768765321,0.023883856301292715,0.5651793564402954,"10^-6 is primary because it is the smallest tested replacement, minimising distortion while keeping ALR finite; alternatives quantify sensitivity"
monthly,Random Forest,"{""max_depth"": null, ""min_samples_leaf"": 10, ""n_estimators"": 250}",0.0001,False,0.04973766540048932,0.030531786797431248,0.05158683220336886,0.030259321415152116,,"10^-6 is primary because it is the smallest tested replacement, minimising distortion while keeping ALR finite; alternatives quantify sensitivity"
monthly,Random Forest,"{""max_depth"": null, ""min_samples_leaf"": 10, ""n_estimators"": 250}",1e-05,False,0.04992381711675755,0.03064560917269536,0.052110887501558636,0.030658210124731,,"10^-6 is primary because it is the smallest tested replacement, minimising distortion while keeping ALR finite; alternatives quantify sensitivity"
monthly,Random Forest,"{""max_depth"": null, ""min_samples_leaf"": 10, ""n_estimators"": 250}",1e-06,True,0.04982145425392359,0.030623782532410927,0.05206766374173764,0.030654306683535706,,"10^-6 is primary because it is the smallest tested replacement, minimising distortion while keeping ALR finite; alternatives quantify sensitivity"
