LA_2023,Age16plus,Age9,VolFrqB_Pop,MEMS7GR_ALL,wt_final_online,year,age_group_code,age_group,vol_binary_A,vol_binary_A_label,activity_level_3cat,activity_level_3cat_label
139,1.0,7.0,0.0,2.0,,5,7,65-74,0,not_twiceplus_volunteer,2,active
139,1.0,4.0,0.0,2.0,2.0747173386634756,5,4,35-44,0,not_twiceplus_volunteer,2,active
139,1.0,3.0,0.0,2.0,2.545281593591187,5,3,25-34,0,not_twiceplus_volunteer,2,active
139,1.0,8.0,0.0,2.0,2.50142421806082,5,8,75-84,0,not_twiceplus_volunteer,2,active
139,1.0,4.0,0.0,0.0,0.9148671827247272,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
139,1.0,6.0,0.0,1.0,,5,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
139,1.0,5.0,0.0,1.0,1.551384610670956,5,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
139,1.0,5.0,0.0,2.0,,5,5,45-54,0,not_twiceplus_volunteer,2,active
139,1.0,5.0,1.0,2.0,,5,5,45-54,0,not_twiceplus_volunteer,2,active
139,1.0,4.0,0.0,2.0,2.450104942046362,5,4,35-44,0,not_twiceplus_volunteer,2,active
139,1.0,4.0,0.0,2.0,1.9442579623564415,5,4,35-44,0,not_twiceplus_volunteer,2,active
139,1.0,5.0,2.0,1.0,2.5880551038256843,5,5,45-54,1,twiceplus_volunteer,1,fairly_active
142,1.0,5.0,0.0,2.0,1.6227464859353662,5,5,45-54,0,not_twiceplus_volunteer,2,active
142,1.0,3.0,0.0,2.0,1.3511328837177776,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,0.0,1.0,0.8168757813823518,5,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
142,1.0,4.0,0.0,2.0,0.6447063817593072,5,4,35-44,0,not_twiceplus_volunteer,2,active
142,1.0,3.0,0.0,2.0,1.2112085304589837,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,3.0,0.0,2.0,1.926245815885256,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,7.0,,2.0,,5,7,65-74,,,2,active
142,1.0,7.0,2.0,0.0,,5,7,65-74,1,twiceplus_volunteer,0,inactive
142,1.0,3.0,0.0,2.0,3.993541983953869,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,,,2.0,,5,,,,,2,active
142,1.0,4.0,0.0,2.0,,5,4,35-44,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,0.0,1.0,,5,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
142,1.0,6.0,0.0,2.0,0.7967369449832308,5,6,55-64,0,not_twiceplus_volunteer,2,active
142,1.0,3.0,0.0,2.0,1.131390403571503,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,2.0,0.0,0.0,1.2429721410500516,5,2,16-24,0,not_twiceplus_volunteer,0,inactive
142,1.0,3.0,,2.0,1.610866564078446,5,3,25-34,,,2,active
142,1.0,4.0,0.0,1.0,2.4075886178538655,5,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
142,1.0,3.0,0.0,2.0,0.5759224029906149,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,3.0,0.0,2.0,0.805433282039223,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,3.0,2.0,0.8113732429676831,5,5,45-54,1,twiceplus_volunteer,2,active
142,1.0,2.0,1.0,2.0,1.3326420940328,5,2,16-24,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,0.0,0.0,1.8906046275925077,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
142,1.0,5.0,0.0,0.0,1.2765456557456871,5,5,45-54,0,not_twiceplus_volunteer,0,inactive
142,1.0,3.0,0.0,2.0,4.881302399853965,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,0.0,0.0,0.5801698072838861,5,5,45-54,0,not_twiceplus_volunteer,0,inactive
142,1.0,4.0,0.0,0.0,4.610074654437863,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
142,1.0,2.0,0.0,1.0,0.7399212282136001,5,2,16-24,0,not_twiceplus_volunteer,1,fairly_active
142,1.0,2.0,1.0,2.0,0.5672468077836162,5,2,16-24,0,not_twiceplus_volunteer,2,active
142,1.0,6.0,0.0,2.0,0.4398405139191291,5,6,55-64,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,0.0,2.0,0.6447063817593072,5,4,35-44,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,0.0,2.0,,5,5,45-54,0,not_twiceplus_volunteer,2,active
142,1.0,3.0,0.0,2.0,0.9661231645593872,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,3.0,0.0,2.0,3.4448033158085676,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,0.0,2.0,,5,5,45-54,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,0.0,2.0,0.498915859124513,5,5,45-54,0,not_twiceplus_volunteer,2,active
142,1.0,2.0,0.0,2.0,1.1344936155672325,5,2,16-24,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,0.0,2.0,0.8607691430708293,5,4,35-44,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,0.0,0.0,,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
142,1.0,7.0,0.0,0.0,,5,7,65-74,0,not_twiceplus_volunteer,0,inactive
142,1.0,4.0,2.0,0.0,,5,4,35-44,1,twiceplus_volunteer,0,inactive
142,1.0,4.0,,0.0,,5,4,35-44,,,0,inactive
142,1.0,3.0,0.0,2.0,0.805433282039223,5,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,3.0,0.0,2.0,1.3511328837177776,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,0.0,1.0,0.5692417728422524,5,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
147,1.0,3.0,0.0,2.0,1.221253603727619,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,0.0,2.0,2.4448744972085312,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,0.0,2.0,,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,2.0,2.0,,5,3,25-34,1,twiceplus_volunteer,2,active
147,1.0,3.0,0.0,2.0,0.6828096901474894,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,1.0,2.0,0.4556476777289119,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,5.0,0.0,2.0,0.6735347227955095,5,5,45-54,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,0.0,1.0,2.680093087443028,5,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
147,1.0,5.0,4.0,2.0,0.4186380097557363,5,5,45-54,1,twiceplus_volunteer,2,active
147,1.0,4.0,0.0,2.0,0.6632223823819485,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,0.0,2.0,1.212922748295279,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,0.0,2.0,1.233409694949477,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,0.0,2.0,0.6372277573864812,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,0.0,2.0,0.5773287388921261,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,0.0,2.0,0.8417653505998407,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,0.0,2.0,,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,0.0,2.0,0.4070344600751879,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,5.0,0.0,2.0,1.1468796646453787,5,5,45-54,0,not_twiceplus_volunteer,2,active
147,1.0,2.0,0.0,2.0,2.863653363417077,5,2,16-24,0,not_twiceplus_volunteer,2,active
147,1.0,6.0,0.0,0.0,,5,6,55-64,0,not_twiceplus_volunteer,0,inactive
147,1.0,4.0,0.0,0.0,1.2744555147729624,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
147,1.0,3.0,0.0,2.0,0.637182924195022,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,5.0,0.0,2.0,3.1990078211399453,5,5,45-54,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,3.0,2.0,2.182592308534577,5,3,25-34,1,twiceplus_volunteer,2,active
147,1.0,3.0,2.0,0.0,1.703840755281094,5,3,25-34,1,twiceplus_volunteer,0,inactive
147,1.0,3.0,0.0,2.0,0.6828096901474894,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,0.0,0.0,0.5309389651503518,5,3,25-34,0,not_twiceplus_volunteer,0,inactive
147,1.0,6.0,0.0,2.0,1.929264321400597,5,6,55-64,0,not_twiceplus_volunteer,2,active
147,1.0,6.0,0.0,2.0,0.3842293175598274,5,6,55-64,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,0.0,2.0,0.356641684467571,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,5.0,0.0,0.0,1.63377786517626,5,5,45-54,0,not_twiceplus_volunteer,0,inactive
147,1.0,3.0,3.0,2.0,0.4070344600751879,5,3,25-34,1,twiceplus_volunteer,2,active
147,1.0,5.0,0.0,2.0,0.6735347227955095,5,5,45-54,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,0.0,2.0,0.8312050234380634,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,2.0,0.0,2.0,,5,2,16-24,0,not_twiceplus_volunteer,2,active
147,1.0,2.0,0.0,2.0,,5,2,16-24,0,not_twiceplus_volunteer,2,active
147,1.0,2.0,0.0,2.0,2.863653363417077,5,2,16-24,0,not_twiceplus_volunteer,2,active
147,1.0,6.0,0.0,2.0,1.058211398609283,5,6,55-64,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,0.0,0.0,1.8322622747691328,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
147,1.0,4.0,0.0,2.0,3.1690105042766428,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,0.0,2.0,3.3513743726732375,5,3,25-34,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,0.0,2.0,0.7935372773067376,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,8.0,,0.0,,5,8,75-84,,,0,inactive
147,1.0,5.0,0.0,2.0,,5,5,45-54,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,0.0,2.0,2.0235034205471703,5,4,35-44,0,not_twiceplus_volunteer,2,active
147,1.0,4.0,0.0,0.0,0.5943504382575474,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
147,1.0,5.0,0.0,2.0,3.09631491488988,5,5,45-54,0,not_twiceplus_volunteer,2,active
147,1.0,3.0,0.0,2.0,1.485046895092354,5,3,25-34,0,not_twiceplus_volunteer,2,active
160,1.0,4.0,,2.0,,5,4,35-44,,,2,active
160,1.0,4.0,0.0,1.0,5.062815780707575,5,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
160,1.0,4.0,0.0,0.0,3.5225969965884167,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
160,1.0,3.0,0.0,2.0,1.2551827985154755,5,3,25-34,0,not_twiceplus_volunteer,2,active
160,1.0,8.0,0.0,2.0,1.2325518143784593,5,8,75-84,0,not_twiceplus_volunteer,2,active
160,1.0,6.0,0.0,1.0,0.2155321039260501,5,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
160,1.0,7.0,0.0,0.0,0.9662117119361135,5,7,65-74,0,not_twiceplus_volunteer,0,inactive
160,1.0,4.0,0.0,1.0,0.8460409171200032,5,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
160,1.0,2.0,0.0,2.0,4.000319438279373,5,2,16-24,0,not_twiceplus_volunteer,2,active
160,1.0,5.0,0.0,2.0,,5,5,45-54,0,not_twiceplus_volunteer,2,active
160,1.0,4.0,0.0,2.0,,5,4,35-44,0,not_twiceplus_volunteer,2,active
160,1.0,2.0,0.0,0.0,0.8839942943459856,5,2,16-24,0,not_twiceplus_volunteer,0,inactive
160,1.0,6.0,,2.0,1.4890072992681875,5,6,55-64,,,2,active
160,1.0,7.0,0.0,2.0,1.2363495419788704,5,7,65-74,0,not_twiceplus_volunteer,2,active
160,1.0,4.0,0.0,2.0,0.6531498088927221,5,4,35-44,0,not_twiceplus_volunteer,2,active
160,1.0,4.0,0.0,2.0,0.9969046446558428,5,4,35-44,0,not_twiceplus_volunteer,2,active
160,1.0,4.0,0.0,2.0,0.7474199785995905,5,4,35-44,0,not_twiceplus_volunteer,2,active
160,1.0,5.0,3.0,1.0,0.9882029830294377,5,5,45-54,1,twiceplus_volunteer,1,fairly_active
160,1.0,5.0,4.0,2.0,1.146821380509908,5,5,45-54,1,twiceplus_volunteer,2,active
160,1.0,6.0,0.0,2.0,,5,6,55-64,0,not_twiceplus_volunteer,2,active
160,1.0,7.0,0.0,2.0,0.6777331126423161,5,7,65-74,0,not_twiceplus_volunteer,2,active
160,1.0,5.0,1.0,2.0,0.3818609992677704,5,5,45-54,0,not_twiceplus_volunteer,2,active
160,1.0,5.0,0.0,1.0,0.5307636062612466,5,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
160,1.0,5.0,0.0,2.0,0.4214798801922885,5,5,45-54,0,not_twiceplus_volunteer,2,active
160,1.0,5.0,1.0,2.0,0.2156862051687061,5,5,45-54,0,not_twiceplus_volunteer,2,active
160,1.0,3.0,4.0,2.0,1.0915136307900335,5,3,25-34,1,twiceplus_volunteer,2,active
160,1.0,5.0,3.0,2.0,2.0175132235528768,5,5,45-54,1,twiceplus_volunteer,2,active
160,1.0,5.0,0.0,2.0,0.5457875898284136,5,5,45-54,0,not_twiceplus_volunteer,2,active
160,1.0,5.0,0.0,1.0,0.4717851071044997,5,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
160,1.0,8.0,0.0,0.0,,5,8,75-84,0,not_twiceplus_volunteer,0,inactive
160,1.0,8.0,0.0,2.0,,5,8,75-84,0,not_twiceplus_volunteer,2,active
160,1.0,7.0,0.0,2.0,,5,7,65-74,0,not_twiceplus_volunteer,2,active
160,1.0,7.0,0.0,2.0,0.8672167389555122,5,7,65-74,0,not_twiceplus_volunteer,2,active
160,1.0,7.0,0.0,2.0,,5,7,65-74,0,not_twiceplus_volunteer,2,active
160,1.0,6.0,0.0,2.0,,5,6,55-64,0,not_twiceplus_volunteer,2,active
160,1.0,6.0,2.0,2.0,,5,6,55-64,1,twiceplus_volunteer,2,active
160,1.0,6.0,0.0,2.0,0.3010929475742934,5,6,55-64,0,not_twiceplus_volunteer,2,active
160,1.0,4.0,0.0,1.0,0.6253287982772593,5,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
160,1.0,3.0,0.0,2.0,0.2341656131146422,5,3,25-34,0,not_twiceplus_volunteer,2,active
160,1.0,4.0,0.0,2.0,0.6374652789778993,5,4,35-44,0,not_twiceplus_volunteer,2,active
160,1.0,4.0,0.0,2.0,0.4471393523027809,5,4,35-44,0,not_twiceplus_volunteer,2,active
160,1.0,9.0,0.0,2.0,2.2484549050607527,5,9,85+,0,not_twiceplus_volunteer,2,active
160,1.0,8.0,0.0,2.0,1.8956712270640137,5,8,75-84,0,not_twiceplus_volunteer,2,active
171,1.0,2.0,0.0,2.0,1.3720696123328646,5,2,16-24,0,not_twiceplus_volunteer,2,active
171,1.0,2.0,0.0,0.0,1.741976888758075,5,2,16-24,0,not_twiceplus_volunteer,0,inactive
171,1.0,6.0,,2.0,,5,6,55-64,,,2,active
171,1.0,6.0,,2.0,,5,6,55-64,,,2,active
171,1.0,5.0,0.0,0.0,,5,5,45-54,0,not_twiceplus_volunteer,0,inactive
171,1.0,6.0,0.0,2.0,,5,6,55-64,0,not_twiceplus_volunteer,2,active
171,1.0,3.0,4.0,1.0,0.5028066116445175,5,3,25-34,1,twiceplus_volunteer,1,fairly_active
171,1.0,3.0,0.0,2.0,8.860927498188737,5,3,25-34,0,not_twiceplus_volunteer,2,active
171,1.0,5.0,0.0,2.0,0.6554452186406226,5,5,45-54,0,not_twiceplus_volunteer,2,active
171,1.0,4.0,0.0,2.0,,5,4,35-44,0,not_twiceplus_volunteer,2,active
171,1.0,3.0,0.0,2.0,1.999441544551149,5,3,25-34,0,not_twiceplus_volunteer,2,active
171,1.0,2.0,0.0,2.0,1.896805193767768,5,2,16-24,0,not_twiceplus_volunteer,2,active
171,1.0,2.0,0.0,0.0,6.292373939769259,5,2,16-24,0,not_twiceplus_volunteer,0,inactive
171,1.0,4.0,0.0,2.0,,5,4,35-44,0,not_twiceplus_volunteer,2,active
171,1.0,3.0,0.0,0.0,1.4037738447805126,5,3,25-34,0,not_twiceplus_volunteer,0,inactive
171,1.0,3.0,0.0,0.0,1.4037738447805126,5,3,25-34,0,not_twiceplus_volunteer,0,inactive
171,1.0,3.0,0.0,2.0,2.649630058737002,5,3,25-34,0,not_twiceplus_volunteer,2,active
171,1.0,4.0,0.0,2.0,0.7058335972378136,5,4,35-44,0,not_twiceplus_volunteer,2,active
171,1.0,4.0,1.0,1.0,1.5714303525135846,5,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
171,1.0,4.0,0.0,0.0,0.4728739682299914,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
171,1.0,3.0,0.0,0.0,1.507938610884951,5,3,25-34,0,not_twiceplus_volunteer,0,inactive
171,1.0,4.0,0.0,2.0,2.903271009977394,5,4,35-44,0,not_twiceplus_volunteer,2,active
171,1.0,4.0,2.0,2.0,1.8931954775757789,5,4,35-44,1,twiceplus_volunteer,2,active
171,1.0,3.0,4.0,2.0,1.170903726130953,5,3,25-34,1,twiceplus_volunteer,2,active
171,1.0,5.0,0.0,2.0,,5,5,45-54,0,not_twiceplus_volunteer,2,active
171,1.0,6.0,3.0,1.0,0.7951309317145095,5,6,55-64,1,twiceplus_volunteer,1,fairly_active
171,1.0,2.0,0.0,2.0,0.9866716860237608,5,2,16-24,0,not_twiceplus_volunteer,2,active
171,1.0,2.0,0.0,2.0,,5,2,16-24,0,not_twiceplus_volunteer,2,active
171,1.0,3.0,2.0,0.0,,5,3,25-34,1,twiceplus_volunteer,0,inactive
171,1.0,3.0,0.0,1.0,0.7528229274790342,5,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
171,1.0,6.0,0.0,0.0,1.5859717262071438,5,6,55-64,0,not_twiceplus_volunteer,0,inactive
171,1.0,3.0,0.0,2.0,1.542171363359791,5,3,25-34,0,not_twiceplus_volunteer,2,active
171,1.0,6.0,0.0,2.0,,5,6,55-64,0,not_twiceplus_volunteer,2,active
171,1.0,4.0,0.0,0.0,1.0799640317299606,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
171,1.0,3.0,0.0,0.0,0.7897446988098359,5,3,25-34,0,not_twiceplus_volunteer,0,inactive
171,1.0,6.0,0.0,2.0,0.698164709809922,5,6,55-64,0,not_twiceplus_volunteer,2,active
171,1.0,3.0,0.0,2.0,2.105660822586052,5,3,25-34,0,not_twiceplus_volunteer,2,active
171,1.0,5.0,0.0,2.0,5.988314936205453,5,5,45-54,0,not_twiceplus_volunteer,2,active
171,1.0,6.0,0.0,0.0,0.8189101354578033,5,6,55-64,0,not_twiceplus_volunteer,0,inactive
171,1.0,5.0,0.0,0.0,1.7861888729849282,5,5,45-54,0,not_twiceplus_volunteer,0,inactive
171,1.0,2.0,0.0,0.0,3.2667107413088305,5,2,16-24,0,not_twiceplus_volunteer,0,inactive
171,1.0,2.0,0.0,2.0,3.4839537775161507,5,2,16-24,0,not_twiceplus_volunteer,2,active
171,1.0,2.0,1.0,2.0,3.4839537775161507,5,2,16-24,0,not_twiceplus_volunteer,2,active
171,1.0,4.0,0.0,2.0,2.2382400852036204,5,4,35-44,0,not_twiceplus_volunteer,2,active
171,1.0,4.0,1.0,2.0,0.7963927999641199,5,4,35-44,0,not_twiceplus_volunteer,2,active
171,1.0,5.0,0.0,2.0,1.108995924069182,5,5,45-54,0,not_twiceplus_volunteer,2,active
171,1.0,3.0,0.0,2.0,1.0778749729717545,5,3,25-34,0,not_twiceplus_volunteer,2,active
196,1.0,9.0,0.0,0.0,5.099860557257743,5,9,85+,0,not_twiceplus_volunteer,0,inactive
196,1.0,7.0,0.0,2.0,,5,7,65-74,0,not_twiceplus_volunteer,2,active
196,1.0,8.0,1.0,2.0,,5,8,75-84,0,not_twiceplus_volunteer,2,active
196,1.0,6.0,0.0,2.0,,5,6,55-64,0,not_twiceplus_volunteer,2,active
196,1.0,4.0,0.0,2.0,,5,4,35-44,0,not_twiceplus_volunteer,2,active
196,1.0,6.0,0.0,0.0,1.4181970297117164,5,6,55-64,0,not_twiceplus_volunteer,0,inactive
196,1.0,4.0,0.0,2.0,1.4629380134068684,5,4,35-44,0,not_twiceplus_volunteer,2,active
196,1.0,5.0,0.0,2.0,1.286197730547257,5,5,45-54,0,not_twiceplus_volunteer,2,active
196,1.0,6.0,3.0,2.0,0.9087419535500978,5,6,55-64,1,twiceplus_volunteer,2,active
196,1.0,6.0,0.0,2.0,,5,6,55-64,0,not_twiceplus_volunteer,2,active
196,1.0,7.0,0.0,2.0,3.424146518517999,5,7,65-74,0,not_twiceplus_volunteer,2,active
196,1.0,2.0,0.0,0.0,2.052018029971331,5,2,16-24,0,not_twiceplus_volunteer,0,inactive
196,1.0,6.0,0.0,0.0,3.070389869286208,5,6,55-64,0,not_twiceplus_volunteer,0,inactive
196,1.0,3.0,0.0,2.0,6.166135899168467,5,3,25-34,0,not_twiceplus_volunteer,2,active
196,1.0,3.0,0.0,1.0,7.8285131462767,5,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
196,1.0,2.0,0.0,2.0,0.956492937655464,5,2,16-24,0,not_twiceplus_volunteer,2,active
196,1.0,3.0,0.0,2.0,1.860323584827574,5,3,25-34,0,not_twiceplus_volunteer,2,active
196,1.0,2.0,2.0,2.0,1.685554571458197,5,2,16-24,1,twiceplus_volunteer,2,active
196,1.0,2.0,0.0,0.0,2.198650824956947,5,2,16-24,0,not_twiceplus_volunteer,0,inactive
196,1.0,2.0,0.0,2.0,2.052018029971331,5,2,16-24,0,not_twiceplus_volunteer,2,active
196,1.0,5.0,0.0,0.0,4.021585012772598,5,5,45-54,0,not_twiceplus_volunteer,0,inactive
196,1.0,4.0,0.0,0.0,2.136957293268287,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
196,1.0,4.0,,2.0,,5,4,35-44,,,2,active
196,1.0,2.0,0.0,2.0,0.8254774758256499,5,2,16-24,0,not_twiceplus_volunteer,2,active
196,1.0,8.0,0.0,0.0,,5,8,75-84,0,not_twiceplus_volunteer,0,inactive
196,1.0,6.0,4.0,2.0,1.309556571035454,5,6,55-64,1,twiceplus_volunteer,2,active
196,1.0,7.0,,2.0,,5,7,65-74,,,2,active
196,1.0,7.0,0.0,2.0,,5,7,65-74,0,not_twiceplus_volunteer,2,active
196,1.0,7.0,0.0,2.0,0.6616046381929072,5,7,65-74,0,not_twiceplus_volunteer,2,active
196,1.0,6.0,0.0,0.0,0.9554083825061715,5,6,55-64,0,not_twiceplus_volunteer,0,inactive
196,1.0,4.0,0.0,2.0,0.9268084077265438,5,4,35-44,0,not_twiceplus_volunteer,2,active
196,1.0,3.0,0.0,0.0,0.3470600471072201,5,3,25-34,0,not_twiceplus_volunteer,0,inactive
196,1.0,7.0,0.0,2.0,,5,7,65-74,0,not_twiceplus_volunteer,2,active
196,1.0,8.0,,2.0,,5,8,75-84,,,2,active
196,1.0,3.0,0.0,1.0,0.352965820000596,5,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
196,1.0,7.0,0.0,0.0,,5,7,65-74,0,not_twiceplus_volunteer,0,inactive
196,1.0,3.0,0.0,2.0,0.2739117049011526,5,3,25-34,0,not_twiceplus_volunteer,2,active
196,1.0,3.0,0.0,2.0,0.8209972203525117,5,3,25-34,0,not_twiceplus_volunteer,2,active
196,1.0,7.0,0.0,2.0,,5,7,65-74,0,not_twiceplus_volunteer,2,active
196,1.0,7.0,0.0,2.0,,5,7,65-74,0,not_twiceplus_volunteer,2,active
196,1.0,6.0,,0.0,,5,6,55-64,,,0,inactive
196,1.0,8.0,3.0,0.0,7.499206389878228,5,8,75-84,1,twiceplus_volunteer,0,inactive
196,1.0,7.0,0.0,2.0,0.6616046381929072,5,7,65-74,0,not_twiceplus_volunteer,2,active
196,1.0,7.0,0.0,2.0,1.1413821991216455,5,7,65-74,0,not_twiceplus_volunteer,2,active
196,1.0,6.0,0.0,2.0,1.0294711999035389,5,6,55-64,0,not_twiceplus_volunteer,2,active
196,1.0,3.0,0.0,2.0,0.3499513329447397,5,3,25-34,0,not_twiceplus_volunteer,2,active
196,1.0,2.0,0.0,2.0,1.5843889450347473,5,2,16-24,0,not_twiceplus_volunteer,2,active
196,1.0,4.0,0.0,0.0,1.1715910563783258,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
196,1.0,4.0,0.0,0.0,2.0856408515005485,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
196,1.0,7.0,0.0,2.0,0.4595297082718169,5,7,65-74,0,not_twiceplus_volunteer,2,active
196,1.0,8.0,0.0,2.0,,5,8,75-84,0,not_twiceplus_volunteer,2,active
196,1.0,4.0,1.0,0.0,2.217210603519249,5,4,35-44,0,not_twiceplus_volunteer,0,inactive
201,1.0,7.0,0.0,2.0,,5,7,65-74,0,not_twiceplus_volunteer,2,active
201,1.0,8.0,0.0,2.0,,5,8,75-84,0,not_twiceplus_volunteer,2,active
201,1.0,2.0,,2.0,,5,2,16-24,,,2,active
201,1.0,5.0,0.0,2.0,0.6672188268286952,5,5,45-54,0,not_twiceplus_volunteer,2,active
201,1.0,6.0,0.0,1.0,0.1931134468440882,5,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
201,1.0,5.0,0.0,2.0,2.2223856974653144,5,5,45-54,0,not_twiceplus_volunteer,2,active
201,1.0,4.0,0.0,2.0,0.5200696318003628,5,4,35-44,0,not_twiceplus_volunteer,2,active
201,1.0,6.0,0.0,2.0,0.3478496763213694,5,6,55-64,0,not_twiceplus_volunteer,2,active
201,1.0,2.0,0.0,2.0,0.5933092884141428,5,2,16-24,0,not_twiceplus_volunteer,2,active
201,1.0,2.0,0.0,2.0,0.3812870251763299,5,2,16-24,0,not_twiceplus_volunteer,2,active
201,1.0,3.0,0.0,2.0,2.1185585588031604,5,3,25-34,0,not_twiceplus_volunteer,2,active
201,1.0,6.0,0.0,2.0,0.6778478949208309,5,6,55-64,0,not_twiceplus_volunteer,2,active
201,1.0,7.0,0.0,2.0,1.484125573051235,5,7,65-74,0,not_twiceplus_volunteer,2,active
201,1.0,7.0,0.0,2.0,0.4301382841993407,5,7,65-74,0,not_twiceplus_volunteer,2,active
201,1.0,7.0,0.0,2.0,0.7420627865256175,5,7,65-74,0,not_twiceplus_volunteer,2,active
201,1.0,2.0,0.0,0.0,2.610329735377117,5,2,16-24,0,not_twiceplus_volunteer,0,inactive
201,1.0,6.0,0.0,2.0,1.1103989418293243,5,6,55-64,0,not_twiceplus_volunteer,2,active
201,1.0,6.0,0.0,2.0,0.8276329010973036,5,6,55-64,0,not_twiceplus_volunteer,2,active
201,1.0,7.0,0.0,1.0,,5,7,65-74,0,not_twiceplus_volunteer,1,fairly_active
201,1.0,2.0,1.0,2.0,1.5659613782665711,5,2,16-24,0,not_twiceplus_volunteer,2,active
201,1.0,2.0,3.0,2.0,0.2948840759614161,5,2,16-24,1,twiceplus_volunteer,2,active
201,1.0,5.0,0.0,2.0,0.6459697144833032,5,5,45-54,0,not_twiceplus_volunteer,2,active
201,1.0,8.0,0.0,2.0,5.641501071611157,5,8,75-84,0,not_twiceplus_volunteer,2,active
