year,LA_2023,disability_group,inactive_rate,fairly_active_rate,active_rate,n,weighted_n,n_eff
1,30.0,disty8,0.4975082696784407,0.40313873200323386,0.09935299831832548,13,24.28635996682308,9.822609303702984
1,30.0,disty9,0.5897045353631226,0.0632403798945645,0.3470550847423128,12,15.954696651101154,9.652693272580105
1,30.0,disty10,0.7204071781036137,0.0,0.2795928218963864,3,4.977357298850949,2.961511627572692
1,30.0,disty11,1.0,0.0,0.0,2,3.585723926078637,2.0
1,30.0,disty12,0.5686757151966086,0.24932771434378337,0.18199657045960788,5,7.6464813004878565,4.619067503208777
1,30.0,disty13,0.5659804878614666,0.4340195121385335,0.0,3,16.700284313580863,2.320497851788382
1,35.0,limiting_disability,0.2892775956718187,0.11886650158234578,0.5918559027458355,72,169.89754909556387,41.08210628566552
1,35.0,non_limiting_disability,0.1900910618161327,0.1532192261290678,0.6566897120547994,77,183.3672489397222,43.396566291356415
1,35.0,no_disability,0.13009701142204172,0.11811490112870035,0.7517880874492577,337,754.5329212355671,171.5323234027612
1,35.0,disty1,0.4673144424296623,0.11758325157336896,0.41510230599696873,36,76.63447299091928,21.844617645358955
1,35.0,disty2,0.3718766892996334,0.1808911043806825,0.44723220631968413,19,38.63024141074745,12.409276109905726
1,35.0,disty3,0.5243313265851636,0.12802602610549843,0.347642647309338,38,81.10233954764105,22.963421621649058
1,35.0,disty4,0.5720046126112128,0.14064589311200437,0.28734949427678275,16,27.425660227000247,9.774098259027502
1,35.0,disty5,0.18470326686112448,0.0632121846770158,0.7520845484618597,15,36.108752111683444,10.83756094019726
1,35.0,disty6,0.08825121745427295,0.0,0.9117487825457271,5,20.395003530505157,2.3773659756658745
1,35.0,disty7,0.16286650773844968,0.03548134463746528,0.801652147624085,20,50.72761221260907,9.357483913330123
1,35.0,disty8,0.23233895943963276,0.0792883185362197,0.6883727220241476,9,26.526460883241498,3.764271136891761
1,35.0,disty9,0.027554996860196253,0.14639248724527673,0.8260525158945271,10,26.257934253278666,3.734469320357869
1,35.0,disty10,0.5715659022264974,0.0,0.42843409777350266,2,4.819773238664345,1.9598491324266416
1,35.0,disty11,0.0,1.0,0.0,1,2.2825131069403177,1.0
1,35.0,disty12,0.0487831121161159,0.1437770903684403,0.8074397975154438,5,14.831716643705207,3.767699278724238
1,35.0,disty13,0.650118363595185,0.0,0.34988163640481484,3,7.4541235947754405,2.787546865692522
1,44.0,limiting_disability,0.5185044710963115,0.08187191260835926,0.3996236162953291,59,104.6077412612874,33.247535791770275
1,44.0,non_limiting_disability,0.18809003044835937,0.07877950799649114,0.7331304615551495,83,128.44256832597725,42.63003548097644
1,44.0,no_disability,0.18687781371843623,0.11478264678221674,0.698339539499347,336,575.918655395346,165.89654356056442
1,44.0,disty1,0.4081299987201177,0.06101983363522813,0.5308501676446543,30,53.267080489551844,16.443252702771883
1,44.0,disty2,0.4310565620030554,0.17185586189434562,0.39708757610259904,24,37.81032426308559,16.280455928558503
1,44.0,disty3,0.5452805934592788,0.04134792580266711,0.413371480738054,31,62.1974840709888,18.45329363068479
1,44.0,disty4,0.5793059654987455,0.109740773636889,0.3109532608643653,14,20.482691439675733,10.724813269205665
1,44.0,disty5,0.6841644716255444,0.12016173172670726,0.19567379664774823,21,41.711115616009145,12.472340631770887
1,44.0,disty6,0.593811917707168,0.09562411862718939,0.31056396366564243,8,10.484404973809571,5.3483810589911505
1,44.0,disty7,0.7541877729561038,0.08990081865405929,0.15591140838983675,18,36.124003358937884,11.68541135880885
1,44.0,disty8,0.639967687224081,0.06702567403554911,0.29300663874036986,11,14.957879937459811,7.923131956821625
1,44.0,disty9,0.6143378025361016,0.020967071248244536,0.364695126215654,10,16.393508429915574,7.214546631207936
1,44.0,disty10,0.8785052507606627,0.0,0.12149474923933741,6,9.684951140657143,4.196686080338118
1,44.0,disty11,1.0,0.0,0.0,2,4.6401394497045265,1.502295536157435
1,44.0,disty12,0.6671503320838645,0.0,0.3328496679161355,6,13.802393611259625,5.056582657090238
1,44.0,disty13,1.0,0.0,0.0,2,2.6903205609835075,1.8659914087065914
1,68.0,limiting_disability,0.3262822626366721,0.1223260044802204,0.5513917328831075,68,155.02716974422077,46.42007513323277
1,68.0,non_limiting_disability,0.3082026512265592,0.1246119073776394,0.5671854413958014,86,215.2613619882013,46.13111927888413
1,68.0,no_disability,0.1722301973237988,0.1470073037746957,0.6807624989015055,322,832.0193743859137,146.6403868410485
1,68.0,disty1,0.37843374093321236,0.2674170671937014,0.35414919187308613,31,67.22795192823904,24.467286082384483
1,68.0,disty2,0.27439956637649676,0.07043522179881134,0.6551652118246918,26,62.97718652151418,18.018699271565502
1,68.0,disty3,0.39272647916417264,0.15116892370953922,0.45610459712628815,43,89.48466036834428,33.465636668061016
1,68.0,disty4,0.44106441048141953,0.15786342701879597,0.40107216249978456,10,23.14059842665425,7.812509829916147
1,68.0,disty5,0.15996822267535662,0.21841625745083562,0.6216155198738079,17,42.6574413918167,11.346133427302764
1,68.0,disty6,0.28033474480497395,0.10798783037813352,0.6116774248168926,6,17.672706261864803,4.864034814705038
1,68.0,disty7,0.08042394131486756,0.13198305849999475,0.7875930001851377,18,44.8188417444042,11.552604884781795
1,68.0,disty8,0.19904269843038833,0.1579749440109361,0.6429823575586756,10,29.116214416571125,6.584318353622727
1,68.0,disty9,0.1773184345903516,0.0,0.8226815654096485,4,9.078930945313044,3.0479048206049604
1,68.0,disty10,0.23919410364246654,0.0,0.7608058963575335,3,10.705096821960046,1.645757006703129
1,68.0,disty11,0.8828141145293709,0.11718588547062918,0.0,3,4.41829068497698,1.659630403844781
1,68.0,disty12,0.23067128535046616,0.10112677200562206,0.668201942643912,5,18.871730682976178,3.4875038488614702
1,68.0,disty13,0.6288629800378546,0.0,0.3711370199621455,4,5.724931131946934,2.6097279440352614
1,78.0,limiting_disability,0.31528485286505636,0.12884444446190282,0.5558707026730407,45,102.50696368362966,20.474437644447068
1,78.0,non_limiting_disability,0.2528296220197181,0.06119919231669842,0.6859711856635834,78,166.64310708324498,47.92785959454582
1,78.0,no_disability,0.2206899733965763,0.17903194485910515,0.6002780817443185,339,812.7947369129572,157.92897363588375
1,78.0,disty1,0.3173278381937232,0.14798358990838276,0.5346885718978941,25,55.83255981921167,9.418902573064514
1,78.0,disty2,0.43409026321369243,0.033228681309602486,0.5326810554767051,14,27.81172165110039,7.027889998571498
1,78.0,disty3,0.5859256769739266,0.0798613634293066,0.3342129595967667,19,36.24219128175039,10.07075695723666
1,78.0,disty4,0.2384416296492201,0.0,0.7615583703507799,5,8.271325899628948,3.5746569070642913
1,78.0,disty5,0.13457486017221829,0.21015563484747302,0.6552695049803089,11,27.71855876961154,6.141195083700339
1,78.0,disty6,0.4799638890929572,0.0,0.5200361109070428,3,6.968654531175251,2.732582639502272
1,78.0,disty7,0.5793679766151882,0.05693126538160407,0.3637007580032077,14,24.264458466642534,9.00012044908211
1,78.0,disty8,0.6270402145923132,0.1841384314678201,0.18882135393986674,7,9.094232658061358,6.020519446612184
1,78.0,disty9,0.7588848114528268,0.0,0.24111518854717306,5,9.450660279207696,4.229745197837931
1,78.0,disty10,,,,0,0.0,0.0
1,78.0,disty11,0.0,1.0,0.0,1,0.4572594888895494,1.0
1,78.0,disty12,0.059238885397016744,0.3441479966556561,0.5966131179473273,6,16.92647166885365,3.004101991227087
1,78.0,disty13,0.0,0.46354914694052607,0.5364508530594738,2,0.9864315184431056,1.989426875041025
1,91.0,limiting_disability,0.29780621437326793,0.13701355594914075,0.565180229677591,135,141.10400880388596,73.41625329352723
1,91.0,non_limiting_disability,0.22231221437922216,0.11095909265873374,0.6667286929620441,140,166.40704679188337,78.4632596575054
1,91.0,no_disability,0.2158870866532335,0.14675327224095325,0.6373596411058131,660,727.7725255585033,367.37268285874705
1,91.0,disty1,0.2765332388323685,0.08383625704686358,0.6396305041207677,80,71.30659840978697,51.27492400812044
1,91.0,disty2,0.23709826750807636,0.06725518584514001,0.6956465466467834,47,54.62416716956699,20.704884877926332
1,91.0,disty3,0.2948394511347952,0.10661806711305867,0.598542481752146,72,76.36156762594412,35.39744289440291
1,91.0,disty4,0.18834925263844124,0.04524670408249137,0.7664040432790675,25,32.985051232990095,10.350490142759586
1,91.0,disty5,0.13405744172240328,0.24446778202385108,0.6214747762537454,27,33.92792864325309,19.208323876394704
1,91.0,disty6,0.5657752009451658,0.0,0.4342247990548344,11,10.666574614039895,7.276215001373034
1,91.0,disty7,0.43860135091905833,0.04491734327766141,0.5164813058032802,41,46.20509753549476,27.124159104276682
1,91.0,disty8,0.3425900979755334,0.05917064434209271,0.598239257682374,19,21.2298340336433,12.41720266838745
1,91.0,disty9,0.6260182645222346,0.0,0.3739817354777655,14,14.713283860325344,8.71084997336546
1,91.0,disty10,0.0,0.06182192823834736,0.9381780717616526,3,3.5209770131095817,1.9017914097765096
1,91.0,disty11,0.3287786335178125,0.15758008769335005,0.5136412787888374,5,5.90143467576602,3.6525374293506037
1,91.0,disty12,0.49693006414360213,0.22545626835849694,0.277613667497901,8,10.92560211594043,5.717892143944319
1,91.0,disty13,0.526705215982842,0.0,0.47329478401715797,11,11.765008463617031,6.252651971197766
1,107.0,limiting_disability,0.4172285470926587,0.10272552916823441,0.4800459237391069,138,105.55682759591026,82.18264922628005
1,107.0,non_limiting_disability,0.19821585807105607,0.09424543870622626,0.7075387032227176,133,139.2783589761441,67.12740160263276
1,107.0,no_disability,0.19336463241982224,0.1449536159689662,0.6616817516112116,687,656.8913077052324,327.1843440056205
1,107.0,disty1,0.528876915752464,0.0708141630861728,0.40030892116136324,74,53.730453138562204,46.07518977297101
1,107.0,disty2,0.4148091864023213,0.12246839434964163,0.4627224192480369,54,36.24740399665755,31.543086140541693
1,107.0,disty3,0.5331004881215373,0.11515551935339134,0.3517439925250714,88,56.8889505152103,57.22240232986397
1,107.0,disty4,0.49796089130849336,0.0,0.5020391086915068,27,15.369783687416726,20.192117514937284
1,107.0,disty5,0.0839399604446635,0.1754204388449729,0.7406396007103635,21,17.761978673283885,12.289171405028755
1,107.0,disty6,0.6261505723822766,0.04404783803827726,0.32980158957944616,18,19.194527088086414,10.694731141477487
1,107.0,disty7,0.4650249132390366,0.09673222658168427,0.43824286017927905,56,42.88515756619496,32.22635587172328
1,107.0,disty8,0.4943933109954572,0.121739038674745,0.38386765032979775,22,13.65002838833499,13.555465824375135
1,107.0,disty9,0.5291142937206659,0.021503690952705268,0.4493820153266292,22,13.720196520905706,16.20994603557085
1,107.0,disty10,0.2888012624091561,0.0,0.711198737590844,5,2.2929935446020178,3.512275666554581
1,107.0,disty11,0.8649845577448918,0.0,0.13501544225510811,5,3.8431963724482374,3.5419059586613777
1,107.0,disty12,0.2197009358010973,0.20446549573471082,0.5758335684641915,11,8.816387971174544,5.874615019754545
1,107.0,disty13,0.2196658935810776,0.036392705299563975,0.7439414011193585,9,5.946874478909296,6.30357144470103
1,109.0,limiting_disability,0.3795983131856759,0.1148624689160377,0.5055392178982865,49,90.0132613344463,26.518092818616118
1,109.0,non_limiting_disability,0.18614737125758507,0.1045385543526847,0.70931407438973,76,145.084518484644,48.94930185483058
1,109.0,no_disability,0.18745837342747984,0.09074635492861995,0.7217952716439001,356,670.4819658691229,203.27749625267631
1,109.0,disty1,0.4233765879401094,0.08208932642698645,0.4945340856329043,24,55.771012224649425,13.00563306678514
1,109.0,disty2,0.2734247875690637,0.24329954906764126,0.48327566336329525,18,42.495538819040576,9.384061186854272
1,109.0,disty3,0.37688769753838886,0.11946277263787711,0.5036495298237338,25,38.32327616863903,15.413470768490425
1,109.0,disty4,0.30288607711693705,0.07525829697268398,0.6218556259103791,13,26.598723766145916,5.297722813218217
1,109.0,disty5,0.1748122438240265,0.35082615713222925,0.47436159904374436,16,23.764963387919778,9.704365024213848
1,109.0,disty6,0.35137141677275324,0.23224803361766982,0.41638054960957693,5,11.58242449198489,3.4826644193175746
1,109.0,disty7,0.38871425854022684,0.24047008999062347,0.3708156514691497,14,30.22496536157463,9.84151479235062
1,109.0,disty8,0.4684358886854482,0.22699902138493297,0.3045650899296188,10,20.168390153141765,6.278473478119617
1,109.0,disty9,0.0,0.0,1.0,1,0.5750693400312963,1.0
1,109.0,disty10,0.3496967374581355,0.4538483796139312,0.19645488292793312,7,16.01459973624686,4.838515064820886
1,109.0,disty11,0.12565937345401373,0.7099147465627703,0.16442587998321595,4,6.448950173016157,1.874821776253764
1,109.0,disty12,0.0,0.4131755482897263,0.5868244517102738,9,13.668222842227216,5.631344202602475
1,109.0,disty13,0.6778429635617432,0.0,0.3221570364382567,2,1.4172447038068117,1.775390896879083
1,112.0,limiting_disability,0.28104736646470296,0.1252345122970078,0.5937181212382893,61,61.49362651665176,34.542391270604476
1,112.0,non_limiting_disability,0.1625272229425762,0.05999557556788691,0.7774772014895368,68,87.55441209725325,44.90218979230347
1,112.0,no_disability,0.1836423413694808,0.06625694589908068,0.7501007127314386,354,457.9034479247935,168.6803828180537
1,112.0,disty1,0.404216516619146,0.1254121128728823,0.47037137050797173,37,37.3328974697482,21.922583582886872
1,112.0,disty2,0.307014441920408,0.2627194261851786,0.43026613189441354,22,17.771629645867886,17.284967233152365
1,112.0,disty3,0.33377248468977216,0.11137117157967454,0.5548563437305533,33,37.549046273797764,16.720079185366863
1,112.0,disty4,0.3547187323157379,0.0,0.645281267684262,9,9.521527784900789,6.28412582746873
1,112.0,disty5,0.34945299466783397,0.21741268190796284,0.43313432342420316,8,7.141761572387471,6.069098734962657
1,112.0,disty6,1.0,0.0,0.0,3,1.8227600190060342,2.9825261700881085
1,112.0,disty7,0.6429730728845319,0.0,0.35702692711546813,16,12.871817465377676,11.248186654340264
1,112.0,disty8,0.7483516528310409,0.2516483471689591,0.0,6,6.170155911882407,4.34360264109366
1,112.0,disty9,0.32822698863772914,0.0,0.6717730113622707,5,3.543826042596131,4.660286458786474
1,112.0,disty10,,,,0,0.0,0.0
1,112.0,disty11,0.0,1.0,0.0,1,0.6603478863223312,1.0
1,112.0,disty12,,,,0,0.0,0.0
1,112.0,disty13,0.22713776949471942,0.0,0.7728622305052806,3,2.5752645040883024,2.4974548436869077
1,114.0,limiting_disability,0.33352611004784743,0.16188612698988325,0.5045877629622691,121,105.57938514010333,52.71678544199463
1,114.0,non_limiting_disability,0.1390933909762717,0.23357052976410003,0.6273360792596283,141,116.22638331048017,83.9267983522613
1,114.0,no_disability,0.17303042526881723,0.13813640680604114,0.6888331679251416,688,652.3919680841176,347.6879892011532
1,114.0,disty1,0.4391121696670362,0.19556791856913341,0.36531991176383033,56,42.6002863825224,28.522233834726492
1,114.0,disty2,0.30063981827592556,0.1845166795806274,0.5148435021434473,47,30.764168522006948,29.12049860038554
1,114.0,disty3,0.489601215601482,0.1650764923839186,0.34532229201459946,69,51.9495912208116,34.11548102778232
1,114.0,disty4,0.12105565341740124,0.3547249885563185,0.5242193580262802,19,14.440267457586621,8.855051477577794
1,114.0,disty5,0.18653367674982452,0.2473961304097463,0.5660701928404294,31,21.864118404789576,19.30817417152822
1,114.0,disty6,0.39249150837666363,0.464624139021267,0.14288435260206928,7,6.207064203578465,4.913104076806073
1,114.0,disty7,0.30404652489107753,0.20798525652458308,0.4879682185843393,32,20.33661126376053,20.55307134513048
1,114.0,disty8,0.18874763501077074,0.3160164969088751,0.49523586808035425,12,5.98188885488302,8.347828791488293
1,114.0,disty9,0.3800890269745635,0.3916856649835778,0.2282253080418586,13,10.71025532875117,8.661659213199872
1,114.0,disty10,0.5312235912257139,0.46877640877428617,0.0,4,2.0416638713041144,3.663639982454915
1,114.0,disty11,0.730307197436541,0.26969280256345884,0.0,4,1.5846262309931596,3.698490778283843
1,114.0,disty12,0.41002796708459976,0.19051443128926732,0.399457601626133,11,4.8804607272143175,7.6113984225267375
1,114.0,disty13,0.0330955891599564,0.0954149413628229,0.8714894694772207,4,10.448996716008109,1.5539083741164927
1,117.0,limiting_disability,0.41287285105885996,0.15327878995273914,0.4338483589884009,51,75.27233908668794,35.13556440415318
1,117.0,non_limiting_disability,0.16657343560670926,0.20156508728376119,0.6318614771095296,72,102.22521173682532,47.75252540821932
1,117.0,no_disability,0.22363842569935877,0.12524477610757717,0.6511167981930641,360,632.5555186519304,179.14926992107678
1,117.0,disty1,0.41824906802298495,0.10731544012346224,0.47443549185355305,26,41.02549539585073,17.27060182488468
1,117.0,disty2,0.36448972246407124,0.17171893556070345,0.4637913419752252,19,29.711096271589128,11.545911504464717
1,117.0,disty3,0.5241009083746773,0.10275577514802779,0.37314331647729504,33,53.87737962767972,23.44136432771684
1,117.0,disty4,0.4076326241781278,0.21831368033371104,0.37405369548816125,10,10.462496892866675,6.2553121523757165
1,117.0,disty5,0.27837030308578,0.0,0.72162969691422,10,16.99828956087656,6.76683939624531
1,117.0,disty6,0.7920102494963921,0.1275002407988456,0.08048950970476237,6,9.16901876697457,4.507417473921903
1,117.0,disty7,0.49997107449472167,0.09074113110560292,0.40928779439967533,13,25.171674348025682,9.566916891468889
1,117.0,disty8,0.6544042773010849,0.16167835082513834,0.1839173718737768,6,7.230727519869182,5.026517524071286
1,117.0,disty9,0.6080757756192606,0.26873699868689754,0.1231872256938419,5,4.350171753017311,4.662978123184126
1,117.0,disty10,0.7540414832678789,0.0,0.24595851673212116,2,2.902109454277139,1.589637722830541
1,117.0,disty11,0.0,0.0,1.0,2,1.1268764578750465,1.8670381686275057
1,117.0,disty12,0.0,0.0,1.0,1,4.96122549710902,1.0
1,117.0,disty13,0.0,0.2824602965162861,0.7175397034837139,4,7.909003510641412,2.2648178330079225
1,122.0,limiting_disability,0.40269859050910617,0.10235955907634103,0.4949418504145527,74,125.31682081867055,46.07705029952998
1,122.0,non_limiting_disability,0.19456640301547887,0.25840324896158573,0.5470303480229353,69,125.44798004621506,37.69696191819427
1,122.0,no_disability,0.189255858010047,0.17041079409063234,0.6403333478993207,310,571.9454673314831,182.34223939231595
1,122.0,disty1,0.5500401584302478,0.14814075506511887,0.30181908650463335,42,61.68472479487049,29.98148611388659
1,122.0,disty2,0.2463553845237666,0.15087772982210818,0.6027668856541252,21,34.285959186332555,15.809576604259197
1,122.0,disty3,0.44109157079204553,0.14175110301234597,0.41715732619560836,47,77.31487534032073,33.62479463983365
1,122.0,disty4,0.2105754466045998,0.11631919147314197,0.6731053619222582,17,26.908833393523857,11.376948988602965
1,122.0,disty5,0.29726493819627176,0.0,0.7027350618037281,11,20.155389611003134,7.032969989603404
1,122.0,disty6,0.5164046783337686,0.0,0.4835953216662314,4,9.86798088329946,2.7356709878082603
1,122.0,disty7,0.460217113278242,0.027948810754544674,0.5118340759672133,23,44.56017149574661,15.851373200805913
1,122.0,disty8,0.7019210681570538,0.0,0.2980789318429462,7,15.940431494146706,4.991278375046837
1,122.0,disty9,0.5760587929625979,0.0,0.42394120703740223,8,11.303763346182889,6.115103905057471
1,122.0,disty10,1.0,0.0,0.0,2,2.662864421358544,1.944314430736724
1,122.0,disty11,0.254994973003504,0.5445058981401277,0.20049912885636825,3,4.436788133518775,2.4893641292832642
1,122.0,disty12,1.0,0.0,0.0,3,3.2326760017358684,2.631196900978561
1,122.0,disty13,1.0,0.0,0.0,6,11.264818948991927,2.902825968758369
1,126.0,limiting_disability,0.39489106807153695,0.25138772469895415,0.35372120722950895,56,142.54214920468465,27.061198874786374
1,126.0,non_limiting_disability,0.15076795783888466,0.18043985669693072,0.6687921854641848,51,99.64226548159036,26.02456944514279
1,126.0,no_disability,0.24630474661643065,0.12046569002208733,0.633229563361482,350,730.1524283873193,147.26415602150408
1,126.0,disty1,0.34355305371948136,0.2559949389619198,0.4004520073185989,34,85.33174990456118,16.85564822297059
1,126.0,disty2,0.4531672898613784,0.212093192220429,0.3347395179181928,23,55.03540266780305,10.190728372962857
1,126.0,disty3,0.45498661961380116,0.1615918483406915,0.38342153204550744,36,87.83338810401742,16.24853798437817
1,126.0,disty4,0.6659172828639425,0.0,0.3340827171360575,13,31.141866454359207,5.924790766707321
1,126.0,disty5,0.5193343473328614,0.1510398856629621,0.3296257670041765,16,39.53400675623452,8.412680432269159
1,126.0,disty6,0.7126127047765827,0.0,0.2873872952234174,7,19.99597299418531,3.0047424587205236
1,126.0,disty7,0.27308618675462315,0.18911757947122135,0.5377962337741556,18,42.93939566517004,9.002151954091856
1,126.0,disty8,0.4433127293553176,0.08658885771319128,0.4700984129314911,16,39.91982090981835,6.958447012698883
1,126.0,disty9,0.49582612679573956,0.024124847320733663,0.4800490258835267,9,23.768082274319667,3.9407464126048892
1,126.0,disty10,0.7610793736947646,0.0,0.2389206263052354,7,33.09275922653136,3.592773366094601
1,126.0,disty11,0.8437780963280883,0.0,0.1562219036719117,2,12.803137466133403,1.3580189324642724
1,126.0,disty12,0.8262869002395158,0.0,0.1737130997604842,6,20.718792844175436,3.009665155822874
1,126.0,disty13,0.7522380803415696,0.0,0.24776191965843036,6,20.73742559485337,3.1337248485369957
1,129.0,limiting_disability,0.380936591637358,0.12591983106309734,0.4931435772995446,79,99.48952834715595,50.61171762124423
1,129.0,non_limiting_disability,0.1909417229643826,0.11524357048049401,0.6938147065551238,71,135.28526014492405,28.878581720284078
1,129.0,no_disability,0.2402053414098165,0.1411206577349274,0.618674000855256,332,618.038085615111,147.4381696293947
1,129.0,disty1,0.4563144482290574,0.12892331467045026,0.4147622371004922,55,62.781770217196176,36.72884305099046
