LA_2023,age_group,year,overall_inactive_rate,overall_fairly_active_rate,overall_active_rate,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
126,35-44,9,0.2370960990925983,0.10599089545566291,0.6569130054517388,8,0,104.5,80,0.0,False,False,False
126,45-54,9,0.2555750827139127,0.10052966216093805,0.6438952551251493,8,0,89.0,72,0.0,False,False,False
126,55-64,9,0.22401481928069325,0.10410599127786323,0.6718791894414435,8,0,81.5,71,0.0,False,False,False
126,65-74,9,0.28398911639177393,0.10138108796127943,0.6146297956469466,8,0,66.0,60,0.0,False,False,False
126,75-84,9,0.3477984311906158,0.10103701703174273,0.5511645517776415,8,1,34.0,24,0.125,False,False,False
126,85+,9,0.608736656397637,0.0872455105769557,0.30401783302540736,8,8,8.5,6,1.0,True,False,True
129,16-24,9,0.2362729258765237,0.09600889410828611,0.6677181800151901,8,0,40.5,36,0.0,False,False,False
129,25-34,9,0.2772108373360356,0.10699192261021723,0.6157972400537473,8,0,73.5,70,0.0,False,False,False
129,35-44,9,0.25252250633308226,0.10315025322441593,0.6443272404425019,8,0,125.0,89,0.0,False,False,False
129,45-54,9,0.23266824894624877,0.10365974176248316,0.663672009291268,8,0,86.0,75,0.0,False,False,False
129,55-64,9,0.27515180529765226,0.09920697966435739,0.6256412150379903,8,0,76.0,60,0.0,False,False,False
129,65-74,9,0.24118188328503587,0.09754775763319946,0.6612703590817647,8,0,68.0,53,0.0,False,False,False
129,75-84,9,0.3737707915254701,0.09385909414359844,0.5323701143309314,8,6,27.0,23,0.75,True,False,True
129,85+,9,0.5468520361582293,0.0990434874403469,0.35410447640142384,8,8,6.5,4,1.0,True,False,True
135,16-24,9,0.1625988233130725,0.08377295360977156,0.7536282230771558,8,0,47.0,32,0.0,False,False,False
135,25-34,9,0.12129673171677424,0.09558306508254871,0.783120203200677,8,0,129.5,119,0.0,False,False,False
135,35-44,9,0.20569151690924656,0.1020951132418783,0.692213369848875,8,0,95.0,90,0.0,False,False,False
135,45-54,9,0.17818745666032654,0.09861988293570825,0.7231926604039652,8,0,82.5,66,0.0,False,False,False
135,55-64,9,0.1826390548615463,0.09542098903844021,0.7219399561000135,8,0,69.0,56,0.0,False,False,False
135,65-74,9,0.18269430000936784,0.0914449239772618,0.7258607760133703,8,0,49.5,40,0.0,False,False,False
135,75-84,9,0.35923212034371327,0.10905154610293138,0.5317163335533553,8,8,19.0,9,1.0,True,False,True
135,85+,9,0.5767684198587765,0.1119831438845888,0.31124843625663473,8,8,4.5,1,1.0,True,False,True
136,16-24,9,0.15956049471157266,0.08779742404107724,0.7526420812473501,8,1,37.5,27,0.125,False,False,False
136,25-34,9,0.18858162532014308,0.10642044092471259,0.7049979337551442,8,0,62.0,55,0.0,False,False,False
136,35-44,9,0.22106277122290752,0.10651840177791841,0.6724188269991741,8,0,76.5,52,0.0,False,False,False
136,45-54,9,0.23560139107600905,0.10783107227961496,0.656567536644376,8,0,90.5,75,0.0,False,False,False
136,55-64,9,0.17578654340208683,0.09247174978973499,0.7317417068081782,8,0,91.0,65,0.0,False,False,False
136,65-74,9,0.22827145266659288,0.10493362934837247,0.6667949179850348,8,0,78.5,64,0.0,False,False,False
136,75-84,9,0.341466878336281,0.103052945860451,0.555480175803268,8,0,46.5,44,0.0,False,False,False
136,85+,9,0.6149874007198696,0.07317570391883861,0.31183689536129183,8,8,13.0,6,1.0,True,False,True
139,16-24,9,0.19037070975451295,0.08715344685519434,0.7224758433902928,8,5,29.0,20,0.625,True,False,True
139,25-34,9,0.13427806484161384,0.09437742467470304,0.7713445104836831,8,0,67.5,49,0.0,False,False,False
139,35-44,9,0.1903880131218626,0.10174229709947495,0.7078696897786625,8,0,103.5,86,0.0,False,False,False
139,45-54,9,0.20781126951199883,0.10409236935216634,0.6880963611358349,8,0,97.0,73,0.0,False,False,False
139,55-64,9,0.19154133292351808,0.09093672975603297,0.7175219373204489,8,0,87.5,76,0.0,False,False,False
139,65-74,9,0.19119278256677957,0.09006517988884721,0.7187420375443732,8,0,72.0,60,0.0,False,False,False
139,75-84,9,0.3494734124290608,0.09494513838206721,0.5555814491888719,8,3,34.0,22,0.375,False,False,False
139,85+,9,0.6115952873421583,0.07344475242084489,0.31495996023699685,8,8,8.0,2,1.0,True,False,True
142,16-24,9,0.2264014748671245,0.08444646918385099,0.6891520559490245,8,0,50.0,38,0.0,False,False,False
142,25-34,9,0.1372145342455186,0.08458093530905365,0.7782045304454278,8,0,147.0,118,0.0,False,False,False
142,35-44,9,0.20223194142694456,0.08838811203877171,0.7093799465342837,8,0,115.0,94,0.0,False,False,False
142,45-54,9,0.19717416864675158,0.08311995916147608,0.7197058721917724,8,0,85.0,75,0.0,False,False,False
142,55-64,9,0.21167109648977905,0.0917106903282617,0.6966182131819592,8,0,67.5,57,0.0,False,False,False
142,65-74,9,0.23823632783697465,0.08911023473654205,0.6726534374264833,8,0,44.5,34,0.0,False,False,False
142,75-84,9,0.36269338867176804,0.08981898559192936,0.5474876257363025,8,8,22.5,8,1.0,True,False,True
142,85+,9,0.6546222427844101,0.0344405105249959,0.3109372466905941,8,8,3.5,2,1.0,True,False,True
147,16-24,9,0.20366850058320776,0.09227711062688505,0.7040543887899072,8,1,35.0,28,0.125,False,False,False
147,25-34,9,0.15134327551891938,0.09268640778331089,0.7559703166977697,8,0,115.0,97,0.0,False,False,False
147,35-44,9,0.1702440106810857,0.09092398564692218,0.7388320036719922,8,0,120.5,98,0.0,False,False,False
147,45-54,9,0.2075940640427675,0.10573570595434927,0.6866702300028831,8,0,87.5,83,0.0,False,False,False
147,55-64,9,0.25750795607536914,0.10056099153368168,0.6419310523909492,8,0,69.0,51,0.0,False,False,False
147,65-74,9,0.22617306972228848,0.09396610788287771,0.6798608223948338,8,1,46.0,27,0.125,False,False,False
147,75-84,9,0.36944661216853414,0.09114657038593306,0.5394068174455329,8,8,20.5,14,1.0,True,False,True
147,85+,9,0.5893781090484376,0.11533772444034053,0.2952841665112218,8,8,5.5,1,1.0,True,False,True
160,16-24,9,0.19725851748378406,0.08862279512262139,0.7141186873935946,8,1,33.5,29,0.125,False,False,False
160,25-34,9,0.17061174853728134,0.0972478337826405,0.7321404176800781,8,0,89.5,74,0.0,False,False,False
160,35-44,9,0.23208528900367023,0.10302325893778211,0.6648914520585477,8,0,119.5,100,0.0,False,False,False
160,45-54,9,0.2088176462673658,0.10396013300886142,0.6872222207237728,8,0,91.0,72,0.0,False,False,False
160,55-64,9,0.22686044691831747,0.10415021539870958,0.6689893376829729,8,0,79.5,62,0.0,False,False,False
160,65-74,9,0.24297649962352416,0.1054420737425618,0.6515814266339139,8,0,58.0,41,0.0,False,False,False
160,75-84,9,0.3692974921014385,0.10793239579516097,0.5227701121034005,8,5,26.5,22,0.625,True,False,True
160,85+,9,0.5955381526329052,0.07084631762217032,0.3336155297449244,8,8,6.0,2,1.0,True,False,True
17,16-24,9,0.20276140532370843,0.08749124802981866,0.709747346646473,8,3,31.0,25,0.375,False,False,False
17,25-34,9,0.17859998837566773,0.09474353434558927,0.7266564772787429,8,0,68.0,56,0.0,False,False,False
17,35-44,9,0.20015345840184365,0.09698486504484158,0.7028616765533148,8,0,98.0,88,0.0,False,False,False
17,45-54,9,0.2405488724269977,0.10740561152759295,0.6520455160454094,8,0,91.0,80,0.0,False,False,False
17,55-64,9,0.2326297335796147,0.10589541219474113,0.6614748542256442,8,0,82.5,75,0.0,False,False,False
17,65-74,9,0.26558963418387693,0.10203226410585606,0.632378101710267,8,0,73.0,66,0.0,False,False,False
17,75-84,9,0.375250620512466,0.11349901939974547,0.5112503600877886,8,2,34.0,22,0.25,False,False,False
17,85+,9,0.5361629679397828,0.08396654509242214,0.37987048696779513,8,8,9.5,1,1.0,True,False,True
171,16-24,9,0.284613382151461,0.0909636744552316,0.6244229433933075,8,0,62.5,44,0.0,False,False,False
171,25-34,9,0.2092880020139403,0.10131619282485971,0.6893958051612,8,0,139.5,133,0.0,False,False,False
171,35-44,9,0.2666951070611502,0.10213842576695036,0.6311664671718994,8,0,115.0,100,0.0,False,False,False
171,45-54,9,0.29054396211021344,0.09893307812509426,0.6105229597646924,8,0,72.0,49,0.0,False,False,False
171,55-64,9,0.3066687968901362,0.09630553979692268,0.5970256633129412,8,0,51.5,40,0.0,False,False,False
171,65-74,9,0.29380873022067405,0.09772699306571642,0.6084642767136095,8,3,30.5,24,0.375,False,False,False
171,75-84,9,0.4175632568188481,0.1019836424298039,0.480453100751348,8,8,15.0,8,1.0,True,False,True
171,85+,9,0.6705758324120888,0.05238920871947098,0.27703495886844026,8,8,3.5,2,1.0,True,False,True
196,16-24,9,0.23195541018194363,0.09796332036785906,0.6700812694501973,8,0,43.5,35,0.0,False,False,False
196,25-34,9,0.23064690864815987,0.10796636666230995,0.6613867246895301,8,0,81.0,68,0.0,False,False,False
196,35-44,9,0.27276825208771355,0.10251099472151694,0.6247207531907696,8,0,111.5,99,0.0,False,False,False
196,45-54,9,0.23477294939490018,0.10970875940752604,0.6555182911975738,8,0,87.5,74,0.0,False,False,False
196,55-64,9,0.2152182896139444,0.11245549305502234,0.6723262173310333,8,0,69.5,60,0.0,False,False,False
196,65-74,9,0.24341010518663866,0.10664933556080136,0.64994055925256,8,0,76.5,56,0.0,False,False,False
196,75-84,9,0.37708383455848665,0.10794291968421078,0.5149732457573025,8,3,30.5,22,0.375,False,False,False
196,85+,9,0.6191941113357966,0.06987180832279,0.3109340803414134,8,8,9.5,8,1.0,True,False,True
201,16-24,9,0.12956315340382732,0.08084953227963412,0.7895873143165386,8,6,26.0,15,0.75,True,False,True
201,25-34,9,0.14397138792770323,0.0934558658141848,0.7625727462581119,8,0,48.5,44,0.0,False,False,False
201,35-44,9,0.1738440851070572,0.08561902962981065,0.7405368852631321,8,0,94.5,70,0.0,False,False,False
201,45-54,9,0.15106682160895873,0.0823278116147425,0.7666053667762989,8,0,103.0,90,0.0,False,False,False
201,55-64,9,0.17100944705994867,0.09086706040312353,0.7381234925369278,8,0,96.5,87,0.0,False,False,False
201,65-74,9,0.15733239990425008,0.08680782545860191,0.755859774637148,8,0,82.0,66,0.0,False,False,False
201,75-84,9,0.337031107727192,0.09875525704760449,0.5642136352252034,8,2,43.0,22,0.25,False,False,False
201,85+,9,0.44952104893960604,0.10312050861363045,0.4473584424467635,8,8,9.0,3,1.0,True,False,True
241,16-24,9,0.23291094104057816,0.09905816064181416,0.6680308983176076,8,0,41.5,38,0.0,False,False,False
241,25-34,9,0.17234828399714083,0.08805936252235771,0.7395923534805015,8,0,135.5,118,0.0,False,False,False
241,35-44,9,0.19749753373224876,0.08161627845709536,0.7208861878106557,8,0,121.0,97,0.0,False,False,False
241,45-54,9,0.2084104077965462,0.09647363776401109,0.6951159544394426,8,0,79.0,72,0.0,False,False,False
241,55-64,9,0.24985022106612567,0.09821591854010321,0.6519338603937711,8,0,63.5,57,0.0,False,False,False
241,65-74,9,0.2213621430821796,0.08771710214936833,0.690920754768452,8,0,45.0,39,0.0,False,False,False
241,75-84,9,0.3664661949388606,0.08549503701738813,0.5480387680437512,8,8,16.0,12,1.0,True,False,True
241,85+,9,0.6008676714499214,0.051222692499468446,0.3479096360506102,8,8,3.5,1,1.0,True,False,True
255,16-24,9,0.21023574901753603,0.08800310292122461,0.7017611480612395,8,5,27.0,19,0.625,True,False,True
255,25-34,9,0.18012922392369562,0.1053133639639624,0.714557412112342,8,0,66.0,59,0.0,False,False,False
255,35-44,9,0.20447782606295503,0.1039092844350423,0.6916128895020026,8,0,110.0,94,0.0,False,False,False
255,45-54,9,0.1999456512677631,0.09456096861481793,0.7054933801174191,8,0,88.0,70,0.0,False,False,False
255,55-64,9,0.21615032908814824,0.10543937589558705,0.6784102950162646,8,0,88.0,69,0.0,False,False,False
255,65-74,9,0.20849231093030518,0.09341343881061481,0.69809425025908,8,0,78.0,68,0.0,False,False,False
255,75-84,9,0.36204315814752847,0.1085333986222623,0.5294234432302093,8,3,33.5,27,0.375,False,False,False
255,85+,9,0.6476473560951149,0.04472837975812218,0.30762426414676297,8,8,10.0,6,1.0,True,False,True
272,16-24,9,0.24120278490808,0.09371372810592525,0.6650834869859947,8,0,61.5,49,0.0,False,False,False
272,25-34,9,0.1689538676885615,0.09055744214845997,0.7404886901629785,8,0,182.0,162,0.0,False,False,False
272,35-44,9,0.2146317221826517,0.10668468585965453,0.6786835919576938,8,0,120.5,98,0.0,False,False,False
272,45-54,9,0.2690689451578627,0.11029384004210696,0.6206372148000304,8,0,62.5,45,0.0,False,False,False
272,55-64,9,0.2550659472414092,0.09940339570275675,0.645530657055834,8,0,42.0,37,0.0,False,False,False
272,65-74,9,0.23017249352315558,0.10002848851865806,0.6697990179581863,8,6,22.5,11,0.75,True,False,True
272,75-84,9,0.3837033364267867,0.11414993964268197,0.5021467239305314,8,8,7.5,3,1.0,True,False,True
272,85+,9,0.581901261093039,0.10687354503568523,0.3112251938712758,8,8,2.0,1,1.0,True,False,True
279,16-24,9,0.22163218324573286,0.09008742841792526,0.6882803883363418,8,0,38.0,30,0.0,False,False,False
279,25-34,9,0.24622535683070335,0.10240340813989703,0.6513712350293995,8,0,92.5,81,0.0,False,False,False
279,35-44,9,0.23785915380164976,0.10169724474877866,0.6604436014495716,8,0,123.0,103,0.0,False,False,False
279,45-54,9,0.2740123069096383,0.1008416127175385,0.6251460803728232,8,0,88.5,75,0.0,False,False,False
279,55-64,9,0.21518868849331793,0.09438347633240778,0.6904278351742743,8,0,74.5,65,0.0,False,False,False
279,65-74,9,0.23670311779526718,0.10256031519565069,0.6607365670090821,8,0,47.0,38,0.0,False,False,False
279,75-84,9,0.3602775871199603,0.09588145261148373,0.543840960268556,8,7,19.0,11,0.875,True,False,True
279,85+,9,0.5646536428523561,0.08677434183310596,0.34857201531453796,8,8,8.0,1,1.0,True,False,True
280,16-24,9,0.14088432591814865,0.0907520625135565,0.7683636115682948,8,2,34.5,27,0.25,False,False,False
280,25-34,9,0.12247210850584606,0.09171898573966616,0.7858089057544878,8,0,129.0,106,0.0,False,False,False
280,35-44,9,0.1561053328003643,0.08938831206223638,0.7545063551373993,8,0,112.0,87,0.0,False,False,False
280,45-54,9,0.17963864605524937,0.09198406689393576,0.7283772870508148,8,0,84.5,72,0.0,False,False,False
280,55-64,9,0.17792968580124807,0.08808295280656891,0.733987361392183,8,0,66.0,59,0.0,False,False,False
280,65-74,9,0.18105450881477997,0.09414474765326072,0.7248007435319593,8,0,42.5,41,0.0,False,False,False
280,75-84,9,0.29292776619898236,0.08519716767708535,0.6218750661239323,8,8,18.5,16,1.0,True,False,True
280,85+,9,0.3579051724240057,0.1194571327178428,0.5226376948581515,8,8,3.0,1,1.0,True,False,True
293,16-24,9,0.20761010161990126,0.0928675953107446,0.6995223030693543,8,0,46.0,31,0.0,False,False,False
293,25-34,9,0.1728067580250733,0.09283156330764,0.7343616786672866,8,0,95.0,85,0.0,False,False,False
293,35-44,9,0.2078878104704412,0.08853549225823491,0.7035766972713239,8,0,80.5,64,0.0,False,False,False
293,45-54,9,0.20416379036236815,0.08862681523134501,0.7072093944062869,8,0,84.5,56,0.0,False,False,False
293,55-64,9,0.22235723899894133,0.09777355944999175,0.679869201551067,8,0,81.5,67,0.0,False,False,False
293,65-74,9,0.22211755220820265,0.09942872030506843,0.6784537274867289,8,0,69.5,44,0.0,False,False,False
293,75-84,9,0.3600769140035399,0.09552471423296456,0.5443983717634955,8,1,36.0,29,0.125,False,False,False
293,85+,9,0.5725083313449293,0.07937442492324928,0.34811724373182135,8,8,11.5,5,1.0,True,False,True
30,16-24,9,0.22422385262354572,0.08716412413352215,0.6886120232429321,8,0,52.5,44,0.0,False,False,False
30,25-34,9,0.22111795963886058,0.10200830968182828,0.6768737306793111,8,0,90.5,75,0.0,False,False,False
30,35-44,9,0.23640673931487496,0.10318533218634773,0.6604079284987773,8,0,110.5,104,0.0,False,False,False
30,45-54,9,0.29204933684583045,0.10030457335621505,0.6076460897979545,8,0,75.0,71,0.0,False,False,False
30,55-64,9,0.24281941598624654,0.10707681575934214,0.6501037682544113,8,0,69.5,66,0.0,False,False,False
30,65-74,9,0.26157350894966624,0.10324841824090823,0.6351780728094256,8,0,63.0,50,0.0,False,False,False
30,75-84,9,0.3913690245427083,0.10550982808794501,0.5031211473693467,8,7,23.0,17,0.875,True,False,True
30,85+,9,0.6002639025631861,0.10706423776415468,0.29267185967265924,8,8,7.0,3,1.0,True,False,True
35,16-24,9,0.18152629183919125,0.08581187926119231,0.7326618288996164,8,7,22.5,18,0.875,True,False,True
35,25-34,9,0.15216718800668225,0.1088321275560999,0.739000684437218,8,0,57.5,47,0.0,False,False,False
35,35-44,9,0.15931660883149265,0.09048414243795538,0.750199248730552,8,0,89.5,79,0.0,False,False,False
35,45-54,9,0.18224441673455555,0.10629600854187012,0.7114595747235744,8,0,88.5,71,0.0,False,False,False
35,55-64,9,0.21011474604691618,0.0990947771215502,0.6907904768315337,8,0,87.0,77,0.0,False,False,False
35,65-74,9,0.19200364441641585,0.10350179057882265,0.7044945650047615,8,0,92.5,62,0.0,False,False,False
35,75-84,9,0.3334122306578142,0.10459275442499812,0.5619950149171876,8,1,43.5,28,0.125,False,False,False
35,85+,9,0.5863117580429563,0.11045811072481591,0.30323013123222775,8,8,10.0,4,1.0,True,False,True
44,16-24,9,0.19220041615320857,0.09066521630212533,0.7171343675446661,8,0,48.5,41,0.0,False,False,False
44,25-34,9,0.14837646493373194,0.09170571687183322,0.7599178181944348,8,0,97.5,73,0.0,False,False,False
44,35-44,9,0.18206167768475534,0.0920030166074623,0.7259353057077824,8,0,83.0,62,0.0,False,False,False
44,45-54,9,0.18119422242060831,0.0900619024432874,0.7287438751361043,8,0,82.5,68,0.0,False,False,False
44,55-64,9,0.2196118173683694,0.0983911739530443,0.6819970086785864,8,0,73.5,65,0.0,False,False,False
44,65-74,9,0.21110171393977398,0.10028123036196988,0.688617055698256,8,0,67.5,52,0.0,False,False,False
44,75-84,9,0.3198280529873089,0.09016673729206758,0.5900052097206234,8,3,33.0,18,0.375,False,False,False
44,85+,9,0.49679902061497344,0.08635692679456408,0.41684405259046237,8,8,9.0,6,1.0,True,False,True
68,16-24,9,0.20467028385791972,0.09028762443471945,0.7050420917073609,8,1,36.5,29,0.125,False,False,False
68,25-34,9,0.19790680483266207,0.10627813168746664,0.6958150634798712,8,0,79.0,76,0.0,False,False,False
68,35-44,9,0.2171506788393607,0.10634165044243267,0.6765076707182067,8,0,102.5,87,0.0,False,False,False
68,45-54,9,0.19802914748803827,0.09802336858900941,0.7039474839229523,8,0,88.0,71,0.0,False,False,False
68,55-64,9,0.24798949184381008,0.10088955478556855,0.6511209533706215,8,0,83.5,69,0.0,False,False,False
68,65-74,9,0.23470458079837472,0.10422161555225944,0.6610738036493659,8,0,67.0,48,0.0,False,False,False
68,75-84,9,0.3338004330309389,0.104862156233478,0.5613374107355831,8,2,33.0,20,0.25,False,False,False
68,85+,9,0.5893781090484376,0.11533772444034053,0.2952841665112218,8,8,8.0,4,1.0,True,False,True
78,16-24,9,0.2153533688913096,0.08940875337814666,0.6952378777305438,8,0,48.5,35,0.0,False,False,False
78,25-34,9,0.20833444078727334,0.10189118715175488,0.6897743720609717,8,0,77.5,57,0.0,False,False,False
78,35-44,9,0.2047770385921589,0.09752780556999535,0.6976951558378457,8,0,97.0,85,0.0,False,False,False
78,45-54,9,0.21674486733696777,0.10639763552501331,0.6768574971380189,8,0,90.0,83,0.0,False,False,False
78,55-64,9,0.22633740510491937,0.09604698340433752,0.6776156114907431,8,0,81.5,66,0.0,False,False,False
78,65-74,9,0.2167230028167911,0.09511363321651232,0.6881633639666965,8,0,68.0,52,0.0,False,False,False
78,75-84,9,0.3351885523749818,0.09575459085105957,0.5690568567739587,8,4,28.5,22,0.5,True,False,True
78,85+,9,0.49480241802013936,0.08854998588333922,0.4166475960965214,8,8,8.5,3,1.0,True,False,True
8,16-24,9,0.3244876866362116,0.08636730368864909,0.5891450096751393,8,0,61.0,41,0.0,False,False,False
8,25-34,9,0.30899799416953844,0.09388651225236277,0.5971154935780987,8,0,95.0,76,0.0,False,False,False
8,35-44,9,0.32018174101175806,0.09381342736784301,0.586004831620399,8,0,120.0,99,0.0,False,False,False
8,45-54,9,0.30891975591526094,0.09309594366544337,0.5979843004192956,8,0,95.0,76,0.0,False,False,False
8,55-64,9,0.34711803141752395,0.10513870878995435,0.5477432597925217,8,0,66.5,58,0.0,False,False,False
8,65-74,9,0.31440800004897584,0.11163372149202118,0.5739582784590029,8,0,52.0,48,0.0,False,False,False
8,75-84,9,0.431128526290029,0.10334760873797413,0.46552386497199677,8,6,22.5,17,0.75,True,False,True
8,85+,9,0.4701544991613593,0.09290716285014425,0.43693833798849646,8,8,7.0,1,1.0,True,False,True
9,16-24,9,0.18394187961382166,0.09061414123064873,0.7254439791555296,8,0,42.5,35,0.0,False,False,False
9,25-34,9,0.1693233536648522,0.1142517548167489,0.7164248915183989,8,0,85.0,52,0.0,False,False,False
9,35-44,9,0.19607251721438995,0.1133595308227309,0.6905679519628792,8,0,93.5,71,0.0,False,False,False
9,45-54,9,0.19599273512681764,0.09541833358400825,0.7085889312891741,8,0,85.0,72,0.0,False,False,False
9,55-64,9,0.19901324512551902,0.097636983078417,0.7033497717960638,8,0,85.0,79,0.0,False,False,False
9,65-74,9,0.18578019446772318,0.10926580315715936,0.7049540023751175,8,0,77.5,63,0.0,False,False,False
9,75-84,9,0.35936964665272714,0.09238614108247077,0.548244212264802,8,0,34.5,31,0.0,False,False,False
9,85+,9,0.3908802779853876,0.1298154359838633,0.4793042860307491,8,8,11.0,4,1.0,True,False,True
91,16-24,9,0.23383425117020396,0.1000227175929171,0.6661430312368789,8,0,44.5,38,0.0,False,False,False
91,25-34,9,0.215194641135986,0.10768502683797121,0.6771203320260428,8,0,57.5,49,0.0,False,False,False
91,35-44,9,0.2699198815555418,0.10074945363534288,0.6293306648091153,8,0,93.0,73,0.0,False,False,False
