LA_2023,disability_group,activity,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
107,disty1,ABSEILING_H03,8,1,44.5,28,0.125,False,False,False
107,disty1,ACTTRAV_C03,8,1,44.5,28,0.125,False,False,False
107,disty1,AIKIDO_S04,8,4,27.0,13,0.5,True,False,True
107,disty1,AIRGUN_S08,8,4,27.0,13,0.5,True,False,True
107,disty1,ARCHERY_J01,8,1,44.5,28,0.125,False,False,False
107,disty1,BADMINTON_G02,8,1,44.5,28,0.125,False,False,False
107,disty1,BASESOFTBALL_F13,8,1,44.5,28,0.125,False,False,False
107,disty1,BASKETBALL_F07,8,1,44.5,28,0.125,False,False,False
107,disty1,BOCCIA_L11,8,1,44.5,28,0.125,False,False,False
107,disty1,BOULES_L12,8,1,44.5,28,0.125,False,False,False
107,disty1,BOWLSBOULES_C12,8,1,44.5,28,0.125,False,False,False
107,disty1,BOWLSCARPET_U18,8,4,27.0,13,0.5,True,False,True
107,disty1,BOWLSCROWNGREEN_U19,8,4,27.0,13,0.5,True,False,True
107,disty1,BOWLSFLATGREEN_U20,8,4,27.0,13,0.5,True,False,True
107,disty1,BOWLSSHORTMAT_U23,8,4,27.0,13,0.5,True,False,True
107,disty1,BOWLS_L10,8,1,44.5,28,0.125,False,False,False
107,disty1,BOXINGTRAD_S01,8,1,44.5,28,0.125,False,False,False
107,disty1,CAVING_H02,8,1,44.5,28,0.125,False,False,False
107,disty1,CHEERLEADING_L15,8,1,44.5,28,0.125,False,False,False
107,disty1,CLIMBWALL_R02,8,4,27.0,13,0.5,True,False,True
107,disty1,CRICKETLONG_Q06,8,4,27.0,13,0.5,True,False,True
107,disty1,CRICKETOTH_Q12,8,4,27.0,13,0.5,True,False,True
107,disty1,CRICKETSHORT_Q07,8,4,27.0,13,0.5,True,False,True
107,disty1,CROQUET_I05,8,1,44.5,28,0.125,False,False,False
107,disty1,CYCBMX_N03,8,4,27.0,13,0.5,True,False,True
107,disty1,CYCCROSS_N06,8,4,27.0,13,0.5,True,False,True
107,disty1,CYCLEISURE_N01,8,4,27.0,13,0.5,True,False,True
107,disty1,CYCMOUNTAIN_N02,8,4,27.0,13,0.5,True,False,True
107,disty1,CYCROAD_N04,8,4,27.0,13,0.5,True,False,True
107,disty1,CYCTRACK_N05,8,4,27.0,13,0.5,True,False,True
107,disty1,CYCTRAV_B04,8,1,44.5,28,0.125,False,False,False
107,disty1,CYC_OLD_M02,8,1,44.5,28,0.125,False,False,False
107,disty1,DANCEART_B05,8,1,44.5,28,0.125,False,False,False
107,disty1,DANCEOTHER_O01,8,1,44.5,28,0.125,False,False,False
107,disty1,DARTS_I08,8,1,44.5,28,0.125,False,False,False
107,disty1,DIVING_U05,8,4,27.0,13,0.5,True,False,True
107,disty1,DODGEBALL_F12,8,1,44.5,28,0.125,False,False,False
107,disty1,DRIVINGRANGE_U10,8,4,27.0,13,0.5,True,False,True
107,disty1,EQUESTDRESSAGE_U15,8,4,27.0,13,0.5,True,False,True
107,disty1,EQUESTEVENTING_U16,8,4,27.0,13,0.5,True,False,True
107,disty1,EQUESTHACKING_U12,8,4,27.0,13,0.5,True,False,True
107,disty1,EQUESTOTHER_U17,8,4,29.0,19,0.5,True,False,True
107,disty1,EQUESTSCHOOLING_U13,8,4,27.0,13,0.5,True,False,True
107,disty1,EQUESTSHOWJUMP_U14,8,4,27.0,13,0.5,True,False,True
107,disty1,EQUEST_L09,8,1,44.5,28,0.125,False,False,False
107,disty1,FELLRUNNING_L04,8,1,44.5,28,0.125,False,False,False
107,disty1,FENCING_J03,8,1,44.5,28,0.125,False,False,False
107,disty1,FOOTBALL11_Q01,8,4,27.0,13,0.5,True,False,True
107,disty1,FOOTBALLOTHER_Q05,8,4,27.0,13,0.5,True,False,True
107,disty1,FOOTBALLSMALL_Q02,8,4,27.0,13,0.5,True,False,True
107,disty1,FOOTBALLWALK_Q04,8,4,27.0,13,0.5,True,False,True
107,disty1,FOOTBALL_F01,8,1,44.5,28,0.125,False,False,False
107,disty1,FRISBEE_I03,8,1,44.5,28,0.125,False,False,False
107,disty1,FUTSAL_Q03,8,4,27.0,13,0.5,True,False,True
107,disty1,GARDENTRAMP_L14,8,1,44.5,28,0.125,False,False,False
107,disty1,GARD_B08,8,1,44.5,28,0.125,False,False,False
107,disty1,GLIDING_H08,8,1,44.5,28,0.125,False,False,False
107,disty1,GOALBALL_F15,8,1,44.5,28,0.125,False,False,False
107,disty1,GOLFADV_U11,8,4,27.0,13,0.5,True,False,True
107,disty1,GOLFFULL_U08,8,4,27.0,13,0.5,True,False,True
107,disty1,GOLFSHORT_U09,8,4,27.0,13,0.5,True,False,True
107,disty1,GOLF_L08,8,1,44.5,28,0.125,False,False,False
107,disty1,GYMNASTICSONLY_U24,8,4,27.0,13,0.5,True,False,True
107,disty1,GYMNASTICS_L13,8,1,44.5,28,0.125,False,False,False
107,disty1,GYMTRAMPCHEER_C13,8,1,44.5,28,0.125,False,False,False
107,disty1,HANDBALL_F16,8,1,44.5,28,0.125,False,False,False
107,disty1,HIGHROPES_H14,8,1,44.5,28,0.125,False,False,False
107,disty1,HOCKEY_F09,8,1,44.5,28,0.125,False,False,False
107,disty1,ICEHOCKEY_K03,8,1,44.5,28,0.125,False,False,False
107,disty1,ICESKATING_I02,8,1,44.5,28,0.125,False,False,False
107,disty1,JUJITSU_S03,8,4,27.0,13,0.5,True,False,True
107,disty1,KARATE_S02,8,4,27.0,13,0.5,True,False,True
107,disty1,KARTING_U26,8,4,27.0,13,0.5,True,False,True
107,disty1,LACROSSE_F14,8,1,44.5,28,0.125,False,False,False
107,disty1,LIFESAVING_H13,8,1,44.5,28,0.125,False,False,False
107,disty1,MARTIALCHINESE_S05,8,4,27.0,13,0.5,True,False,True
107,disty1,MARTIALOTHER_S06,8,4,27.0,13,0.5,True,False,True
107,disty1,MARTIAL_J07,8,1,44.5,28,0.125,False,False,False
107,disty1,MODPENT_L06,8,1,44.5,28,0.125,False,False,False
107,disty1,MOTORCARRACE_U28,8,4,27.0,13,0.5,True,False,True
107,disty1,MOTORCYCRACE_U27,8,4,27.0,13,0.5,True,False,True
107,disty1,MOTORSPORTS_L18,8,1,44.5,28,0.125,False,False,False
107,disty1,NETBALL_F06,8,1,44.5,28,0.125,False,False,False
107,disty1,ORIENTEERING_H04,8,1,44.5,28,0.125,False,False,False
107,disty1,PARKOUR_H05,8,1,44.5,28,0.125,False,False,False
107,disty1,POOL_I07,8,1,44.5,28,0.125,False,False,False
107,disty1,RIFLE_S09,8,4,27.0,13,0.5,True,False,True
107,disty1,ROCKCLIMB_R01,8,4,27.0,13,0.5,True,False,True
107,disty1,ROLLERSKATING_L16,8,1,44.5,28,0.125,False,False,False
107,disty1,ROUNDERS_F11,8,1,44.5,28,0.125,False,False,False
107,disty1,ROWINGWATER_R04,8,1,44.5,28,0.125,False,False,False
107,disty1,RUGBYLEAG13_Q17,8,4,27.0,13,0.5,True,False,True
107,disty1,RUGBYLEAGTAG_Q19,8,4,27.0,13,0.5,True,False,True
107,disty1,RUGBYLEAGTOUCH_Q18,8,4,27.0,13,0.5,True,False,True
107,disty1,RUGBYLEAGUE_F04,8,1,44.5,28,0.125,False,False,False
107,disty1,RUGBYUN15_Q13,8,4,27.0,13,0.5,True,False,True
107,disty1,RUGBYUN7_Q15,8,4,27.0,13,0.5,True,False,True
107,disty1,RUGBYUNION_F03,8,1,44.5,28,0.125,False,False,False
107,disty1,RUGBYUNTAG_Q16,8,4,27.0,13,0.5,True,False,True
107,disty1,RUGBYUNTOUCH_Q14,8,4,27.0,13,0.5,True,False,True
107,disty1,RUNJOG_U07,8,1,44.5,28,0.125,False,False,False
107,disty1,SHOOTING_J08,8,1,44.5,28,0.125,False,False,False
107,disty1,SKATEBOARDING_L17,8,1,44.5,28,0.125,False,False,False
107,disty1,SKIING_T01,8,4,27.0,13,0.5,True,False,True
107,disty1,SKITTLES_I09,8,1,44.5,28,0.125,False,False,False
107,disty1,SLEDDING_K02,8,1,44.5,28,0.125,False,False,False
107,disty1,SNOOKER_I06,8,1,44.5,28,0.125,False,False,False
107,disty1,SNOWBOARDING_T02,8,4,27.0,13,0.5,True,False,True
107,disty1,SNOWSPORT_K01,8,1,44.5,28,0.125,False,False,False
107,disty1,TABLETENNIS_G03,8,1,44.5,28,0.125,False,False,False
107,disty1,TAEKWONDO_J05,8,1,44.5,28,0.125,False,False,False
107,disty1,TENNIS_G01,8,1,44.5,28,0.125,False,False,False
107,disty1,TENPIN_I04,8,1,44.5,28,0.125,False,False,False
107,disty1,TRACKANDFIELD_L02,8,1,44.5,28,0.125,False,False,False
107,disty1,TRAMPOLINING_U25,8,4,27.0,13,0.5,True,False,True
107,disty1,TRIATHLON_L05,8,1,44.5,28,0.125,False,False,False
107,disty1,VOLLEYBALL_F10,8,1,44.5,28,0.125,False,False,False
107,disty1,WALKTRAV_B02,8,1,44.5,28,0.125,False,False,False
107,disty1,WATERPOLO_U06,8,4,27.0,13,0.5,True,False,True
107,disty1,WATERSKIING_H10,8,1,44.5,28,0.125,False,False,False
107,disty1,WHEELCHBASKETBALL_F08,8,1,44.5,28,0.125,False,False,False
107,disty1,WHEELCHRUGBY_F05,8,1,44.5,28,0.125,False,False,False
107,disty1,WINTER_C10,8,1,44.5,28,0.125,False,False,False
107,disty1,WRESTLING_J09,8,1,44.5,28,0.125,False,False,False
107,disty10,ABSEILING_H03,8,8,5.5,1,1.0,True,False,True
107,disty10,ACTTRAV_C03,8,8,5.5,1,1.0,True,False,True
107,disty10,AIKIDO_S04,7,7,2.0,1,1.0,True,True,True
107,disty10,AIRGUN_S08,7,7,2.0,1,1.0,True,True,True
107,disty10,ARCHERY_J01,8,8,5.5,1,1.0,True,False,True
107,disty10,BADMINTON_G02,8,8,5.5,1,1.0,True,False,True
107,disty10,BASESOFTBALL_F13,8,8,5.5,1,1.0,True,False,True
107,disty10,BASKETBALL_F07,8,8,5.5,1,1.0,True,False,True
107,disty10,BOCCIA_L11,8,8,5.5,1,1.0,True,False,True
107,disty10,BOULES_L12,8,8,5.5,1,1.0,True,False,True
107,disty10,BOWLSBOULES_C12,8,8,5.5,1,1.0,True,False,True
107,disty10,BOWLSCARPET_U18,7,7,2.0,1,1.0,True,True,True
107,disty10,BOWLSCROWNGREEN_U19,7,7,2.0,1,1.0,True,True,True
107,disty10,BOWLSFLATGREEN_U20,7,7,2.0,1,1.0,True,True,True
107,disty10,BOWLSSHORTMAT_U23,7,7,2.0,1,1.0,True,True,True
107,disty10,BOWLS_L10,8,8,5.5,1,1.0,True,False,True
107,disty10,BOXINGTRAD_S01,8,8,5.5,1,1.0,True,False,True
107,disty10,CAVING_H02,8,8,5.5,1,1.0,True,False,True
107,disty10,CHEERLEADING_L15,8,8,5.5,1,1.0,True,False,True
107,disty10,CLIMBWALL_R02,7,7,2.0,1,1.0,True,True,True
107,disty10,CRICKETLONG_Q06,7,7,2.0,1,1.0,True,True,True
107,disty10,CRICKETOTH_Q12,7,7,2.0,1,1.0,True,True,True
107,disty10,CRICKETSHORT_Q07,7,7,2.0,1,1.0,True,True,True
107,disty10,CROQUET_I05,8,8,5.5,1,1.0,True,False,True
107,disty10,CYCBMX_N03,7,7,2.0,1,1.0,True,True,True
107,disty10,CYCCROSS_N06,7,7,2.0,1,1.0,True,True,True
107,disty10,CYCLEISURE_N01,7,7,2.0,1,1.0,True,True,True
107,disty10,CYCMOUNTAIN_N02,7,7,2.0,1,1.0,True,True,True
107,disty10,CYCROAD_N04,7,7,2.0,1,1.0,True,True,True
107,disty10,CYCTRACK_N05,7,7,2.0,1,1.0,True,True,True
107,disty10,CYCTRAV_B04,8,8,5.5,1,1.0,True,False,True
107,disty10,CYC_OLD_M02,8,8,5.5,1,1.0,True,False,True
107,disty10,DANCEART_B05,8,8,5.5,1,1.0,True,False,True
107,disty10,DANCEOTHER_O01,8,8,5.5,1,1.0,True,False,True
107,disty10,DARTS_I08,8,8,5.5,1,1.0,True,False,True
107,disty10,DIVING_U05,7,7,2.0,1,1.0,True,True,True
107,disty10,DODGEBALL_F12,8,8,5.5,1,1.0,True,False,True
107,disty10,DRIVINGRANGE_U10,7,7,2.0,1,1.0,True,True,True
107,disty10,EQUESTDRESSAGE_U15,7,7,2.0,1,1.0,True,True,True
107,disty10,EQUESTEVENTING_U16,7,7,2.0,1,1.0,True,True,True
107,disty10,EQUESTHACKING_U12,7,7,2.0,1,1.0,True,True,True
107,disty10,EQUESTOTHER_U17,8,8,2.0,1,1.0,True,False,True
107,disty10,EQUESTSCHOOLING_U13,7,7,2.0,1,1.0,True,True,True
107,disty10,EQUESTSHOWJUMP_U14,7,7,2.0,1,1.0,True,True,True
107,disty10,EQUEST_L09,8,8,5.5,1,1.0,True,False,True
107,disty10,FELLRUNNING_L04,8,8,5.5,1,1.0,True,False,True
107,disty10,FENCING_J03,8,8,5.5,1,1.0,True,False,True
107,disty10,FOOTBALL11_Q01,7,7,2.0,1,1.0,True,True,True
107,disty10,FOOTBALLOTHER_Q05,7,7,2.0,1,1.0,True,True,True
107,disty10,FOOTBALLSMALL_Q02,7,7,2.0,1,1.0,True,True,True
107,disty10,FOOTBALLWALK_Q04,7,7,2.0,1,1.0,True,True,True
107,disty10,FOOTBALL_F01,8,8,5.5,1,1.0,True,False,True
107,disty10,FRISBEE_I03,8,8,5.5,1,1.0,True,False,True
107,disty10,FUTSAL_Q03,7,7,2.0,1,1.0,True,True,True
107,disty10,GARDENTRAMP_L14,8,8,5.5,1,1.0,True,False,True
107,disty10,GARD_B08,8,8,5.5,1,1.0,True,False,True
107,disty10,GLIDING_H08,8,8,5.5,1,1.0,True,False,True
107,disty10,GOALBALL_F15,8,8,5.5,1,1.0,True,False,True
107,disty10,GOLFADV_U11,7,7,2.0,1,1.0,True,True,True
107,disty10,GOLFFULL_U08,7,7,2.0,1,1.0,True,True,True
107,disty10,GOLFSHORT_U09,7,7,2.0,1,1.0,True,True,True
107,disty10,GOLF_L08,8,8,5.5,1,1.0,True,False,True
107,disty10,GYMNASTICSONLY_U24,7,7,2.0,1,1.0,True,True,True
107,disty10,GYMNASTICS_L13,8,8,5.5,1,1.0,True,False,True
107,disty10,GYMTRAMPCHEER_C13,8,8,5.5,1,1.0,True,False,True
107,disty10,HANDBALL_F16,8,8,5.5,1,1.0,True,False,True
107,disty10,HIGHROPES_H14,8,8,5.5,1,1.0,True,False,True
107,disty10,HOCKEY_F09,8,8,5.5,1,1.0,True,False,True
107,disty10,ICEHOCKEY_K03,8,8,5.5,1,1.0,True,False,True
107,disty10,ICESKATING_I02,8,8,5.5,1,1.0,True,False,True
107,disty10,JUJITSU_S03,7,7,2.0,1,1.0,True,True,True
107,disty10,KARATE_S02,7,7,2.0,1,1.0,True,True,True
107,disty10,KARTING_U26,7,7,2.0,1,1.0,True,True,True
107,disty10,LACROSSE_F14,8,8,5.5,1,1.0,True,False,True
107,disty10,LIFESAVING_H13,8,8,5.5,1,1.0,True,False,True
107,disty10,MARTIALCHINESE_S05,7,7,2.0,1,1.0,True,True,True
107,disty10,MARTIALOTHER_S06,7,7,2.0,1,1.0,True,True,True
107,disty10,MARTIAL_J07,8,8,5.5,1,1.0,True,False,True
107,disty10,MODPENT_L06,8,8,5.5,1,1.0,True,False,True
107,disty10,MOTORCARRACE_U28,7,7,2.0,1,1.0,True,True,True
107,disty10,MOTORCYCRACE_U27,7,7,2.0,1,1.0,True,True,True
107,disty10,MOTORSPORTS_L18,8,8,5.5,1,1.0,True,False,True
107,disty10,NETBALL_F06,8,8,5.5,1,1.0,True,False,True
107,disty10,ORIENTEERING_H04,8,8,5.5,1,1.0,True,False,True
107,disty10,PARKOUR_H05,8,8,5.5,1,1.0,True,False,True
107,disty10,POOL_I07,8,8,5.5,1,1.0,True,False,True
107,disty10,RIFLE_S09,7,7,2.0,1,1.0,True,True,True
107,disty10,ROCKCLIMB_R01,7,7,2.0,1,1.0,True,True,True
107,disty10,ROLLERSKATING_L16,8,8,5.5,1,1.0,True,False,True
107,disty10,ROUNDERS_F11,8,8,5.5,1,1.0,True,False,True
107,disty10,ROWINGWATER_R04,8,8,5.5,1,1.0,True,False,True
107,disty10,RUGBYLEAG13_Q17,7,7,2.0,1,1.0,True,True,True
107,disty10,RUGBYLEAGTAG_Q19,7,7,2.0,1,1.0,True,True,True
107,disty10,RUGBYLEAGTOUCH_Q18,7,7,2.0,1,1.0,True,True,True
107,disty10,RUGBYLEAGUE_F04,8,8,5.5,1,1.0,True,False,True
107,disty10,RUGBYUN15_Q13,7,7,2.0,1,1.0,True,True,True
107,disty10,RUGBYUN7_Q15,7,7,2.0,1,1.0,True,True,True
107,disty10,RUGBYUNION_F03,8,8,5.5,1,1.0,True,False,True
107,disty10,RUGBYUNTAG_Q16,7,7,2.0,1,1.0,True,True,True
107,disty10,RUGBYUNTOUCH_Q14,7,7,2.0,1,1.0,True,True,True
107,disty10,RUNJOG_U07,8,8,5.5,1,1.0,True,False,True
107,disty10,SHOOTING_J08,8,8,5.5,1,1.0,True,False,True
107,disty10,SKATEBOARDING_L17,8,8,5.5,1,1.0,True,False,True
107,disty10,SKIING_T01,7,7,2.0,1,1.0,True,True,True
107,disty10,SKITTLES_I09,8,8,5.5,1,1.0,True,False,True
107,disty10,SLEDDING_K02,8,8,5.5,1,1.0,True,False,True
107,disty10,SNOOKER_I06,8,8,5.5,1,1.0,True,False,True
107,disty10,SNOWBOARDING_T02,7,7,2.0,1,1.0,True,True,True
107,disty10,SNOWSPORT_K01,8,8,5.5,1,1.0,True,False,True
107,disty10,TABLETENNIS_G03,8,8,5.5,1,1.0,True,False,True
107,disty10,TAEKWONDO_J05,8,8,5.5,1,1.0,True,False,True
107,disty10,TENNIS_G01,8,8,5.5,1,1.0,True,False,True
107,disty10,TENPIN_I04,8,8,5.5,1,1.0,True,False,True
107,disty10,TRACKANDFIELD_L02,8,8,5.5,1,1.0,True,False,True
107,disty10,TRAMPOLINING_U25,7,7,2.0,1,1.0,True,True,True
107,disty10,TRIATHLON_L05,8,8,5.5,1,1.0,True,False,True
107,disty10,VOLLEYBALL_F10,8,8,5.5,1,1.0,True,False,True
107,disty10,WALKTRAV_B02,8,8,5.5,1,1.0,True,False,True
107,disty10,WATERPOLO_U06,7,7,2.0,1,1.0,True,True,True
107,disty10,WATERSKIING_H10,8,8,5.5,1,1.0,True,False,True
107,disty10,WHEELCHBASKETBALL_F08,8,8,5.5,1,1.0,True,False,True
107,disty10,WHEELCHRUGBY_F05,8,8,5.5,1,1.0,True,False,True
107,disty10,WINTER_C10,8,8,5.5,1,1.0,True,False,True
107,disty10,WRESTLING_J09,8,8,5.5,1,1.0,True,False,True
107,disty11,ABSEILING_H03,7,7,5.0,1,1.0,True,True,True
107,disty11,ACTTRAV_C03,7,7,5.0,1,1.0,True,True,True
107,disty11,AIKIDO_S04,6,6,2.5,1,1.0,True,True,True
107,disty11,AIRGUN_S08,6,6,2.5,1,1.0,True,True,True
107,disty11,ARCHERY_J01,7,7,5.0,1,1.0,True,True,True
107,disty11,BADMINTON_G02,7,7,5.0,1,1.0,True,True,True
107,disty11,BASESOFTBALL_F13,7,7,5.0,1,1.0,True,True,True
107,disty11,BASKETBALL_F07,7,7,5.0,1,1.0,True,True,True
107,disty11,BOCCIA_L11,7,7,5.0,1,1.0,True,True,True
107,disty11,BOULES_L12,7,7,5.0,1,1.0,True,True,True
107,disty11,BOWLSBOULES_C12,7,7,5.0,1,1.0,True,True,True
107,disty11,BOWLSCARPET_U18,6,6,2.5,1,1.0,True,True,True
107,disty11,BOWLSCROWNGREEN_U19,6,6,2.5,1,1.0,True,True,True
107,disty11,BOWLSFLATGREEN_U20,6,6,2.5,1,1.0,True,True,True
107,disty11,BOWLSSHORTMAT_U23,6,6,2.5,1,1.0,True,True,True
107,disty11,BOWLS_L10,7,7,5.0,1,1.0,True,True,True
107,disty11,BOXINGTRAD_S01,7,7,5.0,1,1.0,True,True,True
107,disty11,CAVING_H02,7,7,5.0,1,1.0,True,True,True
107,disty11,CHEERLEADING_L15,7,7,5.0,1,1.0,True,True,True
107,disty11,CLIMBWALL_R02,6,6,2.5,1,1.0,True,True,True
107,disty11,CRICKETLONG_Q06,6,6,2.5,1,1.0,True,True,True
107,disty11,CRICKETOTH_Q12,6,6,2.5,1,1.0,True,True,True
107,disty11,CRICKETSHORT_Q07,6,6,2.5,1,1.0,True,True,True
107,disty11,CROQUET_I05,7,7,5.0,1,1.0,True,True,True
107,disty11,CYCBMX_N03,6,6,2.5,1,1.0,True,True,True
107,disty11,CYCCROSS_N06,6,6,2.5,1,1.0,True,True,True
107,disty11,CYCLEISURE_N01,6,6,2.5,1,1.0,True,True,True
107,disty11,CYCMOUNTAIN_N02,6,6,2.5,1,1.0,True,True,True
107,disty11,CYCROAD_N04,6,6,2.5,1,1.0,True,True,True
107,disty11,CYCTRACK_N05,6,6,2.5,1,1.0,True,True,True
107,disty11,CYCTRAV_B04,7,7,5.0,1,1.0,True,True,True
107,disty11,CYC_OLD_M02,7,7,5.0,1,1.0,True,True,True
107,disty11,DANCEART_B05,7,7,5.0,1,1.0,True,True,True
107,disty11,DANCEOTHER_O01,7,7,5.0,1,1.0,True,True,True
107,disty11,DARTS_I08,7,7,5.0,1,1.0,True,True,True
107,disty11,DIVING_U05,6,6,2.5,1,1.0,True,True,True
107,disty11,DODGEBALL_F12,7,7,5.0,1,1.0,True,True,True
107,disty11,DRIVINGRANGE_U10,6,6,2.5,1,1.0,True,True,True
107,disty11,EQUESTDRESSAGE_U15,6,6,2.5,1,1.0,True,True,True
107,disty11,EQUESTEVENTING_U16,6,6,2.5,1,1.0,True,True,True
107,disty11,EQUESTHACKING_U12,6,6,2.5,1,1.0,True,True,True
107,disty11,EQUESTOTHER_U17,6,6,2.5,1,1.0,True,True,True
107,disty11,EQUESTSCHOOLING_U13,6,6,2.5,1,1.0,True,True,True
107,disty11,EQUESTSHOWJUMP_U14,6,6,2.5,1,1.0,True,True,True
107,disty11,EQUEST_L09,7,7,5.0,1,1.0,True,True,True
107,disty11,FELLRUNNING_L04,7,7,5.0,1,1.0,True,True,True
107,disty11,FENCING_J03,7,7,5.0,1,1.0,True,True,True
107,disty11,FOOTBALL11_Q01,6,6,2.5,1,1.0,True,True,True
107,disty11,FOOTBALLOTHER_Q05,6,6,2.5,1,1.0,True,True,True
107,disty11,FOOTBALLSMALL_Q02,6,6,2.5,1,1.0,True,True,True
107,disty11,FOOTBALLWALK_Q04,6,6,2.5,1,1.0,True,True,True
107,disty11,FOOTBALL_F01,7,7,5.0,1,1.0,True,True,True
107,disty11,FRISBEE_I03,7,7,5.0,1,1.0,True,True,True
107,disty11,FUTSAL_Q03,6,6,2.5,1,1.0,True,True,True
107,disty11,GARDENTRAMP_L14,7,7,5.0,1,1.0,True,True,True
107,disty11,GARD_B08,7,7,5.0,1,1.0,True,True,True
107,disty11,GLIDING_H08,7,7,5.0,1,1.0,True,True,True
107,disty11,GOALBALL_F15,7,7,5.0,1,1.0,True,True,True
107,disty11,GOLFADV_U11,6,6,2.5,1,1.0,True,True,True
107,disty11,GOLFFULL_U08,6,6,2.5,1,1.0,True,True,True
107,disty11,GOLFSHORT_U09,6,6,2.5,1,1.0,True,True,True
107,disty11,GOLF_L08,7,7,5.0,1,1.0,True,True,True
107,disty11,GYMNASTICSONLY_U24,6,6,2.5,1,1.0,True,True,True
107,disty11,GYMNASTICS_L13,7,7,5.0,1,1.0,True,True,True
107,disty11,GYMTRAMPCHEER_C13,7,7,5.0,1,1.0,True,True,True
107,disty11,HANDBALL_F16,7,7,5.0,1,1.0,True,True,True
107,disty11,HIGHROPES_H14,7,7,5.0,1,1.0,True,True,True
107,disty11,HOCKEY_F09,7,7,5.0,1,1.0,True,True,True
107,disty11,ICEHOCKEY_K03,7,7,5.0,1,1.0,True,True,True
107,disty11,ICESKATING_I02,7,7,5.0,1,1.0,True,True,True
107,disty11,JUJITSU_S03,6,6,2.5,1,1.0,True,True,True
107,disty11,KARATE_S02,6,6,2.5,1,1.0,True,True,True
107,disty11,KARTING_U26,6,6,2.5,1,1.0,True,True,True
107,disty11,LACROSSE_F14,7,7,5.0,1,1.0,True,True,True
107,disty11,LIFESAVING_H13,7,7,5.0,1,1.0,True,True,True
107,disty11,MARTIALCHINESE_S05,6,6,2.5,1,1.0,True,True,True
107,disty11,MARTIALOTHER_S06,6,6,2.5,1,1.0,True,True,True
107,disty11,MARTIAL_J07,7,7,5.0,1,1.0,True,True,True
107,disty11,MODPENT_L06,7,7,5.0,1,1.0,True,True,True
107,disty11,MOTORCARRACE_U28,6,6,2.5,1,1.0,True,True,True
107,disty11,MOTORCYCRACE_U27,6,6,2.5,1,1.0,True,True,True
107,disty11,MOTORSPORTS_L18,7,7,5.0,1,1.0,True,True,True
107,disty11,NETBALL_F06,7,7,5.0,1,1.0,True,True,True
107,disty11,ORIENTEERING_H04,7,7,5.0,1,1.0,True,True,True
107,disty11,PARKOUR_H05,7,7,5.0,1,1.0,True,True,True
107,disty11,POOL_I07,7,7,5.0,1,1.0,True,True,True
107,disty11,RIFLE_S09,6,6,2.5,1,1.0,True,True,True
107,disty11,ROCKCLIMB_R01,6,6,2.5,1,1.0,True,True,True
107,disty11,ROLLERSKATING_L16,7,7,5.0,1,1.0,True,True,True
107,disty11,ROUNDERS_F11,7,7,5.0,1,1.0,True,True,True
107,disty11,ROWINGWATER_R04,7,7,5.0,1,1.0,True,True,True
107,disty11,RUGBYLEAG13_Q17,6,6,2.5,1,1.0,True,True,True
107,disty11,RUGBYLEAGTAG_Q19,6,6,2.5,1,1.0,True,True,True
107,disty11,RUGBYLEAGTOUCH_Q18,6,6,2.5,1,1.0,True,True,True
107,disty11,RUGBYLEAGUE_F04,7,7,5.0,1,1.0,True,True,True
107,disty11,RUGBYUN15_Q13,6,6,2.5,1,1.0,True,True,True
107,disty11,RUGBYUN7_Q15,6,6,2.5,1,1.0,True,True,True
107,disty11,RUGBYUNION_F03,7,7,5.0,1,1.0,True,True,True
107,disty11,RUGBYUNTAG_Q16,6,6,2.5,1,1.0,True,True,True
107,disty11,RUGBYUNTOUCH_Q14,6,6,2.5,1,1.0,True,True,True
107,disty11,RUNJOG_U07,7,7,5.0,1,1.0,True,True,True
107,disty11,SHOOTING_J08,7,7,5.0,1,1.0,True,True,True
107,disty11,SKATEBOARDING_L17,7,7,5.0,1,1.0,True,True,True
107,disty11,SKIING_T01,6,6,2.5,1,1.0,True,True,True
107,disty11,SKITTLES_I09,7,7,5.0,1,1.0,True,True,True
107,disty11,SLEDDING_K02,7,7,5.0,1,1.0,True,True,True
107,disty11,SNOOKER_I06,7,7,5.0,1,1.0,True,True,True
107,disty11,SNOWBOARDING_T02,6,6,2.5,1,1.0,True,True,True
107,disty11,SNOWSPORT_K01,7,7,5.0,1,1.0,True,True,True
107,disty11,TABLETENNIS_G03,7,7,5.0,1,1.0,True,True,True
107,disty11,TAEKWONDO_J05,7,7,5.0,1,1.0,True,True,True
107,disty11,TENNIS_G01,7,7,5.0,1,1.0,True,True,True
107,disty11,TENPIN_I04,7,7,5.0,1,1.0,True,True,True
107,disty11,TRACKANDFIELD_L02,7,7,5.0,1,1.0,True,True,True
107,disty11,TRAMPOLINING_U25,6,6,2.5,1,1.0,True,True,True
107,disty11,TRIATHLON_L05,7,7,5.0,1,1.0,True,True,True
107,disty11,VOLLEYBALL_F10,7,7,5.0,1,1.0,True,True,True
107,disty11,WALKTRAV_B02,7,7,5.0,1,1.0,True,True,True
107,disty11,WATERPOLO_U06,6,6,2.5,1,1.0,True,True,True
107,disty11,WATERSKIING_H10,7,7,5.0,1,1.0,True,True,True
