LA_2023,disability_group,year,inactive_rate,fairly_active_rate,active_rate
112,disty4,9,0.2921588928880043,0.0,0.7078411071119959
112,disty5,9,0.280878126966103,0.2258194959934424,0.4933023770404546
112,disty6,9,0.3496976084163623,0.0,0.6503023915836377
112,disty7,9,0.4064799917962302,0.0928166531953347,0.5007033550084351
112,disty8,9,0.0606098500750634,0.1086285287064095,0.830761621218527
112,disty9,9,0.4640659298904799,0.4230875910752797,0.1128464790342403
112,disty10,9,0.1415983054272797,0.0,0.8584016945727202
112,disty11,9,0.0,0.6529412997007735,0.3470587002992263
112,disty12,9,0.2635062097086166,0.0535412407417695,0.6829525495496137
112,disty13,9,0.2079815369127725,0.0,0.7920184630872276
114,limiting_disability,9,0.3368636616511649,0.0912669015440661,0.5718694368047688
114,non_limiting_disability,9,0.1880473635918147,0.1343115078797042,0.6776411285284809
114,no_disability,9,0.1880867436438467,0.0903093986523572,0.7216038577037959
114,disty1,9,0.3790141924071324,0.1372713280717135,0.4837144795211542
114,disty2,9,0.3297491862985166,0.0379066956773064,0.632344118024177
114,disty3,9,0.5545683935569212,0.0421148013784196,0.403316805064659
114,disty4,9,0.6868706975529002,0.0216441999722921,0.2914851024748076
114,disty5,9,0.2047663480769722,0.0965010644189694,0.6987325875040583
114,disty6,9,0.2388739807293166,0.0264617534513536,0.7346642658193299
114,disty7,9,0.5414350752275049,0.1404446430182492,0.3181202817542458
114,disty8,9,0.5019096128023823,0.026915326616855,0.4711750605807626
114,disty9,9,0.4432913497326717,0.0466672591557808,0.5100413911115474
114,disty10,9,0.469263866443499,0.0777219365338158,0.4530141970226852
114,disty11,9,0.6586948168434501,0.12791112578098,0.2133940573755697
114,disty12,9,0.2429623993597202,0.1963232513747295,0.5607143492655504
114,disty13,9,0.1187493612990935,0.0380424073390851,0.8432082313618214
117,limiting_disability,9,0.3262778664663254,0.2013177314512433,0.4724044020824311
117,non_limiting_disability,9,0.2755185569605255,0.1206850902534304,0.6037963527860439
117,no_disability,9,0.2147175053958325,0.11202003486595,0.6732624597382173
117,disty1,9,0.2521520679782225,0.22799834499399,0.5198495870277876
117,disty2,9,0.2095246896001016,0.321314555749581,0.4691607546503171
117,disty3,9,0.2510210720427754,0.2283215530795539,0.5206573748776706
117,disty4,9,0.3125180162775483,0.1887363481427057,0.4987456355797458
117,disty5,9,0.6088891692228346,0.1961613092751111,0.1949495215020541
117,disty6,9,0.4516469328467623,0.0567182473196316,0.4916348198336062
117,disty7,9,0.4044786164119609,0.1353058344937379,0.4602155490943013
117,disty8,9,0.3150560768004117,0.3994147721762398,0.2855291510233487
117,disty9,9,0.2957540885386395,0.0586580541110503,0.64558785735031
117,disty10,9,0.1762049409568151,0.0488339952196213,0.7749610638235636
117,disty11,9,0.1328519703087334,0.3716348906642672,0.4955131390269994
117,disty12,9,0.0661265728220702,0.0,0.9338734271779298
117,disty13,9,0.0794443004627094,0.1251282633115391,0.7954274362257515
122,limiting_disability,9,0.4603226931002604,0.1643594426566251,0.3753178642431143
122,non_limiting_disability,9,0.2340593619805955,0.0526872784419226,0.7132533595774817
122,no_disability,9,0.2202451673130411,0.0967505780527922,0.6830042546341665
122,disty1,9,0.4664778638961958,0.1702359216765641,0.36328621442724
122,disty2,9,0.4719781145969303,0.0468372450142507,0.4811846403888191
122,disty3,9,0.5564376971615493,0.1707231323647509,0.2728391704736996
122,disty4,9,0.65805215844238,0.1298367104123582,0.2121111311452616
122,disty5,9,0.4434081260526487,0.1250934011486172,0.4314984727987339
122,disty6,9,0.7189295197425822,0.1177667123535286,0.1633037679038891
122,disty7,9,0.3560359664000378,0.0625059838248343,0.5814580497751279
122,disty8,9,0.7997244384486258,0.0351156597292284,0.1651599018221456
122,disty9,9,0.4487118064074434,0.1008061578346019,0.4504820357579545
122,disty10,9,0.1695621410244011,0.1823704136454271,0.6480674453301719
122,disty11,9,0.387994072298572,0.0837913078686238,0.5282146198328043
122,disty12,9,0.6144829931786571,0.0951504094030958,0.2903665974182472
122,disty13,9,0.405686252898587,0.3708540691370922,0.2234596779643209
126,limiting_disability,9,0.3554580871921452,0.2008565550734832,0.4436853577343715
126,non_limiting_disability,9,0.3079467994952045,0.0816620306515105,0.6103911698532851
126,no_disability,9,0.237219732530883,0.1145856945881179,0.6481945728809989
126,disty1,9,0.4125807188790953,0.2507124363689809,0.336706844751924
126,disty2,9,0.4563862972317427,0.2622650535897087,0.2813486491785485
126,disty3,9,0.4444339202465174,0.2140673754079397,0.3414987043455429
126,disty4,9,0.5263073598747074,0.0801971736576985,0.393495466467594
126,disty5,9,0.4235329328583798,0.2835723296153425,0.2928947375262777
126,disty6,9,0.2585810165067884,0.2798505236707537,0.4615684598224581
126,disty7,9,0.4198498857258961,0.3219544012237599,0.2581957130503438
126,disty8,9,0.4090414828452792,0.2309822474488082,0.3599762697059123
126,disty9,9,0.2954228852988807,0.3272731310901354,0.3773039836109838
126,disty10,9,0.4911806816018959,0.0,0.508819318398104
126,disty11,9,0.7434987292376541,0.0,0.2565012707623457
126,disty12,9,0.3801447459417327,0.5159123645364252,0.1039428895218419
126,disty13,9,0.4320061324429139,0.567993867557086,0.0
129,limiting_disability,9,0.3738159250580137,0.13531711733688,0.4908669576051062
129,non_limiting_disability,9,0.2056399559066453,0.135441905830431,0.6589181382629232
129,no_disability,9,0.2480974041347452,0.1303339951068637,0.6215686007583912
129,disty1,9,0.4561673234962037,0.2023682299607301,0.3414644465430659
129,disty2,9,0.2851375969942867,0.1819296515058193,0.5329327514998937
129,disty3,9,0.562992196240004,0.0957763958883129,0.3412314078716835
129,disty4,9,0.6024737927207047,0.1011709416055928,0.2963552656737026
129,disty5,9,0.352236014730416,0.1729140201633272,0.4748499651062566
129,disty6,9,0.1819825414744754,0.2807028488523172,0.5373146096732073
129,disty7,9,0.3592271652644055,0.2701215098395245,0.3706513248960698
129,disty8,9,0.462120764967058,0.150919726079075,0.3869595089538669
129,disty9,9,0.36200451422103,0.1830558843645663,0.4549396014144036
129,disty10,9,0.322458563901346,0.0,0.6775414360986541
129,disty11,9,0.2386111138311212,0.0,0.7613888861688788
129,disty12,9,0.4026974452591638,0.0,0.5973025547408362
129,disty13,9,0.4121875797169628,0.0,0.5878124202830372
135,limiting_disability,9,0.3784706466364391,0.0598850424997323,0.5616443108638286
135,non_limiting_disability,9,0.0911220749130229,0.0803245531642748,0.8285533719227022
135,no_disability,9,0.1181463995453249,0.0951293783022636,0.7867242221524116
135,disty1,9,0.4101583722421133,0.021870432057724,0.5679711957001626
135,disty2,9,0.3814276039477113,0.0284912152576868,0.5900811807946019
135,disty3,9,0.5736501396112255,0.0,0.4263498603887746
135,disty4,9,0.3808217158487272,0.0,0.6191782841512727
135,disty5,9,0.2700739743452033,0.0850175592461984,0.6449084664085982
135,disty6,9,0.2419709831095247,0.0,0.7580290168904754
135,disty7,9,0.5187210695938554,0.0649483045546194,0.4163306258515251
135,disty8,9,0.4233283147772215,0.0,0.5766716852227783
135,disty9,9,0.6100894603240086,0.0,0.3899105396759914
135,disty10,9,0.5989754387367864,0.0,0.4010245612632138
135,disty11,9,0.3259337854470341,0.0,0.6740662145529659
135,disty12,9,0.0593583373776007,0.2219072606272832,0.7187344019951161
135,disty13,9,0.4611525781977817,0.0,0.5388474218022181
136,limiting_disability,9,0.5270811693132433,0.0950278381794948,0.3778909925072618
136,non_limiting_disability,9,0.1017420134286366,0.0309313416930608,0.8673266448783026
136,no_disability,9,0.1537340519926246,0.0979219389553291,0.7483440090520459
136,disty1,9,0.5732581331409842,0.0847750777729713,0.3419667890860445
136,disty2,9,0.4758367856844301,0.1190575786976261,0.4051056356179436
136,disty3,9,0.6392170282398241,0.0827562534727826,0.2780267182873931
136,disty4,9,0.5638135190106999,0.1022880083174353,0.3338984726718648
136,disty5,9,0.5999429036128141,0.1286663536004561,0.2713907427867295
136,disty6,9,1.0,0.0,0.0
136,disty7,9,0.5201500481159734,0.0340205420184824,0.445829409865544
136,disty8,9,0.6964206701574683,0.0860323860277905,0.2175469438147413
136,disty9,9,0.5682882185014702,0.1545224488810233,0.2771893326175065
136,disty10,9,1.0,0.0,0.0
136,disty11,9,0.8495524127206342,0.0655701619841894,0.0848774252951764
136,disty12,9,0.8196100788528359,0.0871115355073916,0.0932783856397724
136,disty13,9,0.5308760613389538,0.2446076027916414,0.2245163358694046
139,limiting_disability,9,0.3191903558584792,0.1331546272458905,0.5476550168956303
139,non_limiting_disability,9,0.1008001719496169,0.1418165824058405,0.7573832456445426
139,no_disability,9,0.183580667575586,0.0959595542694229,0.720459778154991
139,disty1,9,0.3563273061755086,0.0537121450790204,0.5899605487454705
139,disty2,9,0.2782607204213113,0.114406158300247,0.6073331212784416
139,disty3,9,0.4428147736154253,0.1453040329599243,0.4118811934246503
139,disty4,9,0.1878590092749225,0.4273577339503889,0.3847832567746884
139,disty5,9,0.2211168712000402,0.1173234170666593,0.6615597117333003
139,disty6,9,0.8106338681618366,0.1893661318381633,0.0
139,disty7,9,0.1817168350536976,0.1273707345681853,0.6909124303781171
139,disty8,9,0.7763140015811781,0.0772809981681945,0.1464050002506273
139,disty9,9,0.345436057840169,0.1416952999483701,0.5128686422114609
139,disty10,9,0.5565137563398329,0.4434862436601671,0.0
139,disty11,9,0.3197939175025676,0.6802060824974325,0.0
139,disty12,9,0.0488701935641054,0.2848795622734602,0.6662502441624344
139,disty13,9,0.2906220376736962,0.0,0.7093779623263036
142,limiting_disability,9,0.3473990607956543,0.077057395154063,0.5755435440502827
142,non_limiting_disability,9,0.1442702526622947,0.0917754869163171,0.7639542604213883
142,no_disability,9,0.1590385062262159,0.0998872537736599,0.7410742400001241
142,disty1,9,0.4990344046970705,0.0507410042537029,0.4502245910492266
142,disty2,9,0.428221866617111,0.1416949201962468,0.4300832131866423
142,disty3,9,0.5422916965454392,0.1278016751175653,0.3299066283369955
142,disty4,9,0.8138324128668412,0.1251702475306019,0.0609973396025569
142,disty5,9,0.2906932387377451,0.0638071375184591,0.6454996237437957
142,disty6,9,0.6444653980620589,0.0,0.3555346019379408
142,disty7,9,0.3195501416075747,0.0578216595432332,0.622628198849192
142,disty8,9,0.636689756840146,0.1244478910960499,0.2388623520638042
142,disty9,9,0.7654421052259445,0.0,0.2345578947740555
142,disty10,9,0.2291680382214752,0.0338731769669588,0.736958784811566
142,disty11,9,0.4917793022426526,0.5082206977573474,0.0
142,disty12,9,0.5217265702468004,0.0279453331547706,0.4503280965984291
142,disty13,9,0.2112804046520843,0.0,0.7887195953479156
147,limiting_disability,9,0.3328975648851985,0.1295826307075868,0.5375198044072145
147,non_limiting_disability,9,0.1590172974884024,0.0982156464306596,0.7427670560809382
147,no_disability,9,0.1747925786580035,0.0861879232858154,0.7390194980561811
147,disty1,9,0.3258954116253834,0.1714382169203458,0.5026663714542705
147,disty2,9,0.2123256710890497,0.2244547777580372,0.5632195511529128
147,disty3,9,0.3626190843398609,0.2046689555882197,0.4327119600719191
147,disty4,9,0.240551976420142,0.0,0.759448023579858
147,disty5,9,0.3404762156717204,0.0990835782013996,0.56044020612688
147,disty6,9,0.0742107851557722,0.2726444533167213,0.6531447615275064
147,disty7,9,0.4996998895305863,0.0887467429177759,0.4115533675516377
147,disty8,9,0.5047725220574035,0.0489450775398395,0.4462824004027569
147,disty9,9,0.4806755117314025,0.2179511261455632,0.3013733621230341
147,disty10,9,0.3309492458765275,0.0411298899102327,0.6279208642132394
147,disty11,9,0.2313668331543536,0.0,0.7686331668456464
147,disty12,9,0.4394248371843375,0.0245286745996754,0.5360464882159868
147,disty13,9,0.2001398849242592,0.0,0.7998601150757408
160,limiting_disability,9,0.5139520324248913,0.1219550649051113,0.3640929026699973
160,non_limiting_disability,9,0.19629851153431,0.2712622461739484,0.5324392422917416
160,no_disability,9,0.1574599434903205,0.0789223988163259,0.7636176576933534
160,disty1,9,0.4673450498168594,0.0946921106918233,0.4379628394913173
160,disty2,9,0.7494832510798669,0.0,0.250516748920133
160,disty3,9,0.6880988514858868,0.0101938721589417,0.3017072763551715
160,disty4,9,0.7297401274966334,0.0,0.2702598725033666
160,disty5,9,0.6410883339896911,0.0,0.358911666010309
160,disty6,9,0.8887450803516043,0.0473663317710802,0.0638885878773155
160,disty7,9,0.6306495055649546,0.0,0.3693504944350455
160,disty8,9,0.8161566217068938,0.0258912081469681,0.157952170146138
160,disty9,9,0.6715922509800946,0.0,0.3284077490199053
160,disty10,9,0.914851817006042,0.0,0.0851481829939578
160,disty11,9,1.0,0.0,0.0
160,disty12,9,0.6276132876527227,0.0,0.3723867123472772
160,disty13,9,0.0,0.4273167629378135,0.5726832370621865
171,limiting_disability,9,0.4462253850993802,0.1003400866463825,0.4534345282542373
171,non_limiting_disability,9,0.2999411819921584,0.0343515732463687,0.6657072447614729
171,no_disability,9,0.28920038321871,0.0988233796246821,0.6119762371566078
171,disty1,9,0.5998012366431212,0.0994390942057537,0.3007596691511253
171,disty2,9,0.647664742075643,0.0762344196606005,0.2761008382637563
171,disty3,9,0.5620378951288468,0.0791965147805048,0.3587655900906483
171,disty4,9,0.1680627943140198,0.1792844141589514,0.6526527915270286
171,disty5,9,0.3577410515918908,0.2765579288909316,0.3657010195171775
171,disty6,9,0.662846227600438,0.337153772399562,0.0
171,disty7,9,0.337527805530696,0.0509009970092576,0.6115711974600464
171,disty8,9,0.2268529719371916,0.0,0.7731470280628084
171,disty9,9,0.8351605495076337,0.1648394504923663,0.0
171,disty10,9,0.2050347194393552,0.0,0.7949652805606447
171,disty11,9,0.5472068039601287,0.0,0.4527931960398713
171,disty12,9,0.3280856089097834,0.1120790621982887,0.5598353288919279
171,disty13,9,0.2704523068252983,0.0,0.7295476931747018
196,limiting_disability,9,0.3912894779632759,0.1508906034707633,0.4578199185659608
196,non_limiting_disability,9,0.1931451896282148,0.1331409363223315,0.6737138740494538
196,no_disability,9,0.2642427249903662,0.1178557237437924,0.6179015512658413
196,disty1,9,0.4202675911949357,0.0317031511000224,0.548029257705042
196,disty2,9,0.3633834690510052,0.0775554473843775,0.5590610835646171
196,disty3,9,0.4033765370093596,0.1259586066486118,0.4706648563420285
196,disty4,9,0.4171664301387182,0.2702452288698391,0.3125883409914426
196,disty5,9,0.6083645866286779,0.056724097067468,0.334911316303854
196,disty6,9,0.51320141285698,0.1648860315399202,0.3219125556030999
196,disty7,9,0.3844685433595641,0.0974484076919511,0.5180830489484849
196,disty8,9,0.4411992951290903,0.0,0.5588007048709097
196,disty9,9,0.5102824225666128,0.0738021430730565,0.4159154343603307
196,disty10,9,0.0,0.0,1.0
196,disty11,9,1.0,0.0,0.0
196,disty12,9,0.4346797005934012,0.1252766857561411,0.4400436136504576
196,disty13,9,0.0418955597635148,0.0909385772198516,0.8671658630166335
201,limiting_disability,9,0.1483023731669312,0.1748062473102658,0.676891379522803
201,non_limiting_disability,9,0.1194753369024963,0.0815684245734855,0.7989562385240182
201,no_disability,9,0.1286640703460607,0.0849584857854202,0.7863774438685188
201,disty1,9,0.2128696612104859,0.2746418364022933,0.5124885023872209
201,disty2,9,0.1292092321455497,0.2330930602803853,0.6376977075740649
201,disty3,9,0.4133206700369429,0.1693428120569432,0.4173365179061138
201,disty4,9,0.0985484740306165,0.3496208831028924,0.5518306428664909
201,disty5,9,0.1395203776832554,0.2273259355197618,0.6331536867969827
201,disty6,9,0.0,0.183584977103568,0.816415022896432
201,disty7,9,0.0783646292577927,0.2373352829933812,0.6843000877488263
