year,LA_2023,disability_group,activity,participation_MONTHS_12,second_activity,second_participation_MONTHS_12,ranking_margin,top_two_tied,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
9,117,disty13,ACTTRAV_C03,0.599739703644333,WALKTRAV_B02,0.5877809388174091,0.011958764826923929,False,8,8,4.0,2,1.0,True,False,True
9,117,disty2,ACTTRAV_C03,0.5309488997850168,WALKTRAV_B02,0.5189901349580929,0.011958764826923929,False,8,5,22.5,17,0.625,True,False,True
9,117,disty3,ACTTRAV_C03,0.5269104007455605,WALKTRAV_B02,0.5149516359186366,0.011958764826923929,False,8,0,36.5,30,0.0,False,False,False
9,117,disty4,ACTTRAV_C03,0.5309488997850168,WALKTRAV_B02,0.5189901349580929,0.011958764826923929,False,8,8,8.5,3,1.0,True,False,True
9,117,disty5,ACTTRAV_C03,0.3690716166479864,WALKTRAV_B02,0.3571128518210625,0.011958764826923873,False,8,8,16.0,9,1.0,True,False,True
9,117,disty6,ACTTRAV_C03,0.49137566613041145,WALKTRAV_B02,0.4794169013034876,0.011958764826923873,False,8,8,6.0,1,1.0,True,False,True
9,117,disty7,ACTTRAV_C03,0.49137566613041145,WALKTRAV_B02,0.4794169013034876,0.011958764826923873,False,8,8,17.0,13,1.0,True,False,True
9,117,disty8,ACTTRAV_C03,0.49137566613041145,WALKTRAV_B02,0.4794169013034876,0.011958764826923873,False,8,8,8.5,3,1.0,True,False,True
9,117,disty9,ACTTRAV_C03,0.5156851397205473,WALKTRAV_B02,0.5037263748936236,0.011958764826923707,False,8,8,10.5,4,1.0,True,False,True
9,117,limiting_disability,ACTTRAV_C03,0.5309488997850168,WALKTRAV_B02,0.5189901349580929,0.011958764826923929,False,8,0,65.5,51,0.0,False,False,False
9,117,no_disability,ACTTRAV_C03,0.6349638281452878,WALKTRAV_B02,0.6127936376264967,0.0221701905187911,False,8,0,331.5,298,0.0,False,False,False
9,117,non_limiting_disability,ACTTRAV_C03,0.6185616860597476,WALKTRAV_B02,0.6066029212328237,0.011958764826923929,False,8,0,65.5,54,0.0,False,False,False
9,122,disty1,GARD_B08,0.5809685180106217,ACTTRAV_C03,0.30375871655598874,0.2772098014546329,False,8,0,51.5,41,0.0,False,False,False
9,122,disty10,ACTTRAV_C03,0.608120439002371,WALKTRAV_B02,0.5961616741754471,0.011958764826923929,False,7,7,4.0,1,1.0,True,True,True
9,122,disty11,GARD_B08,0.7201534664480411,ACTTRAV_C03,0.608120439002371,0.11203302744567012,False,6,6,3.0,1,1.0,True,True,True
9,122,disty12,GARD_B08,0.45891765210930135,ACTTRAV_C03,0.19330465416182682,0.2656129979474745,False,8,8,7.5,3,1.0,True,False,True
9,122,disty13,GARD_B08,0.7456856770124713,ACTTRAV_C03,0.4296008660980743,0.31608481091439705,False,8,8,5.0,2,1.0,True,False,True
9,122,disty2,GARD_B08,0.509247181783548,ACTTRAV_C03,0.4268528303583057,0.08239435142524232,False,8,2,32.5,21,0.25,False,False,False
9,122,disty3,GARD_B08,0.5864187210009022,ACTTRAV_C03,0.3068168045582247,0.2796019164426775,False,8,0,54.0,47,0.0,False,False,False
9,122,disty4,GARD_B08,0.5864187210009022,ACTTRAV_C03,0.3068168045582247,0.2796019164426775,False,8,8,17.5,11,1.0,True,False,True
9,122,disty5,GARD_B08,0.5864187210009022,ACTTRAV_C03,0.467974975880366,0.11844374512053618,False,8,8,23.0,11,1.0,True,False,True
9,122,disty6,ACTTRAV_C03,0.44678761527800553,WALKTRAV_B02,0.43482885045108166,0.011958764826923873,False,8,8,8.0,1,1.0,True,False,True
9,122,disty7,GARD_B08,0.5864187210009022,ACTTRAV_C03,0.33792580362630026,0.24849291737460194,False,8,5,24.5,19,0.625,True,False,True
9,122,disty8,GARD_B08,0.509247181783548,ACTTRAV_C03,0.2980648194860217,0.2111823622975263,False,8,8,13.5,5,1.0,True,False,True
9,122,disty9,GARD_B08,0.5535416193644251,ACTTRAV_C03,0.3533099191491947,0.20023170021523046,False,8,8,13.0,8,1.0,True,False,True
9,122,limiting_disability,GARD_B08,0.5864187210009022,ACTTRAV_C03,0.3690716166479864,0.21734710435291582,False,8,0,83.5,70,0.0,False,False,False
9,122,no_disability,ACTTRAV_C03,0.6432194490315115,WALKTRAV_B02,0.631490505570097,0.01172894346141451,False,8,0,300.0,269,0.0,False,False,False
9,122,non_limiting_disability,ACTTRAV_C03,0.5933844698533663,GARD_B08,0.5864187210009022,0.006965748852464149,False,8,0,79.0,65,0.0,False,False,False
9,126,disty1,ACTTRAV_C03,0.4268528303583057,WALKTRAV_B02,0.36927035437115835,0.05758247598714733,False,8,0,36.0,33,0.0,False,False,False
9,126,disty10,ACTTRAV_C03,0.3812291191980822,WALKTRAV_B02,0.36927035437115835,0.011958764826923873,False,8,8,4.0,1,1.0,True,False,True
9,126,disty11,GARD_B08,0.3473698986465176,ACTTRAV_C03,0.13900165556365365,0.20836824308286397,False,8,8,2.5,2,1.0,True,False,True
9,126,disty12,ACTTRAV_C03,0.49137566613041145,WALKTRAV_B02,0.4794169013034876,0.011958764826923873,False,8,8,6.5,1,1.0,True,False,True
9,126,disty13,GARD_B08,0.6226848398113876,ACTTRAV_C03,0.6144756727933377,0.008209167018049857,False,8,8,5.0,2,1.0,True,False,True
9,126,disty2,ACTTRAV_C03,0.44678761527800553,GARD_B08,0.4250858972765368,0.02170171800146875,False,8,7,24.5,19,0.875,True,False,True
9,126,disty3,GARD_B08,0.509247181783548,ACTTRAV_C03,0.3068168045582247,0.2024303772253233,False,8,0,36.0,30,0.0,False,False,False
9,126,disty4,ACTTRAV_C03,0.3690716166479864,GARD_B08,0.3473698986465176,0.02170171800146875,False,8,8,11.0,5,1.0,True,False,True
9,126,disty5,ACTTRAV_C03,0.6026702360120905,WALKTRAV_B02,0.5738613578459997,0.02880887816609079,False,8,8,22.0,16,1.0,True,False,True
9,126,disty6,GARD_B08,0.5156024155745148,ACTTRAV_C03,0.30375871655598874,0.21184369901852607,False,8,8,6.0,5,1.0,True,False,True
9,126,disty7,GARD_B08,0.4220055037419355,ACTTRAV_C03,0.4123684124356864,0.009637091306249124,False,8,8,18.5,12,1.0,True,False,True
9,126,disty8,GARD_B08,0.28205699855452,ACTTRAV_C03,0.2559016323621216,0.026155366192398388,False,8,8,10.5,7,1.0,True,False,True
9,126,disty9,GARD_B08,0.509247181783548,ACTTRAV_C03,0.2502077352921545,0.2590394464913935,False,8,8,9.5,7,1.0,True,False,True
9,126,limiting_disability,GARD_B08,0.4696739481289427,ACTTRAV_C03,0.467974975880366,0.00169897224857668,False,8,0,65.5,51,0.0,False,False,False
9,126,no_disability,ACTTRAV_C03,0.6245225810879113,WALKTRAV_B02,0.6127936376264967,0.01172894346141451,False,8,0,316.0,301,0.0,False,False,False
9,126,non_limiting_disability,ACTTRAV_C03,0.6249169198507143,WALKTRAV_B02,0.6129581550237904,0.011958764826923929,False,8,0,74.5,51,0.0,False,False,False
9,129,disty1,ACTTRAV_C03,0.4268528303583057,GARD_B08,0.4220055037419355,0.004847326616370162,False,8,0,40.0,30,0.0,False,False,False
9,129,disty10,TENNIS_G01,0.23503155352775856,GARD_B08,0.13157056025083233,0.10346099327692623,False,7,7,5.0,3,1.0,True,True,True
9,129,disty11,ACTTRAV_C03,0.20551272421296454,TENNIS_G01,0.19941189285041563,0.0061008313625489086,False,8,8,2.0,2,1.0,True,False,True
9,129,disty12,ACTTRAV_C03,0.575243337365894,WALKTRAV_B02,0.56328457253897,0.011958764826923929,False,8,8,11.5,1,1.0,True,False,True
9,129,disty13,ACTTRAV_C03,0.575243337365894,WALKTRAV_B02,0.56328457253897,0.011958764826923929,False,7,7,6.0,2,1.0,True,True,True
9,129,disty2,ACTTRAV_C03,0.4268528303583057,WALKTRAV_B02,0.4148940655313818,0.011958764826923873,False,8,4,29.0,21,0.5,True,False,True
9,129,disty3,ACTTRAV_C03,0.4123684124356864,WALKTRAV_B02,0.3413511543222708,0.07101725811341558,False,8,0,41.0,32,0.0,False,False,False
9,129,disty4,ACTTRAV_C03,0.3690716166479864,GARD_B08,0.35952740119661347,0.009544215451372906,False,8,8,10.5,7,1.0,True,False,True
9,129,disty5,ACTTRAV_C03,0.49137566613041145,WALKTRAV_B02,0.4794169013034876,0.011958764826923873,False,8,3,32.5,13,0.375,False,False,False
9,129,disty6,GARD_B08,0.40515111235683693,ACTTRAV_C03,0.23626718076539152,0.1688839315914454,False,8,8,6.5,3,1.0,True,False,True
9,129,disty7,ACTTRAV_C03,0.44678761527800553,GARD_B08,0.43872008014700165,0.008067535131003889,False,8,6,22.0,10,0.75,True,False,True
9,129,disty8,ACTTRAV_C03,0.5156851397205473,WALKTRAV_B02,0.5037263748936236,0.011958764826923707,False,8,8,11.5,8,1.0,True,False,True
9,129,disty9,ACTTRAV_C03,0.3690716166479864,GARD_B08,0.35952740119661347,0.009544215451372906,False,8,8,10.5,4,1.0,True,False,True
9,129,limiting_disability,ACTTRAV_C03,0.5269104007455605,WALKTRAV_B02,0.4794169013034876,0.04749349944207293,False,8,0,84.0,56,0.0,False,False,False
9,129,no_disability,ACTTRAV_C03,0.6245225810879113,WALKTRAV_B02,0.6127936376264967,0.01172894346141451,False,8,0,322.5,298,0.0,False,False,False
9,129,non_limiting_disability,ACTTRAV_C03,0.6144756727933377,WALKTRAV_B02,0.6025169079664138,0.011958764826923929,False,8,0,70.0,56,0.0,False,False,False
9,135,disty1,ACTTRAV_C03,0.5933844698533663,WALKTRAV_B02,0.5814257050264424,0.011958764826923929,False,8,0,35.0,32,0.0,False,False,False
9,135,disty10,ACTTRAV_C03,0.6144756727933377,WALKTRAV_B02,0.6025169079664138,0.011958764826923929,False,8,8,6.5,3,1.0,True,False,True
9,135,disty11,ACTTRAV_C03,0.6249169198507143,WALKTRAV_B02,0.6129581550237904,0.011958764826923929,False,8,8,4.0,1,1.0,True,False,True
9,135,disty12,ACTTRAV_C03,0.6620791882487641,WALKTRAV_B02,0.622560369694674,0.03951881855409012,False,8,8,10.0,3,1.0,True,False,True
9,135,disty13,ACTTRAV_C03,0.7418551844495099,WALKTRAV_B02,0.729896419622586,0.011958764826923929,False,8,8,8.0,5,1.0,True,False,True
9,135,disty2,ACTTRAV_C03,0.608120439002371,WALKTRAV_B02,0.5961616741754471,0.011958764826923929,False,8,4,29.5,25,0.5,True,False,True
9,135,disty3,GARD_B08,0.4220055037419355,ACTTRAV_C03,0.3690716166479864,0.05293388709394914,False,8,1,36.5,22,0.125,False,False,False
9,135,disty4,ACTTRAV_C03,0.6026702360120905,WALKTRAV_B02,0.5907114711851665,0.011958764826923929,False,8,8,9.0,5,1.0,True,False,True
9,135,disty5,ACTTRAV_C03,0.7482104182404766,WALKTRAV_B02,0.7094233145504615,0.038787103690015146,False,8,1,33.5,18,0.125,False,False,False
9,135,disty6,GARD_B08,0.35952740119661347,DANCEART_B05,0.13157056025083233,0.22795684094578114,False,8,8,5.0,1,1.0,True,False,True
9,135,disty7,ACTTRAV_C03,0.608120439002371,WALKTRAV_B02,0.5961616741754471,0.011958764826923929,False,8,7,17.5,14,0.875,True,False,True
9,135,disty8,ACTTRAV_C03,0.49137566613041145,GARD_B08,0.44627325787889727,0.04510240825151418,False,8,8,15.5,11,1.0,True,False,True
9,135,disty9,GARD_B08,0.45891765210930135,ACTTRAV_C03,0.4268528303583057,0.032064821750995676,False,8,8,8.0,5,1.0,True,False,True
9,135,limiting_disability,ACTTRAV_C03,0.6185616860597476,WALKTRAV_B02,0.6066029212328237,0.011958764826923929,False,8,0,73.0,64,0.0,False,False,False
9,135,no_disability,ACTTRAV_C03,0.7989365624871048,WALKTRAV_B02,0.7439484547228983,0.054988107764206484,False,8,0,315.0,302,0.0,False,False,False
9,135,non_limiting_disability,ACTTRAV_C03,0.811437107662411,WALKTRAV_B02,0.8020675306823881,0.009369576980022831,False,8,0,73.0,53,0.0,False,False,False
9,136,disty1,ACTTRAV_C03,0.4806193701107701,WALKTRAV_B02,0.45601621105344214,0.02460315905732796,False,8,2,36.5,24,0.25,False,False,False
9,136,disty10,GARD_B08,0.33160820114772593,ACTTRAV_C03,0.30375871655598874,0.027849484591737195,False,8,8,4.0,3,1.0,True,False,True
9,136,disty11,GARD_B08,0.28205699855452,ACTTRAV_C03,0.28182745640220674,0.0002295421523132446,False,8,8,3.5,1,1.0,True,False,True
9,136,disty12,ACTTRAV_C03,0.4061297762379581,WALKTRAV_B02,0.3508742156233342,0.05525556061462389,False,8,8,6.5,3,1.0,True,False,True
9,136,disty13,ACTTRAV_C03,0.4806193701107701,WALKTRAV_B02,0.46866060528384623,0.011958764826923873,False,7,7,5.0,1,1.0,True,True,True
9,136,disty2,ACTTRAV_C03,0.4268528303583057,WALKTRAV_B02,0.4148940655313818,0.011958764826923873,False,8,5,27.5,20,0.625,True,False,True
9,136,disty3,ACTTRAV_C03,0.44370722174340427,WALKTRAV_B02,0.4148940655313818,0.02881315621202246,False,8,1,38.0,27,0.125,False,False,False
9,136,disty4,GARD_B08,0.39066669443421764,ACTTRAV_C03,0.30375871655598874,0.0869079778782289,False,8,8,13.0,6,1.0,True,False,True
9,136,disty5,ACTTRAV_C03,0.49137566613041145,WALKTRAV_B02,0.45601621105344214,0.035359455076969304,False,8,5,24.5,16,0.625,True,False,True
9,136,disty6,ACTTRAV_C03,0.3533099191491947,WALKTRAV_B02,0.3413511543222708,0.011958764826923873,False,8,8,6.5,3,1.0,True,False,True
9,136,disty7,ACTTRAV_C03,0.3690716166479864,WALKTRAV_B02,0.3413511543222708,0.027720462325715567,False,8,8,17.0,10,1.0,True,False,True
9,136,disty8,ACTTRAV_C03,0.344695596409597,WALKTRAV_B02,0.2948580397313008,0.0498375566782962,False,8,8,11.0,7,1.0,True,False,True
9,136,disty9,ACTTRAV_C03,0.3533099191491947,WALKTRAV_B02,0.3413511543222708,0.011958764826923873,False,8,8,8.0,4,1.0,True,False,True
9,136,limiting_disability,ACTTRAV_C03,0.5269104007455605,WALKTRAV_B02,0.4794169013034876,0.04749349944207293,False,8,0,66.0,51,0.0,False,False,False
9,136,no_disability,ACTTRAV_C03,0.7789313819129466,WALKTRAV_B02,0.7439484547228983,0.03498292719004836,False,8,0,315.5,291,0.0,False,False,False
9,136,non_limiting_disability,ACTTRAV_C03,0.7592728756629286,WALKTRAV_B02,0.7473141108360046,0.011958764826923929,False,8,0,71.5,64,0.0,False,False,False
9,139,disty1,ACTTRAV_C03,0.5309488997850168,WALKTRAV_B02,0.5189901349580929,0.011958764826923929,False,8,4,30.0,19,0.5,True,False,True
9,139,disty10,ACTTRAV_C03,0.2559016323621216,WALKTRAV_B02,0.2439428675351975,0.011958764826924095,False,8,8,2.5,1,1.0,True,False,True
9,139,disty11,ACTTRAV_C03,0.6144756727933377,WALKTRAV_B02,0.6025169079664138,0.011958764826923929,False,7,7,2.0,1,1.0,True,True,True
9,139,disty12,ACTTRAV_C03,0.6249169198507143,WALKTRAV_B02,0.6129581550237904,0.011958764826923929,False,8,8,6.5,2,1.0,True,False,True
9,139,disty13,ACTTRAV_C03,0.7373748690035156,WALKTRAV_B02,0.7254161041765916,0.011958764826923929,False,8,8,3.0,1,1.0,True,False,True
9,139,disty2,ACTTRAV_C03,0.5933844698533663,WALKTRAV_B02,0.5814257050264424,0.011958764826923929,False,8,6,24.5,14,0.75,True,False,True
9,139,disty3,ACTTRAV_C03,0.5269104007455605,WALKTRAV_B02,0.5149516359186366,0.011958764826923929,False,8,2,35.0,22,0.25,False,False,False
9,139,disty4,ACTTRAV_C03,0.6144756727933377,WALKTRAV_B02,0.6025169079664138,0.011958764826923929,False,8,8,10.0,6,1.0,True,False,True
9,139,disty5,ACTTRAV_C03,0.6380313240218897,WALKTRAV_B02,0.6162051359037073,0.021826188118182377,False,8,6,20.0,14,0.75,True,False,True
9,139,disty6,GARD_B08,0.2193784384060626,ACTTRAV_C03,0.15969080004766278,0.059687638358399825,False,8,8,5.5,4,1.0,True,False,True
9,139,disty7,GARD_B08,0.5809685180106217,ACTTRAV_C03,0.3690716166479864,0.21189690136263528,False,8,8,15.0,12,1.0,True,False,True
9,139,disty8,GARD_B08,0.40789914809660555,ACTTRAV_C03,0.28182745640220674,0.1260716916943988,False,8,8,5.5,4,1.0,True,False,True
9,139,disty9,GARD_B08,0.5968599680582788,ACTTRAV_C03,0.42115893328833864,0.17570103476994015,False,8,8,7.0,2,1.0,True,False,True
9,139,limiting_disability,ACTTRAV_C03,0.608120439002371,WALKTRAV_B02,0.5961616741754471,0.011958764826923929,False,8,0,63.0,48,0.0,False,False,False
9,139,no_disability,ACTTRAV_C03,0.7665129474212738,WALKTRAV_B02,0.7368059884477501,0.02970695897352371,False,8,0,317.5,306,0.0,False,False,False
