LA_2023,age_group,activity_suffix,year,months12_rate,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
272,75-84,RUGBYUNTAG_Q16,16,0.0,8,8,3.5,1,1.0,True,False,True
272,75-84,RUGBYUNTOUCH_Q14,16,0.0,8,8,3.5,1,1.0,True,False,True
272,75-84,RUNJOG_U07,16,0.0315123609322677,8,8,7.5,3,1.0,True,False,True
272,75-84,SHOOTING_J08,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,SKATEBOARDING_L17,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,SKIING_T01,16,0.0,8,8,3.5,1,1.0,True,False,True
272,75-84,SKITTLES_I09,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,SLEDDING_K02,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,SNOOKER_I06,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,SNOWBOARDING_T02,16,0.0,8,8,3.5,1,1.0,True,False,True
272,75-84,SNOWSPORT_K01,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,TABLETENNIS_G03,16,0.0459200249186834,8,8,7.5,3,1.0,True,False,True
272,75-84,TAEKWONDO_J05,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,TENNIS_G01,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,TENPIN_I04,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,TRACKANDFIELD_L02,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,TRAMPOLINING_U25,16,0.0,8,8,3.5,1,1.0,True,False,True
272,75-84,TRIATHLON_L05,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,VOLLEYBALL_F10,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,WALKTRAV_B02,16,0.3748206201883238,8,8,7.5,3,1.0,True,False,True
272,75-84,WATERPOLO_U06,16,0.0,8,8,3.5,1,1.0,True,False,True
272,75-84,WATERSKIING_H10,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,WHEELCHBASKETBALL_F08,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,WHEELCHRUGBY_F05,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,WINTER_C10,16,0.0,8,8,7.5,3,1.0,True,False,True
272,75-84,WRESTLING_J09,16,0.0,8,8,7.5,3,1.0,True,False,True
272,85+,ABSEILING_H03,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,ACTTRAV_C03,16,0.1615954767682371,8,8,2.0,1,1.0,True,False,True
272,85+,AIKIDO_S04,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,AIRGUN_S08,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,ARCHERY_J01,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,BADMINTON_G02,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,BASESOFTBALL_F13,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,BASKETBALL_F07,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,BOCCIA_L11,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,BOULES_L12,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,BOWLSBOULES_C12,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,BOWLSCARPET_U18,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,BOWLSCROWNGREEN_U19,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,BOWLSFLATGREEN_U20,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,BOWLSSHORTMAT_U23,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,BOWLS_L10,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,BOXINGTRAD_S01,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,CAVING_H02,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,CHEERLEADING_L15,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,CLIMBWALL_R02,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,CRICKETLONG_Q06,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,CRICKETOTH_Q12,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,CRICKETSHORT_Q07,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,CROQUET_I05,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,CYCBMX_N03,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,CYCCROSS_N06,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,CYCLEISURE_N01,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,CYCMOUNTAIN_N02,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,CYCROAD_N04,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,CYCTRACK_N05,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,CYCTRAV_B04,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,CYC_OLD_M02,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,DANCEART_B05,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,DANCEOTHER_O01,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,DARTS_I08,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,DIVING_U05,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,DODGEBALL_F12,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,DRIVINGRANGE_U10,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,EQUESTDRESSAGE_U15,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,EQUESTEVENTING_U16,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,EQUESTHACKING_U12,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,EQUESTOTHER_U17,16,0.0,7,7,2.0,1,1.0,True,True,True
272,85+,EQUESTSCHOOLING_U13,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,EQUESTSHOWJUMP_U14,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,EQUEST_L09,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,FELLRUNNING_L04,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,FENCING_J03,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,FOOTBALL11_Q01,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,FOOTBALLOTHER_Q05,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,FOOTBALLSMALL_Q02,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,FOOTBALLWALK_Q04,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,FOOTBALL_F01,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,FRISBEE_I03,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,FUTSAL_Q03,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,GARDENTRAMP_L14,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,GARD_B08,16,0.3231909535364742,8,8,2.0,1,1.0,True,False,True
272,85+,GLIDING_H08,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,GOALBALL_F15,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,GOLFADV_U11,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,GOLFFULL_U08,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,GOLFSHORT_U09,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,GOLF_L08,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,GYMNASTICSONLY_U24,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,GYMNASTICS_L13,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,GYMTRAMPCHEER_C13,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,HANDBALL_F16,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,HIGHROPES_H14,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,HOCKEY_F09,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,ICEHOCKEY_K03,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,ICESKATING_I02,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,JUJITSU_S03,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,KARATE_S02,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,KARTING_U26,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,LACROSSE_F14,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,LIFESAVING_H13,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,MARTIALCHINESE_S05,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,MARTIALOTHER_S06,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,MARTIAL_J07,16,0.1622391290478826,8,8,2.0,1,1.0,True,False,True
272,85+,MODPENT_L06,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,MOTORCARRACE_U28,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,MOTORCYCRACE_U27,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,MOTORSPORTS_L18,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,NETBALL_F06,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,ORIENTEERING_H04,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,PARKOUR_H05,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,POOL_I07,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,RIFLE_S09,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,ROCKCLIMB_R01,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,ROLLERSKATING_L16,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,ROUNDERS_F11,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,ROWINGWATER_R04,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,RUGBYLEAG13_Q17,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,RUGBYLEAGTAG_Q19,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,RUGBYLEAGTOUCH_Q18,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,RUGBYLEAGUE_F04,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,RUGBYUN15_Q13,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,RUGBYUN7_Q15,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,RUGBYUNION_F03,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,RUGBYUNTAG_Q16,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,RUGBYUNTOUCH_Q14,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,RUNJOG_U07,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,SHOOTING_J08,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,SKATEBOARDING_L17,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,SKIING_T01,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,SKITTLES_I09,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,SLEDDING_K02,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,SNOOKER_I06,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,SNOWBOARDING_T02,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,SNOWSPORT_K01,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,TABLETENNIS_G03,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,TAEKWONDO_J05,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,TENNIS_G01,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,TENPIN_I04,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,TRACKANDFIELD_L02,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,TRAMPOLINING_U25,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,TRIATHLON_L05,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,VOLLEYBALL_F10,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,WALKTRAV_B02,16,0.1615954767682371,8,8,2.0,1,1.0,True,False,True
272,85+,WATERPOLO_U06,16,0.0,6,6,2.0,1,1.0,True,True,True
272,85+,WATERSKIING_H10,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,WHEELCHBASKETBALL_F08,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,WHEELCHRUGBY_F05,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,WINTER_C10,16,0.0,8,8,2.0,1,1.0,True,False,True
272,85+,WRESTLING_J09,16,0.0,8,8,2.0,1,1.0,True,False,True
279,16-24,ABSEILING_H03,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,ACTTRAV_C03,16,0.8067800106059311,8,0,38.0,30,0.0,False,False,False
279,16-24,AIKIDO_S04,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,AIRGUN_S08,16,0.0354781622343587,8,3,34.0,26,0.375,False,False,False
279,16-24,ARCHERY_J01,16,0.031430441713847,8,0,38.0,30,0.0,False,False,False
279,16-24,BADMINTON_G02,16,0.1525030885846104,8,0,38.0,30,0.0,False,False,False
279,16-24,BASESOFTBALL_F13,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,BASKETBALL_F07,16,0.1350704751089085,8,0,38.0,30,0.0,False,False,False
279,16-24,BOCCIA_L11,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,BOULES_L12,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,BOWLSBOULES_C12,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,BOWLSCARPET_U18,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,BOWLSCROWNGREEN_U19,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,BOWLSFLATGREEN_U20,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,BOWLSSHORTMAT_U23,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,BOWLS_L10,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,BOXINGTRAD_S01,16,0.0698310623866478,8,0,38.0,30,0.0,False,False,False
279,16-24,CAVING_H02,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,CHEERLEADING_L15,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,CLIMBWALL_R02,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,CRICKETLONG_Q06,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,CRICKETOTH_Q12,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,CRICKETSHORT_Q07,16,0.108989964428014,8,3,34.0,26,0.375,False,False,False
279,16-24,CROQUET_I05,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,CYCBMX_N03,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,CYCCROSS_N06,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,CYCLEISURE_N01,16,0.2185440678119705,8,3,34.0,26,0.375,False,False,False
279,16-24,CYCMOUNTAIN_N02,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,CYCROAD_N04,16,0.0354781622343587,8,3,34.0,26,0.375,False,False,False
279,16-24,CYCTRACK_N05,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,CYCTRAV_B04,16,0.2320748668264375,8,0,38.0,30,0.0,False,False,False
279,16-24,CYC_OLD_M02,16,0.2250407121640728,8,0,38.0,30,0.0,False,False,False
279,16-24,DANCEART_B05,16,0.0104657025478289,8,0,38.0,30,0.0,False,False,False
279,16-24,DANCEOTHER_O01,16,0.0249439551458034,8,0,38.0,30,0.0,False,False,False
279,16-24,DARTS_I08,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,DIVING_U05,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,DODGEBALL_F12,16,0.0202003254620544,8,0,38.0,30,0.0,False,False,False
279,16-24,DRIVINGRANGE_U10,16,0.0354781622343587,8,3,34.0,26,0.375,False,False,False
279,16-24,EQUESTDRESSAGE_U15,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,EQUESTEVENTING_U16,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,EQUESTHACKING_U12,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,EQUESTOTHER_U17,16,0.0,8,2,34.0,26,0.25,False,False,False
279,16-24,EQUESTSCHOOLING_U13,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,EQUESTSHOWJUMP_U14,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,EQUEST_L09,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,FELLRUNNING_L04,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,FENCING_J03,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,FOOTBALL11_Q01,16,0.0608984133001966,8,3,34.0,26,0.375,False,False,False
279,16-24,FOOTBALLOTHER_Q05,16,0.0380966203615413,8,3,34.0,26,0.375,False,False,False
279,16-24,FOOTBALLSMALL_Q02,16,0.2245304135256596,8,3,34.0,26,0.375,False,False,False
279,16-24,FOOTBALLWALK_Q04,16,0.1092034801303681,8,3,34.0,26,0.375,False,False,False
279,16-24,FOOTBALL_F01,16,0.2956580338970483,8,0,38.0,30,0.0,False,False,False
279,16-24,FRISBEE_I03,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,FUTSAL_Q03,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,GARDENTRAMP_L14,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,GARD_B08,16,0.2183864012638871,8,0,38.0,30,0.0,False,False,False
279,16-24,GLIDING_H08,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,GOALBALL_F15,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,GOLFADV_U11,16,0.13512001132049,8,3,34.0,26,0.375,False,False,False
279,16-24,GOLFFULL_U08,16,0.0354781622343587,8,3,34.0,26,0.375,False,False,False
279,16-24,GOLFSHORT_U09,16,0.0900221147830854,8,3,34.0,26,0.375,False,False,False
279,16-24,GOLF_L08,16,0.1680251113975538,8,0,38.0,30,0.0,False,False,False
279,16-24,GYMNASTICSONLY_U24,16,0.0380966203615413,8,3,34.0,26,0.375,False,False,False
279,16-24,GYMNASTICS_L13,16,0.121279805609589,8,0,38.0,30,0.0,False,False,False
279,16-24,GYMTRAMPCHEER_C13,16,0.121279805609589,8,0,38.0,30,0.0,False,False,False
279,16-24,HANDBALL_F16,16,0.033750158699268,8,0,38.0,30,0.0,False,False,False
279,16-24,HIGHROPES_H14,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,HOCKEY_F09,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,ICEHOCKEY_K03,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,ICESKATING_I02,16,0.056586204158626,8,0,38.0,30,0.0,False,False,False
279,16-24,JUJITSU_S03,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,KARATE_S02,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,KARTING_U26,16,0.0926651352503378,8,3,34.0,26,0.375,False,False,False
279,16-24,LACROSSE_F14,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,LIFESAVING_H13,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,MARTIALCHINESE_S05,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,MARTIALOTHER_S06,16,0.0228017929386553,8,3,34.0,26,0.375,False,False,False
279,16-24,MARTIAL_J07,16,0.0202003254620544,8,0,38.0,30,0.0,False,False,False
279,16-24,MODPENT_L06,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,MOTORCARRACE_U28,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,MOTORCYCRACE_U27,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,MOTORSPORTS_L18,16,0.0820929255904605,8,0,38.0,30,0.0,False,False,False
279,16-24,NETBALL_F06,16,0.033750158699268,8,0,38.0,30,0.0,False,False,False
279,16-24,ORIENTEERING_H04,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,PARKOUR_H05,16,0.0191685785100343,8,0,38.0,30,0.0,False,False,False
279,16-24,POOL_I07,16,0.1534542632165571,8,0,38.0,30,0.0,False,False,False
279,16-24,RIFLE_S09,16,0.0354781622343587,8,3,34.0,26,0.375,False,False,False
279,16-24,ROCKCLIMB_R01,16,0.0319948421942203,8,3,34.0,26,0.375,False,False,False
279,16-24,ROLLERSKATING_L16,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,ROUNDERS_F11,16,0.033750158699268,8,0,38.0,30,0.0,False,False,False
279,16-24,ROWINGWATER_R04,16,0.0064267146019802,8,0,38.0,30,0.0,False,False,False
279,16-24,RUGBYLEAG13_Q17,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,RUGBYLEAGTAG_Q19,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,RUGBYLEAGTOUCH_Q18,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,RUGBYLEAGUE_F04,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,RUGBYUN15_Q13,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,RUGBYUN7_Q15,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,RUGBYUNION_F03,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,RUGBYUNTAG_Q16,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,RUGBYUNTOUCH_Q14,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,RUNJOG_U07,16,0.3007336423609833,8,0,38.0,30,0.0,False,False,False
279,16-24,SHOOTING_J08,16,0.031430441713847,8,0,38.0,30,0.0,False,False,False
279,16-24,SKATEBOARDING_L17,16,0.1365946696837068,8,0,38.0,30,0.0,False,False,False
279,16-24,SKIING_T01,16,0.0354781622343587,8,3,34.0,26,0.375,False,False,False
279,16-24,SKITTLES_I09,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,SLEDDING_K02,16,0.0191685785100343,8,0,38.0,30,0.0,False,False,False
279,16-24,SNOOKER_I06,16,0.0283445353253189,8,0,38.0,30,0.0,False,False,False
279,16-24,SNOWBOARDING_T02,16,0.0,8,3,34.0,26,0.375,False,False,False
279,16-24,SNOWSPORT_K01,16,0.031430441713847,8,0,38.0,30,0.0,False,False,False
279,16-24,TABLETENNIS_G03,16,0.1294411241401948,8,0,38.0,30,0.0,False,False,False
279,16-24,TAEKWONDO_J05,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,TENNIS_G01,16,0.073948715727196,8,0,38.0,30,0.0,False,False,False
279,16-24,TENPIN_I04,16,0.0366097326036803,8,0,38.0,30,0.0,False,False,False
279,16-24,TRACKANDFIELD_L02,16,0.0857177212766237,8,0,38.0,30,0.0,False,False,False
279,16-24,TRAMPOLINING_U25,16,0.0988020162641362,8,3,34.0,26,0.375,False,False,False
279,16-24,TRIATHLON_L05,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,VOLLEYBALL_F10,16,0.0202003254620544,8,0,38.0,30,0.0,False,False,False
279,16-24,WALKTRAV_B02,16,0.8067800106059311,8,0,38.0,30,0.0,False,False,False
279,16-24,WATERPOLO_U06,16,0.0216371740611405,8,3,34.0,26,0.375,False,False,False
279,16-24,WATERSKIING_H10,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,WHEELCHBASKETBALL_F08,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,WHEELCHRUGBY_F05,16,0.0,8,0,38.0,30,0.0,False,False,False
279,16-24,WINTER_C10,16,0.1071852243825075,8,0,38.0,30,0.0,False,False,False
279,16-24,WRESTLING_J09,16,0.0,8,0,38.0,30,0.0,False,False,False
279,25-34,ABSEILING_H03,16,0.0,8,0,92.5,81,0.0,False,False,False
279,25-34,ACTTRAV_C03,16,0.6897141413032545,8,0,92.5,81,0.0,False,False,False
279,25-34,AIKIDO_S04,16,0.0,8,0,83.5,54,0.0,False,False,False
279,25-34,AIRGUN_S08,16,0.0,8,0,83.5,54,0.0,False,False,False
279,25-34,ARCHERY_J01,16,0.005717890027218,8,0,92.5,81,0.0,False,False,False
279,25-34,BADMINTON_G02,16,0.0315771825443648,8,0,92.5,81,0.0,False,False,False
279,25-34,BASESOFTBALL_F13,16,0.004348253487791,8,0,92.5,81,0.0,False,False,False
279,25-34,BASKETBALL_F07,16,0.0507476769195658,8,0,92.5,81,0.0,False,False,False
279,25-34,BOCCIA_L11,16,0.0,8,0,92.5,81,0.0,False,False,False
279,25-34,BOULES_L12,16,0.0307535193761362,8,0,92.5,81,0.0,False,False,False
279,25-34,BOWLSBOULES_C12,16,0.0307535193761362,8,0,92.5,81,0.0,False,False,False
279,25-34,BOWLSCARPET_U18,16,0.0,8,0,83.5,54,0.0,False,False,False
279,25-34,BOWLSCROWNGREEN_U19,16,0.0,8,0,83.5,54,0.0,False,False,False
279,25-34,BOWLSFLATGREEN_U20,16,0.0,8,0,83.5,54,0.0,False,False,False
279,25-34,BOWLSSHORTMAT_U23,16,0.0,8,0,83.5,54,0.0,False,False,False
279,25-34,BOWLS_L10,16,0.0,8,0,92.5,81,0.0,False,False,False
279,25-34,BOXINGTRAD_S01,16,0.0330159946236205,8,0,92.5,81,0.0,False,False,False
279,25-34,CAVING_H02,16,0.0,8,0,92.5,81,0.0,False,False,False
279,25-34,CHEERLEADING_L15,16,0.0,8,0,92.5,81,0.0,False,False,False
279,25-34,CLIMBWALL_R02,16,0.0423516139110361,8,0,83.5,54,0.0,False,False,False
279,25-34,CRICKETLONG_Q06,16,0.0143716199517971,8,0,83.5,54,0.0,False,False,False
279,25-34,CRICKETOTH_Q12,16,0.0,8,0,83.5,54,0.0,False,False,False
279,25-34,CRICKETSHORT_Q07,16,0.0143716199517971,8,0,83.5,54,0.0,False,False,False
279,25-34,CROQUET_I05,16,0.0,8,0,92.5,81,0.0,False,False,False
279,25-34,CYCBMX_N03,16,0.0,8,0,83.5,54,0.0,False,False,False
279,25-34,CYCCROSS_N06,16,0.0,8,0,83.5,54,0.0,False,False,False
279,25-34,CYCLEISURE_N01,16,0.145253246612673,8,0,83.5,54,0.0,False,False,False
279,25-34,CYCMOUNTAIN_N02,16,0.0256766345095964,8,0,83.5,54,0.0,False,False,False
279,25-34,CYCROAD_N04,16,0.0618318132649779,8,0,83.5,54,0.0,False,False,False
279,25-34,CYCTRACK_N05,16,0.0175780215726282,8,0,83.5,54,0.0,False,False,False
279,25-34,CYCTRAV_B04,16,0.2383017883041471,8,0,92.5,81,0.0,False,False,False
279,25-34,CYC_OLD_M02,16,0.1952942256683437,8,0,92.5,81,0.0,False,False,False
279,25-34,DANCEART_B05,16,0.0615566120444975,8,0,92.5,81,0.0,False,False,False
279,25-34,DANCEOTHER_O01,16,0.1002807185699905,8,0,92.5,81,0.0,False,False,False
279,25-34,DARTS_I08,16,0.0754732340044059,8,0,92.5,81,0.0,False,False,False
279,25-34,DIVING_U05,16,0.0,8,0,83.5,54,0.0,False,False,False
279,25-34,DODGEBALL_F12,16,0.0,8,0,92.5,81,0.0,False,False,False
