LA_2023,age_group,activity_suffix,year,months12_rate,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
107,16-24,ABSEILING_H03,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,ACTTRAV_C03,9,0.796338126753577,8,1,35.0,27,0.125,False,False,False
107,16-24,AIKIDO_S04,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,AIRGUN_S08,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,ARCHERY_J01,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,BADMINTON_G02,9,0.1416728753764001,8,1,35.0,27,0.125,False,False,False
107,16-24,BASESOFTBALL_F13,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,BASKETBALL_F07,9,0.2294878023471405,8,1,35.0,27,0.125,False,False,False
107,16-24,BOCCIA_L11,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,BOULES_L12,9,0.0059836720941144,8,1,35.0,27,0.125,False,False,False
107,16-24,BOWLSBOULES_C12,9,0.0059836720941144,8,1,35.0,27,0.125,False,False,False
107,16-24,BOWLSCARPET_U18,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,BOWLSCROWNGREEN_U19,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,BOWLSFLATGREEN_U20,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,BOWLSSHORTMAT_U23,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,BOWLS_L10,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,BOXINGTRAD_S01,9,0.0391804744219147,8,1,35.0,27,0.125,False,False,False
107,16-24,CAVING_H02,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,CHEERLEADING_L15,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,CLIMBWALL_R02,9,0.0044141701352334,8,3,33.0,24,0.375,False,False,False
107,16-24,CRICKETLONG_Q06,9,0.0215211276342901,8,3,33.0,24,0.375,False,False,False
107,16-24,CRICKETOTH_Q12,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,CRICKETSHORT_Q07,9,0.0287934382362068,8,3,33.0,24,0.375,False,False,False
107,16-24,CROQUET_I05,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,CYCBMX_N03,9,0.064521504780752,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCCROSS_N06,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCLEISURE_N01,9,0.0190073393368682,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCMOUNTAIN_N02,9,0.0321825701875385,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCROAD_N04,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCTRACK_N05,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCTRAV_B04,9,0.103982499355534,8,1,35.0,27,0.125,False,False,False
107,16-24,CYC_OLD_M02,9,0.0931905434965527,8,1,35.0,27,0.125,False,False,False
107,16-24,DANCEART_B05,9,0.1057509860227545,8,1,35.0,27,0.125,False,False,False
107,16-24,DANCEOTHER_O01,9,0.1076861797886152,8,1,35.0,27,0.125,False,False,False
107,16-24,DARTS_I08,9,0.0180123015510172,8,1,35.0,27,0.125,False,False,False
107,16-24,DIVING_U05,9,0.012109954358516,8,3,33.0,24,0.375,False,False,False
107,16-24,DODGEBALL_F12,9,0.0156851667666231,8,1,35.0,27,0.125,False,False,False
107,16-24,DRIVINGRANGE_U10,9,0.020762798527302,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUESTDRESSAGE_U15,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUESTEVENTING_U16,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUESTHACKING_U12,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUESTOTHER_U17,9,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,EQUESTSCHOOLING_U13,9,0.0028694217222189,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUESTSHOWJUMP_U14,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUEST_L09,9,0.002489302647217,8,1,35.0,27,0.125,False,False,False
107,16-24,FELLRUNNING_L04,9,0.0271621882103014,8,1,35.0,27,0.125,False,False,False
107,16-24,FENCING_J03,9,0.0264262195826697,8,1,35.0,27,0.125,False,False,False
107,16-24,FOOTBALL11_Q01,9,0.0846903045704092,8,3,33.0,24,0.375,False,False,False
107,16-24,FOOTBALLOTHER_Q05,9,0.0271938915849511,8,3,33.0,24,0.375,False,False,False
107,16-24,FOOTBALLSMALL_Q02,9,0.1370247440488248,8,3,33.0,24,0.375,False,False,False
107,16-24,FOOTBALLWALK_Q04,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,FOOTBALL_F01,9,0.1528487649099146,8,1,35.0,27,0.125,False,False,False
107,16-24,FRISBEE_I03,9,0.0581758634862683,8,1,35.0,27,0.125,False,False,False
107,16-24,FUTSAL_Q03,9,0.0218604389468022,8,3,33.0,24,0.375,False,False,False
107,16-24,GARDENTRAMP_L14,9,0.0632472236165847,8,1,35.0,27,0.125,False,False,False
107,16-24,GARD_B08,9,0.1284662545221384,8,1,35.0,27,0.125,False,False,False
107,16-24,GLIDING_H08,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,GOALBALL_F15,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,GOLFADV_U11,9,0.0894983008894842,8,3,33.0,24,0.375,False,False,False
107,16-24,GOLFFULL_U08,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,GOLFSHORT_U09,9,0.020762798527302,8,3,33.0,24,0.375,False,False,False
107,16-24,GOLF_L08,9,0.0776422495168592,8,1,35.0,27,0.125,False,False,False
107,16-24,GYMNASTICSONLY_U24,9,0.0039802230208745,8,3,33.0,24,0.375,False,False,False
107,16-24,GYMNASTICS_L13,9,0.0034529534733971,8,1,35.0,27,0.125,False,False,False
107,16-24,GYMTRAMPCHEER_C13,9,0.0667001770899819,8,1,35.0,27,0.125,False,False,False
107,16-24,HANDBALL_F16,9,0.0474348106702217,8,1,35.0,27,0.125,False,False,False
107,16-24,HIGHROPES_H14,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,HOCKEY_F09,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,ICEHOCKEY_K03,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,ICESKATING_I02,9,0.0784355926270488,8,1,35.0,27,0.125,False,False,False
107,16-24,JUJITSU_S03,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,KARATE_S02,9,0.0028694217222189,8,3,33.0,24,0.375,False,False,False
107,16-24,KARTING_U26,9,0.0072723106019166,8,3,33.0,24,0.375,False,False,False
107,16-24,LACROSSE_F14,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,LIFESAVING_H13,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,MARTIALCHINESE_S05,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,MARTIALOTHER_S06,9,0.0192426035169351,8,3,33.0,24,0.375,False,False,False
107,16-24,MARTIAL_J07,9,0.0191827930125902,8,1,35.0,27,0.125,False,False,False
107,16-24,MODPENT_L06,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,MOTORCARRACE_U28,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,MOTORCYCRACE_U27,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,MOTORSPORTS_L18,9,0.0063089304345045,8,1,35.0,27,0.125,False,False,False
107,16-24,NETBALL_F06,9,0.0523327598439039,8,1,35.0,27,0.125,False,False,False
107,16-24,ORIENTEERING_H04,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,PARKOUR_H05,9,0.0045050835486364,8,1,35.0,27,0.125,False,False,False
107,16-24,POOL_I07,9,0.0973001017078816,8,1,35.0,27,0.125,False,False,False
107,16-24,RIFLE_S09,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,ROCKCLIMB_R01,9,0.0386250792781836,8,3,33.0,24,0.375,False,False,False
107,16-24,ROLLERSKATING_L16,9,0.0541529123959533,8,1,35.0,27,0.125,False,False,False
107,16-24,ROUNDERS_F11,9,0.084742651520688,8,1,35.0,27,0.125,False,False,False
107,16-24,ROWINGWATER_R04,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,RUGBYLEAG13_Q17,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYLEAGTAG_Q19,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYLEAGTOUCH_Q18,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYLEAGUE_F04,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,RUGBYUN15_Q13,9,0.017874192043371,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYUN7_Q15,9,0.0253526184692995,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYUNION_F03,9,0.0335504803646005,8,1,35.0,27,0.125,False,False,False
107,16-24,RUGBYUNTAG_Q16,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYUNTOUCH_Q14,9,0.0280717917885536,8,3,33.0,24,0.375,False,False,False
107,16-24,RUNJOG_U07,9,0.1385393557210264,8,1,35.0,27,0.125,False,False,False
107,16-24,SHOOTING_J08,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,SKATEBOARDING_L17,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,SKIING_T01,9,0.020762798527302,8,3,33.0,24,0.375,False,False,False
107,16-24,SKITTLES_I09,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,SLEDDING_K02,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,SNOOKER_I06,9,0.0302556341709184,8,1,35.0,27,0.125,False,False,False
107,16-24,SNOWBOARDING_T02,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,SNOWSPORT_K01,9,0.0180123015510172,8,1,35.0,27,0.125,False,False,False
107,16-24,TABLETENNIS_G03,9,0.0943943737753447,8,1,35.0,27,0.125,False,False,False
107,16-24,TAEKWONDO_J05,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,TENNIS_G01,9,0.0960007311323244,8,1,35.0,27,0.125,False,False,False
107,16-24,TENPIN_I04,9,0.0565766800655712,8,1,35.0,27,0.125,False,False,False
107,16-24,TRACKANDFIELD_L02,9,0.1564133034838636,8,1,35.0,27,0.125,False,False,False
107,16-24,TRAMPOLINING_U25,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,TRIATHLON_L05,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,VOLLEYBALL_F10,9,0.0536901879695574,8,1,35.0,27,0.125,False,False,False
107,16-24,WALKTRAV_B02,9,0.796338126753577,8,1,35.0,27,0.125,False,False,False
107,16-24,WATERPOLO_U06,9,0.0,8,3,33.0,24,0.375,False,False,False
107,16-24,WATERSKIING_H10,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,WHEELCHBASKETBALL_F08,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,WHEELCHRUGBY_F05,9,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,WINTER_C10,9,0.0784355926270488,8,1,35.0,27,0.125,False,False,False
107,16-24,WRESTLING_J09,9,0.0,8,1,35.0,27,0.125,False,False,False
107,25-34,ABSEILING_H03,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,ACTTRAV_C03,9,0.8679028574087847,8,0,118.5,99,0.0,False,False,False
107,25-34,AIKIDO_S04,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,AIRGUN_S08,9,0.0074384236770201,8,0,118.5,83,0.0,False,False,False
107,25-34,ARCHERY_J01,9,0.0403502170119626,8,0,118.5,99,0.0,False,False,False
107,25-34,BADMINTON_G02,9,0.060117516050949,8,0,118.5,99,0.0,False,False,False
107,25-34,BASESOFTBALL_F13,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,BASKETBALL_F07,9,0.0473581868198004,8,0,118.5,99,0.0,False,False,False
107,25-34,BOCCIA_L11,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,BOULES_L12,9,0.015233864058521,8,0,118.5,99,0.0,False,False,False
107,25-34,BOWLSBOULES_C12,9,0.0178358427223648,8,0,118.5,99,0.0,False,False,False
107,25-34,BOWLSCARPET_U18,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,BOWLSCROWNGREEN_U19,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,BOWLSFLATGREEN_U20,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,BOWLSSHORTMAT_U23,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,BOWLS_L10,9,0.0026019786638437,8,0,118.5,99,0.0,False,False,False
107,25-34,BOXINGTRAD_S01,9,0.0241151047281567,8,0,118.5,99,0.0,False,False,False
107,25-34,CAVING_H02,9,0.0067616785508685,8,0,118.5,99,0.0,False,False,False
107,25-34,CHEERLEADING_L15,9,0.0043208193698119,8,0,118.5,99,0.0,False,False,False
107,25-34,CLIMBWALL_R02,9,0.0494459467927324,8,0,118.5,83,0.0,False,False,False
107,25-34,CRICKETLONG_Q06,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,CRICKETOTH_Q12,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,CRICKETSHORT_Q07,9,0.0070936883910256,8,0,118.5,83,0.0,False,False,False
107,25-34,CROQUET_I05,9,0.0072183151532963,8,0,118.5,99,0.0,False,False,False
107,25-34,CYCBMX_N03,9,0.0053633455685897,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCCROSS_N06,9,0.0027527198650325,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCLEISURE_N01,9,0.1767031004358924,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCMOUNTAIN_N02,9,0.0185072389731965,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCROAD_N04,9,0.0531515225692367,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCTRACK_N05,9,0.0024854296743123,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCTRAV_B04,9,0.25096428351344,8,0,118.5,99,0.0,False,False,False
107,25-34,CYC_OLD_M02,9,0.195837940654677,8,0,118.5,99,0.0,False,False,False
107,25-34,DANCEART_B05,9,0.0941433144019932,8,0,118.5,99,0.0,False,False,False
107,25-34,DANCEOTHER_O01,9,0.1713103166638801,8,0,118.5,99,0.0,False,False,False
107,25-34,DARTS_I08,9,0.0529164714236628,8,0,118.5,99,0.0,False,False,False
107,25-34,DIVING_U05,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,DODGEBALL_F12,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,DRIVINGRANGE_U10,9,0.0661363824734289,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUESTDRESSAGE_U15,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUESTEVENTING_U16,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUESTHACKING_U12,9,0.0104288035174171,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUESTOTHER_U17,9,0.0067189319153554,8,0,118.5,89,0.0,False,False,False
107,25-34,EQUESTSCHOOLING_U13,9,0.004035937450178,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUESTSHOWJUMP_U14,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUEST_L09,9,0.0157247617361071,8,0,118.5,99,0.0,False,False,False
107,25-34,FELLRUNNING_L04,9,0.0151558638320082,8,0,118.5,99,0.0,False,False,False
107,25-34,FENCING_J03,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,FOOTBALL11_Q01,9,0.0391358466959102,8,0,118.5,83,0.0,False,False,False
107,25-34,FOOTBALLOTHER_Q05,9,0.0111833546130588,8,0,118.5,83,0.0,False,False,False
107,25-34,FOOTBALLSMALL_Q02,9,0.0996047144729626,8,0,118.5,83,0.0,False,False,False
107,25-34,FOOTBALLWALK_Q04,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,FOOTBALL_F01,9,0.1179935002946937,8,0,118.5,99,0.0,False,False,False
107,25-34,FRISBEE_I03,9,0.0157281084176133,8,0,118.5,99,0.0,False,False,False
107,25-34,FUTSAL_Q03,9,0.021925202394875,8,0,118.5,83,0.0,False,False,False
107,25-34,GARDENTRAMP_L14,9,0.0181969502384998,8,0,118.5,99,0.0,False,False,False
107,25-34,GARD_B08,9,0.3292894872641968,8,0,118.5,99,0.0,False,False,False
107,25-34,GLIDING_H08,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,GOALBALL_F15,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,GOLFADV_U11,9,0.1970331019912168,8,0,118.5,83,0.0,False,False,False
107,25-34,GOLFFULL_U08,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,GOLFSHORT_U09,9,0.0081015180684184,8,0,118.5,83,0.0,False,False,False
107,25-34,GOLF_L08,9,0.2034741249908185,8,0,118.5,99,0.0,False,False,False
107,25-34,GYMNASTICSONLY_U24,9,0.0195324269446158,8,0,118.5,83,0.0,False,False,False
107,25-34,GYMNASTICS_L13,9,0.0487090192611439,8,0,118.5,99,0.0,False,False,False
107,25-34,GYMTRAMPCHEER_C13,9,0.0624930481278398,8,0,118.5,99,0.0,False,False,False
107,25-34,HANDBALL_F16,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,HIGHROPES_H14,9,0.0025479944804089,8,0,118.5,99,0.0,False,False,False
107,25-34,HOCKEY_F09,9,0.0065050315370437,8,0,118.5,99,0.0,False,False,False
107,25-34,ICEHOCKEY_K03,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,ICESKATING_I02,9,0.0503302291334327,8,0,118.5,99,0.0,False,False,False
107,25-34,JUJITSU_S03,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,KARATE_S02,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,KARTING_U26,9,0.0745250964227868,8,0,118.5,83,0.0,False,False,False
107,25-34,LACROSSE_F14,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,LIFESAVING_H13,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,MARTIALCHINESE_S05,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,MARTIALOTHER_S06,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,MARTIAL_J07,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,MODPENT_L06,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,MOTORCARRACE_U28,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,MOTORCYCRACE_U27,9,0.004035937450178,8,0,118.5,83,0.0,False,False,False
107,25-34,MOTORSPORTS_L18,9,0.0683407665812846,8,0,118.5,99,0.0,False,False,False
107,25-34,NETBALL_F06,9,0.0162550688496813,8,0,118.5,99,0.0,False,False,False
107,25-34,ORIENTEERING_H04,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,PARKOUR_H05,9,0.008577291889515,8,0,118.5,99,0.0,False,False,False
107,25-34,POOL_I07,9,0.1385516590565315,8,0,118.5,99,0.0,False,False,False
107,25-34,RIFLE_S09,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,ROCKCLIMB_R01,9,0.0394017126487559,8,0,118.5,83,0.0,False,False,False
107,25-34,ROLLERSKATING_L16,9,0.0149357454447609,8,0,118.5,99,0.0,False,False,False
107,25-34,ROUNDERS_F11,9,0.0190004717638772,8,0,118.5,99,0.0,False,False,False
107,25-34,ROWINGWATER_R04,9,0.0249669996220291,8,0,118.5,99,0.0,False,False,False
107,25-34,RUGBYLEAG13_Q17,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYLEAGTAG_Q19,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYLEAGTOUCH_Q18,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYLEAGUE_F04,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,RUGBYUN15_Q13,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYUN7_Q15,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYUNION_F03,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,RUGBYUNTAG_Q16,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYUNTOUCH_Q14,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,RUNJOG_U07,9,0.3113327022172646,8,0,118.5,99,0.0,False,False,False
107,25-34,SHOOTING_J08,9,0.0068211595911266,8,0,118.5,99,0.0,False,False,False
107,25-34,SKATEBOARDING_L17,9,0.0079450838954797,8,0,118.5,99,0.0,False,False,False
107,25-34,SKIING_T01,9,0.0139626931870033,8,0,118.5,83,0.0,False,False,False
107,25-34,SKITTLES_I09,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,SLEDDING_K02,9,0.0073039625781736,8,0,118.5,99,0.0,False,False,False
107,25-34,SNOOKER_I06,9,0.0231253930886919,8,0,118.5,99,0.0,False,False,False
107,25-34,SNOWBOARDING_T02,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,SNOWSPORT_K01,9,0.0128040244393072,8,0,118.5,99,0.0,False,False,False
107,25-34,TABLETENNIS_G03,9,0.1148687079706302,8,0,118.5,99,0.0,False,False,False
107,25-34,TAEKWONDO_J05,9,0.0079195320051391,8,0,118.5,99,0.0,False,False,False
107,25-34,TENNIS_G01,9,0.1556970838808089,8,0,118.5,99,0.0,False,False,False
107,25-34,TENPIN_I04,9,0.1103987893402891,8,0,118.5,99,0.0,False,False,False
107,25-34,TRACKANDFIELD_L02,9,0.0048919390705567,8,0,118.5,99,0.0,False,False,False
107,25-34,TRAMPOLINING_U25,9,0.0335843953956568,8,0,118.5,83,0.0,False,False,False
107,25-34,TRIATHLON_L05,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,VOLLEYBALL_F10,9,0.0124022051419721,8,0,118.5,99,0.0,False,False,False
107,25-34,WALKTRAV_B02,9,0.8488980797825668,8,0,118.5,99,0.0,False,False,False
107,25-34,WATERPOLO_U06,9,0.0,8,0,118.5,83,0.0,False,False,False
107,25-34,WATERSKIING_H10,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,WHEELCHBASKETBALL_F08,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,WHEELCHRUGBY_F05,9,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,WINTER_C10,9,0.0603590178940055,8,0,118.5,99,0.0,False,False,False
107,25-34,WRESTLING_J09,9,0.0071358040602246,8,0,118.5,99,0.0,False,False,False
107,35-44,ABSEILING_H03,9,0.0025292300040928,8,0,119.0,98,0.0,False,False,False
107,35-44,ACTTRAV_C03,9,0.6800292652923425,8,0,119.0,98,0.0,False,False,False
107,35-44,AIKIDO_S04,9,0.0,8,0,114.0,72,0.0,False,False,False
107,35-44,AIRGUN_S08,9,0.0081099874535009,8,0,114.0,72,0.0,False,False,False
107,35-44,ARCHERY_J01,9,0.018270362441078,8,0,119.0,98,0.0,False,False,False
107,35-44,BADMINTON_G02,9,0.0581739510322698,8,0,119.0,98,0.0,False,False,False
107,35-44,BASESOFTBALL_F13,9,0.0,8,0,119.0,98,0.0,False,False,False
107,35-44,BASKETBALL_F07,9,0.026715867827305,8,0,119.0,98,0.0,False,False,False
107,35-44,BOCCIA_L11,9,0.002121259012991,8,0,119.0,98,0.0,False,False,False
107,35-44,BOULES_L12,9,0.0046504890170838,8,0,119.0,98,0.0,False,False,False
107,35-44,BOWLSBOULES_C12,9,0.0097015307901074,8,0,119.0,98,0.0,False,False,False
107,35-44,BOWLSCARPET_U18,9,0.0,8,0,114.0,72,0.0,False,False,False
107,35-44,BOWLSCROWNGREEN_U19,9,0.0019958155172298,8,0,114.0,72,0.0,False,False,False
107,35-44,BOWLSFLATGREEN_U20,9,0.0,8,0,114.0,72,0.0,False,False,False
107,35-44,BOWLSSHORTMAT_U23,9,0.0,8,0,114.0,72,0.0,False,False,False
107,35-44,BOWLS_L10,9,0.0050510417730236,8,0,119.0,98,0.0,False,False,False
107,35-44,BOXINGTRAD_S01,9,0.0239154282445791,8,0,119.0,98,0.0,False,False,False
107,35-44,CAVING_H02,9,0.0,8,0,119.0,98,0.0,False,False,False
107,35-44,CHEERLEADING_L15,9,0.0,8,0,119.0,98,0.0,False,False,False
107,35-44,CLIMBWALL_R02,9,0.0061487987234579,8,0,114.0,72,0.0,False,False,False
107,35-44,CRICKETLONG_Q06,9,0.0071805099397763,8,0,114.0,72,0.0,False,False,False
107,35-44,CRICKETOTH_Q12,9,0.0060824903599838,8,0,114.0,72,0.0,False,False,False
107,35-44,CRICKETSHORT_Q07,9,0.0149045757472142,8,0,114.0,72,0.0,False,False,False
107,35-44,CROQUET_I05,9,0.0095333893763017,8,0,119.0,98,0.0,False,False,False
107,35-44,CYCBMX_N03,9,0.0024534870864816,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCCROSS_N06,9,0.0066329017941858,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCLEISURE_N01,9,0.1117792118976169,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCMOUNTAIN_N02,9,0.017344179552629,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCROAD_N04,9,0.0366734121379399,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCTRACK_N05,9,0.0066329017941858,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCTRAV_B04,9,0.1266619134548737,8,0,119.0,98,0.0,False,False,False
107,35-44,CYC_OLD_M02,9,0.1388209244534834,8,0,119.0,98,0.0,False,False,False
107,35-44,DANCEART_B05,9,0.0331469756607691,8,0,119.0,98,0.0,False,False,False
107,35-44,DANCEOTHER_O01,9,0.1121436995494024,8,0,119.0,98,0.0,False,False,False
107,35-44,DARTS_I08,9,0.0661905868145874,8,0,119.0,98,0.0,False,False,False
107,35-44,DIVING_U05,9,0.0110993821405097,8,0,114.0,72,0.0,False,False,False
107,35-44,DODGEBALL_F12,9,0.0131003886146594,8,0,119.0,98,0.0,False,False,False
107,35-44,DRIVINGRANGE_U10,9,0.0479736495016069,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUESTDRESSAGE_U15,9,0.0,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUESTEVENTING_U16,9,0.0,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUESTHACKING_U12,9,0.0080500487651229,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUESTOTHER_U17,9,0.0154735778347098,8,0,114.0,98,0.0,False,False,False
107,35-44,EQUESTSCHOOLING_U13,9,0.0055103871234313,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUESTSHOWJUMP_U14,9,0.0,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUEST_L09,9,0.0262531624856758,8,0,119.0,98,0.0,False,False,False
107,35-44,FELLRUNNING_L04,9,0.0123769929188628,8,0,119.0,98,0.0,False,False,False
107,35-44,FENCING_J03,9,0.0025292300040928,8,0,119.0,98,0.0,False,False,False
107,35-44,FOOTBALL11_Q01,9,0.0206650956298266,8,0,114.0,72,0.0,False,False,False
107,35-44,FOOTBALLOTHER_Q05,9,0.0253677527611788,8,0,114.0,72,0.0,False,False,False
