LA_2023,disability_group,year,inactive_rate,fairly_active_rate,active_rate,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
293,disty6,10,0.39419960664192766,0.08415162240238722,0.5216487709556851,8,8,8.0,5,1.0,True,False,True
293,disty7,10,0.3946787353156384,0.09924192914882946,0.5060793355355321,8,8,16.0,11,1.0,True,False,True
293,disty8,10,0.40170731396286286,0.09310130621856112,0.505191379818576,8,8,13.0,5,1.0,True,False,True
293,disty9,10,0.41311308399247865,0.08939812757098285,0.49748878843653854,8,8,10.0,4,1.0,True,False,True
293,limiting_disability,10,0.38553764149820774,0.10427606339628455,0.5101862951055077,8,0,69.5,47,0.0,False,False,False
293,no_disability,10,0.15618567079518358,0.09212837234088785,0.7516859568639285,8,0,325.5,289,0.0,False,False,False
293,non_limiting_disability,10,0.1719721844470254,0.0882485080133753,0.7397793075395993,8,0,75.0,57,0.0,False,False,False
30,disty1,10,0.4338770607294867,0.08658118821089296,0.4795417510596205,8,1,36.5,27,0.125,False,False,False
30,disty10,10,0.4184743315259998,0.0780248358063357,0.5035008326676645,7,7,5.0,2,1.0,True,True,True
30,disty11,10,0.3593095384649145,0.08651803539626556,0.5541724261388199,7,7,4.0,2,1.0,True,True,True
30,disty12,10,0.3593095384649145,0.08651803539626556,0.5541724261388199,8,8,8.5,4,1.0,True,False,True
30,disty13,10,0.4265280081219277,0.06028111954346142,0.5131908723346109,8,8,6.0,3,1.0,True,False,True
30,disty2,10,0.41736901008479416,0.09603957458396886,0.486591415331237,8,3,30.5,25,0.375,False,False,False
30,disty3,10,0.4810463415556961,0.1038298060899368,0.4151238523543671,8,2,37.5,28,0.25,False,False,False
30,disty4,10,0.41110112841902624,0.09426934504635522,0.4946295265346184,8,8,9.5,5,1.0,True,False,True
30,disty5,10,0.4106187965188581,0.09194779057468143,0.4974334129064605,8,5,19.0,13,0.625,True,False,True
30,disty6,10,0.4196293863810483,0.07548003960401499,0.5048905740149366,8,8,6.5,3,1.0,True,False,True
30,disty7,10,0.4159144005307939,0.09919004680274021,0.48489555266646583,8,8,19.5,14,1.0,True,False,True
30,disty8,10,0.42228363588608175,0.07939794858817714,0.498318415525741,8,8,13.5,7,1.0,True,False,True
30,disty9,10,0.4305001142715278,0.09813526151471431,0.4713646242137578,8,8,10.0,6,1.0,True,False,True
30,limiting_disability,10,0.4083135318102399,0.10041092804792072,0.49127554014183944,8,0,64.0,52,0.0,False,False,False
30,no_disability,10,0.24941688154173897,0.09933330747665385,0.6512498109816073,8,0,331.5,320,0.0,False,False,False
30,non_limiting_disability,10,0.24254703432402677,0.09581671472363128,0.661636250952342,8,0,62.5,52,0.0,False,False,False
35,disty1,10,0.4041865305307074,0.1044846882905633,0.49132878117872925,8,2,36.5,28,0.25,False,False,False
35,disty10,10,0.39355731887696427,0.0856438567871538,0.5207988243358819,8,8,3.0,1,1.0,True,False,True
35,disty11,10,0.36970547958338695,0.0947802610714889,0.5355142593451241,7,7,3.0,1,1.0,True,True,True
35,disty12,10,0.39106842498203603,0.09142633195271922,0.5175052430652447,8,8,6.5,2,1.0,True,False,True
35,disty13,10,0.4049991557469561,0.059060908561035554,0.5359399356920084,8,8,5.0,2,1.0,True,False,True
35,disty2,10,0.38698751114400504,0.10090756494915729,0.5121049239068377,8,8,21.0,18,1.0,True,False,True
35,disty3,10,0.45734933083000356,0.10857099249169692,0.4340796766782995,8,0,40.5,35,0.0,False,False,False
35,disty4,10,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,12.0,10,1.0,True,False,True
35,disty5,10,0.38555641145911573,0.10073752672760239,0.5137060618132818,8,7,22.5,10,0.875,True,False,True
35,disty6,10,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,4.0,3,1.0,True,False,True
35,disty7,10,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,16.5,11,1.0,True,False,True
35,disty8,10,0.39178976143716143,0.099715574067136,0.5084946644957026,8,8,10.5,7,1.0,True,False,True
35,disty9,10,0.4445208004398765,0.09178786363241606,0.46369133592770734,8,8,9.5,5,1.0,True,False,True
35,limiting_disability,10,0.3915757433562782,0.10632375241692296,0.5021005042267989,8,0,67.0,56,0.0,False,False,False
35,no_disability,10,0.1511266185200349,0.0919960800139586,0.7568773014660064,8,0,300.5,290,0.0,False,False,False
35,non_limiting_disability,10,0.154125684621263,0.09300296601556152,0.7528713493631756,8,0,81.5,77,0.0,False,False,False
44,disty1,10,0.40741049072650226,0.10391931927260731,0.4886701900008904,8,3,31.0,26,0.375,False,False,False
44,disty10,10,0.385997989812947,0.08977720466791463,0.5242248055191383,8,8,4.5,3,1.0,True,False,True
44,disty11,10,0.3777081819522399,0.08548746672532548,0.5368043513224348,8,8,3.0,2,1.0,True,False,True
44,disty12,10,0.38103574494107395,0.10147868632741082,0.5174855687315152,8,8,8.0,3,1.0,True,False,True
44,disty13,10,0.3509156010020808,0.05382059405565568,0.5952638049422634,8,8,5.5,2,1.0,True,False,True
44,disty2,10,0.3801396797380061,0.10359169985458361,0.5162686204074104,8,3,30.5,24,0.375,False,False,False
44,disty3,10,0.4509161856959288,0.10985810589951402,0.43922570840455705,8,0,41.0,31,0.0,False,False,False
44,disty4,10,0.38490629730548287,0.09235152741573159,0.5227421752787855,8,8,12.0,7,1.0,True,False,True
44,disty5,10,0.37942701868360423,0.10174243568924254,0.5188305456271533,8,3,32.5,21,0.375,False,False,False
44,disty6,10,0.3885691404875398,0.08371416803038711,0.527716691482073,8,8,8.5,6,1.0,True,False,True
44,disty7,10,0.38528569975377414,0.09145685758284762,0.5232574426633783,8,8,19.5,13,1.0,True,False,True
44,disty8,10,0.39318994606234964,0.08308150958944119,0.523728544348209,8,8,15.0,7,1.0,True,False,True
44,disty9,10,0.40918014145856585,0.08511233095006494,0.5057075275913692,8,8,10.5,8,1.0,True,False,True
44,limiting_disability,10,0.37940836286426316,0.10531621994706995,0.5152754171886669,8,0,72.5,59,0.0,False,False,False
44,no_disability,10,0.1511266185200349,0.0919960800139586,0.7568773014660064,8,0,315.5,287,0.0,False,False,False
44,non_limiting_disability,10,0.15461933843007666,0.09009791783031351,0.7552827437396099,8,0,76.5,58,0.0,False,False,False
68,disty1,10,0.4031744071555462,0.10672714792573658,0.49009844491871707,8,1,37.5,24,0.125,False,False,False
68,disty10,10,0.3414667073787826,0.07929779863075408,0.5792354939904633,8,8,3.0,1,1.0,True,False,True
68,disty11,10,0.3766138404915864,0.07786521652091513,0.5455209429874985,8,8,2.5,1,1.0,True,False,True
68,disty12,10,0.3381294280502085,0.08829615881640417,0.5735744131333873,8,8,7.0,3,1.0,True,False,True
68,disty13,10,0.3876493410803808,0.05084491654269752,0.5615057423769216,8,8,4.5,2,1.0,True,False,True
68,disty2,10,0.3709415021144101,0.10187105017953521,0.5271874477060547,8,7,24.5,18,0.875,True,False,True
68,disty3,10,0.45734933083000356,0.10857099249169692,0.4340796766782995,8,1,37.0,29,0.125,False,False,False
68,disty4,10,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,12.0,7,1.0,True,False,True
68,disty5,10,0.37268133865718284,0.08379612286891844,0.5435225384738986,8,6,23.0,14,0.75,True,False,True
68,disty6,10,0.39106842498203603,0.09142633195271922,0.5175052430652447,8,8,6.0,4,1.0,True,False,True
68,disty7,10,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,18.0,14,1.0,True,False,True
68,disty8,10,0.39254095933107586,0.09798941419454531,0.5094696264743789,8,8,12.0,6,1.0,True,False,True
68,disty9,10,0.4187105412367612,0.07705996825096022,0.5042294905122786,8,8,8.0,4,1.0,True,False,True
68,limiting_disability,10,0.38553764149820774,0.10427606339628455,0.5101862951055077,8,0,70.0,57,0.0,False,False,False
68,no_disability,10,0.19556933572338445,0.08782843001818126,0.7166022342584342,8,0,323.0,288,0.0,False,False,False
68,non_limiting_disability,10,0.20239731851823814,0.10200787160750154,0.6955948098742603,8,0,72.0,57,0.0,False,False,False
78,disty1,10,0.4078245156918692,0.1002791668056352,0.4918963175024957,8,4,31.0,25,0.5,True,False,True
78,disty10,10,0.39173980365322614,0.07374778752565705,0.5345124088211168,7,7,3.0,1,1.0,True,True,True
78,disty11,10,0.37021535930763255,0.07685779895805152,0.5529268417343158,6,6,2.0,1,1.0,True,True,True
78,disty12,10,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,6.0,3,1.0,True,False,True
78,disty13,10,0.38712062648821394,0.052139468318419924,0.5607399051933661,8,8,5.5,2,1.0,True,False,True
78,disty2,10,0.3862734191251571,0.10256662296417798,0.5111599579106649,8,7,23.0,14,0.875,True,False,True
78,disty3,10,0.45734933083000356,0.10857099249169692,0.4340796766782995,8,3,31.0,19,0.375,False,False,False
78,disty4,10,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,6.5,2,1.0,True,False,True
78,disty5,10,0.38555641145911573,0.10073752672760239,0.5137060618132818,8,8,20.0,11,1.0,True,False,True
78,disty6,10,0.39286147738914223,0.08726051313827443,0.5198780094725833,8,8,5.0,2,1.0,True,False,True
78,disty7,10,0.37332198006943434,0.096107402397796,0.5305706175327697,8,8,17.0,14,1.0,True,False,True
78,disty8,10,0.3420613152741697,0.08884721379696166,0.5690914709288686,8,8,7.5,4,1.0,True,False,True
78,disty9,10,0.4383520794887314,0.08975105778013096,0.4718968627311376,8,8,9.0,5,1.0,True,False,True
78,limiting_disability,10,0.372588123338966,0.09788422696689188,0.5295276496941421,8,0,62.0,45,0.0,False,False,False
78,no_disability,10,0.23085385835487035,0.10068566666584074,0.6684604749792888,8,0,327.0,317,0.0,False,False,False
78,non_limiting_disability,10,0.15464767192008655,0.0899311812382617,0.7554211468416518,8,0,75.5,60,0.0,False,False,False
8,disty1,10,0.45915134755971987,0.09671708925772064,0.4441315631825594,8,0,47.0,42,0.0,False,False,False
8,disty10,10,0.45706207052292164,0.08348109868213861,0.45945683079493965,7,7,8.0,3,1.0,True,True,True
8,disty11,10,0.4522221779137294,0.07124491081617698,0.4765329112700936,8,8,4.0,1,1.0,True,False,True
8,disty12,10,0.4513019408060955,0.0950315381081754,0.45366652108572914,8,8,13.0,3,1.0,True,False,True
8,disty13,10,0.4718777604241579,0.053772092605542415,0.4743501469702997,8,8,6.0,4,1.0,True,False,True
8,disty2,10,0.45109532458108,0.09544585311648256,0.4534588223024374,8,4,30.0,23,0.5,True,False,True
8,disty3,10,0.4888201660817823,0.10227445585781708,0.4089053780604006,8,0,47.5,36,0.0,False,False,False
8,disty4,10,0.45994046812991896,0.07770922220745587,0.46235030966262525,8,8,10.5,4,1.0,True,False,True
8,disty5,10,0.44496012957446057,0.09612990553564427,0.4589099648898952,8,3,38.0,21,0.375,False,False,False
8,disty6,10,0.46160807680022775,0.07436526749121578,0.4640266557085565,8,8,10.0,5,1.0,True,False,True
8,disty7,10,0.4513019408060955,0.0950315381081754,0.45366652108572914,8,4,31.0,18,0.5,True,False,True
8,disty8,10,0.46230238533622425,0.08190531879178811,0.4557922958719878,8,8,14.0,7,1.0,True,False,True
8,disty9,10,0.49828371055175685,0.08689454952736368,0.41482173992087934,8,8,13.5,5,1.0,True,False,True
8,limiting_disability,10,0.4494964229359141,0.09865203379445094,0.451851543269635,8,0,87.0,73,0.0,False,False,False
8,no_disability,10,0.2841523046007922,0.10831448563036997,0.6075332097688377,8,0,318.5,294,0.0,False,False,False
8,non_limiting_disability,10,0.28765227851728553,0.10403365355972526,0.6083140679229891,8,0,68.5,44,0.0,False,False,False
9,disty1,10,0.41018534575632737,0.09507082863346533,0.49474382561020724,8,3,33.0,26,0.375,False,False,False
9,disty10,10,0.37817009236962273,0.0740547511733889,0.5477751564569884,7,7,3.0,1,1.0,True,True,True
9,disty12,10,0.3291693159237116,0.08139234328769483,0.5894383407885936,8,8,7.5,5,1.0,True,False,True
9,disty13,10,0.40402330125175934,0.06132812228002112,0.5346485764682196,8,8,6.5,3,1.0,True,False,True
9,disty2,10,0.37312311053921887,0.09658890819131227,0.5302879812694687,8,3,30.5,12,0.375,False,False,False
9,disty3,10,0.46176901849639457,0.10416219460256944,0.434068786901036,8,2,37.0,28,0.25,False,False,False
9,disty4,10,0.39475227443107885,0.08286760311490911,0.5223801224540121,8,8,11.0,8,1.0,True,False,True
9,disty5,10,0.33660333919949326,0.08849974512049644,0.5748969156800103,8,8,23.5,12,1.0,True,False,True
9,disty6,10,0.39475227443107885,0.08286760311490911,0.5223801224540121,8,8,6.0,2,1.0,True,False,True
9,disty7,10,0.3890028319947686,0.09622534736088109,0.5147718206443503,8,6,13.0,8,0.75,True,False,True
9,disty8,10,0.3980615471167803,0.08530378609841115,0.5166346667848085,8,8,10.0,6,1.0,True,False,True
9,disty9,10,0.4163681117206029,0.07532538962452756,0.5083064986548694,8,8,9.5,7,1.0,True,False,True
9,limiting_disability,10,0.37731354670406464,0.09728020654315457,0.5254062467527808,8,0,71.0,49,0.0,False,False,False
9,no_disability,10,0.15618567079518358,0.09212837234088785,0.7516859568639285,8,0,333.0,288,0.0,False,False,False
9,non_limiting_disability,10,0.15788896197647456,0.09327702987401322,0.7488340081495122,8,0,82.5,57,0.0,False,False,False
91,disty1,10,0.41543655290286247,0.07955914889143878,0.5050042982056987,8,0,43.0,36,0.0,False,False,False
91,disty10,10,0.38985194162681375,0.09425260140728747,0.5158954569658988,8,8,4.5,2,1.0,True,False,True
91,disty11,10,0.3698560313327957,0.07775379316587476,0.5523901755013295,8,8,4.0,2,1.0,True,False,True
91,disty12,10,0.3988945626884004,0.0732437782401785,0.5278616590714211,8,8,8.5,5,1.0,True,False,True
91,disty13,10,0.4151347149529307,0.03551284991655223,0.5493524351305171,8,8,6.0,3,1.0,True,False,True
91,disty2,10,0.3879482014089313,0.09867558245683127,0.5133762161342373,8,4,32.5,18,0.5,True,False,True
91,disty3,10,0.4701260010254276,0.08366772126377592,0.4462062777107965,8,0,48.5,35,0.0,False,False,False
91,disty4,10,0.3961339478368344,0.0796575457589147,0.5242085064042509,8,8,15.5,7,1.0,True,False,True
91,disty5,10,0.3909524414676869,0.08815195650456824,0.5208956020277449,8,6,26.5,19,0.75,True,False,True
91,disty6,10,0.3982227387400815,0.07480463437177266,0.5269726268881458,8,8,8.0,1,1.0,True,False,True
91,disty7,10,0.3888191776543233,0.0966520335546306,0.5145287887910461,8,6,25.0,16,0.75,True,False,True
91,disty8,10,0.408630766085158,0.07747084725522671,0.5138983866596153,8,8,16.0,5,1.0,True,False,True
91,disty9,10,0.4087418132144618,0.08327359389454034,0.5079845928909978,8,8,12.5,5,1.0,True,False,True
91,limiting_disability,10,0.3863595942793261,0.10236641125973925,0.5112739944609347,8,0,79.5,66,0.0,False,False,False
91,no_disability,10,0.23045276730558273,0.1022481570316804,0.6672990756627368,8,0,312.0,286,0.0,False,False,False
91,non_limiting_disability,10,0.2010308036796859,0.10807079564886378,0.6908984006714504,8,0,79.5,59,0.0,False,False,False
107,disty1,11,0.4136905863532732,0.10281801178692297,0.4834914018598038,8,1,44.5,28,0.125,False,False,False
107,disty10,11,0.38824406763640285,0.09798819312449782,0.5137677392390992,8,8,5.5,1,1.0,True,False,True
107,disty11,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,7,7,5.0,1,1.0,True,True,True
107,disty12,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,9.5,3,1.0,True,False,True
107,disty13,11,0.38296419791098535,0.0623164372824552,0.5547193648065595,8,8,7.0,4,1.0,True,False,True
107,disty2,11,0.3709415021144101,0.10187105017953521,0.5271874477060547,8,4,33.0,18,0.5,True,False,True
107,disty3,11,0.45734933083000356,0.10857099249169692,0.4340796766782995,8,2,44.0,25,0.25,False,False,False
107,disty4,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,13.0,8,1.0,True,False,True
107,disty5,11,0.38555641145911573,0.10073752672760239,0.5137060618132818,8,3,35.0,20,0.375,False,False,False
107,disty6,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,7.0,2,1.0,True,False,True
107,disty7,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,4,25.5,16,0.5,True,False,True
107,disty8,11,0.39178976143716143,0.099715574067136,0.5084946644957026,8,8,16.0,7,1.0,True,False,True
107,disty9,11,0.437759323175953,0.09737704628309772,0.4648636305409491,8,8,14.5,4,1.0,True,False,True
107,limiting_disability,11,0.38553764149820774,0.10427606339628455,0.5101862951055077,8,0,87.5,57,0.0,False,False,False
107,no_disability,11,0.23056041601397073,0.1018288007033602,0.6676107832826691,8,0,325.5,300,0.0,False,False,False
107,non_limiting_disability,11,0.15839616432029896,0.0903642739100096,0.7512395617696914,8,0,88.0,60,0.0,False,False,False
109,disty1,11,0.4041865305307074,0.1044846882905633,0.49132878117872925,8,2,38.0,23,0.25,False,False,False
109,disty10,11,0.38824406763640285,0.09798819312449782,0.5137677392390992,8,8,5.5,1,1.0,True,False,True
109,disty11,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,4.0,2,1.0,True,False,True
109,disty12,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,11.5,2,1.0,True,False,True
109,disty13,11,0.4066777379257242,0.05516103971493215,0.5381612223593436,8,8,7.0,2,1.0,True,False,True
109,disty2,11,0.3862734191251571,0.10256662296417798,0.5111599579106649,8,4,29.5,16,0.5,True,False,True
109,disty3,11,0.45734933083000356,0.10857099249169692,0.4340796766782995,8,2,35.5,24,0.25,False,False,False
109,disty4,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,12.0,5,1.0,True,False,True
109,disty5,11,0.3750574320481422,0.09910044952254718,0.5258421184293106,8,3,31.5,16,0.375,False,False,False
109,disty6,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,7.0,3,1.0,True,False,True
109,disty7,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,17.0,14,1.0,True,False,True
109,disty8,11,0.39178976143716143,0.099715574067136,0.5084946644957026,8,8,14.0,10,1.0,True,False,True
109,disty9,11,0.40806612756521426,0.10052284898701591,0.4914110234477699,8,8,8.5,1,1.0,True,False,True
109,limiting_disability,11,0.38553764149820774,0.10427606339628455,0.5101862951055077,8,0,65.5,49,0.0,False,False,False
109,no_disability,11,0.15618567079518358,0.09212837234088785,0.7516859568639285,8,0,328.0,302,0.0,False,False,False
109,non_limiting_disability,11,0.15461933843007666,0.09009791783031351,0.7552827437396099,8,0,73.0,59,0.0,False,False,False
112,disty1,11,0.4199724399754255,0.08919438555924446,0.49083317446533,8,2,35.0,26,0.25,False,False,False
112,disty10,11,0.37759262790620157,0.075468666464576,0.5469387056292224,6,6,3.5,1,1.0,True,True,True
112,disty11,11,0.37328057272746556,0.08602668542480167,0.5406927418477327,6,6,2.5,1,1.0,True,True,True
112,disty12,11,0.39222421432660937,0.08874107357539768,0.5190347120979929,7,7,10.0,3,1.0,True,True,True
112,disty13,11,0.4047436514376483,0.05965452459516133,0.5356018239671904,7,7,5.0,3,1.0,True,True,True
112,disty2,11,0.3898500973581903,0.0942568862173129,0.5158930164244967,8,7,24.5,22,0.875,True,False,True
112,disty3,11,0.4627949124208268,0.09795689716984893,0.4392481904093242,8,0,32.5,31,0.0,False,False,False
112,disty4,11,0.3912198181785922,0.09107459843723871,0.5177055833841692,8,8,9.0,7,1.0,True,False,True
112,disty5,11,0.3895951585643803,0.09131765040637285,0.5190871910292468,8,7,21.0,8,0.875,True,False,True
112,disty6,11,0.3912198181785922,0.09107459843723871,0.5177055833841692,8,8,6.0,3,1.0,True,False,True
112,disty7,11,0.3912198181785922,0.09107459843723871,0.5177055833841692,8,8,18.0,12,1.0,True,False,True
112,disty8,11,0.3787270426070927,0.08323516204992447,0.5380377953429828,8,8,6.0,4,1.0,True,False,True
112,disty9,11,0.4424285136537876,0.08774956771795048,0.46982191862826184,8,8,6.0,3,1.0,True,False,True
112,limiting_disability,11,0.3897195900816254,0.09456009524008416,0.5157203146782905,8,0,62.5,60,0.0,False,False,False
112,no_disability,11,0.15257100412393876,0.08331787492236366,0.7641111209536976,8,0,337.0,320,0.0,False,False,False
112,non_limiting_disability,11,0.15606632931311026,0.08158268273280832,0.7623509879540815,8,0,66.0,55,0.0,False,False,False
114,disty1,11,0.4136905863532732,0.10281801178692297,0.4834914018598038,8,2,37.0,20,0.25,False,False,False
114,disty10,11,0.38824406763640285,0.09798819312449782,0.5137677392390992,7,7,4.0,2,1.0,True,True,True
114,disty11,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,6,6,3.0,1,1.0,True,True,True
114,disty12,11,0.3879229049337319,0.09873435404203851,0.5133427410242297,8,8,8.0,2,1.0,True,False,True
114,disty13,11,0.38296419791098535,0.0623164372824552,0.5547193648065595,8,8,6.0,3,1.0,True,False,True
114,disty2,11,0.38568001886154607,0.10394527646747238,0.5103747046709816,8,3,30.5,20,0.375,False,False,False
114,disty3,11,0.45734933083000356,0.10857099249169692,0.4340796766782995,8,2,38.0,19,0.25,False,False,False
114,disty4,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,10.5,5,1.0,True,False,True
114,disty5,11,0.3761054255616123,0.09658313669386186,0.5273114377445257,8,3,30.5,14,0.375,False,False,False
114,disty6,11,0.3879229049337319,0.09873435404203851,0.5133427410242297,8,8,7.0,5,1.0,True,False,True
114,disty7,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,7,21.0,7,0.875,True,False,True
114,disty8,11,0.39178976143716143,0.099715574067136,0.5084946644957026,8,8,12.5,5,1.0,True,False,True
114,disty9,11,0.40806612756521426,0.10052284898701591,0.4914110234477699,8,8,10.5,6,1.0,True,False,True
114,limiting_disability,11,0.3750917408621521,0.10259586013744643,0.5223123990004014,8,0,76.5,47,0.0,False,False,False
114,no_disability,11,0.1511266185200349,0.0919960800139586,0.7568773014660064,8,0,324.5,273,0.0,False,False,False
114,non_limiting_disability,11,0.15839616432029896,0.0903642739100096,0.7512395617696914,8,0,81.5,66,0.0,False,False,False
117,disty1,11,0.4136905863532732,0.10281801178692297,0.4834914018598038,8,3,32.0,23,0.375,False,False,False
117,disty10,11,0.38852506081509985,0.09733535851358108,0.514139580671319,8,8,3.0,1,1.0,True,False,True
117,disty11,11,0.3696329669909913,0.09495780734435295,0.5354092256646559,6,6,2.5,2,1.0,True,True,True
117,disty12,11,0.37427871373297367,0.0835827483172477,0.5421385379497786,7,7,7.0,1,1.0,True,True,True
117,disty13,11,0.38551007664751596,0.056082881621276205,0.5584070417312078,8,8,4.0,2,1.0,True,False,True
117,disty2,11,0.3862734191251571,0.10256662296417798,0.5111599579106649,8,5,22.5,17,0.625,True,False,True
117,disty3,11,0.45734933083000356,0.10857099249169692,0.4340796766782995,8,0,36.5,30,0.0,False,False,False
117,disty4,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,8.5,3,1.0,True,False,True
117,disty5,11,0.38555641145911573,0.10073752672760239,0.5137060618132818,8,8,16.0,9,1.0,True,False,True
117,disty6,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,6.0,1,1.0,True,False,True
117,disty7,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,17.0,13,1.0,True,False,True
117,disty8,11,0.39178976143716143,0.099715574067136,0.5084946644957026,8,8,8.5,3,1.0,True,False,True
117,disty9,11,0.4021695759565212,0.09801381191667623,0.4998166121268026,8,8,10.5,4,1.0,True,False,True
117,limiting_disability,11,0.38553764149820774,0.10427606339628455,0.5101862951055077,8,0,65.5,51,0.0,False,False,False
117,no_disability,11,0.23056041601397073,0.1018288007033602,0.6676107832826691,8,0,331.5,298,0.0,False,False,False
117,non_limiting_disability,11,0.23718946023264006,0.09981054446984734,0.6629999952975126,8,0,65.5,54,0.0,False,False,False
122,disty1,11,0.4122937155329482,0.1028220355079983,0.48488424895905363,8,0,51.5,41,0.0,False,False,False
122,disty10,11,0.37640580432058773,0.09610635028132046,0.5274878453980917,7,7,4.0,1,1.0,True,True,True
122,disty11,11,0.39374547097330276,0.10215235959583321,0.504102169430864,6,6,3.0,1,1.0,True,True,True
122,disty12,11,0.39296002035085204,0.10394340238872714,0.5030965772604208,8,8,7.5,3,1.0,True,False,True
122,disty13,11,0.40773246249342493,0.0702581836408639,0.5220093538657111,8,8,5.0,2,1.0,True,False,True
122,disty2,11,0.40008308818207544,0.10359201221031543,0.49632489960760906,8,2,32.5,21,0.25,False,False,False
122,disty3,11,0.4657068331392568,0.10665642864512485,0.4276367382156182,8,0,54.0,47,0.0,False,False,False
122,disty4,11,0.39296002035085204,0.10394340238872714,0.5030965772604208,8,8,17.5,11,1.0,True,False,True
122,disty5,11,0.3935290085321139,0.09919476963695735,0.5072762218309288,8,8,23.0,11,1.0,True,False,True
122,disty6,11,0.39296002035085204,0.10394340238872714,0.5030965772604208,8,8,8.0,1,1.0,True,False,True
122,disty7,11,0.39296002035085204,0.10394340238872714,0.5030965772604208,8,5,24.5,19,0.625,True,False,True
122,disty8,11,0.40339879864819,0.10578172690880887,0.49081947444300106,8,8,13.5,5,1.0,True,False,True
122,disty9,11,0.41619295309191384,0.09890941467818655,0.48489763222989957,8,8,13.0,8,1.0,True,False,True
122,limiting_disability,11,0.39351399180669533,0.10268019556821276,0.5038058126250919,8,0,83.5,70,0.0,False,False,False
122,no_disability,11,0.23804022766144398,0.10059090342862799,0.661368868909928,8,0,300.0,269,0.0,False,False,False
122,non_limiting_disability,11,0.24329168264122483,0.09876816091917101,0.6579401564396041,8,0,79.0,65,0.0,False,False,False
126,disty1,11,0.4136905863532732,0.10281801178692297,0.4834914018598038,8,0,36.0,33,0.0,False,False,False
126,disty10,11,0.38824406763640285,0.09798819312449782,0.5137677392390992,8,8,4.0,1,1.0,True,False,True
126,disty11,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,2.5,2,1.0,True,False,True
126,disty12,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,6.5,1,1.0,True,False,True
126,disty13,11,0.40057338130545056,0.06934336007435654,0.5300832586201929,8,8,5.0,2,1.0,True,False,True
126,disty2,11,0.3862734191251571,0.10256662296417798,0.5111599579106649,8,7,24.5,19,0.875,True,False,True
126,disty3,11,0.45734933083000356,0.10857099249169692,0.4340796766782995,8,0,36.0,30,0.0,False,False,False
126,disty4,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,11.0,5,1.0,True,False,True
126,disty5,11,0.38555641145911573,0.10073752672760239,0.5137060618132818,8,8,22.0,16,1.0,True,False,True
126,disty6,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,6.0,5,1.0,True,False,True
126,disty7,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,18.5,12,1.0,True,False,True
126,disty8,11,0.39178976143716143,0.099715574067136,0.5084946644957026,8,8,10.5,7,1.0,True,False,True
126,disty9,11,0.437759323175953,0.09737704628309772,0.4648636305409491,8,8,9.5,7,1.0,True,False,True
126,limiting_disability,11,0.38553764149820774,0.10427606339628455,0.5101862951055077,8,0,65.5,51,0.0,False,False,False
126,no_disability,11,0.23056041601397073,0.1018288007033602,0.6676107832826691,8,0,316.0,301,0.0,False,False,False
126,non_limiting_disability,11,0.23718946023264006,0.09981054446984734,0.6629999952975126,8,0,74.5,51,0.0,False,False,False
129,disty1,11,0.4136905863532732,0.10281801178692297,0.4834914018598038,8,0,40.0,30,0.0,False,False,False
129,disty10,11,0.38852506081509985,0.09733535851358108,0.514139580671319,7,7,5.0,3,1.0,True,True,True
129,disty11,11,0.3882717814019467,0.0979238054214591,0.5138044131765942,8,8,2.0,2,1.0,True,False,True
129,disty12,11,0.38717491179334707,0.10047217491383306,0.5123529132928198,8,8,11.5,1,1.0,True,False,True
