LA_2023,age_group,activity_suffix,year,activity_inactive_rate,activity_fairly_active_rate,activity_active_rate,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
107,16-24,ABSEILING_H03,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,ACTTRAV_C03,9,0.575919168160791,0.1103917286214292,0.3136891032177796,8,1,35.0,27,0.125,False,False,False
107,16-24,AIKIDO_S04,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,AIRGUN_S08,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,ARCHERY_J01,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,BADMINTON_G02,9,0.9751028956825428,0.0068848027664398,0.0180123015510172,8,1,35.0,27,0.125,False,False,False
107,16-24,BASESOFTBALL_F13,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,BASKETBALL_F07,9,0.8885178640715004,0.0632472236165847,0.0482349123119151,8,1,35.0,27,0.125,False,False,False
107,16-24,BOCCIA_L11,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,BOULES_L12,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,BOWLSBOULES_C12,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,BOWLSCARPET_U18,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,BOWLSCROWNGREEN_U19,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,BOWLSFLATGREEN_U20,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,BOWLSSHORTMAT_U23,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,BOWLS_L10,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,BOXINGTRAD_S01,9,0.9937446227006644,0.0062553772993356,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,CAVING_H02,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,CHEERLEADING_L15,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,CLIMBWALL_R02,9,0.9955858298647664,0.0,0.0044141701352334,8,2,33.5,27,0.25,False,False,False
107,16-24,CRICKETLONG_Q06,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,CRICKETOTH_Q12,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,CRICKETSHORT_Q07,9,0.9927276893980832,0.0072723106019166,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,CROQUET_I05,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,CYCBMX_N03,9,0.9731575286506446,0.0268424713493553,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,CYCCROSS_N06,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,CYCLEISURE_N01,9,0.9416317037122344,0.0348385702690131,0.0235297260187524,8,2,33.5,27,0.25,False,False,False
107,16-24,CYCMOUNTAIN_N02,9,0.9942761896749864,0.0,0.0057238103250135,8,2,33.5,27,0.25,False,False,False
107,16-24,CYCROAD_N04,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,CYCTRACK_N05,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,CYCTRAV_B04,9,0.9877888789971352,0.0122111210028647,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,CYC_OLD_M02,9,0.9328332901138952,0.0354977067530158,0.0316690031330892,8,1,35.0,27,0.125,False,False,False
107,16-24,DANCEART_B05,9,0.9694504190840806,0.0305495809159197,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,DANCEOTHER_O01,9,0.9523502722385044,0.0033542922231601,0.0442954355383357,8,1,35.0,27,0.125,False,False,False
107,16-24,DARTS_I08,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,DIVING_U05,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,DODGEBALL_F12,9,0.9843148332333768,0.0,0.0156851667666231,8,1,35.0,27,0.125,False,False,False
107,16-24,DRIVINGRANGE_U10,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,EQUESTDRESSAGE_U15,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,EQUESTEVENTING_U16,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,EQUESTHACKING_U12,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,EQUESTOTHER_U17,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,EQUESTSCHOOLING_U13,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,EQUESTSHOWJUMP_U14,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,EQUEST_L09,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,FELLRUNNING_L04,9,0.9728378117896986,0.0059836720941144,0.021178516116187,8,1,35.0,27,0.125,False,False,False
107,16-24,FENCING_J03,9,0.9735737804173304,0.0264262195826697,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,FOOTBALL11_Q01,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,FOOTBALLOTHER_Q05,9,0.9927276893980832,0.0,0.0072723106019166,8,2,33.5,27,0.25,False,False,False
107,16-24,FOOTBALLSMALL_Q02,9,0.9927276893980832,0.0,0.0072723106019166,8,2,33.5,27,0.25,False,False,False
107,16-24,FOOTBALLWALK_Q04,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,FOOTBALL_F01,9,0.9824347540527808,0.0,0.0175652459472195,8,1,35.0,27,0.125,False,False,False
107,16-24,FRISBEE_I03,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,FUTSAL_Q03,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,GARDENTRAMP_L14,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,GARD_B08,9,0.9559461794995896,0.0440538205004105,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,GLIDING_H08,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,GOALBALL_F15,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,GOLFADV_U11,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,GOLFFULL_U08,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,GOLFSHORT_U09,9,0.979237201472698,0.0,0.020762798527302,8,2,33.5,27,0.25,False,False,False
107,16-24,GOLF_L08,9,0.9819876984489828,0.0,0.0180123015510172,8,1,35.0,27,0.125,False,False,False
107,16-24,GYMNASTICSONLY_U24,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,GYMNASTICS_L13,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,GYMTRAMPCHEER_C13,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,HANDBALL_F16,9,0.9843148332333768,0.0,0.0156851667666231,8,1,35.0,27,0.125,False,False,False
107,16-24,HIGHROPES_H14,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,HOCKEY_F09,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,ICEHOCKEY_K03,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,ICESKATING_I02,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,JUJITSU_S03,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,KARATE_S02,9,0.9971305782777812,0.0,0.0028694217222189,8,2,33.5,27,0.25,False,False,False
107,16-24,KARTING_U26,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,LACROSSE_F14,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,LIFESAVING_H13,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,MARTIALCHINESE_S05,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,MARTIALOTHER_S06,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,MARTIAL_J07,9,0.997510697352783,0.0,0.002489302647217,8,1,35.0,27,0.125,False,False,False
107,16-24,MODPENT_L06,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,MOTORCARRACE_U28,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,MOTORCYCRACE_U27,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,MOTORSPORTS_L18,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,NETBALL_F06,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,ORIENTEERING_H04,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,PARKOUR_H05,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,POOL_I07,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,RIFLE_S09,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,ROCKCLIMB_R01,9,0.9960197769791254,0.0039802230208745,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,ROLLERSKATING_L16,9,0.9950344363521424,0.0,0.0049655636478579,8,1,35.0,27,0.125,False,False,False
107,16-24,ROUNDERS_F11,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,ROWINGWATER_R04,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,RUGBYLEAG13_Q17,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,RUGBYLEAGTAG_Q19,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,RUGBYLEAGTOUCH_Q18,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,RUGBYLEAGUE_F04,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,RUGBYUN15_Q13,9,0.9821258079566292,0.0072723106019166,0.0106018814414543,8,2,33.5,27,0.25,False,False,False
107,16-24,RUGBYUN7_Q15,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,RUGBYUNION_F03,9,0.9844936444072008,0.0063089304345045,0.0091974251582945,8,1,35.0,27,0.125,False,False,False
107,16-24,RUGBYUNTAG_Q16,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,RUGBYUNTOUCH_Q14,9,0.9927276893980832,0.0072723106019166,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,RUNJOG_U07,9,0.8777447103801297,0.0553876768105626,0.0668676128093077,8,1,35.0,27,0.125,False,False,False
107,16-24,SHOOTING_J08,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,SKATEBOARDING_L17,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,SKIING_T01,9,0.979237201472698,0.0,0.020762798527302,8,2,33.5,27,0.25,False,False,False
107,16-24,SKITTLES_I09,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,SLEDDING_K02,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,SNOOKER_I06,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,SNOWBOARDING_T02,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,SNOWSPORT_K01,9,0.9819876984489828,0.0,0.0180123015510172,8,1,35.0,27,0.125,False,False,False
107,16-24,TABLETENNIS_G03,9,0.9502380545453842,0.0317496439035986,0.0180123015510172,8,1,35.0,27,0.125,False,False,False
107,16-24,TAEKWONDO_J05,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,TENNIS_G01,9,0.9655450638927872,0.0344549361072129,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,TENPIN_I04,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,TRACKANDFIELD_L02,9,0.9432163756398078,0.0,0.0567836243601924,8,1,35.0,27,0.125,False,False,False
107,16-24,TRAMPOLINING_U25,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,TRIATHLON_L05,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,VOLLEYBALL_F10,9,0.9682503560964016,0.0317496439035986,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,WALKTRAV_B02,9,0.5819028402549055,0.1044080565273148,0.3136891032177796,8,1,35.0,27,0.125,False,False,False
107,16-24,WATERPOLO_U06,9,1.0,0.0,0.0,8,2,33.5,27,0.25,False,False,False
107,16-24,WATERSKIING_H10,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,WHEELCHBASKETBALL_F08,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,WHEELCHRUGBY_F05,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,16-24,WINTER_C10,9,0.9819876984489828,0.0,0.0180123015510172,8,1,35.0,27,0.125,False,False,False
107,16-24,WRESTLING_J09,9,1.0,0.0,0.0,8,1,35.0,27,0.125,False,False,False
107,25-34,ABSEILING_H03,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,ACTTRAV_C03,9,0.4243251503848704,0.1567522887518977,0.4189225608632317,8,0,118.5,99,0.0,False,False,False
107,25-34,AIKIDO_S04,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,AIRGUN_S08,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,ARCHERY_J01,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,BADMINTON_G02,9,0.9813930490252372,0.0186069509747626,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,BASESOFTBALL_F13,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,BASKETBALL_F07,9,0.964132992023944,0.0,0.035867007976056,8,0,118.5,99,0.0,False,False,False
107,25-34,BOCCIA_L11,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,BOULES_L12,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,BOWLSBOULES_C12,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,BOWLSCARPET_U18,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,BOWLSCROWNGREEN_U19,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,BOWLSFLATGREEN_U20,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,BOWLSSHORTMAT_U23,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,BOWLS_L10,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,BOXINGTRAD_S01,9,0.9970688171592018,0.0029311828407981,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,CAVING_H02,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,CHEERLEADING_L15,9,0.995679180630188,0.0043208193698119,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,CLIMBWALL_R02,9,0.98926717701571,0.0048122578541565,0.0059205651301335,8,0,118.5,89,0.0,False,False,False
107,25-34,CRICKETLONG_Q06,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,CRICKETOTH_Q12,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,CRICKETSHORT_Q07,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,CROQUET_I05,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,CYCBMX_N03,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,CYCCROSS_N06,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,CYCLEISURE_N01,9,0.9453749877418176,0.028635291715198,0.0259897205429842,8,0,118.5,89,0.0,False,False,False
107,25-34,CYCMOUNTAIN_N02,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,CYCROAD_N04,9,0.9862616840779516,0.0109855960570159,0.0027527198650325,8,0,118.5,89,0.0,False,False,False
107,25-34,CYCTRACK_N05,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,CYCTRAV_B04,9,0.862499950876727,0.07923022983356,0.0582698192897127,8,0,118.5,99,0.0,False,False,False
107,25-34,CYC_OLD_M02,9,0.9385194865111526,0.0198996818525015,0.0415808316363457,8,0,118.5,99,0.0,False,False,False
107,25-34,DANCEART_B05,9,0.990107101711578,0.0031965118871807,0.006696386401241,8,0,118.5,99,0.0,False,False,False
107,25-34,DANCEOTHER_O01,9,0.9343757212530548,0.027715601935639,0.0379086768113061,8,0,118.5,99,0.0,False,False,False
107,25-34,DARTS_I08,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,DIVING_U05,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,DODGEBALL_F12,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,DRIVINGRANGE_U10,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,EQUESTDRESSAGE_U15,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,EQUESTEVENTING_U16,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,EQUESTHACKING_U12,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,EQUESTOTHER_U17,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,EQUESTSCHOOLING_U13,9,0.9959640625498218,0.004035937450178,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,EQUESTSHOWJUMP_U14,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,EQUEST_L09,9,0.996298977492702,0.0037010225072979,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,FELLRUNNING_L04,9,0.9902506905540016,0.0097493094459982,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,FENCING_J03,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,FOOTBALL11_Q01,9,0.9784933600254588,0.021506639974541,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,FOOTBALLOTHER_Q05,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,FOOTBALLSMALL_Q02,9,0.9858353964917564,0.0047529894262636,0.00941161408198,8,0,118.5,89,0.0,False,False,False
107,25-34,FOOTBALLWALK_Q04,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,FOOTBALL_F01,9,0.9711919227769524,0.0201774688507908,0.0086306083722565,8,0,118.5,99,0.0,False,False,False
107,25-34,FRISBEE_I03,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,FUTSAL_Q03,9,0.9929063116089744,0.0070936883910256,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,GARDENTRAMP_L14,9,0.9974981086557568,0.0,0.0025018913442431,8,0,118.5,99,0.0,False,False,False
107,25-34,GARD_B08,9,0.938788013640762,0.0114403790066909,0.0497716073525468,8,0,118.5,99,0.0,False,False,False
107,25-34,GLIDING_H08,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,GOALBALL_F15,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,GOLFADV_U11,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,GOLFFULL_U08,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,GOLFSHORT_U09,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,GOLF_L08,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,GYMNASTICSONLY_U24,9,0.9952881786923228,0.004711821307677,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,GYMNASTICS_L13,9,0.993680880474768,0.0043208193698119,0.0019983001554199,8,0,118.5,99,0.0,False,False,False
107,25-34,GYMTRAMPCHEER_C13,9,0.9911789891305248,0.0,0.0088210108694751,8,0,118.5,99,0.0,False,False,False
107,25-34,HANDBALL_F16,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,HIGHROPES_H14,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,HOCKEY_F09,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,ICEHOCKEY_K03,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,ICESKATING_I02,9,0.995679180630188,0.0043208193698119,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,JUJITSU_S03,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,KARATE_S02,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,KARTING_U26,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,LACROSSE_F14,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,LIFESAVING_H13,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,MARTIALCHINESE_S05,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,MARTIALOTHER_S06,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,MARTIAL_J07,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,MODPENT_L06,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,MOTORCARRACE_U28,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,MOTORCYCRACE_U27,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,MOTORSPORTS_L18,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,NETBALL_F06,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,ORIENTEERING_H04,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,PARKOUR_H05,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,POOL_I07,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,RIFLE_S09,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,ROCKCLIMB_R01,9,0.9940794348698664,0.0,0.0059205651301335,8,0,118.5,89,0.0,False,False,False
107,25-34,ROLLERSKATING_L16,9,0.9901057146807009,0.0098942853192991,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,ROUNDERS_F11,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,ROWINGWATER_R04,9,0.9913381597847196,0.0,0.0086618402152803,8,0,118.5,99,0.0,False,False,False
107,25-34,RUGBYLEAG13_Q17,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,RUGBYLEAGTAG_Q19,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,RUGBYLEAGTOUCH_Q18,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,RUGBYLEAGUE_F04,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,RUGBYUN15_Q13,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,RUGBYUN7_Q15,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,RUGBYUNION_F03,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,RUGBYUNTAG_Q16,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,RUGBYUNTOUCH_Q14,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,RUNJOG_U07,9,0.8137565709056112,0.140257131570207,0.0459862975241816,8,0,118.5,99,0.0,False,False,False
107,25-34,SHOOTING_J08,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,SKATEBOARDING_L17,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,SKIING_T01,9,0.9939221769366514,0.0,0.0060778230633485,8,0,118.5,89,0.0,False,False,False
107,25-34,SKITTLES_I09,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,SLEDDING_K02,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,SNOOKER_I06,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,SNOWBOARDING_T02,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,SNOWSPORT_K01,9,0.9944265340505128,0.0,0.0055734659494871,8,0,118.5,99,0.0,False,False,False
107,25-34,TABLETENNIS_G03,9,0.9652054514382344,0.0347945485617653,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,TAEKWONDO_J05,9,0.9952039151154664,0.0,0.0047960848845334,8,0,118.5,99,0.0,False,False,False
107,25-34,TENNIS_G01,9,0.9911394161894898,0.0088605838105101,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,TENPIN_I04,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,TRACKANDFIELD_L02,9,0.9951080609294432,0.0048919390705567,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,TRAMPOLINING_U25,9,0.997820868579412,0.0,0.0021791314205879,8,0,118.5,89,0.0,False,False,False
107,25-34,TRIATHLON_L05,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,VOLLEYBALL_F10,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,WALKTRAV_B02,9,0.4850838060780091,0.1411450872727672,0.3737711066492235,8,0,118.5,99,0.0,False,False,False
107,25-34,WATERPOLO_U06,9,1.0,0.0,0.0,8,0,118.5,89,0.0,False,False,False
107,25-34,WATERSKIING_H10,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,WHEELCHBASKETBALL_F08,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,WHEELCHRUGBY_F05,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,25-34,WINTER_C10,9,0.9901057146807009,0.0043208193698119,0.0055734659494871,8,0,118.5,99,0.0,False,False,False
107,25-34,WRESTLING_J09,9,1.0,0.0,0.0,8,0,118.5,99,0.0,False,False,False
107,35-44,ABSEILING_H03,9,1.0,0.0,0.0,8,0,119.0,98,0.0,False,False,False
107,35-44,ACTTRAV_C03,9,0.6297082427395511,0.0896506067126445,0.2806411505478042,8,0,119.0,98,0.0,False,False,False
