task,origin,horizon,forecast_year,model,observations,total_variation,overall_mae,overall_rmse,overall_inactive_rate_mae,overall_inactive_rate_rmse,overall_inactive_rate_r2,overall_fairly_active_rate_mae,overall_fairly_active_rate_rmse,overall_fairly_active_rate_r2,overall_active_rate_mae,overall_active_rate_rmse,overall_active_rate_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error,inactive_rate_mae,inactive_rate_rmse,inactive_rate_r2,fairly_active_rate_mae,fairly_active_rate_rmse,fairly_active_rate_r2,active_rate_mae,active_rate_rmse,active_rate_r2,activity_inactive_rate_mae,activity_inactive_rate_rmse,activity_inactive_rate_r2,activity_fairly_active_rate_mae,activity_fairly_active_rate_rmse,activity_fairly_active_rate_r2,activity_active_rate_mae,activity_active_rate_rmse,activity_active_rate_r2,months12_rate_mae,months12_rate_rmse,months12_rate_r2,participation_MONTHS_12_mae,participation_MONTHS_12_rmse,participation_MONTHS_12_r2,days10p60gr_rate_mae,days10p60gr_rate_rmse,days10p60gr_rate_r2,participation_DAYS10P60GR_mae,participation_DAYS10P60GR_rmse,participation_DAYS10P60GR_r2
disability_months12,7,1,8,Naive baseline,62710,,,,,,,,,,,,,12138,0.07961515790851958,50254,0.008631254466208937,42878,0.6837505979907511,0.025214907317489425,19832,0.016487363513822337,,,,,,,,,,,,,,,,,,,,,,0.0224407592101307,0.07880836271133312,0.3746175468090993,,,,,,
age_days10p60gr,4,1,5,Naive baseline,31744,,,,,,,,,,,,,4748,0.04798364344327331,26996,0.0022411029297633913,6944,0.21875,0.00915135364398035,24800,0.009063715889385269,,,,,,,,,,,,,,,,,,,,,,,,,0.009082886648202943,0.03736015281453786,0.578966300816863,,,
age_days10p60gr,4,2,6,Naive baseline,31744,,,,,,,,,,,,,4583,0.04867024175433659,27161,0.002292678199312941,7739,0.24379410282258066,0.008632837217084044,24005,0.009103004511920431,,,,,,,,,,,,,,,,,,,,,,,,,0.008988380498099276,0.036040983954086614,0.6148940011354411,,,
age_days10p60gr,4,3,7,Naive baseline,31744,,,,,,,,,,,,,5503,0.04104582755580463,26135,0.0020029767394723467,8605,0.27107484879032256,0.008573143358727001,23139,0.008875052539862649,,,,,,,,,,,,,,,,,,,,,,,,,0.008793949874382156,0.03359501524124241,0.7309926950698544,,,
age_days10p60gr,4,4,8,Naive baseline,31744,,,,,,,,,,,,,5717,0.04373229686141032,25974,0.0017531388164713163,7861,0.2476373487903226,0.010214432174038876,23883,0.009035685732982171,,,,,,,,,,,,,,,,,,,,,,,,,0.009326104218096896,0.03510904398153906,0.728863753984891,,,
age_days10p60gr,5,1,6,Naive baseline,31744,,,,,,,,,,,,,4583,0.04200582709849721,27161,0.0016380673400751978,7739,0.24379410282258066,0.007426496331750521,24005,0.007478883461977832,,,,,,,,,,,,,,,,,,,,,,,,,0.007466111788564615,0.030085820674691656,0.731644357885977,,,
age_days10p60gr,5,2,7,Naive baseline,31744,,,,,,,,,,,,,5503,0.04346588569440785,26135,0.0013331675252638434,8605,0.27107484879032256,0.00771622355722805,23139,0.009008812750603558,,,,,,,,,,,,,,,,,,,,,,,,,0.008661581081266103,0.03225846062465455,0.7519714544455677,,,
age_days10p60gr,5,3,8,Naive baseline,31744,,,,,,,,,,,,,5717,0.0463043191746725,25974,0.0013657235559519974,7861,0.2476373487903226,0.009767461916362978,23883,0.009376156836282616,,,,,,,,,,,,,,,,,,,,,,,,,0.009472566229020854,0.036476025238366364,0.7073391792253296,,,
age_days10p60gr,6,1,7,Naive baseline,31744,,,,,,,,,,,,,5503,0.0421219522397128,26135,0.001591147813365549,8605,0.27107484879032256,0.007948309320359654,23139,0.00889533127463207,,,,,,,,,,,,,,,,,,,,,,,,,0.008640930250883375,0.032016786056926615,0.7556739034981168,,,
age_days10p60gr,6,2,8,Naive baseline,31744,,,,,,,,,,,,,5717,0.04497608087315875,25974,0.0015197098581981577,7861,0.2476373487903226,0.009609868694373127,23883,0.009277198988528329,,,,,,,,,,,,,,,,,,,,,,,,,0.009359161850641744,0.034946576920359816,0.7313673132836997,,,
age_days10p60gr,7,1,8,Naive baseline,31638,,,,,,,,,,,,,5716,0.04118165547764296,25869,0.0020186630890051105,7755,0.2451166318983501,0.009965013192293303,23883,0.008829066974527375,,,,,,,,,,,,,,,,,,,,,,,,,0.009106067378808938,0.032790354469044665,0.7640473442886959,,,
disability_days10p60gr,4,1,5,Naive baseline,62992,,,,,,,,,,,,,5492,0.08870240183652536,56756,0.003057344849301528,43772,0.6948818897637795,0.0117745892350805,19220,0.008014528072118162,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010613614174803283,0.05774233586670502,0.11685879638578023
disability_days10p60gr,4,2,6,Naive baseline,62992,,,,,,,,,,,,,5316,0.08888458536696675,56879,0.003288542244326971,44475,0.7060420370840742,0.011386895943743104,18517,0.008759659183186138,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010604702148498575,0.05782925634365875,0.11984236790325431
disability_days10p60gr,4,3,7,Naive baseline,62992,,,,,,,,,,,,,6275,0.08152181624738006,56063,0.002556052805752587,43814,0.6955486410972822,0.011329541105876889,19178,0.008648784611094517,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010504818656376804,0.05544102212962561,0.263809921935631
disability_days10p60gr,4,4,8,Naive baseline,62992,,,,,,,,,,,,,6312,0.0763189441346637,56415,0.0027299749033435914,43160,0.6851663703327406,0.010970973445231479,19832,0.008326785176327232,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010134977115917005,0.05358546796390471,0.2589038100537475
disability_days10p60gr,5,1,6,Naive baseline,62620,,,,,,,,,,,,,5304,0.08541900538400357,56519,0.0030932489521323715,44103,0.7042957521558607,0.011364302234729076,18517,0.007330953691480639,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01015624835550401,0.056472617218200814,0.16520650120334845
disability_days10p60gr,5,2,7,Naive baseline,62620,,,,,,,,,,,,,6249,0.08091600061402884,55699,0.0027754010411300697,43442,0.6937400191632066,0.011561894402105559,19178,0.00864161679262255,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010657828346790372,0.05503680549808453,0.25742356059201155
disability_days10p60gr,5,3,8,Naive baseline,62620,,,,,,,,,,,,,6302,0.07888177727998158,56053,0.002858831454243028,42788,0.6832960715426382,0.011472676863617854,19832,0.008547115855763737,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010542202548682999,0.054353014775714394,0.2314549663276636
disability_days10p60gr,6,1,7,Naive baseline,62691,,,,,,,,,,,,,6250,0.08065999937106606,55716,0.0029982402638541084,43513,0.6940868705236797,0.011810690279584854,19178,0.00864632051971956,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010831342197496343,0.05638568711263408,0.2242557604139127
disability_days10p60gr,6,2,8,Naive baseline,62691,,,,,,,,,,,,,6309,0.07878727518638753,56011,0.0030243807132074936,42859,0.6836547510806974,0.011686092759194683,19832,0.008569423059989924,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01069427964182259,0.05478469413151797,0.22523553889479286
disability_days10p60gr,7,1,8,Naive baseline,62710,,,,,,,,,,,,,6309,0.07446122491619049,56083,0.0037082824077586773,42878,0.6837505979907511,0.012099530409404716,19832,0.00820852440733719,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01086273032232619,0.05474563982991952,0.22766734607771755
