task,horizon,origins,observations,participation_MONTHS_12_mae,participation_MONTHS_12_rmse,participation_MONTHS_12_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error
disability_months12,1,4,251013,0.020912198195864214,0.06481512667086223,0.5852603955600576,45977,0.07201149661637261,202452,0.009307509462338664,174266,0.6942508953719528,0.023216151227887356,76747,0.015758286454117993
disability_months12,2,3,188303,0.021331742244476204,0.06587728332005578,0.5523796581572231,34068,0.07565304351415167,152395,0.009188180502586348,130776,0.6944976978593013,0.023168133667622687,57527,0.017215814688114568
disability_months12,3,2,125612,0.02267687808405304,0.06616673567718047,0.5573540889509955,23994,0.07526991523698466,100699,0.010145300477051571,86602,0.689440499315352,0.02481115920526938,39010,0.01798906446423301
disability_months12,4,1,62992,0.022897631292713112,0.06647936456968077,0.5564342166217966,12179,0.07634234823608894,50548,0.010020698324972061,43160,0.6851663703327406,0.024955396540377067,19832,0.018446852737925602
