task,horizon,origins,observations,total_variation,overall_mae,overall_rmse,inactive_rate_mae,inactive_rate_rmse,inactive_rate_r2,fairly_active_rate_mae,fairly_active_rate_rmse,fairly_active_rate_r2,active_rate_mae,active_rate_rmse,active_rate_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error
disability_activity_level,1,4,251013,0.00811464256114224,0.005409761707428162,0.03697277873042086,0.007723230140263895,0.04608225736761945,0.35136715943774977,0.003578620045143276,0.026399956808514837,0.1611319592749696,0.004927434936877306,0.0357830537763201,0.27168478056328793,15464,0.07592197270471476,232965,0.00021488355773521155,174266,0.6942508953719528,0.008341901755875316,76747,0.007606266819156702
disability_activity_level,2,3,188303,0.008372245063292939,0.005581496708861957,0.03672736223838177,0.007985800784449116,0.0458090765168404,0.3620724147584039,0.003634499649966969,0.025802911445291222,0.15929905704156844,0.0051241896921697914,0.03581111113311977,0.28430725901050946,11876,0.07707493513348353,174587,0.00022985590522665218,130776,0.6944976978593013,0.008345134927536066,57527,0.008433007356893294
disability_activity_level,3,2,125612,0.008712876873796028,0.005808584582530683,0.03689879684669113,0.008360010257807717,0.046176517736732266,0.37071934316088695,0.0037941633231449775,0.02613460861376057,0.1583191206342499,0.005271580166639356,0.03562688687655648,0.29880565927451086,8335,0.07669725411370887,116358,0.0001551894384657506,86602,0.689440499315352,0.008428753296949405,39010,0.00933693635687598
disability_activity_level,4,1,62992,0.00841566686444272,0.005610444576295146,0.034782764051411924,0.008006830359021735,0.04331932012739425,0.4148767725564849,0.0038656954488556095,0.025065665403443568,0.16677142317848226,0.004958807921008092,0.03353611406754707,0.3427558715974086,4159,0.07165846466793972,58568,0.00022236699062821652,43160,0.6851663703327406,0.008138436942377517,19832,0.009015292595936612
