year,LA_2023,age_group,volunteer_category,volunteer_category_label,volunteer_category_rate,inactive_rate,fairly_active_rate,active_rate,mean_number_activities_150,n_parent_cell,weighted_n_parent_cell,n,weighted_n,small_cell
3,17.0,16-24,1.0,twiceplus_volunteer,0.06502958203122587,0.0,0.0,1.0,1.0,7,9.670754906406195,1,0.6288851494900217,True
3,17.0,25-34,0.0,not_twiceplus_volunteer,0.9277422115383946,0.1666271228857962,0.07051506855931663,0.762857808554887,1.4010808536815516,28,55.94681663090699,26,51.904223389690685,True
3,17.0,25-34,1.0,twiceplus_volunteer,0.07225778846160524,0.0,0.0,1.0,4.449602212710082,28,55.94681663090699,2,4.042593241216295,True
3,17.0,35-44,0.0,not_twiceplus_volunteer,0.9160136460599991,0.26189296379029997,0.07577624155427963,0.6623307946554202,1.5405084925577266,33,45.50254612980237,31,41.68095318537357,False
3,17.0,35-44,1.0,twiceplus_volunteer,0.08398635394000108,0.0,0.0,1.0,2.3787064988429365,33,45.50254612980237,2,3.821592944428808,True
3,17.0,45-54,0.0,not_twiceplus_volunteer,0.8289367575680797,0.1114369638096755,0.05648499614708856,0.832078040043236,1.2218319645311673,24,29.705785342505663,21,24.624217382830032,True
3,17.0,45-54,1.0,twiceplus_volunteer,0.1710632424319204,0.0,0.0,1.0,1.2154832490673468,24,29.705785342505663,3,5.081567959675634,True
3,17.0,55-64,0.0,not_twiceplus_volunteer,0.859775056685123,0.12582732473525615,0.08210933453886361,0.7920633407258802,1.8199560536326969,27,37.17446509320558,24,31.961677832749956,True
3,17.0,55-64,1.0,twiceplus_volunteer,0.14022494331487703,0.0,0.0,1.0,3.4179647017306083,27,37.17446509320558,3,5.212787260455627,True
3,17.0,65-74,0.0,not_twiceplus_volunteer,0.9635932940478358,0.17216841098004174,0.0,0.8278315890199583,1.0917566015240416,11,12.828973783140942,10,12.361913106950105,True
3,17.0,65-74,1.0,twiceplus_volunteer,0.03640670595216422,0.0,0.0,1.0,2.0,11,12.828973783140942,1,0.4670606761908361,True
3,17.0,75-84,0.0,not_twiceplus_volunteer,0.6126690206597987,0.13582273959746913,0.14956169615072612,0.7146155642518048,0.9943546485710586,7,17.120961846544308,6,10.489482927276079,True
3,17.0,75-84,1.0,twiceplus_volunteer,0.3873309793402014,1.0,0.0,0.0,0.0,7,17.120961846544308,1,6.631478919268229,True
3,30.0,16-24,0.0,not_twiceplus_volunteer,0.7892671293298789,0.20333859665118412,0.06199004934891287,0.734671353999903,1.4561408874194375,21,40.97877172292986,18,32.34319752122126,True
3,30.0,16-24,1.0,twiceplus_volunteer,0.210732870670121,0.1615117722354665,0.7890729311756014,0.049415296588932074,0.1976611863557283,21,40.97877172292986,3,8.63557420170859,True
3,30.0,25-34,0.0,not_twiceplus_volunteer,0.9591641119867925,0.3319378924065326,0.04178509917696137,0.6262770084165061,1.4343116099031528,31,73.63189913315867,30,70.62507514595721,False
3,30.0,25-34,1.0,twiceplus_volunteer,0.04083588801320742,0.0,0.0,1.0,6.0,31,73.63189913315867,1,3.006823987201452,True
3,30.0,35-44,0.0,not_twiceplus_volunteer,0.9133014684480232,0.24679152453328512,0.1173129286299481,0.6358955468367669,1.1687121856143952,41,60.330528252618244,37,55.09996004536119,False
3,30.0,35-44,1.0,twiceplus_volunteer,0.08669853155197663,0.3038914450514423,0.0,0.6961085549485577,1.9479776919511045,41,60.330528252618244,4,5.23056820725704,True
3,30.0,45-54,0.0,not_twiceplus_volunteer,0.8407874560624651,0.4799976498640048,0.045238320342946794,0.4747640297930484,1.3188001768264042,28,35.89071556130388,24,30.176463433050216,True
3,30.0,45-54,1.0,twiceplus_volunteer,0.15921254393753487,0.0,0.12137082291359796,0.878629177086402,1.6316089114747805,28,35.89071556130388,4,5.71425212825366,True
3,30.0,55-64,0.0,not_twiceplus_volunteer,0.877378491055094,0.251168254085714,0.06693857305687452,0.6818931728574114,0.8432335663176954,22,43.853043993720355,21,38.47571756738302,True
3,30.0,55-64,1.0,twiceplus_volunteer,0.122621508944906,0.0,0.0,1.0,4.0,22,43.853043993720355,1,5.377326426337337,True
3,30.0,65-74,0.0,not_twiceplus_volunteer,1.0,0.0,0.10524772033875025,0.8947522796612496,0.8697949993738618,11,17.367990528703487,11,17.367990528703487,True
3,30.0,75-84,0.0,not_twiceplus_volunteer,1.0,0.2062968648382802,0.0,0.7937031351617198,1.0855231151626634,4,4.996367828135425,4,4.996367828135425,True
3,30.0,85+,0.0,not_twiceplus_volunteer,1.0,1.0,0.0,0.0,0.0,2,6.3489836828253745,2,6.3489836828253745,True
3,35.0,16-24,0.0,not_twiceplus_volunteer,1.0,0.1565499619107814,0.0,0.8434500380892187,0.6787419952692132,5,19.479340378493998,5,19.479340378493998,True
3,35.0,25-34,0.0,not_twiceplus_volunteer,0.7237193828400793,0.37180302860844355,0.37553689256704686,0.2526600788245095,0.3908850278257523,18,48.31636161209811,14,34.96748740698575,True
3,35.0,25-34,1.0,twiceplus_volunteer,0.2762806171599207,0.0,0.0,1.0,1.7288632433964521,18,48.31636161209811,4,13.348874205112368,True
3,35.0,35-44,0.0,not_twiceplus_volunteer,0.9045380992147128,0.12514869958156555,0.1269049523433707,0.7479463480750638,1.7970231892075172,47,69.98699565156465,41,63.305904016414665,False
3,35.0,35-44,1.0,twiceplus_volunteer,0.09546190078528732,0.0,0.3440959091790504,0.6559040908209496,1.8708625431457981,47,69.98699565156465,6,6.6810916351500005,True
3,35.0,45-54,0.0,not_twiceplus_volunteer,0.7208037410032593,0.0,0.1495716943778818,0.8504283056221182,0.6602971486213713,18,40.144377089835686,14,28.936217186599098,True
3,35.0,45-54,1.0,twiceplus_volunteer,0.2791962589967408,0.0,0.35646779072148116,0.6435322092785188,1.1369279599450257,18,40.144377089835686,4,11.208159903236592,True
3,35.0,55-64,0.0,not_twiceplus_volunteer,0.8577197610804806,0.019195594367030507,0.09434204034714187,0.8864623652858276,1.1521421418472197,30,43.35885984153365,25,37.18975090400229,True
3,35.0,55-64,1.0,twiceplus_volunteer,0.14228023891951938,0.4680261741224791,0.0,0.5319738258775208,1.013348652820478,30,43.35885984153365,5,6.169108937531362,True
3,35.0,65-74,0.0,not_twiceplus_volunteer,0.9644776356587645,0.20184857069825815,0.06270796773610648,0.7354434615656351,1.2823723720295366,21,40.79199145416144,20,39.342963471522154,True
3,35.0,65-74,1.0,twiceplus_volunteer,0.03552236434123558,0.0,0.0,1.0,1.0,21,40.79199145416144,1,1.449027982639291,True
3,35.0,75-84,0.0,not_twiceplus_volunteer,0.7768117960055257,0.19647758956326616,0.592173141772259,0.21134926866447487,0.42269853732894974,9,42.94648317631547,6,33.361334728314716,True
3,35.0,75-84,1.0,twiceplus_volunteer,0.22318820399447403,0.0,0.25293772062030906,0.7470622793796909,1.6743936822038537,9,42.94648317631547,3,9.585148448000744,True
3,35.0,85+,0.0,not_twiceplus_volunteer,1.0,0.0,1.0,0.0,0.0,2,7.040544877963327,2,7.040544877963327,True
3,44.0,16-24,0.0,not_twiceplus_volunteer,0.8947489277496645,0.12780412039244082,0.0,0.8721958796075591,2.2116277785787957,18,51.60445125472068,16,46.17302742727116,True
3,44.0,16-24,1.0,twiceplus_volunteer,0.10525107225033553,0.0,0.221532030079494,0.778467969920506,2.335403909761518,18,51.60445125472068,2,5.431423827449525,True
3,44.0,25-34,0.0,not_twiceplus_volunteer,1.0,0.1565819211761742,0.28570143290654637,0.5577166459172795,1.1833883400132046,39,58.94243997102925,39,58.94243997102925,False
3,44.0,35-44,0.0,not_twiceplus_volunteer,0.9692349071665638,0.06282245111317647,0.11055334036578048,0.826624208521043,1.256657892019618,32,35.08473462475363,30,34.00534950698661,False
3,44.0,35-44,1.0,twiceplus_volunteer,0.030765092833436227,0.2705322758979091,0.7294677241020909,0.0,0.0,32,35.08473462475363,2,1.0793851177670197,True
3,44.0,45-54,0.0,not_twiceplus_volunteer,0.9843169591732234,0.33931472714244293,0.030532520093676598,0.6301527527638806,1.1469938544594664,28,44.45643006533079,27,43.75921805760347,True
3,44.0,45-54,1.0,twiceplus_volunteer,0.015683040826776563,0.0,0.0,1.0,3.0000000000000004,28,44.45643006533079,1,0.6972120077273198,True
3,44.0,55-64,0.0,not_twiceplus_volunteer,0.9122794875793444,0.0640196364860894,0.10155123150026843,0.8344291320136422,1.6455184898641206,20,28.326773255702523,18,25.841934190488576,True
3,44.0,55-64,1.0,twiceplus_volunteer,0.08772051242065554,0.0,0.0,1.0,2.107484223407635,20,28.326773255702523,2,2.4848390652139463,True
3,44.0,65-74,0.0,not_twiceplus_volunteer,0.902780559500154,0.033970719783107686,0.26264797717355176,0.7033813030433407,1.0302875436955699,20,28.193893144641258,17,25.452898627606793,True
3,44.0,65-74,1.0,twiceplus_volunteer,0.09721944049984596,0.0,0.5268214064789003,0.4731785935210998,1.1040833848825662,20,28.193893144641258,3,2.7409945170344656,True
3,44.0,75-84,0.0,not_twiceplus_volunteer,1.0,0.07684593173451516,0.0,0.9231540682654849,1.4102535578054636,8,12.773037910123687,8,12.773037910123687,True
3,44.0,85+,0.0,not_twiceplus_volunteer,0.6129190637261792,1.0,0.0,0.0,0.0,3,6.352604600132771,2,3.8936324637359974,True
3,44.0,85+,1.0,twiceplus_volunteer,0.3870809362738208,1.0,0.0,0.0,0.0,3,6.352604600132771,1,2.458972136396774,True
3,68.0,16-24,0.0,not_twiceplus_volunteer,0.47297562284214245,0.16553215888437015,0.042070661868248455,0.7923971792473814,1.4653724942285935,14,59.813842305930194,10,28.290489319229025,True
3,68.0,16-24,1.0,twiceplus_volunteer,0.5270243771578575,0.0,0.0,1.0,2.0,14,59.813842305930194,4,31.523352986701173,True
3,68.0,25-34,0.0,not_twiceplus_volunteer,0.9420501512524094,0.21434526918659202,0.12106613957555434,0.6645885912378536,0.9495244848409711,27,58.72028635577443,25,55.31745464304209,True
3,68.0,25-34,1.0,twiceplus_volunteer,0.05794984874759054,0.0,0.0,1.0,3.0,27,58.72028635577443,2,3.4028317127323326,True
3,68.0,35-44,0.0,not_twiceplus_volunteer,0.8493460505195313,0.2110731042126698,0.05805545923543024,0.7308714365519,0.9270918998776121,33,66.89567808063177,27,56.81757997461057,True
3,68.0,35-44,1.0,twiceplus_volunteer,0.1506539494804691,0.1005297079811893,0.0,0.8994702920188106,1.3955372534697157,33,66.89567808063177,6,10.078098106021223,True
3,68.0,45-54,0.0,not_twiceplus_volunteer,0.8399589353241123,0.15364856496025403,0.24700273834454775,0.5993486966951982,0.6645517674498989,37,64.52583703384433,32,54.199053375845054,False
3,68.0,45-54,1.0,twiceplus_volunteer,0.16004106467588783,0.0,0.0,1.0,3.521211377105993,37,64.52583703384433,5,10.326783657999277,True
3,68.0,55-64,0.0,not_twiceplus_volunteer,0.8360635243350759,0.22451091361511105,0.0,0.7754890863848889,0.839711341818591,19,48.989536628657945,13,40.958364649298055,True
3,68.0,55-64,1.0,twiceplus_volunteer,0.1639364756649241,0.19044098952873895,0.0,0.8095590104712612,0.8111901865576379,19,48.989536628657945,6,8.03117197935989,True
3,68.0,65-74,0.0,not_twiceplus_volunteer,0.8514153056469043,0.1002280020805915,0.0385808696449426,0.861191128274466,1.0566598059039394,19,33.136615388030464,17,28.21302151870387,True
3,68.0,65-74,1.0,twiceplus_volunteer,0.14858469435309582,0.0,0.48878809315171273,0.5112119068482872,0.5112119068482872,19,33.136615388030464,2,4.923593869326598,True
3,68.0,75-84,0.0,not_twiceplus_volunteer,1.0,0.6354706522450527,0.3645293477549473,0.0,0.0,2,7.410080704817725,2,7.410080704817725,True
3,78.0,16-24,0.0,not_twiceplus_volunteer,0.5724927466248513,0.20244472000033426,0.21648692723187687,0.5810683527677889,1.5193933434218019,17,50.92749043293716,12,29.155618876663034,True
3,78.0,16-24,1.0,twiceplus_volunteer,0.42750725337514867,0.041280216669751624,0.0,0.9587197833302482,1.8131643697394944,17,50.92749043293716,5,21.771871556274128,True
3,78.0,25-34,0.0,not_twiceplus_volunteer,1.0,0.03816012544411026,0.06718854889819592,0.8946513256576938,1.9944070824231488,28,60.06071650947823,28,60.06071650947823,True
3,78.0,35-44,0.0,not_twiceplus_volunteer,0.9266194013900211,0.15756970702421463,0.1015322227549402,0.7408980702208452,1.0559244346684873,35,75.94236472056936,34,70.36966853751663,False
3,78.0,35-44,1.0,twiceplus_volunteer,0.07338059860997888,0.0,0.0,1.0,4.0,35,75.94236472056936,1,5.572696183052721,True
3,78.0,45-54,0.0,not_twiceplus_volunteer,0.7424341816167734,0.2921683173683065,0.11481522175391884,0.5930164608777747,0.6927064710104501,20,43.381494317320765,14,32.20790423079275,True
3,78.0,45-54,1.0,twiceplus_volunteer,0.2575658183832265,0.0,0.09602157192308249,0.9039784280769175,2.042682327516117,20,43.381494317320765,6,11.173590086528012,True
3,78.0,55-64,0.0,not_twiceplus_volunteer,0.9311705163443574,0.490125684087684,0.0,0.5098743159123162,0.8923741726368742,30,37.82236266986497,27,35.21906897666172,True
3,78.0,55-64,1.0,twiceplus_volunteer,0.06882948365564265,0.0,0.0,1.0,3.2171646934346385,30,37.82236266986497,3,2.60329369320326,True
3,78.0,65-74,0.0,not_twiceplus_volunteer,1.0,0.38997900611424763,0.18483713662521348,0.42518385726053903,0.7468647102720164,15,36.644694727076114,15,36.644694727076114,True
3,78.0,75-84,0.0,not_twiceplus_volunteer,0.8686835186065267,0.0,0.10247326252840748,0.8975267374715925,1.4936371272446864,6,21.90303066852417,5,19.026801749280242,True
3,78.0,75-84,1.0,twiceplus_volunteer,0.13131648139347318,0.0,0.0,1.0,2.0,6,21.90303066852417,1,2.876228919243927,True
3,78.0,85+,0.0,not_twiceplus_volunteer,1.0,0.0,0.0,1.0,1.0,2,5.7255664943677385,2,5.7255664943677385,True
3,91.0,16-24,0.0,not_twiceplus_volunteer,0.8652675599023422,0.054432927717102314,0.2591515055485352,0.6864155667343625,1.7735299172661783,18,43.405279709418934,16,37.557180461047565,True
3,91.0,16-24,1.0,twiceplus_volunteer,0.13473244009765792,0.0,0.0,1.0,3.0332130363362704,18,43.405279709418934,2,5.848099248371373,True
3,91.0,25-34,0.0,not_twiceplus_volunteer,0.9293968510773232,0.3181442998624911,0.0754383547729774,0.6064173453645316,1.2645049401643649,18,40.77881854254982,16,37.89970554409936,True
3,91.0,25-34,1.0,twiceplus_volunteer,0.07060314892267669,0.8521984464669821,0.0,0.14780155353301794,0.4434046605990538,18,40.77881854254982,2,2.879112998450455,True
3,91.0,35-44,0.0,not_twiceplus_volunteer,0.9744676442665101,0.16135726865373468,0.056261981968670986,0.7823807493775944,1.5706550713222358,39,61.640868164370886,37,60.06703159067702,False
3,91.0,35-44,1.0,twiceplus_volunteer,0.025532355733489838,0.0,0.18600876600733765,0.8139912339926623,0.8139912339926623,39,61.640868164370886,2,1.5738365736938662,True
3,91.0,45-54,0.0,not_twiceplus_volunteer,0.924744983976429,0.22731411863555953,0.025763551098433583,0.7469223302660071,1.8500247886744132,17,23.78029387050731,15,21.990707474237055,True
3,91.0,45-54,1.0,twiceplus_volunteer,0.07525501602357096,0.0,0.0,1.0,0.5026591551147758,17,23.78029387050731,2,1.7895863962702538,True
3,91.0,55-64,0.0,not_twiceplus_volunteer,0.9901332901324656,0.2753349916616046,0.1640926314639859,0.5605723768744096,1.1229454760403954,33,56.35750924196997,32,55.801446049422566,False
3,91.0,55-64,1.0,twiceplus_volunteer,0.009866709867534249,0.0,0.0,1.0,3.0,33,56.35750924196997,1,0.5560631925473978,True
3,91.0,65-74,0.0,not_twiceplus_volunteer,0.9701798982996692,0.29965454179429235,0.10993936115565797,0.5904060970500499,0.7197727822170725,17,37.908057253644905,16,36.77763513107925,True
3,91.0,65-74,1.0,twiceplus_volunteer,0.029820101700330757,0.0,0.0,1.0,3.0,17,37.908057253644905,1,1.130422122565652,True
3,91.0,75-84,0.0,not_twiceplus_volunteer,0.818647294851946,0.38983728729244976,0.08891678102088013,0.5212459316866703,1.3030952551695791,9,22.938558600169692,6,18.77858894583176,True
3,91.0,75-84,1.0,twiceplus_volunteer,0.18135270514805393,0.0,0.37427374765868826,0.6257262523413117,1.6683900791535857,9,22.938558600169692,3,4.159969654337931,True
3,91.0,85+,0.0,not_twiceplus_volunteer,1.0,0.7989155975108999,0.0,0.20108440248910006,0.20108440248910006,3,7.520726517139503,3,7.520726517139503,True
3,107.0,16-24,0.0,not_twiceplus_volunteer,0.3442896756135727,0.08874663724315796,0.19804515893305277,0.7132082038237894,1.174843776273842,12,32.55776859227016,7,11.209303587334459,True
3,107.0,16-24,1.0,twiceplus_volunteer,0.6557103243864273,0.0,0.0,1.0,4.217778200440266,12,32.55776859227016,5,21.3484650049357,True
3,107.0,25-34,0.0,not_twiceplus_volunteer,1.0,0.15170187880404054,0.19800825895132132,0.6502898622446381,1.5035233593882973,36,61.71059503245522,36,61.71059503245522,False
3,107.0,35-44,0.0,not_twiceplus_volunteer,0.8484257363168759,0.2018229228554087,0.29150944487493485,0.5066676322696564,0.9411261637128552,39,38.62824441589972,34,32.77319671118797,False
3,107.0,35-44,1.0,twiceplus_volunteer,0.15157426368312416,0.0,0.4382911067010858,0.5617088932989143,1.3061798767771704,39,38.62824441589972,5,5.855047704711753,True
3,107.0,45-54,0.0,not_twiceplus_volunteer,0.8480147783184503,0.2888002787341186,0.013898617421182783,0.6973011038446987,1.044097228057291,34,54.88376500336198,31,46.54224381260793,False
3,107.0,45-54,1.0,twiceplus_volunteer,0.15198522168154957,0.8029681861996992,0.0,0.1970318138003008,0.14856805817884194,34,54.88376500336198,3,8.341521190754042,True
3,107.0,55-64,0.0,not_twiceplus_volunteer,0.9380750988514187,0.22254832141722278,0.06676362493731283,0.7106880536454644,1.1323787125191882,25,20.622162783551822,23,19.345137391710423,True
3,107.0,55-64,1.0,twiceplus_volunteer,0.061924901148581436,0.0,0.0,1.0,0.8921302106140101,25,20.622162783551822,2,1.2770253918414016,True
3,107.0,65-74,0.0,not_twiceplus_volunteer,0.9771085702479448,0.06269603867679734,0.04587527160504203,0.8914286897181606,1.5273037679877959,15,23.147315940209772,14,22.617440783415834,True
3,107.0,65-74,1.0,twiceplus_volunteer,0.022891429752055145,0.0,0.0,1.0,2.0,15,23.147315940209772,1,0.5298751567939383,True
3,107.0,75-84,0.0,not_twiceplus_volunteer,0.8249556862890086,0.48555908320442215,0.31353919694444293,0.200901719851135,0.80360687940454,5,13.5905858579805,4,11.211631083539999,True
3,107.0,75-84,1.0,twiceplus_volunteer,0.17504431371099133,0.0,0.0,1.0,1.0,5,13.5905858579805,1,2.378954774440501,True
3,109.0,16-24,0.0,not_twiceplus_volunteer,0.9117915101118261,0.3362192683167142,0.0495870952706998,0.6141936364125858,1.8975124671971444,23,56.233381102826506,22,51.27311947444001,True
3,109.0,16-24,1.0,twiceplus_volunteer,0.08820848988817385,1.0,0.0,0.0,0.0,23,56.233381102826506,1,4.960261628386498,True
3,109.0,25-34,0.0,not_twiceplus_volunteer,0.9756679278387512,0.05207769375867866,0.12959739197044717,0.8183249142708744,1.6361422612931933,51,90.293635974367,49,88.09660470813718,False
3,109.0,25-34,1.0,twiceplus_volunteer,0.02433207216124874,0.0,0.0,1.0,1.5439515006441549,51,90.293635974367,2,2.197031266229823,True
3,109.0,35-44,0.0,not_twiceplus_volunteer,0.9396318969256242,0.08234107147117965,0.13167202865300154,0.7859868998758186,1.4528891087898268,46,59.49668158766202,43,55.90497978099472,False
3,109.0,35-44,1.0,twiceplus_volunteer,0.06036810307437582,0.0,0.2723238467389837,0.7276761532610163,5.312128967262198,46,59.49668158766202,3,3.5917018066672983,True
3,109.0,45-54,0.0,not_twiceplus_volunteer,0.9325992635404292,0.26178814387018795,0.07021341892075725,0.6679984372090545,1.2119904561154577,20,23.10269601321778,19,21.545557287725313,True
3,109.0,45-54,1.0,twiceplus_volunteer,0.06740073645957076,0.0,0.0,1.0,1.0,20,23.10269601321778,1,1.5571387254924678,True
3,109.0,55-64,0.0,not_twiceplus_volunteer,0.9605086987025465,0.526289119323945,0.07237866928215499,0.4013322113939003,1.0745736936105592,21,25.35875148988283,19,24.35730139426862,True
3,109.0,55-64,1.0,twiceplus_volunteer,0.039491301297453325,0.0,0.0,1.0,1.6123782318552906,21,25.35875148988283,2,1.0014500956142063,True
3,109.0,65-74,0.0,not_twiceplus_volunteer,0.5716296003621076,0.0,0.0,1.0,1.4512520533882811,8,8.854291903786928,5,5.061375342451167,True
3,109.0,65-74,1.0,twiceplus_volunteer,0.4283703996378923,0.0,0.0,1.0,2.814715783068201,8,8.854291903786928,3,3.7929165613357605,True
3,109.0,75-84,0.0,not_twiceplus_volunteer,1.0,0.787007573288626,0.0,0.2129924267113739,0.2129924267113739,3,9.251312759687218,3,9.251312759687218,True
3,112.0,16-24,0.0,not_twiceplus_volunteer,0.8569599473377222,0.1636107502621633,0.0,0.8363892497378367,1.3706748093645196,12,17.659424125761205,10,15.133419168826823,True
3,112.0,16-24,1.0,twiceplus_volunteer,0.14304005266227787,0.1362718583430746,0.8637281416569254,0.0,0.0,12,17.659424125761205,2,2.526004956934383,True
3,112.0,25-34,0.0,not_twiceplus_volunteer,0.9201038340723728,0.10844088664165559,0.20662858019925254,0.6849305331590919,1.7478050144957453,35,47.212597537623296,33,43.44049201088306,False
3,112.0,25-34,1.0,twiceplus_volunteer,0.07989616592762726,0.0,0.0,1.0,3.571418973427597,35,47.212597537623296,2,3.772105526740237,True
3,112.0,35-44,0.0,not_twiceplus_volunteer,0.9815727657819987,0.1921210253012582,0.055437668219016474,0.7524413064797253,1.6125455044199,28,20.666810347123143,27,20.285978192317693,True
3,112.0,35-44,1.0,twiceplus_volunteer,0.018427234218001198,0.0,1.0,0.0,0.0,28,20.666810347123143,1,0.3808321548054488,True
3,112.0,45-54,0.0,not_twiceplus_volunteer,0.9617744759806234,0.2583354981287175,0.022837483880623212,0.7188270179906593,1.2622186729094937,25,22.683899298908408,24,21.816795361404864,True
3,112.0,45-54,1.0,twiceplus_volunteer,0.038225524019376664,0.0,0.0,1.0,2.0,25,22.683899298908408,1,0.8671039375035448,True
3,112.0,55-64,0.0,not_twiceplus_volunteer,0.98676330600017,0.34561521093129766,0.0,0.6543847890687023,1.1067315018522321,21,18.485587339471067,20,18.24089927645136,True
3,112.0,55-64,1.0,twiceplus_volunteer,0.013236693999829957,0.0,0.0,1.0,3.0000000000000004,21,18.485587339471067,1,0.2446880630197093,True
3,112.0,65-74,0.0,not_twiceplus_volunteer,0.8792063840752119,0.11111434700936802,0.1461037682668063,0.7427818847238257,1.0407127442788073,13,12.165710568239373,12,10.69617039840733,True
3,112.0,65-74,1.0,twiceplus_volunteer,0.12079361592478813,0.0,1.0,0.0,0.0,13,12.165710568239373,1,1.4695401698320427,True
3,112.0,75-84,0.0,not_twiceplus_volunteer,0.7612882263208497,0.39473204883223795,0.18659754072654056,0.4186704104412214,0.4186704104412214,10,21.6237590553133,7,16.461913177608874,True
