year,LA_2023,age_group,top_months12_activity,top_months12_rate,top_days10p60gr_activity,top_days10p60gr_rate
2,30.0,25-34,WALKTRAV_B02,0.7430545002995654,ACTTRAV_C03,0.28047903938785285
2,30.0,35-44,ACTTRAV_C03,0.8242792675946854,ACTTRAV_C03,0.48990803395831234
2,30.0,45-54,ACTTRAV_C03,0.7907998875737927,ACTTRAV_C03,0.5086312956037625
2,30.0,55-64,WALKTRAV_B02,0.6707533906294076,ACTTRAV_C03,0.39956201739139363
2,30.0,65-74,GARD_B08,0.7672778964243797,GARD_B08,0.4907098962220723
2,30.0,75-84,GARD_B08,0.7085033705293642,GARD_B08,0.5273208854360913
2,30.0,85+,ACTTRAV_C03,0.8155681159361473,ACTTRAV_C03,0.6794534998208087
2,35.0,16-24,WALKTRAV_B02,0.7738140465702757,ACTTRAV_C03,0.55443720251968
2,35.0,25-34,ACTTRAV_C03,0.7841091688048865,ACTTRAV_C03,0.47872243222806254
2,35.0,35-44,ACTTRAV_C03,0.8415261182148923,ACTTRAV_C03,0.6100365303869356
2,35.0,45-54,ACTTRAV_C03,0.7787773791945932,ACTTRAV_C03,0.4382657889849462
2,35.0,55-64,GARD_B08,0.7819072522488508,GARD_B08,0.3887360552785235
2,35.0,65-74,GARD_B08,0.772515380178036,WALKTRAV_B02,0.6128021150205224
2,35.0,75-84,GARD_B08,0.7263209247549847,GARD_B08,0.5922573680243836
2,35.0,85+,GARD_B08,0.453368326525541,GARD_B08,0.4132433484727412
2,44.0,16-24,ACTTRAV_C03,0.9232332049217327,ACTTRAV_C03,0.4899043173300306
2,44.0,25-34,ACTTRAV_C03,0.9114123834783461,ACTTRAV_C03,0.5909010449367059
2,44.0,35-44,ACTTRAV_C03,0.9296067531360458,ACTTRAV_C03,0.6038117938969721
2,44.0,45-54,ACTTRAV_C03,0.8968169123440017,ACTTRAV_C03,0.5923155475145699
2,44.0,55-64,ACTTRAV_C03,0.6165295861299704,ACTTRAV_C03,0.4041730689940865
2,44.0,65-74,WALKTRAV_B02,0.7065824749781122,ACTTRAV_C03,0.5821909511517022
2,44.0,75-84,ACTTRAV_C03,0.7979731583964912,ACTTRAV_C03,0.710809878995667
2,44.0,85+,GARD_B08,0.4207944038343417,GARD_B08,0.3556013988953052
2,68.0,16-24,WALKTRAV_B02,0.9073536582692261,ACTTRAV_C03,0.47736602084463603
2,68.0,25-34,ACTTRAV_C03,0.8704293534069832,ACTTRAV_C03,0.4394408089285444
2,68.0,35-44,ACTTRAV_C03,0.7829451722898877,ACTTRAV_C03,0.6119094394000543
2,68.0,45-54,ACTTRAV_C03,0.7847230277364572,ACTTRAV_C03,0.46603024907731255
2,68.0,55-64,GARD_B08,0.74386370275946,ACTTRAV_C03,0.47720699748698014
2,68.0,65-74,GARD_B08,0.7395327845833327,GARD_B08,0.5883429644294019
2,68.0,75-84,GARD_B08,0.8137401215651384,GARD_B08,0.5035256013859302
2,68.0,85+,GARD_B08,0.5307221756347865,GARD_B08,0.4265783890607051
2,78.0,16-24,ACTTRAV_C03,0.8479372636178707,ACTTRAV_C03,0.40778803141322084
2,78.0,25-34,ACTTRAV_C03,0.7898876365999624,ACTTRAV_C03,0.47204734248800667
2,78.0,35-44,ACTTRAV_C03,0.7244268889328803,ACTTRAV_C03,0.2930750481684398
2,78.0,45-54,ACTTRAV_C03,0.7252762445635996,ACTTRAV_C03,0.38966494871606405
2,78.0,55-64,ACTTRAV_C03,0.7059223814792335,ACTTRAV_C03,0.3904281192351228
2,78.0,65-74,GARD_B08,0.7514380821059975,ACTTRAV_C03,0.5711782312149879
2,78.0,75-84,GARD_B08,0.5604479392830339,GARD_B08,0.43130951424364466
2,78.0,85+,GARD_B08,0.6314798108699062,GARD_B08,0.4197783893772248
2,91.0,16-24,WALKTRAV_B02,0.8088757089911446,ACTTRAV_C03,0.4533075561867443
2,91.0,25-34,ACTTRAV_C03,0.8168462512542315,ACTTRAV_C03,0.38711600730129836
2,91.0,35-44,ACTTRAV_C03,0.7962739845039547,ACTTRAV_C03,0.47198742512241615
2,91.0,45-54,ACTTRAV_C03,0.7719901341287086,ACTTRAV_C03,0.39349790223891595
2,91.0,55-64,GARD_B08,0.61656502564015,ACTTRAV_C03,0.34294093458065017
2,91.0,65-74,GARD_B08,0.7296301337504861,GARD_B08,0.5408555947187796
2,91.0,75-84,GARD_B08,0.7182953320325084,GARD_B08,0.4916949155718676
2,91.0,85+,GARD_B08,0.5924798728634113,WALKTRAV_B02,0.4698047888400492
2,107.0,16-24,ACTTRAV_C03,0.9117805304237542,ACTTRAV_C03,0.6010658063907313
2,107.0,25-34,ACTTRAV_C03,0.853440501691271,ACTTRAV_C03,0.5059520188793069
2,107.0,35-44,ACTTRAV_C03,0.8330684305037398,ACTTRAV_C03,0.5174056881519385
2,107.0,45-54,ACTTRAV_C03,0.7135773824848135,ACTTRAV_C03,0.43959102470127875
2,107.0,55-64,ACTTRAV_C03,0.7403731964803559,ACTTRAV_C03,0.40416334991051495
2,107.0,65-74,GARD_B08,0.7020185150946296,GARD_B08,0.560711013679203
2,107.0,75-84,GARD_B08,0.6740207021895335,GARD_B08,0.46116876197673795
2,107.0,85+,GARD_B08,0.23836981790199363,GARD_B08,0.23836981790199363
2,109.0,16-24,ACTTRAV_C03,0.9220672833998572,ACTTRAV_C03,0.46130543670376567
2,109.0,25-34,ACTTRAV_C03,0.9250807443581566,ACTTRAV_C03,0.6160937508468382
2,109.0,35-44,ACTTRAV_C03,0.9248556845006698,ACTTRAV_C03,0.5720496953075505
2,109.0,45-54,ACTTRAV_C03,0.8922402696786816,ACTTRAV_C03,0.6209565806529872
2,109.0,55-64,ACTTRAV_C03,0.8641066592212183,ACTTRAV_C03,0.4320197602121075
2,109.0,65-74,ACTTRAV_C03,0.8638590107433942,ACTTRAV_C03,0.7395383647006367
2,109.0,75-84,ACTTRAV_C03,0.9418127702516913,ACTTRAV_C03,0.4027998420071547
2,109.0,85+,ABSEILING_H03,0.0,ABSEILING_H03,0.0
2,112.0,16-24,WALKTRAV_B02,0.7104635513252696,ACTTRAV_C03,0.487250292343362
2,112.0,25-34,WALKTRAV_B02,0.9211092896098781,ACTTRAV_C03,0.4780460544488465
2,112.0,35-44,ACTTRAV_C03,0.8685174533127299,ACTTRAV_C03,0.6227962466980603
2,112.0,45-54,ACTTRAV_C03,0.8391729581109306,ACTTRAV_C03,0.4663598723154183
2,112.0,55-64,ACTTRAV_C03,0.7902877713156437,ACTTRAV_C03,0.49875260803434746
2,112.0,65-74,WALKTRAV_B02,0.7183813211845202,ACTTRAV_C03,0.5839733330422514
2,112.0,75-84,ACTTRAV_C03,0.6404642985749265,ACTTRAV_C03,0.3900851645267596
2,112.0,85+,GARD_B08,0.8433689431594367,GARD_B08,0.8433689431594367
2,114.0,16-24,ACTTRAV_C03,0.8550133086915929,ACTTRAV_C03,0.393188692845948
2,114.0,25-34,ACTTRAV_C03,0.9129283961657961,ACTTRAV_C03,0.532472657503982
2,114.0,35-44,ACTTRAV_C03,0.8371046894494314,ACTTRAV_C03,0.5200859402033805
2,114.0,45-54,ACTTRAV_C03,0.8396804951941043,ACTTRAV_C03,0.5163016331276807
2,114.0,55-64,ACTTRAV_C03,0.8107566558675707,ACTTRAV_C03,0.48490229053691675
2,114.0,65-74,GARD_B08,0.7251606517718416,ACTTRAV_C03,0.6233375495530259
2,114.0,75-84,ACTTRAV_C03,0.674549966889725,WALKTRAV_B02,0.4987909094538648
2,114.0,85+,GARD_B08,0.36887380792797575,GARD_B08,0.36887380792797575
2,117.0,16-24,WALKTRAV_B02,0.9425936200386986,WALKTRAV_B02,0.4767321080373409
2,117.0,25-34,ACTTRAV_C03,0.7365778296503551,ACTTRAV_C03,0.32165253659715287
2,117.0,35-44,ACTTRAV_C03,0.6735107423008251,ACTTRAV_C03,0.42015402973606414
2,117.0,45-54,ACTTRAV_C03,0.7309523600931243,ACTTRAV_C03,0.2999149584053659
2,117.0,55-64,ACTTRAV_C03,0.6187014279800879,ACTTRAV_C03,0.3598635936835136
2,117.0,65-74,GARD_B08,0.7237929650209166,GARD_B08,0.630964478337781
2,117.0,75-84,ACTTRAV_C03,0.4455940441283269,GARD_B08,0.30748783869203594
2,117.0,85+,GARD_B08,0.35848869118146454,GARD_B08,0.35848869118146454
2,122.0,16-24,WALKTRAV_B02,0.9581249008429359,WALKTRAV_B02,0.39296238046903853
2,122.0,25-34,ACTTRAV_C03,0.8189597888700386,ACTTRAV_C03,0.506626591306015
2,122.0,35-44,WALKTRAV_B02,0.6181085586091158,ACTTRAV_C03,0.32281172315124934
2,122.0,45-54,ACTTRAV_C03,0.7692492439122963,ACTTRAV_C03,0.5436952793764993
2,122.0,55-64,GARD_B08,0.7516169287875218,WALKTRAV_B02,0.24095242841478673
2,122.0,65-74,GARD_B08,0.7819898969890728,GARD_B08,0.6041736304973089
2,122.0,75-84,GARD_B08,0.516109126125098,GARD_B08,0.42762556786412526
2,122.0,85+,GARD_B08,0.5429808130064608,GARD_B08,0.4094991152997216
2,126.0,16-24,ACTTRAV_C03,0.9092038343805787,ACTTRAV_C03,0.6372216547596666
2,126.0,25-34,ACTTRAV_C03,0.7650972702001327,ACTTRAV_C03,0.3759005491421471
2,126.0,35-44,ACTTRAV_C03,0.7051191879266041,ACTTRAV_C03,0.32568650494235407
2,126.0,45-54,ACTTRAV_C03,0.6741112541721552,ACTTRAV_C03,0.3407312841642603
2,126.0,55-64,ACTTRAV_C03,0.7068804714897399,ACTTRAV_C03,0.4295048906141716
2,126.0,65-74,GARD_B08,0.8702034843161898,GARD_B08,0.6281119390444885
2,126.0,75-84,GARD_B08,0.7421557185047813,GARD_B08,0.4742436451377104
2,126.0,85+,ACTTRAV_C03,0.6728278973494003,ACTTRAV_C03,0.19973871083946806
2,129.0,16-24,WALKTRAV_B02,0.9416340653071894,ACTTRAV_C03,0.4320140776679699
2,129.0,25-34,ACTTRAV_C03,0.8416291068263507,ACTTRAV_C03,0.49623144891288773
2,129.0,35-44,ACTTRAV_C03,0.7731788364810086,ACTTRAV_C03,0.4501768291637149
2,129.0,45-54,ACTTRAV_C03,0.6768869619054887,ACTTRAV_C03,0.3285798616208881
2,129.0,55-64,ACTTRAV_C03,0.78492537663754,ACTTRAV_C03,0.4788427759412391
2,129.0,65-74,GARD_B08,0.6291453684831158,GARD_B08,0.3635877547798405
2,129.0,75-84,GARD_B08,0.6117701974446074,GARD_B08,0.47352350163415935
2,129.0,85+,GARD_B08,0.4767313794507727,GARD_B08,0.42969736980439405
2,135.0,16-24,ACTTRAV_C03,0.8154176063845715,ACTTRAV_C03,0.4497047150704606
2,135.0,25-34,ACTTRAV_C03,0.9082422756153554,ACTTRAV_C03,0.49570818169293523
2,135.0,35-44,ACTTRAV_C03,0.8622714578790789,ACTTRAV_C03,0.5051979483349608
2,135.0,45-54,ACTTRAV_C03,0.8335896256340488,ACTTRAV_C03,0.5404861947863285
2,135.0,55-64,ACTTRAV_C03,0.7362374578286822,ACTTRAV_C03,0.5716563889488033
2,135.0,65-74,ACTTRAV_C03,0.6503349099277564,ACTTRAV_C03,0.5670453684787828
2,135.0,75-84,ACTTRAV_C03,0.6198096489404734,ACTTRAV_C03,0.6198096489404734
2,135.0,85+,ACTTRAV_C03,0.4899297914061888,ACTTRAV_C03,0.24008413843073154
2,136.0,16-24,WALKTRAV_B02,0.7932251673570702,ACTTRAV_C03,0.6146012195692798
2,136.0,25-34,ACTTRAV_C03,0.8792125950999526,ACTTRAV_C03,0.5585137324288713
2,136.0,35-44,ACTTRAV_C03,0.7557572788230134,ACTTRAV_C03,0.4280149993690081
2,136.0,45-54,ACTTRAV_C03,0.8159301793127876,ACTTRAV_C03,0.4821467523337171
2,136.0,55-64,ACTTRAV_C03,0.8389284721366979,ACTTRAV_C03,0.45624990571071206
2,136.0,65-74,ACTTRAV_C03,0.7490266119135184,ACTTRAV_C03,0.6091687583655058
2,136.0,75-84,ACTTRAV_C03,0.5890628897078857,ACTTRAV_C03,0.43970727136704063
2,136.0,85+,ACTTRAV_C03,0.5848074811769686,GARD_B08,0.5113106946986552
2,139.0,16-24,ACTTRAV_C03,0.852552681253798,ACTTRAV_C03,0.6678382181368654
2,139.0,25-34,ACTTRAV_C03,0.896612081995947,ACTTRAV_C03,0.6883430106542376
2,139.0,35-44,ACTTRAV_C03,0.753692453845346,ACTTRAV_C03,0.45066301386828483
2,139.0,45-54,ACTTRAV_C03,0.713295711922622,ACTTRAV_C03,0.4779251283112536
2,139.0,55-64,GARD_B08,0.7763723269216964,ACTTRAV_C03,0.4997347933764388
2,139.0,65-74,GARD_B08,0.722598864694237,ACTTRAV_C03,0.5643963154423621
2,139.0,75-84,ACTTRAV_C03,0.4889852309438784,GARD_B08,0.348837300712245
2,139.0,85+,ACTTRAV_C03,0.6605637118659548,BOWLSFLATGREEN_U20,0.49412883228077065
2,142.0,16-24,ACTTRAV_C03,0.8361105272944479,ACTTRAV_C03,0.4419007088448806
2,142.0,25-34,ACTTRAV_C03,0.9418253975400348,ACTTRAV_C03,0.5516369345544011
2,142.0,35-44,ACTTRAV_C03,0.8223874325439707,ACTTRAV_C03,0.5790281986687349
2,142.0,45-54,ACTTRAV_C03,0.852908595825388,ACTTRAV_C03,0.562792892284113
2,142.0,55-64,ACTTRAV_C03,0.8526582886193925,ACTTRAV_C03,0.4959938222256192
2,142.0,65-74,ACTTRAV_C03,0.7624184203621294,ACTTRAV_C03,0.6559756733041823
2,142.0,75-84,WALKTRAV_B02,0.45452860507917087,GARD_B08,0.3171272884576893
2,142.0,85+,ACTTRAV_C03,0.42550750352809075,BOWLSBOULES_C12,0.2282047066378197
2,147.0,16-24,ACTTRAV_C03,0.964067333016145,ACTTRAV_C03,0.46415679928646586
2,147.0,25-34,ACTTRAV_C03,0.9487765428782539,ACTTRAV_C03,0.5664039825888318
2,147.0,35-44,ACTTRAV_C03,0.8451425789952881,ACTTRAV_C03,0.5003633754320032
2,147.0,45-54,ACTTRAV_C03,0.6981683956910433,ACTTRAV_C03,0.5146550952851869
2,147.0,55-64,ACTTRAV_C03,0.7920784903724717,ACTTRAV_C03,0.4134029331361457
2,147.0,65-74,ACTTRAV_C03,0.8430098592912171,ACTTRAV_C03,0.5723163099080908
2,147.0,75-84,GARD_B08,0.6060117133554328,GARD_B08,0.5304561602612736
2,147.0,85+,GARD_B08,0.7487879577655807,GARD_B08,0.5529435471546842
2,160.0,16-24,ACTTRAV_C03,0.9620229584884928,ACTTRAV_C03,0.6841956518552879
2,160.0,25-34,ACTTRAV_C03,0.865020055803226,ACTTRAV_C03,0.4177046916606814
2,160.0,35-44,ACTTRAV_C03,0.8548389061821899,ACTTRAV_C03,0.4994161373036982
2,160.0,45-54,ACTTRAV_C03,0.7740548045694694,ACTTRAV_C03,0.4093792784412519
2,160.0,55-64,GARD_B08,0.6803641599565386,ACTTRAV_C03,0.23159840152951947
2,160.0,65-74,GARD_B08,0.8719554147190914,GARD_B08,0.5893061092979118
2,160.0,75-84,ACTTRAV_C03,0.48146424532510446,GARD_B08,0.4237052806262544
2,160.0,85+,ACTTRAV_C03,0.48499795258573475,GARD_B08,0.46897554377501754
2,171.0,16-24,ACTTRAV_C03,0.922866006626238,ACTTRAV_C03,0.6565162882018658
2,171.0,25-34,ACTTRAV_C03,0.8220277876222795,ACTTRAV_C03,0.43858024467471474
2,171.0,35-44,ACTTRAV_C03,0.7739255826004173,ACTTRAV_C03,0.4879376381709736
2,171.0,45-54,WALKTRAV_B02,0.7294727092212098,ACTTRAV_C03,0.4484106094850843
2,171.0,55-64,GARD_B08,0.7235104377219703,ACTTRAV_C03,0.36825044247454913
2,171.0,65-74,ACTTRAV_C03,0.9135952476772444,WALKTRAV_B02,0.6513358746461974
2,171.0,75-84,ACTTRAV_C03,0.6545991068237494,ACTTRAV_C03,0.5452541801873287
2,171.0,85+,ACTTRAV_C03,0.604887696690211,ACTTRAV_C03,0.604887696690211
2,196.0,16-24,WALKTRAV_B02,0.9461481509696739,ACTTRAV_C03,0.45358892306076976
2,196.0,25-34,ACTTRAV_C03,0.8083961272672389,ACTTRAV_C03,0.4944266099417694
2,196.0,35-44,WALKTRAV_B02,0.7507695949592966,ACTTRAV_C03,0.41546038059666546
2,196.0,45-54,ACTTRAV_C03,0.7623000447141497,ACTTRAV_C03,0.4393185555074311
2,196.0,55-64,GARD_B08,0.7302592707274602,ACTTRAV_C03,0.38817810648576484
2,196.0,65-74,GARD_B08,0.674121259085894,WALKTRAV_B02,0.45167659932469284
2,196.0,75-84,GARD_B08,0.6443638264321281,GARD_B08,0.4744418033398946
2,196.0,85+,ACTTRAV_C03,0.40477541667547795,GARD_B08,0.15583515668878922
2,201.0,16-24,ACTTRAV_C03,0.969273865876612,ACTTRAV_C03,0.5271690044930993
2,201.0,25-34,WALKTRAV_B02,0.9221833896820445,ACTTRAV_C03,0.5112537335223144
2,201.0,35-44,ACTTRAV_C03,0.8298524198297932,ACTTRAV_C03,0.4965341041984131
2,201.0,45-54,ACTTRAV_C03,0.815693745652685,ACTTRAV_C03,0.5063013054909498
2,201.0,55-64,ACTTRAV_C03,0.9225408867034691,ACTTRAV_C03,0.534538192244247
2,201.0,65-74,GARD_B08,0.7632206724027603,GARD_B08,0.6210803293423965
2,201.0,75-84,GARD_B08,0.8226736611622709,GARD_B08,0.6294321109867298
2,201.0,85+,GARD_B08,0.8680311800942079,GARD_B08,0.6180665812397832
2,241.0,16-24,ACTTRAV_C03,0.9207564211135014,ACTTRAV_C03,0.7821677357048918
2,241.0,25-34,ACTTRAV_C03,0.8535273942640761,ACTTRAV_C03,0.535482852734905
2,241.0,35-44,ACTTRAV_C03,0.8859459207677784,ACTTRAV_C03,0.5599950857843687
2,241.0,45-54,ACTTRAV_C03,0.8600396122900622,ACTTRAV_C03,0.5516223322925221
2,241.0,55-64,ACTTRAV_C03,0.7378768394685704,ACTTRAV_C03,0.45430904289080853
2,241.0,65-74,WALKTRAV_B02,0.8146070453973477,WALKTRAV_B02,0.6442023531784071
2,241.0,75-84,GOLFFULL_U08,0.7602243848850617,GOLFFULL_U08,0.7602243848850617
2,241.0,85+,ACTTRAV_C03,1.0,ACTTRAV_C03,1.0
2,255.0,16-24,ACTTRAV_C03,0.9637432504828497,ACTTRAV_C03,0.5395780904009322
2,255.0,25-34,ACTTRAV_C03,0.7954137629879114,ACTTRAV_C03,0.3497627241315647
2,255.0,35-44,WALKTRAV_B02,0.7610504888817347,ACTTRAV_C03,0.38397743513335153
2,255.0,45-54,WALKTRAV_B02,0.7583540653104109,ACTTRAV_C03,0.48652219701687144
2,255.0,55-64,GARD_B08,0.8698621100891641,ACTTRAV_C03,0.46919073096038993
2,255.0,65-74,GARD_B08,0.8203810485015477,GARD_B08,0.5585193084946551
2,255.0,75-84,GARD_B08,0.6899138961233868,GARD_B08,0.45216386193287933
2,255.0,85+,ACTTRAV_C03,0.6715379961248377,ACTTRAV_C03,0.29667648570933286
2,272.0,16-24,WALKTRAV_B02,0.9159425094156572,ACTTRAV_C03,0.5538699465199955
2,272.0,25-34,ACTTRAV_C03,0.8855426464140072,ACTTRAV_C03,0.5242474805366681
2,272.0,35-44,ACTTRAV_C03,0.805540542646667,ACTTRAV_C03,0.49664390502618894
2,272.0,45-54,ACTTRAV_C03,0.7392684545695688,ACTTRAV_C03,0.4582667318608504
2,272.0,55-64,WALKTRAV_B02,0.8814888193366628,ACTTRAV_C03,0.45999686120119004
2,272.0,65-74,ACTTRAV_C03,0.608935656786782,ACTTRAV_C03,0.608935656786782
2,272.0,75-84,GARD_B08,0.45789320909130915,ACTTRAV_C03,0.29995225834623734
2,272.0,85+,WALKTRAV_B02,0.9054420575784052,ACTTRAV_C03,0.9054420575784052
2,279.0,16-24,ACTTRAV_C03,0.8057656396833407,ACTTRAV_C03,0.4348811943957151
2,279.0,25-34,ACTTRAV_C03,0.8176066317688245,ACTTRAV_C03,0.5841180172106033
2,279.0,35-44,ACTTRAV_C03,0.8796257918437322,ACTTRAV_C03,0.5603266837375994
2,279.0,45-54,ACTTRAV_C03,0.8090264410617137,ACTTRAV_C03,0.5327656095061654
2,279.0,55-64,ACTTRAV_C03,0.6534883368566842,ACTTRAV_C03,0.3403609427006589
2,279.0,65-74,GARD_B08,0.7719814560989938,GARD_B08,0.628775783015378
2,279.0,75-84,GARD_B08,0.8388971744371403,GARD_B08,0.35630637912131374
2,279.0,85+,GARD_B08,0.5010063336864803,ACTTRAV_C03,0.28406948278025557
2,280.0,16-24,ACTTRAV_C03,0.9687816078400815,ACTTRAV_C03,0.5279805180785279
2,280.0,25-34,ACTTRAV_C03,0.9076128768208166,ACTTRAV_C03,0.575951371591584
2,280.0,35-44,ACTTRAV_C03,0.7324721208614609,ACTTRAV_C03,0.4602071931745134
2,280.0,45-54,ACTTRAV_C03,0.8594820011850893,ACTTRAV_C03,0.5417617940446923
2,280.0,55-64,ACTTRAV_C03,0.7900306460248541,ACTTRAV_C03,0.47011964919196564
2,280.0,65-74,GARD_B08,0.663104343461947,ACTTRAV_C03,0.46229030571197127
2,280.0,75-84,WALKTRAV_B02,0.6136816804215035,ACTTRAV_C03,0.4879467038828808
2,280.0,85+,GARD_B08,0.6601921428165964,GARD_B08,0.34788293119576846
2,293.0,16-24,ACTTRAV_C03,0.9550541855127558,ACTTRAV_C03,0.4978280478577194
2,293.0,25-34,ACTTRAV_C03,0.8861915445448495,ACTTRAV_C03,0.536515039144689
2,293.0,35-44,ACTTRAV_C03,0.8734498672413314,ACTTRAV_C03,0.44694444973046593
2,293.0,45-54,ACTTRAV_C03,0.7844128016876222,ACTTRAV_C03,0.5173556434289888
2,293.0,55-64,ACTTRAV_C03,0.8623837250027315,ACTTRAV_C03,0.5681367902423688
2,293.0,65-74,ACTTRAV_C03,0.791225040325973,ACTTRAV_C03,0.6493438779184356
2,293.0,75-84,ACTTRAV_C03,0.6061168292669994,ACTTRAV_C03,0.3666326497652675
2,293.0,85+,CYCROAD_N04,0.725778953088518,ACTTRAV_C03,0.0832453657225154
3,8.0,16-24,ACTTRAV_C03,0.923821811991736,WALKTRAV_B02,0.42970352592326705
3,8.0,25-34,ACTTRAV_C03,0.8264598731793646,ACTTRAV_C03,0.48393655300902433
3,8.0,35-44,ACTTRAV_C03,0.8110353072322157,ACTTRAV_C03,0.49893617156382475
3,8.0,45-54,ACTTRAV_C03,0.757764160474248,ACTTRAV_C03,0.33941377545653545
3,8.0,55-64,ACTTRAV_C03,0.6350683665312012,ACTTRAV_C03,0.3461156088759771
3,8.0,65-74,GARD_B08,0.5976869307879961,ACTTRAV_C03,0.5012700849549072
3,8.0,75-84,GARD_B08,0.524172139820584,GARD_B08,0.3341668685454764
3,8.0,85+,ACTTRAV_C03,0.4678280034797627,ACTTRAV_C03,0.3303660119542758
3,9.0,16-24,WALKTRAV_B02,0.7334453436847181,ACTTRAV_C03,0.4518305962736331
3,9.0,25-34,ACTTRAV_C03,0.9146693178329333,ACTTRAV_C03,0.5874399380266682
3,9.0,35-44,ACTTRAV_C03,0.7258150266794587,ACTTRAV_C03,0.4281576604035375
3,9.0,45-54,ACTTRAV_C03,0.6032984249544808,ACTTRAV_C03,0.40664860381689405
3,9.0,55-64,WALKTRAV_B02,0.7386619040377158,WALKTRAV_B02,0.4183955237052798
3,9.0,65-74,GARD_B08,0.6820148575869258,WALKTRAV_B02,0.4723084106499604
3,9.0,75-84,GARD_B08,0.48452020088273995,GARD_B08,0.31260078982433004
3,9.0,85+,ACTTRAV_C03,0.5617717546610416,ACTTRAV_C03,0.5617717546610416
3,17.0,16-24,ACTTRAV_C03,0.9622841027374217,CYCLEISURE_N01,0.397678775908396
3,17.0,25-34,ACTTRAV_C03,0.8129616015402443,ACTTRAV_C03,0.5722534257291689
3,17.0,35-44,ACTTRAV_C03,0.745214833783354,ACTTRAV_C03,0.5471377897037414
3,17.0,45-54,WALKTRAV_B02,0.76932974402196,ACTTRAV_C03,0.4809720691451935
3,17.0,55-64,ACTTRAV_C03,0.7777740282165433,ACTTRAV_C03,0.45559351285646665
3,17.0,65-74,GARD_B08,0.7532998578550778,GARD_B08,0.4802447544637131
3,17.0,75-84,GARD_B08,0.5403549192570303,GARD_B08,0.3875768740335496
3,17.0,85+,GARD_B08,0.4021469357747368,GARD_B08,0.26249108541791155
3,30.0,16-24,ACTTRAV_C03,0.8772204737699445,ACTTRAV_C03,0.5504654847412266
3,30.0,25-34,ACTTRAV_C03,0.786343444044449,ACTTRAV_C03,0.4764321939275107
3,30.0,35-44,ACTTRAV_C03,0.815285054377761,ACTTRAV_C03,0.44397786337005507
3,30.0,45-54,ACTTRAV_C03,0.7779783582680155,ACTTRAV_C03,0.5260734406157556
3,30.0,55-64,ACTTRAV_C03,0.6634790277717125,ACTTRAV_C03,0.3906032124037068
3,30.0,65-74,WALKTRAV_B02,0.7361399175537107,ACTTRAV_C03,0.5097338726434952
3,30.0,75-84,ACTTRAV_C03,0.45981296277078276,ACTTRAV_C03,0.20441623245157534
3,30.0,85+,ACTTRAV_C03,0.451250727871976,ACTTRAV_C03,0.451250727871976
3,35.0,16-24,ACTTRAV_C03,0.7280712798398721,ACTTRAV_C03,0.5157000532346165
3,35.0,25-34,ACTTRAV_C03,0.7989767487337435,ACTTRAV_C03,0.43706588082043435
3,35.0,35-44,ACTTRAV_C03,0.8916889029567868,ACTTRAV_C03,0.4817464530593538
3,35.0,45-54,ACTTRAV_C03,0.750480309592868,ACTTRAV_C03,0.4675370147443636
3,35.0,55-64,ACTTRAV_C03,0.7635213131364315,ACTTRAV_C03,0.37357868970045777
3,35.0,65-74,GARD_B08,0.789833536399994,GARD_B08,0.5871221227272008
3,35.0,75-84,GARD_B08,0.7760347370623252,ACTTRAV_C03,0.4324604510230527
3,35.0,85+,GARD_B08,0.7328296067894374,GARD_B08,0.7328296067894374
3,44.0,16-24,ACTTRAV_C03,0.9721620416142984,ACTTRAV_C03,0.4964738392301723
3,44.0,25-34,ACTTRAV_C03,0.8613363778529589,ACTTRAV_C03,0.5158203617936981
3,44.0,35-44,ACTTRAV_C03,0.9742745338022816,ACTTRAV_C03,0.5987119771711342
3,44.0,45-54,ACTTRAV_C03,0.829681876129878,ACTTRAV_C03,0.6415665868580489
3,44.0,55-64,WALKTRAV_B02,0.817241063009316,ACTTRAV_C03,0.5364626463615264
3,44.0,65-74,ACTTRAV_C03,0.8261968663677922,ACTTRAV_C03,0.6253770495934207
3,44.0,75-84,ACTTRAV_C03,0.841434280729583,ACTTRAV_C03,0.49968624994224375
3,44.0,85+,ACTTRAV_C03,0.49781822230626604,GARD_B08,0.367976221232237
3,68.0,16-24,ACTTRAV_C03,0.8884094563484718,ACTTRAV_C03,0.3594147188708113
3,68.0,25-34,ACTTRAV_C03,0.9258467368020692,ACTTRAV_C03,0.45751379467497877
3,68.0,35-44,ACTTRAV_C03,0.8214274958514499,ACTTRAV_C03,0.4993759008172201
3,68.0,45-54,ACTTRAV_C03,0.7614691771917845,ACTTRAV_C03,0.35591102125837637
3,68.0,55-64,WALKTRAV_B02,0.7150482950088948,ACTTRAV_C03,0.36525131791103593
3,68.0,65-74,GARD_B08,0.6878477349399652,GARD_B08,0.5175890881762024
3,68.0,75-84,GARD_B08,0.7417963372949561,GARD_B08,0.3318751404693868
3,68.0,85+,GARD_B08,0.5924437626654291,GARD_B08,0.5375650120391114
3,78.0,16-24,WALKTRAV_B02,0.9152753086082743,ACTTRAV_C03,0.6149082771580754
3,78.0,25-34,ACTTRAV_C03,0.9334544916131692,ACTTRAV_C03,0.5381056504459582
3,78.0,35-44,ACTTRAV_C03,0.8664450895057317,ACTTRAV_C03,0.5638118181241601
3,78.0,45-54,ACTTRAV_C03,0.8448689713788021,ACTTRAV_C03,0.4503853561396924
