year,LA_2023,activity_level_3cat,activity_level_3cat_label,n,n_frequent,weighted_n,weighted_frequent,sum_weight_squared,n_not_frequent,frequent_volunteer_rate,effective_n,small_cell,few_frequent_cases
3,196,1,fairly_active,15,2,36.1554099554252,4.67839480711136,127.40592345498474,13,0.1293968126175086,10.260226790057578,True,True
3,196,2,active,101,13,168.16470918630299,16.49641816273243,442.83681691266816,88,0.098096790001621,63.85957159765881,False,False
3,201,0,inactive,18,0,20.358094447538658,0.0,33.251970991467694,18,0.0,12.463983252037927,True,True
3,201,1,fairly_active,11,1,13.13571239944505,0.5952031481845044,22.555273237464668,10,0.04531182855447187,7.649960096884626,True,True
3,201,2,active,129,23,139.6258552135245,24.02668847846749,276.518482200675,106,0.17207907834637357,70.50298876571989,False,False
3,241,0,inactive,19,0,33.775377986273824,0.0,99.09966645098555,19,0.0,11.511402600733227,True,True
3,241,1,fairly_active,20,4,39.050547968616144,11.137264294159479,126.34194895291128,16,0.2852012295220593,12.069983954557726,True,True
3,241,2,active,130,9,241.27843462262314,20.63272504033954,870.3911093574625,121,0.08551416985364071,66.88405061595694,False,False
3,255,0,inactive,31,3,42.24727139708393,2.655851716769238,117.46932826870284,28,0.06286445559541048,15.194025255819868,False,True
3,255,1,fairly_active,25,0,33.2348898069845,0.0,70.90374825804774,25,0.0,15.578272342704143,True,True
3,255,2,active,107,7,110.15747939277706,9.850064295698573,184.33014525182367,100,0.08941802544861456,65.83117617355673,False,False
3,272,0,inactive,38,1,72.95069289745257,0.8254625964287521,266.88751313731154,37,0.01131534963744775,19.94024947686635,False,True
3,272,1,fairly_active,18,0,22.865469969343238,0.0,66.09181352928103,18,0.0,7.910657750181198,True,True
3,272,2,active,136,11,185.48979556117075,11.90717152490422,407.5161919046659,125,0.06419313520121638,84.42968633102547,False,False
3,279,0,inactive,37,1,56.77830534441139,0.7624574915481998,144.7306664683901,36,0.01342867644469504,22.274311564006403,False,True
3,279,1,fairly_active,20,1,23.762506837187185,3.46471209907805,50.67691199284765,19,0.14580583281120582,11.14228766083974,True,True
3,279,2,active,114,13,162.44534568097035,20.148151337454635,377.3044861823065,101,0.12403033926883933,69.93950853968782,False,False
3,280,0,inactive,29,1,57.30097869066821,1.475841161967042,201.95256112598943,28,0.025755950346575688,16.258284324802595,True,True
3,280,1,fairly_active,15,0,19.724468945888763,0.0,40.29922904366692,15,0.0,9.654146851686995,True,True
3,280,2,active,125,14,209.256896568615,31.638190448112333,627.9048354436644,111,0.15119305966452687,69.7373969585503,False,False
3,293,0,inactive,22,1,28.716023547556723,1.8122333847073904,54.17187925620224,21,0.0631087859956008,15.222104525558269,True,True
3,293,1,fairly_active,20,0,34.57378128555266,0.0,89.01488859891221,20,0.0,13.428611451363869,True,True
3,293,2,active,123,4,180.44649566806385,5.908208916489411,443.5900048760567,119,0.032742164898329304,73.40322694597779,False,True
4,8,0,inactive,50,3,65.30146684182097,4.86446704954793,135.12305472444126,47,0.07449246218819365,31.558504804303496,False,True
4,8,1,fairly_active,27,2,26.62120696375928,0.7433623389853785,40.436046147028144,25,0.02792369031191385,17.52616112936628,True,True
4,8,2,active,96,13,104.9283776171229,10.722610810742642,182.8783841348088,83,0.10218980846028879,60.20374951063403,False,False
4,9,0,inactive,39,1,92.6718047332118,2.552582516634996,310.19059476045584,38,0.02754432725232337,27.686408090943747,False,True
4,9,1,fairly_active,23,2,57.95727728606575,4.246676531613961,211.05682870381182,21,0.07327253332921764,15.915362753449948,True,True
4,9,2,active,111,15,215.75690752231583,33.074422083284624,689.0159233787399,96,0.153294846793555,67.5616361887835,False,False
4,17,0,inactive,29,0,45.181184299908765,0.0,115.27197278913233,29,0.0,17.708896320153695,True,True
4,17,1,fairly_active,18,0,25.24178542714142,0.0,58.60735338188863,18,0.0,10.871463985042293,True,True
4,17,2,active,116,18,187.3689102577206,27.494268693850458,469.47124789919496,98,0.1467386913657814,74.78010354896955,False,False
4,30,0,inactive,42,2,81.29990971389293,4.752796101971755,297.8470815343662,40,0.058460041575662085,22.19150607565884,False,True
4,30,1,fairly_active,23,2,33.405350438679044,5.3908992709711825,68.2932315303898,21,0.16137831814897602,16.340088364897216,True,True
4,30,2,active,101,16,188.9769356918032,29.612418122995003,567.2722995426408,85,0.15669858342548745,62.95439113148428,False,False
4,35,0,inactive,30,4,71.87242334474763,7.506241960909891,280.3140069237317,26,0.10443841478538987,18.42806677460146,False,True
4,35,1,fairly_active,17,3,25.046129145413346,3.5739430290629404,53.07946265932214,14,0.14269442628492676,11.81829192949737,True,True
4,35,2,active,121,21,254.0528215936787,53.24826081345168,880.4160386266667,100,0.2095952348784171,73.30947339440553,False,False
4,44,0,inactive,25,1,37.586423640395346,1.7276803576648216,91.03086627367216,24,0.045965542617042915,15.519343052586779,True,True
4,44,1,fairly_active,23,2,50.716538797255964,0.8679422450463078,149.50754042224884,21,0.0171135938222438,17.204264750186436,True,True
4,44,2,active,104,9,169.40919784793715,21.651918283889103,456.1919731088605,95,0.12780839859311544,62.91096294373639,False,False
4,68,0,inactive,38,1,104.94296653556974,0.641709432023754,456.9944700000997,37,0.006114839833560934,24.098817268583815,False,True
4,68,1,fairly_active,23,2,54.34160967607901,2.61925063900057,230.61306334314403,21,0.04819972493662725,12.805044516465008,True,True
4,68,2,active,106,16,237.74647962006316,52.958919196625,907.6896738032075,90,0.22275374710598178,62.2717104788698,False,False
4,78,0,inactive,34,0,74.92904040806108,0.0,266.8411297285198,34,0.0,21.040088918019567,False,True
4,78,1,fairly_active,23,3,62.301802631519585,2.453492773982574,301.2691363728532,20,0.03938076701397575,12.88387737910539,True,True
4,78,2,active,91,12,172.29357513884347,31.760436811670512,700.6499479078096,79,0.18433906653847212,42.36791299673402,False,False
4,91,0,inactive,26,2,49.404710098955995,4.371392462028392,148.77823557871912,24,0.08848128960321065,16.40579598533036,True,True
4,91,1,fairly_active,30,2,54.90863873424333,3.267495145220364,193.762461762319,28,0.05950785196178278,15.560075879640618,False,True
4,91,2,active,94,10,222.39795152605748,18.74522962617439,837.0603662347256,84,0.08428688078081549,59.08874776316547,False,False
4,107,0,inactive,33,0,65.3583479028432,0.0,189.04557443532892,33,0.0,22.596210746263253,False,True
4,107,1,fairly_active,26,2,42.52473073834057,6.772466132265632,117.75855283489591,24,0.15925947124597623,15.356444868202306,True,True
4,107,2,active,102,8,168.57875067961456,15.643817284601491,484.9956636282735,94,0.0927982751179163,58.59597788585863,False,False
4,109,0,inactive,35,2,78.42182084958193,2.944668119768761,458.5695491533212,33,0.03754909141190209,13.411230633867705,False,True
4,109,1,fairly_active,17,0,24.02323699012621,0.0,50.11788261234369,17,0.0,11.515169544326051,True,True
4,109,2,active,135,7,181.60741930106164,8.109173959790203,412.8899449310311,128,0.0446522173543314,79.87904561517183,False,False
4,112,0,inactive,40,0,49.30929777492926,0.0,100.69912086215335,40,0.0,24.145263893465245,False,True
4,112,1,fairly_active,17,1,23.47217979851503,0.4557315166098476,48.26332498681157,16,0.019415815681451093,11.415359895829136,True,True
4,112,2,active,139,12,142.85578212287083,12.34688763002696,270.9026224697584,127,0.08642903665885467,75.33250988818064,False,False
4,114,0,inactive,34,3,54.07773666962045,4.3888475810677825,151.2008121639724,31,0.08115812257234001,19.341176554907612,False,True
4,114,1,fairly_active,23,1,30.48978859503264,1.8178369158931975,72.4455742876104,22,0.05962117153509413,12.832077289899637,True,True
4,114,2,active,114,14,166.0251469968773,17.44376922342505,418.11787007231266,100,0.10506703074175348,65.92482983462898,False,False
4,117,0,inactive,36,4,54.62958210144135,5.16043356548806,126.252941004754,32,0.09446225592400984,23.638191845889317,False,True
4,117,1,fairly_active,18,3,31.22832434155455,4.579907569439725,76.70065699146737,15,0.14665876783357812,12.714470506945155,True,True
4,117,2,active,98,11,164.61322360873172,16.59670591861629,503.2322190972297,87,0.10082243427821395,53.84693658023273,False,False
4,122,0,inactive,27,1,48.9779869645054,1.8633673617854185,133.84769292912193,26,0.03804499689086468,17.922185691803822,True,True
4,122,1,fairly_active,20,0,39.71561054774825,0.0,121.67957561242855,20,0.0,12.962978488719358,True,True
4,122,2,active,112,15,181.94915110909406,23.519704340466102,491.3118557271639,97,0.1292652600855721,67.38183335780144,False,False
4,126,0,inactive,40,2,66.31276896158636,1.8726641742146763,179.8497332069558,38,0.02823987300695395,24.450318879776127,False,True
4,126,1,fairly_active,24,2,63.46554299562856,5.96962570398067,247.56113654094304,22,0.09406089386790327,16.270224010156074,True,True
4,126,2,active,103,18,185.28956391820097,38.587792168373255,590.9426853073875,85,0.2082566948314933,58.09738126995967,False,False
4,129,0,inactive,36,1,51.10989689165079,1.112091373016149,102.22747030280283,35,0.021758826384911334,25.553029460062405,False,True
4,129,1,fairly_active,26,2,41.550768031967074,4.060578872248321,139.91899898417256,24,0.09772572360453881,12.339041420969803,True,True
4,129,2,active,128,20,189.9266335909664,40.58483760538868,464.1380158220549,108,0.21368692130243203,77.71853396517909,False,False
4,135,0,inactive,30,0,47.91248090748021,0.0,119.37052046571304,30,0.0,19.230927516723238,False,True
4,135,1,fairly_active,17,2,23.820340333643635,2.6892150945015016,45.164981057675824,15,0.11289574610750958,12.563021179750463,True,True
4,135,2,active,120,14,216.80563373442516,33.645174803401005,779.6374463614302,106,0.15518588804114966,60.29043761091348,False,False
4,136,0,inactive,31,2,40.133957877080434,4.259059137808904,81.38085903259591,29,0.106121084565177,19.79254819900722,False,True
4,136,1,fairly_active,12,2,11.131100679017564,1.8016294559970154,13.988879986531295,10,0.1618554631702449,8.857135270709264,True,True
4,136,2,active,106,8,117.33440400698206,10.088300258725912,227.3030928401321,98,0.08597904718658307,60.56830196039881,False,False
4,139,0,inactive,21,0,29.989844992540867,0.0,56.969259767059725,21,0.0,15.787300139656484,True,True
4,139,1,fairly_active,22,1,14.047734619359487,0.5642909520761659,11.945916936054232,21,0.04016953390466989,16.51935544105102,True,True
4,139,2,active,131,15,128.8943677102371,14.602557445344598,188.44071863320022,116,0.11329088853728732,88.16437417520406,False,False
4,142,0,inactive,32,1,61.13844164019563,2.5228186296433632,186.1935662534946,31,0.041264032284145255,20.075393158873187,False,True
4,142,1,fairly_active,20,2,38.57613710239675,1.4851941687417805,148.76101279006352,18,0.03850033415215918,10.00341639138336,True,True
4,142,2,active,136,22,253.1957735009384,47.26697250361539,822.2215051437096,114,0.18668152256277773,77.96937846758648,False,False
4,147,0,inactive,25,0,59.4883200834542,0.0,249.15468892196176,25,0.0,14.203466295028923,True,True
4,147,1,fairly_active,18,1,28.78753269745079,3.519666604535734,62.712396525725275,17,0.12226357296842634,13.214644706917682,True,True
4,147,2,active,145,13,233.08568182860589,21.313299130817338,685.1900012621271,132,0.0914397613942223,79.29032089410475,False,False
4,160,0,inactive,35,1,54.335647507400736,0.321941057696652,145.45137241568648,34,0.005925043180037604,20.297935598785045,False,True
4,160,1,fairly_active,19,1,25.95602037071849,0.3492788856215691,56.23167091057735,18,0.01345656539920109,11.981059473699997,True,True
4,160,2,active,126,15,126.98419804267606,12.872340344244224,218.18254379407202,111,0.10136962348589364,73.90594257513504,False,False
4,171,0,inactive,43,3,109.02021862823902,5.403386541329159,393.0559560097722,40,0.04956316002038858,30.2384632213881,False,True
4,171,1,fairly_active,17,1,35.65791582223224,2.989491035307555,137.75718161647694,16,0.0838380753998989,9.229914156673772,True,True
4,171,2,active,101,10,201.49266245692863,26.40959065368454,633.1835044240577,91,0.13106973887612355,64.11931571229229,False,False
4,196,0,inactive,42,0,79.60359093006512,0.0,223.02509753521315,42,0.0,28.412639469693083,False,True
4,196,1,fairly_active,23,2,52.32931218900686,6.75694341724534,205.0681441750203,21,0.12912348996371506,13.353399793960325,True,True
4,196,2,active,118,14,198.58679765096502,26.903435700357793,552.0516418290414,104,0.13547444250369106,71.43664326512054,False,False
4,201,0,inactive,17,0,18.840027889986313,0.0,32.61865771735556,17,0.0,10.881706229947165,True,True
4,201,1,fairly_active,18,4,23.691367025882624,4.813473809674708,63.81999151468272,14,0.20317416907247385,8.794750018510229,True,True
4,201,2,active,124,25,141.05710992360144,29.367811597750862,281.35329935629835,99,0.20819802428716205,70.71929956222696,False,False
4,241,0,inactive,26,0,53.55264609695616,0.0,151.77160013249159,26,0.0,18.896064227314362,True,True
4,241,1,fairly_active,17,1,30.818996879965745,1.2429988518018444,95.49458363498853,16,0.04033222939225094,9.946224513819804,True,True
4,241,2,active,133,18,227.80445125568025,40.5157346853331,695.5400195222045,115,0.17785313000692674,74.6109016811863,False,False
4,255,0,inactive,28,2,34.39728969070348,2.016071815854614,62.51124659977777,26,0.058611356708127366,18.927370712046912,True,True
4,255,1,fairly_active,15,1,18.693012106257555,1.1377355860859126,31.29860704555263,14,0.0608642191862194,11.164353132269621,True,True
4,255,2,active,143,25,180.28068889644481,29.14689214509315,384.49898936913297,118,0.1616750652746587,84.5285103149503,False,False
4,272,0,inactive,43,5,67.20676031198516,12.953857730840422,171.40513338231628,38,0.19274634978246863,26.351303152386294,False,False
4,272,1,fairly_active,23,1,27.01481017591494,0.4669174469143031,43.90789191116588,22,0.017283758200551173,16.621157087596988,True,True
4,272,2,active,140,9,205.75752391035473,16.000058958244587,636.1898336126652,131,0.07776171998072623,66.54642436725253,False,False
4,279,0,inactive,23,0,29.87229110439117,0.0,54.01184221057917,23,0.0,16.52144676618167,True,True
4,279,1,fairly_active,23,0,35.2281061887352,0.0,87.42370702071821,23,0.0,14.195456906794156,True,True
4,279,2,active,110,9,150.86236370766622,6.85401613268826,302.0804059756319,101,0.04543224674624375,75.34236691041828,False,False
4,280,0,inactive,16,0,23.465498552535927,0.0,47.898641972597005,16,0.0,11.49572513212552,True,True
4,280,1,fairly_active,16,1,29.57382101228778,3.512826863978955,85.46271344385272,15,0.11878163672253891,10.233830099970275,True,True
4,280,2,active,149,15,329.74082704242977,23.65313749055492,1173.0086648538102,134,0.0717325109623484,92.6924210164946,False,False
4,293,0,inactive,36,0,57.92105749979332,0.0,150.76008073061382,36,0.0,22.25289934600783,False,True
4,293,1,fairly_active,14,0,22.788682733921853,0.0,52.166743653681536,14,0.0,9.955079124642621,True,True
4,293,2,active,108,14,182.48847136862682,23.874745255690023,545.1458026923118,94,0.1308287864796841,61.088321726021405,False,False
5,8,0,inactive,103,7,124.91827484222367,11.234545273800773,244.7385119688714,96,0.08993516191278188,63.76019558189557,False,False
5,8,1,fairly_active,45,6,49.617158255617525,8.853925869555642,106.14221511733382,39,0.17844484006806705,23.193998642684758,False,False
5,8,2,active,187,21,231.7544475722246,31.25625169729249,443.07458128215546,166,0.13486796920068472,121.22140659498523,False,False
5,9,0,inactive,79,6,178.86984350953927,20.448317013221683,618.2172510658619,73,0.11431953319806622,51.75271453840187,False,False
5,9,1,fairly_active,41,3,95.63457224824792,3.370976805324341,451.2781654982095,38,0.035248516578021284,20.26681569893423,False,True
5,9,2,active,228,28,518.9637755426432,78.49768397778573,1994.8021021733057,200,0.15125850334294783,135.01259098937754,False,False
5,17,0,inactive,90,8,158.09448299717394,16.22070004147886,398.9267423406571,82,0.10260130356205294,62.65277029936642,False,False
5,17,1,fairly_active,39,5,59.6312723437054,7.007787024346406,151.63163796260437,34,0.11751865672016203,23.450835782741613,False,False
5,17,2,active,199,33,311.139883799069,45.212175293025474,852.7723515651851,166,0.14531141022802155,113.5215360967273,False,False
5,30,0,inactive,111,10,195.21411756844105,14.481961816317332,665.4839901145683,101,0.07418501282951542,57.26441546920526,False,False
5,30,1,fairly_active,47,4,65.41042910235598,2.1714481400887617,306.5868549442116,43,0.0331972770992042,13.955341419099277,False,True
5,30,2,active,239,31,396.07634136935036,52.569666510908725,1188.957041358176,208,0.13272609600755297,131.94460584827033,False,False
5,35,0,inactive,50,3,119.80280898715267,2.8179158741867045,499.6503329671735,47,0.02352128383307682,28.72551481348687,False,True
5,35,1,fairly_active,33,4,56.495684920289236,5.595329719774627,125.57978868682676,29,0.09903994840790367,25.4162110638064,False,True
5,35,2,active,256,53,527.1053974438403,113.74942515062135,2020.2203167380899,203,0.21580015249747206,137.5296039310396,False,False
5,44,0,inactive,76,4,148.98061324974051,4.434946930610913,509.7670925215628,72,0.02976861776757814,43.539929214496944,False,True
5,44,1,fairly_active,37,6,67.8141284646199,10.67333263584931,218.21170340428054,31,0.1573909873577129,21.074745064868775,False,False
5,44,2,active,268,24,364.8650651037473,41.578993978817344,774.5141752331925,244,0.11395718021673187,171.8838983070642,False,False
5,68,0,inactive,89,6,244.22480212136125,13.451639402229464,1170.3362733160752,83,0.055078924357342775,50.96462899694249,False,False
5,68,1,fairly_active,33,6,77.10718354695038,16.84227064708066,256.02107683078384,27,0.2184267388890614,23.2227667664751,False,False
5,68,2,active,212,34,486.3508123676826,67.99139252457377,2082.2895067757677,178,0.13979907259447957,113.59472922521738,False,False
5,78,0,inactive,84,5,168.71242677598488,9.695516499778586,533.8612121987933,79,0.05746770812948012,53.31700879973838,False,False
5,78,1,fairly_active,44,4,83.01188869690733,7.2686707375488595,336.74889909130985,40,0.08756180411806073,20.463240365811075,False,True
5,78,2,active,231,37,437.98116099787467,58.87409156920015,2063.3346080319716,194,0.13442151583658146,92.9696505076378,False,False
5,91,0,inactive,99,10,192.79317864752161,18.44354001062461,582.510346578268,89,0.09566489924596563,63.80866872382842,False,False
5,91,1,fairly_active,45,5,80.74399110258851,19.87582198401084,284.1277635921507,40,0.2461585278681333,22.945987455606055,False,False
5,91,2,active,228,26,400.9734090793247,46.94254067424897,1192.7890395038673,202,0.11707145564099565,134.79305180031727,False,False
5,107,0,inactive,83,4,144.45223313390326,3.814531523452345,455.3102456542283,79,0.026406871259071357,45.82907557326952,False,True
5,107,1,fairly_active,37,1,60.57599366346165,1.218290252074863,132.99964811845288,36,0.020111766698260765,27.589930200774962,False,True
5,107,2,active,240,27,380.8822800057565,37.954327356683045,1037.3493232927244,213,0.09964844611859973,139.8480800680549,False,False
5,109,0,inactive,58,2,82.5478272795424,0.6783818476858967,187.87218349143143,56,0.008218046071504758,36.270104823069495,False,True
5,109,1,fairly_active,46,2,61.77647722950467,1.251981904481505,127.77313569282087,44,0.020266320784694307,29.868040086785907,False,True
5,109,2,active,302,30,438.4977364659251,73.64885935279919,1404.0386105167215,272,0.16795721671535316,136.947989496511,False,False
5,112,0,inactive,60,3,64.13220949842658,0.9545545995463895,117.64640560823935,57,0.014884168298767387,34.96018661926741,False,True
5,112,1,fairly_active,38,2,39.47600017266804,4.2232092387603135,68.65499362057034,36,0.10698169065477746,22.698342938387142,False,True
5,112,2,active,258,35,302.4131511242324,42.22718475338855,606.1984455367973,223,0.13963408865126198,150.8643162090333,False,False
5,114,0,inactive,77,9,136.11466463517453,17.872488916848514,364.1559887868557,68,0.13130465379870565,50.87710349201533,False,False
5,114,1,fairly_active,32,4,40.900450808908424,5.420163040516092,77.44355279050744,28,0.13252086305453484,21.600853990998527,False,True
5,114,2,active,261,30,394.2476143902548,46.04391760629483,1879.8849068713762,231,0.11678933727349643,82.68122207070935,False,False
