year,LA_2023,age_group_code,age_group,inactive,fairly_active,active,active_inactive_gap,fairly_inactive_gap
4,35,9,85+,0.0,0.0,0.0,0.0,0.0
4,44,2,16-24,0.0,0.0544579249640134,0.1343148108410239,0.1343148108410239,0.0544579249640134
4,44,3,25-34,0.2264248496591965,0.0288218629800134,0.1572072814502387,-0.06921756820895777,-0.19760298667918308
4,44,4,35-44,0.0,0.0,0.0212944497889833,0.0212944497889833,0.0
4,44,5,45-54,0.0,0.0,0.0987171951150612,0.0987171951150612,0.0
4,44,6,55-64,0.0,0.0476808459409852,0.123557184667688,0.123557184667688,0.0476808459409852
4,44,7,65-74,0.0,0.0,0.0296884935790862,0.0296884935790862,0.0
4,44,8,75-84,0.0,0.0,0.1039623356472036,0.1039623356472036,0.0
4,44,9,85+,0.0,0.0,0.4895092418597548,0.4895092418597548,0.0
4,68,2,16-24,0.0,0.0,0.1142526356294681,0.1142526356294681,0.0
4,68,3,25-34,0.0,0.0,0.2387917599735535,0.2387917599735535,0.0
4,68,4,35-44,0.0,0.1186327321465418,0.0171765751514103,0.0171765751514103,0.1186327321465418
4,68,5,45-54,0.0524912166692207,0.1030754604396721,0.3148263705032905,0.2623351538340698,0.0505842437704514
4,68,6,55-64,0.0,0.0,0.2313859318950297,0.2313859318950297,0.0
4,68,7,65-74,0.0,0.0,0.0969932651618071,0.0969932651618071,0.0
4,68,8,75-84,0.0,0.2483181212481464,0.1072348684698154,0.1072348684698154,0.2483181212481464
4,68,9,85+,0.2197844942770917,0.0,0.0,-0.2197844942770917,-0.2197844942770917
4,78,2,16-24,0.0,0.0,0.1925978599436984,0.1925978599436984,0.0
4,78,3,25-34,0.0,0.0952429680261101,0.1746258453695464,0.1746258453695464,0.0952429680261101
4,78,4,35-44,0.0,0.073471501083655,0.1210447440705396,0.1210447440705396,0.073471501083655
4,78,5,45-54,0.0,0.0699428402147355,0.1949791863719957,0.1949791863719957,0.0699428402147355
4,78,6,55-64,0.0,0.0,0.2199862837474347,0.2199862837474347,0.0
4,78,7,65-74,0.0,0.0,0.1037903269288369,0.1037903269288369,0.0
4,78,8,75-84,0.0,0.0,0.0,0.0,0.0
4,78,9,85+,0.0,0.0,0.0,0.0,0.0
4,91,2,16-24,0.0,0.0,0.1001550922357547,0.1001550922357547,0.0
4,91,3,25-34,0.0,0.0,0.0,0.0,0.0
4,91,4,35-44,0.3926912041564088,0.0809768876599773,0.0707237057785034,-0.3219674983779054,-0.3117143164964315
4,91,5,45-54,0.1385306444382077,0.18610777203285,0.1287622783912162,-0.009768366046991495,0.047577127594642304
4,91,6,55-64,0.0,0.0,0.0749245611842889,0.0749245611842889,0.0
4,91,7,65-74,0.0481744880772312,0.1323710835915247,0.1486110222422116,0.10043653416498038,0.08419659551429348
