LA_2023,age_group_code,age_group,observed_years,complete_historical_period,historical_slope,year3_rate,year8_rate,year3_year8_change,slope_pp_per_year,year3_year8_change_pp,borough_name
196,6,55-64,6,True,0.01592431584163832,0.0742205289859614,0.1335591128580651,0.059338583872103695,1.592431584163832,5.933858387210369,Redbridge
196,7,65-74,6,True,0.016487219776686733,0.0069101520151041,0.1256069508551165,0.1186967988400124,1.6487219776686732,11.86967988400124,Redbridge
196,8,75-84,6,True,-0.013927658256810863,0.0466902828384286,0.0,-0.0466902828384286,-1.3927658256810864,-4.669028283842859,Redbridge
196,9,85+,6,True,-0.006287936329503169,0.0,0.0,0.0,-0.6287936329503169,0.0,Redbridge
201,2,16-24,6,True,-0.008277817732694023,0.1155345254328725,0.0795047643908059,-0.03602976104206661,-0.8277817732694024,-3.6029761042066606,Richmond upon Thames
201,3,25-34,6,True,-0.00360835924476191,0.1181098433403273,0.1716714996357737,0.05356165629544639,-0.360835924476191,5.3561656295446385,Richmond upon Thames
201,4,35-44,6,True,-0.021439728741180317,0.1862287352223808,0.0722774722963231,-0.11395126292605769,-2.1439728741180315,-11.395126292605768,Richmond upon Thames
201,5,45-54,6,True,-0.0020542330946947294,0.2434648440661052,0.2574666429442293,0.014001798878124083,-0.20542330946947293,1.4001798878124083,Richmond upon Thames
201,6,55-64,6,True,0.01363068885879911,0.090010008592267,0.2103700230167736,0.1203600144245066,1.363068885879911,12.03600144245066,Richmond upon Thames
201,7,65-74,6,True,0.006333989758264472,0.0625184051297007,0.1972325953097849,0.1347141901800842,0.6333989758264472,13.47141901800842,Richmond upon Thames
201,8,75-84,6,True,-0.0037795827779457123,0.0342967746590981,0.0885446603927944,0.05424788573369631,-0.37795827779457125,5.42478857336963,Richmond upon Thames
201,9,85+,6,True,0.08103210291344898,0.0,0.7818935248331759,0.7818935248331759,8.103210291344897,78.18935248331759,Richmond upon Thames
241,2,16-24,6,True,-0.020341627398363867,0.1900193065270947,0.0678208213580317,-0.122198485169063,-2.0341627398363866,-12.2198485169063,Southwark
241,3,25-34,6,True,-0.006915728887813861,0.0604100545479683,0.058794743636458,-0.0016153109115102995,-0.6915728887813861,-0.16153109115102995,Southwark
241,4,35-44,6,True,0.0021202182342450835,0.076679959787469,0.0988392386795421,0.0221592788920731,0.21202182342450834,2.21592788920731,Southwark
241,5,45-54,6,True,0.013156748546835122,0.1604837189912474,0.2269102052722818,0.06642648628103442,1.3156748546835122,6.6426486281034425,Southwark
241,6,55-64,6,True,0.024586125216209332,0.0107878323419904,0.240593405099986,0.2298055727579956,2.458612521620933,22.98055727579956,Southwark
241,7,65-74,6,True,0.0024081063224975757,0.0949224974857069,0.1377936830547056,0.0428711855689987,0.24081063224975757,4.28711855689987,Southwark
241,8,75-84,6,True,0.01633802484600426,0.0,0.1162083472473376,0.1162083472473376,1.633802484600426,11.62083472473376,Southwark
241,9,85+,4,False,,0.0,0.0,0.0,,0.0,Southwark
255,2,16-24,6,True,-0.003986530436901846,0.1804625771613902,0.10154156428364,-0.07892101287775019,-0.39865304369018456,-7.892101287775019,Sutton
255,3,25-34,6,True,0.017907672944124473,0.0458129137099957,0.1653902954434869,0.11957738173349121,1.7907672944124473,11.95773817334912,Sutton
255,4,35-44,6,True,-0.009500166753629967,0.0724704141882879,0.0400467641552663,-0.0324236500330216,-0.9500166753629966,-3.24236500330216,Sutton
255,5,45-54,6,True,0.011599518583426728,0.1224668495702804,0.1729712370386921,0.05050438746841171,1.159951858342673,5.050438746841171,Sutton
255,6,55-64,6,True,0.0008960128986072173,0.0247131050433535,0.0784551299863328,0.053742024942979305,0.08960128986072173,5.374202494297931,Sutton
255,7,65-74,6,True,-0.005879063552297314,0.1631182655081861,0.1526496728991635,-0.010468592609022581,-0.5879063552297314,-1.046859260902258,Sutton
255,8,75-84,6,True,0.02618608019706166,0.1282594281409391,0.156207659709548,0.0279482315686089,2.618608019706166,2.79482315686089,Sutton
255,9,85+,6,True,0.0,0.0,0.0,0.0,0.0,0.0,Sutton
272,2,16-24,6,True,0.0013429939447428066,0.0428615913702603,0.0800107671240446,0.037149175753784305,0.13429939447428066,3.7149175753784305,Tower Hamlets
272,3,25-34,6,True,0.00906089983213658,0.0518010624056711,0.108482865604089,0.056681803198417896,0.9060899832136581,5.66818031984179,Tower Hamlets
272,4,35-44,6,True,0.022384759504239987,0.0423388603744242,0.1605400522145847,0.11820119184016051,2.238475950423999,11.82011918401605,Tower Hamlets
272,5,45-54,6,True,0.0011151912965544934,0.1101308648149157,0.1180466658637206,0.007915801048804905,0.11151912965544934,0.7915801048804905,Tower Hamlets
272,6,55-64,6,True,0.013603341407387374,0.0932781807904258,0.102922918114901,0.009644737324475197,1.3603341407387373,0.9644737324475197,Tower Hamlets
272,7,65-74,6,True,-0.005601749710883528,0.0636506487277655,0.1043646259817551,0.04071397725398959,-0.5601749710883528,4.071397725398959,Tower Hamlets
272,8,75-84,5,False,,0.0,0.0,0.0,,0.0,Tower Hamlets
272,9,85+,4,False,,0.0,0.0,0.0,,0.0,Tower Hamlets
279,2,16-24,6,True,-0.016758036837631742,0.1567416654888715,0.1177890234741966,-0.038952642014674896,-1.6758036837631742,-3.8952642014674894,Waltham Forest
279,3,25-34,6,True,0.0120437505819834,0.0471162913504145,0.098155003333648,0.0510387119832335,1.20437505819834,5.1038711983233505,Waltham Forest
279,4,35-44,6,True,-0.0026095097849067514,0.1070117158845403,0.0596788601176883,-0.047332855766852,-0.26095097849067517,-4.7332855766852,Waltham Forest
279,5,45-54,6,True,0.023885706835842464,0.0852509684560658,0.2231357785425123,0.13788481008644649,2.3885706835842466,13.788481008644649,Waltham Forest
279,6,55-64,6,True,0.013912512500610841,0.0367341590272682,0.0821393232373831,0.0454051642101149,1.391251250061084,4.54051642101149,Waltham Forest
279,7,65-74,6,True,-0.035575556383256116,0.326119589087074,0.117766199343256,-0.208353389743818,-3.5575556383256117,-20.835338974381802,Waltham Forest
279,8,75-84,6,True,0.0261725898063493,0.1734063578630274,0.2455551595848398,0.0721488017218124,2.61725898063493,7.21488017218124,Waltham Forest
279,9,85+,5,False,,0.0,0.0,0.0,,0.0,Waltham Forest
280,2,16-24,6,True,0.014366681893554676,0.2412251682381401,0.2175199221667134,-0.02370524607142671,1.4366681893554676,-2.370524607142671,Wandsworth
280,3,25-34,6,True,0.0037269818918801347,0.1206289512137066,0.1785339472504633,0.05790499603675668,0.37269818918801345,5.790499603675668,Wandsworth
280,4,35-44,6,True,0.0166730522651374,0.0726016065635141,0.1382975799349419,0.06569597337142781,1.6673052265137398,6.569597337142781,Wandsworth
280,5,45-54,6,True,-0.0015479112750527027,0.2724809583024597,0.1736348527952486,-0.09884610550721112,-0.15479112750527027,-9.884610550721112,Wandsworth
280,6,55-64,6,True,0.005397201249417646,0.0989712685786276,0.1195770285800361,0.0206057600014085,0.5397201249417646,2.0605760001408497,Wandsworth
280,7,65-74,6,True,0.010549194356246482,0.026781505807736,0.1180429834185273,0.0912614776107913,1.054919435624648,9.12614776107913,Wandsworth
280,8,75-84,6,True,-0.007801865969136021,0.0,0.0,0.0,-0.7801865969136021,0.0,Wandsworth
280,9,85+,4,False,,0.0,,,,,Wandsworth
293,2,16-24,6,True,0.009935935821047688,0.0,0.0365913804747428,0.0365913804747428,0.9935935821047688,3.65913804747428,Westminster
293,3,25-34,6,True,-0.015438916773165725,0.0437322756783584,0.053495384684282,0.009763109005923601,-1.5438916773165725,0.97631090059236,Westminster
293,4,35-44,6,True,0.003486495220880814,0.0890728261186794,0.0848082016959178,-0.004264624422761598,0.3486495220880814,-0.4264624422761598,Westminster
293,5,45-54,6,True,0.010003873458046292,0.0371772641951561,0.0425853298342185,0.005408065639062397,1.0003873458046293,0.5408065639062397,Westminster
293,6,55-64,6,True,-0.0036188746819446173,0.0588911759574393,0.0,-0.0588911759574393,-0.3618874681944617,-5.8891175957439295,Westminster
293,7,65-74,6,True,0.012632342132171464,0.0243646334260557,0.1629366382871322,0.13857200486107651,1.2632342132171464,13.85720048610765,Westminster
293,8,75-84,6,True,0.015303376210066418,0.0370387392348151,0.0748730696240282,0.037834330389213106,1.5303376210066417,3.7834330389213107,Westminster
293,9,85+,6,True,0.042606465929728166,0.0,0.2982452615080974,0.2982452615080974,4.260646592972817,29.82452615080974,Westminster
