LA_2023,age_group_code,age_group,observed_years,complete_historical_period,historical_slope,year3_rate,year8_rate,year3_year8_change,slope_pp_per_year,year3_year8_change_pp,borough_name
160,6,55-64,6,True,-0.00017555314928342452,0.1661762274366374,0.191995511675405,0.025819284238767587,-0.01755531492834245,2.5819284238767586,Merton
160,7,65-74,6,True,0.02797227573434705,0.0187781115492329,0.1412572610227118,0.1224791494734789,2.797227573434705,12.24791494734789,Merton
160,8,75-84,6,True,0.02315362958305756,0.1498159649791362,0.2536783312980147,0.10386236631887849,2.315362958305756,10.386236631887849,Merton
160,9,85+,6,True,0.0,0.0,0.0,0.0,0.0,0.0,Merton
171,2,16-24,6,True,-0.0021207438967647874,0.1610483710712067,0.1246471577536642,-0.03640121331754251,-0.21207438967647874,-3.640121331754251,Newham
171,3,25-34,6,True,0.010906978961635196,0.1360670749972373,0.131947085239157,-0.004119989758080311,1.0906978961635196,-0.41199897580803113,Newham
171,4,35-44,6,True,0.011557664611210538,0.0319519558690187,0.1348130539703271,0.10286109810130842,1.1557664611210539,10.286109810130842,Newham
171,5,45-54,6,True,8.997346847692339e-05,0.0659676818952444,0.1209898796757911,0.05502219778054669,0.00899734684769234,5.502219778054669,Newham
171,6,55-64,6,True,0.014287222366182415,0.0860487340369196,0.131849246369915,0.0458005123329954,1.4287222366182415,4.58005123329954,Newham
171,7,65-74,6,True,0.05897545097592925,0.1070646481387874,0.1688574634382696,0.061792815299482204,5.897545097592925,6.17928152994822,Newham
171,8,75-84,6,True,0.027558874357095364,0.0,0.2390540445425562,0.2390540445425562,2.7558874357095364,23.905404454255617,Newham
171,9,85+,6,True,0.0,0.0,0.0,0.0,0.0,0.0,Newham
196,2,16-24,6,True,-0.009867354910810687,0.1290552676274866,0.2534289737115014,0.12437370608401482,-0.9867354910810687,12.437370608401482,Redbridge
196,3,25-34,6,True,0.003135649969599105,0.1258584963094382,0.1287583780717256,0.002899881762287393,0.31356499695991047,0.2899881762287393,Redbridge
196,4,35-44,6,True,0.0034146570440092704,0.107457927494726,0.1345358820138205,0.02707795451909449,0.34146570440092705,2.707795451909449,Redbridge
196,5,45-54,6,True,0.0037633139544818823,0.1346914627145168,0.0634309159499543,-0.07126054676456249,0.3763313954481882,-7.126054676456249,Redbridge
