year,deterministic_mean_active_rate,simulated_median_mean_active_rate,simulated_lower_90_mean_active_rate,simulated_upper_90_mean_active_rate
9,0.6265893756048462,0.5846018134198662,0.5705104506155037,0.5980706589436812
10,0.6271252886235288,0.5801549261179415,0.5655911267764754,0.594471841533011
11,0.6261104156056949,0.5784941470757801,0.5637746533275395,0.5929390971229211
12,0.6270222214928307,0.5777200387772954,0.5636956647955365,0.5920111677093443
13,0.6272993091736017,0.5774856852994013,0.5635299520088141,0.5915763792366153
14,0.627379434572999,0.5776583600223724,0.5629648616389996,0.5912191087107326
15,0.6274033585588837,0.5776037411197512,0.5626263293248585,0.5919978149925292
16,0.6274847776134291,0.577962824865007,0.562561605689485,0.5917856006542951
