year,deterministic_mean_active_rate,simulated_median_mean_active_rate,simulated_lower_90_mean_active_rate,simulated_upper_90_mean_active_rate
9,0.5518924971699473,0.42302932213018585,0.4082033879161005,0.4382455281709094
10,0.5447527834776249,0.42993559783373175,0.41587215115286597,0.44534317739174073
11,0.5364195844925581,0.4320794376676056,0.41452971652969384,0.4473571558131976
12,0.5340987938155406,0.43238098689260723,0.41703209650561135,0.4475741196695081
13,0.5327439376022325,0.4324841082218745,0.4172676544873244,0.44656458860649073
14,0.5328202430836514,0.4323824381380697,0.4171977583600736,0.44852626255110084
15,0.5335642018881028,0.43308048976586977,0.41630700139360133,0.45055019816609265
16,0.5329659823483405,0.4320806975105859,0.4169635151500666,0.4491629605909774
