LA_2023,disability_group,year,inactive_rate_deterministic,inactive_rate_median,inactive_rate_lower_90,inactive_rate_upper_90,fairly_active_rate_deterministic,fairly_active_rate_median,fairly_active_rate_lower_90,fairly_active_rate_upper_90,active_rate_deterministic,active_rate_median,active_rate_lower_90,active_rate_upper_90
114,disty12,9,0.3316250067973779,0.19849316161950825,0.03608158735722757,0.6156122009784275,0.09717289089627286,0.32254972131920295,4.6879167863248195e-06,0.7893615420874575,0.5712021023063493,0.4278914633180634,0.058893264609182344,0.8291102362908159
114,disty13,9,0.34518589712306746,0.25119599099605977,0.057965917315827155,0.6126533546264691,0.048802176969236104,0.1836013571811167,2.2649534761533495e-06,0.6225988563145425,0.6060119259076964,0.5378440546750956,0.06467541367224523,0.8416602842371121
114,disty2,9,0.3762093958050303,0.24043141130425827,0.04149929086684738,0.6635021259143251,0.09393602557716871,0.3297513286077442,5.013411356362825e-06,0.7777271085915806,0.5298545786178009,0.37556165011215026,1.673189472350217e-06,0.7372224102083995
114,disty3,9,0.4626685626989274,0.2813252435025325,0.042242162928584,0.6951269268458614,0.09509196002180623,0.31940350862372757,4.994909084276178e-06,0.7677426457640633,0.4422394772792664,0.3432479111093106,0.025589700484898604,0.74320927505374
114,disty4,9,0.4239222881410509,0.27046860789885957,0.03187972955915078,0.6231446033660821,0.10170905674792632,0.3473599754594962,5.423253873995045e-06,0.8140414193668467,0.4743686551110228,0.3390626262242525,0.04597983041314524,0.7103075374511119
114,disty5,9,0.26617940772957366,0.1712282416653579,0.025617156287605542,0.5808870356196657,0.09304146829820127,0.31404689513094525,4.305105190173746e-06,0.7818131062670073,0.640779123972225,0.4706798061851327,0.08190747639616576,0.8784368936777521
114,disty6,9,0.37176724696770913,0.23524053943819026,0.0353195280355223,0.6274147495341493,0.09331319039093464,0.32295477515341664,4.738087400692143e-06,0.7720664200050986,0.5349195626413563,0.4046989398780438,0.06904058734938662,0.7902912202325394
114,disty7,9,0.4249782651960905,0.26945866326073464,0.04549995810886197,0.7002581213485864,0.1002159775559061,0.32997254106789703,5.18129322028588e-06,0.7869554735980833,0.4748057572480034,0.3568584908603559,0.0519462072481751,0.7216006618823951
114,disty8,9,0.3967819027578189,0.24254385015886615,0.035451441330030795,0.6830453603589244,0.09531759760508837,0.33724431209453215,4.875038522365238e-06,0.7940518225172027,0.5079004996370928,0.3701485278030181,0.04640611074072964,0.786756141990248
114,disty9,9,0.4536052367737706,0.2983209912631283,0.044777219630363255,0.6169743505249384,0.08639407768300492,0.30721318003266196,4.772620443877094e-06,0.7348000823044405,0.46000068554322443,0.347569534952911,0.07816092494749384,0.7446142385228792
114,limiting_disability,9,0.40084441313944924,0.26115241102291076,0.051574386814366,0.6768857204255782,0.08950923222849898,0.3106577786063615,4.493329564939808e-06,0.7645124086796917,0.5096463546320518,0.4015255046616699,0.03183886733953312,0.7690561269701706
114,no_disability,9,0.16226499934465344,0.09876122235800663,0.015199781496910003,0.3760451522540188,0.09478189405238606,0.32251101806860916,4.3945936480843e-06,0.7819262218051658,0.7429531066029605,0.5699605879668961,0.0678431054024107,0.9321740549783594
114,non_limiting_disability,9,0.1613524435535217,0.1017989992204189,0.017449234822752804,0.3807454091437368,0.10986385731208337,0.343196973273349,6.0883513323311095e-06,0.7907474573281772,0.7287836991343949,0.5388992227427788,0.057696034588377985,0.9272902380784012
117,disty1,9,0.3841967233854419,0.23821761813095993,0.036105288296668224,0.6568954720553606,0.09239007326335053,0.3203593059926746,4.657385814408425e-06,0.7847527055577964,0.5234132033512076,0.401363169894267,0.0497820552762694,0.8482786407539964
117,disty10,9,0.3666570060458713,0.27514303491295744,0.0667694853095559,0.604353794952496,0.04714196217999209,0.19113176676350427,2.219609035252624e-06,0.6278291369278756,0.5862010317741366,0.5007925067060695,0.07933587321263422,0.8181372328344257
117,disty11,9,0.38030655214753384,0.24703167121247194,0.04090185212458518,0.6407585788221313,0.07652002275291024,0.27862092816487294,3.8563923191262425e-06,0.7451238931118997,0.5431734250995559,0.41458413994150634,0.06458617855323487,0.8108637845902643
117,disty12,9,0.17552300628356643,0.1107385162928313,0.017312178726340516,0.3948946156176618,0.08959220791930013,0.3118065376058007,4.7954917697594855e-06,0.7496649136179776,0.7348847857971335,0.5537421153174784,0.057242166383232304,0.9262930715754387
117,disty13,9,0.23735238165118738,0.16843066591595468,0.025284097715190246,0.4475133402936136,0.0635919819391563,0.23068412603191207,2.9066476597965867e-06,0.6721468148747662,0.6990556364096563,0.5664460064489723,0.1774491022589052,0.8945773979287175
117,disty2,9,0.37663047152951923,0.22888317599874863,0.04102437629981024,0.6245340775147609,0.098193594693814,0.3441333489057926,5.66526537159756e-06,0.7434389487648959,0.5251759337766667,0.3761465255286011,0.07875625219584392,0.7947378757196677
117,disty3,9,0.43668761974295156,0.27939777505617924,0.037748953293012845,0.7227132229866705,0.1011230622250941,0.3363484820089944,5.105121074747465e-06,0.7993451237764803,0.46218931803195423,0.33482509369002256,0.055548231888047146,0.7302115265078037
117,disty4,9,0.37491510342382306,0.23951415053977734,0.017173372241487486,0.6724863529663782,0.08879981733155928,0.31124673336869124,4.497459563106406e-06,0.7662767389674542,0.5362850792446178,0.3925397915800196,0.0383653973298744,0.8645143977818824
117,disty5,9,0.4076828116976983,0.25861964573799723,0.03419811149093061,0.7007723449555098,0.10584292077783787,0.3526266895820528,5.628796092878857e-06,0.806933203757869,0.48647426752446393,0.329020951173487,0.03419691741473564,0.744551489220326
117,disty6,9,0.3851390385317117,0.23790992544965164,0.046614923502923004,0.6737943678243479,0.0937896381993354,0.3065956191874831,4.621230659183774e-06,0.7887615269598072,0.5210713232689529,0.4070886734973225,0.047687460793999686,0.7954927669347407
117,disty7,9,0.36895755982277784,0.2265567415198671,0.03205092972309908,0.6370571810505025,0.09833031376494207,0.342002367745633,5.0677829776941625e-06,0.7914639848875237,0.5327121264122802,0.3910400865869199,1.697528155744621e-06,0.7905814952355587
117,disty8,9,0.41583995630885734,0.27767657100342547,0.04990690109980718,0.7005049946939869,0.08324421895408261,0.2834590761375804,4.153565203780532e-06,0.7308002237910165,0.5009158247370601,0.403078342126828,0.055143135803576195,0.7634054723848405
117,disty9,9,0.4310981388884377,0.29260286583411727,0.05816052813201657,0.7073882937732592,0.07511491813605246,0.2722900878122955,3.6971319262351814e-06,0.7159438231286946,0.4937869429755099,0.3709595151783669,0.039284847052276306,0.7747515565518909
117,limiting_disability,9,0.4062830657573792,0.25357677114665095,0.04151672084034721,0.691190958124558,0.09775029556090349,0.33372555862290454,4.964442191430195e-06,0.7877374075452173,0.4959666386817173,0.3681823033314161,0.02994253042792463,0.8151478600258218
117,no_disability,9,0.2431509239011056,0.15243232505546409,0.023852120142729184,0.5039091689481217,0.09625959720577794,0.3143288004121528,4.58027534412197e-06,0.8138611169211719,0.6605894788931165,0.49666593992913305,0.03718963668725165,0.8829520744342586
117,non_limiting_disability,9,0.24357382163901686,0.15096580325023534,0.0257732958910564,0.5070659943917605,0.09885400852421163,0.32473709487903235,4.592024263571881e-06,0.7973543704248817,0.6575721698367716,0.48005761534808267,0.03802334268756161,0.8917545813256663
122,disty1,9,0.4156035367126269,0.24746047800251583,0.031097550469854535,0.6776501901496031,0.10408157944502326,0.3469763036873984,5.332922893424884e-06,0.8428215231191883,0.4803148838423498,0.35984413864080556,0.04077514450591217,0.8061951777916048
122,disty10,9,0.3691406715800469,0.2939184488509265,0.0636519952476824,0.6594210304998755,0.025047072592784513,0.10326276970522738,1.1845789634639778e-06,0.4980643350609202,0.6058122558271687,0.5630230860644176,0.11050129613547734,0.8316562064292857
122,disty11,9,0.30838034149579496,0.19586828369773207,0.0331715077723687,0.586968243525733,0.08912374913698413,0.3193491699988844,4.542929637963246e-06,0.7466007632947259,0.6024959093672209,0.44192211981765817,0.08094843198130332,0.8462312976898155
122,disty12,9,0.4159626247391037,0.27509818587088913,0.06417090222495746,0.7010878655866715,0.0895855802389105,0.30759487084590886,4.5869459309292236e-06,0.7023524831297463,0.49445179502198594,0.38694179583890853,0.05251319031566593,0.7516787081917952
122,disty13,9,0.36243080757745777,0.2617628838994592,0.05302482158168869,0.6311945581319683,0.053171726683392345,0.2151514966605922,2.4951241078287844e-06,0.6851465435997186,0.5843974657391499,0.4697532552989009,1.2717779268654068e-06,0.8195584634812375
122,disty2,9,0.40834196161691455,0.24084526779625975,0.033733039520342574,0.6988532975149522,0.10626487107407659,0.35541499493919537,5.420627332716333e-06,0.8070625656797298,0.48539316730900894,0.34020783788309034,0.0456875458441386,0.7812104995386293
122,disty3,9,0.46124568116297765,0.27991993801951276,0.04144398225606103,0.7167427340276038,0.09617852915206818,0.34300152949784835,4.900116189683364e-06,0.8170078643919204,0.44257578968495415,0.3223307337253133,0.015741874076542997,0.7297225341173252
122,disty4,9,0.4285623199405931,0.27187865568117076,0.04721847876559916,0.7134749317554318,0.09640188793494003,0.3292347216496368,4.998444106850735e-06,0.8294122953024607,0.475035792124467,0.36640942467531346,1.2750086269617458e-06,0.7694048514697414
122,disty5,9,0.40473969748888944,0.2550337222688346,0.03600506029123936,0.6755739655905527,0.09767417749914263,0.33626370201425115,5.089857166075673e-06,0.7878839374969884,0.49758612501196786,0.35617413875750903,0.04002151525230146,0.775934043807006
122,disty6,9,0.409373108650089,0.24621305008579092,0.033243251323899284,0.6733797424139082,0.10951404927646614,0.37646122521572845,5.782980902288681e-06,0.8056793060842997,0.48111284207344474,0.34804443042049205,0.03319749584217003,0.7323080370513274
122,disty7,9,0.3982897953110117,0.25281743718164723,0.044496451065164616,0.6845100941812897,0.09531187253414708,0.3275920386875858,4.810437893723924e-06,0.7847452293556556,0.5063983321548412,0.37838449003510277,0.037991154471445694,0.7923832103257209
122,disty8,9,0.41152764199863756,0.2653212339720292,0.0418979269472751,0.7105425244192215,0.09847666758143545,0.3327170725360623,4.989492325193321e-06,0.7934459004640815,0.489995690419927,0.3306809205341859,0.017960726975377237,0.7827010224265302
122,disty9,9,0.4321201387678404,0.27331837614620424,0.044821404931388,0.6250067589637666,0.0966919090588726,0.34518353276015856,4.945185929286318e-06,0.8053568117603656,0.471187952173287,0.3545871562920144,0.04735652592748266,0.7515914869268805
122,limiting_disability,9,0.4066707256501575,0.2405212600011139,0.04232203358417001,0.6114255095749983,0.10107593912063945,0.33034384955587814,5.255058641686046e-06,0.7987441594046671,0.49225333522920317,0.3771475321653584,0.028328890818854403,0.7847017763413967
122,no_disability,9,0.21890536426686324,0.13627137681148485,0.014092051168285111,0.4738924592461574,0.0997228930663491,0.3288581316757807,5.220076282811537e-06,0.7957686986134807,0.6813717426667876,0.5095608720496378,0.1131708732073807,0.8887370026343075
122,non_limiting_disability,9,0.22866959240319196,0.1397737044269886,0.023314607885644115,0.45175864177642044,0.09356318864216645,0.3305301240224515,4.239356885070158e-06,0.8250373543671171,0.6777672189546416,0.503088548285287,0.051980863632133445,0.8996611355873934
126,disty1,9,0.4168511349106368,0.2515073351886805,0.038361257353681726,0.6210321684231533,0.09601035549239799,0.3427017010891673,4.894443068958992e-06,0.789157551201536,0.48713850959696536,0.35195443826419054,0.061276757233868384,0.7786503330483623
126,disty10,9,0.4425404775031962,0.3118355260754693,0.05666460658593527,0.7221086458667267,0.06822916633704353,0.24885252847730996,3.3144330290312706e-06,0.7077014206563512,0.48923035615976035,0.37831874923855524,0.049997784027896765,0.7423801692585297
126,disty11,9,0.4186272354143119,0.2714176532800542,0.052842500966960575,0.6932867850630526,0.08375356592445014,0.28055661271458976,4.288762889771718e-06,0.7720224538511427,0.4976191986612379,0.407194621958727,0.07067172380923001,0.7824181732484599
126,disty12,9,0.3922432076200616,0.2324010618871204,0.04228717201449125,0.685502369910526,0.1053378379958274,0.35650086166059836,5.307959012870998e-06,0.797890364913532,0.502418954384111,0.36823836996668785,0.022853558435887954,0.7936912267861184
126,disty13,9,0.35986229545824516,0.2463736967575137,0.039685410040054145,0.632660848348336,0.0637374419823972,0.2441563293408308,3.231841741723692e-06,0.7012410269009887,0.5764002625593576,0.45545461927675457,0.07727283805645152,0.8918745651556186
126,disty2,9,0.4105001791495943,0.2508050161244435,0.0275162462640444,0.6652586267789774,0.10533947700497051,0.3581061007615811,5.401456049069254e-06,0.8062231469473655,0.4841603438454352,0.3580565881562434,0.040824438080672154,0.7798719668819668
126,disty3,9,0.4593150665454659,0.28235030150093743,0.025635525448232086,0.7473496846330506,0.1094740935916746,0.33882104376756206,5.5870106162700235e-06,0.8476711997505255,0.43121083986285946,0.32016593755480427,0.028386831778640004,0.7932956380168498
126,disty4,9,0.4279374906181512,0.271291474996863,0.039452714342302846,0.6967089428371893,0.09240232489554161,0.3243880209044367,4.719136437843213e-06,0.7548972968320159,0.4796601844863072,0.34217926856934955,0.04533372664552828,0.7708841834958559
126,disty5,9,0.40909744102557843,0.26336474500671125,0.044390069254220885,0.6936690209213502,0.0972869333112875,0.33175884995397864,5.1385237870903945e-06,0.7758425440676141,0.49361562566313405,0.3522794015804307,0.028062600322790687,0.7372220667065038
126,disty6,9,0.4177611737674908,0.26756300550827905,0.04936470530843238,0.6967866850159276,0.0855310031626805,0.29758306848178895,4.460920894840433e-06,0.7434377839507073,0.4967078230698286,0.3976489071580346,0.03815553429653461,0.7525069339528414
126,disty7,9,0.4105001791495943,0.2414849457855627,0.04498450925686609,0.5667318017491088,0.10533947700497051,0.35762845778430796,5.488451884242927e-06,0.7989947673902655,0.4841603438454352,0.3578513288383077,0.03959294009270022,0.7684482351703298
126,disty8,9,0.41877281221548435,0.27072608962678363,0.032805088843043485,0.6655684491569549,0.08545224203701582,0.306757743099463,4.630413781542306e-06,0.7421390031320919,0.49577494574749975,0.38626786053054535,0.04390114201534324,0.7817260150944931
126,disty9,9,0.4563387255400629,0.2939443594519483,0.055139514478600674,0.7358811657914986,0.08701790976141303,0.3106581156630523,4.422158328159222e-06,0.752346387639908,0.45664336469852407,0.3554940497200538,0.0487498709985384,0.7385388644175653
126,limiting_disability,9,0.40739043813000114,0.249820122817333,0.048669601289049735,0.6672283596788551,0.09756797639418163,0.3334457086858734,4.998503610444674e-06,0.7823810426245372,0.4950415854758172,0.3676945526146802,0.04332949786140072,0.7742696530725421
126,no_disability,9,0.2370662228886439,0.14343045223451506,0.020051278413353472,0.49639342134267883,0.09945879459285566,0.35210238263809096,5.2724356121543156e-06,0.8035727034713442,0.6634749825185005,0.48005325461121895,0.08140566387593655,0.8896628351257045
126,non_limiting_disability,9,0.26035649155059565,0.15820099910790825,0.025520603413740968,0.4582578046939006,0.09763900885782369,0.33780621865493043,5.063400420633979e-06,0.8464154357283304,0.6420044995915807,0.4728247638483979,0.023816251946824716,0.8571086580127514
129,disty1,9,0.41542854359529763,0.2519423995792782,0.029107849231351887,0.6503965552970792,0.10445881289814965,0.3556217072364493,5.437185597047938e-06,0.7962051313015487,0.48011264350655275,0.3687834792310206,0.05756421659833476,0.7650038779764761
129,disty10,9,0.3942026101418661,0.2972347022884645,0.08567743961542794,0.659521420342431,0.044406482064337026,0.18487409665230697,2.0688968382070402e-06,0.6207466496658122,0.561390907793797,0.4833585106910025,0.06269979353088855,0.8004592983275942
129,disty11,9,0.38840336668700687,0.27371282912928196,0.05315958413506617,0.6306369443917673,0.058464530671371605,0.2368439591557232,2.9038801908111016e-06,0.7153617147984478,0.5531321026416215,0.4328122945403534,0.04951320005783706,0.7918849124595988
