year,deterministic_mean_active_rate,simulated_median_mean_active_rate,simulated_lower_90_mean_active_rate,simulated_upper_90_mean_active_rate
9,0.6348768587587275,0.592732497018597,0.5787503402462385,0.6061458165343535
10,0.6325508975383263,0.5895586959678678,0.5752714740422991,0.6044023648898736
11,0.6372913547869399,0.5908940476621289,0.5752435051209093,0.6051084846291223
12,0.637655694040564,0.590265053509111,0.5753919523984267,0.6046705365580707
13,0.637861150028751,0.5902201288988571,0.57647266719993,0.6054813010520272
14,0.6383947031446616,0.5901408586783254,0.5759538429545036,0.6044890713941828
15,0.6385283273087163,0.5903409790748255,0.5750135697982733,0.6057183750781725
16,0.6390462068741495,0.5909540576770904,0.5755319425567758,0.6057723729282088
