LA_2023,age_group,year,overall_inactive_rate_deterministic,overall_inactive_rate_median,overall_inactive_rate_lower_90,overall_inactive_rate_upper_90,overall_fairly_active_rate_deterministic,overall_fairly_active_rate_median,overall_fairly_active_rate_lower_90,overall_fairly_active_rate_upper_90,overall_active_rate_deterministic,overall_active_rate_median,overall_active_rate_lower_90,overall_active_rate_upper_90
114,25-34,9,0.14731732107666845,0.13408046726442782,0.048549866028292955,0.24809368943246016,0.09357045802595147,0.13982207169181785,2.080606340022787e-06,0.26842386833069515,0.7591122208973802,0.7296035115756284,0.5446047732355256,0.8703540896405776
114,35-44,9,0.17991102231733755,0.1638781519509024,0.06082645190024581,0.30609753527800304,0.09276870779416749,0.1416350566047597,2.2287538840963603e-06,0.27604693714870904,0.727320269888495,0.6898199872956102,0.5311249233196231,0.873570902695775
114,45-54,9,0.2099318991236453,0.20329600240364157,0.087969980613406,0.3444270734235351,0.08849669408733556,0.13399909790699618,0.014796874555392013,0.2612476342982008,0.7015714067890192,0.657720575825274,0.4750637732979403,0.8095867896026488
114,55-64,9,0.22241075731317056,0.21309392994093787,0.08857804202594824,0.41302752665068665,0.1037077051336234,0.15895163381355326,2.9956459296868237e-06,0.2980033643907786,0.6738815375532061,0.6214805026972025,0.40947143524520746,0.8122728099563721
114,65-74,9,0.22295075591219546,0.21043574648692037,0.08506197736237318,0.3932259732803494,0.09912993607791858,0.14836782617513045,2.8562345247237843e-06,0.2725111061351529,0.677919308009886,0.6397749439961071,0.41765510768752995,0.815225358102192
114,75-84,9,0.37373333810859866,0.3556550977251597,0.16267248285334848,0.5776206727958582,0.0885750770710525,0.1269562945632282,1.7756905812285556e-06,0.22678185732885328,0.5376915848203488,0.5176877716613015,0.3057913845781833,0.7065150830396647
114,85+,9,0.5812936390562737,0.5390550004732186,0.3024101418181936,0.7238870180649316,0.1386868038735621,0.2020953072820158,4.141822693453848e-06,0.3360717239258055,0.2800195570701641,0.26685481631514624,0.1354196791817865,0.4652591478811011
117,16-24,9,0.21139949143012624,0.2010733069656856,0.08130395772143002,0.4012672078770732,0.08842938801097772,0.13261893562699897,2.575614096341979e-06,0.26120143624710335,0.7001711205588962,0.6651097889941628,0.40668398576736026,0.8166223565590139
117,25-34,9,0.24044958754618603,0.2188078378346448,0.10606218779456687,0.4121505462172656,0.10247919502643156,0.15274463220910392,6.4539494118164e-06,0.29829256903179524,0.6570712174273824,0.6191074387701143,0.3612385121804698,0.7838876533810638
117,35-44,9,0.2246674285158782,0.21348919044456405,0.08171905702420885,0.42049288739971896,0.10114498187933478,0.1465823210815118,2.822879806876909e-06,0.3091279425123053,0.6741875896047871,0.638403114966248,0.4110951533253835,0.806227937357416
117,45-54,9,0.23870474388730908,0.2202226150381605,0.09247692768921643,0.3881385773961144,0.10459354435627258,0.1509577743355705,2.858034048160783e-06,0.30295092727023704,0.6567017117564183,0.6298712917259157,0.4239901500975429,0.8002979480385924
117,55-64,9,0.22298173506495808,0.20643330447208436,0.07783333097107542,0.39946220006344396,0.10410618903103074,0.16112714956296312,3.009636342802822e-06,0.3708067818676741,0.6729120759040111,0.6228613066358041,0.43866441085151636,0.8064188219775722
117,65-74,9,0.2238879857880603,0.20654948646342752,0.08298318212247319,0.41577191532351204,0.10612791668612988,0.14772739188573988,2.3168787769355325e-06,0.28729807820604214,0.6699840975258098,0.6437996577601011,0.4274490858179505,0.8417746145424133
117,75-84,9,0.34352452662365274,0.32842342845256145,0.1427230612917272,0.5210046863452666,0.11921911443733166,0.1676049935824213,2.4930979295554964e-06,0.3303526617118402,0.5372563589390156,0.5080307248224674,0.29080698136191035,0.721383536411704
117,85+,9,0.5726232403967262,0.5385980667439227,0.2852893774443198,0.7389642163469924,0.07672747507039092,0.11834839085470959,2.0290827443299336e-06,0.24279393530228158,0.35064928453288297,0.34770835849694665,0.16614076666614827,0.5710121738412738
122,16-24,9,0.17600517433310536,0.1609600577292216,0.061329593605178916,0.29600502976419846,0.0994376455913285,0.14661704193198577,8.555335785269629e-06,0.29557554581234946,0.7245571800755661,0.6854531227515822,0.498244596421079,0.8420078841613012
122,25-34,9,0.21112782788344023,0.1959597190383608,0.08201799080823817,0.33991729798875336,0.09900966236748249,0.14892096854772274,2.9065751543487744e-06,0.2862899768403594,0.6898625097490774,0.6548302494923637,0.46217804112222516,0.8106566108936795
122,35-44,9,0.23049430092605389,0.2121590972229177,0.08457298249074505,0.4098444964597428,0.10290900417119049,0.14841122403428494,2.302022807955169e-06,0.3137780135816417,0.6665966949027555,0.6316467536130908,0.43539542743858034,0.8367951886625273
122,45-54,9,0.1805500531011012,0.17186390003779511,0.07601816061788422,0.383028538732279,0.1054859844216928,0.15986079582722204,0.011560876386943773,0.3066419864575145,0.7139639624772061,0.6691590386235343,0.36566498304988276,0.836234353725815
122,55-64,9,0.2305421853136564,0.21558889676779652,0.09122787147056942,0.4033435517442768,0.09838212756701292,0.1431911936247677,6.278896335236918e-06,0.28258117969620844,0.6710756871193307,0.6392562949604108,0.4400062662913062,0.8112393371335614
122,65-74,9,0.25407045098552755,0.23980613364795356,0.11220481853366836,0.40840174523770983,0.09562280244954018,0.13848643810690783,2.6079240533369785e-06,0.2765245483787813,0.6503067465649324,0.6154475964117967,0.4188015919552916,0.7834456555513073
122,75-84,9,0.3993776828645861,0.3810841118913707,0.16340290928799003,0.5750381645960144,0.08476054866857843,0.1269737524120691,1.970805584497975e-06,0.25252397247133795,0.5158617684668355,0.4856876974285008,0.28703569900026576,0.7144255759284991
122,85+,9,0.560668883719617,0.5332097320134225,0.3037398930262087,0.720619394728458,0.106524121652142,0.16161802895717867,2.676708296128397e-06,0.3053766530977287,0.3328069946282409,0.3084284992939188,0.15266176496838593,0.5144892715158083
126,16-24,9,0.26680517495913936,0.25547995982300026,0.105324807102584,0.4535354591186456,0.0911231473945252,0.13414442438759264,0.025063562954390762,0.28947964620547556,0.6420716776463354,0.6067385356158647,0.3678515757266274,0.7881802750656337
126,25-34,9,0.22674294945918538,0.21641254212803804,0.07957035899957716,0.36744050992863947,0.09338597537517866,0.1393122844604869,1.9641512140122486e-06,0.25325966943993894,0.6798710751656359,0.646930903510521,0.44400895983613337,0.8264117747811102
126,35-44,9,0.2326948995118992,0.216634044798584,0.08958764812057925,0.37225311504348735,0.10261470952292161,0.15231828706218248,0.01752585234942309,0.2924169899547801,0.6646903909651792,0.62943376650371,0.43312870986048235,0.7827053546101029
126,45-54,9,0.25353588657374343,0.2316443775936464,0.09928081644815794,0.42987031716765417,0.10004724057608576,0.14816433211167582,2.7373835918912994e-06,0.2922615490442692,0.6464168728501708,0.6135768367497678,0.43126649070528406,0.7917431339955959
126,55-64,9,0.22182701941958446,0.2106211156298927,0.08251139003265351,0.34901582835080863,0.10144082864519635,0.15499331769456637,0.017245212073685345,0.2949741744444308,0.6767321519352191,0.6262522678486171,0.44692350959271376,0.8089263735477022
126,65-74,9,0.28915095639942723,0.27635011205316773,0.11708596161278474,0.43330356102777273,0.0996129065791686,0.14448769345430348,0.0278239635978034,0.28614493997603435,0.6112361370214042,0.5759518612427676,0.376877440459351,0.7687843816111101
126,75-84,9,0.31344605681149257,0.2899826697735652,0.14566375178669502,0.5003258104167653,0.09574349650268228,0.13870723537793941,0.016375526240954577,0.2853422663503912,0.5908104466858252,0.5650418313590045,0.34558072607870394,0.7483583784060718
126,85+,9,0.571775909873933,0.5478398790285777,0.28345183811925745,0.7268156825905122,0.09046065197328114,0.13854816569891354,2.2397151704101974e-06,0.262029080224605,0.33776343815278587,0.3260675191039439,0.17063012687624254,0.5467535758270464
129,16-24,9,0.2270758352696516,0.21626753466125417,0.0827452564495702,0.3726977438237782,0.09794239300615543,0.1427253728158937,2.117640524509416e-06,0.265003135064339,0.674981771724193,0.6404814434737969,0.45477546150554987,0.8231020656253456
129,25-34,9,0.26048749414143973,0.24227488827715543,0.11732778397422317,0.4444248623489444,0.11064984682891349,0.1596880849632814,0.03925175105978346,0.2872368400499055,0.6288626590296468,0.5954956298277523,0.3948428610723018,0.7605166967458272
129,35-44,9,0.2289727632381676,0.2173634949030531,0.09136202208420652,0.40339727353840904,0.10429172487130768,0.15505177768066328,6.701651743704363e-06,0.3018080092924992,0.6667355118905247,0.6291578766059007,0.43368940762631125,0.7848798357626134
129,45-54,9,0.21924350631438758,0.20878956034490276,0.09719633287386609,0.39419565040345933,0.10483923275914632,0.15244857238220078,7.031748777537302e-06,0.30269653506360067,0.6759172609264662,0.6316326046290971,0.43266584371293426,0.7951877208079202
129,55-64,9,0.26549563069038334,0.2523141091057992,0.11017845871056041,0.48020424106969606,0.09658650320709758,0.1394886016253161,2.0433492536000392e-06,0.285147244931948,0.6379178661025191,0.5987480776261142,0.40197547658116545,0.7782520040474716
129,65-74,9,0.2291036673474581,0.20983788451871674,0.08003436568043058,0.41913349819852747,0.09471592983144242,0.1380457451879006,2.002996743595725e-06,0.28211041292917294,0.6761804028210995,0.6401254180854292,0.44519215947699575,0.8428493832778896
129,75-84,9,0.40219429404173257,0.38417403986053444,0.1859098690674163,0.6410326555614717,0.08543096625726414,0.12823815583677267,3.216592842446097e-06,0.2618595997341582,0.5123747397010033,0.49514265488809533,0.20391948269268967,0.7104119059289785
129,85+,9,0.42922209008084994,0.40686761758158885,0.18327374919672434,0.6337287919205663,0.11686283566183256,0.16819587157700575,4.122976359035846e-06,0.3033012550897041,0.45391507425731753,0.4297993874032831,0.1811439012763134,0.6457029214069113
135,16-24,9,0.15529714784503804,0.1504363359233319,0.06657699090415091,0.3110499740697617,0.08102618373316904,0.11766776209850038,7.636258508108712e-06,0.26043487359865797,0.7636766684217929,0.7228851175492332,0.472918850592749,0.8554132050517606
135,25-34,9,0.11469902216278265,0.10716445557842096,0.04074567053212463,0.22674375551764053,0.09056189012826163,0.14180680844388954,0.03821881173622599,0.2719287915253477,0.7947390877089557,0.7491347139611217,0.5837472429867392,0.8855707147749499
135,35-44,9,0.20886030699004451,0.19864195006138302,0.0775147591835991,0.43696549041190763,0.09181639915284089,0.14199631544735633,2.698162852660197e-06,0.34544491875414235,0.6993232938571146,0.656815505984548,0.4038621241452768,0.8093519717426827
135,45-54,9,0.1696633851269331,0.16055928349755164,0.06336379502935033,0.322384524980709,0.09646873288868617,0.1397099101479274,8.6101335357795e-06,0.26926117898889673,0.7338678819843807,0.6934574882291193,0.47501886933944204,0.8595211309177019
135,55-64,9,0.1884921480904602,0.17346906214822416,0.0691507458213223,0.3579392570353769,0.09145108320226025,0.13766618283633883,2.7873486585917055e-06,0.2730456539625467,0.7200567687072796,0.6820268451195428,0.4637939155278819,0.8331045282410184
135,65-74,9,0.18263453099966645,0.16697986014199695,0.06702084187374674,0.3073193968917075,0.08668479273591666,0.13057909787177266,7.187409477666125e-06,0.25843024989704105,0.7306806762644169,0.70075709163336,0.499372769755278,0.8394542787555359
135,75-84,9,0.3075522667367731,0.29486053774276594,0.12079755333504834,0.5189591430380978,0.10813658112381051,0.1695096550757918,0.038945324844467534,0.3137593477563269,0.5843111521394163,0.5463458005857575,0.24168822383451663,0.7407720276877856
135,85+,9,0.5366605594690119,0.5027661993444055,0.24927000454999254,0.7493821680279741,0.12761105409971785,0.18566067214774004,3.1987303022751942e-06,0.3699617856706614,0.3357283864312702,0.3074589995480054,0.14951434858866267,0.5306726959618462
136,16-24,9,0.16307667679057675,0.1516467883482701,0.05926967653741457,0.27578786256933163,0.08198081987022995,0.12562113777482847,2.007390650081745e-06,0.24991205775313727,0.7549425033391933,0.714524106746516,0.5389438053104436,0.872525396823727
136,25-34,9,0.1984058214696335,0.18755908625940937,0.08400092824203798,0.36018988494747645,0.10671577308985633,0.16471370647176273,3.2292043935223844e-06,0.3058290095602885,0.69487840544051,0.6437654566096458,0.38532560742387634,0.8279191843537729
136,35-44,9,0.22209288737231203,0.21155727527174506,0.09616004773577783,0.41587648376522074,0.09867913326727962,0.14573445812500563,2.7290684706835865e-06,0.28643556843695733,0.6792279793604082,0.6419720618172959,0.35022142927384414,0.8156617569838204
136,45-54,9,0.2316660179435448,0.21383714492011446,0.0853954679312701,0.3715600179677283,0.10753775585046328,0.1556465219107186,0.011412231901114522,0.3033718882287439,0.6607962262059919,0.6342083802660307,0.42642411946893694,0.8329663399411099
136,55-64,9,0.16992519285644284,0.15476508652457166,0.06319473401160328,0.32901061377601387,0.09122925068224462,0.13579253200714042,2.8680241350113366e-06,0.2606966363277478,0.7388455564613126,0.700791976728259,0.4308999421570215,0.8626635885381932
136,65-74,9,0.23089146682458223,0.21735248887396086,0.08642876333308656,0.40176160486287427,0.10136322212804007,0.15959417816541482,0.010683041479554397,0.3101599046678834,0.6677453110473777,0.6200823857480771,0.40504409091773386,0.7925227232578401
136,75-84,9,0.29957914631477567,0.2837772642038029,0.12598491075855514,0.5139453585008391,0.0957970312937108,0.13800680187000308,0.0108085835416662,0.3024223902533765,0.6046238223915136,0.5679020157667782,0.33779348004629006,0.7465088832260722
136,85+,9,0.5500869016914236,0.5297834780637447,0.2767221033821903,0.7372227267167668,0.07073273824309512,0.10881359099662294,1.5698306301768473e-06,0.20883579152069578,0.3791803600654814,0.3709472560196123,0.19258048981545284,0.5831639999919749
139,16-24,9,0.17685696968272163,0.16718975809986217,0.07756815636987728,0.3367822342520785,0.09123125658974884,0.14006999756782576,0.014873540611532232,0.2653178030187485,0.7319117737275296,0.6972013197754497,0.5188168395424265,0.8432979471038959
139,25-34,9,0.1322411908328,0.1243827565780618,0.04416498716399719,0.26643741136321325,0.09257832635495603,0.13603081608993864,1.0601118581862356e-05,0.2704080575538432,0.7751804828122439,0.731213191221433,0.5396092318421023,0.8817157682238486
139,35-44,9,0.17936353644552144,0.1674889532915973,0.06057060490984239,0.35230641174228,0.09634454561954417,0.1422660436122418,8.134013609757097e-06,0.2945904052098168,0.7242919179349344,0.6820492757887623,0.4197505025875614,0.8367235675823123
139,45-54,9,0.20325124344379436,0.1937281640049073,0.08154058755039471,0.3885308903265736,0.10024608145635826,0.15637315843213784,0.03139477815626002,0.2945123871442906,0.6965026750998474,0.644384546568439,0.4647557666444886,0.79523918898809
139,55-64,9,0.19864566590673688,0.18675431434554232,0.06824268530584002,0.37109019596047377,0.08637169283438816,0.1321543063846887,0.014360889983081809,0.28435567543074064,0.714982641258875,0.6780655180336164,0.4233388212179806,0.826438150319452
139,65-74,9,0.16954378319375976,0.16025071423673526,0.07034442199581992,0.3279421458283425,0.0896894666293404,0.13792236171525957,2.8286028184861425e-06,0.26512854318455015,0.7407667501768999,0.6948893208495743,0.5068716069616425,0.850374949208777
139,75-84,9,0.27953479045935387,0.26378498951699003,0.11516178959496409,0.4726978549809767,0.09883267176184629,0.14063634237448816,2.2641333473990283e-06,0.3081565791849945,0.6216325377787999,0.5934219911185734,0.33713121227370557,0.7627602185928234
139,85+,9,0.5637902135290566,0.547963180447973,0.274401813288961,0.7683045805517413,0.06922999165485948,0.10150239704120065,1.5875603501199502e-06,0.2114759858464299,0.3669797948160841,0.3488092115804379,0.13850769903669088,0.6364573789410939
142,16-24,9,0.22387482411267143,0.2136852903809111,0.09799812354962983,0.40069806452638673,0.0916730838364718,0.138092723280691,2.6238632591194437e-06,0.25188662135567563,0.6844520920508568,0.6511003359917042,0.46230252967030794,0.8119330474992619
142,25-34,9,0.13072595117542865,0.12655314634832016,0.05428350989338711,0.2538256816212999,0.08574152574825834,0.13532961088986603,0.02287278840721349,0.25908603888061077,0.7835325230763129,0.7420737042283448,0.5347006655878602,0.8791095410854234
142,35-44,9,0.21747067171777132,0.20591858210932934,0.09386803865326998,0.40071754397816434,0.08990049248653807,0.13125690585529917,0.009808932615168367,0.26777964807813415,0.6926288357956906,0.66000423265824,0.36720820135286003,0.8114832491786633
142,45-54,9,0.20074538136215742,0.187763691127656,0.06918604933008564,0.37642037325829425,0.07948541011220323,0.11595903297486976,1.7086068068046622e-06,0.24138248477674612,0.7197692085256393,0.6892341444985131,0.4966813312764728,0.852074388241757
142,55-64,9,0.21415865987977153,0.19763361267522725,0.09201288322442981,0.355550552310599,0.10150630152080124,0.15293811952287803,0.035008428403323195,0.292282968980454,0.6843350385994272,0.6475890292501798,0.4435916547045882,0.8018638011916908
142,65-74,9,0.22454370922607647,0.21241774130498897,0.0779639165558925,0.41986671070106063,0.09990583783607729,0.1383456711393462,2.1668940528638063e-06,0.2859805347531107,0.6755504529378462,0.6430679462385496,0.44536392266292557,0.8534336363790628
142,75-84,9,0.36926900062802526,0.3440369904937899,0.14438787931439556,0.5513041036611024,0.09849308039775817,0.14721565587536023,2.2485205989506222e-06,0.28461427416647717,0.5322379189742166,0.5078259480853085,0.2749787334898735,0.7358614996148682
142,85+,9,0.675568359881834,0.6622534782344681,0.4047163125168224,0.83500821488587,0.028062759608626062,0.042837470768284244,1.3261265432911065e-06,0.09656333939297536,0.29636888050953997,0.2940781245641098,0.13439543694437686,0.532124123475831
147,16-24,9,0.220856432884868,0.20944484099814606,0.08302603763911841,0.39881444456776427,0.08907506667609487,0.13885153060098218,0.009235358204644708,0.2607462859034429,0.6900685004390371,0.6559749382527065,0.39758735645508486,0.8321630967620308
147,25-34,9,0.13988370282118934,0.13244994763135703,0.0508117590615189,0.27928655480253894,0.09203974481329066,0.1382545963932406,0.014356141837379302,0.2703952230077633,0.76807655236552,0.7197774311669154,0.5378183799980791,0.8694305549189808
147,35-44,9,0.16170085588773161,0.15270298865682772,0.05833037485190952,0.3202100340088214,0.09010821409714247,0.13208947031312412,8.43846187947047e-06,0.2663856672338556,0.7481909300151259,0.71079335969209,0.43911133290820303,0.8535518554125521
147,45-54,9,0.21377238634117002,0.19421316466106786,0.07712693878550311,0.3536247932087434,0.10088619414228077,0.15141699340205614,0.010567492915807535,0.29560418137967115,0.6853414195165493,0.6512487487689995,0.42044642894169537,0.829780221172554
147,55-64,9,0.26354685497157976,0.24814636702230208,0.12165360416439845,0.4115397316911195,0.09705946626050957,0.13684476602744827,0.010293084806517496,0.28758261016789266,0.6393936787679106,0.612766777231232,0.35774249120285484,0.7862422706472777
147,65-74,9,0.2220112321514814,0.21413990002380404,0.08311387715261344,0.39326820286732256,0.09247723665275821,0.1339976922687051,2.0751923051300682e-06,0.25928724650295065,0.6855115311957602,0.6497768499049044,0.428560390885397,0.8163524119507076
147,75-84,9,0.2896943348102945,0.2644592195998816,0.1022787914810762,0.5022314073626035,0.09884289018025806,0.14840424858067963,2.5818956867000545e-06,0.30979765193543646,0.6114627750094475,0.5849777125499952,0.33764774833856853,0.778277077742071
147,85+,9,0.5739963957893639,0.5338872948174999,0.2945815375247237,0.7159864975111391,0.14681025264993283,0.21653360573266708,3.873000223615766e-06,0.3888356921310971,0.27919335156070335,0.254959695352365,0.12400250735153961,0.4836421248404186
160,16-24,9,0.2003190997503607,0.18962630514588197,0.0705701724614368,0.3745896040973709,0.0866285110039986,0.13183047460882355,2.4119958060783147e-06,0.25479658682609796,0.7130523892456407,0.6787514924536664,0.36261518240048796,0.8342486291431693
160,25-34,9,0.1716456641994199,0.1715604459491017,0.06418546470745062,0.32611043604125434,0.09549907235893092,0.14171053201280942,2.330516530987194e-06,0.2749586847072288,0.7328552634416492,0.6821373443719387,0.49565745337114875,0.8467391587721591
160,35-44,9,0.22403929401180206,0.21416794383572857,0.10718931655194092,0.3678937384599334,0.10192781026736877,0.1477019969237647,0.017348649343408178,0.29397238461565156,0.6740328957208291,0.6342762321753392,0.4418363316233486,0.7909524783717475
160,45-54,9,0.21395169401318337,0.19548801972094254,0.0792222981986588,0.34827220705481843,0.09889976214230603,0.14896327729077963,0.03370274685678238,0.3029099531229096,0.6871485438445106,0.6475190983309711,0.4560681948832759,0.8149611917077213
160,55-64,9,0.2295521402210405,0.21740187149175744,0.09109005677630513,0.3993484683843014,0.10202528605719181,0.1468339061193999,2.835575892595202e-06,0.27645598026577245,0.6684225737217677,0.6356774694670135,0.4345177638110202,0.8081561621360316
160,65-74,9,0.2316331259251752,0.218595971754527,0.09360134125516696,0.3780084066577285,0.10103938471708684,0.14511173962298818,6.41877874842553e-06,0.27276117662957644,0.6673274893577379,0.6321286568380764,0.44694635670014565,0.800950891704144
160,75-84,9,0.3628964510693111,0.3430772491268138,0.1660388469547166,0.5279038359937411,0.11221910385235069,0.1709409377033643,0.03850815262444429,0.30380169959125386,0.5248844450783382,0.49299191312528995,0.2838561599158453,0.6795163450927242
160,85+,9,0.5952986245743128,0.5766701397273273,0.3519516805883421,0.761506801535491,0.057755558066057394,0.08870909963195511,0.023569295944891242,0.18439142341684178,0.34694581735962987,0.33557782897728894,0.1653545969969055,0.5338105586429961
17,16-24,9,0.21298538245816087,0.1952487931029894,0.07589083916243551,0.3904149928219506,0.08679591334257526,0.12225329081963046,1.7632175180660249e-06,0.25015823791619196,0.7002187041992638,0.6799629348218212,0.46801908426887484,0.8620672636960534
17,25-34,9,0.19580765561820668,0.18697042424759291,0.07266274667818348,0.3561959058193982,0.09183243228388153,0.13068264545465555,2.6184949026705692e-06,0.2512228309018745,0.7123599120979118,0.6829096538883221,0.4759984377408918,0.8340624026329769
