task,horizon,origins,observations,total_variation,overall_mae,overall_rmse,inactive_rate_mae,inactive_rate_rmse,inactive_rate_r2,fairly_active_rate_mae,fairly_active_rate_rmse,fairly_active_rate_r2,active_rate_mae,active_rate_rmse,active_rate_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error
disability_overall_level,1,4,2000,0.19719818136992964,0.13146545424661976,0.18719763623250757,0.15124146970160127,0.20473845802792418,0.10529597164494242,0.08366664560900315,0.1310661854841664,-0.03451993736945225,0.15948824742925485,0.2145522870073696,0.1035471393238988,1906,0.14335397529927368,83,0.5299933399562924,1302,0.651,0.2530636373597601,698,0.09387109872971305
disability_overall_level,2,3,1496,0.19073042908708496,0.12715361939138997,0.1811280685014835,0.14791905873621647,0.20004445773541665,0.12525691064764166,0.07860777065104597,0.12031362898002025,-0.01608923824259878,0.15493402878690749,0.2095924073248729,0.11917048744698666,1433,0.14039521128172,57,0.5204450022067967,953,0.6370320855614974,0.24674476115424782,543,0.09304060870475861
disability_overall_level,3,2,997,0.18529521090955312,0.12353014060636874,0.17540974712339952,0.14376531894966532,0.19466520978657667,0.13694940443361736,0.0756162408564568,0.11307458286540398,-0.011599328404575004,0.15120886201298414,0.2040228736349135,0.13573179853226303,962,0.13884674420753482,34,0.5009840775671685,620,0.6218655967903711,0.24169292077140306,377,0.09269525758200642
disability_overall_level,4,1,495,0.1810287477220227,0.12068583181468182,0.16837865516129996,0.14056225449159018,0.1895848181814569,0.1387739372674267,0.07774547428547106,0.10637072078825116,-0.013325343938726864,0.14374976666698414,0.19441445680780978,0.14809767641485638,477,0.13025720235105667,18,0.501302721039062,306,0.6181818181818182,0.23657940833964844,189,0.09108958291253341
