observations,participation_DAYS10P60GR_mae,participation_DAYS10P60GR_rmse,participation_DAYS10P60GR_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error,task,fixed_model,fixed_parameters,weighting_scheme,training_rows,original_weight_mean,analysis_weight_mean,analysis_weight_min,analysis_weight_max
62392,0.009181620042661643,0.04190243604166706,0.5475361683179891,6309,0.06370811109965158,56083,0.003047717931887441,42560,0.6821387357353507,0.010237849225661675,19832,0.00691492409527956,disability_days10p60gr,Gradient Boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""min_samples_leaf"": 15, ""n_estimators"": 120}",weighted_n,434100,65.7820989603658,65.7820989603658,0.1557960930859681,885.9974770798794
62392,0.008528794814360453,0.04082699126432309,0.5704634970571617,6309,0.06466452487496793,56083,0.0022138629998645688,42560,0.6821387357353507,0.009284673038389415,19832,0.006906660021365661,disability_days10p60gr,Gradient Boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""min_samples_leaf"": 15, ""n_estimators"": 120}",sqrt_raw_n_rescaled,434100,65.7820989603658,65.7820989603658,13.600041482472314,359.05139805117386
