observations,participation_DAYS10P60GR_mae,participation_DAYS10P60GR_rmse,participation_DAYS10P60GR_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error,task,fixed_model,fixed_parameters,weighting_scheme,training_rows,original_weight_mean,analysis_weight_mean,analysis_weight_min,analysis_weight_max
62392,0.009373553245697455,0.04327156183492226,0.5174853910127374,6309,0.0652561159766111,56083,0.0030871012322649686,42560,0.6821387357353507,0.010458605639545746,19832,0.00704500192045627,disability_days10p60gr,Gradient Boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""min_samples_leaf"": 15, ""n_estimators"": 120}",weighted_n,365576,67.64930790615823,67.64930790615823,0.1557960930859681,884.6943842924185
62392,0.008598457003520198,0.04159872060367167,0.554071455617231,6309,0.06557057589472949,56083,0.0021894364788578326,42560,0.6821387357353507,0.009411626672602964,19832,0.006853373244133221,disability_days10p60gr,Gradient Boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""min_samples_leaf"": 15, ""n_estimators"": 120}",sqrt_raw_n_rescaled,365576,67.64930790615823,67.64930790615823,13.717806935761967,359.291335560728
