observations,days10p60gr_rate_mae,days10p60gr_rate_rmse,days10p60gr_rate_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error,task,fixed_model,fixed_parameters,weighting_scheme,training_rows,original_weight_mean,analysis_weight_mean,analysis_weight_min,analysis_weight_max
31585,0.009106067378808938,0.032790354469044665,0.7640473442886959,5716,0.04118165547764296,25869,0.0020186630890051105,7702,0.24384992876365363,0.009965013192293303,23883,0.008829066974527375,age_days10p60gr,Naive baseline,{},weighted_n,220889,101.63662052821867,101.63662052821867,0.3923342687892778,481.3942369475567
31585,0.009106067378808938,0.032790354469044665,0.7640473442886959,5716,0.04118165547764296,25869,0.0020186630890051105,7702,0.24384992876365363,0.009965013192293303,23883,0.008829066974527375,age_days10p60gr,Naive baseline,{},sqrt_raw_n_rescaled,220889,101.63662052821867,101.63662052821867,14.123626875327586,224.20562593431032
