observations,total_variation,overall_mae,overall_rmse,inactive_rate_mae,inactive_rate_rmse,inactive_rate_r2,fairly_active_rate_mae,fairly_active_rate_rmse,fairly_active_rate_r2,active_rate_mae,active_rate_rmse,active_rate_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error,task,fixed_model,fixed_parameters,weighting_scheme,training_rows,original_weight_mean,analysis_weight_mean,analysis_weight_min,analysis_weight_max
504,0.19047477493168247,0.1269831832877883,0.1817619362637269,0.14675319429098163,0.19893933129621233,0.05366053996520992,0.07606461046264741,0.11693822345324122,-0.11662021928204047,0.15813174510973585,0.2141513455060067,-0.01953312906323834,485,0.14184327563195517,19,0.5739163607267685,315,0.625,0.2465321117115299,189,0.09704588029860342,disability_overall_level,Gradient Boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""min_samples_leaf"": 15, ""n_estimators"": 120}",weighted_n,2462,73.46302929582635,73.46302929582635,0.2198255976982392,876.8306411090318
504,0.18637884510972472,0.12425256340648315,0.1791314628068029,0.14053841002096082,0.18839344719292303,0.15133317117031286,0.07733105109957315,0.13229145789099647,-0.42907857855874143,0.15488822909891548,0.2080171197900717,0.03803806931871123,485,0.13999550446140435,19,0.5350446211616997,315,0.625,0.2415043192118886,189,0.0945030549394515,disability_overall_level,Gradient Boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""min_samples_leaf"": 15, ""n_estimators"": 120}",sqrt_raw_n_rescaled,2462,73.46302929582635,73.46302929582636,14.130576300954056,278.340073291053
