observations,total_variation,overall_mae,overall_rmse,activity_inactive_rate_mae,activity_inactive_rate_rmse,activity_inactive_rate_r2,activity_fairly_active_rate_mae,activity_fairly_active_rate_rmse,activity_fairly_active_rate_r2,activity_active_rate_mae,activity_active_rate_rmse,activity_active_rate_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error,task,fixed_model,fixed_parameters,weighting_scheme,training_rows,original_weight_mean,analysis_weight_mean,analysis_weight_min,analysis_weight_max
31585,0.008166163945679029,0.0054441092971193525,0.024166187751555383,0.0075789494053495636,0.029883133428979997,0.7396790740141839,0.0037154741760114115,0.01630269906137439,0.5249387265676339,0.005037904309997082,0.024356400208370634,0.6440357429031958,3828,0.040128350352467014,27757,0.00019854027748006183,7702,0.24384992876365363,0.00694400375737671,23883,0.00856029691768022,age_activity_level,Gradient Boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""min_samples_leaf"": 15, ""n_estimators"": 120}",weighted_n,190358,107.11637755424239,107.11637755424239,0.6306479008271091,454.0811518117701
31585,0.00809374605068003,0.005395830700453355,0.02384017623243207,0.007499705847066847,0.029469894715361235,0.746828985982287,0.003739478592253623,0.01641584163698893,0.5183218872093984,0.004948307662039591,0.023814018081690487,0.6597128518415427,3828,0.03962502020722586,27757,0.00016600209504845435,7702,0.24384992876365363,0.006779059116419589,23883,0.008517717861912872,age_activity_level,Gradient Boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""min_samples_leaf"": 15, ""n_estimators"": 120}",sqrt_raw_n_rescaled,190358,107.11637755424239,107.11637755424239,14.458643077248693,229.52384326707417
