task,model,candidate_id,parameters_json,train_end_year,validation_year,validation_target_rows,common_rows,common_observations,common_weighted_tv,common_mae,common_rmse,common_weighted_rmse,common_r2,common_mean_error,common_clipped_predictions,common_clip_rate,all_observations,all_weighted_tv,all_mae,all_rmse,all_weighted_rmse,all_r2,all_mean_error,all_clipped_predictions,all_clip_rate
borough_age_activity,Gradient Boosting,Gradient Boosting_01,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 1, ""min_leaf_fraction"": 0.05, ""n_estimators"": 120}",5,6,704,669,669,0.05845010702088975,0.0810199669272301,0.12668530728275035,0.08185420099355353,0.0007563244649630985,0.008849403414587837,0,0.0,704,0.05869803838226333,0.08108601114789299,0.12581575934578879,0.08226147507196678,0.0037356046505924168,0.010004281813136883,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_01,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 1, ""min_leaf_fraction"": 0.05, ""n_estimators"": 120}",6,7,713,681,681,0.07671364993877532,0.08364032356381687,0.12728281397135538,0.10464223068292033,-0.0656957670029561,-0.03725229588357629,0,0.0,713,0.07691547830317745,0.08422977781066712,0.13126284151708695,0.10535975290143043,-0.05654714483126311,-0.03629066001215467,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_02,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",4,5,695,677,677,0.0677378750021929,0.08121856957040263,0.13527095463838334,0.09973132532109515,-0.03648731823219453,-0.0435709360604542,0,0.0,695,0.06858861363756395,0.08557159384674295,0.1497884798226423,0.10263081863684559,-0.054637641553785476,-0.04752443122282958,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_02,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",5,6,704,669,669,0.05569450097248947,0.07432741569045963,0.12387468861891554,0.07954407340836114,0.04460258589435828,0.0035244139063575096,0,0.0,704,0.05594832502894319,0.07445172414682927,0.123119349941829,0.08001295359328962,0.04598072090357064,0.004555971841869059,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_02,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",6,7,713,681,681,0.06417654381421639,0.07596893376458669,0.1226253926257033,0.09271616184619347,0.010867375692433678,-0.032565214712818445,0,0.0,713,0.06439249607255429,0.07652202545513796,0.12701190330260623,0.09359037593940624,0.01077718077542622,-0.03219253808743013,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_03,"{""learning_rate"": 0.025, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",4,5,695,677,677,0.06832796214453908,0.08163953084063129,0.13551766827585957,0.10040591476099944,-0.040271556323735025,-0.04396936864875491,0,0.0,695,0.06917780736070628,0.0859961163954239,0.1500259926746526,0.10328675886296108,-0.057984876130643404,-0.047907191703242764,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_03,"{""learning_rate"": 0.025, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",5,6,704,669,669,0.05546943104483879,0.07442480790689177,0.12393273431203279,0.0794238103636933,0.04370700829438057,0.003096192915752499,0,0.0,704,0.0557253543589366,0.07456542967026038,0.12315590043915017,0.07988498775946795,0.04541419655073975,0.00419602901936945,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_03,"{""learning_rate"": 0.025, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",6,7,713,681,681,0.0646400005170468,0.07646602513690527,0.12264557789541558,0.09302878320985175,0.010541708199565902,-0.0323353522392723,0,0.0,713,0.06485872944252451,0.07704027115492199,0.1270011085364221,0.09389244456650511,0.010945322106734712,-0.031913642082711885,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_04,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 400}",4,5,695,677,677,0.07027001927272848,0.0828180326909231,0.13625771071044454,0.10246985028953148,-0.05166412397177722,-0.04496052497381436,0,0.0,695,0.07111149545256253,0.08716443884463822,0.15070875922079616,0.10528143411219493,-0.06763654228876126,-0.048855105438298886,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_04,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 400}",5,6,704,669,669,0.054549316394427186,0.07422895759168477,0.1242803912901622,0.07909829335152468,0.038334283391220025,0.00047929135683446244,0,0.0,704,0.05480070568439591,0.07433274143613822,0.12344663277226665,0.07954809597816047,0.04090192330874465,0.0016789567939531165,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_04,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 400}",6,7,713,681,681,0.06614863072953645,0.07813521392911875,0.12275118032233984,0.09405091229474839,0.008837053481468793,-0.031308274078262,0,0.0,713,0.06638107197218639,0.07882440083581797,0.12702874989839685,0.0948847847196315,0.010514746440423273,-0.03068864799686568,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_05,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 3, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",4,5,695,677,677,0.06671404278071863,0.08048572653132989,0.13489388701545535,0.09859804613155294,-0.030716957594345784,-0.0428943245793026,0,0.0,695,0.0675648678500208,0.0848247515556314,0.14938367258823745,0.10151854121070504,-0.0489449733374443,-0.04686102017017348,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_05,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 3, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",5,6,704,669,669,0.057504873413693924,0.0751218265939853,0.12410271118363242,0.08075170993297191,0.04108204950370786,0.005858614250628605,0,0.0,704,0.05774499903786888,0.07519346510424409,0.12336396753706824,0.08121494686789134,0.04218600081296997,0.006736499511445582,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_05,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 3, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",6,7,713,681,681,0.06337970269153122,0.07488213398149451,0.12267837566260756,0.09227655975343325,0.010012437394983142,-0.033179319144778015,0,0.0,713,0.0635730523836124,0.07523637210176932,0.12716545739563062,0.09317983235317205,0.008383845505976262,-0.033095820263046596,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_06,"{""learning_rate"": 0.05, ""loss"": ""squared_error"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",4,5,695,677,677,0.0669194759149218,0.08378207417400042,0.1303354588907714,0.09525170731003489,0.03776742873229311,-0.02622513448768331,0,0.0,695,0.06773618541847906,0.08822568387088703,0.144158062065432,0.09788135940421082,0.023158026746688765,-0.029725205005376162,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_06,"{""learning_rate"": 0.05, ""loss"": ""squared_error"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",5,6,704,669,669,0.06114882214166462,0.0852685182506937,0.1254384519899582,0.0816124740293771,0.020328934217410444,0.02495079033150222,0,0.0,704,0.061534087942760204,0.0862702524073014,0.12520744557750985,0.08212971760366411,0.013346105907257932,0.026628957783067012,0,0.0
borough_age_activity,Gradient Boosting,Gradient Boosting_06,"{""learning_rate"": 0.05, ""loss"": ""squared_error"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",6,7,713,681,681,0.06548322493763328,0.08255752275736138,0.11953570499142166,0.09026530219426325,0.06008409437889395,-0.01245278509693516,0,0.0,713,0.06580588122907756,0.0840117030570877,0.12409210853357965,0.09112328878920585,0.055735623062191375,-0.011416410844886824,0,0.0
borough_age,Naive baseline,Naive baseline_01,{},4,5,249,249,249,0.06999251298691611,0.08759554694573557,0.1367120054214881,0.09108185632731039,-0.31302674336455216,-0.028677082672673056,0,0.0,249,0.06999251298691611,0.08759554694573557,0.1367120054214881,0.09108185632731039,-0.31302674336455216,-0.028677082672673056,0,0.0
borough_age,Naive baseline,Naive baseline_01,{},5,6,248,248,248,0.0650691213305525,0.08412860352140274,0.15572759274257467,0.09002159758716542,-1.7887454802365537,0.03789150661364336,0,0.0,248,0.0650691213305525,0.08412860352140274,0.15572759274257467,0.09002159758716542,-1.7887454802365537,0.03789150661364336,0,0.0
borough_age,Naive baseline,Naive baseline_01,{},6,7,252,252,252,0.06635963818195946,0.07658450178776971,0.12549942044618267,0.08985182965898925,-1.3680608299209105,-0.022316556139257517,0,0.0,252,0.06635963818195946,0.07658450178776971,0.12549942044618267,0.08985182965898925,-1.3680608299209105,-0.022316556139257517,0,0.0
borough_age,Ridge Regression,Ridge Regression_01,"{""alpha"": 0.01}",4,5,250,249,249,0.04771891110745074,0.06593249244938347,0.12158348948731662,0.06647296045061467,-0.03850710238502053,-0.026312896904651557,1,0.004016064257028112,250,0.047715050715316634,0.06581306258749296,0.12136152753873147,0.0664651862610063,-0.034248485252470706,-0.026063345209125933,1,0.004
borough_age,Ridge Regression,Ridge Regression_01,"{""alpha"": 0.01}",5,6,254,248,248,0.0757688198840086,0.08736675400057684,0.11109448191194427,0.08821587438624519,-0.4192624572298016,0.06309457862815215,0,0.0,254,0.07585939913939026,0.08871364134423389,0.11204593507794071,0.08831607211784903,-0.44802263775928775,0.06501482444517355,0,0.0
borough_age,Ridge Regression,Ridge Regression_01,"{""alpha"": 0.01}",6,7,254,252,252,0.05055508747315361,0.05948982690340047,0.0813312056297361,0.06620917255147964,0.0054563837824410655,-0.014000714258461592,0,0.0,254,0.05054944548854217,0.05934685580461799,0.08110261599229586,0.06619717292132649,0.017039456984828005,-0.013565019678804208,0,0.0
borough_age,Ridge Regression,Ridge Regression_02,"{""alpha"": 0.1}",4,5,250,249,249,0.04767884271523441,0.06591627997946886,0.12158053732039914,0.06643385840749917,-0.03845667104597483,-0.026325623902973307,1,0.004016064257028112,250,0.04767509926342122,0.06579816557599594,0.12135895516879218,0.06642614914874952,-0.034204642008707875,-0.026074770690916457,1,0.004
borough_age,Ridge Regression,Ridge Regression_02,"{""alpha"": 0.1}",5,6,254,248,248,0.07575068369990579,0.08735628526233147,0.11107424512974556,0.08817019771551525,-0.41874544344435694,0.06307913249056524,0,0.0,254,0.07584132312905248,0.08870389266449315,0.1120265073677786,0.08827053413542094,-0.44752053431031436,0.0650002159424537,0,0.0
borough_age,Ridge Regression,Ridge Regression_02,"{""alpha"": 0.1}",6,7,254,252,252,0.050525621318741366,0.059472095920515666,0.08131252660921075,0.06618108584419788,0.005913157224117338,-0.014016972099793155,0,0.0,254,0.05052001912273449,0.05932952672021401,0.08108410905541641,0.0661691067489973,0.017488012507187567,-0.013580887221194748,0,0.0
borough_age,Ridge Regression,Ridge Regression_03,"{""alpha"": 1.0}",4,5,250,249,249,0.0473440538730172,0.06580145845514264,0.12156293323552453,0.06609064428340711,-0.03815596903746532,-0.026446621249975735,1,0.004016064257028112,250,0.04734139053960862,0.06569549578448829,0.1213450365815097,0.06608356414823044,-0.03396743096647814,-0.02618359160180962,1,0.004
borough_age,Ridge Regression,Ridge Regression_03,"{""alpha"": 1.0}",5,6,254,248,248,0.07557014628065847,0.08725011019833641,0.11088198354087138,0.0877328276116923,-0.4138382000068077,0.06292336205951633,0,0.0,254,0.07566135284738543,0.08860443114452986,0.11184165702729788,0.08783447675253077,-0.4427474870571515,0.06485233059954017,0,0.0
borough_age,Ridge Regression,Ridge Regression_03,"{""alpha"": 1.0}",6,7,254,252,252,0.05025136165284258,0.05930971364354398,0.08113679417461034,0.06591478868189293,0.010205350198401741,-0.014173303554820414,0,0.0,254,0.05024614178654684,0.059171014177347,0.08091006055094137,0.06590301044366008,0.02170144499496618,-0.013733396586384606,0,0.0
borough_age,Ridge Regression,Ridge Regression_04,"{""alpha"": 10.0}",4,5,250,249,249,0.046662599165037115,0.06605202644765676,0.12176317214527156,0.0649409443582962,-0.04157889448943486,-0.027257866704754625,0,0.0,250,0.04666596031651118,0.06601502094871647,0.12157248976086416,0.0649384146384974,-0.03784726981277253,-0.026921632631085275,0,0.0
borough_age,Ridge Regression,Ridge Regression_04,"{""alpha"": 10.0}",5,6,254,248,248,0.07389767593289824,0.08617992549533714,0.10955864041417479,0.08459633536872703,-0.38029211551082187,0.0613160501158719,0,0.0,254,0.07399218041643285,0.08756761161492152,0.1105478053068082,0.08470604068635398,-0.4095594280722361,0.06329107187434128,0,0.0
borough_age,Ridge Regression,Ridge Regression_04,"{""alpha"": 10.0}",6,7,254,252,252,0.04868618309485574,0.05842829965446584,0.08011487576068492,0.06423837628846193,0.03498127415343788,-0.015270880060465878,0,0.0,254,0.04868383319849616,0.05831987534587966,0.07990240511647885,0.06422828848872159,0.04591720601274729,-0.014798995867359686,0,0.0
borough_age,Ridge Regression,Ridge Regression_05,"{""alpha"": 100.0}",4,5,250,249,249,0.04805901150998936,0.06887543446479236,0.12144304150393873,0.06674579392656373,-0.0361092112656245,-0.02869807527270484,0,0.0,250,0.04807101179963523,0.06893695197355729,0.1213169986999235,0.06675235989451628,-0.03348967088698962,-0.028246263724989923,0,0.0
borough_age,Ridge Regression,Ridge Regression_05,"{""alpha"": 100.0}",5,6,254,248,248,0.06467144827911137,0.07903989612643386,0.1049173428025578,0.07451616569071698,-0.26582102407190034,0.05044710215457869,0,0.0,254,0.06476337035869341,0.08031378625260753,0.10566733553537068,0.07462549373647352,-0.2878481365585641,0.052396412610796174,0,0.0
borough_age,Ridge Regression,Ridge Regression_05,"{""alpha"": 100.0}",6,7,254,252,252,0.04647331494378711,0.05831564311323801,0.0800284989574314,0.06240427810905333,0.03706104514755548,-0.01589379316663428,0,0.0,254,0.04648332004033255,0.05834225931102679,0.07990105811629707,0.06240395213928191,0.045949373726910325,-0.015282850698925253,0,0.0
borough_age,Ridge Regression,Ridge Regression_06,"{""alpha"": 1000.0}",4,5,250,249,249,0.05037086359120081,0.07224860118639027,0.12223041907865383,0.06933043709742824,-0.04958802079696012,-0.02905327785140852,0,0.0,250,0.05038560681361399,0.07233896685323261,0.1221330944614504,0.06934044969077059,-0.047440945669688483,-0.028557704668414962,0,0.0
borough_age,Ridge Regression,Ridge Regression_06,"{""alpha"": 1000.0}",5,6,254,248,248,0.05236839663272418,0.06836226144217382,0.0985282217064639,0.0639240952500384,-0.11634653267709028,0.032232247164778696,0,0.0,254,0.05245025370746502,0.06941568755302323,0.09889336869436374,0.06401565255815761,-0.12802177335969356,0.03413913817981853,0,0.0
borough_age,Ridge Regression,Ridge Regression_06,"{""alpha"": 1000.0}",6,7,254,252,252,0.046084359787209116,0.060020863517092,0.08138372908560615,0.06184942912182317,0.004171422258971158,-0.009756928440208179,0,0.0,254,0.04611353088687802,0.06026340983781887,0.08146234479169243,0.06187274980709566,0.008300320712165576,-0.008964950686746674,0,0.0
borough_age,Ridge Regression,Ridge Regression_07,"{""alpha"": 10000.0}",4,5,250,249,249,0.050995006482798484,0.07317326977637974,0.12276914771209277,0.07016743927263129,-0.058860495115239386,-0.02930299778754315,0,0.0,250,0.05101011666852505,0.07326686074381425,0.12267550047416426,0.0701778392930661,-0.056765197225320696,-0.028799501749852952,0,0.0
borough_age,Ridge Regression,Ridge Regression_07,"{""alpha"": 10000.0}",5,6,254,248,248,0.04640487033327564,0.06295507819491229,0.09549299801698356,0.05946984702797257,-0.04862641992603001,0.020803976350206928,0,0.0,254,0.046487140295460465,0.06400182977571119,0.09578783010498523,0.05956034879565834,-0.058287852781470084,0.022846423250172096,0,0.0
borough_age,Ridge Regression,Ridge Regression_07,"{""alpha"": 10000.0}",6,7,254,252,252,0.04607341880849535,0.06054757011234034,0.08183723261364222,0.06189178740016088,-0.006957830761394446,-0.007882666134641288,0,0.0,254,0.04610856671749904,0.060858201195158,0.08199594084812664,0.06192426317502416,-0.004733925206586553,-0.007033214293973384,0,0.0
borough_age,Random Forest,Random Forest_01,"{""max_depth"": 4, ""max_features"": 0.5, ""min_leaf_fraction"": 0.05, ""n_estimators"": 250}",4,5,250,249,249,0.0480568538399958,0.06786113564672848,0.1236234685919176,0.06695531040463332,-0.07364847917087092,-0.02881907864333756,0,0.0,250,0.048068289807018515,0.06791989318146241,0.1234863931440092,0.06696108270774262,-0.07078193742947003,-0.028373600251443358,0,0.0
borough_age,Random Forest,Random Forest_01,"{""max_depth"": 4, ""max_features"": 0.5, ""min_leaf_fraction"": 0.05, ""n_estimators"": 250}",5,6,254,248,248,0.05317233211982825,0.06776580983113176,0.09737337582700596,0.06427330718664397,-0.09033057930280752,0.033638885078556086,0,0.0,254,0.05322816806786052,0.06839678104910624,0.0973059499839799,0.06432371037222288,-0.09209881204741532,0.03507600412533156,0,0.0
borough_age,Random Forest,Random Forest_01,"{""max_depth"": 4, ""max_features"": 0.5, ""min_leaf_fraction"": 0.05, ""n_estimators"": 250}",6,7,254,252,252,0.047459028958249265,0.059046175448395785,0.08024987280416684,0.06299713757993954,0.03172633721701412,-0.01475038756708167,0,0.0,254,0.0474750391231912,0.05914835327382056,0.08018838943263676,0.06300344140051006,0.03907533415251763,-0.014067134442322438,0,0.0
borough_age,Random Forest,Random Forest_02,"{""max_depth"": 6, ""max_features"": 0.5, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",4,5,250,249,249,0.0486054114267878,0.06856194740990415,0.12344902277370379,0.06775521375387697,-0.07062055342064144,-0.029257486066155095,0,0.0,250,0.04861607508528283,0.0686107780444668,0.12330773493959558,0.06775994274614333,-0.0676857972706475,-0.02881737769768821,0,0.0
borough_age,Random Forest,Random Forest_02,"{""max_depth"": 6, ""max_features"": 0.5, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",5,6,254,248,248,0.05253255943334272,0.06840146150663222,0.09778178748207697,0.06370642156756744,-0.09949607403784833,0.034951733834437525,0,0.0,254,0.05258309595027714,0.0689097907084073,0.09760339521575731,0.06374912760732014,-0.09878568103788443,0.03625021408358728,0,0.0
borough_age,Random Forest,Random Forest_02,"{""max_depth"": 6, ""max_features"": 0.5, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",6,7,254,252,252,0.0485831160432754,0.06009968385587656,0.08126883350043555,0.06431513625812131,0.006981210981184094,-0.01613684804571626,0,0.0,254,0.04858782127060095,0.06006584501190278,0.0810995507445659,0.0643099546662455,0.01711375694662909,-0.015570399236921592,0,0.0
borough_age,Random Forest,Random Forest_03,"{""max_depth"": 8, ""max_features"": 0.5, ""min_leaf_fraction"": 0.01, ""n_estimators"": 250}",4,5,250,249,249,0.04836748256523927,0.06792413017832209,0.12265286121067506,0.0669028044881746,-0.05685554729161746,-0.029504371235641095,0,0.0,250,0.04837755529275687,0.06796743079859936,0.12250859261872417,0.06690707963884948,-0.05389156031622333,-0.029071356609707975,0,0.0
borough_age,Random Forest,Random Forest_03,"{""max_depth"": 8, ""max_features"": 0.5, ""min_leaf_fraction"": 0.01, ""n_estimators"": 250}",5,6,254,248,248,0.05107838310652813,0.06700361779421939,0.09725997193637566,0.0624975901689942,-0.08779239621467916,0.03275937230298782,0,0.0,254,0.05111353583833546,0.0672421486312567,0.09683303079453634,0.06251967716827209,-0.08150913239262803,0.03380682232485739,0,0.0
borough_age,Random Forest,Random Forest_03,"{""max_depth"": 8, ""max_features"": 0.5, ""min_leaf_fraction"": 0.01, ""n_estimators"": 250}",6,7,254,252,252,0.04837540826630608,0.05826190782058877,0.08024404164747684,0.06394539738581878,0.03186704648214611,-0.015038930925632694,0,0.0,254,0.04836754451003117,0.05808906109769122,0.07999241238481666,0.06393127593314189,0.043766513472822455,-0.014634605689898599,0,0.0
borough_age,Random Forest,Random Forest_04,"{""max_depth"": null, ""max_features"": 0.8, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",4,5,250,249,249,0.04970471070695628,0.06978393230210939,0.12458180171416938,0.06940568802764595,-0.0903589143985315,-0.029330833350154895,0,0.0,250,0.0497147661942062,0.0698249346230513,0.12443538447669834,0.06940948160808381,-0.08730306742194371,-0.028893371966603933,0,0.0
borough_age,Random Forest,Random Forest_04,"{""max_depth"": null, ""max_features"": 0.8, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",5,6,254,248,248,0.054699006134537737,0.07017056521873381,0.09897595816459823,0.06595897685227749,-0.12651549151811747,0.03767714258904803,0,0.0,254,0.05475446357460906,0.07077418016194337,0.09890036416523931,0.06600827299721769,-0.1281813659120179,0.039048318696738325,0,0.0
