series_id,year,LA_2023,activity_level_3cat,activity_level_3cat_label,frequent_volunteer_rate,not_frequent_volunteer_rate,n_parent_cell,weighted_n_parent_cell,sum_weight_squared,effective_n_parent_cell,n_frequent_volunteer,weighted_n_frequent_volunteer,n_not_frequent_volunteer,weighted_n_not_frequent_volunteer,small_cell,few_frequent_cases,zero_frequent_cases,cell_observed,rate_available,observed_years_in_series,series_coverage_rate,series_has_history,series_complete_history
borough_35__activity_1,8,35,1,fairly_active,0.18522247421860738,0.8147775257813927,41,77.67253301628627,202.4223300586749,29.804134669417774,7,14.386698744103013,34,63.28583427218326,False,False,False,True,True,6,1.0,True,True
borough_35__activity_2,3,35,2,active,0.1748624494528627,0.8251375505471373,220,495.85675839248944,2050.3571146414192,119.91761000449318,34,86.70672735026703,186,409.1500310422224,False,False,False,True,True,6,1.0,True,True
borough_35__activity_2,4,35,2,active,0.18230048301238297,0.817699516987617,214,518.9856312362697,2322.469620645273,115.97399726368623,36,94.61133125085843,178,424.37429998541126,False,False,False,True,True,6,1.0,True,True
borough_35__activity_2,5,35,2,active,0.21580015249747206,0.7841998475025279,256,527.1053974438403,2020.2203167380899,137.5296039310396,53,113.74942515062135,203,413.3559722932189,False,False,False,True,True,6,1.0,True,True
borough_35__activity_2,6,35,2,active,0.10706418739778968,0.8929358126022103,239,513.7377790334394,1637.4558725492054,161.18083548433458,29,55.00291784776043,210,458.734861185679,False,False,False,True,True,6,1.0,True,True
borough_35__activity_2,7,35,2,active,0.17624879320317546,0.8237512067968247,281,560.6052350159109,1677.4780653666874,187.35161789346273,41,98.80599613493686,240,461.79923888097414,False,False,False,True,True,6,1.0,True,True
borough_35__activity_2,8,35,2,active,0.14567093484939803,0.854329065150602,237,490.9260769375893,1684.0443787913143,143.11286332626835,42,71.51366056944613,195,419.41241636814317,False,False,False,True,True,6,1.0,True,True
borough_44__activity_0,3,44,0,inactive,0.05210684841921185,0.9478931515807881,68,100.42032450269674,417.3989748472955,24.15971811362549,4,5.232586627070085,64,95.18773787562665,False,True,False,True,True,6,1.0,True,True
borough_44__activity_0,4,44,0,inactive,0.038229741318341656,0.9617702586816584,53,86.56881664258405,247.73232264948916,30.251038438373882,1,3.309503466480938,52,83.25931317610312,False,True,False,True,True,6,1.0,True,True
borough_44__activity_0,5,44,0,inactive,0.02976861776757814,0.9702313822324218,76,148.98061324974051,509.7670925215628,43.539929214496944,4,4.434946930610913,72,144.5456663191296,False,True,False,True,True,6,1.0,True,True
borough_44__activity_0,6,44,0,inactive,0.06327796230467186,0.9367220376953281,90,134.80903557249997,352.2538115880889,51.591992688609636,6,8.530441071285821,84,126.27859450121414,False,False,False,True,True,6,1.0,True,True
borough_44__activity_0,7,44,0,inactive,0.0849336757367367,0.9150663242632633,55,113.87608293612276,367.5234082587671,35.28418047251108,3,9.671914302266385,52,104.20416863385637,False,True,False,True,True,6,1.0,True,True
borough_44__activity_0,8,44,0,inactive,0.11147431904808716,0.8885256809519129,64,85.85938309977713,180.879687225399,40.75545341411419,6,9.5711162649365,58,76.28826683484064,False,False,False,True,True,6,1.0,True,True
borough_44__activity_1,3,44,1,fairly_active,0.07466405549473926,0.9253359445052608,41,68.5018407437384,232.39575909640243,20.19185807660954,3,5.114625238782274,38,63.387215504956124,False,True,False,True,True,6,1.0,True,True
borough_44__activity_1,4,44,1,fairly_active,0.028460105181890214,0.9715398948181098,42,107.9735586693376,460.45999528913995,25.318788800317424,3,3.0729388365923422,39,104.90061983274526,False,True,False,True,True,6,1.0,True,True
borough_44__activity_1,5,44,1,fairly_active,0.1573909873577129,0.842609012642287,37,67.8141284646199,218.21170340428054,21.074745064868775,6,10.67333263584931,31,57.140795828770585,False,False,False,True,True,6,1.0,True,True
borough_44__activity_1,6,44,1,fairly_active,0.0,1.0,43,59.8039359016157,155.2085115685917,23.043264271908072,0,0.0,43,59.8039359016157,False,True,True,True,True,6,1.0,True,True
borough_44__activity_1,7,44,1,fairly_active,0.02844524572898646,0.9715547542710135,28,56.70040614739796,176.27790854901852,18.237884053326457,1,1.6128569857960695,27,55.08754916160189,True,True,False,True,True,6,1.0,True,True
borough_44__activity_1,8,44,1,fairly_active,0.07415111060220063,0.9258488893977992,32,42.18387157028208,92.55217898120901,19.226765271721398,2,3.1279809264370133,30,39.05589064384506,False,True,False,True,True,6,1.0,True,True
borough_44__activity_2,3,44,2,active,0.0756412865480323,0.9243587134519677,230,399.6308456358802,1431.6883205806905,111.54998646554068,21,30.228591308176078,209,369.4022543277041,False,False,False,True,True,6,1.0,True,True
borough_44__activity_2,4,44,2,active,0.10898168182293241,0.8910183181770677,212,404.2752634096598,1323.8355512094502,123.45830149041784,19,44.05859812579373,193,360.21666528386606,False,False,False,True,True,6,1.0,True,True
borough_44__activity_2,5,44,2,active,0.12061179007057439,0.8793882099294257,269,367.6261149224129,782.1375713343457,172.7943591079249,25,44.34004379748292,244,323.28607112493,False,False,False,True,True,6,1.0,True,True
borough_44__activity_2,6,44,2,active,0.05883322075489608,0.941166779245104,258,410.2325910652336,1079.0092638389417,155.9678720211758,18,24.135304590993897,240,386.0972864742397,False,False,False,True,True,6,1.0,True,True
borough_44__activity_2,7,44,2,active,0.11773535506153575,0.8822646449384642,284,458.69383004875226,1221.257379437485,172.28148076509845,29,54.00448094532558,255,404.68934910342665,False,False,False,True,True,6,1.0,True,True
borough_44__activity_2,8,44,2,active,0.14761934006944252,0.8523806599305574,303,363.7789046584244,694.4929533313674,190.54922132714748,42,53.70080183686125,261,310.0781028215631,False,False,False,True,True,6,1.0,True,True
borough_68__activity_0,3,68,0,inactive,0.0751638510827567,0.9248361489172433,71,162.63682777570244,832.0862749585897,31.78845577071905,4,12.224410303504847,67,150.4124174721976,False,True,False,True,True,6,1.0,True,True
borough_68__activity_0,4,68,0,inactive,0.013370106002753384,0.9866298939972465,58,165.18373696852987,783.0566080913902,34.845075920365595,2,2.208524073200177,56,162.9752128953297,False,True,False,True,True,6,1.0,True,True
borough_68__activity_0,5,68,0,inactive,0.055078924357342775,0.9449210756426571,89,244.22480212136125,1170.3362733160752,50.96462899694249,6,13.451639402229464,83,230.77316271913176,False,False,False,True,True,6,1.0,True,True
borough_68__activity_0,6,68,0,inactive,0.020876798570203296,0.9791232014297967,87,196.28564027356714,664.6722751547031,57.965487681334025,2,4.097815774214645,85,192.1878244993525,False,True,False,True,True,6,1.0,True,True
borough_68__activity_0,7,68,0,inactive,0.03339122454279645,0.9666087754572036,84,196.21753261165733,676.3828375015005,56.92237882088692,3,6.551943690669336,81,189.665588920988,False,True,False,True,True,6,1.0,True,True
borough_68__activity_0,8,68,0,inactive,0.08042743207019522,0.9195725679298048,94,199.29120424343054,600.3105196198482,66.16073313848952,10,16.02847979147591,84,183.26272445195463,False,False,False,True,True,6,1.0,True,True
borough_68__activity_1,3,68,1,fairly_active,0.048542001332666646,0.9514579986673333,41,88.93694598495534,327.06853369214576,24.183862237802334,2,4.317177350525004,39,84.61976863443033,False,True,False,True,True,6,1.0,True,True
borough_68__activity_1,4,68,1,fairly_active,0.05873494319898354,0.9412650568010165,48,123.69363880181056,667.3978069323313,22.925032298741257,4,7.26513884909993,44,116.42849995271064,False,True,False,True,True,6,1.0,True,True
borough_68__activity_1,5,68,1,fairly_active,0.2184267388890614,0.7815732611109385,33,77.10718354695038,256.02107683078384,23.2227667664751,6,16.84227064708066,27,60.264912899869714,False,False,False,True,True,6,1.0,True,True
borough_68__activity_1,6,68,1,fairly_active,0.09987855944177867,0.9001214405582213,53,107.17279665546529,322.87853869573604,35.57377455110923,7,10.704264541294549,46,96.46853211417074,False,False,False,True,True,6,1.0,True,True
borough_68__activity_1,7,68,1,fairly_active,0.04957897479209601,0.950421025207904,54,124.66363490304654,455.6389895749097,34.108191403328206,1,6.180695212349205,53,118.48293969069734,False,True,False,True,True,6,1.0,True,True
borough_68__activity_1,8,68,1,fairly_active,0.07668628970913473,0.9233137102908653,44,91.64829256387713,326.80082360357244,25.701922771354358,3,7.02816751490102,41,84.62012504897612,False,True,False,True,True,6,1.0,True,True
borough_68__activity_2,3,68,2,active,0.2455971477595928,0.7544028522404073,211,570.9368890851476,3356.909510795779,97.10387791804162,37,140.22047151004725,174,430.7164175751004,False,False,False,True,True,6,1.0,True,True
borough_68__activity_2,4,68,2,active,0.17322816067341915,0.8267718393265809,216,536.4960440530377,2562.620605910506,112.31783769345478,28,92.93622291987337,188,443.5598211331644,False,False,False,True,True,6,1.0,True,True
borough_68__activity_2,5,68,2,active,0.13979907259447957,0.8602009274055205,212,486.3508123676826,2082.2895067757677,113.59472922521738,34,67.99139252457377,178,418.3594198431088,False,False,False,True,True,6,1.0,True,True
borough_68__activity_2,6,68,2,active,0.12825249981825637,0.8717475001817435,234,515.2868693143054,1814.7643437883298,146.3113150732632,28,66.08682911308284,206,449.20004020122246,False,False,False,True,True,6,1.0,True,True
borough_68__activity_2,7,68,2,active,0.10452066991147642,0.8954793300885235,244,508.347426438645,1649.742526953882,156.64087076905278,26,53.13281355914216,218,455.21461287950285,False,False,False,True,True,6,1.0,True,True
borough_68__activity_2,8,68,2,active,0.19558001668524475,0.8044199833147553,272,551.3188404359706,1813.7861351718832,167.5789983866313,40,107.82694801135692,232,443.4918924246137,False,False,False,True,True,6,1.0,True,True
borough_78__activity_0,3,78,0,inactive,0.02036829335117847,0.9796317066488216,74,147.70757340384023,617.9592308914548,35.305771238949454,3,3.0085511852801448,71,144.6990222185601,False,True,False,True,True,6,1.0,True,True
borough_78__activity_0,4,78,0,inactive,0.0,1.0,70,172.60783573944443,915.0662005916296,32.55880824730743,0,0.0,70,172.60783573944443,False,True,True,True,True,6,1.0,True,True
borough_78__activity_0,5,78,0,inactive,0.05746770812948012,0.9425322918705199,84,168.71242677598488,533.8612121987933,53.31700879973838,5,9.695516499778586,79,159.0169102762063,False,False,False,True,True,6,1.0,True,True
borough_78__activity_0,6,78,0,inactive,0.11530994262855793,0.884690057371442,113,219.88566037827528,705.6519355166222,68.51777938452392,12,25.355002883061495,101,194.53065749521377,False,False,False,True,True,6,1.0,True,True
borough_78__activity_0,7,78,0,inactive,0.039237318206604525,0.9607626817933954,80,168.1471150282323,550.9354987291313,51.31898808034204,5,6.597641857885284,75,161.549473170347,False,False,False,True,True,6,1.0,True,True
borough_78__activity_0,8,78,0,inactive,0.06983101513489018,0.9301689848651098,97,194.71623576230968,623.1955752309605,60.83870614035094,8,13.597232406526691,89,181.11900335578298,False,False,False,True,True,6,1.0,True,True
