BoroughName,period_start,personal_safety,property_public_space,calendar_year,ladcode23,laname23,total_population,personal_safety_crime_rate_per_1000,property_public_space_crime_rate_per_1000,month_index,year,survey_wave,selected_recorded_crime_rate_per_1000
Kensington and Chelsea,2023-02-01,400,861,2023,E09000020,Kensington and Chelsea,146499,2.7303940641233044,5.877173223025413,88,8,2022/23,8.607567287148719
Kensington and Chelsea,2023-03-01,436,1019,2023,E09000020,Kensington and Chelsea,146499,2.976129529894402,6.955678878354118,89,8,2022/23,9.93180840824852
Kensington and Chelsea,2023-04-01,416,1029,2023,E09000020,Kensington and Chelsea,146499,2.839609826688237,7.023938729957201,90,8,2022/23,9.863548556645437
Kensington and Chelsea,2023-05-01,501,1118,2023,E09000020,Kensington and Chelsea,146499,3.419818565314439,7.631451409224637,91,8,2022/23,11.051269974539075
Kensington and Chelsea,2023-06-01,505,1144,2023,E09000020,Kensington and Chelsea,146499,3.4471225059556723,7.808927023392651,92,8,2022/23,11.256049529348324
Kensington and Chelsea,2023-07-01,470,1154,2023,E09000020,Kensington and Chelsea,146499,3.208213025344883,7.877186874995734,93,8,2022/23,11.085399900340617
Kensington and Chelsea,2023-08-01,690,1219,2023,E09000020,Kensington and Chelsea,146499,4.709929760612701,8.32087591041577,94,8,2022/23,13.030805671028471
Kensington and Chelsea,2023-09-01,486,1015,2023,E09000020,Kensington and Chelsea,146499,3.317428787909815,6.928374937712886,95,8,2022/23,10.2458037256227
Kensington and Chelsea,2023-10-01,470,1223,2023,E09000020,Kensington and Chelsea,146499,3.208213025344883,8.348179851057004,96,8,2022/23,11.556392876401887
Kingston upon Thames,2015-11-01,258,386,2015,E09000021,Kingston upon Thames,167594,1.539434585963698,2.3031850782247574,1,1,2015/16,3.8426196641884554
Kingston upon Thames,2015-12-01,242,424,2015,E09000021,Kingston upon Thames,167594,1.4439657744310654,2.5299235056147595,2,1,2015/16,3.973889280045825
Kingston upon Thames,2016-01-01,250,369,2016,E09000021,Kingston upon Thames,168617,1.4826500293564706,2.1883914433301506,3,1,2015/16,3.671041472686621
Kingston upon Thames,2016-02-01,234,391,2016,E09000021,Kingston upon Thames,168617,1.3877604274776565,2.31886464591352,4,1,2015/16,3.7066250733911765
Kingston upon Thames,2016-03-01,213,396,2016,E09000021,Kingston upon Thames,168617,1.263217825011713,2.348517646500649,5,1,2015/16,3.611735471512362
Kingston upon Thames,2016-04-01,250,415,2016,E09000021,Kingston upon Thames,168617,1.4826500293564706,2.461199048731741,6,1,2015/16,3.9438490780882116
Kingston upon Thames,2016-05-01,246,436,2016,E09000021,Kingston upon Thames,168617,1.458927628886767,2.5857416511976847,7,1,2015/16,4.0446692800844515
Kingston upon Thames,2016-06-01,250,377,2016,E09000021,Kingston upon Thames,168617,1.4826500293564706,2.235836244269558,8,1,2015/16,3.7184862736260285
Kingston upon Thames,2016-07-01,257,393,2016,E09000021,Kingston upon Thames,168617,1.5241642301784517,2.330725846148372,9,1,2015/16,3.8548900763268237
Kingston upon Thames,2016-08-01,259,382,2016,E09000021,Kingston upon Thames,168617,1.5360254304133034,2.265489244856687,10,1,2015/16,3.80151467526999
Kingston upon Thames,2016-09-01,261,460,2016,E09000021,Kingston upon Thames,168617,1.5478866306481553,2.7280760540159057,11,1,2015/16,4.275962684664061
Kingston upon Thames,2016-10-01,240,429,2016,E09000021,Kingston upon Thames,168617,1.4233440281822118,2.5442274503757036,12,1,2015/16,3.9675714785579155
Kingston upon Thames,2016-11-01,228,403,2016,E09000021,Kingston upon Thames,168617,1.3521768267731011,2.3900318473226307,13,2,2016/17,3.742208674095732
Kingston upon Thames,2016-12-01,271,396,2016,E09000021,Kingston upon Thames,168617,1.6071926318224141,2.348517646500649,14,2,2016/17,3.955710278323063
Kingston upon Thames,2017-01-01,270,369,2017,E09000021,Kingston upon Thames,168781,1.599706128059438,2.186265041681232,15,2,2016/17,3.78597116974067
Kingston upon Thames,2017-02-01,218,401,2017,E09000021,Kingston upon Thames,168781,1.2916145774702128,2.375859842043832,16,2,2016/17,3.667474419514045
Kingston upon Thames,2017-03-01,295,443,2017,E09000021,Kingston upon Thames,168781,1.7478270658427193,2.6247030175197446,17,2,2016/17,4.372530083362464
Kingston upon Thames,2017-04-01,268,448,2017,E09000021,Kingston upon Thames,168781,1.5878564530367754,2.6543272050764006,18,2,2016/17,4.242183658113176
Kingston upon Thames,2017-05-01,302,450,2017,E09000021,Kingston upon Thames,168781,1.789300928422038,2.666176880099063,19,2,2016/17,4.455477808521101
Kingston upon Thames,2017-06-01,268,411,2017,E09000021,Kingston upon Thames,168781,1.5878564530367754,2.4351082171571443,20,2,2016/17,4.02296467019392
Kingston upon Thames,2017-07-01,300,490,2017,E09000021,Kingston upon Thames,168781,1.7774512533993756,2.9031703805523135,21,2,2016/17,4.680621633951689
Kingston upon Thames,2017-08-01,272,490,2017,E09000021,Kingston upon Thames,168781,1.6115558030821004,2.9031703805523135,22,2,2016/17,4.514726183634414
Kingston upon Thames,2017-09-01,255,473,2017,E09000021,Kingston upon Thames,168781,1.5108335653894691,2.802448142859682,23,2,2016/17,4.313281708249151
Kingston upon Thames,2017-10-01,326,457,2017,E09000021,Kingston upon Thames,168781,1.931497028693988,2.707650742678382,24,2,2016/17,4.63914777137237
Kingston upon Thames,2017-11-01,302,497,2017,E09000021,Kingston upon Thames,168781,1.789300928422038,2.944644243131632,25,3,2017/18,4.73394517155367
Kingston upon Thames,2017-12-01,272,408,2017,E09000021,Kingston upon Thames,168781,1.6115558030821004,2.4173337046231507,26,3,2017/18,4.028889507705252
Kingston upon Thames,2018-01-01,261,528,2018,E09000021,Kingston upon Thames,168729,1.546859164696051,3.1292783101897124,27,3,2017/18,4.676137474885763
Kingston upon Thames,2018-02-01,265,458,2018,E09000021,Kingston upon Thames,168729,1.5705658185611246,2.714411867550925,28,3,2017/18,4.284977686112049
Kingston upon Thames,2018-03-01,310,452,2018,E09000021,Kingston upon Thames,168729,1.8372656745432023,2.6788518867533146,29,3,2017/18,4.516117561296517
Kingston upon Thames,2018-04-01,298,467,2018,E09000021,Kingston upon Thames,168729,1.7661457129479816,2.7677518387473405,30,3,2017/18,4.533897551695322
Kingston upon Thames,2018-05-01,300,511,2018,E09000021,Kingston upon Thames,168729,1.7779990398805186,3.02852503126315,31,3,2017/18,4.806524071143668
Kingston upon Thames,2018-06-01,287,460,2018,E09000021,Kingston upon Thames,168729,1.7009524148190294,2.7262651944834615,32,3,2017/18,4.427217609302491
Kingston upon Thames,2018-07-01,321,526,2018,E09000021,Kingston upon Thames,168729,1.9024589726721548,3.117424983257176,33,3,2017/18,5.0198839559293305
Kingston upon Thames,2018-08-01,324,544,2018,E09000021,Kingston upon Thames,168729,1.92023896307096,3.224104925650007,34,3,2017/18,5.144343888720967
Kingston upon Thames,2018-09-01,319,441,2018,E09000021,Kingston upon Thames,168729,1.8906056457396179,2.613658588624362,35,3,2017/18,4.50426423436398
Kingston upon Thames,2018-10-01,338,556,2018,E09000021,Kingston upon Thames,168729,2.0032122515987174,3.2952248872452277,36,3,2017/18,5.298437138843945
Kingston upon Thames,2018-11-01,331,500,2018,E09000021,Kingston upon Thames,168729,1.9617256073348388,2.9633317331341975,37,4,2018/19,4.925057340469037
Kingston upon Thames,2018-12-01,349,440,2018,E09000021,Kingston upon Thames,168729,2.06840554972767,2.607731925158094,38,4,2018/19,4.676137474885763
Kingston upon Thames,2019-01-01,324,490,2019,E09000021,Kingston upon Thames,169797,1.9081609215710524,2.8857989245981965,39,4,2018/19,4.793959846169249
Kingston upon Thames,2019-02-01,274,476,2019,E09000021,Kingston upon Thames,169797,1.6136916435508284,2.803347526752534,40,4,2018/19,4.4170391703033625
Kingston upon Thames,2019-03-01,392,444,2019,E09000021,Kingston upon Thames,169797,2.3086391396785575,2.6148871888195906,41,4,2018/19,4.9235263284981485
Kingston upon Thames,2019-04-01,313,514,2019,E09000021,Kingston upon Thames,169797,1.843377680406603,3.0271441780479043,42,4,2018/19,4.870521858454508
Kingston upon Thames,2019-05-01,335,507,2019,E09000021,Kingston upon Thames,169797,1.9729441627355018,2.985918479125073,43,4,2018/19,4.958862641860574
Kingston upon Thames,2019-06-01,291,519,2019,E09000021,Kingston upon Thames,169797,1.7138111980777047,3.0565911058499267,44,4,2018/19,4.770402303927631
Kingston upon Thames,2019-07-01,315,563,2019,E09000021,Kingston upon Thames,169797,1.8551564515274122,3.315724070507724,45,4,2018/19,5.170880522035136
Kingston upon Thames,2019-08-01,329,446,2019,E09000021,Kingston upon Thames,169797,1.9376078493730748,2.626665959940399,46,4,2018/19,4.564273809313474
Kingston upon Thames,2019-09-01,363,419,2019,E09000021,Kingston upon Thames,169797,2.1378469584268274,2.4676525498094786,47,4,2018/19,4.605499508236306
Kingston upon Thames,2019-10-01,330,437,2019,E09000021,Kingston upon Thames,169797,1.9434972349334794,2.573661489896759,48,4,2018/19,4.517158724830239
Kingston upon Thames,2019-11-01,333,490,2019,E09000021,Kingston upon Thames,169797,1.961165391614693,2.8857989245981965,49,5,2019/20,4.8469643162128895
Kingston upon Thames,2019-12-01,321,469,2019,E09000021,Kingston upon Thames,169797,1.890492764889839,2.7621218278297026,50,5,2019/20,4.652614592719542
Kingston upon Thames,2020-01-01,315,402,2020,E09000021,Kingston upon Thames,169770,1.855451493196678,2.3679095246509982,51,5,2019/20,4.223361017847676
Kingston upon Thames,2020-02-01,338,390,2020,E09000021,Kingston upon Thames,169770,1.9909289038110385,2.297225658243506,52,5,2019/20,4.288154562054545
Kingston upon Thames,2020-03-01,265,304,2020,E09000021,Kingston upon Thames,169770,1.560935383165459,1.7906579489898098,53,5,2019/20,3.351593332155269
Kingston upon Thames,2020-04-01,254,217,2020,E09000021,Kingston upon Thames,169770,1.496141838958591,1.2781999175354892,54,5,2019/20,2.7743417564940804
Kingston upon Thames,2020-05-01,276,241,2020,E09000021,Kingston upon Thames,169770,1.6257289273723272,1.4195676503504742,55,5,2019/20,3.0452965777228016
Kingston upon Thames,2020-06-01,324,322,2020,E09000021,Kingston upon Thames,169770,1.9084643930022973,1.8966837486010484,56,5,2019/20,3.805148141603346
Kingston upon Thames,2020-07-01,371,401,2020,E09000021,Kingston upon Thames,169770,2.185309536431643,2.362019202450374,57,5,2019/20,4.547328738882017
Kingston upon Thames,2020-08-01,321,398,2020,E09000021,Kingston upon Thames,169770,1.890793426400424,2.344348235848501,58,5,2019/20,4.235141662248925
Kingston upon Thames,2020-09-01,325,395,2020,E09000021,Kingston upon Thames,169770,1.9143547152029217,2.3266772692466278,59,5,2019/20,4.241031984449549
Kingston upon Thames,2020-10-01,297,384,2020,E09000021,Kingston upon Thames,169770,1.749425693585439,2.26188372503976,60,5,2019/20,4.011309418625199
Kingston upon Thames,2020-11-01,302,358,2020,E09000021,Kingston upon Thames,169770,1.778877304588561,2.108735347823526,61,6,2020/21,3.887612652412087
Kingston upon Thames,2020-12-01,296,289,2020,E09000021,Kingston upon Thames,169770,1.7435353713848147,1.702303115980444,62,6,2020/21,3.4458384873652586
Kingston upon Thames,2021-01-01,211,274,2021,E09000021,Kingston upon Thames,167992,1.256012191056717,1.6310300490499547,63,6,2020/21,2.8870422401066715
Kingston upon Thames,2021-02-01,202,257,2021,E09000021,Kingston upon Thames,167992,1.2024382113433973,1.5298347540359065,64,6,2020/21,2.7322729653793036
Kingston upon Thames,2021-03-01,311,239,2021,E09000021,Kingston upon Thames,167992,1.8512786323158246,1.4226867946092672,65,6,2020/21,3.2739654269250917
Kingston upon Thames,2021-04-01,317,334,2021,E09000021,Kingston upon Thames,167992,1.886994618791371,1.9881899138054193,66,6,2020/21,3.8751845325967906
Kingston upon Thames,2021-05-01,325,335,2021,E09000021,Kingston upon Thames,167992,1.9346159340920996,1.9941425782180104,67,6,2020/21,3.92875851231011
Kingston upon Thames,2021-06-01,403,422,2021,E09000021,Kingston upon Thames,167992,2.3989237582742033,2.512024382113434,68,6,2020/21,4.910948140387637
Kingston upon Thames,2021-07-01,369,435,2021,E09000021,Kingston upon Thames,167992,2.196533168246107,2.589409019477118,69,6,2020/21,4.785942187723225
Kingston upon Thames,2021-08-01,284,426,2021,E09000021,Kingston upon Thames,167992,1.6905566931758655,2.535835039763798,70,6,2020/21,4.226391732939664
Kingston upon Thames,2021-09-01,328,478,2021,E09000021,Kingston upon Thames,167992,1.9524739273298728,2.8453735892185343,71,6,2020/21,4.797847516548407
Kingston upon Thames,2021-10-01,339,443,2021,E09000021,Kingston upon Thames,167992,2.0179532358683745,2.6370303347778465,72,6,2020/21,4.6549835706462215
Kingston upon Thames,2021-11-01,327,464,2021,E09000021,Kingston upon Thames,167992,1.9465212629172817,2.762036287442259,73,7,2021/22,4.708557550359541
Kingston upon Thames,2021-12-01,333,462,2021,E09000021,Kingston upon Thames,167992,1.9822372493928282,2.750130958617077,74,7,2021/22,4.732368208009905
Kingston upon Thames,2022-01-01,335,401,2022,E09000021,Kingston upon Thames,169076,1.981357496037285,2.371714495256571,75,7,2021/22,4.353071991293856
Kingston upon Thames,2022-02-01,299,396,2022,E09000021,Kingston upon Thames,169076,1.768435496463129,2.342141995315716,76,7,2021/22,4.1105774917788445
Kingston upon Thames,2022-03-01,319,423,2022,E09000021,Kingston upon Thames,169076,1.886725496226549,2.5018334949963332,77,7,2021/22,4.388558991222882
Kingston upon Thames,2022-04-01,285,431,2022,E09000021,Kingston upon Thames,169076,1.685632496628735,2.549149494901701,78,7,2021/22,4.234781991530436
Kingston upon Thames,2022-05-01,347,487,2022,E09000021,Kingston upon Thames,169076,2.052331495895337,2.8803614942392772,79,7,2021/22,4.932692990134614
Kingston upon Thames,2022-06-01,311,448,2022,E09000021,Kingston upon Thames,169076,1.8394094963211811,2.649695994700608,80,7,2021/22,4.489105491021789
Kingston upon Thames,2022-07-01,291,403,2022,E09000021,Kingston upon Thames,169076,1.721119496557761,2.383543495232913,81,7,2021/22,4.104662991790674
Kingston upon Thames,2022-08-01,321,429,2022,E09000021,Kingston upon Thames,169076,1.898554496202891,2.537320494925359,82,7,2021/22,4.43587499112825
Kingston upon Thames,2022-09-01,326,454,2022,E09000021,Kingston upon Thames,169076,1.928126996143746,2.685182994629634,83,7,2021/22,4.61330999077338
Kingston upon Thames,2022-10-01,320,458,2022,E09000021,Kingston upon Thames,169076,1.89263999621472,2.708840994582318,84,7,2021/22,4.601480990797038
Kingston upon Thames,2022-11-01,328,462,2022,E09000021,Kingston upon Thames,169076,1.939955996120088,2.732498994535002,85,8,2022/23,4.6724549906550905
Kingston upon Thames,2022-12-01,275,431,2022,E09000021,Kingston upon Thames,169076,1.626487496747025,2.549149494901701,86,8,2022/23,4.175636991648726
Kingston upon Thames,2023-01-01,305,424,2023,E09000021,Kingston upon Thames,170780,1.7859234102353905,2.4827263145567398,87,8,2022/23,4.26864972479213
Kingston upon Thames,2023-02-01,297,389,2023,E09000021,Kingston upon Thames,170780,1.739079517507905,2.27778428387399,88,8,2022/23,4.016863801381895
Kingston upon Thames,2023-03-01,328,497,2023,E09000021,Kingston upon Thames,170780,1.9205996018269118,2.9101768356950464,89,8,2022/23,4.830776437521958
Kingston upon Thames,2023-04-01,302,432,2023,E09000021,Kingston upon Thames,170780,1.7683569504625833,2.5295702072842254,90,8,2022/23,4.297927157746809
Kingston upon Thames,2023-05-01,364,451,2023,E09000021,Kingston upon Thames,170780,2.131397119100597,2.6408244525120037,91,8,2022/23,4.772221571612601
Kingston upon Thames,2023-06-01,320,502,2023,E09000021,Kingston upon Thames,170780,1.8737557090994261,2.9394542686497247,92,8,2022/23,4.813209977749151
Kingston upon Thames,2023-07-01,289,524,2023,E09000021,Kingston upon Thames,170780,1.6922356247804193,3.0682749736503103,93,8,2022/23,4.76051059843073
Kingston upon Thames,2023-08-01,313,515,2023,E09000021,Kingston upon Thames,170780,1.8327673029628762,3.015575594331889,94,8,2022/23,4.848342897294765
Kingston upon Thames,2023-09-01,330,476,2023,E09000021,Kingston upon Thames,170780,1.9323105750087832,2.7872116172853962,95,8,2022/23,4.719522192294179
Kingston upon Thames,2023-10-01,323,465,2023,E09000021,Kingston upon Thames,170780,1.8913221688722333,2.7228012647851036,96,8,2022/23,4.614123433657337
Lambeth,2015-11-01,878,1449,2015,E09000022,Lambeth,322881,2.7192680894818833,4.487721482527618,1,1,2015/16,7.206989572009501
Lambeth,2015-12-01,867,1268,2015,E09000022,Lambeth,322881,2.685199810456484,3.9271434367460456,2,1,2015/16,6.61234324720253
Lambeth,2016-01-01,785,1264,2016,E09000022,Lambeth,326613,2.4034560779883227,3.870023544684382,3,1,2015/16,6.2734796226727045
Lambeth,2016-02-01,817,1194,2016,E09000022,Lambeth,326613,2.5014313576005853,3.6557026205325567,4,1,2015/16,6.1571339781331424
Lambeth,2016-03-01,825,1293,2016,E09000022,Lambeth,326613,2.5259251775036513,3.958813641832995,5,1,2015/16,6.484738819336647
Lambeth,2016-04-01,821,1296,2016,E09000022,Lambeth,326613,2.5136782675521183,3.967998824296645,6,1,2015/16,6.481677091848763
Lambeth,2016-05-01,989,1475,2016,E09000022,Lambeth,326613,3.028048485516498,4.51604804462774,7,1,2015/16,7.544096530144238
Lambeth,2016-06-01,870,1285,2016,E09000022,Lambeth,326613,2.663702914458396,3.9343198219299294,8,1,2015/16,6.598022736388325
Lambeth,2016-07-01,966,1443,2016,E09000022,Lambeth,326613,2.957628753295184,4.418072765015477,9,1,2015/16,7.375701518310661
Lambeth,2016-08-01,910,1369,2016,E09000022,Lambeth,326613,2.786172013973724,4.191504930912119,10,1,2015/16,6.977676944885843
Lambeth,2016-09-01,939,1330,2016,E09000022,Lambeth,326613,2.8749621111223376,4.072097558884674,11,1,2015/16,6.947059670007011
Lambeth,2016-10-01,871,1383,2016,E09000022,Lambeth,326613,2.666764641946279,4.234369115742484,12,1,2015/16,6.901133757688763
Lambeth,2016-11-01,825,1228,2016,E09000022,Lambeth,326613,2.5259251775036513,3.759801355120586,13,2,2016/17,6.2857265326242375
Lambeth,2016-12-01,818,1281,2016,E09000022,Lambeth,326613,2.504493085088469,3.9220729119783964,14,2,2016/17,6.426565997066865
Lambeth,2017-01-01,846,1272,2017,E09000022,Lambeth,327227,2.5853612324166404,3.8872097962576437,15,2,2016/17,6.472571028674285
Lambeth,2017-02-01,757,1043,2017,E09000022,Lambeth,327227,2.3133787859803743,3.1873897936294986,16,2,2016/17,5.500768579609873
Lambeth,2017-03-01,887,1231,2017,E09000022,Lambeth,327227,2.7106565167299763,3.761914511944308,17,2,2016/17,6.472571028674285
Lambeth,2017-04-01,822,1272,2017,E09000022,Lambeth,327227,2.5120176513551753,3.8872097962576437,18,2,2016/17,6.3992274476128195
Lambeth,2017-05-01,894,1315,2017,E09000022,Lambeth,327227,2.7320483945395706,4.018617045659435,19,2,2016/17,6.750665440199006
Lambeth,2017-06-01,983,1217,2017,E09000022,Lambeth,327227,3.0040308409758363,3.7191307563251197,20,2,2016/17,6.723161597300956
Lambeth,2017-07-01,1048,1424,2017,E09000022,Lambeth,327227,3.2026697063506373,4.351719142980255,21,2,2016/17,7.554388849330893
Lambeth,2017-08-01,950,1477,2017,E09000022,Lambeth,327227,2.903183417016322,4.513686217824324,22,2,2016/17,7.416869634840646
Lambeth,2017-09-01,892,1254,2017,E09000022,Lambeth,327227,2.725936429451115,3.832202110461545,23,2,2016/17,6.55813853991266
Lambeth,2017-10-01,927,1332,2017,E09000022,Lambeth,327227,2.8328958184990847,4.070568748911306,24,2,2016/17,6.90346456741039
Lambeth,2017-11-01,1001,1407,2017,E09000022,Lambeth,327227,3.059038526771935,4.2997674397283845,25,3,2017/18,7.35880596650032
Lambeth,2017-12-01,870,1173,2017,E09000022,Lambeth,327227,2.6587048134781055,3.5846675243791006,26,3,2017/18,6.243372337857206
Lambeth,2018-01-01,896,1284,2018,E09000022,Lambeth,328923,2.724041797016323,3.903649182331427,27,3,2017/18,6.62769097934775
Lambeth,2018-02-01,780,1178,2018,E09000022,Lambeth,328923,2.3713756715097456,3.5813853090236925,28,3,2017/18,5.952760980533438
Lambeth,2018-03-01,896,1205,2018,E09000022,Lambeth,328923,2.724041797016323,3.663471389960568,29,3,2017/18,6.387513186976891
Lambeth,2018-04-01,838,1341,2018,E09000022,Lambeth,328923,2.547708734263034,4.076942019864831,30,3,2017/18,6.624650754127865
Lambeth,2018-05-01,968,1343,2018,E09000022,Lambeth,328923,2.942938012847992,4.0830224703046,31,3,2017/18,7.025960483152592
Lambeth,2018-06-01,942,1411,2018,E09000022,Lambeth,328923,2.863892157131,4.2897577852567315,32,3,2017/18,7.153649942387732
Lambeth,2018-07-01,1150,1462,2018,E09000022,Lambeth,328923,3.4962590028669323,4.444809271470831,33,3,2017/18,7.941068274337763
Lambeth,2018-08-01,846,1343,2018,E09000022,Lambeth,328923,2.5720305360221087,4.0830224703046,34,3,2017/18,6.655053006326709
Lambeth,2018-09-01,899,1180,2018,E09000022,Lambeth,328923,2.733162472675976,3.587465759463461,35,3,2017/18,6.320628232139437
Lambeth,2018-10-01,901,1292,2018,E09000022,Lambeth,328923,2.7392429231157442,3.9279709840905013,36,3,2017/18,6.6672139072062455
Lambeth,2018-11-01,896,1312,2018,E09000022,Lambeth,328923,2.724041797016323,3.988775488488187,37,4,2018/19,6.71281728550451
Lambeth,2018-12-01,802,1251,2018,E09000022,Lambeth,328923,2.4382606263472,3.8033217500752454,38,4,2018/19,6.241582376422445
Lambeth,2019-01-01,833,1242,2019,E09000022,Lambeth,329513,2.5279730996956116,3.7691987873012596,39,4,2018/19,6.297171886996871
Lambeth,2019-02-01,876,1181,2019,E09000022,Lambeth,329513,2.65846870988398,3.584077107731713,40,4,2018/19,6.242545817615693
Lambeth,2019-03-01,946,1336,2019,E09000022,Lambeth,329513,2.8709034241441156,4.054468260736298,41,4,2018/19,6.925371684880414
Lambeth,2019-04-01,857,1347,2019,E09000022,Lambeth,329513,2.600807858870515,4.087850858691463,42,4,2018/19,6.688658717561978
Lambeth,2019-05-01,949,1368,2019,E09000022,Lambeth,329513,2.8800077690409784,4.151581272969503,43,4,2018/19,7.031589042010482
Lambeth,2019-06-01,940,1275,2019,E09000022,Lambeth,329513,2.85269473435039,3.8693465811667522,44,4,2018/19,6.722041315517142
Lambeth,2019-07-01,1012,1360,2019,E09000022,Lambeth,329513,3.0711990118751005,4.127303019911202,45,4,2018/19,7.198502031786303
Lambeth,2019-08-01,951,1377,2019,E09000022,Lambeth,329513,2.886077332305554,4.178894307660093,46,4,2018/19,7.064971639965647
Lambeth,2019-09-01,966,1347,2019,E09000022,Lambeth,329513,2.9315990567898687,4.087850858691463,47,4,2018/19,7.0194499154813315
Lambeth,2019-10-01,986,1392,2019,E09000022,Lambeth,329513,2.9922946894356217,4.224416032144407,48,4,2018/19,7.216710721580029
Lambeth,2019-11-01,988,1263,2019,E09000022,Lambeth,329513,2.998364252700197,3.8329292015793004,49,5,2019/20,6.831293454279497
Lambeth,2019-12-01,933,1241,2019,E09000022,Lambeth,329513,2.8314512629243764,3.7661640056689722,50,5,2019/20,6.597615268593349
Lambeth,2020-01-01,845,1283,2020,E09000022,Lambeth,325527,2.5957908253386046,3.941301335987491,51,5,2019/20,6.537092161326095
Lambeth,2020-02-01,863,1171,2020,E09000022,Lambeth,325527,2.6510857778310246,3.5972438538124334,52,5,2019/20,6.248329631643458
Lambeth,2020-03-01,733,804,2020,E09000022,Lambeth,325527,2.251733343163547,2.4698412113280925,53,5,2019/20,4.72157455449164
Lambeth,2020-04-01,702,535,2020,E09000022,Lambeth,325527,2.156503147204379,1.6434888657469273,54,5,2019/20,3.7999920129513063
Lambeth,2020-05-01,824,711,2020,E09000022,Lambeth,325527,2.5312800474307813,2.184150623450589,55,5,2019/20,4.7154306708813705
Lambeth,2020-06-01,964,860,2020,E09000022,Lambeth,325527,2.9613519001496034,2.6418699524156213,56,5,2019/20,5.603221852565225
Lambeth,2020-07-01,990,1034,2020,E09000022,Lambeth,325527,3.041222387083099,3.1763878265090146,57,5,2019/20,6.217610213592113
Lambeth,2020-08-01,1060,1144,2020,E09000022,Lambeth,325527,3.25625831344251,3.5143014250738034,58,5,2019/20,6.770559738516313
Lambeth,2020-09-01,958,1130,2020,E09000022,Lambeth,325527,2.9429202493187967,3.4712942398019213,59,5,2019/20,6.4142144891207185
Lambeth,2020-10-01,863,1041,2020,E09000022,Lambeth,325527,2.6510857778310246,3.197891419144956,60,5,2019/20,5.84897719697598
Lambeth,2020-11-01,929,879,2020,E09000022,Lambeth,325527,2.853833936969898,2.700236846713176,61,6,2020/21,5.554070783683073
Lambeth,2020-12-01,770,843,2020,E09000022,Lambeth,325527,2.3653951899535217,2.589646941728336,62,6,2020/21,4.955042131681857
Lambeth,2021-01-01,764,729,2021,E09000022,Lambeth,317691,2.4048525139207593,2.2946825689113006,63,6,2020/21,4.69953508283206
Lambeth,2021-02-01,662,791,2021,E09000022,Lambeth,317691,2.0837858170360506,2.4898407572137704,64,6,2020/21,4.573626574249821
Lambeth,2021-03-01,905,852,2021,E09000022,Lambeth,317691,2.848680006673151,2.6818512328016846,65,6,2020/21,5.530531239474835
Lambeth,2021-04-01,913,924,2021,E09000022,Lambeth,317691,2.8738617083895988,2.9084865482497144,66,6,2020/21,5.782348256639313
Lambeth,2021-05-01,973,952,2021,E09000022,Lambeth,317691,3.062724471262957,2.9966225042572816,67,6,2020/21,6.0593469755202385
Lambeth,2021-06-01,1121,1032,2021,E09000022,Lambeth,317691,3.52858595301724,3.248439521421759,68,6,2020/21,6.777025474438998
Lambeth,2021-07-01,1066,1106,2021,E09000022,Lambeth,317691,3.355461753716662,3.4813702622989005,69,6,2020/21,6.8368320160155625
Lambeth,2021-08-01,1066,1132,2021,E09000022,Lambeth,317691,3.355461753716662,3.5632107928773555,70,6,2020/21,6.918672546594017
Lambeth,2021-09-01,1158,1236,2021,E09000022,Lambeth,317691,3.6450513234558106,3.8905729151911763,71,6,2020/21,7.535624238646987
Lambeth,2021-10-01,1056,1235,2021,E09000022,Lambeth,317691,3.323984626571102,3.8874252024766203,72,6,2020/21,7.211409829047723
Lambeth,2021-11-01,1053,1072,2021,E09000022,Lambeth,317691,3.3145414884274342,3.3743480300039974,73,7,2021/22,6.688889518431432
Lambeth,2021-12-01,842,993,2021,E09000022,Lambeth,317691,2.650374105656125,3.125678725554076,74,7,2021/22,5.776052831210201
Lambeth,2022-01-01,904,1025,2022,E09000022,Lambeth,317657,2.845836861772289,3.2267508665006597,75,7,2021/22,6.072587728272948
Lambeth,2022-02-01,917,970,2022,E09000022,Lambeth,317657,2.8867615069083947,3.053608137078673,76,7,2021/22,5.940369643987068
Lambeth,2022-03-01,982,1079,2022,E09000022,Lambeth,317657,3.0913847325889243,3.396745546296792,77,7,2021/22,6.488130278885716
Lambeth,2022-04-01,939,1068,2022,E09000022,Lambeth,317657,2.9560185986771894,3.3621170004123946,78,7,2021/22,6.318135599089584
Lambeth,2022-05-01,1000,1195,2022,E09000022,Lambeth,317657,3.148049625854302,3.761919302895891,79,7,2021/22,6.909968928750192
Lambeth,2022-06-01,1002,1269,2022,E09000022,Lambeth,317657,3.1543457251060105,3.9948749752091093,80,7,2021/22,7.149220700315119
Lambeth,2022-07-01,1112,1388,2022,E09000022,Lambeth,317657,3.500631183949984,4.369492880685772,81,7,2021/22,7.870124064635755
Lambeth,2022-08-01,1012,1382,2022,E09000022,Lambeth,317657,3.1858262213645534,4.350604582930646,82,7,2021/22,7.536430804295199
Lambeth,2022-09-01,925,1181,2022,E09000022,Lambeth,317657,2.911945903915229,3.7178466081339305,83,7,2021/22,6.62979251204916
Lambeth,2022-10-01,1017,1279,2022,E09000022,Lambeth,317657,3.2015664694938253,4.026355471467652,84,7,2021/22,7.227921940961478
