BoroughName,period_start,personal_safety,property_public_space,calendar_year,ladcode23,laname23,total_population,personal_safety_crime_rate_per_1000,property_public_space_crime_rate_per_1000,month_index,year,survey_wave,selected_recorded_crime_rate_per_1000
Barking and Dagenham,2015-11-01,528,641,2015,E09000002,Barking and Dagenham,206450,2.5575199806248485,3.104868006781303,1,1,2015/16,5.662387987406151
Barking and Dagenham,2015-12-01,512,604,2015,E09000002,Barking and Dagenham,206450,2.480019375151368,2.92564785662388,2,1,2015/16,5.405667231775248
Barking and Dagenham,2016-01-01,505,589,2016,E09000002,Barking and Dagenham,211047,2.392831928433003,2.79084753633077,3,1,2015/16,5.183679464763773
Barking and Dagenham,2016-02-01,483,598,2016,E09000002,Barking and Dagenham,211047,2.2885897454121595,2.8334920657483877,4,1,2015/16,5.122081811160547
Barking and Dagenham,2016-03-01,613,676,2016,E09000002,Barking and Dagenham,211047,2.9045662814444175,3.2030779873677426,5,1,2015/16,6.107644268812161
Barking and Dagenham,2016-04-01,475,625,2016,E09000002,Barking and Dagenham,211047,2.2506834970409435,2.9614256540012414,6,1,2015/16,5.212109151042185
Barking and Dagenham,2016-05-01,577,697,2016,E09000002,Barking and Dagenham,211047,2.733988163773946,3.3025818893421843,7,1,2015/16,6.03657005311613
Barking and Dagenham,2016-06-01,559,632,2016,E09000002,Barking and Dagenham,211047,2.6486991049387103,2.9945936213260556,8,1,2015/16,5.643292726264766
Barking and Dagenham,2016-07-01,584,672,2016,E09000002,Barking and Dagenham,211047,2.76715613109876,3.184124863182135,9,1,2015/16,5.951280994280895
Barking and Dagenham,2016-08-01,492,613,2016,E09000002,Barking and Dagenham,211047,2.3312342748297774,2.9045662814444175,10,1,2015/16,5.235800556274195
Barking and Dagenham,2016-09-01,507,614,2016,E09000002,Barking and Dagenham,211047,2.402308490525807,2.9093045624908194,11,1,2015/16,5.311613053016627
Barking and Dagenham,2016-10-01,459,612,2016,E09000002,Barking and Dagenham,211047,2.174871000298512,2.8998280003980157,12,1,2015/16,5.074699000696528
Barking and Dagenham,2016-11-01,485,603,2016,E09000002,Barking and Dagenham,211047,2.298066307504963,2.857183470980398,13,2,2016/17,5.155249778485361
Barking and Dagenham,2016-12-01,471,579,2016,E09000002,Barking and Dagenham,211047,2.2317303728553357,2.74346472586675,14,2,2016/17,4.975195098722086
Barking and Dagenham,2017-01-01,441,617,2017,E09000002,Barking and Dagenham,214017,2.060583972301266,2.8829485508160566,15,2,2016/17,4.943532523117323
Barking and Dagenham,2017-02-01,441,625,2017,E09000002,Barking and Dagenham,214017,2.060583972301266,2.9203287589303653,16,2,2016/17,4.980912731231632
Barking and Dagenham,2017-03-01,575,659,2017,E09000002,Barking and Dagenham,214017,2.6867024582159362,3.0791946434161774,17,2,2016/17,5.765897101632113
Barking and Dagenham,2017-04-01,495,679,2017,E09000002,Barking and Dagenham,214017,2.3129003770728493,3.172645163701949,18,2,2016/17,5.485545540774798
Barking and Dagenham,2017-05-01,567,758,2017,E09000002,Barking and Dagenham,214017,2.6493222501016276,3.541774718830747,19,2,2016/17,6.191096968932374
Barking and Dagenham,2017-06-01,564,727,2017,E09000002,Barking and Dagenham,214017,2.6353046720587616,3.396926412387801,20,2,2016/17,6.032231084446563
Barking and Dagenham,2017-07-01,658,677,2017,E09000002,Barking and Dagenham,214017,3.0745221174018886,3.163300111673372,21,2,2016/17,6.2378222290752605
Barking and Dagenham,2017-08-01,574,722,2017,E09000002,Barking and Dagenham,214017,2.6820299322016474,3.3735637823163582,22,2,2016/17,6.055593714518006
Barking and Dagenham,2017-09-01,555,680,2017,E09000002,Barking and Dagenham,214017,2.5932519379301646,3.1773176897162374,23,2,2016/17,5.7705696276464025
Barking and Dagenham,2017-10-01,589,682,2017,E09000002,Barking and Dagenham,214017,2.7521178224159764,3.1866627417448146,24,2,2016/17,5.9387805641607905
Barking and Dagenham,2017-11-01,582,614,2017,E09000002,Barking and Dagenham,214017,2.719410140315956,2.868930972773191,25,3,2017/18,5.588341113089147
Barking and Dagenham,2017-12-01,544,585,2017,E09000002,Barking and Dagenham,214017,2.54185415177299,2.733427718358822,26,3,2017/18,5.275281870131812
Barking and Dagenham,2018-01-01,538,612,2018,E09000002,Barking and Dagenham,216298,2.487309175304441,2.829429768190182,27,3,2017/18,5.316738943494623
Barking and Dagenham,2018-02-01,513,554,2018,E09000002,Barking and Dagenham,216298,2.371727893924123,2.5612811953878447,28,3,2017/18,4.933009089311968
Barking and Dagenham,2018-03-01,577,603,2018,E09000002,Barking and Dagenham,216298,2.667615974257737,2.7878205068932678,29,3,2017/18,5.455436481151005
Barking and Dagenham,2018-04-01,536,586,2018,E09000002,Barking and Dagenham,216298,2.4780626727940156,2.7092252355546513,30,3,2017/18,5.187287908348667
Barking and Dagenham,2018-05-01,578,595,2018,E09000002,Barking and Dagenham,216298,2.67223922551295,2.750834496851566,31,3,2017/18,5.423073722364515
Barking and Dagenham,2018-06-01,606,635,2018,E09000002,Barking and Dagenham,216298,2.801690260658906,2.9357645470600744,32,3,2017/18,5.73745480771898
Barking and Dagenham,2018-07-01,654,607,2018,E09000002,Barking and Dagenham,216298,3.023606320909116,2.8063135119141185,33,3,2017/18,5.829919832823235
Barking and Dagenham,2018-08-01,522,605,2018,E09000002,Barking and Dagenham,216298,2.4133371552210376,2.797067009403693,34,3,2017/18,5.21040416462473
Barking and Dagenham,2018-09-01,537,560,2018,E09000002,Barking and Dagenham,216298,2.4826859240492283,2.589020702919121,35,3,2017/18,5.071706626968349
Barking and Dagenham,2018-10-01,581,687,2018,E09000002,Barking and Dagenham,216298,2.686108979278588,3.176173612331136,36,3,2017/18,5.862282591609723
Barking and Dagenham,2018-11-01,549,657,2018,E09000002,Barking and Dagenham,216298,2.538164939111781,3.0374760746747542,37,4,2018/19,5.5756410137865355
Barking and Dagenham,2018-12-01,591,550,2018,E09000002,Barking and Dagenham,216298,2.732341491830715,2.5427881903669936,38,4,2018/19,5.275129682197709
Barking and Dagenham,2019-01-01,607,625,2019,E09000002,Barking and Dagenham,218828,2.7738680607600488,2.856124444769408,39,4,2018/19,5.629992505529456
Barking and Dagenham,2019-02-01,560,661,2019,E09000002,Barking and Dagenham,218828,2.5590875025133895,3.020637212788126,40,4,2018/19,5.5797247153015155
Barking and Dagenham,2019-03-01,602,650,2019,E09000002,Barking and Dagenham,218828,2.7510190652018935,2.9703694225601844,41,4,2018/19,5.721388487762078
Barking and Dagenham,2019-04-01,580,672,2019,E09000002,Barking and Dagenham,218828,2.6504834847460104,3.0709050030160676,42,4,2018/19,5.721388487762078
Barking and Dagenham,2019-05-01,678,689,2019,E09000002,Barking and Dagenham,218828,3.0983237976858535,3.148591587913795,43,4,2018/19,6.246915385599649
Barking and Dagenham,2019-06-01,640,631,2019,E09000002,Barking and Dagenham,218828,2.9246714314438735,2.883543239439194,44,4,2018/19,5.808214670883068
Barking and Dagenham,2019-07-01,745,677,2019,E09000002,Barking and Dagenham,218828,3.404500338165134,3.093753998574223,45,4,2018/19,6.4982543367393575
Barking and Dagenham,2019-08-01,596,578,2019,E09000002,Barking and Dagenham,218828,2.7236002705321076,2.6413438865227485,46,4,2018/19,5.364944157054856
Barking and Dagenham,2019-09-01,640,605,2019,E09000002,Barking and Dagenham,218828,2.9246714314438735,2.764728462536787,47,4,2018/19,5.68939989398066
Barking and Dagenham,2019-10-01,675,676,2019,E09000002,Barking and Dagenham,218828,3.0846144003509606,3.0891841994625917,48,4,2018/19,6.173798599813552
Barking and Dagenham,2019-11-01,581,644,2019,E09000002,Barking and Dagenham,218828,2.6550532838576415,2.942950627890398,49,5,2019/20,5.598003911748039
Barking and Dagenham,2019-12-01,606,647,2019,E09000002,Barking and Dagenham,218828,2.769298261648418,2.956660025225291,50,5,2019/20,5.725958286873709
Barking and Dagenham,2020-01-01,591,639,2020,E09000002,Barking and Dagenham,219227,2.6958358231422226,2.9147869559862607,51,5,2019/20,5.610622779128484
Barking and Dagenham,2020-02-01,557,618,2020,E09000002,Barking and Dagenham,219227,2.540745437377695,2.818995835366994,52,5,2019/20,5.359741272744689
Barking and Dagenham,2020-03-01,572,522,2020,E09000002,Barking and Dagenham,219227,2.6091676663914574,2.3810935696789173,53,5,2019/20,4.990261236070374
Barking and Dagenham,2020-04-01,475,396,2020,E09000002,Barking and Dagenham,219227,2.1667039187691297,1.8063468459633165,54,5,2019/20,3.973050764732446
Barking and Dagenham,2020-05-01,584,458,2020,E09000002,Barking and Dagenham,219227,2.663905449602467,2.089158725886866,55,5,2019/20,4.7530641754893335
Barking and Dagenham,2020-06-01,615,515,2020,E09000002,Barking and Dagenham,219227,2.8053113895642414,2.3491631961391617,56,5,2019/20,5.154474585703403
Barking and Dagenham,2020-07-01,688,549,2020,E09000002,Barking and Dagenham,219227,3.13829957076455,2.504253581903689,57,5,2019/20,5.642553152668238
Barking and Dagenham,2020-08-01,678,548,2020,E09000002,Barking and Dagenham,219227,3.092684751422042,2.499692099969438,58,5,2019/20,5.59237685139148
Barking and Dagenham,2020-09-01,631,591,2020,E09000002,Barking and Dagenham,219227,2.8782951005122546,2.6958358231422226,59,5,2019/20,5.574130923654478
Barking and Dagenham,2020-10-01,644,608,2020,E09000002,Barking and Dagenham,219227,2.9375943656575148,2.773381016024486,60,5,2019/20,5.710975381682001
Barking and Dagenham,2020-11-01,618,591,2020,E09000002,Barking and Dagenham,219227,2.818995835366994,2.6958358231422226,61,6,2020/21,5.514831658509216
Barking and Dagenham,2020-12-01,563,533,2020,E09000002,Barking and Dagenham,219227,2.5681143289832002,2.431269870955676,62,6,2020/21,4.999384199938876
Barking and Dagenham,2021-01-01,522,532,2021,E09000002,Barking and Dagenham,218714,2.3866784933749097,2.4324003035928197,63,6,2020/21,4.819078796967729
Barking and Dagenham,2021-02-01,520,495,2021,E09000002,Barking and Dagenham,218714,2.377534131331328,2.2632296057865524,64,6,2020/21,4.64076373711788
Barking and Dagenham,2021-03-01,636,501,2021,E09000002,Barking and Dagenham,218714,2.9079071298590855,2.2906626919172983,65,6,2020/21,5.198569821776384
Barking and Dagenham,2021-04-01,632,545,2021,E09000002,Barking and Dagenham,218714,2.8896184057719214,2.491838656876103,66,6,2020/21,5.381457062648025
Barking and Dagenham,2021-05-01,660,568,2021,E09000002,Barking and Dagenham,218714,3.0176394743820696,2.5969988203772965,67,6,2020/21,5.6146382947593665
Barking and Dagenham,2021-06-01,684,621,2021,E09000002,Barking and Dagenham,218714,3.127371818905054,2.83932441453222,68,6,2020/21,5.966696233437274
Barking and Dagenham,2021-07-01,708,573,2021,E09000002,Barking and Dagenham,218714,3.2371041634280386,2.6198597254862515,69,6,2020/21,5.85696388891429
Barking and Dagenham,2021-08-01,579,590,2021,E09000002,Barking and Dagenham,218714,2.6472928116169974,2.6975868028566987,70,6,2020/21,5.344879614473696
Barking and Dagenham,2021-09-01,657,563,2021,E09000002,Barking and Dagenham,218714,3.003922931316697,2.5741379152683415,71,6,2020/21,5.578060846585038
Barking and Dagenham,2021-10-01,654,639,2021,E09000002,Barking and Dagenham,218714,2.9902063882513237,2.9216236729244582,72,6,2020/21,5.911830061175782
Barking and Dagenham,2021-11-01,617,643,2021,E09000002,Barking and Dagenham,218714,2.821035690445056,2.9399123970116223,73,7,2021/22,5.760948087456678
Barking and Dagenham,2021-12-01,597,562,2021,E09000002,Barking and Dagenham,218714,2.729592070009236,2.56956573424655,74,7,2021/22,5.2991578042557865
Barking and Dagenham,2022-01-01,614,588,2022,E09000002,Barking and Dagenham,220392,2.785945043377255,2.667973429162583,75,7,2021/22,5.453918472539838
Barking and Dagenham,2022-02-01,628,535,2022,E09000002,Barking and Dagenham,220392,2.8494682202620787,2.4274928309557517,76,7,2021/22,5.27696105121783
Barking and Dagenham,2022-03-01,661,584,2022,E09000002,Barking and Dagenham,220392,2.999201422919162,2.6498239500526335,77,7,2021/22,5.649025372971796
Barking and Dagenham,2022-04-01,651,585,2022,E09000002,Barking and Dagenham,220392,2.953827725144288,2.654361319830121,78,7,2021/22,5.608189044974409
Barking and Dagenham,2022-05-01,664,641,2022,E09000002,Barking and Dagenham,220392,3.0128135322516245,2.9084540273694146,79,7,2021/22,5.92126755962104
Barking and Dagenham,2022-06-01,656,696,2022,E09000002,Barking and Dagenham,220392,2.976514574031725,3.1580093651312207,80,7,2021/22,6.134523939162946
Barking and Dagenham,2022-07-01,689,580,2022,E09000002,Barking and Dagenham,220392,3.126247776688809,2.631674470942684,81,7,2021/22,5.757922247631493
Barking and Dagenham,2022-08-01,617,675,2022,E09000002,Barking and Dagenham,220392,2.7995571527097174,3.062724599803986,82,7,2021/22,5.862281752513703
Barking and Dagenham,2022-09-01,643,611,2022,E09000002,Barking and Dagenham,220392,2.9175287669243892,2.772332934044793,83,7,2021/22,5.689861700969182
Barking and Dagenham,2022-10-01,656,769,2022,E09000002,Barking and Dagenham,220392,2.976514574031725,3.4892373588878,84,7,2021/22,6.465751932919526
Barking and Dagenham,2022-11-01,672,779,2022,E09000002,Barking and Dagenham,220392,3.0491124904715234,3.5346110566626736,85,8,2022/23,6.583723547134197
Barking and Dagenham,2022-12-01,650,679,2022,E09000002,Barking and Dagenham,220392,2.949290355366801,3.080874078913935,86,8,2022/23,6.030164434280736
Barking and Dagenham,2023-01-01,662,715,2023,E09000002,Barking and Dagenham,226301,2.925307444509746,3.159508795807354,87,8,2022/23,6.0848162403171
Barking and Dagenham,2023-02-01,648,690,2023,E09000002,Barking and Dagenham,226301,2.8634429366198115,3.049036460289614,88,8,2022/23,5.912479396909426
Barking and Dagenham,2023-03-01,652,727,2023,E09000002,Barking and Dagenham,226301,2.88111851030265,3.212535516855869,89,8,2022/23,6.09365402715852
Barking and Dagenham,2023-04-01,686,668,2023,E09000002,Barking and Dagenham,226301,3.031360886606776,2.9518208050340036,90,8,2022/23,5.983181691640779
Barking and Dagenham,2023-05-01,783,764,2023,E09000002,Barking and Dagenham,226301,3.4599935484156057,3.3760345734221238,91,8,2022/23,6.83602812183773
Barking and Dagenham,2023-06-01,813,700,2023,E09000002,Barking and Dagenham,226301,3.5925603510368935,3.0932253944967103,92,8,2022/23,6.685785745533604
Barking and Dagenham,2023-07-01,775,731,2023,E09000002,Barking and Dagenham,226301,3.4246424010499292,3.2302110905387074,93,8,2022/23,6.654853491588637
Barking and Dagenham,2023-08-01,769,673,2023,E09000002,Barking and Dagenham,226301,3.3981290405256717,2.9739152721375515,94,8,2022/23,6.372044312663223
Barking and Dagenham,2023-09-01,753,721,2023,E09000002,Barking and Dagenham,226301,3.3274267457943183,3.1860221563316116,95,8,2022/23,6.51344890212593
Barking and Dagenham,2023-10-01,582,614,2023,E09000002,Barking and Dagenham,226301,2.571795970852979,2.713200560315686,96,8,2022/23,5.284996531168665
Barnet,2015-11-01,582,949,2015,E09000003,Barnet,377826,1.5403916088358134,2.5117382075346852,1,1,2015/16,4.052129816370499
Barnet,2015-12-01,577,960,2015,E09000003,Barnet,377826,1.5271580039489077,2.5408521382858775,2,1,2015/16,4.068010142234785
Barnet,2016-01-01,572,834,2016,E09000003,Barnet,382925,1.4937650976039694,2.1779721877652283,3,1,2015/16,3.671737285369198
Barnet,2016-02-01,566,884,2016,E09000003,Barnet,382925,1.478096232943788,2.3085460599334073,4,1,2015/16,3.786642292877195
Barnet,2016-03-01,551,1043,2016,E09000003,Barnet,382925,1.4389240712933342,2.723770973428217,5,1,2015/16,4.162695044721551
Barnet,2016-04-01,599,1053,2016,E09000003,Barnet,382925,1.5642749885747862,2.749885747861853,6,1,2015/16,4.314160736436639
Barnet,2016-05-01,638,1047,2016,E09000003,Barnet,382925,1.666122608865966,2.7342168832016713,7,1,2015/16,4.400339492067637
Barnet,2016-06-01,593,1047,2016,E09000003,Barnet,382925,1.5486061239146047,2.7342168832016713,8,1,2015/16,4.282823007116276
Barnet,2016-07-01,590,993,2016,E09000003,Barnet,382925,1.540771691584514,2.5931971012600377,9,1,2015/16,4.133968792844552
Barnet,2016-08-01,571,958,2016,E09000003,Barnet,382925,1.491153620160606,2.5017953907423123,10,1,2015/16,3.992949010902918
Barnet,2016-09-01,595,1076,2016,E09000003,Barnet,382925,1.5538290788013318,2.8099497290592153,11,1,2015/16,4.363778807860547
Barnet,2016-10-01,610,1026,2016,E09000003,Barnet,382925,1.5930012404517857,2.679375856891036,12,1,2015/16,4.272377097342822
Barnet,2016-11-01,579,945,2016,E09000003,Barnet,382925,1.5120454397075145,2.467846183978586,13,2,2016/17,3.9798916236861004
Barnet,2016-12-01,541,984,2016,E09000003,Barnet,382925,1.4128092968596984,2.5696938042697655,14,2,2016/17,3.982503101129464
Barnet,2017-01-01,586,941,2017,E09000003,Barnet,384117,1.5255768424724758,2.4497744176904432,15,2,2016/17,3.975351260162919
Barnet,2017-02-01,550,923,2017,E09000003,Barnet,384117,1.43185539822502,2.402913695566715,16,2,2016/17,3.834769093791735
Barnet,2017-03-01,677,1072,2017,E09000003,Barnet,384117,1.7624838265424336,2.79081633981313,17,2,2016/17,4.553300166355564
Barnet,2017-04-01,593,1067,2017,E09000003,Barnet,384117,1.5438004566317034,2.7777994725565387,18,2,2016/17,4.321599929188242
Barnet,2017-05-01,639,1123,2017,E09000003,Barnet,384117,1.6635556353923413,2.923588385830359,19,2,2016/17,4.5871440212227
Barnet,2017-06-01,626,1028,2017,E09000003,Barnet,384117,1.6297117805252046,2.676267907955128,20,2,2016/17,4.305979688480333
Barnet,2017-07-01,690,1073,2017,E09000003,Barnet,384117,1.7963276814095706,2.793419713264448,21,2,2016/17,4.589747394674019
Barnet,2017-08-01,547,1022,2017,E09000003,Barnet,384117,1.4240452778710653,2.660647667247219,22,2,2016/17,4.0846929451182845
Barnet,2017-09-01,627,998,2017,E09000003,Barnet,384117,1.6323151539765228,2.598166704415582,23,2,2016/17,4.230481858392105
Barnet,2017-10-01,647,1099,2017,E09000003,Barnet,384117,1.684382623002887,2.861107422998722,24,2,2016/17,4.545490046001609
Barnet,2017-11-01,683,1074,2017,E09000003,Barnet,384117,1.778104067250343,2.7960230867157665,25,3,2017/18,4.57412715396611
Barnet,2017-12-01,606,927,2017,E09000003,Barnet,384117,1.57764431149884,2.413327189371988,26,3,2017/18,3.9909715008708284
Barnet,2018-01-01,605,1024,2018,E09000003,Barnet,387574,1.5609922234205598,2.642076093855625,27,3,2017/18,4.203068317276185
Barnet,2018-02-01,533,1037,2018,E09000003,Barnet,387574,1.375221248071336,2.6756180755159016,28,3,2017/18,4.050839323587238
Barnet,2018-03-01,617,1149,2018,E09000003,Barnet,387574,1.5919540526454303,2.9645951482813606,29,3,2017/18,4.556549200926791
Barnet,2018-04-01,638,1106,2018,E09000003,Barnet,387574,1.6461372537889538,2.8536485935589075,30,3,2017/18,4.499785847347861
Barnet,2018-05-01,707,1047,2018,E09000003,Barnet,387574,1.8241677718319598,2.7014195998699604,31,3,2017/18,4.525587371701921
Barnet,2018-06-01,722,1070,2018,E09000003,Barnet,387574,1.8628700583630482,2.760763105884296,32,3,2017/18,4.6236331642473445
Barnet,2018-07-01,721,1048,2018,E09000003,Barnet,387574,1.860289905927642,2.703999752305366,33,3,2017/18,4.564289658233008
Barnet,2018-08-01,649,1046,2018,E09000003,Barnet,387574,1.6745189305784185,2.6988394474345543,34,3,2017/18,4.373358378012973
Barnet,2018-09-01,600,1172,2018,E09000003,Barnet,387574,1.5480914612435304,3.0239386542956956,35,3,2017/18,4.572030115539226
Barnet,2018-10-01,653,1202,2018,E09000003,Barnet,387574,1.684839540320042,3.1013432273578725,36,3,2017/18,4.786182767677914
Barnet,2018-11-01,671,1268,2018,E09000003,Barnet,387574,1.731282284157348,3.2716332880946606,37,4,2018/19,5.002915572252009
Barnet,2018-12-01,677,1163,2018,E09000003,Barnet,387574,1.7467631987697834,3.000717282377043,38,4,2018/19,4.747480481146827
Barnet,2019-01-01,677,1152,2019,E09000003,Barnet,390590,1.7332753014670115,2.9493842648301287,39,4,2018/19,4.68265956629714
Barnet,2019-02-01,728,1222,2019,E09000003,Barnet,390590,1.863847000691262,3.128600322588904,40,4,2018/19,4.992447323280166
Barnet,2019-03-01,772,1380,2019,E09000003,Barnet,390590,1.976497094139635,3.533116567244425,41,4,2018/19,5.50961366138406
Barnet,2019-04-01,686,1294,2019,E09000003,Barnet,390590,1.7563173660359968,3.312936839140787,42,4,2018/19,5.069254205176784
Barnet,2019-05-01,695,1261,2019,E09000003,Barnet,390590,1.7793594306049823,3.2284492690545075,43,4,2018/19,5.00780869965949
Barnet,2019-06-01,746,1367,2019,E09000003,Barnet,390590,1.9099311298292327,3.499833585089224,44,4,2018/19,5.409764714918457
Barnet,2019-07-01,879,1311,2019,E09000003,Barnet,390590,2.2504416395709055,3.3564607388822036,45,4,2018/19,5.606902378453109
Barnet,2019-08-01,694,1150,2019,E09000003,Barnet,390590,1.7767992012084284,2.944263806037021,46,4,2018/19,4.72106300724545
Barnet,2019-09-01,766,1268,2019,E09000003,Barnet,390590,1.9611357177603113,3.246370874830385,47,4,2018/19,5.207506592590696
Barnet,2019-10-01,765,1232,2019,E09000003,Barnet,390590,1.9585754883637574,3.1542026165544432,48,4,2018/19,5.112778104918201
Barnet,2019-11-01,903,1303,2019,E09000003,Barnet,390590,2.3118871450881997,3.3359789037097722,49,5,2019/20,5.647866048797972
Barnet,2019-12-01,751,1256,2019,E09000003,Barnet,390590,1.9227322768120023,3.2156481220717374,50,5,2019/20,5.13838039888374
Barnet,2020-01-01,816,1254,2020,E09000003,Barnet,391046,2.0867110263242687,3.2067838566306777,51,5,2019/20,5.293494882954946
Barnet,2020-02-01,748,1273,2020,E09000003,Barnet,391046,1.9128184407972464,3.2553714908220517,52,5,2019/20,5.168189931619298
Barnet,2020-03-01,636,829,2020,E09000003,Barnet,391046,1.6264071234586213,2.119955197086788,53,5,2019/20,3.7463623205454093
Barnet,2020-04-01,629,626,2020,E09000003,Barnet,391046,1.6085064161249572,1.6008346844105297,54,5,2019/20,3.209341100535487
Barnet,2020-05-01,704,767,2020,E09000003,Barnet,391046,1.8002997089856436,1.9614060749886202,55,5,2019/20,3.761705783974264
Barnet,2020-06-01,701,898,2020,E09000003,Barnet,391046,1.7926279772712161,2.2964050265186193,56,5,2019/20,4.089033003789836
Barnet,2020-07-01,787,1035,2020,E09000003,Barnet,391046,2.012550953084803,2.646747441477473,57,5,2019/20,4.659298394562276
Barnet,2020-08-01,759,1041,2020,E09000003,Barnet,391046,1.9409481237501471,2.662090904906328,58,5,2019/20,4.603039028656475
Barnet,2020-09-01,735,1047,2020,E09000003,Barnet,391046,1.8795742700347273,2.677434368335183,59,5,2019/20,4.55700863836991
Barnet,2020-10-01,737,1141,2020,E09000003,Barnet,391046,1.8846887578443456,2.9178152953872436,60,5,2019/20,4.802504053231589
Barnet,2020-11-01,779,1019,2020,E09000003,Barnet,391046,1.99209300184633,2.6058315390005267,61,6,2020/21,4.597924540846857
Barnet,2020-12-01,690,962,2020,E09000003,Barnet,391046,1.7644982943183154,2.460068636426405,62,6,2020/21,4.224566930744721
Barnet,2021-01-01,588,817,2021,E09000003,Barnet,388955,1.5117430036893729,2.100500057847309,63,6,2020/21,3.612243061536682
Barnet,2021-02-01,638,805,2021,E09000003,Barnet,388955,1.640292578833027,2.069648159812832,64,6,2020/21,3.7099407386458587
Barnet,2021-03-01,871,1002,2021,E09000003,Barnet,388955,2.2393335990024554,2.576133485878829,65,6,2020/21,4.815467084881284
Barnet,2021-04-01,754,918,2021,E09000003,Barnet,388955,1.9385275931663046,2.36017019963749,66,6,2020/21,4.298697792803795
Barnet,2021-05-01,834,1050,2021,E09000003,Barnet,388955,2.144206913396151,2.699541078016737,67,6,2020/21,4.843747991412888
Barnet,2021-06-01,822,1108,2021,E09000003,Barnet,388955,2.113355015361674,2.848658585183376,68,6,2020/21,4.96201360054505
Barnet,2021-07-01,789,962,2021,E09000003,Barnet,388955,2.0285122957668626,2.4732938257639057,69,6,2020/21,4.501806121530768
Barnet,2021-08-01,699,998,2021,E09000003,Barnet,388955,1.797123060508285,2.565849519867337,70,6,2020/21,4.362972580375622
Barnet,2021-09-01,846,993,2021,E09000003,Barnet,388955,2.1750588114306284,2.5529945623529713,71,6,2020/21,4.7280533737836
Barnet,2021-10-01,821,988,2021,E09000003,Barnet,388955,2.110784023858801,2.540139604838606,72,6,2020/21,4.650923628697407
Barnet,2021-11-01,763,1005,2021,E09000003,Barnet,388955,1.9616665166921623,2.5838464603874485,73,7,2021/22,4.5455129770796106
Barnet,2021-12-01,738,986,2021,E09000003,Barnet,388955,1.8973917291203353,2.53499762183286,74,7,2021/22,4.432389350953195
Barnet,2022-01-01,709,1038,2022,E09000003,Barnet,390371,1.8162209795297295,2.6590089940082637,75,7,2021/22,4.475229973537993
Barnet,2022-02-01,708,976,2022,E09000003,Barnet,390371,1.8136593138322263,2.500185720763069,76,7,2021/22,4.313845034595295
Barnet,2022-03-01,773,1073,2022,E09000003,Barnet,390371,1.9801675841699307,2.748667293420874,77,7,2021/22,4.7288348775908045
Barnet,2022-04-01,732,1000,2022,E09000003,Barnet,390371,1.8751392905723017,2.5616656975031447,78,7,2021/22,4.436804988075446
Barnet,2022-05-01,873,1056,2022,E09000003,Barnet,390371,2.2363341539202453,2.7051189765633206,79,7,2021/22,4.941453130483566
Barnet,2022-06-01,760,992,2022,E09000003,Barnet,390371,1.9468659301023898,2.5411723719231194,80,7,2021/22,4.488038302025509
Barnet,2022-07-01,788,1000,2022,E09000003,Barnet,390371,2.018592569632478,2.5616656975031447,81,7,2021/22,4.580258267135623
Barnet,2022-08-01,774,1077,2022,E09000003,Barnet,390371,1.9827292498674338,2.7589139562108866,82,7,2021/22,4.7416432060783205
Barnet,2022-09-01,746,1077,2022,E09000003,Barnet,390371,1.9110026103373459,2.7589139562108866,83,7,2021/22,4.669916566548233
Barnet,2022-10-01,745,1060,2022,E09000003,Barnet,390371,1.9084409446398427,2.715365639353333,84,7,2021/22,4.623806583993176
Barnet,2022-11-01,818,1081,2022,E09000003,Barnet,390371,2.0954425405575723,2.7691606190008993,85,8,2022/23,4.864603159558472
Barnet,2022-12-01,715,949,2022,E09000003,Barnet,390371,1.8315909737147482,2.431020746930484,86,8,2022/23,4.262611720645232
Barnet,2023-01-01,746,1095,2023,E09000003,Barnet,398191,1.8734727806504918,2.749936588220226,87,8,2022/23,4.623409368870718
Barnet,2023-02-01,725,928,2023,E09000003,Barnet,398191,1.820734270739419,2.3305398665464563,88,8,2022/23,4.151274137285875
Barnet,2023-03-01,837,1034,2023,E09000003,Barnet,398191,2.102006323598474,2.5967437737166335,89,8,2022/23,4.6987500973151075
Barnet,2023-04-01,748,1001,2023,E09000003,Barnet,398191,1.8784954958801179,2.513868972427805,90,8,2022/23,4.392364468307923
Barnet,2023-05-01,819,1086,2023,E09000003,Barnet,398191,2.05680188653184,2.727334369686909,91,8,2022/23,4.7841362562187495
Barnet,2023-06-01,821,1095,2023,E09000003,Barnet,398191,2.061824601761466,2.749936588220226,92,8,2022/23,4.8117611899816914
Barnet,2023-07-01,819,1141,2023,E09000003,Barnet,398191,2.05680188653184,2.8654590385016236,93,8,2022/23,4.922260925033464
Barnet,2023-08-01,782,1002,2023,E09000003,Barnet,398191,1.9638816547837596,2.5163803300426175,94,8,2022/23,4.480261984826377
Barnet,2023-09-01,787,1012,2023,E09000003,Barnet,398191,1.9764384428578246,2.5414939061907478,95,8,2022/23,4.517932349048572
Barnet,2023-10-01,820,1094,2023,E09000003,Barnet,398191,2.059313244146653,2.7474252306054128,96,8,2022/23,4.806738474752066
Bexley,2015-11-01,332,524,2015,E09000004,Bexley,241427,1.3751568797193354,2.170428328231722,1,1,2015/16,3.5455852079510572
Bexley,2015-12-01,337,471,2015,E09000004,Bexley,241427,1.3958670736910122,1.9509002721319488,2,1,2015/16,3.346767345822961
