reconstructed_start,reconstructed_end,composition_effect,within_age_behaviour_effect,composition_16–34,composition_35–54,composition_55–64,composition_65+,behaviour_16–34,behaviour_35–54,behaviour_55–64,behaviour_65+,geography_code,geography_name,composition_simulation_low,composition_simulation_high,behaviour_simulation_low,behaviour_simulation_high,reconstructed_change,identity_error,observed_change,survey_reconstruction_gap
0.5749147871793244,0.5137563992778019,-0.000830783758048674,-0.06032760414347392,-0.0053186999465185065,0.002318507060832668,0.006337070866208444,-0.004167661738571279,-0.00965314265145337,-0.032661848627640766,-0.015246334320534374,-0.0027662785438454115,E09000002,Barking and Dagenham,-0.002501987382433785,0.0009732523508324676,-0.1282830523330867,0.006721856334395416,-0.061158387901522504,9.020562075079397e-17,-0.05252740327920924,0.008630984622313265
0.6083215922248117,0.7507929221809683,-0.0041494334558408764,0.14662076341199748,-0.022897599991307638,0.0014227143592350547,0.010170305083051792,0.007155147093179916,0.038350368906834485,0.06006090410935936,0.012030927454490333,0.03617856294131331,E09000003,Barnet,-0.0065347219393466615,-0.001462410454189763,0.07965664379102336,0.20807561284333598,0.14247132995615652,-8.326672684688674e-17,0.14820480222163135,0.005733472265474826
0.6416922230042638,0.6374573325801721,-0.0016901225664219845,-0.002544767857669712,-0.009784519889954314,-0.0029892520219751326,0.010366672472583239,0.0007169768729242237,0.015565679071340013,-0.015460282788003949,0.0010070919287347138,-0.0036572560697404896,E09000004,Bexley,-0.0035981887416438926,0.00022464601521291142,-0.07919480795869858,0.07023577217675686,-0.004234890424091642,5.4643789493269423e-17,-0.005701079209575299,-0.0014661887854836575
0.5695616985636419,0.610318325755227,-0.000989906937440211,0.04174653412902539,-0.0059636325334336895,-0.01205839976367778,0.010904696300192215,0.006127429059479042,0.011594249987260743,0.013976269744160988,0.009211041082674301,0.006964973314929363,E09000005,Brent,-0.003525258671875636,0.0014573888493292213,-0.03963980245890234,0.11791227083251936,0.040756627191585126,-5.551115123125783e-17,0.04299400746439641,0.0022373802728112846
0.698102212256791,0.6740084433694081,-0.002563134418992123,-0.021530634468390677,-0.014389389067995497,-0.003816288824819733,0.013498073467320995,0.002144470006502113,-0.019805768537059197,-0.013670994336882127,0.01124341795288258,0.0007027104526680658,E09000006,Bromley,-0.004924145393317595,-0.00018746057395173588,-0.09388638326465625,0.04786740752809462,-0.024093768887382905,-1.0408340855860843e-16,-0.033725727526946137,-0.009631958639563232
0.6753544721919968,0.7441568710387576,-0.00047457177907891403,0.06927697062583985,0.005963689109437914,-0.021879896080276955,0.01350133156621619,0.0019403036255439354,0.0347678778708992,0.007776603705690056,0.0021930696175355697,0.024539419431715018,E09000007,Camden,-0.0033243619067144683,0.0022354358840870467,-0.00888314538764341,0.14283832268767893,0.06880239884676076,-1.6653345369377348e-16,0.07058895924612751,0.0017865603993667545
0.6580158595615064,0.6527893399970898,-0.0032018087432974717,-0.0020247108211193417,-0.007360251250640323,-0.011912145023420046,0.011767576641346448,0.004303010889416449,0.017242306420509376,-0.0182599195795574,-0.024201520441372137,0.02319442277930082,E09000008,Croydon,-0.005602572050366826,-0.0008829515811417892,-0.08075918454278509,0.07324128929084688,-0.005226519564416665,1.48318857196017e-16,0.011770006106016861,0.016996525670433527
0.6188923567579153,0.6890039489297715,-0.0009161877796112564,0.07102777995146742,-0.007789763909600573,-0.011368061199375898,0.010940655420019442,0.007300981909345772,0.02100660650857545,0.02817802170145276,0.0030854759713941442,0.018757675770045064,E09000009,Ealing,-0.003299204195967334,0.001356038288508751,-0.005949039914095962,0.1494702174833374,0.07011159217185614,-2.7755575615628914e-17,0.07044503822220993,0.0003334460503537917
0.6192990327979259,0.6027347828655579,-0.0026132883562844256,-0.013950961576083547,-0.017743404648317904,-0.009238137104028482,0.015203632917890696,0.009164620478171263,-0.0030134062194917314,-0.014340908302642461,0.009274707597529082,-0.005871354651478435,E09000010,Enfield,-0.005566374183738363,0.0005778149299677176,-0.07933605781907875,0.05222155921090071,-0.016564249932367936,3.642919299551295e-17,-0.011602812712530719,0.004961437219837217
0.644362839821988,0.6167925088456911,-0.0025053573280745967,-0.02506497364822229,-0.007844442970063288,-0.004694372164769996,0.009011031399315928,0.0010224264074427602,-0.03078110466572262,-0.009553238138498073,0.008451958133698667,0.0068174110222997365,E09000011,Greenwich,-0.003935111120949816,-0.0011426691519162183,-0.07904071789149086,0.027984163090851746,-0.02757033097629691,-2.42861286636753e-17,-0.02482661429669286,0.002743716679604047
0.6953454630758509,0.683768787237112,-0.006125839585138558,-0.00545083625360031,-0.004295400964598857,-0.01991712490175627,0.012361811483142523,0.005724874798074047,0.012445946373697104,-0.005975557285633008,-0.0062125227345655055,-0.0057087026070989,E09000012,Hackney,-0.009184106628780742,-0.002697616204299175,-0.07980861202328265,0.06735781803992935,-0.011576675838738892,-2.42861286636753e-17,-0.022995558057859244,-0.011418882219120352
0.7319233097124359,0.7408355952083827,-0.0042592037167562095,0.01317148921270303,-0.0042650116705381085,-0.023565987931192887,0.017927277095856283,0.005644518789118501,-0.016475706545197057,0.016046027839619975,-0.0018472200907612242,0.015448388009041336,E09000013,Hammersmith and Fulham,-0.007681055961731201,-0.0008836689540871307,-0.05657376379635458,0.07893194841375109,0.008912285495946803,-1.734723475976807e-17,0.007554459523976709,-0.0013578259719700947
0.6534907159518017,0.681837280684114,-0.006316937689380039,0.034663502421692347,-0.03104315688287883,-0.008102895243744954,0.020562551870603882,0.01226656256663986,-0.012916958402072777,0.02763366769529925,0.008566779328620207,0.011380013799845663,E09000014,Haringey,-0.010828427556944083,-0.0020164885065619286,-0.032343173691809314,0.09925397834163326,0.02834656473231223,-7.632783294297951e-17,0.02700264901947591,-0.0013439157128363188
0.6195947037549572,0.6094112297426839,-0.0032813861608240623,-0.006902087851449159,-0.01271679325648939,0.0006445185886787782,0.002139470198239654,0.006651418308746896,-0.019198868783042375,0.00483202750404128,0.0016037119137657,0.005861041513786237,E09000015,Harrow,-0.005035597690032056,-0.0013660513670079846,-0.08279786684698481,0.07372225668127218,-0.010183474012273264,-4.2500725161431774e-17,-0.012662019379743983,-0.002478545367470719
0.596381510344417,0.651816381052152,-2.1569465008739342e-05,0.05545644017274371,-0.005839565022767794,0.005243956262367434,0.004067544403039064,-0.0034935051076474435,0.01921050008844409,0.006255402733749676,0.025741644335314097,0.0042488930152358535,E09000016,Havering,-0.0011749892239888084,0.0011673921170390516,-0.024226802880716842,0.13048956188895236,0.05543487070773501,3.469446951953614e-17,0.039187199610067225,-0.016247671097667782
0.5917879603542031,0.5981859343631584,-0.0004586375250111315,0.006856611533966432,-0.007876528532043302,-1.0134970888323162e-05,0.007052521858736447,0.00037550411918404667,-0.004964291646667829,0.020450849139697316,-0.001190950772664038,-0.007438995186399016,E09000017,Hillingdon,-0.0019613441171777183,0.0009820785011101373,-0.079818536907933,0.09180386972883448,0.006397974008955254,-4.683753385137379e-17,0.0033566539257162686,-0.0030413200832389853
0.584840235801163,0.5786104450527136,-0.0021845946492110692,-0.004045196099238299,-0.021273368781164138,0.004072674809066585,0.008722353319557922,0.00629374600332856,-0.04001252025916202,0.016342585811324268,-0.005595450663300603,0.025220189011900058,E09000018,Hounslow,-0.005767110052627398,0.0014879707336888134,-0.08929656007647842,0.07953624638392841,-0.006229790748449315,5.2909066017292616e-17,-0.005065608599857718,0.001164182148591597
0.7354681754917438,0.7546019134337614,-0.0034981083226255437,0.022631846264643096,-0.0075156415624318355,-0.014389185835339945,0.014994561865594476,0.0034121572095517625,0.01031309126051625,-0.0020105840124690125,0.009378210989476424,0.004951128027119435,E09000019,Islington,-0.0064374318370162345,-0.0006489865602965571,-0.04501752776938962,0.0891020781983706,0.01913373794201756,6.938893903907228e-18,0.016406177620278295,-0.002727560321739264
0.6685202492621536,0.7068464655679119,0.0010755347148360024,0.0372506815909222,0.0027459973414742022,-0.03355539829244541,0.02556682645450913,0.0063181092112980786,0.0025265332637668917,-0.0031928704362672736,0.0027962981292776854,0.0351207206341449,E09000020,Kensington and Chelsea,-0.0033985974288162353,0.0055462137576566435,-0.036589273792800026,0.11097605777157639,0.038326216305758276,7.632783294297951e-17,0.0502896110973704,0.011963394791612125
0.6433113778289664,0.7001886045550195,-0.0012572046195927049,0.05813443134564583,-0.019701429802560184,-0.003132307017719368,0.012555932565399115,0.009020599635287733,0.044727174689707105,0.006121566864080333,0.005488656197775156,0.0017970335940832376,E09000021,Kingston upon Thames,-0.004507112340090921,0.001969272886171668,-0.025169905787661206,0.13144774105471357,0.05687722672605311,-1.3877787807814457e-17,0.04879605154411881,-0.008081175181934297
0.691759809027846,0.7187563893827276,-0.0078004728766877165,0.03479705323156928,-0.004694998626550484,-0.028664364831668166,0.0185428381706784,0.007016052410852529,-0.008272522249677916,0.02541766830585107,0.005913213002727371,0.01173869417266875,E09000022,Lambeth,-0.011439500115111079,-0.0039048343049955265,-0.029718843263195394,0.09422881581267356,0.026996580354881616,5.551115123125783e-17,0.02139138286117226,-0.005605197493709357
0.7179832484883661,0.6869698614187496,-0.007931859326381189,-0.02308152774323533,-0.015359569882729346,-0.013188334322936243,0.015113477686172234,0.005502567193112164,-0.024243459124226617,-0.006205660192802877,0.010745672009965858,-0.0033780804361716907,E09000023,Lewisham,-0.01150808469287844,-0.004146531391465949,-0.0933796304531568,0.05196843000736402,-0.031013387069616538,-2.0816681711721685e-17,-0.029737505607567716,0.0012758814620488224
0.6830620375983741,0.662982650335193,-0.007279554527633852,-0.01279983273554731,-0.02376053591020538,-0.00454243263761105,0.01433869239970785,0.0066847216204747265,-0.004454157341869876,-0.01779095489196195,0.0005504359956513601,0.008894843502633155,E09000024,Merton,-0.010254840462678931,-0.004162470361060908,-0.08420491470592074,0.058855671433857816,-0.020079387263181148,1.3877787807814457e-17,-0.023511865044854363,-0.0034324777816732155
0.5836839019341862,0.5589492405014567,-0.0015580939149981736,-0.0231765675177312,-0.006643350146557167,-0.0034205412156086217,0.005189605232580441,0.0033161922145871743,-0.04431901508437773,0.031746769833542125,-0.0010721698987380783,-0.009532152368157519,E09000025,Newham,-0.003314338020602943,0.00014546561234374172,-0.1054289608704552,0.0602208473426041,-0.02473466143272951,-1.3530843112619095e-16,-0.034532178171080896,-0.009797516738351386
0.5946510723126315,0.5965371228192119,-0.0009135500615260585,0.002799600568106436,-0.008586306792610644,-0.00019856623321157132,0.004587865001614621,0.0032834579626815352,-0.011466368536335545,0.00036606214936206325,-0.0018261945809002413,0.01572610153598016,E09000026,Redbridge,-0.002099370213464155,0.00026507196124118926,-0.06536882409752327,0.07143109938309328,0.0018860505065804167,3.903127820947816e-17,0.011391859620048739,0.009505809113468322
0.7326589191488099,0.7737267810528181,-0.0038880265512058997,0.044955888455214,-0.01985205245296358,-0.021582024943950513,0.024124344634545533,0.013421706211162659,0.03801198221112711,-0.016867651882205584,-0.005444920804659259,0.02925647893095173,E09000027,Richmond upon Thames,-0.0073634361900757235,-0.0005772414937895673,-0.01875774248531554,0.10896971683218268,0.04106786190400824,1.457167719820518e-16,0.046672847872674894,0.005604985968666654
0.6753213008664856,0.7229055078904261,-0.0026451268907442347,0.050229333914684815,-0.0011869242783750676,-0.023622756174009732,0.016494308680667064,0.005670244880973502,0.02048668243178465,0.01286252648713993,-0.008152188773332122,0.025032313769092353,E09000028,Southwark,-0.006315085695677903,0.0008099500390775483,-0.02300795361311399,0.12187086041155004,0.047584207023940506,-7.632783294297951e-17,0.05261224833853251,0.005028041314592002
