year,survey_wave,calendar_year,geography_code,geography_name,inner_outer,age_band,respondent_n,effective_n,inactive_rate,fairly_active_rate,active_rate,population,population_share
1,2015/16,2016,E09000021,Kingston upon Thames,Outer London,65+,105.0,75.26817664945811,0.3021140985026045,0.10657735775351021,0.5913085437438854,22897,0.16873995902545433
1,2015/16,2016,E09000022,Lambeth,Inner London,16–34,342.0,162.57951837420381,0.15335609585665647,0.06866355078601519,0.7779803533573284,126475,0.46459730002755073
1,2015/16,2016,E09000022,Lambeth,Inner London,35–54,407.0,208.66999101848816,0.20587423710804487,0.11105063223272896,0.6830751306592261,95552,0.35100376526770133
1,2015/16,2016,E09000022,Lambeth,Inner London,55–64,111.0,51.76053499376984,0.27446297064823105,0.1503124380474746,0.5752245913042944,25131,0.09231701717329414
1,2015/16,2016,E09000022,Lambeth,Inner London,65+,113.0,72.28963646788868,0.4998748869385449,0.09345160873629907,0.40667350432515614,25067,0.09208191753145376
1,2015/16,2016,E09000023,Lewisham,Inner London,16–34,139.0,52.618363091007275,0.0958637610033674,0.09412641037010729,0.8100098286265253,91926,0.38663195393693667
1,2015/16,2016,E09000023,Lewisham,Inner London,35–54,218.0,127.75838957863704,0.11197820971182293,0.17032877218712525,0.7176930181010518,92758,0.39013126627159206
1,2015/16,2016,E09000023,Lewisham,Inner London,55–64,51.0,28.290475475107307,0.4658530671472298,0.06773745054487494,0.46640948230789525,25656,0.10790667939653686
1,2015/16,2016,E09000023,Lewisham,Inner London,65+,72.0,53.30838481762429,0.31449305252230086,0.03967050874782948,0.6458364387298695,27421,0.11533010039493441
1,2015/16,2016,E09000024,Merton,Outer London,16–34,120.0,67.43459419815733,0.12044242991505834,0.05881466853058758,0.8207429015543538,60570,0.351248535739553
1,2015/16,2016,E09000024,Merton,Outer London,35–54,236.0,149.57996088932936,0.16532814711740448,0.17616392430202518,0.6585079285805703,66590,0.3861588244163255
1,2015/16,2016,E09000024,Merton,Outer London,55–64,84.0,44.245232501389225,0.15412144476998926,0.21636595554254032,0.6295125996874705,19827,0.11497778963361593
1,2015/16,2016,E09000024,Merton,Outer London,65+,76.0,53.954070506688645,0.47868775752610915,0.05991773993183681,0.4613945025420538,25455,0.14761485021050555
1,2015/16,2016,E09000025,Newham,Inner London,16–34,207.0,94.18478103979373,0.22121663596632782,0.08326034872659556,0.6955230153070765,119222,0.460442824094636
1,2015/16,2016,E09000025,Newham,Inner London,35–54,181.0,97.24503195273459,0.38793719996089565,0.14393775026978248,0.46812504976932207,92959,0.3590134747363177
1,2015/16,2016,E09000025,Newham,Inner London,55–64,41.0,24.0067649913354,0.38590724674775423,0.09551623796883128,0.5185765152834144,24446,0.0944119816629269
1,2015/16,2016,E09000025,Newham,Inner London,65+,54.0,39.73355570298689,0.440984328701996,0.020163276048615914,0.5388523952493879,22302,0.08613171950611943
1,2015/16,2016,E09000026,Redbridge,Outer London,16–34,219.0,127.2944498649513,0.18751569752203817,0.16665431431801614,0.6458299881599456,84229,0.3577089031205939
1,2015/16,2016,E09000026,Redbridge,Outer London,35–54,368.0,185.2103669134616,0.24021465969884123,0.1650531090566742,0.5947322312444846,86355,0.3667377308169263
1,2015/16,2016,E09000026,Redbridge,Outer London,55–64,163.0,85.09147694769811,0.2383414238096354,0.1353872489872192,0.6262713272031455,28689,0.12183821156165593
1,2015/16,2016,E09000026,Redbridge,Outer London,65+,216.0,147.45184984290142,0.423554055601759,0.12614936510999297,0.4502965792882481,36195,0.1537151545008239
1,2015/16,2016,E09000027,Richmond upon Thames,Outer London,16–34,93.0,54.36583917637595,0.14079745803371688,0.1047081182296115,0.7544944237366717,41562,0.26669490057173656
1,2015/16,2016,E09000027,Richmond upon Thames,Outer London,35–54,189.0,113.09898039403977,0.12561292949336292,0.09231955438859782,0.7820675161180393,64612,0.41460206235842945
1,2015/16,2016,E09000027,Richmond upon Thames,Outer London,55–64,94.0,59.147060746198825,0.095814381500176,0.08397775351936465,0.8202078649804594,20504,0.13156999762578525
1,2015/16,2016,E09000027,Richmond upon Thames,Outer London,65+,131.0,94.96797450361181,0.26614481138550494,0.20333662177473036,0.5305185668397645,29163,0.18713303944404874
1,2015/16,2016,E09000028,Southwark,Inner London,16–34,170.0,91.79434625248643,0.16189300905396867,0.1285163085335218,0.7095906824125097,112310,0.4464754241735176
1,2015/16,2016,E09000028,Southwark,Inner London,35–54,210.0,128.09262992173572,0.1541497943698679,0.1548101692215161,0.691040036408616,90443,0.35954569306851974
1,2015/16,2016,E09000028,Southwark,Inner London,55–64,62.0,30.674468888549946,0.17929343406994538,0.10833368171684953,0.712372884213205,25004,0.09940051202951325
1,2015/16,2016,E09000028,Southwark,Inner London,65+,64.0,33.112552487316435,0.4718540869231754,0.11329628763685527,0.41484962543996917,23791,0.09457837072844943
1,2015/16,2016,E09000029,Sutton,Outer London,16–34,113.0,60.27295512665029,0.09978343541298852,0.09841871922354786,0.8017978453634635,47577,0.29504567356886385
1,2015/16,2016,E09000029,Sutton,Outer London,35–54,183.0,96.94746612524715,0.21123653633275838,0.14016357173847704,0.6485998919287645,61911,0.3839370430317576
1,2015/16,2016,E09000029,Sutton,Outer London,55–64,84.0,50.4985392809567,0.2725313628724978,0.1642650697193651,0.5632035674081368,21406,0.1327479178681947
1,2015/16,2016,E09000029,Sutton,Outer London,65+,117.0,76.66192607437392,0.3695010646160755,0.1081399088070152,0.5223590265769094,30359,0.18826936553118392
1,2015/16,2016,E09000030,Tower Hamlets,Inner London,16–34,248.0,139.0084434924529,0.129857726686149,0.14694635099648692,0.723195922317364,126383,0.5426328963921222
1,2015/16,2016,E09000030,Tower Hamlets,Inner London,35–54,167.0,85.12558196768401,0.31169190937016567,0.05283208321306213,0.6354760074167723,73830,0.3169934780835269
1,2015/16,2016,E09000030,Tower Hamlets,Inner London,55–64,51.0,17.586769758672315,0.20803766828367418,0.0543125082492533,0.7376498234670724,16515,0.07090813071311726
1,2015/16,2016,E09000030,Tower Hamlets,Inner London,65+,28.0,14.030059940607597,0.6010521619637091,0.1674703558553188,0.2314774821809723,16179,0.06946549481123367
1,2015/16,2016,E09000031,Waltham Forest,Outer London,16–34,127.0,89.20152418306338,0.21849519030553297,0.1325071421827308,0.6489976675117362,84152,0.3854719686316185
1,2015/16,2016,E09000031,Waltham Forest,Outer London,35–54,202.0,118.67692935091384,0.244752719497645,0.13952371151014897,0.615723568992206,82903,0.37975072030928636
1,2015/16,2016,E09000031,Waltham Forest,Outer London,55–64,81.0,36.00892707938171,0.30796798958936217,0.04913418792333169,0.6428978224873063,24077,0.11028862758750212
1,2015/16,2016,E09000031,Waltham Forest,Outer London,65+,82.0,56.35529732035129,0.4300854721680301,0.018557413606388847,0.551357114225581,27177,0.12448868347159302
1,2015/16,2016,E09000032,Wandsworth,Inner London,16–34,147.0,85.50146200176829,0.10805115349350095,0.06692986426399777,0.8250189822425014,122956,0.45365191339895805
1,2015/16,2016,E09000032,Wandsworth,Inner London,35–54,210.0,129.5952147927349,0.14897252051577442,0.17030621456581718,0.6807212649184086,94870,0.35002730264614296
1,2015/16,2016,E09000032,Wandsworth,Inner London,55–64,59.0,34.39563326868092,0.25773975158760565,0.10781327711894452,0.63444697129345,23699,0.08743856904617837
1,2015/16,2016,E09000032,Wandsworth,Inner London,65+,65.0,32.07492471873628,0.3344916477628704,0.22405877842105296,0.4414495738160769,29511,0.10888221490872062
1,2015/16,2016,E09000033,Westminster,Inner London,16–34,122.0,74.66360660634192,0.15341611636001118,0.16631382456503366,0.680270059074955,73035,0.40053195864981217
1,2015/16,2016,E09000033,Westminster,Inner London,35–54,165.0,85.39104611998404,0.17024513974472547,0.1430729382005218,0.6866819220547528,64904,0.35594066193205187
1,2015/16,2016,E09000033,Westminster,Inner London,55–64,89.0,25.29900835769239,0.31982440067294443,0.09739240244833512,0.5827831968787207,19503,0.10695659327099728
1,2015/16,2016,E09000033,Westminster,Inner London,65+,114.0,72.40319879752045,0.34665237187222586,0.16242206890900918,0.490925559218765,24903,0.13657078614713866
2,2016/17,2017,E09000002,Barking and Dagenham,Outer London,16–34,263.0,174.99757356283672,0.3357062013997632,0.14129527768499806,0.5229985209152386,58524,0.37493032999557957
2,2016/17,2017,E09000002,Barking and Dagenham,Outer London,35–54,394.0,247.24047542866336,0.2616538085039211,0.19133330805971208,0.5470128834363667,60759,0.3892487171109531
2,2016/17,2017,E09000002,Barking and Dagenham,Outer London,55–64,134.0,78.39746105650988,0.41981581425836867,0.10035230331983892,0.47983188242179237,17519,0.11223437309808897
2,2016/17,2017,E09000002,Barking and Dagenham,Outer London,65+,155.0,111.37260349114072,0.4530571703629933,0.16147543906948708,0.3854673905675196,19291,0.12358657979537839
2,2016/17,2017,E09000003,Barnet,Outer London,16–34,219.0,141.9133406740155,0.29454078563282887,0.10356847586854437,0.6018907384986267,101444,0.33363152009471814
2,2016/17,2017,E09000003,Barnet,Outer London,35–54,376.0,249.8570513623621,0.2199183177198565,0.15354053191801662,0.6265411503621268,111235,0.36583240149970403
2,2016/17,2017,E09000003,Barnet,Outer London,55–64,148.0,90.65618455168585,0.24316188907462044,0.12806288460384027,0.6287752263215394,37961,0.12484706965730448
2,2016/17,2017,E09000003,Barnet,Outer London,65+,250.0,177.79036471974487,0.4246985946495926,0.1479493732939225,0.4273520320564849,53420,0.17568900874827337
2,2016/17,2017,E09000004,Bexley,Outer London,16–34,106.0,63.075743596423976,0.17734477237125604,0.1928557139996153,0.6297995136291287,58004,0.2986125769003063
2,2016/17,2017,E09000004,Bexley,Outer London,35–54,183.0,110.52542002680605,0.1926458678338978,0.16856443160276538,0.6387897005633368,68315,0.3516950243249504
2,2016/17,2017,E09000004,Bexley,Outer London,55–64,81.0,48.362091296695745,0.27087571097383806,0.08911714029570379,0.6400071487304583,27557,0.14186722952971761
2,2016/17,2017,E09000004,Bexley,Outer London,65+,119.0,86.58929607657713,0.34712526862095144,0.19702555727728702,0.45584917410176146,40369,0.20782516924502561
2,2016/17,2017,E09000005,Brent,Outer London,16–34,139.0,85.69071027379388,0.3094733804854453,0.12148031552074282,0.5690463039938118,104497,0.382446483404274
2,2016/17,2017,E09000005,Brent,Outer London,35–54,181.0,104.64766196605446,0.2800749483182685,0.08182782530504606,0.6380972263766854,98935,0.3620902306822382
2,2016/17,2017,E09000005,Brent,Outer London,55–64,68.0,39.196825459701365,0.22837662318955185,0.24327763175429018,0.528345745056158,32844,0.1202050996768326
2,2016/17,2017,E09000005,Brent,Outer London,65+,87.0,64.06009443799633,0.29540983131785037,0.20678537060591257,0.4978047980762371,36957,0.13525818623665517
2,2016/17,2017,E09000006,Bromley,Outer London,16–34,99.0,64.94761283461273,0.12541529649648014,0.09006374893165432,0.7845209545718659,70847,0.2687976628599613
2,2016/17,2017,E09000006,Bromley,Outer London,35–54,183.0,110.07632964421374,0.10683367909975958,0.1538213082310992,0.7393450126691411,98235,0.37270933717797927
2,2016/17,2017,E09000006,Bromley,Outer London,55–64,80.0,41.51968818194756,0.1195102785639281,0.11722038764368013,0.7632693337923917,36953,0.14020184391243312
2,2016/17,2017,E09000006,Bromley,Outer London,65+,129.0,95.34357151495615,0.29095234945032444,0.1677158390964252,0.5413318114532502,57535,0.2182911560496263
2,2016/17,2017,E09000007,Camden,Inner London,16–34,160.0,107.31376717345219,0.1405920435964134,0.18199874049806447,0.677409215905522,77679,0.4233857121833968
2,2016/17,2017,E09000007,Camden,Inner London,35–54,156.0,95.23621006968969,0.10024512829321837,0.105482209792519,0.7942726619142626,61637,0.33594955061017817
2,2016/17,2017,E09000007,Camden,Inner London,55–64,68.0,35.703323715046515,0.11918132732437856,0.048730845931604955,0.8320878267440165,18939,0.10322612292950929
2,2016/17,2017,E09000007,Camden,Inner London,65+,103.0,66.9546961922,0.27686900473120923,0.11802977565595343,0.6051012196128371,25216,0.1374386142769157
2,2016/17,2017,E09000008,Croydon,Outer London,16–34,114.0,71.7552512844865,0.16551594226470143,0.1473268249900036,0.687157232745295,98121,0.3241451304396661
2,2016/17,2017,E09000008,Croydon,Outer London,35–54,189.0,111.63744983026612,0.1908067116367667,0.17346771081062637,0.6357255775526072,112791,0.372607835299481
2,2016/17,2017,E09000008,Croydon,Outer London,55–64,69.0,39.65526584856743,0.20313189671934548,0.08478980627762121,0.7120782970030332,41200,0.13610521064924166
2,2016/17,2017,E09000008,Croydon,Outer London,65+,122.0,72.45958110973562,0.3124643718961166,0.1719545578788069,0.5155810702250765,50595,0.16714182361161123
2,2016/17,2017,E09000009,Ealing,Outer London,16–34,127.0,74.24609091993969,0.24738843824215492,0.13994866966550784,0.6126628920923373,101684,0.35294934362612723
2,2016/17,2017,E09000009,Ealing,Outer London,35–54,187.0,99.68631996871115,0.36775191186603057,0.15387296109842294,0.4783751270355464,109607,0.38045040229366395
2,2016/17,2017,E09000009,Ealing,Outer London,55–64,66.0,35.10375349140749,0.358819699036593,0.11187220384047428,0.5293080971229326,35252,0.12236114100063172
2,2016/17,2017,E09000009,Ealing,Outer London,65+,107.0,74.75384883099812,0.3203405370413228,0.17653054758582518,0.503128915372852,41555,0.1442391130795771
2,2016/17,2017,E09000010,Enfield,Outer London,16–34,200.0,138.86943142280208,0.3065596026108733,0.10473376497097456,0.5887066324181521,84185,0.3271963372355145
2,2016/17,2017,E09000010,Enfield,Outer London,35–54,379.0,230.41539762701348,0.23947472164435993,0.1343104958203978,0.6262147825352423,96197,0.3738825925407708
2,2016/17,2017,E09000010,Enfield,Outer London,55–64,174.0,105.9330110010563,0.27530298626521,0.09698853566984834,0.6277084780649416,33910,0.13179578066943395
2,2016/17,2017,E09000010,Enfield,Outer London,65+,231.0,163.11725685982208,0.2918389577152832,0.17331849499383406,0.5348425472908828,43000,0.16712528955428074
2,2016/17,2017,E09000011,Greenwich,Outer London,16–34,280.0,171.0808644975969,0.13426300859430365,0.16169650126874016,0.7040404901369562,83039,0.37484990475158675
2,2016/17,2017,E09000011,Greenwich,Outer London,35–54,388.0,222.78062940156795,0.24212508781347927,0.13139026886292374,0.6264846433235969,84330,0.3806776631185504
2,2016/17,2017,E09000011,Greenwich,Outer London,55–64,137.0,75.20535148650039,0.23978303186542282,0.12191328294951438,0.6383036851850628,25368,0.11451477478941524
2,2016/17,2017,E09000011,Greenwich,Outer London,65+,171.0,118.65182644105653,0.31908528003668063,0.08476218010057558,0.5961525398627437,28789,0.12995765734044762
2,2016/17,2017,E09000012,Hackney,Inner London,16–34,167.0,103.99965814208636,0.12580062976930928,0.09193513041556378,0.7822642398151268,95911,0.4552730138085225
2,2016/17,2017,E09000012,Hackney,Inner London,35–54,201.0,105.52863609937445,0.17959467041136368,0.12655798905651533,0.6938473405321209,75567,0.3587035463551482
2,2016/17,2017,E09000012,Hackney,Inner London,55–64,55.0,28.77755441139232,0.34231948161821224,0.1303441276463702,0.5273363907354173,20211,0.09593813933838713
2,2016/17,2017,E09000012,Hackney,Inner London,65+,50.0,30.63251332846567,0.31663490561088886,0.05536772054853664,0.6279973738405745,18978,0.09008530049794225
2,2016/17,2017,E09000013,Hammersmith and Fulham,Inner London,16–34,144.0,84.59028833251811,0.15173870726043492,0.09881803531351406,0.749443257426051,68752,0.43651232040024635
2,2016/17,2017,E09000013,Hammersmith and Fulham,Inner London,35–54,186.0,115.0945784027229,0.17555029576622835,0.04492338149425623,0.7795263227395155,54970,0.3490092252211069
2,2016/17,2017,E09000013,Hammersmith and Fulham,Inner London,55–64,64.0,40.22642115280717,0.17352073911184815,0.16593482158336753,0.6605444393047841,15417,0.09788384983143178
2,2016/17,2017,E09000013,Hammersmith and Fulham,Inner London,65+,90.0,61.29601374100923,0.3092753062506098,0.24787714270390357,0.4428475510454866,18364,0.11659460454721497
2,2016/17,2017,E09000014,Haringey,Inner London,16–34,263.0,163.2593413906081,0.1916439320874534,0.14491543764480852,0.663440630267738,86758,0.3912106345369936
2,2016/17,2017,E09000014,Haringey,Inner London,35–54,382.0,217.06371652606452,0.18864726484634622,0.146799417467026,0.6645533176866276,85245,0.38438818945925474
2,2016/17,2017,E09000014,Haringey,Inner London,55–64,158.0,97.62917848243886,0.2101899154542502,0.12350443263673674,0.666305651909013,23965,0.10806338155189207
2,2016/17,2017,E09000014,Haringey,Inner London,65+,179.0,129.60400633769595,0.22747998339732076,0.14473965470812777,0.6277803618945514,25800,0.1163377944518596
2,2016/17,2017,E09000015,Harrow,Outer London,16–34,106.0,68.24714431998535,0.21794596409348302,0.20520709234287252,0.5768469435636441,67701,0.32904655672688565
2,2016/17,2017,E09000015,Harrow,Outer London,35–54,177.0,91.47277322432193,0.2732740561010116,0.1843967729042687,0.5423291709947197,72325,0.3515205420196453
2,2016/17,2017,E09000015,Harrow,Outer London,55–64,76.0,47.901748713410846,0.416446294345599,0.1070082350762198,0.47654547057818103,27942,0.13580624936208682
2,2016/17,2017,E09000015,Harrow,Outer London,65+,118.0,75.6512820904106,0.33862357006126037,0.23246638178645718,0.42891004815228245,37781,0.18362665189138222
2,2016/17,2017,E09000016,Havering,Outer London,16–34,87.0,58.84770782159567,0.22691012467193875,0.15989620518777145,0.6131936701402897,62207,0.30062437779689355
2,2016/17,2017,E09000016,Havering,Outer London,35–54,164.0,111.55831985141127,0.18881976789156804,0.1397733221204311,0.6714069099880009,68759,0.33228787102635726
2,2016/17,2017,E09000016,Havering,Outer London,55–64,85.0,52.784165703459415,0.3766759349791697,0.21448927866959938,0.4088347863512309,29753,0.14378570116853367
2,2016/17,2017,E09000016,Havering,Outer London,65+,151.0,108.93427178230574,0.39884163524240607,0.10065690160178392,0.50050146315581,46207,0.22330205000821549
2,2016/17,2017,E09000017,Hillingdon,Outer London,16–34,103.0,58.70213259959519,0.15683828440973913,0.1575990245370963,0.6855626910531645,80843,0.34374362201510306
2,2016/17,2017,E09000017,Hillingdon,Outer London,35–54,192.0,123.4004205299336,0.25006286686666057,0.14729913261775499,0.6026380005155845,85015,0.36148292400843596
2,2016/17,2017,E09000017,Hillingdon,Outer London,55–64,94.0,50.94766138240211,0.2314087214314126,0.15504163840797638,0.6135496401606106,30135,0.12813371657935915
2,2016/17,2017,E09000017,Hillingdon,Outer London,65+,99.0,69.4521213050449,0.35767622801339355,0.1583279014286985,0.48399587055790766,39191,0.16663973739710183
2,2016/17,2017,E09000018,Hounslow,Outer London,16–34,108.0,61.01992452234881,0.25997117793408786,0.10916605091939457,0.6308627711465176,78722,0.35505461893035295
2,2016/17,2017,E09000018,Hounslow,Outer London,35–54,197.0,107.22457955850797,0.31957511653481196,0.16393399976390316,0.5164908837012847,85048,0.3835863574450428
2,2016/17,2017,E09000018,Hounslow,Outer London,55–64,60.0,31.79882020085542,0.28467735657318016,0.21536753805660977,0.49995510537021,26638,0.12014360584165472
2,2016/17,2017,E09000018,Hounslow,Outer London,65+,109.0,65.50015314909972,0.4222372741899651,0.1710202751821712,0.4067424506278637,31310,0.14121541778294952
2,2016/17,2017,E09000019,Islington,Inner London,16–34,154.0,89.74233776613335,0.1297174851345199,0.16466111451503554,0.7056214003504446,88645,0.47245332494790193
2,2016/17,2017,E09000019,Islington,Inner London,35–54,167.0,103.12412643493845,0.15153636396246392,0.1565122905049309,0.6919513455326052,61366,0.32706380211803204
2,2016/17,2017,E09000019,Islington,Inner London,55–64,83.0,42.00859781911291,0.18670079530088182,0.13038594951117494,0.6829132551879431,17984,0.09584974443976613
2,2016/17,2017,E09000019,Islington,Inner London,65+,77.0,51.39474743211688,0.373199043978208,0.13039922907148452,0.4964017269503075,19632,0.10463312849429986
2,2016/17,2017,E09000020,Kensington and Chelsea,Inner London,16–34,97.0,59.412843792605436,0.13924060456685897,0.06790922573612106,0.7928501696970198,43521,0.3428929350866273
2,2016/17,2017,E09000020,Kensington and Chelsea,Inner London,35–54,172.0,110.30026264964027,0.20094347714363486,0.13736721728402196,0.6616893055723434,46634,0.3674196166179495
2,2016/17,2017,E09000020,Kensington and Chelsea,Inner London,55–64,65.0,35.71659556273308,0.1866238732062205,0.1279683929562498,0.6854077338375295,16021,0.12622613710674976
2,2016/17,2017,E09000020,Kensington and Chelsea,Inner London,65+,158.0,101.76721408494681,0.3673281405521802,0.10143217520777979,0.5312396842400401,20747,0.16346131118867344
2,2016/17,2017,E09000021,Kingston upon Thames,Outer London,16–34,102.0,67.70823133245136,0.10183869349567506,0.12887155008512663,0.7692897564191982,45071,0.3321248295936038
2,2016/17,2017,E09000021,Kingston upon Thames,Outer London,35–54,178.0,116.93691530040113,0.17937227883451315,0.17330788672642258,0.6473198344390643,50648,0.3732213256696511
2,2016/17,2017,E09000021,Kingston upon Thames,Outer London,55–64,79.0,45.25353527555197,0.1981133348714086,0.06968586936886026,0.7322007957597311,16830,0.12401901182712502
2,2016/17,2017,E09000021,Kingston upon Thames,Outer London,65+,115.0,87.15367871744441,0.343936377284068,0.15325055959233896,0.5028130631235932,23156,0.17063483290962014
2,2016/17,2017,E09000022,Lambeth,Inner London,16–34,329.0,221.0390953447306,0.16603143130475062,0.12615125399970747,0.707817314695542,125842,0.46036275306013447
2,2016/17,2017,E09000022,Lambeth,Inner London,35–54,411.0,247.2831800723878,0.18927111686078243,0.10157640591420776,0.7091524772250098,95641,0.34987964324648624
2,2016/17,2017,E09000022,Lambeth,Inner London,55–64,130.0,77.31796218803262,0.2151435474281599,0.07430013418287115,0.710556318388969,26479,0.09686706614865705
2,2016/17,2017,E09000022,Lambeth,Inner London,65+,122.0,83.93170193129015,0.3287536239366364,0.11456038726817719,0.5566859887951865,25392,0.09289053754472223
2,2016/17,2017,E09000023,Lewisham,Inner London,16–34,149.0,88.86597037324735,0.18673727225881823,0.15561065068506216,0.6576520770561195,91709,0.3825129090651251
2,2016/17,2017,E09000023,Lewisham,Inner London,35–54,192.0,112.19863470432682,0.19447583263865656,0.15254316123622416,0.6529810061251193,93491,0.38994552749901984
2,2016/17,2017,E09000023,Lewisham,Inner London,55–64,65.0,34.567566699127504,0.29803915545451776,0.13810252480400456,0.5638583197414776,27076,0.11293242239962628
2,2016/17,2017,E09000023,Lewisham,Inner London,65+,71.0,52.06399995531651,0.5233327495786493,0.09608673025395259,0.3805805201673981,27478,0.1146091410362288
2,2016/17,2017,E09000024,Merton,Outer London,16–34,118.0,78.52295448362334,0.11013250542098776,0.1575883288016991,0.7322791657773133,59132,0.34304079454216363
2,2016/17,2017,E09000024,Merton,Outer London,35–54,203.0,118.36597024619337,0.15494602395331777,0.18640954035790697,0.6586444356887753,67135,0.38946837146702556
2,2016/17,2017,E09000024,Merton,Outer London,55–64,72.0,38.993956259582845,0.3167155053741814,0.0678522085953624,0.6154322860304564,20438,0.11856638975263378
2,2016/17,2017,E09000024,Merton,Outer London,65+,96.0,63.16104061665054,0.22241597464586382,0.20114919665616385,0.5764348286979724,25671,0.148924444238177
2,2016/17,2017,E09000025,Newham,Inner London,16–34,213.0,132.50659124038194,0.22470686061343378,0.08713941351207855,0.6881537258744876,117834,0.45060113803230545
2,2016/17,2017,E09000025,Newham,Inner London,35–54,167.0,98.07717835906477,0.24660752799093605,0.1583597097771344,0.5950327622319297,95366,0.36468275819872736
2,2016/17,2017,E09000025,Newham,Inner London,55–64,52.0,26.580183685222824,0.18588927064676514,0.20498938901878402,0.6091213403344509,25289,0.09670597772883015
2,2016/17,2017,E09000025,Newham,Inner London,65+,61.0,42.25782539102159,0.4077888561015428,0.18032424263355992,0.4118869012648976,23015,0.08801012604013705
2,2016/17,2017,E09000026,Redbridge,Outer London,16–34,235.0,150.1265335317955,0.21120521512429177,0.19350632222988307,0.595288462645825,83326,0.35161617014094015
2,2016/17,2017,E09000026,Redbridge,Outer London,35–54,380.0,251.58080954815816,0.2539532842344655,0.10074665226198679,0.6453000635035476,87659,0.36990041353700737
2,2016/17,2017,E09000026,Redbridge,Outer London,55–64,149.0,74.69014576444653,0.25156685507044446,0.16879902086227036,0.5796341240672853,29336,0.12379103721833067
2,2016/17,2017,E09000026,Redbridge,Outer London,65+,225.0,142.42582558924406,0.41039569816199534,0.19218135643504486,0.3974229454029598,36659,0.15469237910372183
2,2016/17,2017,E09000027,Richmond upon Thames,Outer London,16–34,95.0,60.299950813908055,0.18668652306574865,0.12202625711699931,0.6912872198172519,40576,0.2598077821958419
2,2016/17,2017,E09000027,Richmond upon Thames,Outer London,35–54,204.0,135.130693011853,0.13505427808957543,0.09569106638194355,0.7692546555284812,64814,0.4150034896303553
2,2016/17,2017,E09000027,Richmond upon Thames,Outer London,55–64,101.0,60.69567351315943,0.09070416045054264,0.10937746337776802,0.7999183761716893,21072,0.13492383641637373
2,2016/17,2017,E09000027,Richmond upon Thames,Outer London,65+,98.0,70.33735313160176,0.28107565695176256,0.09164332753445179,0.6272810155137856,29715,0.19026489175742908
2,2016/17,2017,E09000028,Southwark,Inner London,16–34,169.0,108.28620284212802,0.15032397855897667,0.0877986810227545,0.7618773404182689,111507,0.4414824962189299
2,2016/17,2017,E09000028,Southwark,Inner London,35–54,205.0,131.74427083936317,0.20056187919111498,0.12762863337503313,0.6718094874338519,90764,0.35935606990426566
2,2016/17,2017,E09000028,Southwark,Inner London,55–64,65.0,39.16205318878803,0.23661699152212848,0.22463019179732197,0.5387528166805496,26176,0.10363695392241482
2,2016/17,2017,E09000028,Southwark,Inner London,65+,55.0,38.28063499728041,0.33740794825516596,0.10913320411807853,0.5534588476267557,24127,0.0955244799543896
2,2016/17,2017,E09000029,Sutton,Outer London,16–34,95.0,66.48229759276364,0.22436484961701803,0.20583180444027366,0.5698033459427084,47003,0.28986284812156193
2,2016/17,2017,E09000029,Sutton,Outer London,35–54,174.0,107.91337362705755,0.25599727661780547,0.056870757693264926,0.6871319656889298,62635,0.386263844692765
2,2016/17,2017,E09000029,Sutton,Outer London,55–64,89.0,48.10203946495652,0.20637463940791537,0.1534976600262269,0.6401277005658579,21953,0.13538197784849157
2,2016/17,2017,E09000029,Sutton,Outer London,65+,137.0,108.67343901703934,0.40481639287434973,0.12613291887424916,0.4690506882514012,30565,0.1884913293371815
2,2016/17,2017,E09000030,Tower Hamlets,Inner London,16–34,234.0,150.77268058992547,0.19246203133080333,0.12739816210179897,0.6801398065673977,126543,0.5349072156232827
2,2016/17,2017,E09000030,Tower Hamlets,Inner London,35–54,169.0,87.68977367537347,0.266607604864733,0.15610706989467688,0.5772853252405902,76426,0.32305871412266984
2,2016/17,2017,E09000030,Tower Hamlets,Inner London,55–64,37.0,24.201070094142693,0.27236130617285204,0.1108401727144024,0.6167985211127455,17045,0.07205055586084456
2,2016/17,2017,E09000030,Tower Hamlets,Inner London,65+,34.0,20.436276044224513,0.3882017955790687,0.22557568527580504,0.38622251914512645,16556,0.06998351439320286
2,2016/17,2017,E09000031,Waltham Forest,Outer London,16–34,139.0,87.15199143998967,0.18469861479863342,0.11038812432777646,0.7049132608735901,82802,0.37795153390755015
2,2016/17,2017,E09000031,Waltham Forest,Outer London,35–54,215.0,142.83082174471022,0.1417094694875277,0.17472088128269783,0.6835696492297743,84339,0.3849672039108823
2,2016/17,2017,E09000031,Waltham Forest,Outer London,55–64,77.0,42.141919436072925,0.3538307711189665,0.07218763615786927,0.5739815927231643,24639,0.11246525257781369
2,2016/17,2017,E09000031,Waltham Forest,Outer London,65+,69.0,49.80021214330748,0.32730693276772654,0.21584436021377396,0.4568487070184995,27301,0.12461600960375387
2,2016/17,2017,E09000032,Wandsworth,Inner London,16–34,161.0,95.81719306754184,0.14268803173994601,0.09954859892535557,0.7577633693346985,123072,0.4498525127657786
2,2016/17,2017,E09000032,Wandsworth,Inner London,35–54,186.0,104.95927530406382,0.22093270311183028,0.09452943735003266,0.684537859538137,95973,0.3508003055745423
2,2016/17,2017,E09000032,Wandsworth,Inner London,55–64,61.0,41.82973726723992,0.17358580923694653,0.14666253687757724,0.6797516538854762,24549,0.08973145261218717
