year,survey_wave,calendar_year,geography_code,geography_name,inner_outer,age_band,respondent_n,effective_n,inactive_rate,fairly_active_rate,active_rate,population,population_share
2,2016/17,2017,E09000032,Wandsworth,Inner London,65+,76.0,47.98668328952393,0.29414082654966284,0.12371765591489339,0.5821415175354435,29989,0.10961572904749199
2,2016/17,2017,E09000033,Westminster,Inner London,16–34,138.0,87.90881946566579,0.08734783092879997,0.14285560542119205,0.7697965636500083,70693,0.39237485222043994
2,2016/17,2017,E09000033,Westminster,Inner London,35–54,158.0,87.48716932716619,0.20085608176760728,0.2076126961545409,0.5915312220778517,64416,0.35753495368186183
2,2016/17,2017,E09000033,Westminster,Inner London,55–64,74.0,36.83334594588017,0.14433258191353385,0.07446601399885984,0.7812014040876062,19979,0.11089156171773966
2,2016/17,2017,E09000033,Westminster,Inner London,65+,121.0,78.5417514195619,0.28322202305964506,0.184462852176926,0.5323151247634289,25079,0.13919863237995858
3,2017/18,2018,E09000002,Barking and Dagenham,Outer London,16–34,130.0,77.48740895503737,0.27634247681446433,0.08604376199038456,0.6376137611951508,58760,0.3713816205283782
3,2017/18,2018,E09000002,Barking and Dagenham,Outer London,35–54,203.0,126.58594185795037,0.3589542072904583,0.10898506281436728,0.5320607298951744,62137,0.39272531917583114
3,2017/18,2018,E09000002,Barking and Dagenham,Outer London,55–64,59.0,35.745364237175345,0.41855865737506326,0.1124569773995112,0.4689843652254254,18194,0.11499178359246619
3,2017/18,2018,E09000002,Barking and Dagenham,Outer London,65+,74.0,58.578410895424284,0.4235578053328157,0.07942091344211478,0.4970212812250696,19129,0.12090127670332448
3,2017/18,2018,E09000003,Barnet,Outer London,16–34,114.0,74.28717726179,0.12637264559153127,0.08502189890498921,0.7886054555034795,100914,0.3287261592585957
3,2017/18,2018,E09000003,Barnet,Outer London,35–54,171.0,96.39873824666297,0.2276144157427667,0.13852205868858714,0.6338635255686462,112692,0.367092854699741
3,2017/18,2018,E09000003,Barnet,Outer London,55–64,84.0,46.574313863003134,0.2765384072231457,0.07957510472425562,0.6438864880525988,39121,0.12743619395084452
3,2017/18,2018,E09000003,Barnet,Outer London,65+,122.0,90.21051257640522,0.2877881454495683,0.16724832985170415,0.5449635246987274,54258,0.17674479209081878
3,2017/18,2018,E09000004,Bexley,Outer London,16–34,93.0,61.50443419637598,0.14779316396280717,0.05934032368728968,0.7928665123499034,57455,0.2950025929215808
3,2017/18,2018,E09000004,Bexley,Outer London,35–54,193.0,123.18126211046845,0.15019953048878396,0.084443301695887,0.765357167815329,68491,0.3516669148340787
3,2017/18,2018,E09000004,Bexley,Outer London,55–64,90.0,52.162534460478454,0.1632948958014952,0.10231017469444555,0.7343949295040594,28307,0.14534223997617593
3,2017/18,2018,E09000004,Bexley,Outer London,65+,108.0,87.0888589741692,0.4277247024850722,0.07407044795468057,0.4982048495602472,40508,0.20798825226816456
3,2017/18,2018,E09000005,Brent,Outer London,16–34,136.0,73.01972784062944,0.19828539275556317,0.11248936412811592,0.6892252431163209,104572,0.3783275326874236
3,2017/18,2018,E09000005,Brent,Outer London,35–54,202.0,107.282553243618,0.35450653492256623,0.08666307520249053,0.5588303898749432,100094,0.36212672662677364
3,2017/18,2018,E09000005,Brent,Outer London,55–64,72.0,42.983880212620825,0.2454026760948232,0.13261824523681567,0.621979078668361,33892,0.12261673046171212
3,2017/18,2018,E09000005,Brent,Outer London,65+,93.0,59.43656681131746,0.5043722412598883,0.07047572289936585,0.4251520358407456,37848,0.13692901022409065
3,2017/18,2018,E09000006,Bromley,Outer London,16–34,71.0,49.74166402546239,0.2314861985851501,0.10328633849339075,0.6652274629214594,70162,0.2655971412023455
3,2017/18,2018,E09000006,Bromley,Outer London,35–54,167.0,107.0189281748522,0.15089313220896675,0.12123231137770549,0.7278745564133277,98414,0.3725446403222204
3,2017/18,2018,E09000006,Bromley,Outer London,55–64,90.0,53.967676430842175,0.13856671969162174,0.14458040423675037,0.7168528760716278,37908,0.14350013438468848
3,2017/18,2018,E09000006,Bromley,Outer London,65+,154.0,113.66221722518333,0.31246803889151975,0.12048520011986372,0.5670467609886163,57683,0.2183580840907456
3,2017/18,2018,E09000007,Camden,Inner London,16–34,153.0,95.87739716412773,0.12546859602941987,0.13258462995458625,0.7419467740159941,77546,0.42304586915724696
3,2017/18,2018,E09000007,Camden,Inner London,35–54,161.0,94.60782594900081,0.14761531350721174,0.08429659686094132,0.7680880896318469,61120,0.33343516780866755
3,2017/18,2018,E09000007,Camden,Inner London,55–64,70.0,47.91636830669062,0.1782277932766626,0.059543491201322775,0.7622287155220144,19433,0.10601514424126042
3,2017/18,2018,E09000007,Camden,Inner London,65+,126.0,88.84045763431772,0.28772925216851286,0.13108913036676825,0.5811816174647189,25205,0.13750381879282503
3,2017/18,2018,E09000008,Croydon,Outer London,16–34,114.0,67.83252582301115,0.16290367728844926,0.10777580848486853,0.7293205142266824,97664,0.3207588068760305
3,2017/18,2018,E09000008,Croydon,Outer London,35–54,192.0,110.60546627836294,0.20926243519252838,0.10789934545666767,0.6828382193508037,112695,0.3701252635658406
3,2017/18,2018,E09000008,Croydon,Outer London,55–64,92.0,52.811220884947204,0.2775156094380879,0.08410218475379175,0.6383822058081204,42852,0.1407392323911744
3,2017/18,2018,E09000008,Croydon,Outer London,65+,95.0,71.82939665149301,0.3283609751562754,0.13907961449954104,0.5325594103441836,51267,0.16837669716695458
3,2017/18,2018,E09000009,Ealing,Outer London,16–34,101.0,71.11626372718433,0.11848735260568002,0.07989195288955907,0.8016206945047606,100671,0.3470599997242026
3,2017/18,2018,E09000009,Ealing,Outer London,35–54,204.0,117.5620110721217,0.17510196932098235,0.14812457887592828,0.6767734518030893,110694,0.38161396638029704
3,2017/18,2018,E09000009,Ealing,Outer London,55–64,79.0,42.65115060473929,0.32560701013887766,0.11812115527190684,0.5562718345892156,36238,0.12492932691644718
3,2017/18,2018,E09000009,Ealing,Outer London,65+,106.0,78.10651228488759,0.35947311776757107,0.12461135579963303,0.5159155264327958,42465,0.1463967069790532
3,2017/18,2018,E09000010,Enfield,Outer London,16–34,88.0,56.51741298481649,0.2386563109388923,0.14080460432055622,0.6205390847405515,83172,0.32235585028661345
3,2017/18,2018,E09000010,Enfield,Outer London,35–54,168.0,105.44262379640823,0.1907388924178998,0.09413397783660397,0.7151271297454963,96084,0.3723998403181235
3,2017/18,2018,E09000010,Enfield,Outer London,55–64,100.0,63.0450585788272,0.2717947660704656,0.0810173644843807,0.6471878694451539,35121,0.13612104816423978
3,2017/18,2018,E09000010,Enfield,Outer London,65+,135.0,97.45242418292194,0.38099573975476647,0.11242691863967678,0.5065773416055569,43636,0.16912326123102325
3,2017/18,2018,E09000011,Greenwich,Outer London,16–34,141.0,80.55851441942315,0.09042447780432732,0.1685377004354155,0.7410378217602571,83284,0.37072779879813045
3,2017/18,2018,E09000011,Greenwich,Outer London,35–54,187.0,109.26630020235278,0.23860800095871085,0.12698947211686043,0.6344025269244288,85813,0.3819853104829735
3,2017/18,2018,E09000011,Greenwich,Outer London,55–64,85.0,50.53845108821121,0.26464006462368334,0.11871413934242697,0.6166457960338898,26426,0.11763187180057867
3,2017/18,2018,E09000011,Greenwich,Outer London,65+,70.0,52.54136556710835,0.27529020390456943,0.1321037987996947,0.5926059972957358,29127,0.12965501891831738
3,2017/18,2018,E09000012,Hackney,Inner London,16–34,203.0,117.89694583720903,0.13948853754879956,0.0815491296962325,0.7789623327549678,95269,0.4490791588692533
3,2017/18,2018,E09000012,Hackney,Inner London,35–54,212.0,118.89622555303698,0.1745103288933699,0.1292652651309254,0.6962244059757047,76302,0.3596724850690336
3,2017/18,2018,E09000012,Hackney,Inner London,55–64,58.0,37.31539143202825,0.28845801958303074,0.10753456862928537,0.6040074117876839,21165,0.09976760958410129
3,2017/18,2018,E09000012,Hackney,Inner London,65+,62.0,34.02906149134447,0.35833172172483535,0.1825499840620592,0.4591182942131056,19407,0.0914807464776118
3,2017/18,2018,E09000013,Hammersmith and Fulham,Inner London,16–34,135.0,87.80718245434208,0.14359850351670594,0.10236078744138351,0.7540407090419106,68869,0.43399543753072106
3,2017/18,2018,E09000013,Hammersmith and Fulham,Inner London,35–54,179.0,114.93140974143938,0.20454896122971233,0.07823929019027266,0.717211748580015,55187,0.34777485096353805
3,2017/18,2018,E09000013,Hammersmith and Fulham,Inner London,55–64,63.0,38.57791482997658,0.31052564851985826,0.04570391360403433,0.6437704378761075,16049,0.10113683626784972
3,2017/18,2018,E09000013,Hammersmith and Fulham,Inner London,65+,108.0,74.79846324977915,0.3652182788424963,0.1296529975751614,0.5051287235823425,18581,0.11709287523789118
3,2017/18,2018,E09000014,Haringey,Inner London,16–34,140.0,82.73036743140264,0.12873327652076919,0.12659573013292574,0.744670993346305,85628,0.38540269513633213
3,2017/18,2018,E09000014,Haringey,Inner London,35–54,190.0,116.85603785568341,0.24637945071964462,0.12700900734368092,0.6266115419366743,85126,0.38314324550585566
3,2017/18,2018,E09000014,Haringey,Inner London,55–64,78.0,40.35946540256632,0.28232316834520765,0.048396030139133066,0.6692808015156589,25064,0.1128104492794066
3,2017/18,2018,E09000014,Haringey,Inner London,65+,89.0,63.91963973901963,0.3449049853578653,0.11001839397235073,0.545076620669784,26360,0.1186436100784056
3,2017/18,2018,E09000015,Harrow,Outer London,16–34,119.0,77.13151711362629,0.23046168391670077,0.13836969069075616,0.6311686253925433,67436,0.32514790189054055
3,2017/18,2018,E09000015,Harrow,Outer London,35–54,183.0,112.60999913679474,0.26334271262175046,0.1116865638431706,0.6249707235350789,73103,0.35247178171754234
3,2017/18,2018,E09000015,Harrow,Outer London,55–64,76.0,49.07935360878674,0.32179333869350535,0.15995329760353527,0.5182533637029595,28413,0.13699548218186025
3,2017/18,2018,E09000015,Harrow,Outer London,65+,128.0,85.87877852430414,0.4116463429279436,0.09908872940321842,0.4892649276688379,38449,0.18538483421005686
3,2017/18,2018,E09000016,Havering,Outer London,16–34,99.0,60.80906228484881,0.1702999806021623,0.1248975921685977,0.7048024272292398,62238,0.2992110842423572
3,2017/18,2018,E09000016,Havering,Outer London,35–54,182.0,115.2602466697902,0.2031299891829788,0.09819532264372256,0.6986746881732987,69053,0.33197440470753387
3,2017/18,2018,E09000016,Havering,Outer London,55–64,83.0,52.1512704828533,0.23138166947448477,0.12889880766198192,0.6397195228635333,30436,0.14632199877888724
3,2017/18,2018,E09000016,Havering,Outer London,65+,139.0,103.88636971493376,0.34110823471941404,0.13838503565299914,0.520506729627587,46280,0.22249251227122163
3,2017/18,2018,E09000017,Hillingdon,Outer London,16–34,105.0,73.7710039805295,0.20032365562266238,0.11417863352312814,0.6854977108542094,80579,0.3392942860752032
3,2017/18,2018,E09000017,Hillingdon,Outer London,35–54,187.0,116.17377182132564,0.2677953771724665,0.1259623032042586,0.606242319623275,86138,0.36270158743526043
3,2017/18,2018,E09000017,Hillingdon,Outer London,55–64,81.0,42.63775970961296,0.2096866262320535,0.18237285260645517,0.6079405211614914,31133,0.13109183544570296
3,2017/18,2018,E09000017,Hillingdon,Outer London,65+,123.0,92.482849677901,0.41280599787448535,0.04329432455403206,0.5438996775714827,39640,0.16691229104383343
3,2017/18,2018,E09000018,Hounslow,Outer London,16–34,131.0,90.42085136990461,0.25900159596315325,0.11830080369693165,0.6226976003399151,78366,0.34826392437971904
3,2017/18,2018,E09000018,Hounslow,Outer London,35–54,202.0,121.70455911694506,0.24250137259972743,0.11562231074018633,0.641876316660086,87187,0.3874650585061706
3,2017/18,2018,E09000018,Hounslow,Outer London,55–64,64.0,33.090503816076875,0.1864572575355901,0.13394319315459705,0.6795995493098128,27338,0.12149196290091059
3,2017/18,2018,E09000018,Hounslow,Outer London,65+,88.0,65.97870151262835,0.3569801491392982,0.11912616318331672,0.5238936876773851,32128,0.14277905421319978
3,2017/18,2018,E09000019,Islington,Inner London,16–34,151.0,92.93156091356927,0.04885359162277968,0.06835900062578758,0.8827874077514329,87559,0.46672992148229486
3,2017/18,2018,E09000019,Islington,Inner London,35–54,194.0,121.67670747671254,0.14683244558160374,0.08985566795551354,0.7633118864628827,61412,0.3273543317999371
3,2017/18,2018,E09000019,Islington,Inner London,55–64,75.0,45.01206097719945,0.38477963788930475,0.10609230096961658,0.5091280611410788,18777,0.10009008480765028
3,2017/18,2018,E09000019,Islington,Inner London,65+,60.0,41.27880533148066,0.3028329617105825,0.10357035902183456,0.5935966792675831,19853,0.10582566191011775
3,2017/18,2018,E09000020,Kensington and Chelsea,Inner London,16–34,90.0,49.30173298784603,0.168573478618568,0.06868421963016899,0.762742301751263,43140,0.34172462413459864
3,2017/18,2018,E09000020,Kensington and Chelsea,Inner London,35–54,191.0,113.63430970497059,0.15609577016197906,0.0318396614538388,0.8120645683841822,45617,0.36134566942855784
3,2017/18,2018,E09000020,Kensington and Chelsea,Inner London,55–64,83.0,45.59099527201996,0.27057576207617023,0.049411290491552635,0.6800129474322772,16682,0.13214302688487192
3,2017/18,2018,E09000020,Kensington and Chelsea,Inner London,65+,152.0,106.34159711651768,0.27334176293224643,0.11129449174246582,0.6153637453252876,20803,0.1647866795519716
3,2017/18,2018,E09000021,Kingston upon Thames,Outer London,16–34,99.0,59.51979180108988,0.1476305129249131,0.07235869274860092,0.780010794326486,43834,0.3234217749313815
3,2017/18,2018,E09000021,Kingston upon Thames,Outer London,35–54,188.0,110.62379799675476,0.15667147356268435,0.17720424695752723,0.6661242794797883,50935,0.37581530561048315
3,2017/18,2018,E09000021,Kingston upon Thames,Outer London,55–64,90.0,58.09701255175543,0.1297812058544853,0.07176520745143158,0.7984535866940832,17286,0.12754183513856507
3,2017/18,2018,E09000021,Kingston upon Thames,Outer London,65+,99.0,72.05642740059373,0.32769024092370835,0.1557738760112138,0.5165358830650776,23477,0.17322108431957028
3,2017/18,2018,E09000022,Lambeth,Inner London,16–34,162.0,92.70683962754248,0.11664701377859324,0.10030510276209963,0.7830478834593071,126125,0.45756814999165585
3,2017/18,2018,E09000022,Lambeth,Inner London,35–54,210.0,134.23601857407297,0.16608669072970875,0.12999314556562833,0.703920163704663,95587,0.3467795183607723
3,2017/18,2018,E09000022,Lambeth,Inner London,55–64,59.0,30.977354963136854,0.15121286097639258,0.10413260931755577,0.7446545297060515,27936,0.10134885104592188
3,2017/18,2018,E09000022,Lambeth,Inner London,65+,70.0,45.67122065691316,0.33782406368974605,0.04641506845596102,0.615760867854293,25994,0.09430348060164996
3,2017/18,2018,E09000023,Lewisham,Inner London,16–34,139.0,87.94896496425869,0.14704835193963378,0.07696083745035816,0.7759908106100081,91657,0.3787275890138133
3,2017/18,2018,E09000023,Lewisham,Inner London,35–54,202.0,123.42007043503672,0.1370278647747199,0.10943963865997194,0.7535324965653081,93887,0.38794197005945963
3,2017/18,2018,E09000023,Lewisham,Inner London,55–64,68.0,45.22454946364159,0.2641079061861072,0.1321759712438736,0.6037161225700194,28693,0.11855974679046168
3,2017/18,2018,E09000023,Lewisham,Inner London,65+,67.0,45.336181980247595,0.23881822399065936,0.2184349706593926,0.542746805349948,27776,0.11477069413626541
3,2017/18,2018,E09000024,Merton,Outer London,16–34,123.0,79.41936799541755,0.1192502131603163,0.09261100142422818,0.7881387854154555,57928,0.3349368610944077
3,2017/18,2018,E09000024,Merton,Outer London,35–54,200.0,122.2766309385913,0.1832910306187722,0.15061061440365228,0.6660983549775754,67782,0.39191220685508116
3,2017/18,2018,E09000024,Merton,Outer London,55–64,88.0,53.91654119384874,0.22098520211791078,0.1169644274838756,0.6620503703982136,21119,0.1221090244692169
3,2017/18,2018,E09000024,Merton,Outer London,65+,78.0,55.23274380108159,0.3671812769823463,0.04600214545412745,0.5868165775635266,26123,0.15104190758129424
3,2017/18,2018,E09000025,Newham,Inner London,16–34,198.0,119.08788848853503,0.2932898720899944,0.12486893374660375,0.5818411941634019,118467,0.444044214385043
3,2017/18,2018,E09000025,Newham,Inner London,35–54,188.0,110.30295534406581,0.2660785118722469,0.2126636601048057,0.5212578280229473,98404,0.3688430269386898
3,2017/18,2018,E09000025,Newham,Inner London,55–64,57.0,32.87408789612163,0.3676108530464182,0.10824895125861268,0.5241401956949692,26425,0.09904756907092069
3,2017/18,2018,E09000025,Newham,Inner London,65+,50.0,31.602217551656405,0.5119036943963114,0.18269368703488406,0.3054026185688045,23495,0.08806518960534651
3,2017/18,2018,E09000026,Redbridge,Outer London,16–34,111.0,73.42797445030143,0.21200427734113278,0.12084843905400587,0.6671472836048612,83189,0.3470054310193798
3,2017/18,2018,E09000026,Redbridge,Outer London,35–54,189.0,115.70319813601611,0.21138310229925733,0.17207698421600987,0.6165399134847327,89436,0.3730634786888802
3,2017/18,2018,E09000026,Redbridge,Outer London,55–64,69.0,39.65733629102429,0.2506878387368049,0.14585969999961781,0.6034524612635771,30084,0.12548908373447237
3,2017/18,2018,E09000026,Redbridge,Outer London,65+,108.0,76.81171160298646,0.4265049009942586,0.08083173767402801,0.49266336133171346,37025,0.15444200655726764
3,2017/18,2018,E09000027,Richmond upon Thames,Outer London,16–34,69.0,44.189998278797056,0.046032687430822825,0.07108121036563284,0.8828861022035441,39547,0.25278047658007774
3,2017/18,2018,E09000027,Richmond upon Thames,Outer London,35–54,206.0,132.92851130640685,0.10238319654350181,0.0775152394271371,0.8201015640293611,64785,0.4140992534260585
3,2017/18,2018,E09000027,Richmond upon Thames,Outer London,55–64,99.0,58.81083758769217,0.17009662865721642,0.11202089616081312,0.7178824751819705,21841,0.13960549192063818
3,2017/18,2018,E09000027,Richmond upon Thames,Outer London,65+,121.0,94.47141032296157,0.23448973320170216,0.1434365105498616,0.6220737562484363,30275,0.19351477807322562
3,2017/18,2018,E09000028,Southwark,Inner London,16–34,180.0,102.693522149928,0.10167484310681263,0.12296483212481793,0.7753603247683694,112528,0.4404726955309996
3,2017/18,2018,E09000028,Southwark,Inner London,35–54,211.0,131.55699027397847,0.15468124382293066,0.07638825984807456,0.7689304963289949,90707,0.3550579126397908
3,2017/18,2018,E09000028,Southwark,Inner London,55–64,62.0,35.124344679181206,0.3237684834596016,0.027101292002122888,0.6491302245382755,27753,0.10863463954812876
3,2017/18,2018,E09000028,Southwark,Inner London,65+,64.0,50.23474951056952,0.26531739848621466,0.16605212594544608,0.5686304755683392,24483,0.09583475228108082
3,2017/18,2018,E09000029,Sutton,Outer London,16–34,86.0,48.08042510665396,0.28103751501065405,0.09949305175524935,0.6194694332340968,46433,0.2847549720046853
3,2017/18,2018,E09000029,Sutton,Outer London,35–54,189.0,118.30577902858172,0.26207996827200525,0.1805849057307385,0.5573351259972564,63086,0.38688114409768004
3,2017/18,2018,E09000029,Sutton,Outer London,55–64,88.0,56.44119859898821,0.17110387291202095,0.15317197746291936,0.6757241496250597,22687,0.13913027480176374
3,2017/18,2018,E09000029,Sutton,Outer London,65+,133.0,90.95700291022992,0.3012915204529516,0.1594155267835503,0.5392929527634982,30857,0.18923360909587092
3,2017/18,2018,E09000030,Tower Hamlets,Inner London,16–34,248.0,135.30758905716814,0.20231066630203898,0.09798113184222652,0.6997082018557345,128727,0.5313215864485692
3,2017/18,2018,E09000030,Tower Hamlets,Inner London,35–54,192.0,107.78577340382506,0.21224934423262173,0.13126581806848783,0.6564848376988905,78998,0.32606479360401525
3,2017/18,2018,E09000030,Tower Hamlets,Inner London,55–64,39.0,26.171286215151607,0.21979409129878277,0.15577602815869032,0.6244298805425267,17726,0.07316418809874647
3,2017/18,2018,E09000030,Tower Hamlets,Inner London,65+,40.0,25.779603784367904,0.4434016037857673,0.1644601962696103,0.3921381999446222,16826,0.06944943184866909
3,2017/18,2018,E09000031,Waltham Forest,Outer London,16–34,116.0,65.47540409251913,0.1838718825462986,0.06792742833973628,0.7482006891139653,82079,0.37144020816834483
3,2017/18,2018,E09000031,Waltham Forest,Outer London,35–54,220.0,124.64777899705409,0.2719688882101318,0.0635311270442735,0.6644999847455949,85859,0.3885462156352529
3,2017/18,2018,E09000031,Waltham Forest,Outer London,55–64,73.0,43.36670058616317,0.28306034077176995,0.1723435987064416,0.5445960605217883,25399,0.11494060414073991
3,2017/18,2018,E09000031,Waltham Forest,Outer London,65+,71.0,49.13933864600074,0.42642508562106946,0.2131342012264538,0.36044071315247667,27638,0.1250729720556624
3,2017/18,2018,E09000032,Wandsworth,Inner London,16–34,147.0,81.60541907385436,0.061275325900402244,0.11247732612155166,0.8262473479780462,122495,0.44518220506837913
3,2017/18,2018,E09000032,Wandsworth,Inner London,35–54,236.0,135.1775983782993,0.2516305614884963,0.08011507862399447,0.6682543598875095,96707,0.35146116580715736
3,2017/18,2018,E09000032,Wandsworth,Inner London,55–64,59.0,40.79283860414782,0.10941829449647901,0.11058118838399841,0.7800005171195228,25537,0.09280883277547
3,2017/18,2018,E09000032,Wandsworth,Inner London,65+,69.0,53.08854010502358,0.24416385949422198,0.1436468785350293,0.6121892619707486,30418,0.11054779634899349
3,2017/18,2018,E09000033,Westminster,Inner London,16–34,132.0,81.94957639298623,0.11383399903049658,0.06216496559886884,0.8240010353706346,70731,0.3930504462251464
3,2017/18,2018,E09000033,Westminster,Inner London,35–54,171.0,103.59159719965898,0.16623476657277395,0.12744388707989218,0.7063213463473339,63535,0.353062449292597
3,2017/18,2018,E09000033,Westminster,Inner London,55–64,84.0,49.76075953159884,0.16688322733820057,0.11790913503749796,0.7152076376243014,20630,0.11464040810429332
3,2017/18,2018,E09000033,Westminster,Inner London,65+,119.0,82.39598856279282,0.4090537181549836,0.15350947932498926,0.4374368025200273,25058,0.13924669637796325
4,2018/19,2019,E09000002,Barking and Dagenham,Outer London,16–34,151.0,88.3188545152956,0.343801878643152,0.11072569222810502,0.5454724291287428,59497,0.3698981019229454
4,2018/19,2019,E09000002,Barking and Dagenham,Outer London,35–54,203.0,131.46451909210927,0.43051383041198005,0.09412017045986722,0.47536599912815275,63382,0.39405148992520844
4,2018/19,2019,E09000002,Barking and Dagenham,Outer London,55–64,58.0,36.95244189601572,0.3764630863108876,0.08657719194616084,0.5369597217429515,18870,0.11731645601099182
4,2018/19,2019,E09000002,Barking and Dagenham,Outer London,65+,78.0,49.30216137129148,0.5056668226067537,0.12453094772935477,0.3698022296638916,19098,0.11873395214085435
4,2018/19,2019,E09000003,Barnet,Outer London,16–34,94.0,56.89420929460762,0.20677385744374346,0.08663305026380258,0.7065930922924539,100856,0.32534823254643636
4,2018/19,2019,E09000003,Barnet,Outer London,35–54,178.0,113.1527013144361,0.2160315705165726,0.19063843911030437,0.593329990373123,113532,0.3662393465679981
4,2018/19,2019,E09000003,Barnet,Outer London,55–64,79.0,47.706615552462566,0.3231326043596577,0.1894317174178122,0.48743567822253014,40526,0.13073156254637186
4,2018/19,2019,E09000003,Barnet,Outer London,65+,114.0,84.36128894178799,0.29015124914622303,0.15451797874718168,0.5553307721065951,55080,0.17768085833919367
4,2018/19,2019,E09000004,Bexley,Outer London,16–34,100.0,64.87139070736052,0.2810620478471851,0.07449498731455839,0.6444429648382565,57488,0.2935367584734945
4,2018/19,2019,E09000004,Bexley,Outer London,35–54,192.0,118.76124228753098,0.20100354400893394,0.12206877932688422,0.676927676664182,68390,0.3492029451712059
4,2018/19,2019,E09000004,Bexley,Outer London,55–64,82.0,48.62009578722988,0.2629241291069146,0.1362431321234498,0.6008327387696357,29142,0.14880058821727277
4,2018/19,2019,E09000004,Bexley,Outer London,65+,106.0,78.54294574920806,0.32350960833128867,0.09106805270179269,0.5854223389669186,40826,0.2084597081380268
4,2018/19,2019,E09000005,Brent,Outer London,16–34,138.0,82.83058681943699,0.25883285764636854,0.11998175386000139,0.6211853884936301,105127,0.37660760473164195
4,2018/19,2019,E09000005,Brent,Outer London,35–54,184.0,109.51137676037426,0.3074882961313289,0.13212269219638195,0.560389011672289,100488,0.3599888228930079
4,2018/19,2019,E09000005,Brent,Outer London,55–64,69.0,43.35047899702879,0.3230381938428132,0.15704852929537075,0.5199132768618161,34950,0.1252050927484936
4,2018/19,2019,E09000005,Brent,Outer London,65+,105.0,68.52321960097507,0.3674596571733458,0.08305806962974122,0.5494822731969128,38577,0.13819847962685658
4,2018/19,2019,E09000006,Bromley,Outer London,16–34,74.0,48.46650559342357,0.10423557632919253,0.1506490531732802,0.7451153704975274,69981,0.2637348970777777
4,2018/19,2019,E09000006,Bromley,Outer London,35–54,183.0,121.02107730934065,0.1819614769057235,0.0714019875810087,0.746636535513268,98165,0.36995093199068385
4,2018/19,2019,E09000006,Bromley,Outer London,55–64,84.0,53.217907972936345,0.1891175259138409,0.045922869779798314,0.7649596043063607,39032,0.14709850534773466
4,2018/19,2019,E09000006,Bromley,Outer London,65+,143.0,100.35160015878188,0.3062254865321808,0.123577663068776,0.5701968503990433,58168,0.2192156655838038
4,2018/19,2019,E09000007,Camden,Inner London,16–34,144.0,93.8445519327756,0.1011237192627762,0.15517376476764433,0.7437025159695794,77449,0.42296202849637654
4,2018/19,2019,E09000007,Camden,Inner London,35–54,137.0,93.18461514402422,0.15784781790729757,0.07918714941565778,0.7629650326770447,60352,0.3295924330051171
4,2018/19,2019,E09000007,Camden,Inner London,55–64,72.0,44.52796568719956,0.24918654166663254,0.14961210115813642,0.6012013571752312,19975,0.10908683803812988
4,2018/19,2019,E09000007,Camden,Inner London,65+,129.0,78.14492082441915,0.2536543769726777,0.1307835475859033,0.6155620754414193,25335,0.1383587004603765
4,2018/19,2019,E09000008,Croydon,Outer London,16–34,111.0,66.04010969961863,0.1891260946997479,0.13733335940297015,0.673540545897282,98836,0.3206524912890856
4,2018/19,2019,E09000008,Croydon,Outer London,35–54,188.0,103.11188351956262,0.2616894162608702,0.1607030645343101,0.5776075192048196,112892,0.3662542094642382
4,2018/19,2019,E09000008,Croydon,Outer London,55–64,87.0,58.402350464005856,0.21484964690923983,0.06793842217800725,0.7172119309127528,44317,0.1437771303619977
4,2018/19,2019,E09000008,Croydon,Outer London,65+,94.0,61.362053376253115,0.2516852533822316,0.14062313863111736,0.607691607986651,52189,0.16931616888467851
4,2018/19,2019,E09000009,Ealing,Outer London,16–34,131.0,76.4690813748308,0.1866442213848521,0.19324737735517225,0.6201084012599757,100845,0.3438722239082325
4,2018/19,2019,E09000009,Ealing,Outer London,35–54,187.0,96.9912474191124,0.27514813970141644,0.14448160128026166,0.5803702590183221,111614,0.3805935286756256
4,2018/19,2019,E09000009,Ealing,Outer London,55–64,69.0,35.05894730237167,0.35019725057700835,0.11683421757223304,0.5329685318507583,37475,0.12778632149299435
4,2018/19,2019,E09000009,Ealing,Outer London,65+,97.0,68.13067854404736,0.33652189655874665,0.09610719579811014,0.5673709076431434,43329,0.14774792592314748
4,2018/19,2019,E09000010,Enfield,Outer London,16–34,96.0,55.851202242077534,0.12883478448679125,0.1438669841977007,0.7272982313155081,83076,0.3200560934171139
4,2018/19,2019,E09000010,Enfield,Outer London,35–54,162.0,102.40831091048862,0.2023309931583366,0.09877296094210496,0.6988960458995584,95786,0.3690222562960623
4,2018/19,2019,E09000010,Enfield,Outer London,55–64,91.0,51.40403625128045,0.1516870172671555,0.13924685535311598,0.7090661273797285,36375,0.14013722853829647
4,2018/19,2019,E09000010,Enfield,Outer London,65+,134.0,99.77685294472053,0.2587407692662871,0.1409552496852448,0.6003039810484682,44330,0.17078442174852734
4,2018/19,2019,E09000011,Greenwich,Outer London,16–34,137.0,71.6999934273422,0.18571629170015563,0.15180105726489135,0.6624826510349531,83659,0.3679307933520101
4,2018/19,2019,E09000011,Greenwich,Outer London,35–54,211.0,119.52980681119357,0.2505397098755459,0.11060473896237,0.638855551162084,86779,0.38165249783399374
4,2018/19,2019,E09000011,Greenwich,Outer London,55–64,59.0,31.183903999565494,0.15281150880446842,0.18871594216609947,0.6584725490294322,27340,0.12024083350558763
