year,survey_wave,geography_code,geography_name,inner_outer,inactive_rate,fairly_active_rate,active_rate,effective_n,population_age_16_34_rate,population_age_65_plus_rate,earnings_relative_to_london,economic_inactivity_rate,net_migration_per_1000,personal_safety_crime_rate_per_1000,property_public_space_crime_rate_per_1000,selected_recorded_crime_rate_per_1000
1,2015/16,E09000015,Harrow,Outer London,0.2361753246177918,0.1412955837076182,0.62252909167459,266.3574520539703,0.3358971611168482,0.1812345342244218,0.9702404479474204,0.2319999999999999,-4.041707310438098,17.35918121426065,22.238897251625115,39.59807846588576
1,2015/16,E09000016,Havering,Outer London,0.234103727686686,0.1666011611715451,0.599295111141769,286.0017830210104,0.3010370659573949,0.2249823088748444,0.9884278167115458,0.174,10.845347699489562,22.28009487262326,30.40021433017879,52.68030920280205
1,2015/16,E09000017,Hillingdon,Outer London,0.2655365240077235,0.1439379146904245,0.590525561301852,213.55358782429363,0.3508770429047421,0.1656180361595743,0.9275558069703916,0.211,0.951417208212445,24.676830973027048,38.57144300738912,63.24827398041617
1,2015/16,E09000018,Hounslow,Outer London,0.2756388346796644,0.1411139580395402,0.5832472072807953,229.89817234452968,0.3651411392864928,0.1393046574148078,0.9295972463214668,0.2239999999999999,-7.1320634168578,25.261045187884193,38.97243693730959,64.23348212519377
1,2015/16,E09000019,Islington,Inner London,0.1490011293204461,0.1166220915084722,0.7343767791710815,281.2132897087262,0.4775915009254405,0.1042324193047962,1.1381952309222512,0.248,12.904541745988578,34.38742805680533,62.44044938718209,96.82787744398742
1,2015/16,E09000020,Kensington and Chelsea,Inner London,0.2272483289412551,0.1281919192342884,0.6445597518244562,286.6104477413906,0.3518609962348003,0.1605996543423245,1.2092744374187818,0.271,-20.49663409906488,27.498426098387608,72.40273614232638,99.90116224071399
1,2015/16,E09000021,Kingston upon Thames,Outer London,0.2056217529774601,0.1496382127236947,0.6447400342988451,246.9034782435345,0.3388874968679529,0.1687399590254543,1.0517124365948798,0.23,0.0296530005871294,17.572344928508457,28.84001745361287,46.41236238212133
1,2015/16,E09000022,Lambeth,Inner London,0.2126392928257192,0.095606495747036,0.6917542114272449,446.7881329032234,0.4645973000275507,0.0920819175314537,1.023874627262035,0.143,5.786664952099273,32.326045811080675,49.23142049933894,81.55746631041961
1,2015/16,E09000023,Lewisham,Inner London,0.1598438802163667,0.1180470485540989,0.7221090712295345,212.5534320192395,0.3866319539369366,0.1153301003949344,0.96615756924527,0.2,-0.7998420395637347,29.248763139114647,33.430031926742295,62.678795065856946
1,2015/16,E09000024,Merton,Outer London,0.1895594899219885,0.125605544516405,0.6848349655616065,290.3427264411484,0.351248535739553,0.1476148502105055,1.0862313201676073,0.198,-5.44280185973997,18.338791399151745,28.913680992379355,47.2524723915311
1,2015/16,E09000025,Newham,Inner London,0.303739416019341,0.0996258712418307,0.5966347127388282,227.1656806332077,0.460442824094636,0.0861317195061194,0.8104514223768907,0.245,-5.463160939592112,30.36760708856521,42.083560246675766,72.45116733524098
1,2015/16,E09000026,Redbridge,Outer London,0.2559531398683387,0.1552525480958726,0.5887943120357886,499.8995249450706,0.3577089031205939,0.1537151545008239,0.9683845939918972,0.2269999999999999,-3.502327766625379,21.612108837342493,29.93306697636196,51.545175813704454
1,2015/16,E09000027,Richmond upon Thames,Outer London,0.1600550687122241,0.1209393175575517,0.7190056137302242,286.1019996323652,0.2666949005717365,0.1871330394440487,1.278312204564237,0.159,-1.9256927144625635,14.617091865141262,29.815603295050877,44.43269516019214
1,2015/16,E09000028,Southwark,Inner London,0.2011448504760819,0.1330773292548162,0.6657778202691018,258.8652873257658,0.4464754241735176,0.0945783707284494,1.0077286978489848,0.184,2.657146583202921,31.928856886628992,50.95426327566541,82.8831201622944
1,2015/16,E09000029,Sutton,Outer London,0.2048677142837588,0.1238416000538834,0.6712906856623576,249.21006389490896,0.2950456735688638,0.1882693655311839,0.9889845728982024,0.171,3.512068431226912,17.37369457084363,23.054882840889775,40.4285774117334
1,2015/16,E09000030,Tower Hamlets,Inner London,0.2037467901613639,0.1178266584292561,0.6784265514093801,247.82999288966656,0.5426328963921222,0.0694654948112336,1.0353809217862773,0.223,14.47695762445028,32.973921257326815,45.33697124954203,78.31089250686884
1,2015/16,E09000031,Waltham Forest,Outer London,0.2702305689059148,0.1076695299697115,0.6220999011243735,289.8492229483577,0.3854719686316185,0.124488683471593,0.8971198020998145,0.209,-4.605151562178569,26.38579648960472,34.001532544892,60.387329034496716
1,2015/16,E09000032,Wandsworth,Inner London,0.1645263996881649,0.1306175872922098,0.7048560130196254,254.6890367020174,0.453651913398958,0.1088822149087206,1.2707032033465928,0.17,4.206327566610399,20.86945311432873,38.123048636558735,58.99250175088747
1,2015/16,E09000033,Westminster,Inner London,0.218252231273324,0.1487818671998921,0.6329659015267837,254.22340856652437,0.4005319586498121,0.1365707861471386,1.2387825153115974,0.276,-11.956302505241728,50.97824145116282,137.68010229037768,188.6583437415405
2,2016/17,E09000002,Barking and Dagenham,Outer London,0.329389565459884,0.1602995271378956,0.5103109074022204,585.302033601983,0.3749303299955795,0.1235865797953783,0.8239741689533082,0.247,-4.58842054603139,30.04374256516893,37.5043321062935,67.54807467146243
2,2016/17,E09000003,Barnet,Outer London,0.2870869808288971,0.132478955208922,0.5804340639621809,605.0324679811422,0.3336315200947181,0.1756890087482733,0.9340757064967438,0.231,-5.3759661769721205,19.01966998189719,31.972945635139418,50.992615617036606
2,2016/17,E09000004,Bexley,Outer London,0.2321730820232181,0.1659525842919873,0.6018743336847945,292.165061169777,0.2986125769003063,0.2078251692450256,0.9169170253211434,0.213,-2.26999435568971,19.442527528578715,27.388105908313538,46.830633436892256
2,2016/17,E09000005,Brent,Outer London,0.293662021355358,0.1324935440538236,0.5738444345908182,274.7123788189485,0.382446483404274,0.1352581862366551,0.8418477951778919,0.258,-5.1279205931567375,28.42786950844633,35.803148481834015,64.23101799028035
2,2016/17,E09000006,Bromley,Outer London,0.1494801125494264,0.1323638601234624,0.7181560273271111,289.32208435215307,0.2687976628599613,0.2182911560496263,1.0867164744546884,0.182,-0.1762200198095608,21.411077795305594,32.022361735324985,53.43343953063058
2,2016/17,E09000007,Camden,Inner London,0.1512443727897807,0.1364622226506449,0.7122934045595744,287.57896298428074,0.4233857121833968,0.1374386142769157,1.097976858976176,0.289,0.6991632889006686,40.13719701122805,94.85937002210329,134.99656703333133
2,2016/17,E09000008,Croydon,Outer London,0.2234709305885059,0.1504763771466702,0.6260526922648237,289.62266340316086,0.3241451304396661,0.1671418236116112,0.9624947721938318,0.196,-7.05454564316967,27.202464128583088,31.442550591056115,58.64501471963921
2,2016/17,E09000009,Ealing,Outer London,0.306488181623079,0.1478481802085454,0.5456636381683757,254.98206109866732,0.3529493436261272,0.1442391130795771,0.9244239483354686,0.205,-15.024678082002923,25.02030555551725,34.44153172148362,59.46183727700087
2,2016/17,E09000010,Enfield,Outer London,0.2805910201678632,0.1252535107289313,0.5941554691032054,602.7433117127397,0.3271963372355145,0.1671252895542807,0.8575765862555256,0.265,-10.66720307916788,23.430464106310165,33.520123281365706,56.95058738767587
2,2016/17,E09000011,Greenwich,Outer London,0.2165519651447478,0.1349972175654381,0.6484508172898139,550.6202546219347,0.3748499047515867,0.1299576573404476,0.988411530219478,0.218,0.1912343825254271,30.18724181497272,39.46060918653676,69.64785100150948
2,2016/17,E09000012,Hackney,Inner London,0.1804371784482147,0.1066646984551687,0.7128981230966165,261.5127278791538,0.4552730138085225,0.0900853004979422,0.997527079594016,0.252,-4.984254287591472,36.21004089204826,57.51695025115445,93.72699114320271
2,2016/17,E09000013,Hammersmith and Fulham,Inner London,0.1873593683605844,0.1216454789107711,0.6909951527286445,273.20367289641047,0.4365123204002463,0.1165946045472149,1.1637518034826442,0.209,-6.062220328148306,29.864875425372446,55.147450607065984,85.01232603243844
