LA_2023,age_group,activity_suffix,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
135,55-64,LIFESAVING_H13,8,0,69.0,56,0.0,False,False,False
135,55-64,MARTIALCHINESE_S05,8,0,44.5,38,0.0,False,False,False
135,55-64,MARTIALOTHER_S06,8,0,44.5,38,0.0,False,False,False
135,55-64,MARTIAL_J07,8,0,69.0,56,0.0,False,False,False
135,55-64,MODPENT_L06,8,0,69.0,56,0.0,False,False,False
135,55-64,MOTORCARRACE_U28,8,0,44.5,38,0.0,False,False,False
135,55-64,MOTORCYCRACE_U27,8,0,44.5,38,0.0,False,False,False
135,55-64,MOTORSPORTS_L18,8,0,69.0,56,0.0,False,False,False
135,55-64,NETBALL_F06,8,0,69.0,56,0.0,False,False,False
135,55-64,ORIENTEERING_H04,8,0,69.0,56,0.0,False,False,False
135,55-64,PARKOUR_H05,8,0,69.0,56,0.0,False,False,False
135,55-64,POOL_I07,8,0,69.0,56,0.0,False,False,False
135,55-64,RIFLE_S09,8,0,44.5,38,0.0,False,False,False
135,55-64,ROCKCLIMB_R01,8,0,44.5,38,0.0,False,False,False
135,55-64,ROLLERSKATING_L16,8,0,69.0,56,0.0,False,False,False
135,55-64,ROUNDERS_F11,8,0,69.0,56,0.0,False,False,False
135,55-64,ROWINGWATER_R04,8,0,69.0,56,0.0,False,False,False
135,55-64,RUGBYLEAG13_Q17,8,0,44.5,38,0.0,False,False,False
135,55-64,RUGBYLEAGTAG_Q19,8,0,44.5,38,0.0,False,False,False
135,55-64,RUGBYLEAGTOUCH_Q18,8,0,44.5,38,0.0,False,False,False
135,55-64,RUGBYLEAGUE_F04,8,0,69.0,56,0.0,False,False,False
135,55-64,RUGBYUN15_Q13,8,0,44.5,38,0.0,False,False,False
135,55-64,RUGBYUN7_Q15,8,0,44.5,38,0.0,False,False,False
135,55-64,RUGBYUNION_F03,8,0,69.0,56,0.0,False,False,False
135,55-64,RUGBYUNTAG_Q16,8,0,44.5,38,0.0,False,False,False
135,55-64,RUGBYUNTOUCH_Q14,8,0,44.5,38,0.0,False,False,False
135,55-64,RUNJOG_U07,8,0,69.0,56,0.0,False,False,False
135,55-64,SHOOTING_J08,8,0,69.0,56,0.0,False,False,False
135,55-64,SKATEBOARDING_L17,8,0,69.0,56,0.0,False,False,False
135,55-64,SKIING_T01,8,0,44.5,38,0.0,False,False,False
135,55-64,SKITTLES_I09,8,0,69.0,56,0.0,False,False,False
135,55-64,SLEDDING_K02,8,0,69.0,56,0.0,False,False,False
135,55-64,SNOOKER_I06,8,0,69.0,56,0.0,False,False,False
135,55-64,SNOWBOARDING_T02,8,0,44.5,38,0.0,False,False,False
135,55-64,SNOWSPORT_K01,8,0,69.0,56,0.0,False,False,False
135,55-64,TABLETENNIS_G03,8,0,69.0,56,0.0,False,False,False
135,55-64,TAEKWONDO_J05,8,0,69.0,56,0.0,False,False,False
135,55-64,TENNIS_G01,8,0,69.0,56,0.0,False,False,False
135,55-64,TENPIN_I04,8,0,69.0,56,0.0,False,False,False
135,55-64,TRACKANDFIELD_L02,8,0,69.0,56,0.0,False,False,False
135,55-64,TRAMPOLINING_U25,8,0,44.5,38,0.0,False,False,False
135,55-64,TRIATHLON_L05,8,0,69.0,56,0.0,False,False,False
135,55-64,VOLLEYBALL_F10,8,0,69.0,56,0.0,False,False,False
135,55-64,WALKTRAV_B02,8,0,69.0,56,0.0,False,False,False
135,55-64,WATERPOLO_U06,8,0,44.5,38,0.0,False,False,False
135,55-64,WATERSKIING_H10,8,0,69.0,56,0.0,False,False,False
135,55-64,WHEELCHBASKETBALL_F08,8,0,69.0,56,0.0,False,False,False
135,55-64,WHEELCHRUGBY_F05,8,0,69.0,56,0.0,False,False,False
135,55-64,WINTER_C10,8,0,69.0,56,0.0,False,False,False
135,55-64,WRESTLING_J09,8,0,69.0,56,0.0,False,False,False
135,65-74,ABSEILING_H03,8,0,49.5,40,0.0,False,False,False
135,65-74,ACTTRAV_C03,8,0,49.5,40,0.0,False,False,False
135,65-74,AIKIDO_S04,8,3,31.0,21,0.375,False,False,False
135,65-74,AIRGUN_S08,8,3,31.0,21,0.375,False,False,False
135,65-74,ARCHERY_J01,8,0,49.5,40,0.0,False,False,False
135,65-74,BADMINTON_G02,8,0,49.5,40,0.0,False,False,False
135,65-74,BASESOFTBALL_F13,8,0,49.5,40,0.0,False,False,False
135,65-74,BASKETBALL_F07,8,0,49.5,40,0.0,False,False,False
135,65-74,BOCCIA_L11,8,0,49.5,40,0.0,False,False,False
135,65-74,BOULES_L12,8,0,49.5,40,0.0,False,False,False
135,65-74,BOWLSBOULES_C12,8,0,49.5,40,0.0,False,False,False
135,65-74,BOWLSCARPET_U18,8,3,31.0,21,0.375,False,False,False
135,65-74,BOWLSCROWNGREEN_U19,8,3,31.0,21,0.375,False,False,False
135,65-74,BOWLSFLATGREEN_U20,8,3,31.0,21,0.375,False,False,False
135,65-74,BOWLSSHORTMAT_U23,8,3,31.0,21,0.375,False,False,False
135,65-74,BOWLS_L10,8,0,49.5,40,0.0,False,False,False
135,65-74,BOXINGTRAD_S01,8,0,49.5,40,0.0,False,False,False
135,65-74,CAVING_H02,8,0,49.5,40,0.0,False,False,False
135,65-74,CHEERLEADING_L15,8,0,49.5,40,0.0,False,False,False
135,65-74,CLIMBWALL_R02,8,3,31.0,21,0.375,False,False,False
135,65-74,CRICKETLONG_Q06,8,3,31.0,21,0.375,False,False,False
135,65-74,CRICKETOTH_Q12,8,3,31.0,21,0.375,False,False,False
135,65-74,CRICKETSHORT_Q07,8,3,31.0,21,0.375,False,False,False
135,65-74,CROQUET_I05,8,0,49.5,40,0.0,False,False,False
135,65-74,CYCBMX_N03,8,3,31.0,21,0.375,False,False,False
135,65-74,CYCCROSS_N06,8,3,31.0,21,0.375,False,False,False
135,65-74,CYCLEISURE_N01,8,3,31.0,21,0.375,False,False,False
135,65-74,CYCMOUNTAIN_N02,8,3,31.0,21,0.375,False,False,False
135,65-74,CYCROAD_N04,8,3,31.0,21,0.375,False,False,False
135,65-74,CYCTRACK_N05,8,3,31.0,21,0.375,False,False,False
135,65-74,CYCTRAV_B04,8,0,49.5,40,0.0,False,False,False
135,65-74,CYC_OLD_M02,8,0,49.5,40,0.0,False,False,False
135,65-74,DANCEART_B05,8,0,49.5,40,0.0,False,False,False
135,65-74,DANCEOTHER_O01,8,0,49.5,40,0.0,False,False,False
135,65-74,DARTS_I08,8,0,49.5,40,0.0,False,False,False
135,65-74,DIVING_U05,8,3,31.0,21,0.375,False,False,False
135,65-74,DODGEBALL_F12,8,0,49.5,40,0.0,False,False,False
135,65-74,DRIVINGRANGE_U10,8,3,31.0,21,0.375,False,False,False
135,65-74,EQUESTDRESSAGE_U15,8,3,31.0,21,0.375,False,False,False
135,65-74,EQUESTEVENTING_U16,8,3,31.0,21,0.375,False,False,False
135,65-74,EQUESTHACKING_U12,8,3,31.0,21,0.375,False,False,False
135,65-74,EQUESTOTHER_U17,8,2,33.0,24,0.25,False,False,False
135,65-74,EQUESTSCHOOLING_U13,8,3,31.0,21,0.375,False,False,False
135,65-74,EQUESTSHOWJUMP_U14,8,3,31.0,21,0.375,False,False,False
135,65-74,EQUEST_L09,8,0,49.5,40,0.0,False,False,False
135,65-74,FELLRUNNING_L04,8,0,49.5,40,0.0,False,False,False
135,65-74,FENCING_J03,8,0,49.5,40,0.0,False,False,False
135,65-74,FOOTBALL11_Q01,8,3,31.0,21,0.375,False,False,False
135,65-74,FOOTBALLOTHER_Q05,8,3,31.0,21,0.375,False,False,False
135,65-74,FOOTBALLSMALL_Q02,8,3,31.0,21,0.375,False,False,False
135,65-74,FOOTBALLWALK_Q04,8,3,31.0,21,0.375,False,False,False
135,65-74,FOOTBALL_F01,8,0,49.5,40,0.0,False,False,False
135,65-74,FRISBEE_I03,8,0,49.5,40,0.0,False,False,False
135,65-74,FUTSAL_Q03,8,3,31.0,21,0.375,False,False,False
135,65-74,GARDENTRAMP_L14,8,0,49.5,40,0.0,False,False,False
135,65-74,GARD_B08,8,0,49.5,40,0.0,False,False,False
135,65-74,GLIDING_H08,8,0,49.5,40,0.0,False,False,False
135,65-74,GOALBALL_F15,8,0,49.5,40,0.0,False,False,False
135,65-74,GOLFADV_U11,8,3,31.0,21,0.375,False,False,False
135,65-74,GOLFFULL_U08,8,3,31.0,21,0.375,False,False,False
135,65-74,GOLFSHORT_U09,8,3,31.0,21,0.375,False,False,False
135,65-74,GOLF_L08,8,0,49.5,40,0.0,False,False,False
135,65-74,GYMNASTICSONLY_U24,8,3,31.0,21,0.375,False,False,False
135,65-74,GYMNASTICS_L13,8,0,49.5,40,0.0,False,False,False
135,65-74,GYMTRAMPCHEER_C13,8,0,49.5,40,0.0,False,False,False
135,65-74,HANDBALL_F16,8,0,49.5,40,0.0,False,False,False
135,65-74,HIGHROPES_H14,8,0,49.5,40,0.0,False,False,False
135,65-74,HOCKEY_F09,8,0,49.5,40,0.0,False,False,False
135,65-74,ICEHOCKEY_K03,8,0,49.5,40,0.0,False,False,False
135,65-74,ICESKATING_I02,8,0,49.5,40,0.0,False,False,False
135,65-74,JUJITSU_S03,8,3,31.0,21,0.375,False,False,False
135,65-74,KARATE_S02,8,3,31.0,21,0.375,False,False,False
135,65-74,KARTING_U26,8,3,31.0,21,0.375,False,False,False
135,65-74,LACROSSE_F14,8,0,49.5,40,0.0,False,False,False
135,65-74,LIFESAVING_H13,8,0,49.5,40,0.0,False,False,False
135,65-74,MARTIALCHINESE_S05,8,3,31.0,21,0.375,False,False,False
135,65-74,MARTIALOTHER_S06,8,3,31.0,21,0.375,False,False,False
135,65-74,MARTIAL_J07,8,0,49.5,40,0.0,False,False,False
135,65-74,MODPENT_L06,8,0,49.5,40,0.0,False,False,False
135,65-74,MOTORCARRACE_U28,8,3,31.0,21,0.375,False,False,False
135,65-74,MOTORCYCRACE_U27,8,3,31.0,21,0.375,False,False,False
135,65-74,MOTORSPORTS_L18,8,0,49.5,40,0.0,False,False,False
135,65-74,NETBALL_F06,8,0,49.5,40,0.0,False,False,False
135,65-74,ORIENTEERING_H04,8,0,49.5,40,0.0,False,False,False
135,65-74,PARKOUR_H05,8,0,49.5,40,0.0,False,False,False
135,65-74,POOL_I07,8,0,49.5,40,0.0,False,False,False
135,65-74,RIFLE_S09,8,3,31.0,21,0.375,False,False,False
135,65-74,ROCKCLIMB_R01,8,3,31.0,21,0.375,False,False,False
135,65-74,ROLLERSKATING_L16,8,0,49.5,40,0.0,False,False,False
135,65-74,ROUNDERS_F11,8,0,49.5,40,0.0,False,False,False
135,65-74,ROWINGWATER_R04,8,0,49.5,40,0.0,False,False,False
135,65-74,RUGBYLEAG13_Q17,8,3,31.0,21,0.375,False,False,False
135,65-74,RUGBYLEAGTAG_Q19,8,3,31.0,21,0.375,False,False,False
135,65-74,RUGBYLEAGTOUCH_Q18,8,3,31.0,21,0.375,False,False,False
135,65-74,RUGBYLEAGUE_F04,8,0,49.5,40,0.0,False,False,False
135,65-74,RUGBYUN15_Q13,8,3,31.0,21,0.375,False,False,False
135,65-74,RUGBYUN7_Q15,8,3,31.0,21,0.375,False,False,False
135,65-74,RUGBYUNION_F03,8,0,49.5,40,0.0,False,False,False
135,65-74,RUGBYUNTAG_Q16,8,3,31.0,21,0.375,False,False,False
135,65-74,RUGBYUNTOUCH_Q14,8,3,31.0,21,0.375,False,False,False
135,65-74,RUNJOG_U07,8,0,49.5,40,0.0,False,False,False
135,65-74,SHOOTING_J08,8,0,49.5,40,0.0,False,False,False
135,65-74,SKATEBOARDING_L17,8,0,49.5,40,0.0,False,False,False
135,65-74,SKIING_T01,8,3,31.0,21,0.375,False,False,False
135,65-74,SKITTLES_I09,8,0,49.5,40,0.0,False,False,False
135,65-74,SLEDDING_K02,8,0,49.5,40,0.0,False,False,False
135,65-74,SNOOKER_I06,8,0,49.5,40,0.0,False,False,False
135,65-74,SNOWBOARDING_T02,8,3,31.0,21,0.375,False,False,False
135,65-74,SNOWSPORT_K01,8,0,49.5,40,0.0,False,False,False
135,65-74,TABLETENNIS_G03,8,0,49.5,40,0.0,False,False,False
135,65-74,TAEKWONDO_J05,8,0,49.5,40,0.0,False,False,False
135,65-74,TENNIS_G01,8,0,49.5,40,0.0,False,False,False
135,65-74,TENPIN_I04,8,0,49.5,40,0.0,False,False,False
135,65-74,TRACKANDFIELD_L02,8,0,49.5,40,0.0,False,False,False
135,65-74,TRAMPOLINING_U25,8,3,31.0,21,0.375,False,False,False
135,65-74,TRIATHLON_L05,8,0,49.5,40,0.0,False,False,False
135,65-74,VOLLEYBALL_F10,8,0,49.5,40,0.0,False,False,False
135,65-74,WALKTRAV_B02,8,0,49.5,40,0.0,False,False,False
135,65-74,WATERPOLO_U06,8,3,31.0,21,0.375,False,False,False
135,65-74,WATERSKIING_H10,8,0,49.5,40,0.0,False,False,False
135,65-74,WHEELCHBASKETBALL_F08,8,0,49.5,40,0.0,False,False,False
135,65-74,WHEELCHRUGBY_F05,8,0,49.5,40,0.0,False,False,False
135,65-74,WINTER_C10,8,0,49.5,40,0.0,False,False,False
135,65-74,WRESTLING_J09,8,0,49.5,40,0.0,False,False,False
135,75-84,ABSEILING_H03,8,8,19.0,9,1.0,True,False,True
135,75-84,ACTTRAV_C03,8,8,19.0,9,1.0,True,False,True
135,75-84,AIKIDO_S04,8,8,11.5,5,1.0,True,False,True
135,75-84,AIRGUN_S08,8,8,11.5,5,1.0,True,False,True
135,75-84,ARCHERY_J01,8,8,19.0,9,1.0,True,False,True
135,75-84,BADMINTON_G02,8,8,19.0,9,1.0,True,False,True
135,75-84,BASESOFTBALL_F13,8,8,19.0,9,1.0,True,False,True
135,75-84,BASKETBALL_F07,8,8,19.0,9,1.0,True,False,True
135,75-84,BOCCIA_L11,8,8,19.0,9,1.0,True,False,True
135,75-84,BOULES_L12,8,8,19.0,9,1.0,True,False,True
135,75-84,BOWLSBOULES_C12,8,8,19.0,9,1.0,True,False,True
135,75-84,BOWLSCARPET_U18,8,8,11.5,5,1.0,True,False,True
135,75-84,BOWLSCROWNGREEN_U19,8,8,11.5,5,1.0,True,False,True
135,75-84,BOWLSFLATGREEN_U20,8,8,11.5,5,1.0,True,False,True
135,75-84,BOWLSSHORTMAT_U23,8,8,11.5,5,1.0,True,False,True
135,75-84,BOWLS_L10,8,8,19.0,9,1.0,True,False,True
135,75-84,BOXINGTRAD_S01,8,8,19.0,9,1.0,True,False,True
135,75-84,CAVING_H02,8,8,19.0,9,1.0,True,False,True
135,75-84,CHEERLEADING_L15,8,8,19.0,9,1.0,True,False,True
135,75-84,CLIMBWALL_R02,8,8,11.5,5,1.0,True,False,True
135,75-84,CRICKETLONG_Q06,8,8,11.5,5,1.0,True,False,True
135,75-84,CRICKETOTH_Q12,8,8,11.5,5,1.0,True,False,True
135,75-84,CRICKETSHORT_Q07,8,8,11.5,5,1.0,True,False,True
135,75-84,CROQUET_I05,8,8,19.0,9,1.0,True,False,True
135,75-84,CYCBMX_N03,8,8,11.5,5,1.0,True,False,True
135,75-84,CYCCROSS_N06,8,8,11.5,5,1.0,True,False,True
135,75-84,CYCLEISURE_N01,8,8,11.5,5,1.0,True,False,True
135,75-84,CYCMOUNTAIN_N02,8,8,11.5,5,1.0,True,False,True
135,75-84,CYCROAD_N04,8,8,11.5,5,1.0,True,False,True
135,75-84,CYCTRACK_N05,8,8,11.5,5,1.0,True,False,True
135,75-84,CYCTRAV_B04,8,8,19.0,9,1.0,True,False,True
135,75-84,CYC_OLD_M02,8,8,19.0,9,1.0,True,False,True
135,75-84,DANCEART_B05,8,8,19.0,9,1.0,True,False,True
135,75-84,DANCEOTHER_O01,8,8,19.0,9,1.0,True,False,True
135,75-84,DARTS_I08,8,8,19.0,9,1.0,True,False,True
135,75-84,DIVING_U05,8,8,11.5,5,1.0,True,False,True
135,75-84,DODGEBALL_F12,8,8,19.0,9,1.0,True,False,True
135,75-84,DRIVINGRANGE_U10,8,8,11.5,5,1.0,True,False,True
135,75-84,EQUESTDRESSAGE_U15,8,8,11.5,5,1.0,True,False,True
135,75-84,EQUESTEVENTING_U16,8,8,11.5,5,1.0,True,False,True
135,75-84,EQUESTHACKING_U12,8,8,11.5,5,1.0,True,False,True
135,75-84,EQUESTOTHER_U17,8,8,14.5,5,1.0,True,False,True
135,75-84,EQUESTSCHOOLING_U13,8,8,11.5,5,1.0,True,False,True
135,75-84,EQUESTSHOWJUMP_U14,8,8,11.5,5,1.0,True,False,True
135,75-84,EQUEST_L09,8,8,19.0,9,1.0,True,False,True
135,75-84,FELLRUNNING_L04,8,8,19.0,9,1.0,True,False,True
135,75-84,FENCING_J03,8,8,19.0,9,1.0,True,False,True
135,75-84,FOOTBALL11_Q01,8,8,11.5,5,1.0,True,False,True
135,75-84,FOOTBALLOTHER_Q05,8,8,11.5,5,1.0,True,False,True
135,75-84,FOOTBALLSMALL_Q02,8,8,11.5,5,1.0,True,False,True
135,75-84,FOOTBALLWALK_Q04,8,8,11.5,5,1.0,True,False,True
135,75-84,FOOTBALL_F01,8,8,19.0,9,1.0,True,False,True
135,75-84,FRISBEE_I03,8,8,19.0,9,1.0,True,False,True
135,75-84,FUTSAL_Q03,8,8,11.5,5,1.0,True,False,True
135,75-84,GARDENTRAMP_L14,8,8,19.0,9,1.0,True,False,True
135,75-84,GARD_B08,8,8,19.0,9,1.0,True,False,True
135,75-84,GLIDING_H08,8,8,19.0,9,1.0,True,False,True
135,75-84,GOALBALL_F15,8,8,19.0,9,1.0,True,False,True
135,75-84,GOLFADV_U11,8,8,11.5,5,1.0,True,False,True
135,75-84,GOLFFULL_U08,8,8,11.5,5,1.0,True,False,True
135,75-84,GOLFSHORT_U09,8,8,11.5,5,1.0,True,False,True
135,75-84,GOLF_L08,8,8,19.0,9,1.0,True,False,True
135,75-84,GYMNASTICSONLY_U24,8,8,11.5,5,1.0,True,False,True
135,75-84,GYMNASTICS_L13,8,8,19.0,9,1.0,True,False,True
135,75-84,GYMTRAMPCHEER_C13,8,8,19.0,9,1.0,True,False,True
135,75-84,HANDBALL_F16,8,8,19.0,9,1.0,True,False,True
135,75-84,HIGHROPES_H14,8,8,19.0,9,1.0,True,False,True
135,75-84,HOCKEY_F09,8,8,19.0,9,1.0,True,False,True
135,75-84,ICEHOCKEY_K03,8,8,19.0,9,1.0,True,False,True
135,75-84,ICESKATING_I02,8,8,19.0,9,1.0,True,False,True
135,75-84,JUJITSU_S03,8,8,11.5,5,1.0,True,False,True
135,75-84,KARATE_S02,8,8,11.5,5,1.0,True,False,True
135,75-84,KARTING_U26,8,8,11.5,5,1.0,True,False,True
135,75-84,LACROSSE_F14,8,8,19.0,9,1.0,True,False,True
135,75-84,LIFESAVING_H13,8,8,19.0,9,1.0,True,False,True
135,75-84,MARTIALCHINESE_S05,8,8,11.5,5,1.0,True,False,True
135,75-84,MARTIALOTHER_S06,8,8,11.5,5,1.0,True,False,True
135,75-84,MARTIAL_J07,8,8,19.0,9,1.0,True,False,True
135,75-84,MODPENT_L06,8,8,19.0,9,1.0,True,False,True
135,75-84,MOTORCARRACE_U28,8,8,11.5,5,1.0,True,False,True
135,75-84,MOTORCYCRACE_U27,8,8,11.5,5,1.0,True,False,True
135,75-84,MOTORSPORTS_L18,8,8,19.0,9,1.0,True,False,True
135,75-84,NETBALL_F06,8,8,19.0,9,1.0,True,False,True
135,75-84,ORIENTEERING_H04,8,8,19.0,9,1.0,True,False,True
135,75-84,PARKOUR_H05,8,8,19.0,9,1.0,True,False,True
135,75-84,POOL_I07,8,8,19.0,9,1.0,True,False,True
135,75-84,RIFLE_S09,8,8,11.5,5,1.0,True,False,True
135,75-84,ROCKCLIMB_R01,8,8,11.5,5,1.0,True,False,True
135,75-84,ROLLERSKATING_L16,8,8,19.0,9,1.0,True,False,True
135,75-84,ROUNDERS_F11,8,8,19.0,9,1.0,True,False,True
135,75-84,ROWINGWATER_R04,8,8,19.0,9,1.0,True,False,True
135,75-84,RUGBYLEAG13_Q17,8,8,11.5,5,1.0,True,False,True
135,75-84,RUGBYLEAGTAG_Q19,8,8,11.5,5,1.0,True,False,True
135,75-84,RUGBYLEAGTOUCH_Q18,8,8,11.5,5,1.0,True,False,True
135,75-84,RUGBYLEAGUE_F04,8,8,19.0,9,1.0,True,False,True
135,75-84,RUGBYUN15_Q13,8,8,11.5,5,1.0,True,False,True
135,75-84,RUGBYUN7_Q15,8,8,11.5,5,1.0,True,False,True
135,75-84,RUGBYUNION_F03,8,8,19.0,9,1.0,True,False,True
135,75-84,RUGBYUNTAG_Q16,8,8,11.5,5,1.0,True,False,True
135,75-84,RUGBYUNTOUCH_Q14,8,8,11.5,5,1.0,True,False,True
135,75-84,RUNJOG_U07,8,8,19.0,9,1.0,True,False,True
135,75-84,SHOOTING_J08,8,8,19.0,9,1.0,True,False,True
135,75-84,SKATEBOARDING_L17,8,8,19.0,9,1.0,True,False,True
135,75-84,SKIING_T01,8,8,11.5,5,1.0,True,False,True
135,75-84,SKITTLES_I09,8,8,19.0,9,1.0,True,False,True
135,75-84,SLEDDING_K02,8,8,19.0,9,1.0,True,False,True
135,75-84,SNOOKER_I06,8,8,19.0,9,1.0,True,False,True
135,75-84,SNOWBOARDING_T02,8,8,11.5,5,1.0,True,False,True
135,75-84,SNOWSPORT_K01,8,8,19.0,9,1.0,True,False,True
135,75-84,TABLETENNIS_G03,8,8,19.0,9,1.0,True,False,True
135,75-84,TAEKWONDO_J05,8,8,19.0,9,1.0,True,False,True
135,75-84,TENNIS_G01,8,8,19.0,9,1.0,True,False,True
135,75-84,TENPIN_I04,8,8,19.0,9,1.0,True,False,True
135,75-84,TRACKANDFIELD_L02,8,8,19.0,9,1.0,True,False,True
135,75-84,TRAMPOLINING_U25,8,8,11.5,5,1.0,True,False,True
135,75-84,TRIATHLON_L05,8,8,19.0,9,1.0,True,False,True
135,75-84,VOLLEYBALL_F10,8,8,19.0,9,1.0,True,False,True
135,75-84,WALKTRAV_B02,8,8,19.0,9,1.0,True,False,True
135,75-84,WATERPOLO_U06,8,8,11.5,5,1.0,True,False,True
135,75-84,WATERSKIING_H10,8,8,19.0,9,1.0,True,False,True
135,75-84,WHEELCHBASKETBALL_F08,8,8,19.0,9,1.0,True,False,True
135,75-84,WHEELCHRUGBY_F05,8,8,19.0,9,1.0,True,False,True
135,75-84,WINTER_C10,8,8,19.0,9,1.0,True,False,True
135,75-84,WRESTLING_J09,8,8,19.0,9,1.0,True,False,True
135,85+,ABSEILING_H03,8,8,4.5,1,1.0,True,False,True
135,85+,ACTTRAV_C03,8,8,4.5,1,1.0,True,False,True
135,85+,AIKIDO_S04,6,6,4.0,2,1.0,True,True,True
135,85+,AIRGUN_S08,6,6,4.0,2,1.0,True,True,True
135,85+,ARCHERY_J01,8,8,4.5,1,1.0,True,False,True
135,85+,BADMINTON_G02,8,8,4.5,1,1.0,True,False,True
135,85+,BASESOFTBALL_F13,8,8,4.5,1,1.0,True,False,True
135,85+,BASKETBALL_F07,8,8,4.5,1,1.0,True,False,True
135,85+,BOCCIA_L11,8,8,4.5,1,1.0,True,False,True
135,85+,BOULES_L12,8,8,4.5,1,1.0,True,False,True
135,85+,BOWLSBOULES_C12,8,8,4.5,1,1.0,True,False,True
135,85+,BOWLSCARPET_U18,6,6,4.0,2,1.0,True,True,True
135,85+,BOWLSCROWNGREEN_U19,6,6,4.0,2,1.0,True,True,True
135,85+,BOWLSFLATGREEN_U20,6,6,4.0,2,1.0,True,True,True
135,85+,BOWLSSHORTMAT_U23,6,6,4.0,2,1.0,True,True,True
135,85+,BOWLS_L10,8,8,4.5,1,1.0,True,False,True
135,85+,BOXINGTRAD_S01,8,8,4.5,1,1.0,True,False,True
135,85+,CAVING_H02,8,8,4.5,1,1.0,True,False,True
135,85+,CHEERLEADING_L15,8,8,4.5,1,1.0,True,False,True
135,85+,CLIMBWALL_R02,6,6,4.0,2,1.0,True,True,True
135,85+,CRICKETLONG_Q06,6,6,4.0,2,1.0,True,True,True
135,85+,CRICKETOTH_Q12,6,6,4.0,2,1.0,True,True,True
135,85+,CRICKETSHORT_Q07,6,6,4.0,2,1.0,True,True,True
135,85+,CROQUET_I05,8,8,4.5,1,1.0,True,False,True
135,85+,CYCBMX_N03,6,6,4.0,2,1.0,True,True,True
135,85+,CYCCROSS_N06,6,6,4.0,2,1.0,True,True,True
135,85+,CYCLEISURE_N01,6,6,4.0,2,1.0,True,True,True
135,85+,CYCMOUNTAIN_N02,6,6,4.0,2,1.0,True,True,True
135,85+,CYCROAD_N04,6,6,4.0,2,1.0,True,True,True
135,85+,CYCTRACK_N05,6,6,4.0,2,1.0,True,True,True
135,85+,CYCTRAV_B04,8,8,4.5,1,1.0,True,False,True
135,85+,CYC_OLD_M02,8,8,4.5,1,1.0,True,False,True
135,85+,DANCEART_B05,8,8,4.5,1,1.0,True,False,True
135,85+,DANCEOTHER_O01,8,8,4.5,1,1.0,True,False,True
135,85+,DARTS_I08,8,8,4.5,1,1.0,True,False,True
135,85+,DIVING_U05,6,6,4.0,2,1.0,True,True,True
135,85+,DODGEBALL_F12,8,8,4.5,1,1.0,True,False,True
135,85+,DRIVINGRANGE_U10,6,6,4.0,2,1.0,True,True,True
135,85+,EQUESTDRESSAGE_U15,6,6,4.0,2,1.0,True,True,True
135,85+,EQUESTEVENTING_U16,6,6,4.0,2,1.0,True,True,True
135,85+,EQUESTHACKING_U12,6,6,4.0,2,1.0,True,True,True
135,85+,EQUESTOTHER_U17,7,7,4.0,2,1.0,True,True,True
135,85+,EQUESTSCHOOLING_U13,6,6,4.0,2,1.0,True,True,True
135,85+,EQUESTSHOWJUMP_U14,6,6,4.0,2,1.0,True,True,True
135,85+,EQUEST_L09,8,8,4.5,1,1.0,True,False,True
135,85+,FELLRUNNING_L04,8,8,4.5,1,1.0,True,False,True
135,85+,FENCING_J03,8,8,4.5,1,1.0,True,False,True
135,85+,FOOTBALL11_Q01,6,6,4.0,2,1.0,True,True,True
135,85+,FOOTBALLOTHER_Q05,6,6,4.0,2,1.0,True,True,True
135,85+,FOOTBALLSMALL_Q02,6,6,4.0,2,1.0,True,True,True
135,85+,FOOTBALLWALK_Q04,6,6,4.0,2,1.0,True,True,True
135,85+,FOOTBALL_F01,8,8,4.5,1,1.0,True,False,True
135,85+,FRISBEE_I03,8,8,4.5,1,1.0,True,False,True
135,85+,FUTSAL_Q03,6,6,4.0,2,1.0,True,True,True
135,85+,GARDENTRAMP_L14,8,8,4.5,1,1.0,True,False,True
135,85+,GARD_B08,8,8,4.5,1,1.0,True,False,True
135,85+,GLIDING_H08,8,8,4.5,1,1.0,True,False,True
135,85+,GOALBALL_F15,8,8,4.5,1,1.0,True,False,True
135,85+,GOLFADV_U11,6,6,4.0,2,1.0,True,True,True
135,85+,GOLFFULL_U08,6,6,4.0,2,1.0,True,True,True
135,85+,GOLFSHORT_U09,6,6,4.0,2,1.0,True,True,True
135,85+,GOLF_L08,8,8,4.5,1,1.0,True,False,True
135,85+,GYMNASTICSONLY_U24,6,6,4.0,2,1.0,True,True,True
135,85+,GYMNASTICS_L13,8,8,4.5,1,1.0,True,False,True
135,85+,GYMTRAMPCHEER_C13,8,8,4.5,1,1.0,True,False,True
135,85+,HANDBALL_F16,8,8,4.5,1,1.0,True,False,True
135,85+,HIGHROPES_H14,8,8,4.5,1,1.0,True,False,True
135,85+,HOCKEY_F09,8,8,4.5,1,1.0,True,False,True
135,85+,ICEHOCKEY_K03,8,8,4.5,1,1.0,True,False,True
135,85+,ICESKATING_I02,8,8,4.5,1,1.0,True,False,True
135,85+,JUJITSU_S03,6,6,4.0,2,1.0,True,True,True
135,85+,KARATE_S02,6,6,4.0,2,1.0,True,True,True
