LA_2023,age_group,activity_suffix,historical_years_available,historical_small_cell_years,historical_median_n,historical_min_n,historical_small_cell_rate,historical_small_cell_majority,historical_incomplete_outcome_history,historical_reliability_warning
107,16-24,ABSEILING_H03,8,1,35.0,27,0.125,False,False,False
107,16-24,ACTTRAV_C03,8,1,35.0,27,0.125,False,False,False
107,16-24,AIKIDO_S04,8,3,33.0,24,0.375,False,False,False
107,16-24,AIRGUN_S08,8,3,33.0,24,0.375,False,False,False
107,16-24,ARCHERY_J01,8,1,35.0,27,0.125,False,False,False
107,16-24,BADMINTON_G02,8,1,35.0,27,0.125,False,False,False
107,16-24,BASESOFTBALL_F13,8,1,35.0,27,0.125,False,False,False
107,16-24,BASKETBALL_F07,8,1,35.0,27,0.125,False,False,False
107,16-24,BOCCIA_L11,8,1,35.0,27,0.125,False,False,False
107,16-24,BOULES_L12,8,1,35.0,27,0.125,False,False,False
107,16-24,BOWLSBOULES_C12,8,1,35.0,27,0.125,False,False,False
107,16-24,BOWLSCARPET_U18,8,3,33.0,24,0.375,False,False,False
107,16-24,BOWLSCROWNGREEN_U19,8,3,33.0,24,0.375,False,False,False
107,16-24,BOWLSFLATGREEN_U20,8,3,33.0,24,0.375,False,False,False
107,16-24,BOWLSSHORTMAT_U23,8,3,33.0,24,0.375,False,False,False
107,16-24,BOWLS_L10,8,1,35.0,27,0.125,False,False,False
107,16-24,BOXINGTRAD_S01,8,1,35.0,27,0.125,False,False,False
107,16-24,CAVING_H02,8,1,35.0,27,0.125,False,False,False
107,16-24,CHEERLEADING_L15,8,1,35.0,27,0.125,False,False,False
107,16-24,CLIMBWALL_R02,8,3,33.0,24,0.375,False,False,False
107,16-24,CRICKETLONG_Q06,8,3,33.0,24,0.375,False,False,False
107,16-24,CRICKETOTH_Q12,8,3,33.0,24,0.375,False,False,False
107,16-24,CRICKETSHORT_Q07,8,3,33.0,24,0.375,False,False,False
107,16-24,CROQUET_I05,8,1,35.0,27,0.125,False,False,False
107,16-24,CYCBMX_N03,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCCROSS_N06,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCLEISURE_N01,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCMOUNTAIN_N02,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCROAD_N04,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCTRACK_N05,8,3,33.0,24,0.375,False,False,False
107,16-24,CYCTRAV_B04,8,1,35.0,27,0.125,False,False,False
107,16-24,CYC_OLD_M02,8,1,35.0,27,0.125,False,False,False
107,16-24,DANCEART_B05,8,1,35.0,27,0.125,False,False,False
107,16-24,DANCEOTHER_O01,8,1,35.0,27,0.125,False,False,False
107,16-24,DARTS_I08,8,1,35.0,27,0.125,False,False,False
107,16-24,DIVING_U05,8,3,33.0,24,0.375,False,False,False
107,16-24,DODGEBALL_F12,8,1,35.0,27,0.125,False,False,False
107,16-24,DRIVINGRANGE_U10,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUESTDRESSAGE_U15,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUESTEVENTING_U16,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUESTHACKING_U12,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUESTOTHER_U17,8,2,33.5,27,0.25,False,False,False
107,16-24,EQUESTSCHOOLING_U13,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUESTSHOWJUMP_U14,8,3,33.0,24,0.375,False,False,False
107,16-24,EQUEST_L09,8,1,35.0,27,0.125,False,False,False
107,16-24,FELLRUNNING_L04,8,1,35.0,27,0.125,False,False,False
107,16-24,FENCING_J03,8,1,35.0,27,0.125,False,False,False
107,16-24,FOOTBALL11_Q01,8,3,33.0,24,0.375,False,False,False
107,16-24,FOOTBALLOTHER_Q05,8,3,33.0,24,0.375,False,False,False
107,16-24,FOOTBALLSMALL_Q02,8,3,33.0,24,0.375,False,False,False
107,16-24,FOOTBALLWALK_Q04,8,3,33.0,24,0.375,False,False,False
107,16-24,FOOTBALL_F01,8,1,35.0,27,0.125,False,False,False
107,16-24,FRISBEE_I03,8,1,35.0,27,0.125,False,False,False
107,16-24,FUTSAL_Q03,8,3,33.0,24,0.375,False,False,False
107,16-24,GARDENTRAMP_L14,8,1,35.0,27,0.125,False,False,False
107,16-24,GARD_B08,8,1,35.0,27,0.125,False,False,False
107,16-24,GLIDING_H08,8,1,35.0,27,0.125,False,False,False
107,16-24,GOALBALL_F15,8,1,35.0,27,0.125,False,False,False
107,16-24,GOLFADV_U11,8,3,33.0,24,0.375,False,False,False
107,16-24,GOLFFULL_U08,8,3,33.0,24,0.375,False,False,False
107,16-24,GOLFSHORT_U09,8,3,33.0,24,0.375,False,False,False
107,16-24,GOLF_L08,8,1,35.0,27,0.125,False,False,False
107,16-24,GYMNASTICSONLY_U24,8,3,33.0,24,0.375,False,False,False
107,16-24,GYMNASTICS_L13,8,1,35.0,27,0.125,False,False,False
107,16-24,GYMTRAMPCHEER_C13,8,1,35.0,27,0.125,False,False,False
107,16-24,HANDBALL_F16,8,1,35.0,27,0.125,False,False,False
107,16-24,HIGHROPES_H14,8,1,35.0,27,0.125,False,False,False
107,16-24,HOCKEY_F09,8,1,35.0,27,0.125,False,False,False
107,16-24,ICEHOCKEY_K03,8,1,35.0,27,0.125,False,False,False
107,16-24,ICESKATING_I02,8,1,35.0,27,0.125,False,False,False
107,16-24,JUJITSU_S03,8,3,33.0,24,0.375,False,False,False
107,16-24,KARATE_S02,8,3,33.0,24,0.375,False,False,False
107,16-24,KARTING_U26,8,3,33.0,24,0.375,False,False,False
107,16-24,LACROSSE_F14,8,1,35.0,27,0.125,False,False,False
107,16-24,LIFESAVING_H13,8,1,35.0,27,0.125,False,False,False
107,16-24,MARTIALCHINESE_S05,8,3,33.0,24,0.375,False,False,False
107,16-24,MARTIALOTHER_S06,8,3,33.0,24,0.375,False,False,False
107,16-24,MARTIAL_J07,8,1,35.0,27,0.125,False,False,False
107,16-24,MODPENT_L06,8,1,35.0,27,0.125,False,False,False
107,16-24,MOTORCARRACE_U28,8,3,33.0,24,0.375,False,False,False
107,16-24,MOTORCYCRACE_U27,8,3,33.0,24,0.375,False,False,False
107,16-24,MOTORSPORTS_L18,8,1,35.0,27,0.125,False,False,False
107,16-24,NETBALL_F06,8,1,35.0,27,0.125,False,False,False
107,16-24,ORIENTEERING_H04,8,1,35.0,27,0.125,False,False,False
107,16-24,PARKOUR_H05,8,1,35.0,27,0.125,False,False,False
107,16-24,POOL_I07,8,1,35.0,27,0.125,False,False,False
107,16-24,RIFLE_S09,8,3,33.0,24,0.375,False,False,False
107,16-24,ROCKCLIMB_R01,8,3,33.0,24,0.375,False,False,False
107,16-24,ROLLERSKATING_L16,8,1,35.0,27,0.125,False,False,False
107,16-24,ROUNDERS_F11,8,1,35.0,27,0.125,False,False,False
107,16-24,ROWINGWATER_R04,8,1,35.0,27,0.125,False,False,False
107,16-24,RUGBYLEAG13_Q17,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYLEAGTAG_Q19,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYLEAGTOUCH_Q18,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYLEAGUE_F04,8,1,35.0,27,0.125,False,False,False
107,16-24,RUGBYUN15_Q13,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYUN7_Q15,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYUNION_F03,8,1,35.0,27,0.125,False,False,False
107,16-24,RUGBYUNTAG_Q16,8,3,33.0,24,0.375,False,False,False
107,16-24,RUGBYUNTOUCH_Q14,8,3,33.0,24,0.375,False,False,False
107,16-24,RUNJOG_U07,8,1,35.0,27,0.125,False,False,False
107,16-24,SHOOTING_J08,8,1,35.0,27,0.125,False,False,False
107,16-24,SKATEBOARDING_L17,8,1,35.0,27,0.125,False,False,False
107,16-24,SKIING_T01,8,3,33.0,24,0.375,False,False,False
107,16-24,SKITTLES_I09,8,1,35.0,27,0.125,False,False,False
107,16-24,SLEDDING_K02,8,1,35.0,27,0.125,False,False,False
107,16-24,SNOOKER_I06,8,1,35.0,27,0.125,False,False,False
107,16-24,SNOWBOARDING_T02,8,3,33.0,24,0.375,False,False,False
107,16-24,SNOWSPORT_K01,8,1,35.0,27,0.125,False,False,False
107,16-24,TABLETENNIS_G03,8,1,35.0,27,0.125,False,False,False
107,16-24,TAEKWONDO_J05,8,1,35.0,27,0.125,False,False,False
107,16-24,TENNIS_G01,8,1,35.0,27,0.125,False,False,False
107,16-24,TENPIN_I04,8,1,35.0,27,0.125,False,False,False
107,16-24,TRACKANDFIELD_L02,8,1,35.0,27,0.125,False,False,False
107,16-24,TRAMPOLINING_U25,8,3,33.0,24,0.375,False,False,False
107,16-24,TRIATHLON_L05,8,1,35.0,27,0.125,False,False,False
107,16-24,VOLLEYBALL_F10,8,1,35.0,27,0.125,False,False,False
107,16-24,WALKTRAV_B02,8,1,35.0,27,0.125,False,False,False
107,16-24,WATERPOLO_U06,8,3,33.0,24,0.375,False,False,False
107,16-24,WATERSKIING_H10,8,1,35.0,27,0.125,False,False,False
107,16-24,WHEELCHBASKETBALL_F08,8,1,35.0,27,0.125,False,False,False
107,16-24,WHEELCHRUGBY_F05,8,1,35.0,27,0.125,False,False,False
107,16-24,WINTER_C10,8,1,35.0,27,0.125,False,False,False
107,16-24,WRESTLING_J09,8,1,35.0,27,0.125,False,False,False
107,25-34,ABSEILING_H03,8,0,118.5,99,0.0,False,False,False
107,25-34,ACTTRAV_C03,8,0,118.5,99,0.0,False,False,False
107,25-34,AIKIDO_S04,8,0,118.5,83,0.0,False,False,False
107,25-34,AIRGUN_S08,8,0,118.5,83,0.0,False,False,False
107,25-34,ARCHERY_J01,8,0,118.5,99,0.0,False,False,False
107,25-34,BADMINTON_G02,8,0,118.5,99,0.0,False,False,False
107,25-34,BASESOFTBALL_F13,8,0,118.5,99,0.0,False,False,False
107,25-34,BASKETBALL_F07,8,0,118.5,99,0.0,False,False,False
107,25-34,BOCCIA_L11,8,0,118.5,99,0.0,False,False,False
107,25-34,BOULES_L12,8,0,118.5,99,0.0,False,False,False
107,25-34,BOWLSBOULES_C12,8,0,118.5,99,0.0,False,False,False
107,25-34,BOWLSCARPET_U18,8,0,118.5,83,0.0,False,False,False
107,25-34,BOWLSCROWNGREEN_U19,8,0,118.5,83,0.0,False,False,False
107,25-34,BOWLSFLATGREEN_U20,8,0,118.5,83,0.0,False,False,False
107,25-34,BOWLSSHORTMAT_U23,8,0,118.5,83,0.0,False,False,False
107,25-34,BOWLS_L10,8,0,118.5,99,0.0,False,False,False
107,25-34,BOXINGTRAD_S01,8,0,118.5,99,0.0,False,False,False
107,25-34,CAVING_H02,8,0,118.5,99,0.0,False,False,False
107,25-34,CHEERLEADING_L15,8,0,118.5,99,0.0,False,False,False
107,25-34,CLIMBWALL_R02,8,0,118.5,83,0.0,False,False,False
107,25-34,CRICKETLONG_Q06,8,0,118.5,83,0.0,False,False,False
107,25-34,CRICKETOTH_Q12,8,0,118.5,83,0.0,False,False,False
107,25-34,CRICKETSHORT_Q07,8,0,118.5,83,0.0,False,False,False
107,25-34,CROQUET_I05,8,0,118.5,99,0.0,False,False,False
107,25-34,CYCBMX_N03,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCCROSS_N06,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCLEISURE_N01,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCMOUNTAIN_N02,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCROAD_N04,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCTRACK_N05,8,0,118.5,83,0.0,False,False,False
107,25-34,CYCTRAV_B04,8,0,118.5,99,0.0,False,False,False
107,25-34,CYC_OLD_M02,8,0,118.5,99,0.0,False,False,False
107,25-34,DANCEART_B05,8,0,118.5,99,0.0,False,False,False
107,25-34,DANCEOTHER_O01,8,0,118.5,99,0.0,False,False,False
107,25-34,DARTS_I08,8,0,118.5,99,0.0,False,False,False
107,25-34,DIVING_U05,8,0,118.5,83,0.0,False,False,False
107,25-34,DODGEBALL_F12,8,0,118.5,99,0.0,False,False,False
107,25-34,DRIVINGRANGE_U10,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUESTDRESSAGE_U15,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUESTEVENTING_U16,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUESTHACKING_U12,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUESTOTHER_U17,8,0,118.5,89,0.0,False,False,False
107,25-34,EQUESTSCHOOLING_U13,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUESTSHOWJUMP_U14,8,0,118.5,83,0.0,False,False,False
107,25-34,EQUEST_L09,8,0,118.5,99,0.0,False,False,False
107,25-34,FELLRUNNING_L04,8,0,118.5,99,0.0,False,False,False
107,25-34,FENCING_J03,8,0,118.5,99,0.0,False,False,False
107,25-34,FOOTBALL11_Q01,8,0,118.5,83,0.0,False,False,False
107,25-34,FOOTBALLOTHER_Q05,8,0,118.5,83,0.0,False,False,False
107,25-34,FOOTBALLSMALL_Q02,8,0,118.5,83,0.0,False,False,False
107,25-34,FOOTBALLWALK_Q04,8,0,118.5,83,0.0,False,False,False
107,25-34,FOOTBALL_F01,8,0,118.5,99,0.0,False,False,False
107,25-34,FRISBEE_I03,8,0,118.5,99,0.0,False,False,False
107,25-34,FUTSAL_Q03,8,0,118.5,83,0.0,False,False,False
107,25-34,GARDENTRAMP_L14,8,0,118.5,99,0.0,False,False,False
107,25-34,GARD_B08,8,0,118.5,99,0.0,False,False,False
107,25-34,GLIDING_H08,8,0,118.5,99,0.0,False,False,False
107,25-34,GOALBALL_F15,8,0,118.5,99,0.0,False,False,False
107,25-34,GOLFADV_U11,8,0,118.5,83,0.0,False,False,False
107,25-34,GOLFFULL_U08,8,0,118.5,83,0.0,False,False,False
107,25-34,GOLFSHORT_U09,8,0,118.5,83,0.0,False,False,False
107,25-34,GOLF_L08,8,0,118.5,99,0.0,False,False,False
107,25-34,GYMNASTICSONLY_U24,8,0,118.5,83,0.0,False,False,False
107,25-34,GYMNASTICS_L13,8,0,118.5,99,0.0,False,False,False
107,25-34,GYMTRAMPCHEER_C13,8,0,118.5,99,0.0,False,False,False
107,25-34,HANDBALL_F16,8,0,118.5,99,0.0,False,False,False
107,25-34,HIGHROPES_H14,8,0,118.5,99,0.0,False,False,False
107,25-34,HOCKEY_F09,8,0,118.5,99,0.0,False,False,False
107,25-34,ICEHOCKEY_K03,8,0,118.5,99,0.0,False,False,False
107,25-34,ICESKATING_I02,8,0,118.5,99,0.0,False,False,False
107,25-34,JUJITSU_S03,8,0,118.5,83,0.0,False,False,False
107,25-34,KARATE_S02,8,0,118.5,83,0.0,False,False,False
107,25-34,KARTING_U26,8,0,118.5,83,0.0,False,False,False
107,25-34,LACROSSE_F14,8,0,118.5,99,0.0,False,False,False
107,25-34,LIFESAVING_H13,8,0,118.5,99,0.0,False,False,False
107,25-34,MARTIALCHINESE_S05,8,0,118.5,83,0.0,False,False,False
107,25-34,MARTIALOTHER_S06,8,0,118.5,83,0.0,False,False,False
107,25-34,MARTIAL_J07,8,0,118.5,99,0.0,False,False,False
107,25-34,MODPENT_L06,8,0,118.5,99,0.0,False,False,False
107,25-34,MOTORCARRACE_U28,8,0,118.5,83,0.0,False,False,False
107,25-34,MOTORCYCRACE_U27,8,0,118.5,83,0.0,False,False,False
107,25-34,MOTORSPORTS_L18,8,0,118.5,99,0.0,False,False,False
107,25-34,NETBALL_F06,8,0,118.5,99,0.0,False,False,False
107,25-34,ORIENTEERING_H04,8,0,118.5,99,0.0,False,False,False
107,25-34,PARKOUR_H05,8,0,118.5,99,0.0,False,False,False
107,25-34,POOL_I07,8,0,118.5,99,0.0,False,False,False
107,25-34,RIFLE_S09,8,0,118.5,83,0.0,False,False,False
107,25-34,ROCKCLIMB_R01,8,0,118.5,83,0.0,False,False,False
107,25-34,ROLLERSKATING_L16,8,0,118.5,99,0.0,False,False,False
107,25-34,ROUNDERS_F11,8,0,118.5,99,0.0,False,False,False
107,25-34,ROWINGWATER_R04,8,0,118.5,99,0.0,False,False,False
107,25-34,RUGBYLEAG13_Q17,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYLEAGTAG_Q19,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYLEAGTOUCH_Q18,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYLEAGUE_F04,8,0,118.5,99,0.0,False,False,False
107,25-34,RUGBYUN15_Q13,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYUN7_Q15,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYUNION_F03,8,0,118.5,99,0.0,False,False,False
107,25-34,RUGBYUNTAG_Q16,8,0,118.5,83,0.0,False,False,False
107,25-34,RUGBYUNTOUCH_Q14,8,0,118.5,83,0.0,False,False,False
107,25-34,RUNJOG_U07,8,0,118.5,99,0.0,False,False,False
107,25-34,SHOOTING_J08,8,0,118.5,99,0.0,False,False,False
107,25-34,SKATEBOARDING_L17,8,0,118.5,99,0.0,False,False,False
107,25-34,SKIING_T01,8,0,118.5,83,0.0,False,False,False
107,25-34,SKITTLES_I09,8,0,118.5,99,0.0,False,False,False
107,25-34,SLEDDING_K02,8,0,118.5,99,0.0,False,False,False
107,25-34,SNOOKER_I06,8,0,118.5,99,0.0,False,False,False
107,25-34,SNOWBOARDING_T02,8,0,118.5,83,0.0,False,False,False
107,25-34,SNOWSPORT_K01,8,0,118.5,99,0.0,False,False,False
107,25-34,TABLETENNIS_G03,8,0,118.5,99,0.0,False,False,False
107,25-34,TAEKWONDO_J05,8,0,118.5,99,0.0,False,False,False
107,25-34,TENNIS_G01,8,0,118.5,99,0.0,False,False,False
107,25-34,TENPIN_I04,8,0,118.5,99,0.0,False,False,False
107,25-34,TRACKANDFIELD_L02,8,0,118.5,99,0.0,False,False,False
107,25-34,TRAMPOLINING_U25,8,0,118.5,83,0.0,False,False,False
107,25-34,TRIATHLON_L05,8,0,118.5,99,0.0,False,False,False
107,25-34,VOLLEYBALL_F10,8,0,118.5,99,0.0,False,False,False
107,25-34,WALKTRAV_B02,8,0,118.5,99,0.0,False,False,False
107,25-34,WATERPOLO_U06,8,0,118.5,83,0.0,False,False,False
107,25-34,WATERSKIING_H10,8,0,118.5,99,0.0,False,False,False
107,25-34,WHEELCHBASKETBALL_F08,8,0,118.5,99,0.0,False,False,False
107,25-34,WHEELCHRUGBY_F05,8,0,118.5,99,0.0,False,False,False
107,25-34,WINTER_C10,8,0,118.5,99,0.0,False,False,False
107,25-34,WRESTLING_J09,8,0,118.5,99,0.0,False,False,False
107,35-44,ABSEILING_H03,8,0,119.0,98,0.0,False,False,False
107,35-44,ACTTRAV_C03,8,0,119.0,98,0.0,False,False,False
107,35-44,AIKIDO_S04,8,0,114.0,72,0.0,False,False,False
107,35-44,AIRGUN_S08,8,0,114.0,72,0.0,False,False,False
107,35-44,ARCHERY_J01,8,0,119.0,98,0.0,False,False,False
107,35-44,BADMINTON_G02,8,0,119.0,98,0.0,False,False,False
107,35-44,BASESOFTBALL_F13,8,0,119.0,98,0.0,False,False,False
107,35-44,BASKETBALL_F07,8,0,119.0,98,0.0,False,False,False
107,35-44,BOCCIA_L11,8,0,119.0,98,0.0,False,False,False
107,35-44,BOULES_L12,8,0,119.0,98,0.0,False,False,False
107,35-44,BOWLSBOULES_C12,8,0,119.0,98,0.0,False,False,False
107,35-44,BOWLSCARPET_U18,8,0,114.0,72,0.0,False,False,False
107,35-44,BOWLSCROWNGREEN_U19,8,0,114.0,72,0.0,False,False,False
107,35-44,BOWLSFLATGREEN_U20,8,0,114.0,72,0.0,False,False,False
107,35-44,BOWLSSHORTMAT_U23,8,0,114.0,72,0.0,False,False,False
107,35-44,BOWLS_L10,8,0,119.0,98,0.0,False,False,False
107,35-44,BOXINGTRAD_S01,8,0,119.0,98,0.0,False,False,False
107,35-44,CAVING_H02,8,0,119.0,98,0.0,False,False,False
107,35-44,CHEERLEADING_L15,8,0,119.0,98,0.0,False,False,False
107,35-44,CLIMBWALL_R02,8,0,114.0,72,0.0,False,False,False
107,35-44,CRICKETLONG_Q06,8,0,114.0,72,0.0,False,False,False
107,35-44,CRICKETOTH_Q12,8,0,114.0,72,0.0,False,False,False
107,35-44,CRICKETSHORT_Q07,8,0,114.0,72,0.0,False,False,False
107,35-44,CROQUET_I05,8,0,119.0,98,0.0,False,False,False
107,35-44,CYCBMX_N03,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCCROSS_N06,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCLEISURE_N01,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCMOUNTAIN_N02,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCROAD_N04,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCTRACK_N05,8,0,114.0,72,0.0,False,False,False
107,35-44,CYCTRAV_B04,8,0,119.0,98,0.0,False,False,False
107,35-44,CYC_OLD_M02,8,0,119.0,98,0.0,False,False,False
107,35-44,DANCEART_B05,8,0,119.0,98,0.0,False,False,False
107,35-44,DANCEOTHER_O01,8,0,119.0,98,0.0,False,False,False
107,35-44,DARTS_I08,8,0,119.0,98,0.0,False,False,False
107,35-44,DIVING_U05,8,0,114.0,72,0.0,False,False,False
107,35-44,DODGEBALL_F12,8,0,119.0,98,0.0,False,False,False
107,35-44,DRIVINGRANGE_U10,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUESTDRESSAGE_U15,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUESTEVENTING_U16,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUESTHACKING_U12,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUESTOTHER_U17,8,0,114.0,98,0.0,False,False,False
107,35-44,EQUESTSCHOOLING_U13,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUESTSHOWJUMP_U14,8,0,114.0,72,0.0,False,False,False
107,35-44,EQUEST_L09,8,0,119.0,98,0.0,False,False,False
107,35-44,FELLRUNNING_L04,8,0,119.0,98,0.0,False,False,False
107,35-44,FENCING_J03,8,0,119.0,98,0.0,False,False,False
107,35-44,FOOTBALL11_Q01,8,0,114.0,72,0.0,False,False,False
107,35-44,FOOTBALLOTHER_Q05,8,0,114.0,72,0.0,False,False,False
107,35-44,FOOTBALLSMALL_Q02,8,0,114.0,72,0.0,False,False,False
107,35-44,FOOTBALLWALK_Q04,8,0,114.0,72,0.0,False,False,False
107,35-44,FOOTBALL_F01,8,0,119.0,98,0.0,False,False,False
107,35-44,FRISBEE_I03,8,0,119.0,98,0.0,False,False,False
107,35-44,FUTSAL_Q03,8,0,114.0,72,0.0,False,False,False
107,35-44,GARDENTRAMP_L14,8,0,119.0,98,0.0,False,False,False
107,35-44,GARD_B08,8,0,119.0,98,0.0,False,False,False
107,35-44,GLIDING_H08,8,0,119.0,98,0.0,False,False,False
107,35-44,GOALBALL_F15,8,0,119.0,98,0.0,False,False,False
107,35-44,GOLFADV_U11,8,0,114.0,72,0.0,False,False,False
107,35-44,GOLFFULL_U08,8,0,114.0,72,0.0,False,False,False
107,35-44,GOLFSHORT_U09,8,0,114.0,72,0.0,False,False,False
107,35-44,GOLF_L08,8,0,119.0,98,0.0,False,False,False
107,35-44,GYMNASTICSONLY_U24,8,0,114.0,72,0.0,False,False,False
107,35-44,GYMNASTICS_L13,8,0,119.0,98,0.0,False,False,False
107,35-44,GYMTRAMPCHEER_C13,8,0,119.0,98,0.0,False,False,False
107,35-44,HANDBALL_F16,8,0,119.0,98,0.0,False,False,False
107,35-44,HIGHROPES_H14,8,0,119.0,98,0.0,False,False,False
107,35-44,HOCKEY_F09,8,0,119.0,98,0.0,False,False,False
107,35-44,ICEHOCKEY_K03,8,0,119.0,98,0.0,False,False,False
107,35-44,ICESKATING_I02,8,0,119.0,98,0.0,False,False,False
107,35-44,JUJITSU_S03,8,0,114.0,72,0.0,False,False,False
107,35-44,KARATE_S02,8,0,114.0,72,0.0,False,False,False
107,35-44,KARTING_U26,8,0,114.0,72,0.0,False,False,False
107,35-44,LACROSSE_F14,8,0,119.0,98,0.0,False,False,False
107,35-44,LIFESAVING_H13,8,0,119.0,98,0.0,False,False,False
107,35-44,MARTIALCHINESE_S05,8,0,114.0,72,0.0,False,False,False
107,35-44,MARTIALOTHER_S06,8,0,114.0,72,0.0,False,False,False
107,35-44,MARTIAL_J07,8,0,119.0,98,0.0,False,False,False
107,35-44,MODPENT_L06,8,0,119.0,98,0.0,False,False,False
107,35-44,MOTORCARRACE_U28,8,0,114.0,72,0.0,False,False,False
107,35-44,MOTORCYCRACE_U27,8,0,114.0,72,0.0,False,False,False
107,35-44,MOTORSPORTS_L18,8,0,119.0,98,0.0,False,False,False
107,35-44,NETBALL_F06,8,0,119.0,98,0.0,False,False,False
107,35-44,ORIENTEERING_H04,8,0,119.0,98,0.0,False,False,False
107,35-44,PARKOUR_H05,8,0,119.0,98,0.0,False,False,False
107,35-44,POOL_I07,8,0,119.0,98,0.0,False,False,False
107,35-44,RIFLE_S09,8,0,114.0,72,0.0,False,False,False
107,35-44,ROCKCLIMB_R01,8,0,114.0,72,0.0,False,False,False
107,35-44,ROLLERSKATING_L16,8,0,119.0,98,0.0,False,False,False
107,35-44,ROUNDERS_F11,8,0,119.0,98,0.0,False,False,False
107,35-44,ROWINGWATER_R04,8,0,119.0,98,0.0,False,False,False
107,35-44,RUGBYLEAG13_Q17,8,0,114.0,72,0.0,False,False,False
107,35-44,RUGBYLEAGTAG_Q19,8,0,114.0,72,0.0,False,False,False
107,35-44,RUGBYLEAGTOUCH_Q18,8,0,114.0,72,0.0,False,False,False
107,35-44,RUGBYLEAGUE_F04,8,0,119.0,98,0.0,False,False,False
107,35-44,RUGBYUN15_Q13,8,0,114.0,72,0.0,False,False,False
107,35-44,RUGBYUN7_Q15,8,0,114.0,72,0.0,False,False,False
107,35-44,RUGBYUNION_F03,8,0,119.0,98,0.0,False,False,False
107,35-44,RUGBYUNTAG_Q16,8,0,114.0,72,0.0,False,False,False
107,35-44,RUGBYUNTOUCH_Q14,8,0,114.0,72,0.0,False,False,False
107,35-44,RUNJOG_U07,8,0,119.0,98,0.0,False,False,False
107,35-44,SHOOTING_J08,8,0,119.0,98,0.0,False,False,False
107,35-44,SKATEBOARDING_L17,8,0,119.0,98,0.0,False,False,False
107,35-44,SKIING_T01,8,0,114.0,72,0.0,False,False,False
107,35-44,SKITTLES_I09,8,0,119.0,98,0.0,False,False,False
107,35-44,SLEDDING_K02,8,0,119.0,98,0.0,False,False,False
107,35-44,SNOOKER_I06,8,0,119.0,98,0.0,False,False,False
107,35-44,SNOWBOARDING_T02,8,0,114.0,72,0.0,False,False,False
107,35-44,SNOWSPORT_K01,8,0,119.0,98,0.0,False,False,False
107,35-44,TABLETENNIS_G03,8,0,119.0,98,0.0,False,False,False
107,35-44,TAEKWONDO_J05,8,0,119.0,98,0.0,False,False,False
107,35-44,TENNIS_G01,8,0,119.0,98,0.0,False,False,False
107,35-44,TENPIN_I04,8,0,119.0,98,0.0,False,False,False
107,35-44,TRACKANDFIELD_L02,8,0,119.0,98,0.0,False,False,False
107,35-44,TRAMPOLINING_U25,8,0,114.0,72,0.0,False,False,False
107,35-44,TRIATHLON_L05,8,0,119.0,98,0.0,False,False,False
107,35-44,VOLLEYBALL_F10,8,0,119.0,98,0.0,False,False,False
107,35-44,WALKTRAV_B02,8,0,119.0,98,0.0,False,False,False
107,35-44,WATERPOLO_U06,8,0,114.0,72,0.0,False,False,False
107,35-44,WATERSKIING_H10,8,0,119.0,98,0.0,False,False,False
