year,forecast_horizon,LA_2023,age_group_code,age_group,inactive_rate,fairly_active_rate,active_rate,active_inactive_gap_pp,fairly_active_inactive_gap_pp
9,1,68,7,65-74,0.07134776768049877,0.07831587953476529,0.12399866708873368,5.265089940823491,0.6968111854266518
9,1,68,8,75-84,0.07229816659114403,0.03834773020762623,0.10475470957942096,3.2456542988276924,-3.39504363835178
9,1,68,9,85+,0.036206219051478264,0.04898778334982651,0.0368429881437175,0.06367690922392394,1.2781564298348245
9,1,78,2,16-24,0.08660421465448233,0.05143587044872381,0.16743439616327696,8.083018150879463,-3.5168344205758517
9,1,78,3,25-34,0.06927527828808526,0.05143587044872381,0.10156199322127209,3.2286714933186826,-1.783940783936145
9,1,78,4,35-44,0.06978405422578765,0.0745735571999926,0.11926541128309194,4.948135705730429,0.4789502974204954
9,1,78,5,45-54,0.05143587044872381,0.06927527828808526,0.16944808303911119,11.801221259038739,1.783940783936145
9,1,78,6,55-64,0.05613816759110625,0.05143587044872381,0.12324528830643468,6.710712071532843,-0.470229714238244
9,1,78,7,65-74,0.044200020271996765,0.05143587044872381,0.12465353515556885,8.045351488357207,0.7235850176727044
9,1,78,8,75-84,0.0671848554751239,0.03570170184520261,0.10101238724464827,3.382753176952437,-3.148315362992129
9,1,78,9,85+,0.03356019068905464,0.04634175498740289,0.03419695978129388,0.06367690922392394,1.2781564298348245
9,1,91,2,16-24,0.08377321849617152,0.07247738945712794,0.17062685787849072,8.68536393823192,-1.1295829039043581
9,1,91,3,25-34,0.0745735571999926,0.05143587044872381,0.10327701504500267,2.8703457845010063,-2.3137686751268793
9,1,91,4,35-44,0.06978405422578765,0.05143587044872381,0.11657207605175167,4.678802182596402,-1.834818377706384
9,1,91,5,45-54,0.06927527828808526,0.0552685524102014,0.14993774388238496,8.06624655942997,-1.400672587788386
9,1,91,6,55-64,0.06927527828808526,0.05143587044872381,0.11938585522696264,5.0110576938877385,-1.783940783936145
9,1,91,7,65-74,0.06746230733436417,0.07247738945712794,0.13272057358177078,6.52582662474066,0.5015082122763761
9,1,91,8,75-84,0.04172028694255705,0.03570170184520261,0.08821975660914957,4.649946966659253,-0.6018585097354436
9,1,91,9,85+,0.03356019068905464,0.05143587044872381,0.039291075242614805,0.5730884553560162,1.7875679759669167
9,1,107,2,16-24,0.08907149740807886,0.06978405422578765,0.16743439616327696,7.83628987551981,-1.928744318229121
9,1,107,3,25-34,0.0745735571999926,0.05024484454501304,0.11349506927843332,3.892151207844072,-2.4328712654979565
9,1,107,4,35-44,0.06927527828808526,0.06927527828808526,0.12121844101459471,5.194316272650945,0.0
9,1,107,5,45-54,0.0745735571999926,0.07247738945712794,0.16944808303911119,9.487452583911859,-0.20961677428646686
9,1,107,6,55-64,0.05143587044872381,0.07247738945712794,0.11938585522696264,6.794998477823882,2.104151900840413
9,1,107,7,65-74,0.06230716643381875,0.05143587044872381,0.12465353515556885,6.23463687217501,-1.087129598509494
9,1,107,8,75-84,0.06486263525451548,0.03570170184520261,0.08821975660914957,2.3357121354634094,-2.916093340931287
9,1,107,9,85+,0.03356019068905464,0.04634175498740289,0.039291075242614805,0.5730884553560162,1.2781564298348245
9,1,109,2,16-24,0.07534226669288058,0.03722924417351569,0.14508247209693548,6.9740205404054905,-3.811302251936489
9,1,109,3,25-34,0.06036693092478449,0.03722924417351569,0.08982264969966053,2.9455718774876036,-2.3137686751268802
9,1,109,4,35-44,0.06036693092478449,0.03722924417351569,0.10526164532752519,4.48947144027407,-2.3137686751268802
9,1,109,5,45-54,0.03722924417351569,0.04106192613499328,0.13304377571184803,9.581453153833234,0.383268196147759
9,1,109,6,55-64,0.06036693092478449,0.03722924417351569,0.11584771478093157,5.5480783856147085,-2.3137686751268802
9,1,109,7,65-74,0.02999339399678865,0.03722924417351569,0.10812468865975233,7.813129466296369,0.7235850176727041
9,1,109,8,75-84,0.027513660667348932,0.021495075569994512,0.06879906713103943,4.12854064636905,-0.601858509735442
9,1,109,9,85+,0.04944698339065874,0.03213512871219477,0.021242280250020253,-2.820470314063849,-1.7311854678463974
9,1,112,2,16-24,0.061433500249734596,0.04693556004164831,0.16321323037592025,10.177973012618565,-1.4497940208086284
9,1,112,3,25-34,0.04693556004164831,0.04693556004164831,0.0998081101875119,5.287255014586359,0.0
9,1,112,4,35-44,0.06968637243857861,0.04693556004164831,0.12019165473710192,5.05052822985233,-2.2750812396930304
9,1,112,5,45-54,0.07020925340127397,0.04933182642664626,0.14465376425072798,7.444451084945401,-2.087742697462771
9,1,112,6,55-64,0.04693556004164831,0.04693556004164831,0.1205348963568756,7.359933631522729,0.0
9,1,112,7,65-74,0.058086000646462035,0.04693556004164831,0.11811614248361513,6.003014183715309,-1.1150440604813725
9,1,112,8,75-84,0.03721997653548155,0.031201391438127113,0.0946950537144269,5.747507717894535,-0.6018585097354436
9,1,112,9,85+,0.02905988028197914,0.042470660756630224,0.034790764835539306,0.5730884553560165,1.3410780474651083
9,1,114,2,16-24,0.08892835939671695,0.07247738945712794,0.16743439616327696,7.850603676656001,-1.6450969939589013
9,1,114,3,25-34,0.07247738945712794,0.05143587044872381,0.10402927597486862,3.1551886517740684,-2.104151900840413
9,1,114,4,35-44,0.06978405422578765,0.05143587044872381,0.12245787299830571,5.267381877251806,-1.834818377706384
9,1,114,5,45-54,0.05143587044872381,0.0552685524102014,0.1531302055975987,10.16943351488749,0.383268196147759
9,1,114,6,55-64,0.05143587044872381,0.07236891474602186,0.13005434105613975,7.861847060741595,2.0933044297298053
9,1,114,7,65-74,0.044200020271996765,0.0745735571999926,0.12742229466986332,8.322227439786655,3.037353692799584
9,1,114,8,75-84,0.04172028694255705,0.03570170184520261,0.09891621950178361,5.719593255922657,-0.6018585097354436
9,1,114,9,85+,0.03356019068905464,0.04634175498740289,0.039291075242614805,0.5730884553560162,1.2781564298348245
9,1,117,2,16-24,0.0869753296652142,0.05143587044872381,0.16743439616327696,8.045906649806277,-3.5539459216490386
9,1,117,3,25-34,0.06927527828808526,0.07247738945712794,0.09739121809844863,2.811593981036337,0.3202111169042676
9,1,117,4,35-44,0.0745735571999926,0.06978405422578765,0.11926541128309194,4.469185408309934,-0.4789502974204954
9,1,117,5,45-54,0.0745735571999926,0.0552685524102014,0.14956662887165315,7.499307167166054,-1.9305004789791205
9,1,117,6,55-64,0.05143587044872381,0.0745735571999926,0.12200585632272368,7.056998587399987,2.3137686751268793
9,1,117,7,65-74,0.044200020271996765,0.07443041918863069,0.12618940218378796,8.19893819117912,3.0230398916633927
9,1,117,8,75-84,0.04172028694255705,0.06073352487240292,0.10101238724464827,5.929210030209122,1.901323792984587
9,1,117,9,85+,0.03356019068905464,0.04634175498740289,0.03419695978129388,0.06367690922392394,1.2781564298348245
9,1,122,2,16-24,0.06593381065681012,0.05143587044872381,0.16743439616327696,10.150058550646685,-1.4497940208086306
9,1,122,3,25-34,0.05143587044872381,0.05143587044872381,0.10203758306129167,5.0601712612567855,0.0
9,1,122,4,35-44,0.07443041918863069,0.05143587044872381,0.11911454161255129,4.46841224239206,-2.299454873990688
9,1,122,5,45-54,0.05143587044872381,0.05407752650649063,0.14724440865104468,9.580853820232088,0.2641656057766818
9,1,122,6,55-64,0.05143587044872381,0.05143587044872381,0.13005434105613975,7.861847060741595,0.0
9,1,122,7,65-74,0.06746230733436417,0.05143587044872381,0.10923962448163965,4.177731714727548,-1.6026436885640365
9,1,122,8,75-84,0.04172028694255705,0.03570170184520261,0.08821975660914957,4.649946966659253,-0.6018585097354436
9,1,122,9,85+,0.03356019068905464,0.04634175498740289,0.06177568478558519,2.8215494096530547,1.2781564298348245
9,1,126,2,16-24,0.08428199443387391,0.07247738945712794,0.1693874258947797,8.51054314609058,-1.1804604976745972
9,1,126,3,25-34,0.06927527828808526,0.05143587044872381,0.09739121809844863,2.811593981036337,-1.783940783936145
9,1,126,4,35-44,0.05143587044872381,0.05143587044872381,0.11926541128309194,6.782954083436812,0.0
9,1,126,5,45-54,0.06927527828808526,0.06927527828808526,0.16944808303911119,10.017280475102593,0.0
9,1,126,6,55-64,0.05024484454501304,0.05143587044872381,0.12475606214423232,7.451121759921928,0.11910259037107712
9,1,126,7,65-74,0.044200020271996765,0.07390753822593533,0.12742229466986332,8.322227439786655,2.970751795393857
9,1,126,8,75-84,0.04172028694255705,0.0626865546039057,0.09622288427044332,5.450259732788627,2.0966267661348645
9,1,126,9,85+,0.03356019068905464,0.05143587044872381,0.03419695978129388,0.06367690922392394,1.7875679759669167
9,1,129,2,16-24,0.08517031394781147,0.07335971563505407,0.17026975207270587,8.509943812489439,-1.1810598312757394
9,1,129,3,25-34,0.07335971563505407,0.07335971563505407,0.10096687950771506,2.7607163872660987,0.0
9,1,129,4,35-44,0.07066638040371379,0.05205555632702416,0.12210076719252085,5.143438678880706,-1.8610824076689625
9,1,129,5,45-54,0.07519324307829295,0.07531274536655683,0.15401253177552487,7.881928869723192,0.011950228826387854
9,1,129,6,55-64,0.07067237373972521,0.0698949641663856,0.12288818250064981,5.22158087609246,-0.07774095733396047
9,1,129,7,65-74,0.044819706150297116,0.05205555632702416,0.12742229466986332,8.26025885195662,0.7235850176727044
9,1,129,8,75-84,0.0423399728208574,0.03632138772350296,0.10163207312294861,5.929210030209122,-0.6018585097354436
9,1,129,9,85+,0.02908576110603408,0.04696144086570324,0.039910761120915156,1.0825000014881077,1.7875679759669159
9,1,135,2,16-24,0.058279368762453446,0.04378142855436716,0.1584504499151594,10.017108115270597,-1.4497940208086284
9,1,135,3,25-34,0.04378142855436716,0.062453655980916574,0.09669288439398611,5.291145583961895,1.8672227426549413
9,1,135,4,35-44,0.04378142855436716,0.04378142855436716,0.11177815003166879,6.7996721477301625,0.0
9,1,135,5,45-54,0.0672371656191101,0.0467116490103805,0.14414625934948117,7.6909093730371065,-2.0525516608729597
9,1,135,6,55-64,0.04378142855436716,0.04378142855436716,0.10428255986637079,6.050113131200363,0.0
9,1,135,7,65-74,0.036545578377640116,0.03900536340652038,0.12422835159562591,8.768277321798578,0.24597850288802653
9,1,135,8,75-84,0.0340658450482004,0.028047259950845952,0.07964896631041024,4.558312126220984,-0.6018585097354447
9,1,135,9,85+,0.025905748794697984,0.03900536340652038,0.031636633348258156,0.5730884553560172,1.3099614611822397
9,1,136,2,16-24,0.0869753296652142,0.05143587044872381,0.1693874258947797,8.241209622956552,-3.5539459216490386
9,1,136,3,25-34,0.07390753822593533,0.07247738945712794,0.10819679036652598,3.4289252140590643,-0.14301487688073988
9,1,136,4,35-44,0.05143587044872381,0.06927527828808526,0.12136157902595662,6.992570857723282,1.783940783936145
9,1,136,5,45-54,0.0745735571999926,0.0552685524102014,0.1531302055975987,7.85566483976061,-1.9305004789791205
9,1,136,6,55-64,0.0745735571999926,0.06927527828808526,0.12200585632272368,4.743229912273107,-0.5298278911907345
9,1,136,7,65-74,0.06550927760286136,0.05143587044872381,0.13017627874376964,6.466700114090827,-1.4073407154137554
9,1,136,8,75-84,0.06755597048585577,0.03570170184520261,0.08833707768712097,2.0781107201265208,-3.1854268640653154
9,1,136,9,85+,0.03356019068905464,0.05143587044872381,0.039291075242614805,0.5730884553560162,1.7875679759669167
9,1,139,2,16-24,0.09762571838177642,0.05802566680131208,0.17659093239871376,7.896521401693734,-3.9600051580464335
9,1,139,3,25-34,0.05802566680131208,0.05802566680131208,0.11907939093518698,6.10537241338749,0.0
9,1,139,4,35-44,0.08642342866676969,0.05802566680131208,0.1284279408545401,4.20045121877704,-2.8397761865457607
9,1,139,5,45-54,0.05802566680131208,0.08432726092390502,0.16178761534916203,10.376194854784995,2.630159412259294
9,1,139,6,55-64,0.05802566680131208,0.08642342866676969,0.13385572778950078,7.5830060988188706,2.8397761865457607
9,1,139,7,65-74,0.04764607986682769,0.08432726092390502,0.14006698334829165,9.242090348146396,3.6681181057077334
9,1,139,8,75-84,0.04624525805434344,0.043966688107045876,0.10018694915389806,5.394169109955462,-0.2278569947297561
9,1,139,9,85+,0.0403159466945108,0.05819162645417997,0.04588087159520308,0.5564924900692276,1.7875679759669167
9,1,142,2,16-24,0.0869753296652142,0.07443041918863069,0.1840115709001512,9.7036241234937,-1.2544910476583502
9,1,142,3,25-34,0.06978405422578765,0.05143587044872381,0.10402927597486862,3.424522174908097,-1.834818377706384
9,1,142,4,35-44,0.05143587044872381,0.07247738945712794,0.12136157902595662,6.992570857723282,2.104151900840413
9,1,142,5,45-54,0.06978405422578765,0.0552685524102014,0.1540646242303587,8.428057000457104,-1.4515501815586251
9,1,142,6,55-64,0.05143587044872381,0.05143587044872381,0.10572562840116012,5.428975795243631,0.0
9,1,142,7,65-74,0.06760544534572609,0.05143587044872381,0.12697767989780348,5.937223455207739,-1.6169574897002277
9,1,142,8,75-84,0.06486263525451548,0.03570170184520261,0.10101238724464827,3.614975199013279,-2.916093340931287
9,1,142,9,85+,0.02846607522773373,0.05143587044872381,0.03419695978129388,0.5730884553560152,2.296979522099008
9,1,147,2,16-24,0.06593381065681012,0.0745735571999926,0.17062685787849072,10.46930472216806,0.8639746543182489
9,1,147,3,25-34,0.07566985117234169,0.0745735571999926,0.10819679036652598,3.2526939194184283,-0.10962939723490883
9,1,147,4,35-44,0.0745735571999926,0.07210627444639607,0.12136157902595662,4.678802182596402,-0.24672827535965336
9,1,147,5,45-54,0.05024484454501304,0.0552685524102014,0.16944808303911119,11.920323849409813,0.502370786518836
9,1,147,6,55-64,0.07390753822593533,0.07247738945712794,0.11735949135988064,4.34519531339453,-0.14301487688073988
9,1,147,7,65-74,0.06760544534572609,0.05143587044872381,0.1282171118815145,6.061166653578841,-1.6169574897002277
9,1,147,8,75-84,0.04172028694255705,0.03570170184520261,0.08821975660914957,4.649946966659253,-0.6018585097354436
9,1,147,9,85+,0.02846607522773373,0.04634175498740289,0.039291075242614805,1.0825000014881074,1.7875679759669156
9,1,160,2,16-24,0.06593381065681012,0.05143587044872381,0.17635591159425362,11.04221009374435,-1.4497940208086306
9,1,160,3,25-34,0.05143587044872381,0.05143587044872381,0.10336325700081135,5.192738655208754,0.0
9,1,160,4,35-44,0.05143587044872381,0.07443041918863069,0.11657207605175167,6.513620560302785,2.299454873990688
9,1,160,5,45-54,0.07247738945712794,0.07443041918863069,0.1472504019870561,7.477301252992817,0.19530297315027562
9,1,160,6,55-64,0.07247738945712794,0.06978405422578765,0.11735949135988064,4.48821019027527,-0.26933352313402853
9,1,160,7,65-74,0.044200020271996765,0.05143587044872381,0.1282171118815145,8.401709160951773,0.7235850176727044
9,1,160,8,75-84,0.07074843220106952,0.03250295698376241,0.09891621950178361,2.8167787300714093,-3.824547521730711
9,1,160,9,85+,0.02846607522773373,0.05143587044872381,0.039291075242614805,1.0825000014881074,2.296979522099008
9,1,171,2,16-24,0.08428199443387391,0.05143587044872381,0.18334555192609392,9.906355749222001,-3.28461239851501
9,1,171,3,25-34,0.07443041918863069,0.07247738945712794,0.10402927597486862,2.959885678623793,-0.19530297315027562
9,1,171,4,35-44,0.0745735571999926,0.05143587044872381,0.12121844101459471,4.6644883814602105,-2.3137686751268793
9,1,171,5,45-54,0.05024484454501304,0.06978405422578765,0.14724440865104468,9.699956410603164,1.9539209680774612
9,1,171,6,55-64,0.05143587044872381,0.05143587044872381,0.12005282659122089,6.861695614249708,0.0
9,1,171,7,65-74,0.044200020271996765,0.05143587044872381,0.1250246501663007,8.082462989430395,0.7235850176727044
9,1,171,8,75-84,0.06755597048585577,0.03250295698376241,0.10101238724464827,3.3456416758792504,-3.5053013502093355
9,1,171,9,85+,0.03356019068905464,0.04634175498740289,0.03419695978129388,0.06367690922392394,1.2781564298348245
9,1,196,2,16-24,0.08428199443387391,0.05143587044872381,0.16743439616327696,8.315240172940305,-3.28461239851501
9,1,196,3,25-34,0.05143587044872381,0.07247738945712794,0.10402927597486862,5.259340552614481,2.104151900840413
9,1,196,4,35-44,0.0745735571999926,0.06927527828808526,0.12121844101459471,4.6644883814602105,-0.5298278911907345
9,1,196,5,45-54,0.0745735571999926,0.05407752650649063,0.16944808303911119,9.487452583911859,-2.049603069350198
9,1,196,6,55-64,0.05143587044872381,0.05143587044872381,0.12324528830643468,7.180941785771086,0.0
9,1,196,7,65-74,0.044200020271996765,0.07443041918863069,0.12233131493496043,7.813129466296366,3.0230398916633927
9,1,196,8,75-84,0.04172028694255705,0.03570170184520261,0.08821975660914957,4.649946966659253,-0.6018585097354436
9,1,196,9,85+,0.03356019068905464,0.04634175498740289,0.039291075242614805,0.5730884553560162,1.2781564298348245
9,1,201,2,16-24,0.06792616449342165,0.054499420611017806,0.19130434320162207,12.337817870820041,-1.3426743882403842
9,1,201,3,25-34,0.05959353607233873,0.05959353607233873,0.11019524868490656,5.060171261256783,0.0
9,1,201,4,35-44,0.05959353607233873,0.05959353607233873,0.12951924464957157,6.992570857723285,0.0
9,1,201,5,45-54,0.05959353607233873,0.08258808481224558,0.1580954095059999,9.850187343366118,2.2994548739906855
9,1,201,6,55-64,0.07794171984940254,0.08382751679595658,0.1301635219463386,5.222180209693605,0.5885796946554043
9,1,201,7,65-74,0.07097960133114745,0.08063505508074283,0.13513534552141848,6.415574419027104,0.965545374959538
9,1,201,8,75-84,0.07780980385233532,0.04385936746881753,0.10917005286826316,3.1360249015927835,-3.3950436383517792
9,1,201,9,85+,0.0753168838655199,0.054499420611017806,0.07799378435599004,0.26769004904701327,-2.08174632545021
9,1,241,2,16-24,0.08907149740807886,0.07566985117234169,0.17871329198824382,8.964179458016496,-1.3401646235737168
9,1,241,3,25-34,0.0745735571999926,0.05143587044872381,0.10819679036652598,3.3623233166533373,-2.3137686751268793
9,1,241,4,35-44,0.05143587044872381,0.05143587044872381,0.11889429627236009,6.745842582363629,0.0
9,1,241,5,45-54,0.07247738945712794,0.0552685524102014,0.1531302055975987,8.065281614047077,-1.7208837046926537
9,1,241,6,55-64,0.07443041918863069,0.05143587044872381,0.12005282659122089,4.56224074025902,-2.299454873990688
9,1,241,7,65-74,0.044200020271996765,0.05143587044872381,0.12697767989780348,8.277765962580672,0.7235850176727044
9,1,241,8,75-84,0.04172028694255705,0.03250295698376241,0.09854510449105174,5.682481754849468,-0.9217329958794638
9,1,241,9,85+,0.03356019068905464,0.04634175498740289,0.03419695978129388,0.06367690922392394,1.2781564298348245
9,1,255,2,16-24,0.06593381065681012,0.05143587044872381,0.1647410609319367,9.880725027512657,-1.4497940208086306
9,1,255,3,25-34,0.0745735571999926,0.0745735571999926,0.10203758306129167,2.746402586129906,0.0
9,1,255,4,35-44,0.05143587044872381,0.06927527828808526,0.11911454161255129,6.767867116382748,1.783940783936145
9,1,255,5,45-54,0.07247738945712794,0.0552685524102014,0.14724440865104468,7.476701919391675,-1.7208837046926537
9,1,255,6,55-64,0.05143587044872381,0.05143587044872381,0.12170208211155964,7.026621166283584,0.0
9,1,255,7,65-74,0.044200020271996765,0.06978405422578765,0.12697767989780348,8.277765962580672,2.558403395379089
9,1,255,8,75-84,0.04172028694255705,0.03570170184520261,0.09891621950178361,5.719593255922657,-0.6018585097354436
9,1,255,9,85+,0.03356019068905464,0.04634175498740289,0.03419695978129388,0.06367690922392394,1.2781564298348245
9,1,272,2,16-24,0.07226732495384398,0.03483586144507535,0.16186324117123568,8.95959162173917,-3.743146350876864
9,1,272,3,25-34,0.03992997690639627,0.03992997690639627,0.08588532455612109,4.5955347649724825,0.0
9,1,272,4,35-44,0.058278160683460103,0.03992997690639627,0.11101154658394792,5.273338590048782,-1.8348183777063833
9,1,272,5,45-54,0.03992997690639627,0.04376265886787386,0.13843185034005737,9.850187343366109,0.383268196147759
9,1,272,6,55-64,0.03992997690639627,0.03992997690639627,0.1058535978175531,6.5923620911156835,0.0
9,1,272,7,65-74,0.032694126729669225,0.03992997690639627,0.11083141472864431,7.813728799897509,0.7235850176727044
9,1,272,8,75-84,0.030214393400229505,0.024195808302875058,0.07166138335282081,4.14469899525913,-0.6018585097354447
9,1,272,9,85+,0.022054297146727114,0.03483586144507535,0.02778518170028726,0.5730884553560147,1.2781564298348234
9,1,279,2,16-24,0.08428199443387391,0.05143587044872381,0.17635591159425362,9.207391716037971,-3.28461239851501
9,1,279,3,25-34,0.07443041918863069,0.05143587044872381,0.10819679036652598,3.3766371177895285,-2.299454873990688
9,1,279,4,35-44,0.05143587044872381,0.05143587044872381,0.12136157902595662,6.992570857723282,0.0
9,1,279,5,45-54,0.07443041918863069,0.07247738945712794,0.1518907736138877,7.7460354425257005,-0.19530297315027562
9,1,279,6,55-64,0.05143587044872381,0.05143587044872381,0.1235033458910989,7.20674754423751,0.0
9,1,279,7,65-74,0.06230716643381875,0.05143587044872381,0.12233131493496043,6.002414850114167,-1.087129598509494
9,1,279,8,75-84,0.06755597048585577,0.06073352487240292,0.09622288427044332,2.866691378458755,-0.6822445613452848
9,1,279,9,85+,0.03356019068905464,0.04634175498740289,0.039291075242614805,0.5730884553560162,1.2781564298348245
9,1,280,2,16-24,0.06593381065681012,0.05143587044872381,0.17062685787849072,10.46930472216806,-1.4497940208086306
9,1,280,3,25-34,0.05143587044872381,0.07247738945712794,0.09739121809844863,4.595534764972482,2.104151900840413
9,1,280,4,35-44,0.0745735571999926,0.07247738945712794,0.12136157902595662,4.678802182596402,-0.20961677428646686
9,1,280,5,45-54,0.07443041918863069,0.0552685524102014,0.14724440865104468,7.281398946241399,-1.9161866778429293
9,1,280,6,55-64,0.05143587044872381,0.07247738945712794,0.12416936486515617,7.273349441643237,2.104151900840413
9,1,280,7,65-74,0.044200020271996765,0.05143587044872381,0.12233131493496043,7.813129466296366,0.7235850176727044
9,1,280,8,75-84,0.04172028694255705,0.03570170184520261,0.08821975660914957,4.649946966659253,-0.6018585097354436
9,1,280,9,85+,0.02846607522773373,0.04634175498740289,0.03419695978129388,0.5730884553560152,1.7875679759669156
9,1,293,2,16-24,0.06205965878123147,0.06212173966459658,0.1704352253838169,10.837556660258542,0.006208088336510931
9,1,293,3,25-34,0.04428233182523511,0.04428233182523511,0.09828579852921494,5.400346670397983,0.0
9,1,293,4,35-44,0.04428233182523511,0.04428233182523511,0.11441921585246016,7.013688402722505,0.0
9,1,293,5,45-54,0.04428233182523511,0.0481150137867127,0.15029071424245624,10.600838241722114,0.383268196147759
9,1,293,6,55-64,0.04428233182523511,0.04428233182523511,0.09976311568138223,5.548078385614712,0.0
9,1,293,7,65-74,0.06045190672223737,0.04428233182523511,0.11879953186468091,5.834762514244354,-1.6169574897002257
9,1,293,8,75-84,0.03456674831906835,0.025349418360273723,0.09139156586756306,5.682481754849471,-0.9217329958794627
9,1,293,9,85+,0.02640665206556594,0.03918821636391419,0.054622146162096485,2.8215494096530547,1.2781564298348247
10,2,8,2,16-24,0.07748687105712508,0.06298893084903882,0.15845471349289025,8.096784243576517,-1.4497940208086257
10,2,8,3,25-34,0.06298893084903882,0.06298893084903882,0.09774292853582218,3.475399768678336,0.0
10,2,8,4,35-44,0.06298893084903882,0.06298893084903882,0.11688207774317183,5.3893146894133,0.0
10,2,8,5,45-54,0.06298893084903882,0.06828720976094617,0.14095806121199825,7.796913036295942,0.5298278911907345
10,2,8,6,55-64,0.06298893084903882,0.06298893084903882,0.11362526529012681,5.063633444108799,0.0
10,2,8,7,65-74,0.042883708297793276,0.06298893084903882,0.11990581119643588,7.7022102898642615,2.0105222551245547
10,2,8,8,75-84,0.04372551995086099,0.028224328502445398,0.09472603980560183,5.100051985474084,-1.5501191448415594
10,2,8,9,85+,0.027098661715757987,0.06298893084903882,0.0318137018998576,0.4715040184099611,3.5890269133280834
10,2,9,2,16-24,0.08907149740807886,0.06927527828808526,0.1647410609319367,7.566956352385783,-1.9796219119993603
10,2,9,3,25-34,0.0745735571999926,0.06927527828808526,0.10402927597486862,2.945571877487602,-0.5298278911907345
10,2,9,4,35-44,0.06927527828808526,0.06927527828808526,0.11915693657198588,4.988165828390062,0.0
10,2,9,5,45-54,0.06927527828808526,0.0745735571999926,0.14724440865104468,7.796913036295942,0.5298278911907345
10,2,9,6,55-64,0.0745735571999926,0.06927527828808526,0.1235033458910989,4.89297886911063,-0.5298278911907345
10,2,9,7,65-74,0.06230716643381875,0.0745735571999926,0.12465353515556885,6.23463687217501,1.2266390766173856
10,2,9,8,75-84,0.06435385931681309,0.04202816915745385,0.10101238724464827,3.665852792783518,-2.2325690159359235
10,2,9,9,85+,0.03236916478534387,0.06927527828808526,0.045436462919563526,1.3067298134219654,3.6906113502741387
10,2,17,2,16-24,0.08907149740807886,0.06927527828808526,0.1647410609319367,7.566956352385783,-1.9796219119993603
10,2,17,3,25-34,0.0745735571999926,0.06927527828808526,0.10402927597486862,2.945571877487602,-0.5298278911907345
10,2,17,4,35-44,0.0745735571999926,0.0745735571999926,0.11915693657198588,4.458337937199327,0.0
10,2,17,5,45-54,0.06927527828808526,0.06927527828808526,0.14724440865104468,7.796913036295942,0.0
10,2,17,6,55-64,0.0745735571999926,0.06927527828808526,0.12170208211155964,4.712852491156704,-0.5298278911907345
10,2,17,7,65-74,0.06230716643381875,0.06927527828808526,0.12465353515556885,6.23463687217501,0.6968111854266511
10,2,17,8,75-84,0.06965213822872043,0.05753141370336025,0.10101238724464827,3.1360249015927835,-1.2120724525360185
10,2,17,9,85+,0.03236916478534387,0.06927527828808526,0.045436462919563526,1.3067298134219654,3.6906113502741387
10,2,30,2,16-24,0.08907149740807886,0.0745735571999926,0.1647410609319367,7.566956352385783,-1.4497940208086257
10,2,30,3,25-34,0.0745735571999926,0.0745735571999926,0.10402927597486862,2.945571877487602,0.0
10,2,30,4,35-44,0.06927527828808526,0.0745735571999926,0.11915693657198588,4.988165828390062,0.5298278911907345
10,2,30,5,45-54,0.06927527828808526,0.0745735571999926,0.14724440865104468,7.796913036295942,0.5298278911907345
10,2,30,6,55-64,0.0745735571999926,0.06927527828808526,0.12196472241118543,4.739116521119283,-0.5298278911907345
10,2,30,7,65-74,0.06230716643381875,0.06927527828808526,0.12465353515556885,6.23463687217501,0.6968111854266511
10,2,30,8,75-84,0.05001186738990743,0.04202816915745385,0.10101238724464827,5.100051985474084,-0.7983698232453574
10,2,30,9,85+,0.03236916478534387,0.06927527828808526,0.045436462919563526,1.3067298134219654,3.6906113502741387
10,2,35,2,16-24,0.08907149740807886,0.07785896465754077,0.1726728333523279,8.360133594424903,-1.1212532750538087
10,2,35,3,25-34,0.07785896465754077,0.07785896465754077,0.10731468343241679,2.945571877487602,0.0
10,2,35,4,35-44,0.07785896465754077,0.07785896465754077,0.1213111049564278,4.3452140298887025,0.0
10,2,35,5,45-54,0.07785896465754077,0.07256068574563343,0.15052981610859287,7.267085145105209,-0.5298278911907345
10,2,35,6,55-64,0.07256068574563343,0.07256068574563343,0.12267126268451081,5.0110576938877385,0.0
10,2,35,7,65-74,0.07089085280327426,0.07256068574563343,0.12793894261311706,5.70480898098428,0.1669832942359173
10,2,35,8,75-84,0.06763926677436126,0.06611510007281578,0.10429779470219644,3.665852792783518,-0.15241667015454818
10,2,35,9,85+,0.03565457224289205,0.07256068574563343,0.06185898107409071,2.6204408831198664,3.6906113502741382
10,2,44,2,16-24,0.08907149740807886,0.06927527828808526,0.1647410609319367,7.566956352385783,-1.9796219119993603
10,2,44,3,25-34,0.0745735571999926,0.06927527828808526,0.10402927597486862,2.945571877487602,-0.5298278911907345
10,2,44,4,35-44,0.0745735571999926,0.0745735571999926,0.11889429627236009,4.432073907236749,0.0
10,2,44,5,45-54,0.06927527828808526,0.0745735571999926,0.14724440865104468,7.796913036295942,0.5298278911907345
10,2,44,6,55-64,0.06927527828808526,0.06927527828808526,0.12170208211155964,5.242680382347438,0.0
10,2,44,7,65-74,0.06230716643381875,0.06927527828808526,0.12465353515556885,6.23463687217501,0.6968111854266511
10,2,44,8,75-84,0.06435385931681309,0.04202816915745385,0.10101238724464827,3.665852792783518,-2.2325690159359235
