year,forecast_horizon,LA_2023,age_group_code,age_group,inactive_rate,fairly_active_rate,active_rate,active_inactive_gap_pp,fairly_active_inactive_gap_pp
9,1,44,3,25-34,0.07443041918863069,0.05143587044872381,0.10402927597486862,2.959885678623793,-2.299454873990688
9,1,44,4,35-44,0.06978405422578765,0.07247738945712794,0.12121844101459471,5.143438678880706,0.26933352313402853
9,1,44,5,45-54,0.05143587044872381,0.07210627444639607,0.14724440865104468,9.580853820232088,2.067040399767226
9,1,44,6,55-64,0.05143587044872381,0.05143587044872381,0.13005434105613975,7.861847060741595,0.0
9,1,44,7,65-74,0.06281594237152113,0.05143587044872381,0.1250246501663007,6.220870779477957,-1.1380071922797323
9,1,44,8,75-84,0.04172028694255705,0.03570170184520261,0.08821975660914957,4.649946966659253,-0.6018585097354436
9,1,44,9,85+,0.03356019068905464,0.05143587044872381,0.06177568478558519,2.8215494096530547,1.7875679759669167
9,1,68,2,16-24,0.08907149740807886,0.05408189881114743,0.17327288624091436,8.420138883283549,-3.498959859693143
9,1,68,3,25-34,0.05408189881114743,0.05408189881114743,0.10592304340742627,5.184114459627883,0.0
9,1,68,4,35-44,0.0772195855624162,0.07831587953476529,0.12386446937701831,4.6644883814602105,0.10962939723490883
9,1,68,5,45-54,0.05408189881114743,0.05791458077262502,0.14989043701346833,9.58085382023209,0.383268196147759
9,1,68,6,55-64,0.0772195855624162,0.05408189881114743,0.12000551972230424,4.278593415988803,-2.3137686751268776
