series_id,LA_2023,age_group_code,age_group,activity_level_3cat,activity_level_3cat_label,year8_observed_rate,initial_year8_lag_observed,task,year,forecast_horizon,frequent_volunteer_rate_lag1,lag_1_missing,time_trend,borough_category,age_activity_group,selected_model,raw_predicted_rate,predicted_rate,was_clipped,lag_source,predicted_rate_pp,change_from_year8_pp
borough_136__age_4__activity_0,136,4,35-44,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,136,35-44__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_136__age_4__activity_1,136,4,35-44,1,fairly_active,0.057081525993312,True,borough_age_activity,9,1,0.057081525993312,0,6,136,35-44__fairly_active,Gradient Boosting,0.06927527828808526,0.06927527828808526,False,observed_year8,6.927527828808526,1.2193752294773257
borough_136__age_4__activity_2,136,4,35-44,2,active,0.082248243727984,True,borough_age_activity,9,1,0.082248243727984,0,6,136,35-44__active,Gradient Boosting,0.12136157902595662,0.12136157902595662,False,observed_year8,12.136157902595663,3.911333529797262
borough_136__age_5__activity_0,136,5,45-54,0,inactive,0.0880418707126811,True,borough_age_activity,9,1,0.0880418707126811,0,6,136,45-54__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,-1.34683135126885
borough_136__age_5__activity_1,136,5,45-54,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,136,45-54__fairly_active,Gradient Boosting,0.0552685524102014,0.0552685524102014,False,observed_year8,5.52685524102014,5.52685524102014
borough_136__age_5__activity_2,136,5,45-54,2,active,0.2427107926752989,True,borough_age_activity,9,1,0.2427107926752989,0,6,136,45-54__active,Gradient Boosting,0.1531302055975987,0.1531302055975987,False,observed_year8,15.31302055975987,-8.95805870777002
borough_136__age_6__activity_0,136,6,55-64,0,inactive,0.0972878933014258,True,borough_age_activity,9,1,0.0972878933014258,0,6,136,55-64__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,-2.27143361014332
borough_136__age_6__activity_1,136,6,55-64,1,fairly_active,0.0620220250457653,True,borough_age_activity,9,1,0.0620220250457653,0,6,136,55-64__fairly_active,Gradient Boosting,0.06927527828808526,0.06927527828808526,False,observed_year8,6.927527828808526,0.7253253242319957
borough_136__age_6__activity_2,136,6,55-64,2,active,0.1984632277394378,True,borough_age_activity,9,1,0.1984632277394378,0,6,136,55-64__active,Gradient Boosting,0.12200585632272368,0.12200585632272368,False,observed_year8,12.200585632272368,-7.645737141671413
borough_136__age_7__activity_0,136,7,65-74,0,inactive,0.2603084268262046,True,borough_age_activity,9,1,0.2603084268262046,0,6,136,65-74__inactive,Gradient Boosting,0.06550927760286136,0.06550927760286136,False,observed_year8,6.550927760286136,-19.479914922334324
borough_136__age_7__activity_1,136,7,65-74,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,136,65-74__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_136__age_7__activity_2,136,7,65-74,2,active,0.0850136165325012,True,borough_age_activity,9,1,0.0850136165325012,0,6,136,65-74__active,Gradient Boosting,0.13017627874376964,0.13017627874376964,False,observed_year8,13.017627874376963,4.516266221126844
borough_136__age_8__activity_0,136,8,75-84,0,inactive,0.6522165538496163,True,borough_age_activity,9,1,0.6522165538496163,0,6,136,75-84__inactive,Gradient Boosting,0.06755597048585577,0.06755597048585577,False,observed_year8,6.755597048585576,-58.46605833637606
borough_136__age_8__activity_1,136,8,75-84,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,136,75-84__fairly_active,Gradient Boosting,0.03570170184520261,0.03570170184520261,False,observed_year8,3.5701701845202614,3.5701701845202614
borough_136__age_8__activity_2,136,8,75-84,2,active,0.0447143117105182,True,borough_age_activity,9,1,0.0447143117105182,0,6,136,75-84__active,Gradient Boosting,0.08833707768712097,0.08833707768712097,False,observed_year8,8.833707768712097,4.362276597660277
borough_136__age_9__activity_0,136,9,85+,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,136,85+__inactive,Gradient Boosting,0.03356019068905464,0.03356019068905464,False,observed_year8,3.3560190689054643,3.3560190689054643
borough_136__age_9__activity_1,136,9,85+,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,136,85+__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_136__age_9__activity_2,136,9,85+,2,active,0.0,True,borough_age_activity,9,1,0.0,0,6,136,85+__active,Gradient Boosting,0.039291075242614805,0.039291075242614805,False,observed_year8,3.9291075242614806,3.9291075242614806
borough_139__age_2__activity_0,139,2,16-24,0,inactive,0.1869763205862923,True,borough_age_activity,9,1,0.1869763205862923,0,6,139,16-24__inactive,Gradient Boosting,0.09762571838177642,0.09762571838177642,False,observed_year8,9.762571838177642,-8.935060220451588
borough_139__age_2__activity_1,139,2,16-24,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,139,16-24__fairly_active,Gradient Boosting,0.05802566680131208,0.05802566680131208,False,observed_year8,5.802566680131208,5.802566680131208
borough_139__age_2__activity_2,139,2,16-24,2,active,0.170436185632339,True,borough_age_activity,9,1,0.170436185632339,0,6,139,16-24__active,Gradient Boosting,0.17659093239871376,0.17659093239871376,False,observed_year8,17.659093239871375,0.6154746766374758
borough_139__age_3__activity_0,139,3,25-34,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,139,25-34__inactive,Gradient Boosting,0.05802566680131208,0.05802566680131208,False,observed_year8,5.802566680131208,5.802566680131208
borough_139__age_3__activity_1,139,3,25-34,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,139,25-34__fairly_active,Gradient Boosting,0.05802566680131208,0.05802566680131208,False,observed_year8,5.802566680131208,5.802566680131208
borough_139__age_3__activity_2,139,3,25-34,2,active,0.0515359380479792,True,borough_age_activity,9,1,0.0515359380479792,0,6,139,25-34__active,Gradient Boosting,0.11907939093518698,0.11907939093518698,False,observed_year8,11.907939093518698,6.754345288720779
borough_139__age_4__activity_0,139,4,35-44,0,inactive,0.080978431636675,True,borough_age_activity,9,1,0.080978431636675,0,6,139,35-44__inactive,Gradient Boosting,0.08642342866676969,0.08642342866676969,False,observed_year8,8.64234286667697,0.5444997030094698
borough_139__age_4__activity_1,139,4,35-44,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,139,35-44__fairly_active,Gradient Boosting,0.05802566680131208,0.05802566680131208,False,observed_year8,5.802566680131208,5.802566680131208
borough_139__age_4__activity_2,139,4,35-44,2,active,0.1385299305785939,True,borough_age_activity,9,1,0.1385299305785939,0,6,139,35-44__active,Gradient Boosting,0.1284279408545401,0.1284279408545401,False,observed_year8,12.84279408545401,-1.0101989724053795
borough_139__age_5__activity_0,139,5,45-54,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,139,45-54__inactive,Gradient Boosting,0.05802566680131208,0.05802566680131208,False,observed_year8,5.802566680131208,5.802566680131208
borough_139__age_5__activity_1,139,5,45-54,1,fairly_active,0.6345648690836254,True,borough_age_activity,9,1,0.6345648690836254,0,6,139,45-54__fairly_active,Gradient Boosting,0.08432726092390502,0.08432726092390502,False,observed_year8,8.432726092390503,-55.02376081597205
borough_139__age_5__activity_2,139,5,45-54,2,active,0.2763591752548993,True,borough_age_activity,9,1,0.2763591752548993,0,6,139,45-54__active,Gradient Boosting,0.16178761534916203,0.16178761534916203,False,observed_year8,16.1787615349162,-11.457155990573725
borough_139__age_6__activity_0,139,6,55-64,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,139,55-64__inactive,Gradient Boosting,0.05802566680131208,0.05802566680131208,False,observed_year8,5.802566680131208,5.802566680131208
borough_139__age_6__activity_1,139,6,55-64,1,fairly_active,0.0788767600729248,True,borough_age_activity,9,1,0.0788767600729248,0,6,139,55-64__fairly_active,Gradient Boosting,0.08642342866676969,0.08642342866676969,False,observed_year8,8.64234286667697,0.7546668593844896
borough_139__age_6__activity_2,139,6,55-64,2,active,0.1835536676102581,True,borough_age_activity,9,1,0.1835536676102581,0,6,139,55-64__active,Gradient Boosting,0.13385572778950078,0.13385572778950078,False,observed_year8,13.385572778950078,-4.969793982075732
borough_139__age_7__activity_0,139,7,65-74,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,139,65-74__inactive,Gradient Boosting,0.04764607986682769,0.04764607986682769,False,observed_year8,4.764607986682769,4.764607986682769
borough_139__age_7__activity_1,139,7,65-74,1,fairly_active,0.4102951837344287,True,borough_age_activity,9,1,0.4102951837344287,0,6,139,65-74__fairly_active,Gradient Boosting,0.08432726092390502,0.08432726092390502,False,observed_year8,8.432726092390503,-32.596792281052366
borough_139__age_7__activity_2,139,7,65-74,2,active,0.2275798044868882,True,borough_age_activity,9,1,0.2275798044868882,0,6,139,65-74__active,Gradient Boosting,0.14006698334829165,0.14006698334829165,False,observed_year8,14.006698334829165,-8.751282113859654
borough_139__age_8__activity_0,139,8,75-84,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,139,75-84__inactive,Gradient Boosting,0.04624525805434344,0.04624525805434344,False,observed_year8,4.624525805434343,4.624525805434343
borough_139__age_8__activity_1,139,8,75-84,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,139,75-84__fairly_active,Gradient Boosting,0.043966688107045876,0.043966688107045876,False,observed_year8,4.396668810704588,4.396668810704588
borough_139__age_8__activity_2,139,8,75-84,2,active,0.0515247597334513,True,borough_age_activity,9,1,0.0515247597334513,0,6,139,75-84__active,Gradient Boosting,0.10018694915389806,0.10018694915389806,False,observed_year8,10.018694915389807,4.866218942044675
borough_139__age_9__activity_0,139,9,85+,0,inactive,,False,borough_age_activity,9,1,,1,6,139,85+__inactive,Gradient Boosting,0.0403159466945108,0.0403159466945108,False,missing_year8,4.0315946694510805,
borough_139__age_9__activity_1,139,9,85+,1,fairly_active,,False,borough_age_activity,9,1,,1,6,139,85+__fairly_active,Gradient Boosting,0.05819162645417997,0.05819162645417997,False,missing_year8,5.819162645417997,
borough_139__age_9__activity_2,139,9,85+,2,active,0.0,True,borough_age_activity,9,1,0.0,0,6,139,85+__active,Gradient Boosting,0.04588087159520308,0.04588087159520308,False,observed_year8,4.588087159520308,4.588087159520308
borough_142__age_2__activity_0,142,2,16-24,0,inactive,0.2658900690985151,True,borough_age_activity,9,1,0.2658900690985151,0,6,142,16-24__inactive,Gradient Boosting,0.0869753296652142,0.0869753296652142,False,observed_year8,8.69753296652142,-17.891473943330087
borough_142__age_2__activity_1,142,2,16-24,1,fairly_active,0.187598454646817,True,borough_age_activity,9,1,0.187598454646817,0,6,142,16-24__fairly_active,Gradient Boosting,0.07443041918863069,0.07443041918863069,False,observed_year8,7.443041918863069,-11.31680354581863
borough_142__age_2__activity_2,142,2,16-24,2,active,0.0635864192219836,True,borough_age_activity,9,1,0.0635864192219836,0,6,142,16-24__active,Gradient Boosting,0.1840115709001512,0.1840115709001512,False,observed_year8,18.40115709001512,12.04251516781676
borough_142__age_3__activity_0,142,3,25-34,0,inactive,0.1540634776115066,True,borough_age_activity,9,1,0.1540634776115066,0,6,142,25-34__inactive,Gradient Boosting,0.06978405422578765,0.06978405422578765,False,observed_year8,6.978405422578765,-8.427942338571896
borough_142__age_3__activity_1,142,3,25-34,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,142,25-34__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_142__age_3__activity_2,142,3,25-34,2,active,0.0892914862893949,True,borough_age_activity,9,1,0.0892914862893949,0,6,142,25-34__active,Gradient Boosting,0.10402927597486862,0.10402927597486862,False,observed_year8,10.402927597486862,1.4737789685473721
borough_142__age_4__activity_0,142,4,35-44,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,142,35-44__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_142__age_4__activity_1,142,4,35-44,1,fairly_active,0.4165230940356462,True,borough_age_activity,9,1,0.4165230940356462,0,6,142,35-44__fairly_active,Gradient Boosting,0.07247738945712794,0.07247738945712794,False,observed_year8,7.247738945712793,-34.404570457851825
borough_142__age_4__activity_2,142,4,35-44,2,active,0.1138373479218348,True,borough_age_activity,9,1,0.1138373479218348,0,6,142,35-44__active,Gradient Boosting,0.12136157902595662,0.12136157902595662,False,observed_year8,12.136157902595663,0.7524231104121828
borough_142__age_5__activity_0,142,5,45-54,0,inactive,0.1706991395222611,True,borough_age_activity,9,1,0.1706991395222611,0,6,142,45-54__inactive,Gradient Boosting,0.06978405422578765,0.06978405422578765,False,observed_year8,6.978405422578765,-10.091508529647344
borough_142__age_5__activity_1,142,5,45-54,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,142,45-54__fairly_active,Gradient Boosting,0.0552685524102014,0.0552685524102014,False,observed_year8,5.52685524102014,5.52685524102014
borough_142__age_5__activity_2,142,5,45-54,2,active,0.1126230979479847,True,borough_age_activity,9,1,0.1126230979479847,0,6,142,45-54__active,Gradient Boosting,0.1540646242303587,0.1540646242303587,False,observed_year8,15.406462423035869,4.144152628237399
borough_142__age_6__activity_0,142,6,55-64,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,142,55-64__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_142__age_6__activity_1,142,6,55-64,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,142,55-64__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_142__age_6__activity_2,142,6,55-64,2,active,0.0269372833610247,True,borough_age_activity,9,1,0.0269372833610247,0,6,142,55-64__active,Gradient Boosting,0.10572562840116012,0.10572562840116012,False,observed_year8,10.572562840116012,7.8788345040135415
borough_142__age_7__activity_0,142,7,65-74,0,inactive,0.0659809226159168,True,borough_age_activity,9,1,0.0659809226159168,0,6,142,65-74__inactive,Gradient Boosting,0.06760544534572609,0.06760544534572609,False,observed_year8,6.760544534572609,0.16245227298092857
borough_142__age_7__activity_1,142,7,65-74,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,142,65-74__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_142__age_7__activity_2,142,7,65-74,2,active,0.2025128208396381,True,borough_age_activity,9,1,0.2025128208396381,0,6,142,65-74__active,Gradient Boosting,0.12697767989780348,0.12697767989780348,False,observed_year8,12.697767989780347,-7.553514094183461
borough_142__age_8__activity_0,142,8,75-84,0,inactive,0.1634527089228815,True,borough_age_activity,9,1,0.1634527089228815,0,6,142,75-84__inactive,Gradient Boosting,0.06486263525451548,0.06486263525451548,False,observed_year8,6.486263525451548,-9.859007366836602
borough_142__age_8__activity_1,142,8,75-84,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,142,75-84__fairly_active,Gradient Boosting,0.03570170184520261,0.03570170184520261,False,observed_year8,3.5701701845202614,3.5701701845202614
borough_142__age_8__activity_2,142,8,75-84,2,active,0.1009117399208217,True,borough_age_activity,9,1,0.1009117399208217,0,6,142,75-84__active,Gradient Boosting,0.10101238724464827,0.10101238724464827,False,observed_year8,10.101238724464826,0.010064732382657204
borough_142__age_9__activity_0,142,9,85+,0,inactive,,False,borough_age_activity,9,1,,1,6,142,85+__inactive,Gradient Boosting,0.02846607522773373,0.02846607522773373,False,missing_year8,2.846607522773373,
borough_142__age_9__activity_1,142,9,85+,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,142,85+__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_142__age_9__activity_2,142,9,85+,2,active,,False,borough_age_activity,9,1,,1,6,142,85+__active,Gradient Boosting,0.03419695978129388,0.03419695978129388,False,missing_year8,3.419695978129388,
borough_147__age_2__activity_0,147,2,16-24,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,147,16-24__inactive,Gradient Boosting,0.06593381065681012,0.06593381065681012,False,observed_year8,6.593381065681012,6.593381065681012
borough_147__age_2__activity_1,147,2,16-24,1,fairly_active,0.1090244298447693,True,borough_age_activity,9,1,0.1090244298447693,0,6,147,16-24__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,-3.44508726447767
borough_147__age_2__activity_2,147,2,16-24,2,active,0.2474607393849321,True,borough_age_activity,9,1,0.2474607393849321,0,6,147,16-24__active,Gradient Boosting,0.17062685787849072,0.17062685787849072,False,observed_year8,17.062685787849073,-7.683388150644138
borough_147__age_3__activity_0,147,3,25-34,0,inactive,0.225139343574019,True,borough_age_activity,9,1,0.225139343574019,0,6,147,25-34__inactive,Gradient Boosting,0.07566985117234169,0.07566985117234169,False,observed_year8,7.566985117234169,-14.94694924016773
borough_147__age_3__activity_1,147,3,25-34,1,fairly_active,0.0821013788155407,True,borough_age_activity,9,1,0.0821013788155407,0,6,147,25-34__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,-0.7527821615548089
borough_147__age_3__activity_2,147,3,25-34,2,active,0.0621153714107521,True,borough_age_activity,9,1,0.0621153714107521,0,6,147,25-34__active,Gradient Boosting,0.10819679036652598,0.10819679036652598,False,observed_year8,10.819679036652598,4.608141895577387
borough_147__age_4__activity_0,147,4,35-44,0,inactive,0.0879408468357357,True,borough_age_activity,9,1,0.0879408468357357,0,6,147,35-44__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,-1.33672896357431
borough_147__age_4__activity_1,147,4,35-44,1,fairly_active,0.1326460001417311,True,borough_age_activity,9,1,0.1326460001417311,0,6,147,35-44__fairly_active,Gradient Boosting,0.07210627444639607,0.07210627444639607,False,observed_year8,7.2106274446396075,-6.053972569533504
borough_147__age_4__activity_2,147,4,35-44,2,active,0.1109753795676195,True,borough_age_activity,9,1,0.1109753795676195,0,6,147,35-44__active,Gradient Boosting,0.12136157902595662,0.12136157902595662,False,observed_year8,12.136157902595663,1.0386199458337118
borough_147__age_5__activity_0,147,5,45-54,0,inactive,0.0204217121233326,True,borough_age_activity,9,1,0.0204217121233326,0,6,147,45-54__inactive,Gradient Boosting,0.05024484454501304,0.05024484454501304,False,observed_year8,5.024484454501303,2.982313242168044
borough_147__age_5__activity_1,147,5,45-54,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,147,45-54__fairly_active,Gradient Boosting,0.0552685524102014,0.0552685524102014,False,observed_year8,5.52685524102014,5.52685524102014
borough_147__age_5__activity_2,147,5,45-54,2,active,0.1073044719636759,True,borough_age_activity,9,1,0.1073044719636759,0,6,147,45-54__active,Gradient Boosting,0.16944808303911119,0.16944808303911119,False,observed_year8,16.944808303911117,6.214361107543528
borough_147__age_6__activity_0,147,6,55-64,0,inactive,0.1152146408797644,True,borough_age_activity,9,1,0.1152146408797644,0,6,147,55-64__inactive,Gradient Boosting,0.07390753822593533,0.07390753822593533,False,observed_year8,7.390753822593534,-4.1307102653829055
borough_147__age_6__activity_1,147,6,55-64,1,fairly_active,0.2920348614138589,True,borough_age_activity,9,1,0.2920348614138589,0,6,147,55-64__fairly_active,Gradient Boosting,0.07247738945712794,0.07247738945712794,False,observed_year8,7.247738945712793,-21.955747195673098
borough_147__age_6__activity_2,147,6,55-64,2,active,0.1555508304341644,True,borough_age_activity,9,1,0.1555508304341644,0,6,147,55-64__active,Gradient Boosting,0.11735949135988064,0.11735949135988064,False,observed_year8,11.735949135988063,-3.8191339074283763
borough_147__age_7__activity_0,147,7,65-74,0,inactive,0.1023049021274748,True,borough_age_activity,9,1,0.1023049021274748,0,6,147,65-74__inactive,Gradient Boosting,0.06760544534572609,0.06760544534572609,False,observed_year8,6.760544534572609,-3.469945678174871
borough_147__age_7__activity_1,147,7,65-74,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,147,65-74__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_147__age_7__activity_2,147,7,65-74,2,active,0.2216077299375616,True,borough_age_activity,9,1,0.2216077299375616,0,6,147,65-74__active,Gradient Boosting,0.1282171118815145,0.1282171118815145,False,observed_year8,12.821711188151449,-9.33906180560471
borough_147__age_8__activity_0,147,8,75-84,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,147,75-84__inactive,Gradient Boosting,0.04172028694255705,0.04172028694255705,False,observed_year8,4.1720286942557046,4.1720286942557046
borough_147__age_8__activity_1,147,8,75-84,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,147,75-84__fairly_active,Gradient Boosting,0.03570170184520261,0.03570170184520261,False,observed_year8,3.5701701845202614,3.5701701845202614
borough_147__age_8__activity_2,147,8,75-84,2,active,0.0,True,borough_age_activity,9,1,0.0,0,6,147,75-84__active,Gradient Boosting,0.08821975660914957,0.08821975660914957,False,observed_year8,8.821975660914957,8.821975660914957
borough_147__age_9__activity_0,147,9,85+,0,inactive,,False,borough_age_activity,9,1,,1,6,147,85+__inactive,Gradient Boosting,0.02846607522773373,0.02846607522773373,False,missing_year8,2.846607522773373,
borough_147__age_9__activity_1,147,9,85+,1,fairly_active,,False,borough_age_activity,9,1,,1,6,147,85+__fairly_active,Gradient Boosting,0.04634175498740289,0.04634175498740289,False,missing_year8,4.634175498740289,
borough_147__age_9__activity_2,147,9,85+,2,active,0.0,True,borough_age_activity,9,1,0.0,0,6,147,85+__active,Gradient Boosting,0.039291075242614805,0.039291075242614805,False,observed_year8,3.9291075242614806,3.9291075242614806
borough_160__age_2__activity_0,160,2,16-24,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,160,16-24__inactive,Gradient Boosting,0.06593381065681012,0.06593381065681012,False,observed_year8,6.593381065681012,6.593381065681012
borough_160__age_2__activity_1,160,2,16-24,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,160,16-24__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_160__age_2__activity_2,160,2,16-24,2,active,0.1193824348316968,True,borough_age_activity,9,1,0.1193824348316968,0,6,160,16-24__active,Gradient Boosting,0.17635591159425362,0.17635591159425362,False,observed_year8,17.635591159425363,5.697347676255681
borough_160__age_3__activity_0,160,3,25-34,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,160,25-34__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_160__age_3__activity_1,160,3,25-34,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,160,25-34__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_160__age_3__activity_2,160,3,25-34,2,active,0.1159043599729447,True,borough_age_activity,9,1,0.1159043599729447,0,6,160,25-34__active,Gradient Boosting,0.10336325700081135,0.10336325700081135,False,observed_year8,10.336325700081135,-1.2541102972133344
borough_160__age_4__activity_0,160,4,35-44,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,160,35-44__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_160__age_4__activity_1,160,4,35-44,1,fairly_active,0.2038376249210817,True,borough_age_activity,9,1,0.2038376249210817,0,6,160,35-44__fairly_active,Gradient Boosting,0.07443041918863069,0.07443041918863069,False,observed_year8,7.443041918863069,-12.940720573245102
borough_160__age_4__activity_2,160,4,35-44,2,active,0.1503010135546566,True,borough_age_activity,9,1,0.1503010135546566,0,6,160,35-44__active,Gradient Boosting,0.11657207605175167,0.11657207605175167,False,observed_year8,11.657207605175167,-3.372893750290494
borough_160__age_5__activity_0,160,5,45-54,0,inactive,0.2838459563025583,True,borough_age_activity,9,1,0.2838459563025583,0,6,160,45-54__inactive,Gradient Boosting,0.07247738945712794,0.07247738945712794,False,observed_year8,7.247738945712793,-21.136856684543037
borough_160__age_5__activity_1,160,5,45-54,1,fairly_active,0.1903571325488738,True,borough_age_activity,9,1,0.1903571325488738,0,6,160,45-54__fairly_active,Gradient Boosting,0.07443041918863069,0.07443041918863069,False,observed_year8,7.443041918863069,-11.59267133602431
borough_160__age_5__activity_2,160,5,45-54,2,active,0.1353862774376448,True,borough_age_activity,9,1,0.1353862774376448,0,6,160,45-54__active,Gradient Boosting,0.1472504019870561,0.1472504019870561,False,observed_year8,14.72504019870561,1.18641245494113
borough_160__age_6__activity_0,160,6,55-64,0,inactive,0.3884664180097635,True,borough_age_activity,9,1,0.3884664180097635,0,6,160,55-64__inactive,Gradient Boosting,0.07247738945712794,0.07247738945712794,False,observed_year8,7.247738945712793,-31.598902855263557
borough_160__age_6__activity_1,160,6,55-64,1,fairly_active,0.1697265965725869,True,borough_age_activity,9,1,0.1697265965725869,0,6,160,55-64__fairly_active,Gradient Boosting,0.06978405422578765,0.06978405422578765,False,observed_year8,6.978405422578765,-9.994254234679925
borough_160__age_6__activity_2,160,6,55-64,2,active,0.1463207118070008,True,borough_age_activity,9,1,0.1463207118070008,0,6,160,55-64__active,Gradient Boosting,0.11735949135988064,0.11735949135988064,False,observed_year8,11.735949135988063,-2.8961220447120155
borough_160__age_7__activity_0,160,7,65-74,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,160,65-74__inactive,Gradient Boosting,0.044200020271996765,0.044200020271996765,False,observed_year8,4.4200020271996765,4.4200020271996765
borough_160__age_7__activity_1,160,7,65-74,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,160,65-74__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_160__age_7__activity_2,160,7,65-74,2,active,0.2240578509272759,True,borough_age_activity,9,1,0.2240578509272759,0,6,160,65-74__active,Gradient Boosting,0.1282171118815145,0.1282171118815145,False,observed_year8,12.821711188151449,-9.58407390457614
borough_160__age_8__activity_0,160,8,75-84,0,inactive,0.2248362304101396,True,borough_age_activity,9,1,0.2248362304101396,0,6,160,75-84__inactive,Gradient Boosting,0.07074843220106952,0.07074843220106952,False,observed_year8,7.074843220106953,-15.408779820907007
borough_160__age_8__activity_1,160,8,75-84,1,fairly_active,,False,borough_age_activity,9,1,,1,6,160,75-84__fairly_active,Gradient Boosting,0.03250295698376241,0.03250295698376241,False,missing_year8,3.250295698376241,
borough_160__age_8__activity_2,160,8,75-84,2,active,0.2837850152765523,True,borough_age_activity,9,1,0.2837850152765523,0,6,160,75-84__active,Gradient Boosting,0.09891621950178361,0.09891621950178361,False,observed_year8,9.891621950178362,-18.48687957747687
borough_160__age_9__activity_0,160,9,85+,0,inactive,,False,borough_age_activity,9,1,,1,6,160,85+__inactive,Gradient Boosting,0.02846607522773373,0.02846607522773373,False,missing_year8,2.846607522773373,
borough_160__age_9__activity_1,160,9,85+,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,160,85+__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_160__age_9__activity_2,160,9,85+,2,active,0.0,True,borough_age_activity,9,1,0.0,0,6,160,85+__active,Gradient Boosting,0.039291075242614805,0.039291075242614805,False,observed_year8,3.9291075242614806,3.9291075242614806
borough_171__age_2__activity_0,171,2,16-24,0,inactive,0.1662262491384715,True,borough_age_activity,9,1,0.1662262491384715,0,6,171,16-24__inactive,Gradient Boosting,0.08428199443387391,0.08428199443387391,False,observed_year8,8.42819944338739,-8.194425470459759
