series_id,LA_2023,age_group_code,age_group,activity_level_3cat,activity_level_3cat_label,year8_observed_rate,initial_year8_lag_observed,task,year,forecast_horizon,frequent_volunteer_rate_lag1,lag_1_missing,time_trend,borough_category,age_activity_group,selected_model,raw_predicted_rate,predicted_rate,was_clipped,lag_source,predicted_rate_pp,change_from_year8_pp
borough_17__age_8__activity_0,17,8,75-84,0,inactive,0.155170884171074,True,borough_age_activity,13,5,0.06965213822872043,0,10,17,75-84__inactive,Gradient Boosting,0.06965213822872043,0.06965213822872043,False,predicted_previous_year,6.965213822872044,-8.551874594235356
borough_17__age_8__activity_1,17,8,75-84,1,fairly_active,0.6488033880319137,True,borough_age_activity,13,5,0.05753141370336025,0,10,17,75-84__fairly_active,Gradient Boosting,0.05753141370336025,0.05753141370336025,False,predicted_previous_year,5.753141370336025,-59.12719743285535
borough_17__age_8__activity_2,17,8,75-84,2,active,0.0928353185716877,True,borough_age_activity,13,5,0.10101238724464827,0,10,17,75-84__active,Gradient Boosting,0.10101238724464827,0.10101238724464827,False,predicted_previous_year,10.101238724464826,0.8177068672960572
borough_17__age_9__activity_0,17,9,85+,0,inactive,,False,borough_age_activity,13,5,0.03236916478534387,0,10,17,85+__inactive,Gradient Boosting,0.03236916478534387,0.03236916478534387,False,predicted_previous_year,3.236916478534387,
borough_17__age_9__activity_1,17,9,85+,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,17,85+__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_17__age_9__activity_2,17,9,85+,2,active,0.0,True,borough_age_activity,13,5,0.058573573616542515,0,10,17,85+__active,Gradient Boosting,0.058573573616542515,0.058573573616542515,False,predicted_previous_year,5.857357361654252,5.857357361654252
borough_196__age_2__activity_0,196,2,16-24,0,inactive,0.1509702317657916,True,borough_age_activity,13,5,0.08907149740807886,0,10,196,16-24__inactive,Gradient Boosting,0.08907149740807886,0.08907149740807886,False,predicted_previous_year,8.907149740807887,-6.189873435771275
borough_196__age_2__activity_1,196,2,16-24,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,196,16-24__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_196__age_2__activity_2,196,2,16-24,2,active,0.3225475938570602,True,borough_age_activity,13,5,0.1647410609319367,0,10,196,16-24__active,Gradient Boosting,0.1647410609319367,0.1647410609319367,False,predicted_previous_year,16.47410609319367,-15.780653292512353
borough_196__age_3__activity_0,196,3,25-34,0,inactive,0.0195910160305165,True,borough_age_activity,13,5,0.0745735571999926,0,10,196,25-34__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,5.498254116947611
borough_196__age_3__activity_1,196,3,25-34,1,fairly_active,0.4016415625943182,True,borough_age_activity,13,5,0.0745735571999926,0,10,196,25-34__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-32.706800539432564
borough_196__age_3__activity_2,196,3,25-34,2,active,0.0960188982144214,True,borough_age_activity,13,5,0.10402927597486862,0,10,196,25-34__active,Gradient Boosting,0.10402927597486862,0.10402927597486862,False,predicted_previous_year,10.402927597486862,0.8010377760447218
borough_196__age_4__activity_0,196,4,35-44,0,inactive,0.0680851182044494,True,borough_age_activity,13,5,0.0745735571999926,0,10,196,35-44__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,0.6488438995543202
borough_196__age_4__activity_1,196,4,35-44,1,fairly_active,0.0599360964931569,True,borough_age_activity,13,5,0.0745735571999926,0,10,196,35-44__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,1.4637460706835705
borough_196__age_4__activity_2,196,4,35-44,2,active,0.192065829292505,True,borough_age_activity,13,5,0.11915693657198588,0,10,196,35-44__active,Gradient Boosting,0.11915693657198588,0.11915693657198588,False,predicted_previous_year,11.915693657198588,-7.290889272051913
borough_196__age_5__activity_0,196,5,45-54,0,inactive,0.0723171442585145,True,borough_age_activity,13,5,0.0745735571999926,0,10,196,45-54__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,0.2256412941478103
borough_196__age_5__activity_1,196,5,45-54,1,fairly_active,0.0278721897316091,True,borough_age_activity,13,5,0.0745735571999926,0,10,196,45-54__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,4.670136746838351
borough_196__age_5__activity_2,196,5,45-54,2,active,0.0672661009577418,True,borough_age_activity,13,5,0.14724440865104468,0,10,196,45-54__active,Gradient Boosting,0.14724440865104468,0.14724440865104468,False,predicted_previous_year,14.724440865104468,7.997830769330289
borough_196__age_6__activity_0,196,6,55-64,0,inactive,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,196,55-64__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_196__age_6__activity_1,196,6,55-64,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,196,55-64__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_196__age_6__activity_2,196,6,55-64,2,active,0.2247136209240946,True,borough_age_activity,13,5,0.12170208211155964,0,10,196,55-64__active,Gradient Boosting,0.12170208211155964,0.12170208211155964,False,predicted_previous_year,12.170208211155964,-10.301153881253496
borough_196__age_7__activity_0,196,7,65-74,0,inactive,0.0,True,borough_age_activity,13,5,0.06230716643381875,0,10,196,65-74__inactive,Gradient Boosting,0.06230716643381875,0.06230716643381875,False,predicted_previous_year,6.230716643381875,6.230716643381875
borough_196__age_7__activity_1,196,7,65-74,1,fairly_active,0.2096945684126006,True,borough_age_activity,13,5,0.0745735571999926,0,10,196,65-74__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-13.5121011212608
borough_196__age_7__activity_2,196,7,65-74,2,active,0.1639571235380299,True,borough_age_activity,13,5,0.12465353515556885,0,10,196,65-74__active,Gradient Boosting,0.12465353515556885,0.12465353515556885,False,predicted_previous_year,12.465353515556885,-3.9303588382461063
borough_196__age_8__activity_0,196,8,75-84,0,inactive,0.0,True,borough_age_activity,13,5,0.06965213822872043,0,10,196,75-84__inactive,Gradient Boosting,0.06965213822872043,0.06965213822872043,False,predicted_previous_year,6.965213822872044,6.965213822872044
borough_196__age_8__activity_1,196,8,75-84,1,fairly_active,0.0,True,borough_age_activity,13,5,0.05753141370336025,0,10,196,75-84__fairly_active,Gradient Boosting,0.05753141370336025,0.05753141370336025,False,predicted_previous_year,5.753141370336025,5.753141370336025
borough_196__age_8__activity_2,196,8,75-84,2,active,0.0,True,borough_age_activity,13,5,0.10101238724464827,0,10,196,75-84__active,Gradient Boosting,0.10101238724464827,0.10101238724464827,False,predicted_previous_year,10.101238724464826,10.101238724464826
borough_196__age_9__activity_0,196,9,85+,0,inactive,0.0,True,borough_age_activity,13,5,0.03236916478534387,0,10,196,85+__inactive,Gradient Boosting,0.03236916478534387,0.03236916478534387,False,predicted_previous_year,3.236916478534387,3.236916478534387
borough_196__age_9__activity_1,196,9,85+,1,fairly_active,,False,borough_age_activity,13,5,0.0745735571999926,0,10,196,85+__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,
borough_196__age_9__activity_2,196,9,85+,2,active,0.0,True,borough_age_activity,13,5,0.058573573616542515,0,10,196,85+__active,Gradient Boosting,0.058573573616542515,0.058573573616542515,False,predicted_previous_year,5.857357361654252,5.857357361654252
borough_201__age_2__activity_0,201,2,16-24,0,inactive,,False,borough_age_activity,13,5,0.0961579667060113,0,10,201,16-24__inactive,Gradient Boosting,0.0961579667060113,0.0961579667060113,False,predicted_previous_year,9.61579667060113,
borough_201__age_2__activity_1,201,2,16-24,1,fairly_active,,False,borough_age_activity,13,5,0.0827312228236075,0,10,201,16-24__fairly_active,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,
borough_201__age_2__activity_2,201,2,16-24,2,active,0.0795047643908059,True,borough_age_activity,13,5,0.17203383323340757,0,10,201,16-24__active,Gradient Boosting,0.17203383323340757,0.17203383323340757,False,predicted_previous_year,17.203383323340756,9.252906884260167
borough_201__age_3__activity_0,201,3,25-34,0,inactive,0.0,True,borough_age_activity,13,5,0.0827312228236075,0,10,201,25-34__inactive,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,8.273122282360749
borough_201__age_3__activity_1,201,3,25-34,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0827312228236075,0,10,201,25-34__fairly_active,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,8.273122282360749
borough_201__age_3__activity_2,201,3,25-34,2,active,0.2061078928103924,True,borough_age_activity,13,5,0.11218694159848351,0,10,201,25-34__active,Gradient Boosting,0.11218694159848351,0.11218694159848351,False,predicted_previous_year,11.21869415984835,-9.39209512119089
borough_201__age_4__activity_0,201,4,35-44,0,inactive,0.0,True,borough_age_activity,13,5,0.0827312228236075,0,10,201,35-44__inactive,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,8.273122282360749
borough_201__age_4__activity_1,201,4,35-44,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0827312228236075,0,10,201,35-44__fairly_active,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,8.273122282360749
borough_201__age_4__activity_2,201,4,35-44,2,active,0.106214542877588,True,borough_age_activity,13,5,0.12705196189597495,0,10,201,35-44__active,Gradient Boosting,0.12705196189597495,0.12705196189597495,False,predicted_previous_year,12.705196189597496,2.0837419018386956
borough_201__age_5__activity_0,201,5,45-54,0,inactive,0.0,True,borough_age_activity,13,5,0.0827312228236075,0,10,201,45-54__inactive,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,8.273122282360749
borough_201__age_5__activity_1,201,5,45-54,1,fairly_active,0.2011140895124341,True,borough_age_activity,13,5,0.0827312228236075,0,10,201,45-54__fairly_active,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,-11.83828666888266
borough_201__age_5__activity_2,201,5,45-54,2,active,0.299148637932948,True,borough_age_activity,13,5,0.15540207427465963,0,10,201,45-54__active,Gradient Boosting,0.15540207427465963,0.15540207427465963,False,predicted_previous_year,15.540207427465964,-14.374656365828836
borough_201__age_6__activity_0,201,6,55-64,0,inactive,0.1757863901497328,True,borough_age_activity,13,5,0.0827312228236075,0,10,201,55-64__inactive,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,-9.30551673261253
borough_201__age_6__activity_1,201,6,55-64,1,fairly_active,0.2589809007123829,True,borough_age_activity,13,5,0.0827312228236075,0,10,201,55-64__fairly_active,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,-17.624967788877537
borough_201__age_6__activity_2,201,6,55-64,2,active,0.2097785598533441,True,borough_age_activity,13,5,0.12985974773517459,0,10,201,55-64__active,Gradient Boosting,0.12985974773517459,0.12985974773517459,False,predicted_previous_year,12.985974773517459,-7.991881211816951
borough_201__age_7__activity_0,201,7,65-74,0,inactive,0.1371342846239045,True,borough_age_activity,13,5,0.07576311096934098,0,10,201,65-74__inactive,Gradient Boosting,0.07576311096934098,0.07576311096934098,False,predicted_previous_year,7.576311096934098,-6.137117365456353
borough_201__age_7__activity_1,201,7,65-74,1,fairly_active,0.382525491801895,True,borough_age_activity,13,5,0.0827312228236075,0,10,201,65-74__fairly_active,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,-29.97942689782875
borough_201__age_7__activity_2,201,7,65-74,2,active,0.1951835612779348,True,borough_age_activity,13,5,0.13281120077918385,0,10,201,65-74__active,Gradient Boosting,0.13281120077918385,0.13281120077918385,False,predicted_previous_year,13.281120077918384,-6.2372360498750945
borough_201__age_8__activity_0,201,8,75-84,0,inactive,0.100821869100844,True,borough_age_activity,13,5,0.07780980385233532,0,10,201,75-84__inactive,Gradient Boosting,0.07780980385233532,0.07780980385233532,False,predicted_previous_year,7.780980385233533,-2.301206524850867
borough_201__age_8__activity_1,201,8,75-84,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0709873582388825,0,10,201,75-84__fairly_active,Gradient Boosting,0.0709873582388825,0.0709873582388825,False,predicted_previous_year,7.09873582388825,7.09873582388825
borough_201__age_8__activity_2,201,8,75-84,2,active,0.1123366835717327,True,borough_age_activity,13,5,0.10917005286826316,0,10,201,75-84__active,Gradient Boosting,0.10917005286826316,0.10917005286826316,False,predicted_previous_year,10.917005286826315,-0.3166630703469536
borough_201__age_9__activity_0,201,9,85+,0,inactive,1.0,True,borough_age_activity,13,5,0.07741305160838456,0,10,201,85+__inactive,Gradient Boosting,0.07741305160838456,0.07741305160838456,False,predicted_previous_year,7.741305160838456,-92.25869483916155
borough_201__age_9__activity_1,201,9,85+,1,fairly_active,,False,borough_age_activity,13,5,0.0827312228236075,0,10,201,85+__fairly_active,Gradient Boosting,0.0827312228236075,0.0827312228236075,False,predicted_previous_year,8.273122282360749,
borough_201__age_9__activity_2,201,9,85+,2,active,0.722212066351578,True,borough_age_activity,13,5,0.08008995209885472,0,10,201,85+__active,Gradient Boosting,0.08008995209885472,0.08008995209885472,False,predicted_previous_year,8.008995209885473,-64.21221142527233
borough_241__age_2__activity_0,241,2,16-24,0,inactive,0.0657102705329576,True,borough_age_activity,13,5,0.08907149740807886,0,10,241,16-24__inactive,Gradient Boosting,0.08907149740807886,0.08907149740807886,False,predicted_previous_year,8.907149740807887,2.336122687512127
borough_241__age_2__activity_1,241,2,16-24,1,fairly_active,0.2346384900888896,True,borough_age_activity,13,5,0.0745735571999926,0,10,241,16-24__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-16.0064932888897
borough_241__age_2__activity_2,241,2,16-24,2,active,0.0481821580269787,True,borough_age_activity,13,5,0.1647410609319367,0,10,241,16-24__active,Gradient Boosting,0.1647410609319367,0.1647410609319367,False,predicted_previous_year,16.47410609319367,11.6558902904958
borough_241__age_3__activity_0,241,3,25-34,0,inactive,0.1118613719522131,True,borough_age_activity,13,5,0.0745735571999926,0,10,241,25-34__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-3.72878147522205
borough_241__age_3__activity_1,241,3,25-34,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,241,25-34__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_241__age_3__activity_2,241,3,25-34,2,active,0.0590110787117372,True,borough_age_activity,13,5,0.10402927597486862,0,10,241,25-34__active,Gradient Boosting,0.10402927597486862,0.10402927597486862,False,predicted_previous_year,10.402927597486862,4.501819726313142
borough_241__age_4__activity_0,241,4,35-44,0,inactive,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,241,35-44__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_241__age_4__activity_1,241,4,35-44,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,241,35-44__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_241__age_4__activity_2,241,4,35-44,2,active,0.1310346121158488,True,borough_age_activity,13,5,0.11915693657198588,0,10,241,35-44__active,Gradient Boosting,0.11915693657198588,0.11915693657198588,False,predicted_previous_year,11.915693657198588,-1.1877675543862918
borough_241__age_5__activity_0,241,5,45-54,0,inactive,0.3701040240265162,True,borough_age_activity,13,5,0.0745735571999926,0,10,241,45-54__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-29.55304668265236
borough_241__age_5__activity_1,241,5,45-54,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,241,45-54__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_241__age_5__activity_2,241,5,45-54,2,active,0.2402574504970635,True,borough_age_activity,13,5,0.14724440865104468,0,10,241,45-54__active,Gradient Boosting,0.14724440865104468,0.14724440865104468,False,predicted_previous_year,14.724440865104468,-9.301304184601882
borough_241__age_6__activity_0,241,6,55-64,0,inactive,0.2070606541913617,True,borough_age_activity,13,5,0.0745735571999926,0,10,241,55-64__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-13.248709699136906
borough_241__age_6__activity_1,241,6,55-64,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,241,55-64__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_241__age_6__activity_2,241,6,55-64,2,active,0.2690662250780195,True,borough_age_activity,13,5,0.12170208211155964,0,10,241,55-64__active,Gradient Boosting,0.12170208211155964,0.12170208211155964,False,predicted_previous_year,12.170208211155964,-14.73641429664599
borough_241__age_7__activity_0,241,7,65-74,0,inactive,0.0,True,borough_age_activity,13,5,0.06230716643381875,0,10,241,65-74__inactive,Gradient Boosting,0.06230716643381875,0.06230716643381875,False,predicted_previous_year,6.230716643381875,6.230716643381875
borough_241__age_7__activity_1,241,7,65-74,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,241,65-74__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_241__age_7__activity_2,241,7,65-74,2,active,0.1842242858564426,True,borough_age_activity,13,5,0.12465353515556885,0,10,241,65-74__active,Gradient Boosting,0.12465353515556885,0.12465353515556885,False,predicted_previous_year,12.465353515556885,-5.957075070087376
borough_241__age_8__activity_0,241,8,75-84,0,inactive,0.0,True,borough_age_activity,13,5,0.06965213822872043,0,10,241,75-84__inactive,Gradient Boosting,0.06965213822872043,0.06965213822872043,False,predicted_previous_year,6.965213822872044,6.965213822872044
borough_241__age_8__activity_1,241,8,75-84,1,fairly_active,,False,borough_age_activity,13,5,0.05753141370336025,0,10,241,75-84__fairly_active,Gradient Boosting,0.05753141370336025,0.05753141370336025,False,predicted_previous_year,5.753141370336025,
borough_241__age_8__activity_2,241,8,75-84,2,active,0.1275344078363761,True,borough_age_activity,13,5,0.10101238724464827,0,10,241,75-84__active,Gradient Boosting,0.10101238724464827,0.10101238724464827,False,predicted_previous_year,10.101238724464826,-2.6522020591727826
borough_241__age_9__activity_0,241,9,85+,0,inactive,0.0,True,borough_age_activity,13,5,0.03236916478534387,0,10,241,85+__inactive,Gradient Boosting,0.03236916478534387,0.03236916478534387,False,predicted_previous_year,3.236916478534387,3.236916478534387
borough_241__age_9__activity_1,241,9,85+,1,fairly_active,,False,borough_age_activity,13,5,0.0745735571999926,0,10,241,85+__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,
borough_241__age_9__activity_2,241,9,85+,2,active,,False,borough_age_activity,13,5,0.058573573616542515,0,10,241,85+__active,Gradient Boosting,0.058573573616542515,0.058573573616542515,False,predicted_previous_year,5.857357361654252,
borough_255__age_2__activity_0,255,2,16-24,0,inactive,0.0,True,borough_age_activity,13,5,0.08907149740807886,0,10,255,16-24__inactive,Gradient Boosting,0.08907149740807886,0.08907149740807886,False,predicted_previous_year,8.907149740807887,8.907149740807887
borough_255__age_2__activity_1,255,2,16-24,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,255,16-24__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_255__age_2__activity_2,255,2,16-24,2,active,0.1511653378314726,True,borough_age_activity,13,5,0.1647410609319367,0,10,255,16-24__active,Gradient Boosting,0.1647410609319367,0.1647410609319367,False,predicted_previous_year,16.47410609319367,1.3575723100464092
borough_255__age_3__activity_0,255,3,25-34,0,inactive,0.0858144725325214,True,borough_age_activity,13,5,0.0745735571999926,0,10,255,25-34__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-1.12409153325288
borough_255__age_3__activity_1,255,3,25-34,1,fairly_active,0.1013761790906197,True,borough_age_activity,13,5,0.0745735571999926,0,10,255,25-34__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-2.68026218906271
borough_255__age_3__activity_2,255,3,25-34,2,active,0.1894816114783838,True,borough_age_activity,13,5,0.10402927597486862,0,10,255,25-34__active,Gradient Boosting,0.10402927597486862,0.10402927597486862,False,predicted_previous_year,10.402927597486862,-8.545233550351519
borough_255__age_4__activity_0,255,4,35-44,0,inactive,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,255,35-44__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_255__age_4__activity_1,255,4,35-44,1,fairly_active,0.0514945344720538,True,borough_age_activity,13,5,0.0745735571999926,0,10,255,35-44__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,2.3079022727938803
borough_255__age_4__activity_2,255,4,35-44,2,active,0.0466146668075754,True,borough_age_activity,13,5,0.11915693657198588,0,10,255,35-44__active,Gradient Boosting,0.11915693657198588,0.11915693657198588,False,predicted_previous_year,11.915693657198588,7.254226976441047
borough_255__age_5__activity_0,255,5,45-54,0,inactive,0.3646930836546883,True,borough_age_activity,13,5,0.0745735571999926,0,10,255,45-54__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-29.01195264546957
borough_255__age_5__activity_1,255,5,45-54,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,255,45-54__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_255__age_5__activity_2,255,5,45-54,2,active,0.1636151975069684,True,borough_age_activity,13,5,0.14724440865104468,0,10,255,45-54__active,Gradient Boosting,0.14724440865104468,0.14724440865104468,False,predicted_previous_year,14.724440865104468,-1.6370788855923717
borough_255__age_6__activity_0,255,6,55-64,0,inactive,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,255,55-64__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_255__age_6__activity_1,255,6,55-64,1,fairly_active,0.0,True,borough_age_activity,13,5,0.0745735571999926,0,10,255,55-64__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_255__age_6__activity_2,255,6,55-64,2,active,0.1239070116442937,True,borough_age_activity,13,5,0.12170208211155964,0,10,255,55-64__active,Gradient Boosting,0.12170208211155964,0.12170208211155964,False,predicted_previous_year,12.170208211155964,-0.22049295327340596
borough_255__age_7__activity_0,255,7,65-74,0,inactive,0.0,True,borough_age_activity,13,5,0.06230716643381875,0,10,255,65-74__inactive,Gradient Boosting,0.06230716643381875,0.06230716643381875,False,predicted_previous_year,6.230716643381875,6.230716643381875
borough_255__age_7__activity_1,255,7,65-74,1,fairly_active,0.1731548789700757,True,borough_age_activity,13,5,0.0745735571999926,0,10,255,65-74__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-9.85813217700831
borough_255__age_7__activity_2,255,7,65-74,2,active,0.1846539605278998,True,borough_age_activity,13,5,0.12465353515556885,0,10,255,65-74__active,Gradient Boosting,0.12465353515556885,0.12465353515556885,False,predicted_previous_year,12.465353515556885,-6.000042537233097
borough_255__age_8__activity_0,255,8,75-84,0,inactive,0.0,True,borough_age_activity,13,5,0.06965213822872043,0,10,255,75-84__inactive,Gradient Boosting,0.06965213822872043,0.06965213822872043,False,predicted_previous_year,6.965213822872044,6.965213822872044
borough_255__age_8__activity_1,255,8,75-84,1,fairly_active,0.0,True,borough_age_activity,13,5,0.05753141370336025,0,10,255,75-84__fairly_active,Gradient Boosting,0.05753141370336025,0.05753141370336025,False,predicted_previous_year,5.753141370336025,5.753141370336025
borough_255__age_8__activity_2,255,8,75-84,2,active,0.297501917659948,True,borough_age_activity,13,5,0.10101238724464827,0,10,255,75-84__active,Gradient Boosting,0.10101238724464827,0.10101238724464827,False,predicted_previous_year,10.101238724464826,-19.64895304152997
borough_255__age_9__activity_0,255,9,85+,0,inactive,0.0,True,borough_age_activity,13,5,0.03236916478534387,0,10,255,85+__inactive,Gradient Boosting,0.03236916478534387,0.03236916478534387,False,predicted_previous_year,3.236916478534387,3.236916478534387
borough_255__age_9__activity_1,255,9,85+,1,fairly_active,,False,borough_age_activity,13,5,0.0745735571999926,0,10,255,85+__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,
borough_255__age_9__activity_2,255,9,85+,2,active,,False,borough_age_activity,13,5,0.058573573616542515,0,10,255,85+__active,Gradient Boosting,0.058573573616542515,0.058573573616542515,False,predicted_previous_year,5.857357361654252,
borough_272__age_2__activity_0,272,2,16-24,0,inactive,0.0629836065831482,True,borough_age_activity,13,5,0.07756560386575133,0,10,272,16-24__inactive,Gradient Boosting,0.07756560386575133,0.07756560386575133,False,predicted_previous_year,7.756560386575133,1.4581997282603134
borough_272__age_2__activity_1,272,2,16-24,1,fairly_active,,False,borough_age_activity,13,5,0.05776938474575771,0,10,272,16-24__fairly_active,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,
borough_272__age_2__activity_2,272,2,16-24,2,active,0.0895418281799182,True,borough_age_activity,13,5,0.14523126196001016,0,10,272,16-24__active,Gradient Boosting,0.14523126196001016,0.14523126196001016,False,predicted_previous_year,14.523126196001016,5.568943378009196
borough_272__age_3__activity_0,272,3,25-34,0,inactive,0.0,True,borough_age_activity,13,5,0.05776938474575771,0,10,272,25-34__inactive,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
borough_272__age_3__activity_1,272,3,25-34,1,fairly_active,0.0,True,borough_age_activity,13,5,0.05776938474575771,0,10,272,25-34__fairly_active,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
borough_272__age_3__activity_2,272,3,25-34,2,active,0.1515660528293771,True,borough_age_activity,13,5,0.09252338243254109,0,10,272,25-34__active,Gradient Boosting,0.09252338243254109,0.09252338243254109,False,predicted_previous_year,9.252338243254108,-5.904267039683601
borough_272__age_4__activity_0,272,4,35-44,0,inactive,0.1738413844146075,True,borough_age_activity,13,5,0.05776938474575771,0,10,272,35-44__inactive,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,-11.607199966884979
borough_272__age_4__activity_1,272,4,35-44,1,fairly_active,0.0,True,borough_age_activity,13,5,0.05776938474575771,0,10,272,35-44__fairly_active,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
