series_id,LA_2023,activity_level_3cat,activity_level_3cat_label,year,forecast_horizon,task,model,candidate_id,is_primary_model,predicted_rate,age_group_code,age_group,primary_predicted_rate,difference_from_primary_pp,abs_difference_from_primary_pp
borough_136__activity_0,136,0.0,inactive,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07548684507582451,,,0.07003696800437757,0.5449877071446938,0.5449877071446938
borough_136__activity_1,136,1.0,fairly_active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07983295895712203,,,0.07714023819129973,0.2692720765822304,0.2692720765822304
borough_136__activity_2,136,2.0,active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.13774786611995207,,,0.13679674147719892,0.09511246427531539,0.09511246427531539
borough_139__activity_0,139,0.0,inactive,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.08145339223981751,,,0.06998978667068802,1.1463605569129496,1.1463605569129496
borough_139__activity_1,139,1.0,fairly_active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.09064603477474652,,,0.07714023819129973,1.3505796583446792,1.3505796583446792
borough_139__activity_2,139,2.0,active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.14856094193757652,,,0.13697859587679026,1.1582346060786257,1.1582346060786257
borough_142__activity_0,142,0.0,inactive,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07548684507582451,,,0.06998978667068802,0.5497058405136492,0.5497058405136492
borough_142__activity_1,142,1.0,fairly_active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07983295895712203,,,0.08078628982429877,-0.09533308671767354,0.09533308671767354
borough_142__activity_2,142,2.0,active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.13774786611995207,,,0.1361083168175649,0.1639549302387161,0.1639549302387161
borough_147__activity_0,147,0.0,inactive,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07548684507582451,,,0.06998978667068802,0.5497058405136492,0.5497058405136492
borough_147__activity_1,147,1.0,fairly_active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07983295895712203,,,0.07766142778578138,0.21715311713406543,0.21715311713406543
borough_147__activity_2,147,2.0,active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.13774786611995207,,,0.13679674147719892,0.09511246427531539,0.09511246427531539
borough_160__activity_0,160,0.0,inactive,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07548684507582451,,,0.07003696800437757,0.5449877071446938,0.5449877071446938
borough_160__activity_1,160,1.0,fairly_active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07983295895712203,,,0.07714023819129973,0.2692720765822304,0.2692720765822304
borough_160__activity_2,160,2.0,active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.13774786611995207,,,0.13683537991711317,0.09124862028389025,0.09124862028389025
borough_171__activity_0,171,0.0,inactive,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07548684507582451,,,0.06998978667068802,0.5497058405136492,0.5497058405136492
borough_171__activity_1,171,1.0,fairly_active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07983295895712203,,,0.07714023819129973,0.2692720765822304,0.2692720765822304
borough_171__activity_2,171,2.0,active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.13774786611995207,,,0.13683537991711317,0.09124862028389025,0.09124862028389025
borough_17__activity_0,17,0.0,inactive,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07548684507582451,,,0.06998978667068802,0.5497058405136492,0.5497058405136492
borough_17__activity_1,17,1.0,fairly_active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07983295895712203,,,0.08078628982429877,-0.09533308671767354,0.09533308671767354
borough_17__activity_2,17,2.0,active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.13774786611995207,,,0.13683537991711317,0.09124862028389025,0.09124862028389025
borough_196__activity_0,196,0.0,inactive,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07360591322213376,,,0.06998978667068802,0.36161265514457475,0.36161265514457475
borough_196__activity_1,196,1.0,fairly_active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07983295895712203,,,0.07714023819129973,0.2692720765822304,0.2692720765822304
borough_196__activity_2,196,2.0,active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.13774786611995207,,,0.13697859587679026,0.07692702431618126,0.07692702431618126
borough_201__activity_0,201,0.0,inactive,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07548684507582451,,,0.06998978667068802,0.5497058405136492,0.5497058405136492
borough_201__activity_1,201,1.0,fairly_active,10,2,borough_activity,Gradient Boosting,Gradient Boosting_04,False,0.07983295895712203,,,0.07714023819129973,0.2692720765822304,0.2692720765822304
