model,candidate_id,year,forecast_horizon,LA_2023,age_group_code,age_group,inactive_rate,fairly_active_rate,active_rate,active_inactive_gap_pp,fairly_active_inactive_gap_pp,primary_active_inactive_gap_pp,primary_fairly_active_inactive_gap_pp,active_gap_difference_pp,fairly_active_gap_difference_pp,active_gap_sign_reversal,fairly_active_gap_sign_reversal
Random Forest,Random Forest_05,9,1,117,5.0,45-54,0.08942321090915818,0.09406576042994484,0.15312326528818224,6.370005437902406,0.46425495207866596,7.499307167166054,-1.9305004789791205,-1.1293017292636485,2.3947554310577863,False,True
Random Forest,Random Forest_05,9,1,117,6.0,55-64,0.07369306358782535,0.08984184847105883,0.1282621580712621,5.456909448343675,1.6148784883233485,7.056998587399987,2.3137686751268793,-1.6000891390563128,-0.6988901868035309,False,False
Random Forest,Random Forest_05,9,1,117,7.0,65-74,0.06554221605990355,0.09903457661817072,0.13299457316763838,6.745235710773483,3.349236055826717,8.19893819117912,3.0230398916633927,-1.4537024804056378,0.3261961641633242,False,False
Random Forest,Random Forest_05,9,1,117,8.0,75-84,0.07417767330456787,0.07498577284850359,0.13029620937015932,5.611853606559144,0.08080995439357225,5.929210030209122,1.901323792984587,-0.3173564236499775,-1.8205138385910147,False,False
Random Forest,Random Forest_05,9,1,117,9.0,85+,0.0798946947452273,0.06517915736541305,0.06650036338496307,-1.339433136026423,-1.471553737981425,0.06367690922392394,1.2781564298348245,-1.403110045250347,-2.749710167816249,True,True
Random Forest,Random Forest_05,9,1,122,2.0,16-24,0.11039306730089077,0.10183873433697506,0.17167047313690822,6.127740583601746,-0.855433296391571,10.150058550646685,-1.4497940208086306,-4.022317967044939,0.5943607244170597,False,False
Random Forest,Random Forest_05,9,1,122,3.0,25-34,0.07779799243267708,0.08332716379907674,0.10686399153206866,2.9065999099391573,0.552917136639966,5.0601712612567855,0.0,-2.1535713513176282,0.552917136639966,False,False
Random Forest,Random Forest_05,9,1,122,4.0,35-44,0.0955673891550206,0.08681878925608141,0.11471712177964354,1.914973262462294,-0.8748599898939182,4.46841224239206,-2.299454873990688,-2.553438979929766,1.42459488409677,False,False
Random Forest,Random Forest_05,9,1,122,5.0,45-54,0.07730930886504417,0.08498066531444531,0.14915628756478716,7.184697869974299,0.7671356449401145,9.580853820232088,0.2641656057766818,-2.396155950257789,0.5029700391634327,False,False
Random Forest,Random Forest_05,9,1,122,6.0,55-64,0.07285105400603405,0.08148166268207044,0.1297849515040845,5.693389749805046,0.8630608676036391,7.861847060741595,0.0,-2.1684573109365486,0.8630608676036391,False,False
Random Forest,Random Forest_05,9,1,122,7.0,65-74,0.08633440034660052,0.0803520318937906,0.11466231333343284,2.832791298683232,-0.5982368452809916,4.177731714727548,-1.6026436885640365,-1.3449404160443157,1.0044068432830449,False,False
Random Forest,Random Forest_05,9,1,122,8.0,75-84,0.07311054589153454,0.07399709543900765,0.1190197113012447,4.5909165409710155,0.08865495474731089,4.649946966659253,-0.6018585097354436,-0.059030425688237464,0.6905134644827545,False,True
Random Forest,Random Forest_05,9,1,122,9.0,85+,0.07874028652889077,0.0634741331269889,0.07802412118933093,-0.07161653395598433,-1.5266153401901876,2.8215494096530547,1.2781564298348245,-2.893165943609039,-2.8047717700250123,True,True
Random Forest,Random Forest_05,9,1,126,2.0,16-24,0.09327342614285121,0.09966506316468852,0.17215807888478118,7.888465274192997,0.6391637021837315,8.51054314609058,-1.1804604976745972,-0.6220778718975826,1.8196241998583287,False,True
Random Forest,Random Forest_05,9,1,126,3.0,25-34,0.08242663941385303,0.08333271641428491,0.09781968572759109,1.5393046313738057,0.09060770004318819,2.811593981036337,-1.783940783936145,-1.2722893496625312,1.8745484839793332,False,True
Random Forest,Random Forest_05,9,1,126,4.0,35-44,0.07990289062920766,0.0868243418712896,0.11176608521435379,3.186319458514612,0.6921451242081933,6.782954083436812,0.0,-3.5966346249222,0.6921451242081933,False,False
Random Forest,Random Forest_05,9,1,126,5.0,45-54,0.08217796028091891,0.08719931388939374,0.1536102364442111,7.143227616329219,0.5021353608474832,10.017280475102593,0.0,-2.874052858773374,0.5021353608474832,False,False
Random Forest,Random Forest_05,9,1,126,6.0,55-64,0.06636596749170318,0.08136686271422108,0.12146301569121946,5.5097048199516285,1.5000895222517907,7.451121759921928,0.11910259037107712,-1.9414169399702992,1.3809869318807135,False,False
Random Forest,Random Forest_05,9,1,126,7.0,65-74,0.06399535721210646,0.08808616162431972,0.12565595830684825,6.166060109474179,2.4090804412213256,8.322227439786655,2.970751795393857,-2.156167330312476,-0.5616713541725313,False,False
Random Forest,Random Forest_05,9,1,126,8.0,75-84,0.07296585639705425,0.09353900490431599,0.12883688603821908,5.587102964116483,2.0573148507261747,5.450259732788627,2.0966267661348645,0.13684323132785625,-0.039311915408689835,False,False
Random Forest,Random Forest_05,9,1,126,9.0,85+,0.07874583914409895,0.08305481694628522,0.0652545824907765,-1.3491256653322459,0.43089778021862674,0.06367690922392394,1.7875679759669167,-1.4128025745561699,-1.35667019574829,True,False
Random Forest,Random Forest_05,9,1,129,2.0,16-24,0.09197801598223587,0.09966506316468852,0.17167047313690822,7.969245715467236,0.7687047182452653,8.509943812489439,-1.1810598312757394,-0.5406980970222035,1.9497645495210048,False,True
Random Forest,Random Forest_05,9,1,129,3.0,25-34,0.0755986898332918,0.08234085131078377,0.09249641000922341,1.689772017593162,0.6742161477491972,2.7607163872660987,0.0,-1.0709443696729366,0.6742161477491972,False,False
Random Forest,Random Forest_05,9,1,129,4.0,35-44,0.07463618964854576,0.088014433989459,0.12403228623056659,4.939609658202082,1.337824434091324,5.143438678880706,-1.8610824076689625,-0.20382902067862396,3.1989068417602864,False,True
Random Forest,Random Forest_05,9,1,129,5.0,45-54,0.08897093501606801,0.09901060502200187,0.14719127337166346,5.822033835559545,1.0039670005933865,7.881928869723192,0.011950228826387854,-2.059895034163647,0.9920167717669987,False,False
Random Forest,Random Forest_05,9,1,129,6.0,55-64,0.07204800214763281,0.08477837779435628,0.12751832869341567,5.547032654578286,1.2730375646723469,5.22158087609246,-0.07774095733396047,0.3254517784858262,1.3507785220063073,False,True
Random Forest,Random Forest_05,9,1,129,7.0,65-74,0.06548804266905907,0.08211567487123733,0.12852375883262276,6.303571616356369,1.6627632202178264,8.26025885195662,0.7235850176727044,-1.95668723560025,0.939178202545122,False,False
Random Forest,Random Forest_05,9,1,129,8.0,75-84,0.07475592094947883,0.07543314256548786,0.12737848918754305,5.262256823806421,0.06772216160090272,5.929210030209122,-0.6018585097354436,-0.6669532064027006,0.6695806713363464,False,True
Random Forest,Random Forest_05,9,1,129,9.0,85+,0.06288211403479026,0.0651244642379137,0.08369218278861315,2.0810068753822892,0.22423502031234388,1.0825000014881077,1.7875679759669159,0.9985068738941816,-1.5633329556545719,False,False
Random Forest,Random Forest_05,9,1,135,2.0,16-24,0.10265943225215102,0.0977929581084293,0.17167047313690822,6.901104088475721,-0.48664741437217107,10.017108115270597,-1.4497940208086284,-3.116004026794876,0.9631466064364573,False,False
Random Forest,Random Forest_05,9,1,135,3.0,25-34,0.07167578327273029,0.07350430017211487,0.10410898801097154,3.2433204738241255,0.1828516899384583,5.291145583961895,1.8672227426549413,-2.0478251101377696,-1.684371052716483,False,False
Random Forest,Random Forest_05,9,1,135,4.0,35-44,0.07335256347808938,0.07968650792277915,0.11256295480848873,3.9210391330399346,0.6333944444689765,6.7996721477301625,0.0,-2.878633014690228,0.6333944444689765,False,False
Random Forest,Random Forest_05,9,1,135,5.0,45-54,0.08612040453302204,0.08637727264130575,0.148063730938514,6.194332640549195,0.025686810828370876,7.6909093730371065,-2.0525516608729597,-1.4965767324879113,2.0782384717013307,False,True
Random Forest,Random Forest_05,9,1,135,6.0,55-64,0.06766263655992963,0.07480806313861289,0.10532250540355657,3.7659868843626945,0.7145426578683265,6.050113131200363,0.0,-2.2841262468376686,0.7145426578683265,False,False
Random Forest,Random Forest_05,9,1,135,7.0,65-74,0.060105041827882885,0.057941442719281165,0.12856443238355614,6.845939055567325,-0.216359910860172,8.768277321798578,0.24597850288802653,-1.922338266231253,-0.4623384137481985,False,True
Random Forest,Random Forest_05,9,1,135,8.0,75-84,0.06799370064383473,0.06785951877841875,0.11778810870038246,4.979440805654773,-0.01341818654159721,4.558312126220984,-0.6018585097354447,0.4211286794337896,0.5884403231938475,False,False
Random Forest,Random Forest_05,9,1,135,9.0,85+,0.0732704156806714,0.058079590643206454,0.07571630653983395,0.24458908591625528,-1.5190825037464946,0.5730884553560172,1.3099614611822397,-0.3284993694397619,-2.8290439649287342,False,True
Random Forest,Random Forest_05,9,1,136,2.0,16-24,0.09474959298124112,0.1018517046717451,0.17167047313690822,7.69208801556671,0.7102111690503982,8.241209622956552,-3.5539459216490386,-0.549121607389842,4.264157090699436,False,True
Random Forest,Random Forest_05,9,1,136,3.0,25-34,0.08596032978429713,0.07894177778878664,0.10451930814399671,1.8558978359699578,-0.7018551995510491,3.4289252140590643,-0.14301487688073988,-1.5730273780891064,-0.5588403226703093,False,False
Random Forest,Random Forest_05,9,1,136,4.0,35-44,0.08027403110276228,0.08641481938654547,0.1217430431663992,4.146901206363691,0.6140788283783185,6.992570857723282,1.783940783936145,-2.845669651359591,-1.1698619555578265,False,False
Random Forest,Random Forest_05,9,1,136,5.0,45-54,0.08465872966195072,0.09344933116269316,0.148063730938514,6.340500127656328,0.8790601500742443,7.85566483976061,-1.9305004789791205,-1.5151647121042826,2.809560629053365,False,True
Random Forest,Random Forest_05,9,1,136,6.0,55-64,0.0867006109840424,0.08501066786441007,0.12773472393115176,4.103411294710936,-0.1689943119632331,4.743229912273107,-0.5298278911907345,-0.6398186175621712,0.36083357922750137,False,False
Random Forest,Random Forest_05,9,1,136,7.0,65-74,0.08005830633142565,0.0806241230428427,0.13217143340660645,5.21131270751808,0.056581671141704704,6.466700114090827,-1.4073407154137554,-1.2553874065727468,1.46392238655546,False,True
Random Forest,Random Forest_05,9,1,136,8.0,75-84,0.08051759178569344,0.07403206744430035,0.1220048693315822,4.148727754588875,-0.6485524341393087,2.0781107201265208,-3.1854268640653154,2.0706170344623542,2.536874429926007,False,False
Random Forest,Random Forest_05,9,1,136,9.0,85+,0.0791214994806573,0.08332135548012916,0.08244218292356102,0.33206834429037185,0.4199855999471855,0.5730884553560162,1.7875679759669167,-0.2410201110656443,-1.3675823760197312,False,False
Random Forest,Random Forest_05,9,1,139,2.0,16-24,0.1088365256493785,0.10767212466821868,0.17329672058540585,6.446019493602735,-0.1164400981159816,7.896521401693734,-3.9600051580464335,-1.4505019080909989,3.843565059930452,False,False
Random Forest,Random Forest_05,9,1,139,3.0,25-34,0.08849140812062987,0.09278302352443343,0.10819920337506836,1.9707795254438485,0.42916154038035587,6.10537241338749,0.0,-4.134592887943641,0.42916154038035587,False,False
Random Forest,Random Forest_05,9,1,139,4.0,35-44,0.09041567136386904,0.0958645841376207,0.11848744335124815,2.8071771987379117,0.544891277375166,4.20045121877704,-2.8397761865457607,-1.3932740200391285,3.384667463920927,False,True
Random Forest,Random Forest_05,9,1,139,5.0,45-54,0.08849810688699714,0.08979262523182695,0.14642164918829895,5.792354230130181,0.1294518344829812,10.376194854784995,2.630159412259294,-4.583840624654814,-2.500707577776313,False,False
Random Forest,Random Forest_05,9,1,139,6.0,55-64,0.08450206148058223,0.09274949322019033,0.12666379980438516,4.216173832380293,0.8247431739608097,7.5830060988188706,2.8397761865457607,-3.3668322664385775,-2.015033012584951,False,False
Random Forest,Random Forest_05,9,1,139,7.0,65-74,0.0760206077815897,0.08661253262942689,0.13549765006993011,5.947704228834041,1.0591924847837193,9.242090348146396,3.6681181057077334,-3.294386119312355,-2.608925620924014,False,False
Random Forest,Random Forest_05,9,1,139,8.0,75-84,0.08573159037890804,0.08660775829426165,0.12558097465540852,3.9849384276500475,0.08761679153536095,5.394169109955462,-0.2278569947297561,-1.4092306823054148,0.315473786265117,False,True
Random Forest,Random Forest_05,9,1,139,9.0,85+,0.07532743065523646,0.07674649455741119,0.09299722926079103,1.7669798605554565,0.1419063902174722,0.5564924900692276,1.7875679759669167,1.210487370486229,-1.6456615857494445,False,False
Random Forest,Random Forest_05,9,1,142,2.0,16-24,0.10365923550786899,0.11183612350188928,0.17581240748329102,7.215317197542204,0.817688799402029,9.7036241234937,-1.2544910476583502,-2.4883069259514965,2.0721798470603794,False,True
Random Forest,Random Forest_05,9,1,142,3.0,25-34,0.07382411342833754,0.08336257683212792,0.10521102601022736,3.138691258188982,0.9538463403790374,3.424522174908097,-1.834818377706384,-0.2858309167191151,2.788664718085421,False,True
Random Forest,Random Forest_05,9,1,142,4.0,35-44,0.07993275104705064,0.0804854906807741,0.12323642847810001,4.330367743104937,0.05527396337234591,6.992570857723282,2.104151900840413,-2.662203114618345,-2.048877937468067,False,False
Random Forest,Random Forest_05,9,1,142,5.0,45-54,0.0768510690672109,0.09342673856667312,0.1536102364442111,7.67591673770002,1.6575669499462222,8.428057000457104,-1.4515501815586251,-0.7521402627570835,3.1091171315048474,False,True
Random Forest,Random Forest_05,9,1,142,6.0,55-64,0.07268730419954145,0.08139672313206409,0.10810970481631599,3.542240061677454,0.8709418932522639,5.428975795243631,0.0,-1.8867357335661774,0.8709418932522639,False,False
Random Forest,Random Forest_05,9,1,142,7.0,65-74,0.07900807669629094,0.08038744492684176,0.13491390130616895,5.590582460987801,0.13793682305508204,5.937223455207739,-1.6169574897002277,-0.3466409942199382,1.7548943127553098,False,True
Random Forest,Random Forest_05,9,1,142,8.0,75-84,0.07415759484816276,0.07359585819373933,0.13021129080990218,5.605369596173943,-0.056173665442342535,3.614975199013279,-2.916093340931287,1.9903943971606637,2.8599196754889444,False,False
Random Forest,Random Forest_05,9,1,142,9.0,85+,0.060666770699029385,0.08308467736412821,0.06511516611239195,0.44483954133625603,2.2417906665098823,0.5730884553560152,2.296979522099008,-0.12824891401975913,-0.05518885558912556,False,False
Random Forest,Random Forest_05,9,1,147,2.0,16-24,0.11017945378811758,0.10485705330264675,0.17167047313690822,6.149101934879065,-0.5322400485470835,10.46930472216806,0.8639746543182489,-4.320202787288995,-1.3962147028653324,False,True
Random Forest,Random Forest_05,9,1,147,3.0,25-34,0.09603483297371147,0.08746272261482714,0.1049177139869801,0.8882881013268631,-0.8572110358884333,3.2526939194184283,-0.10962939723490883,-2.3644058180915652,-0.7475816386535244,False,False
Random Forest,Random Forest_05,9,1,147,4.0,35-44,0.08311367737194834,0.07812948740530667,0.12290684291692906,3.9793165544980718,-0.49841899666416695,4.678802182596402,-0.24672827535965336,-0.6994856280983304,-0.2516907213045136,False,False
Random Forest,Random Forest_05,9,1,147,5.0,45-54,0.07086463883748265,0.09322620198751416,0.15514262802258405,8.42779891851014,2.236156315003152,11.920323849409813,0.502370786518836,-3.4925249308996733,1.7337855284843158,False,False
Random Forest,Random Forest_05,9,1,147,6.0,55-64,0.08561406299321382,0.07862589658644033,0.12226532581385358,3.6651262820639756,-0.6988166406773494,4.34519531339453,-0.14301487688073988,-0.6800690313305546,-0.5558017637966095,False,False
Random Forest,Random Forest_05,9,1,147,7.0,65-74,0.08186768304750566,0.08018690834768279,0.134880396861898,5.301271381439235,-0.16807746998228762,6.061166653578841,-1.6169574897002277,-0.7598952721396062,1.4488800197179401,False,False
Random Forest,Random Forest_05,9,1,147,8.0,75-84,0.07279518023573829,0.07359585819373933,0.1190197113012447,4.6224531065506405,0.08006779580010392,4.649946966659253,-0.6018585097354436,-0.027493860108612544,0.6819263055355476,False,True
Random Forest,Random Forest_05,9,1,147,9.0,85+,0.060635510916097965,0.06320317696992209,0.08200496822840111,2.136945731230315,0.2567666053824122,1.0825000014881074,1.7875679759669156,1.0544457297422074,-1.5308013705845034,False,False
Random Forest,Random Forest_05,9,1,160,2.0,16-24,0.10992765835870053,0.10159990924232802,0.1732106616047639,6.328300324606337,-0.8327749116372505,11.04221009374435,-1.4497940208086306,-4.713909769138013,0.6170191091713801,False,False
Random Forest,Random Forest_05,9,1,160,3.0,25-34,0.0771449597579917,0.08291024482355187,0.10381802105296231,2.6673061294970615,0.5765285065560177,5.192738655208754,0.0,-2.5254325257116927,0.5765285065560177,False,False
Random Forest,Random Forest_05,9,1,160,4.0,35-44,0.07948041903847461,0.09760738403556671,0.11661612852050084,3.713570948202623,1.8126964997092099,6.513620560302785,2.299454873990688,-2.800049612100162,-0.4867583742814783,False,False
Random Forest,Random Forest_05,9,1,160,5.0,45-54,0.0771174371240646,0.09788212274098207,0.15215004973154717,7.503261260748256,2.0764685616917467,7.477301252992817,0.19530297315027562,0.025960007755439385,1.881165588541471,False,False
Random Forest,Random Forest_05,9,1,160,6.0,55-64,0.07648087324575487,0.07838015089902023,0.12252259181601187,4.6041718570257,0.18992776532653632,4.48821019027527,-0.26933352313402853,0.1159616667504304,0.45926128846056485,False,True
Random Forest,Random Forest_05,9,1,160,7.0,65-74,0.06399535721210646,0.07993511291826572,0.13457453175671658,7.057917454461012,1.5939755706159255,8.401709160951773,0.7235850176727044,-1.3437917064907614,0.8703905529432211,False,False
Random Forest,Random Forest_05,9,1,160,8.0,75-84,0.09431891506427553,0.05924180439201853,0.13007289772990055,3.5753982665625017,-3.5077110672257,2.8167787300714093,-3.824547521730711,0.7586195364910924,0.31683645450501086,False,False
Random Forest,Random Forest_05,9,1,160,9.0,85+,0.06041482128422873,0.0826323453555522,0.08175317279898406,2.133835151475533,2.2217524071323465,1.0825000014881074,2.296979522099008,1.0513351499874255,-0.07522711496666146,False,False
Random Forest,Random Forest_05,9,1,171,2.0,16-24,0.09228882076855388,0.10237597500172786,0.17403008020762398,8.17412594390701,1.008715423317398,9.906355749222001,-3.28461239851501,-1.7322298053149918,4.293327821832408,False,True
Random Forest,Random Forest_05,9,1,171,3.0,25-34,0.08486624244102403,0.07752024912563137,0.10520294274963037,2.0336700308606335,-0.7345993315392665,2.959885678623793,-0.19530297315027562,-0.9262156477631596,-0.5392963583889909,False,False
Random Forest,Random Forest_05,9,1,171,4.0,35-44,0.08823667665753904,0.08759439743452935,0.12053600212181323,3.229932546427419,-0.06422792230096896,4.6644883814602105,-2.3137686751268793,-1.4345558350327914,2.2495407528259106,False,False
Random Forest,Random Forest_05,9,1,171,5.0,45-54,0.07100586610364414,0.0801254809726977,0.14809769193306735,7.709182582942321,0.9119614869053563,9.699956410603164,1.9539209680774612,-1.9907738276608429,-1.041959481172105,False,False
Random Forest,Random Forest_05,9,1,171,6.0,55-64,0.0732488968434191,0.08223015653102723,0.12476035635813035,5.151145951471124,0.8981259687608129,6.861695614249708,0.0,-1.7105496627785843,0.8981259687608129,False,False
