series_id,LA_2023,activity_level_3cat,activity_level_3cat_label,year8_observed_rate,initial_year8_lag_observed,task,year,forecast_horizon,frequent_volunteer_rate_lag1,lag_1_missing,time_trend,borough_category,activity_category,selected_model,raw_predicted_rate,predicted_rate,was_clipped,lag_source,predicted_rate_pp,change_from_year8_pp
borough_136__activity_1,136,1,fairly_active,0.0478313974564641,True,borough_activity,9,1,0.0478313974564641,0,6,136,fairly_active,Random Forest,0.08570169721014893,0.08570169721014893,False,observed_year8,8.570169721014894,3.7870299753684833
borough_136__activity_2,136,2,active,0.1299995486897204,True,borough_activity,9,1,0.1299995486897204,0,6,136,active,Random Forest,0.1362755617938495,0.1362755617938495,False,observed_year8,13.62755617938495,0.6276013104129091
borough_139__activity_0,139,0,inactive,0.0350888883745555,True,borough_activity,9,1,0.0350888883745555,0,6,139,inactive,Random Forest,0.06892133572413513,0.06892133572413513,False,observed_year8,6.892133572413512,3.3832447349579624
borough_139__activity_1,139,1,fairly_active,0.1220134491999493,True,borough_activity,9,1,0.1220134491999493,0,6,139,fairly_active,Random Forest,0.08231331193382975,0.08231331193382975,False,observed_year8,8.231331193382974,-3.9700137266119553
borough_139__activity_2,139,2,active,0.1630725739649481,True,borough_activity,9,1,0.1630725739649481,0,6,139,active,Random Forest,0.13818283911364448,0.13818283911364448,False,observed_year8,13.818283911364448,-2.488973485130361
borough_142__activity_0,142,0,inactive,0.1037140596605766,True,borough_activity,9,1,0.1037140596605766,0,6,142,inactive,Random Forest,0.06972571919828884,0.06972571919828884,False,observed_year8,6.972571919828884,-3.398834046228777
borough_142__activity_1,142,1,fairly_active,0.1013063204455528,True,borough_activity,9,1,0.1013063204455528,0,6,142,fairly_active,Random Forest,0.07749327108071742,0.07749327108071742,False,observed_year8,7.749327108071742,-2.3813049364835375
borough_142__activity_2,142,2,active,0.0950017933897772,True,borough_activity,9,1,0.0950017933897772,0,6,142,active,Random Forest,0.13325646798106477,0.13325646798106477,False,observed_year8,13.325646798106478,3.825467459128758
borough_147__activity_0,147,0,inactive,0.1104996377667886,True,borough_activity,9,1,0.1104996377667886,0,6,147,inactive,Random Forest,0.07148861306031597,0.07148861306031597,False,observed_year8,7.148861306031597,-3.9011024706472637
borough_147__activity_1,147,1,fairly_active,0.1136081892669467,True,borough_activity,9,1,0.1136081892669467,0,6,147,fairly_active,Random Forest,0.08014770562375524,0.08014770562375524,False,observed_year8,8.014770562375524,-3.3460483643191457
borough_147__activity_2,147,2,active,0.1257012106446112,True,borough_activity,9,1,0.1257012106446112,0,6,147,active,Random Forest,0.1363665627032576,0.1363665627032576,False,observed_year8,13.636656270325759,1.0665352058646382
borough_160__activity_0,160,0,inactive,0.1290272534496641,True,borough_activity,9,1,0.1290272534496641,0,6,160,inactive,Random Forest,0.07414127636420287,0.07414127636420287,False,observed_year8,7.414127636420287,-5.488597708546123
borough_160__activity_1,160,1,fairly_active,0.1187397231179398,True,borough_activity,9,1,0.1187397231179398,0,6,160,fairly_active,Random Forest,0.08231331193382975,0.08231331193382975,False,observed_year8,8.231331193382974,-3.6426411184110052
borough_160__activity_2,160,2,active,0.1439745103605429,True,borough_activity,9,1,0.1439745103605429,0,6,160,active,Random Forest,0.13677087922216408,0.13677087922216408,False,observed_year8,13.677087922216408,-0.7203631138378824
borough_171__activity_0,171,0,inactive,0.1177479331014947,True,borough_activity,9,1,0.1177479331014947,0,6,171,inactive,Random Forest,0.07365648273672785,0.07365648273672785,False,observed_year8,7.365648273672785,-4.409145036476684
borough_171__activity_1,171,1,fairly_active,0.1171361872509075,True,borough_activity,9,1,0.1171361872509075,0,6,171,fairly_active,Random Forest,0.08199835790402825,0.08199835790402825,False,observed_year8,8.199835790402824,-3.5137829346879257
borough_171__activity_2,171,2,active,0.139647883417129,True,borough_activity,9,1,0.139647883417129,0,6,171,active,Random Forest,0.136798820715238,0.136798820715238,False,observed_year8,13.6798820715238,-0.2849062701891003
borough_17__activity_0,17,0,inactive,0.1057139951343908,True,borough_activity,9,1,0.1057139951343908,0,6,17,inactive,Random Forest,0.07001244177335006,0.07001244177335006,False,observed_year8,7.001244177335006,-3.5701553361040737
borough_17__activity_1,17,1,fairly_active,0.103573297523188,True,borough_activity,9,1,0.103573297523188,0,6,17,fairly_active,Random Forest,0.07785716083709174,0.07785716083709174,False,observed_year8,7.785716083709174,-2.5716136686096265
borough_17__activity_2,17,2,active,0.1355511808738733,True,borough_activity,9,1,0.1355511808738733,0,6,17,active,Random Forest,0.13679674147719892,0.13679674147719892,False,observed_year8,13.679674147719892,0.12455606033256184
borough_196__activity_0,196,0,inactive,0.0567021905576142,True,borough_activity,9,1,0.0567021905576142,0,6,196,inactive,Random Forest,0.06846941110616032,0.06846941110616032,False,observed_year8,6.846941110616032,1.1767220548546127
borough_196__activity_1,196,1,fairly_active,0.1414939227499457,True,borough_activity,9,1,0.1414939227499457,0,6,196,fairly_active,Random Forest,0.08233586969349098,0.08233586969349098,False,observed_year8,8.233586969349098,-5.915805305645473
borough_196__activity_2,196,2,active,0.1647277975746881,True,borough_activity,9,1,0.1647277975746881,0,6,196,active,Random Forest,0.13818283911364448,0.13818283911364448,False,observed_year8,13.818283911364448,-2.654495846104363
borough_201__activity_0,201,0,inactive,0.0888488008785999,True,borough_activity,9,1,0.0888488008785999,0,6,201,inactive,Random Forest,0.06835855851953819,0.06835855851953819,False,observed_year8,6.835855851953819,-2.0490242359061717
borough_201__activity_1,201,1,fairly_active,0.1270038887853408,True,borough_activity,9,1,0.1270038887853408,0,6,201,fairly_active,Random Forest,0.08254020877835301,0.08254020877835301,False,observed_year8,8.254020877835302,-4.446368000698779
borough_201__activity_2,201,2,active,0.195919582903659,True,borough_activity,9,1,0.195919582903659,0,6,201,active,Random Forest,0.13818283911364448,0.13818283911364448,False,observed_year8,13.818283911364448,-5.77367437900145
borough_241__activity_0,241,0,inactive,0.1171879207580028,True,borough_activity,9,1,0.1171879207580028,0,6,241,inactive,Random Forest,0.07346507500194933,0.07346507500194933,False,observed_year8,7.346507500194933,-4.372284575605347
borough_241__activity_1,241,1,fairly_active,0.0356401868772092,True,borough_activity,9,1,0.0356401868772092,0,6,241,fairly_active,Random Forest,0.0853173217776049,0.0853173217776049,False,observed_year8,8.53173217776049,4.96771349003957
borough_241__activity_2,241,2,active,0.1243717632901734,True,borough_activity,9,1,0.1243717632901734,0,6,241,active,Random Forest,0.1363035046963423,0.1363035046963423,False,observed_year8,13.63035046963423,1.1931741406168914
borough_255__activity_0,255,0,inactive,0.054195303689244,True,borough_activity,9,1,0.054195303689244,0,6,255,inactive,Random Forest,0.06814721272494655,0.06814721272494655,False,observed_year8,6.814721272494655,1.3951909035702543
borough_255__activity_1,255,1,fairly_active,0.0438581562217602,True,borough_activity,9,1,0.0438581562217602,0,6,255,fairly_active,Random Forest,0.08574322184882732,0.08574322184882732,False,observed_year8,8.574322184882732,4.188506562706712
borough_255__activity_2,255,2,active,0.1442013723534721,True,borough_activity,9,1,0.1442013723534721,0,6,255,active,Random Forest,0.13677087922216408,0.13677087922216408,False,observed_year8,13.677087922216408,-0.743049313130803
borough_272__activity_0,272,0,inactive,0.0434696652648335,True,borough_activity,9,1,0.0434696652648335,0,6,272,inactive,Random Forest,0.06799035234164545,0.06799035234164545,False,observed_year8,6.7990352341645455,2.452068707681195
borough_272__activity_1,272,1,fairly_active,0.0,True,borough_activity,9,1,0.0,0,6,272,fairly_active,Random Forest,0.08325071435033891,0.08325071435033891,False,observed_year8,8.325071435033891,8.325071435033891
borough_272__activity_2,272,2,active,0.1553962624844831,True,borough_activity,9,1,0.1553962624844831,0,6,272,active,Random Forest,0.13783875526896816,0.13783875526896816,False,observed_year8,13.783875526896816,-1.755750721551494
borough_279__activity_0,279,0,inactive,0.144834238325498,True,borough_activity,9,1,0.144834238325498,0,6,279,inactive,Random Forest,0.07398374325661324,0.07398374325661324,False,observed_year8,7.398374325661323,-7.085049506888476
borough_279__activity_1,279,1,fairly_active,0.0796307696568919,True,borough_activity,9,1,0.0796307696568919,0,6,279,fairly_active,Random Forest,0.07916445299588222,0.07916445299588222,False,observed_year8,7.916445299588222,-0.04663166610096858
borough_279__activity_2,279,2,active,0.1158455855906048,True,borough_activity,9,1,0.1158455855906048,0,6,279,active,Random Forest,0.13586696088868394,0.13586696088868394,False,observed_year8,13.586696088868393,2.002137529807914
borough_280__activity_0,280,0,inactive,0.0701644829558799,True,borough_activity,9,1,0.0701644829558799,0,6,280,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,observed_year8,6.998978667068802,-0.017469628519188596
borough_280__activity_1,280,1,fairly_active,0.2731867548004618,True,borough_activity,9,1,0.2731867548004618,0,6,280,fairly_active,Random Forest,0.08287900134463323,0.08287900134463323,False,observed_year8,8.287900134463323,-19.030775345582857
borough_280__activity_2,280,2,active,0.1590584242151394,True,borough_activity,9,1,0.1590584242151394,0,6,280,active,Random Forest,0.13802590315894891,0.13802590315894891,False,observed_year8,13.802590315894891,-2.1032521056190494
borough_293__activity_0,293,0,inactive,0.0088161227981778,True,borough_activity,9,1,0.0088161227981778,0,6,293,inactive,Random Forest,0.0690660251978931,0.0690660251978931,False,observed_year8,6.90660251978931,6.02499023997153
borough_293__activity_1,293,1,fairly_active,0.0178464745600835,True,borough_activity,9,1,0.0178464745600835,0,6,293,fairly_active,Random Forest,0.08325071435033891,0.08325071435033891,False,observed_year8,8.325071435033891,6.540423979025542
borough_293__activity_2,293,2,active,0.0847805288260273,True,borough_activity,9,1,0.0847805288260273,0,6,293,active,Random Forest,0.13328253055738548,0.13328253055738548,False,observed_year8,13.328253055738548,4.850200173135819
borough_30__activity_0,30,0,inactive,0.0620616884622956,True,borough_activity,9,1,0.0620616884622956,0,6,30,inactive,Random Forest,0.06989285780347307,0.06989285780347307,False,observed_year8,6.9892857803473065,0.7831169341177467
borough_30__activity_1,30,1,fairly_active,0.0835581063579768,True,borough_activity,9,1,0.0835581063579768,0,6,30,fairly_active,Random Forest,0.07714023819129973,0.07714023819129973,False,observed_year8,7.714023819129973,-0.6417868166677068
borough_30__activity_2,30,2,active,0.1182017667594987,True,borough_activity,9,1,0.1182017667594987,0,6,30,active,Random Forest,0.13596824381973102,0.13596824381973102,False,observed_year8,13.596824381973102,1.7766477060232322
borough_35__activity_0,35,0,inactive,0.0795567706428596,True,borough_activity,9,1,0.0795567706428596,0,6,35,inactive,Random Forest,0.06885154888858311,0.06885154888858311,False,observed_year8,6.8851548888583105,-1.0705221754276488
borough_35__activity_1,35,1,fairly_active,0.1852224742186073,True,borough_activity,9,1,0.1852224742186073,0,6,35,fairly_active,Random Forest,0.08287900134463323,0.08287900134463323,False,observed_year8,8.287900134463323,-10.234347287397407
borough_35__activity_2,35,2,active,0.145670934849398,True,borough_activity,9,1,0.145670934849398,0,6,35,active,Random Forest,0.13677087922216408,0.13677087922216408,False,observed_year8,13.677087922216408,-0.8900055627233922
borough_44__activity_0,44,0,inactive,0.1114743190480871,True,borough_activity,9,1,0.1114743190480871,0,6,44,inactive,Random Forest,0.07148861306031597,0.07148861306031597,False,observed_year8,7.148861306031597,-3.998570598777114
borough_44__activity_1,44,1,fairly_active,0.0741511106022006,True,borough_activity,9,1,0.0741511106022006,0,6,44,fairly_active,Random Forest,0.0810823965131403,0.0810823965131403,False,observed_year8,8.10823965131403,0.6931285910939694
borough_44__activity_2,44,2,active,0.1476193400694425,True,borough_activity,9,1,0.1476193400694425,0,6,44,active,Random Forest,0.13738865119977817,0.13738865119977817,False,observed_year8,13.738865119977817,-1.0230688869664328
borough_68__activity_0,68,0,inactive,0.0804274320701952,True,borough_activity,9,1,0.0804274320701952,0,6,68,inactive,Random Forest,0.06841136880330317,0.06841136880330317,False,observed_year8,6.841136880330318,-1.201606326689203
borough_68__activity_1,68,1,fairly_active,0.0766862897091347,True,borough_activity,9,1,0.0766862897091347,0,6,68,fairly_active,Random Forest,0.08078628982429877,0.08078628982429877,False,observed_year8,8.078628982429876,0.4100000115164065
borough_68__activity_2,68,2,active,0.1955800166852447,True,borough_activity,9,1,0.1955800166852447,0,6,68,active,Random Forest,0.13818283911364448,0.13818283911364448,False,observed_year8,13.818283911364448,-5.739717757160021
borough_78__activity_0,78,0,inactive,0.0698310151348901,True,borough_activity,9,1,0.0698310151348901,0,6,78,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,observed_year8,6.998978667068802,0.01587715357979219
borough_78__activity_1,78,1,fairly_active,0.041381898947453,True,borough_activity,9,1,0.041381898947453,0,6,78,fairly_active,Random Forest,0.08577678475949069,0.08577678475949069,False,observed_year8,8.57767847594907,4.4394885812037685
borough_78__activity_2,78,2,active,0.1993044106307955,True,borough_activity,9,1,0.1993044106307955,0,6,78,active,Random Forest,0.13818283911364448,0.13818283911364448,False,observed_year8,13.818283911364448,-6.1121571517151
borough_8__activity_0,8,0,inactive,0.0175194032821311,True,borough_activity,9,1,0.0175194032821311,0,6,8,inactive,Random Forest,0.0690660251978931,0.0690660251978931,False,observed_year8,6.90660251978931,5.154662191576199
borough_8__activity_1,8,1,fairly_active,0.0168301970950098,True,borough_activity,9,1,0.0168301970950098,0,6,8,fairly_active,Random Forest,0.08325071435033891,0.08325071435033891,False,observed_year8,8.325071435033891,6.6420517255329115
borough_8__activity_2,8,2,active,0.1185985169727892,True,borough_activity,9,1,0.1185985169727892,0,6,8,active,Random Forest,0.136091790114754,0.136091790114754,False,observed_year8,13.6091790114754,1.7493273141964805
borough_91__activity_0,91,0,inactive,0.0976385984889489,True,borough_activity,9,1,0.0976385984889489,0,6,91,inactive,Random Forest,0.06910848477215382,0.06910848477215382,False,observed_year8,6.910848477215382,-2.8530113716795076
borough_91__activity_1,91,1,fairly_active,0.0751388113527339,True,borough_activity,9,1,0.0751388113527339,0,6,91,fairly_active,Random Forest,0.08091591007188326,0.08091591007188326,False,observed_year8,8.091591007188326,0.577709871914936
borough_91__activity_2,91,2,active,0.2000351431165984,True,borough_activity,9,1,0.2000351431165984,0,6,91,active,Random Forest,0.13818283911364448,0.13818283911364448,False,observed_year8,13.818283911364448,-6.185230400295391
borough_9__activity_0,9,0,inactive,0.0483307067831903,True,borough_activity,9,1,0.0483307067831903,0,6,9,inactive,Random Forest,0.06804137679408283,0.06804137679408283,False,observed_year8,6.804137679408282,1.971067001089253
borough_9__activity_1,9,1,fairly_active,0.1206854881522925,True,borough_activity,9,1,0.1206854881522925,0,6,9,fairly_active,Random Forest,0.08231331193382975,0.08231331193382975,False,observed_year8,8.231331193382974,-3.8372176218462757
borough_9__activity_2,9,2,active,0.1310947179168555,True,borough_activity,9,1,0.1310947179168555,0,6,9,active,Random Forest,0.13623669158161963,0.13623669158161963,False,observed_year8,13.623669158161963,0.5141973664764127
borough_107__activity_0,107,0,inactive,0.0721439966526744,True,borough_activity,10,2,0.06998978667068802,0,7,107,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,predicted_previous_year,6.998978667068802,-0.21542099819863852
borough_107__activity_1,107,1,fairly_active,0.0969335158495161,True,borough_activity,10,2,0.07742392525134612,0,7,107,fairly_active,Random Forest,0.08078628982429877,0.08078628982429877,False,predicted_previous_year,8.078628982429876,-1.614722602521733
borough_107__activity_2,107,2,active,0.1351804709835486,True,borough_activity,10,2,0.13679674147719892,0,7,107,active,Random Forest,0.13683537991711317,0.13683537991711317,False,predicted_previous_year,13.683537991711317,0.16549089335645695
borough_109__activity_0,109,0,inactive,0.0786560777835536,True,borough_activity,10,2,0.06906080298484525,0,7,109,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,predicted_previous_year,6.998978667068802,-0.8666291112865585
borough_109__activity_1,109,1,fairly_active,0.0,True,borough_activity,10,2,0.08325071435033891,0,7,109,fairly_active,Random Forest,0.07714023819129973,0.07714023819129973,False,predicted_previous_year,7.714023819129973,7.714023819129973
borough_109__activity_2,109,2,active,0.1203866792576902,True,borough_activity,10,2,0.13604372879040869,0,7,109,active,Random Forest,0.13679674147719892,0.13679674147719892,False,predicted_previous_year,13.679674147719892,1.6410062219508719
borough_112__activity_0,112,0,inactive,0.060659927886744,True,borough_activity,10,2,0.06989285780347307,0,7,112,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,predicted_previous_year,6.998978667068802,0.9329858783944017
borough_112__activity_1,112,1,fairly_active,0.0,True,borough_activity,10,2,0.08325071435033891,0,7,112,fairly_active,Random Forest,0.07714023819129973,0.07714023819129973,False,predicted_previous_year,7.714023819129973,7.714023819129973
borough_112__activity_2,112,2,active,0.1208937799641938,True,borough_activity,10,2,0.13604372879040869,0,7,112,active,Random Forest,0.13679674147719892,0.13679674147719892,False,predicted_previous_year,13.679674147719892,1.5902961513005118
borough_114__activity_0,114,0,inactive,0.0982536996798982,True,borough_activity,10,2,0.06910848477215382,0,7,114,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,predicted_previous_year,6.998978667068802,-2.8263913009210175
borough_114__activity_1,114,1,fairly_active,0.1252803565701054,True,borough_activity,10,2,0.08254020877835301,0,7,114,fairly_active,Random Forest,0.07714023819129973,0.07714023819129973,False,predicted_previous_year,7.714023819129973,-4.8140118378805665
borough_114__activity_2,114,2,active,0.1703358727121471,True,borough_activity,10,2,0.13818283911364448,0,7,114,active,Random Forest,0.13697859587679026,0.13697859587679026,False,predicted_previous_year,13.697859587679027,-3.335727683535683
borough_117__activity_0,117,0,inactive,0.0921114793433415,True,borough_activity,10,2,0.06856778868089895,0,7,117,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,predicted_previous_year,6.998978667068802,-2.212169267265349
borough_117__activity_1,117,1,fairly_active,0.1829635956151865,True,borough_activity,10,2,0.08287900134463323,0,7,117,fairly_active,Random Forest,0.07714023819129973,0.07714023819129973,False,predicted_previous_year,7.714023819129973,-10.582335742388677
borough_117__activity_2,117,2,active,0.211898334001755,True,borough_activity,10,2,0.13818283911364448,0,7,117,active,Random Forest,0.13697859587679026,0.13697859587679026,False,predicted_previous_year,13.697859587679027,-7.491973812496474
borough_122__activity_0,122,0,inactive,0.0866465698757752,True,borough_activity,10,2,0.06851872539151477,0,7,122,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,predicted_previous_year,6.998978667068802,-1.6656783205087178
borough_122__activity_1,122,1,fairly_active,0.0067851014848199,True,borough_activity,10,2,0.08325071435033891,0,7,122,fairly_active,Random Forest,0.07714023819129973,0.07714023819129973,False,predicted_previous_year,7.714023819129973,7.035513670647983
borough_122__activity_2,122,2,active,0.1226736330189797,True,borough_activity,10,2,0.13610353242392606,0,7,122,active,Random Forest,0.13679674147719892,0.13679674147719892,False,predicted_previous_year,13.679674147719892,1.4123108458219222
borough_126__activity_0,126,0,inactive,0.0453250249395577,True,borough_activity,10,2,0.0679752279805545,0,7,126,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,predicted_previous_year,6.998978667068802,2.4664761731130316
borough_126__activity_1,126,1,fairly_active,0.0980862001366558,True,borough_activity,10,2,0.07734540172575946,0,7,126,fairly_active,Random Forest,0.08078628982429877,0.08078628982429877,False,predicted_previous_year,8.078628982429876,-1.729991031235703
borough_126__activity_2,126,2,active,0.1579040239399581,True,borough_activity,10,2,0.1378529756629525,0,7,126,active,Random Forest,0.13697859587679026,0.13697859587679026,False,predicted_previous_year,13.697859587679027,-2.092542806316783
borough_129__activity_0,129,0,inactive,0.1885342723854947,True,borough_activity,10,2,0.07431745543247588,0,7,129,inactive,Random Forest,0.07003696800437757,0.07003696800437757,False,predicted_previous_year,7.0036968004377576,-11.849730438111711
borough_129__activity_1,129,1,fairly_active,0.1777950738282708,True,borough_activity,10,2,0.08287900134463323,0,7,129,fairly_active,Random Forest,0.07714023819129973,0.07714023819129973,False,predicted_previous_year,7.714023819129973,-10.065483563697109
borough_129__activity_2,129,2,active,0.2154876944237875,True,borough_activity,10,2,0.13818283911364448,0,7,129,active,Random Forest,0.13697859587679026,0.13697859587679026,False,predicted_previous_year,13.697859587679027,-7.850909854699725
borough_135__activity_0,135,0,inactive,0.0188494550372388,True,borough_activity,10,2,0.0690660251978931,0,7,135,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,predicted_previous_year,6.998978667068802,5.1140331633449225
borough_135__activity_1,135,1,fairly_active,0.0231054449071455,True,borough_activity,10,2,0.08325071435033891,0,7,135,fairly_active,Random Forest,0.07714023819129973,0.07714023819129973,False,predicted_previous_year,7.714023819129973,5.403479328415423
borough_135__activity_2,135,2,active,0.1362501871697056,True,borough_activity,10,2,0.13679674147719892,0,7,135,active,Random Forest,0.13683537991711317,0.13683537991711317,False,predicted_previous_year,13.683537991711317,0.058519274740756466
borough_136__activity_0,136,0,inactive,0.1599700401956616,True,borough_activity,10,2,0.0741605194777803,0,7,136,inactive,Random Forest,0.07003696800437757,0.07003696800437757,False,predicted_previous_year,7.0036968004377576,-8.993307219128404
borough_136__activity_1,136,1,fairly_active,0.0478313974564641,True,borough_activity,10,2,0.08570169721014893,0,7,136,fairly_active,Random Forest,0.07714023819129973,0.07714023819129973,False,predicted_previous_year,7.714023819129973,2.9308840734835626
borough_136__activity_2,136,2,active,0.1299995486897204,True,borough_activity,10,2,0.1362755617938495,0,7,136,active,Random Forest,0.13679674147719892,0.13679674147719892,False,predicted_previous_year,13.679674147719892,0.6797192787478507
borough_139__activity_0,139,0,inactive,0.0350888883745555,True,borough_activity,10,2,0.06892133572413513,0,7,139,inactive,Random Forest,0.06998978667068802,0.06998978667068802,False,predicted_previous_year,6.998978667068802,3.490089829613251
