series_id,year,LA_2023,age_group_code,age_group,activity_level_3cat,activity_level_3cat_label,frequent_volunteer_rate,not_frequent_volunteer_rate,n_parent_cell,weighted_n_parent_cell,sum_weight_squared,effective_n_parent_cell,n_frequent_volunteer,weighted_n_frequent_volunteer,n_not_frequent_volunteer,weighted_n_not_frequent_volunteer,small_cell,few_frequent_cases,zero_frequent_cases,cell_observed,rate_available,observed_years_in_series,series_coverage_rate,series_has_history,series_complete_history
borough_17__age_3__activity_2,8,17,3,25-34,2,active,0.019928216965737346,0.9800717830342628,39,53.32244777705705,120.84838635502351,23.527690544283256,1,1.062621308445392,38,52.259826468611664,False,True,False,True,True,6,1.0,True,True
borough_17__age_4__activity_0,3,17,4,35-44,0,inactive,0.0,1.0,9,10.915948363322226,16.230053961037772,7.3418073012431355,0,0.0,9,10.915948363322226,True,True,True,True,True,6,1.0,True,True
borough_17__age_4__activity_0,4,17,4,35-44,0,inactive,0.0,1.0,9,14.931712837270512,49.28504712082362,4.523807143942183,0,0.0,9,14.931712837270512,True,True,True,True,True,6,1.0,True,True
borough_17__age_4__activity_0,5,17,4,35-44,0,inactive,0.10681830238634693,0.8931816976136531,24,43.972787568783716,102.72148114257915,18.823774979310333,2,4.697098519292936,22,39.27568904949078,True,True,False,True,True,6,1.0,True,True
borough_17__age_4__activity_0,6,17,4,35-44,0,inactive,0.09259574902594946,0.9074042509740505,17,24.607771148412922,52.168123615173386,11.607517367493319,3,2.278575001346443,14,22.32919614706648,True,True,False,True,True,6,1.0,True,True
borough_17__age_4__activity_0,7,17,4,35-44,0,inactive,0.2651220508073457,0.7348779491926543,16,21.718808372864107,38.21422789001578,12.343743762004275,4,5.758135016905483,12,15.960673355958622,True,True,False,True,True,6,1.0,True,True
borough_17__age_4__activity_0,8,17,4,35-44,0,inactive,0.11213937099408436,0.8878606290059157,17,24.167042325437844,47.82855101523199,12.21124040687544,2,2.7100769251620136,15,21.45696540027583,True,True,False,True,True,6,1.0,True,True
borough_17__age_4__activity_1,3,17,4,35-44,1,fairly_active,0.0,1.0,3,3.1584259767874885,6.483310590835835,1.538666783131846,0,0.0,3,3.1584259767874885,True,True,True,True,True,6,1.0,True,True
borough_17__age_4__activity_1,4,17,4,35-44,1,fairly_active,0.0,1.0,5,5.7233892604841206,9.207003131830193,3.55785527147023,0,0.0,5,5.7233892604841206,True,True,True,True,True,6,1.0,True,True
borough_17__age_4__activity_1,5,17,4,35-44,1,fairly_active,0.0,1.0,10,15.507680266027037,34.089420390411526,7.054627050830337,0,0.0,10,15.507680266027037,True,True,True,True,True,6,1.0,True,True
borough_17__age_4__activity_1,6,17,4,35-44,1,fairly_active,0.0,1.0,8,14.539449435698211,51.085096445431965,4.138106896187098,0,0.0,8,14.539449435698211,True,True,True,True,True,6,1.0,True,True
borough_17__age_4__activity_1,7,17,4,35-44,1,fairly_active,0.12853087640112665,0.8714691235988733,10,15.758105813935895,30.276105828284564,8.201778004462401,1,2.02540315068687,9,13.732702663249025,True,True,False,True,True,6,1.0,True,True
borough_17__age_4__activity_1,8,17,4,35-44,1,fairly_active,0.1246508996987372,0.8753491003012628,10,12.431778569360874,25.30507712376517,6.107435185505761,1,1.549632383526313,9,10.88214618583456,True,True,False,True,True,6,1.0,True,True
borough_17__age_4__activity_2,3,17,4,35-44,2,active,0.12159768535063682,0.8784023146493631,21,31.428171789692655,87.39708899904511,11.301634795333115,2,3.821592944428808,19,27.606578845263847,True,True,False,True,True,6,1.0,True,True
borough_17__age_4__activity_2,4,17,4,35-44,2,active,0.20812257943965917,0.7918774205603408,36,45.37241768593235,92.83807285216439,22.17469862763003,6,9.443024604209851,30,35.929393081722495,False,False,False,True,True,6,1.0,True,True
borough_17__age_4__activity_2,5,17,4,35-44,2,active,0.16753517233474735,0.8324648276652526,46,49.30522257331802,75.01871004651163,32.405315573904225,8,8.26035896082391,38,41.04486361249411,False,False,False,True,True,6,1.0,True,True
borough_17__age_4__activity_2,6,17,4,35-44,2,active,0.08878249297474111,0.9112175070252588,49,56.49228855116628,83.26500049116828,38.327972700687546,4,5.015526211420968,45,51.476762339745314,False,True,False,True,True,6,1.0,True,True
borough_17__age_4__activity_2,7,17,4,35-44,2,active,0.12182657258907573,0.8781734274109242,58,74.19316364465342,149.84757044155035,36.7348333735545,8,9.038698836368544,50,65.15446480828487,False,False,False,True,True,6,1.0,True,True
borough_17__age_4__activity_2,8,17,4,35-44,2,active,0.13102641613296287,0.868973583867037,61,72.74532758224353,165.7551132507503,31.92590913948151,7,9.531559563519743,54,63.21376801872378,False,False,False,True,True,6,1.0,True,True
borough_17__age_5__activity_0,3,17,5,45-54,0,inactive,0.0,1.0,3,2.7440480213320124,3.2694632336459097,2.3030690377207117,0,0.0,3,2.7440480213320124,True,True,True,True,True,6,1.0,True,True
borough_17__age_5__activity_0,4,17,5,45-54,0,inactive,0.0,1.0,3,3.7033277756347935,8.217062595499733,1.6690437068471755,0,0.0,3,3.7033277756347935,True,True,True,True,True,6,1.0,True,True
borough_17__age_5__activity_0,5,17,5,45-54,0,inactive,0.0,1.0,14,28.58278475006229,76.44088761623107,10.68767788477277,0,0.0,14,28.58278475006229,True,True,True,True,True,6,1.0,True,True
borough_17__age_5__activity_0,6,17,5,45-54,0,inactive,0.05247001741640681,0.9475299825835931,21,30.030091676421954,60.43106271703592,14.922895040203915,1,1.5756794332781532,20,28.4544122431438,True,True,False,True,True,6,1.0,True,True
borough_17__age_5__activity_0,7,17,5,45-54,0,inactive,0.08361085800593086,0.9163891419940691,15,30.19525759714872,83.83160140408576,10.876012936497844,2,2.524651395407707,13,27.670606201741013,True,True,False,True,True,6,1.0,True,True
borough_17__age_5__activity_0,8,17,5,45-54,0,inactive,0.02230875525846886,0.9776912447415312,13,24.6164238543147,85.28192999511431,7.105471503869447,1,0.5491617751046414,12,24.06726207921006,True,True,False,True,True,6,1.0,True,True
borough_17__age_5__activity_1,3,17,5,45-54,1,fairly_active,0.0,1.0,2,1.3908988239942255,1.323881798182999,1.461308359434897,0,0.0,2,1.3908988239942255,True,True,True,True,True,6,1.0,True,True
borough_17__age_5__activity_1,4,17,5,45-54,1,fairly_active,0.0,1.0,4,6.572440433498005,19.794898544548357,2.1822275650802045,0,0.0,4,6.572440433498005,True,True,True,True,True,6,1.0,True,True
borough_17__age_5__activity_1,5,17,5,45-54,1,fairly_active,0.2857527468208416,0.7142472531791583,8,10.835804332685926,19.56555426961683,6.001090177066297,3,3.0963608520781802,5,7.739443480607745,True,True,False,True,True,6,1.0,True,True
borough_17__age_5__activity_1,6,17,5,45-54,1,fairly_active,0.0,1.0,6,14.292080105834568,62.1170777971942,3.2883638605552488,0,0.0,6,14.292080105834568,True,True,True,True,True,6,1.0,True,True
borough_17__age_5__activity_1,7,17,5,45-54,1,fairly_active,0.0,1.0,9,14.314519552373332,37.4975408940899,5.464504208263272,0,0.0,9,14.314519552373332,True,True,True,True,True,6,1.0,True,True
borough_17__age_5__activity_1,8,17,5,45-54,1,fairly_active,0.0,1.0,13,17.962121492092727,30.87777521468452,10.44886836093239,0,0.0,13,17.962121492092727,True,True,True,True,True,6,1.0,True,True
borough_17__age_5__activity_2,3,17,5,45-54,2,active,0.19872512042325685,0.8012748795767431,19,25.570838497179427,53.722588914149,12.171188966595452,3,5.081567959675634,16,20.489270537503792,True,True,False,True,True,6,1.0,True,True
borough_17__age_5__activity_2,4,17,5,45-54,2,active,0.12480797776295116,0.8751920222370488,26,44.47723008108492,107.10339891540727,18.470226115309487,4,5.551113142917709,22,38.92611693816721,True,True,False,True,True,6,1.0,True,True
borough_17__age_5__activity_2,5,17,5,45-54,2,active,0.12083840848534844,0.8791615915146516,45,84.61619811596994,239.03565976551857,29.953275551541395,8,10.224886712414746,37,74.39131140355519,False,False,False,True,True,6,1.0,True,True
borough_17__age_5__activity_2,6,17,5,45-54,2,active,0.1640470849567082,0.8359529150432918,41,54.477441388429824,91.78597149758949,32.333825875643186,6,8.936865455671839,35,45.54057593275799,False,False,False,True,True,6,1.0,True,True
borough_17__age_5__activity_2,7,17,5,45-54,2,active,0.11741454403358163,0.8825854559664184,44,64.51588068464073,151.37877706066135,27.495920771290546,4,7.575102713512048,40,56.94077797112868,False,True,False,True,True,6,1.0,True,True
borough_17__age_5__activity_2,8,17,5,45-54,2,active,0.12083666150206712,0.879163338497933,38,41.65601937373265,62.586744783395595,27.725103072066926,3,5.033574312587282,35,36.62244506114537,False,True,False,True,True,6,1.0,True,True
borough_17__age_6__activity_0,3,17,6,55-64,0,inactive,0.0,1.0,4,4.021652415745066,4.990952727419887,3.240601351363479,0,0.0,4,4.021652415745066,True,True,True,True,True,6,1.0,True,True
borough_17__age_6__activity_0,4,17,6,55-64,0,inactive,0.0,1.0,2,5.596336128912028,16.516346716010982,1.8962412576024077,0,0.0,2,5.596336128912028,True,True,True,True,True,6,1.0,True,True
borough_17__age_6__activity_0,5,17,6,55-64,0,inactive,0.22277136048761872,0.7772286395123813,17,22.218415538951806,36.907428204062086,13.375572698593027,3,4.949626657491542,14,17.268788881460264,True,True,False,True,True,6,1.0,True,True
borough_17__age_6__activity_0,6,17,6,55-64,0,inactive,0.23091172816174996,0.7690882718382501,13,19.402576208197278,47.57379776708539,7.91317870727912,2,4.480282403024887,11,14.922293805172393,True,True,False,True,True,6,1.0,True,True
borough_17__age_6__activity_0,7,17,6,55-64,0,inactive,0.16447934598270655,0.8355206540172935,22,34.44649116246383,66.52892391398322,17.835261471233633,3,5.665736337801132,19,28.780754824662697,True,True,False,True,True,6,1.0,True,True
borough_17__age_6__activity_0,8,17,6,55-64,0,inactive,0.06163753339010137,0.9383624666098986,14,15.907236195672368,24.909877907773488,10.158225757740237,1,0.9804828021549846,13,14.926753393517384,True,True,False,True,True,6,1.0,True,True
borough_17__age_6__activity_1,3,17,6,55-64,1,fairly_active,0.0,1.0,3,2.6243520975926478,2.7195093588393906,2.5325244459089493,0,0.0,3,2.6243520975926478,True,True,True,True,True,6,1.0,True,True
borough_17__age_6__activity_1,4,17,6,55-64,1,fairly_active,0.0,1.0,2,5.738741281136728,19.2170833499753,1.713743490208942,0,0.0,2,5.738741281136728,True,True,True,True,True,6,1.0,True,True
borough_17__age_6__activity_1,5,17,6,55-64,1,fairly_active,0.1089235964971957,0.8910764035028043,7,7.368847222325166,14.09443112023265,3.852579002498471,1,0.8026413414940277,6,6.566205880831138,True,True,False,True,True,6,1.0,True,True
borough_17__age_6__activity_1,6,17,6,55-64,1,fairly_active,0.0,1.0,6,7.191772569797338,11.830663037889135,4.37182536008715,0,0.0,6,7.191772569797338,True,True,True,True,True,6,1.0,True,True
borough_17__age_6__activity_1,7,17,6,55-64,1,fairly_active,0.0,1.0,6,6.931642306135035,8.878915002615718,5.411434285162796,0,0.0,6,6.931642306135035,True,True,True,True,True,6,1.0,True,True
borough_17__age_6__activity_1,8,17,6,55-64,1,fairly_active,0.0,1.0,4,3.7262560965857654,3.8978672879927974,3.562200421783124,0,0.0,4,3.7262560965857654,True,True,True,True,True,6,1.0,True,True
borough_17__age_6__activity_2,3,17,6,55-64,2,active,0.17075172352100923,0.8292482764789908,20,30.52846057986787,80.55168369592025,11.570048726663044,3,5.212787260455627,17,25.31567331941224,True,True,False,True,True,6,1.0,True,True
borough_17__age_6__activity_2,4,17,6,55-64,2,active,0.013905961544713704,0.9860940384552863,15,25.239734743090924,81.5446241741389,7.812215904523398,1,0.3509827807361968,14,24.88875196235473,True,True,False,True,True,6,1.0,True,True
borough_17__age_6__activity_2,5,17,6,55-64,2,active,0.14401162357369418,0.8559883764263059,28,42.11680313708826,134.28975887905676,13.208938055252444,6,6.065309199505737,22,36.05149393758253,True,False,False,True,True,6,1.0,True,True
borough_17__age_6__activity_2,6,17,6,55-64,2,active,0.04329667469478797,0.9567033253052121,41,47.11773274718458,79.2766812861594,28.004208844482815,2,2.0400411471108093,39,45.07769160007378,False,True,False,True,True,6,1.0,True,True
borough_17__age_6__activity_2,7,17,6,55-64,2,active,0.2600851874781426,0.7399148125218575,38,61.462440646664156,182.64061676963618,20.683414659124942,6,15.985470398451858,32,45.476970248212304,False,False,False,True,True,6,1.0,True,True
borough_17__age_6__activity_2,8,17,6,55-64,2,active,0.19109245969452024,0.8089075403054797,37,42.89382553486473,88.67454188856546,20.748686486900986,7,8.196686627164922,30,34.69713890769981,False,False,False,True,True,6,1.0,True,True
borough_17__age_7__activity_0,3,17,7,65-74,0,inactive,0.0,1.0,2,2.1283309362969502,2.3238417068554242,1.9492689889485961,0,0.0,2,2.1283309362969502,True,True,True,True,True,6,1.0,True,True
borough_17__age_7__activity_0,4,17,7,65-74,0,inactive,0.0,1.0,6,8.285830680694858,17.01885349227495,4.034054943848449,0,0.0,6,8.285830680694858,True,True,True,True,True,6,1.0,True,True
borough_17__age_7__activity_0,5,17,7,65-74,0,inactive,0.0473873077549587,0.9526126922450413,13,18.7977234639205,41.797936419147575,8.453872073554239,1,0.8907735068774092,12,17.906949957043093,True,True,False,True,True,6,1.0,True,True
borough_17__age_7__activity_0,6,17,7,65-74,0,inactive,0.0,1.0,11,18.59776151909963,41.815253747803496,8.271544532704684,0,0.0,11,18.59776151909963,True,True,True,True,True,6,1.0,True,True
borough_17__age_7__activity_0,7,17,7,65-74,0,inactive,0.18425406122186908,0.8157459387781308,9,11.071671479875656,17.54504010680358,6.986698725798719,1,2.040000434681431,8,9.031671045194225,True,True,False,True,True,6,1.0,True,True
borough_17__age_7__activity_0,8,17,7,65-74,0,inactive,0.15034310091933029,0.8496568990806698,20,27.35468253440983,72.99267563706938,10.251421119002416,3,4.112587796887018,17,23.242094737522812,True,True,False,True,True,6,1.0,True,True
borough_17__age_7__activity_1,4,17,7,65-74,1,fairly_active,0.0,1.0,2,3.074804094586883,6.494249452822317,1.4558141458486002,0,0.0,2,3.074804094586883,True,True,True,True,True,5,0.8333333333333334,True,False
borough_17__age_7__activity_1,5,17,7,65-74,1,fairly_active,0.0,1.0,4,6.538481198769147,14.34391383446713,2.980479169076508,0,0.0,4,6.538481198769147,True,True,True,True,True,5,0.8333333333333334,True,False
borough_17__age_7__activity_1,6,17,7,65-74,1,fairly_active,0.3320476655742241,0.667952334425776,4,4.653180199238159,6.159986625785004,3.5149566520077986,1,1.5450776226532337,3,3.1081025765849257,True,True,False,True,True,5,0.8333333333333334,True,False
borough_17__age_7__activity_1,7,17,7,65-74,1,fairly_active,0.0,1.0,3,2.266686821092067,1.9695351058997945,2.6086710155720696,0,0.0,3,2.266686821092067,True,True,True,True,True,5,0.8333333333333334,True,False
borough_17__age_7__activity_1,8,17,7,65-74,1,fairly_active,0.0,1.0,5,4.847090192061904,4.946253377931466,4.74991504373924,0,0.0,5,4.847090192061904,True,True,True,True,True,5,0.8333333333333334,True,False
borough_17__age_7__activity_2,3,17,7,65-74,2,active,0.04364790815615244,0.9563520918438476,9,10.70064284684399,16.154962864255044,7.087837855020262,1,0.4670606761908361,8,10.233582170653156,True,True,False,True,True,6,1.0,True,True
borough_17__age_7__activity_2,4,17,7,65-74,2,active,0.1683311282527081,0.8316688717472919,8,14.06942256097242,33.340681487067386,5.937150723088327,2,2.3683217735525934,6,11.701100787419826,True,True,False,True,True,6,1.0,True,True
borough_17__age_7__activity_2,5,17,7,65-74,2,active,0.1693614893905056,0.8306385106094945,20,24.42409671079427,48.478831900295155,12.30509227955634,2,4.1365013959578665,18,20.287595314836405,True,True,False,True,True,6,1.0,True,True
borough_17__age_7__activity_2,6,17,7,65-74,2,active,0.047117647196027894,0.9528823528039722,23,27.79524555249453,43.42069036038379,17.79280036570654,1,1.3096465736694007,22,26.48559897882513,True,True,False,True,True,6,1.0,True,True
borough_17__age_7__activity_2,7,17,7,65-74,2,active,0.08206837521567507,0.9179316247843249,20,26.640318030119555,41.935232387034475,16.923872942822655,2,2.1863276159607654,18,24.45399041415879,True,True,False,True,True,6,1.0,True,True
borough_17__age_7__activity_2,8,17,7,65-74,2,active,0.2013349299913039,0.7986650700086961,35,35.06288476117381,56.24153181692191,21.859395504683818,8,7.059383448684086,27,28.00350131248973,False,False,False,True,True,6,1.0,True,True
borough_17__age_8__activity_0,3,17,8,75-84,0,inactive,0.8231533212631301,0.17684667873686988,2,8.056189227411746,46.00631211882932,1.410723482904471,1,6.631478919268229,1,1.424710308143517,True,True,False,True,True,5,0.8333333333333334,True,False
borough_17__age_8__activity_0,5,17,8,75-84,0,inactive,0.0,1.0,5,13.605447304309536,62.90347793427573,2.9427338905450133,0,0.0,5,13.605447304309536,True,True,True,True,True,5,0.8333333333333334,True,False
borough_17__age_8__activity_0,6,17,8,75-84,0,inactive,0.0,1.0,8,23.421303477636965,75.61378918891785,7.254727774864208,0,0.0,8,23.421303477636965,True,True,True,True,True,5,0.8333333333333334,True,False
borough_17__age_8__activity_0,7,17,8,75-84,0,inactive,0.48197521904328433,0.5180247809567157,4,7.457621752094932,18.546802439993748,2.9986906032594924,1,3.5943888775079165,3,3.863232874587015,True,True,False,True,True,5,0.8333333333333334,True,False
borough_17__age_8__activity_0,8,17,8,75-84,0,inactive,0.15517088417107405,0.844829115828926,5,9.337591663625084,19.040571386459845,4.579201763798105,1,1.4489223544731544,4,7.888669309151929,True,True,False,True,True,5,0.8333333333333334,True,False
borough_17__age_8__activity_1,3,17,8,75-84,1,fairly_active,0.0,1.0,1,1.568824858347494,2.4612114361690347,1.0,0,0.0,1,1.568824858347494,True,True,True,True,True,3,0.5,True,False
borough_17__age_8__activity_1,6,17,8,75-84,1,fairly_active,0.2382695722419649,0.761730427758035,3,5.927635376802443,12.377604578361707,2.8387448425800765,1,1.4123751456370566,2,4.515260231165386,True,True,False,True,True,3,0.5,True,False
borough_17__age_8__activity_1,8,17,8,75-84,1,fairly_active,0.6488033880319137,0.35119661196808627,3,6.803517901115703,22.507234735523355,2.0565767574168192,1,4.414145464779643,2,2.3893724363360604,True,True,False,True,True,3,0.5,True,False
borough_17__age_8__activity_2,3,17,8,75-84,2,active,0.0,1.0,4,7.495947760785066,14.437441589174217,3.891910660580724,0,0.0,4,7.495947760785066,True,True,True,True,True,6,1.0,True,True
borough_17__age_8__activity_2,4,17,8,75-84,2,active,0.0,1.0,2,6.414511296178113,20.576524209602923,1.9996552746062954,0,0.0,2,6.414511296178113,True,True,True,True,True,6,1.0,True,True
borough_17__age_8__activity_2,5,17,8,75-84,2,active,0.056764032339569365,0.9432359676604306,13,34.65965651648279,110.26982904460452,10.894111292714905,1,1.9674218633799951,12,32.692234653102794,True,True,False,True,True,6,1.0,True,True
borough_17__age_8__activity_2,6,17,8,75-84,2,active,0.0,1.0,9,26.367904976341844,110.97685023653034,6.2649679762899915,0,0.0,9,26.367904976341844,True,True,True,True,True,6,1.0,True,True
borough_17__age_8__activity_2,7,17,8,75-84,2,active,0.2725866512407775,0.7274133487592225,4,8.8790809677797,26.354828368766732,2.9914093056974402,1,2.4203189471027904,3,6.458762020676909,True,True,False,True,True,6,1.0,True,True
borough_17__age_8__activity_2,8,17,8,75-84,2,active,0.09283531857168775,0.9071646814283122,9,17.46249935779357,43.34127999130317,7.035760916201127,1,1.6211366909386586,8,15.84136266685491,True,True,False,True,True,6,1.0,True,True
borough_17__age_9__activity_0,5,17,9,85+,0,inactive,1.0,0.0,1,1.5742184379792132,2.478163690473714,1.0,1,1.5742184379792132,0,0.0,True,True,False,True,True,3,0.5,True,False
borough_17__age_9__activity_0,6,17,9,85+,0,inactive,0.0,1.0,5,10.548604148905309,24.01868466322822,4.632770322375625,0,0.0,5,10.548604148905309,True,True,True,True,True,3,0.5,True,False
borough_17__age_9__activity_0,7,17,9,85+,0,inactive,0.43677992696464374,0.5632200730353562,3,4.171193506151305,6.080836527055469,2.8612601553003563,1,1.821893594972163,2,2.3492999111791413,True,True,False,True,True,3,0.5,True,False
borough_17__age_9__activity_1,6,17,9,85+,1,fairly_active,0.0,1.0,1,1.1118399499430551,1.2361880742893754,1.0,0,0.0,1,1.1118399499430551,True,True,True,True,True,3,0.5,True,False
borough_17__age_9__activity_1,7,17,9,85+,1,fairly_active,0.0,1.0,1,1.0260397941929182,1.0527576592674461,1.0,0,0.0,1,1.0260397941929182,True,True,True,True,True,3,0.5,True,False
borough_17__age_9__activity_1,8,17,9,85+,1,fairly_active,0.0,1.0,1,1.655816488501802,2.7417282435944386,1.0,0,0.0,1,1.655816488501802,True,True,True,True,True,3,0.5,True,False
borough_17__age_9__activity_2,4,17,9,85+,2,active,0.0,1.0,1,1.0413197368331608,1.0843467943182834,1.0,0,0.0,1,1.0413197368331608,True,True,True,True,True,5,0.8333333333333334,True,False
borough_17__age_9__activity_2,5,17,9,85+,2,active,0.0,1.0,2,2.458745409791848,3.3789670448970504,1.7891352327044292,0,0.0,2,2.458745409791848,True,True,True,True,True,5,0.8333333333333334,True,False
borough_17__age_9__activity_2,6,17,9,85+,2,active,0.0,1.0,3,4.5530838384184715,7.195286176785611,2.8811324428695015,0,0.0,3,4.5530838384184715,True,True,True,True,True,5,0.8333333333333334,True,False
borough_17__age_9__activity_2,7,17,9,85+,2,active,0.0,1.0,1,2.5072750270232875,6.286428061134627,1.0,0,0.0,1,2.5072750270232875,True,True,True,True,True,5,0.8333333333333334,True,False
borough_17__age_9__activity_2,8,17,9,85+,2,active,0.0,1.0,1,3.3776182240694443,11.408304867566027,1.0,0,0.0,1,3.3776182240694443,True,True,True,True,True,5,0.8333333333333334,True,False
borough_30__age_2__activity_0,3,30,2,16-24,0,inactive,0.17496959342902615,0.8250304065709738,6,7.971367288766016,13.365650866930928,4.754178983503539,1,1.3947468935888283,5,6.576620395177188,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_0,4,30,2,16-24,0,inactive,0.3914671727958221,0.608532827204178,3,7.832540540573186,26.338923582768807,2.3292026770546324,1,3.0661825012268453,2,4.766358039346342,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_0,5,30,2,16-24,0,inactive,0.059527309386212784,0.9404726906137871,11,17.706394727941593,47.19241696178045,6.643364219204628,1,1.054014037084586,10,16.652380690857004,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_0,6,30,2,16-24,0,inactive,0.09851577554861836,0.9014842244513817,12,31.853540348428794,118.3739061402249,8.571551499931381,2,3.1380762313946695,10,28.715464117034124,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_0,7,30,2,16-24,0,inactive,0.08402532560790488,0.9159746743920952,15,30.907376607164473,82.63101387648906,11.560622143218053,2,2.597002383103137,13,28.310374224061338,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_0,8,30,2,16-24,0,inactive,0.06312742309615328,0.9368725769038466,11,23.62399725433196,70.39163234182666,7.9284032448991155,1,1.491322069896577,10,22.13267518443538,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_1,3,30,2,16-24,1,fairly_active,0.7726563017134144,0.22734369828658554,2,8.819054258168745,50.45177968616534,1.5415852224109268,1,6.814097847726601,1,2.0049564104421425,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_1,4,30,2,16-24,1,fairly_active,0.0,1.0,1,1.7113483211155096,2.928713076184873,1.0,0,0.0,1,1.7113483211155096,True,True,True,True,True,6,1.0,True,True
borough_30__age_2__activity_1,5,30,2,16-24,1,fairly_active,0.0,1.0,6,5.748856197449448,6.246442373589122,5.290907304082469,0,0.0,6,5.748856197449448,True,True,True,True,True,6,1.0,True,True
borough_30__age_2__activity_1,6,30,2,16-24,1,fairly_active,0.21273790045621715,0.7872620995437828,11,27.51276691312355,85.64012813678848,8.838757714220437,3,5.853008268839183,8,21.659758644284366,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_1,7,30,2,16-24,1,fairly_active,0.3743443211687364,0.6256556788312637,4,8.191483498422874,20.10118839991388,3.3381310880714765,1,3.066435329582017,3,5.125048168840858,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_1,8,30,2,16-24,1,fairly_active,0.04384059547597973,0.9561594045240204,5,13.895055722609863,60.447675271115656,3.194044645529834,1,0.6091675170511363,4,13.285888205558727,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_2,3,30,2,16-24,2,active,0.017641941566426195,0.9823580584335737,13,24.188350175995097,64.05631820774855,9.133779471043475,1,0.4267294603931603,12,23.761620715601936,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_2,4,30,2,16-24,2,active,0.301698886461139,0.698301113538861,12,34.990296073930814,131.81934428208612,9.287869136424765,4,10.556533362450491,8,24.433762711480323,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_2,5,30,2,16-24,2,active,0.09699317305184622,0.9030068269481538,37,60.15171186173363,127.65272055295183,28.344311223638538,2,5.8343053979699215,35,54.31740646376371,False,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_2,6,30,2,16-24,2,active,0.31079095276913116,0.6892090472308688,30,71.54515278908212,271.3740975816322,18.86218667599012,9,22.235586201331895,21,49.309566587750226,False,False,False,True,True,6,1.0,True,True
borough_30__age_2__activity_2,7,30,2,16-24,2,active,0.1660855408347849,0.833914459165215,28,68.19117487621523,244.85431043590117,18.991033168745748,3,11.325568159475603,25,56.86560671673962,True,True,False,True,True,6,1.0,True,True
borough_30__age_2__activity_2,8,30,2,16-24,2,active,0.15518278047666162,0.8448172195233382,32,93.06550930701616,390.9299540308162,22.15534760964254,5,14.442164500739397,27,78.62334480627675,False,False,False,True,True,6,1.0,True,True
borough_30__age_3__activity_0,3,30,3,25-34,0,inactive,0.0,1.0,11,23.443138595002022,68.7363658086627,7.995487406394285,0,0.0,11,23.443138595002022,True,True,True,True,True,6,1.0,True,True
borough_30__age_3__activity_0,4,30,3,25-34,0,inactive,0.06849456234145569,0.9315054376585444,12,24.62405106462155,89.2428273031267,6.794315119281816,1,1.6866136007449093,11,22.937437463876645,True,True,False,True,True,6,1.0,True,True
borough_30__age_3__activity_0,5,30,3,25-34,0,inactive,0.13811060878272993,0.86188939121727,22,53.2259706026683,245.36753272954232,11.545960930857156,3,7.351071202986205,19,45.87489939968209,True,True,False,True,True,6,1.0,True,True
borough_30__age_3__activity_0,6,30,3,25-34,0,inactive,0.0,1.0,20,39.88170243604872,131.43677813871872,12.101256678087951,0,0.0,20,39.88170243604872,True,True,True,True,True,6,1.0,True,True
borough_30__age_3__activity_0,7,30,3,25-34,0,inactive,0.09957101085619538,0.9004289891438045,18,30.264399730855622,86.99081125764386,10.529087817749613,3,3.013456874157262,15,27.25094285669836,True,True,False,True,True,6,1.0,True,True
borough_30__age_3__activity_0,8,30,3,25-34,0,inactive,0.1846357294971039,0.8153642705028962,19,39.87906187480851,139.4137213992819,11.40733896242581,2,7.363099680915413,17,32.515962193893095,True,True,False,True,True,6,1.0,True,True
borough_30__age_3__activity_1,3,30,3,25-34,1,fairly_active,0.0,1.0,3,2.9510757693541714,3.3614508410825232,2.5908004038115617,0,0.0,3,2.9510757693541714,True,True,True,True,True,6,1.0,True,True
borough_30__age_3__activity_1,4,30,3,25-34,1,fairly_active,0.0,1.0,5,6.279024186587658,12.16931948377319,3.239798641848823,0,0.0,5,6.279024186587658,True,True,True,True,True,6,1.0,True,True
borough_30__age_3__activity_1,5,30,3,25-34,1,fairly_active,0.051091723107084513,0.9489082768929153,10,10.918882434825894,14.409097425910629,8.274077834407787,1,0.5578645179989333,9,10.36101791682696,True,True,False,True,True,6,1.0,True,True
borough_30__age_3__activity_1,6,30,3,25-34,1,fairly_active,0.5564945252997303,0.4435054747002695,9,22.205949783885707,106.8996927212704,4.6127747727972475,2,12.357489483813126,7,9.848460300072578,True,True,False,True,True,6,1.0,True,True
