LA_2023,disability_group,activity,predicted_participation
279,disty13,GARD_B08,0.5582639326907238
279,disty2,ACTTRAV_C03,0.5833443172374692
279,disty3,WALKTRAV_B02,0.5203981753155313
279,disty4,WALKTRAV_B02,0.5604562033282733
279,disty5,ACTTRAV_C03,0.6199242867566426
279,disty6,WALKTRAV_B02,0.47547858288952616
279,disty7,ACTTRAV_C03,0.5442502304446328
279,disty8,GARD_B08,0.5038564554099405
279,disty9,GARD_B08,0.5407405549166389
279,limiting_disability,ACTTRAV_C03,0.5784279477816419
279,no_disability,ACTTRAV_C03,0.7394813625667067
279,non_limiting_disability,ACTTRAV_C03,0.7568231909968193
280,disty1,ACTTRAV_C03,0.6039211699561482
280,disty10,ACTTRAV_C03,0.6948213123476672
280,disty11,ACTTRAV_C03,0.599162180869644
280,disty12,ACTTRAV_C03,0.7109461768208606
280,disty13,ACTTRAV_C03,0.5764804798099609
280,disty2,ACTTRAV_C03,0.623412038180911
280,disty3,ACTTRAV_C03,0.4588210546462806
280,disty4,ACTTRAV_C03,0.49235043724593386
280,disty5,ACTTRAV_C03,0.7523706013688899
280,disty6,ACTTRAV_C03,0.5706630281980912
280,disty7,ACTTRAV_C03,0.6473214475260198
280,disty8,ACTTRAV_C03,0.6143792593145718
280,disty9,ACTTRAV_C03,0.5840634367647554
280,limiting_disability,ACTTRAV_C03,0.6548581235274804
280,no_disability,ACTTRAV_C03,0.7958258197028353
280,non_limiting_disability,ACTTRAV_C03,0.8116788023875292
293,disty1,ACTTRAV_C03,0.6201210122834
293,disty10,ACTTRAV_C03,0.6745858616796231
293,disty11,ACTTRAV_C03,0.5817388906918387
293,disty12,ACTTRAV_C03,0.6407803313042323
293,disty13,ACTTRAV_C03,0.6226408323025867
293,disty2,ACTTRAV_C03,0.6565272634366544
293,disty3,ACTTRAV_C03,0.5567398131775041
293,disty4,ACTTRAV_C03,0.6037948810100754
293,disty5,ACTTRAV_C03,0.6587330616478473
293,disty6,ACTTRAV_C03,0.5753836775240025
293,disty7,ACTTRAV_C03,0.6138784733706018
293,disty8,ACTTRAV_C03,0.6164870051533585
293,disty9,ACTTRAV_C03,0.6936634708983651
293,limiting_disability,ACTTRAV_C03,0.6525990437829734
293,no_disability,ACTTRAV_C03,0.7346891656522822
293,non_limiting_disability,ACTTRAV_C03,0.7258582636232653
30,disty1,WALKTRAV_B02,0.44630857594689954
30,disty10,ACTTRAV_C03,0.42573544143324565
30,disty11,ACTTRAV_C03,0.5122356382334432
30,disty12,WALKTRAV_B02,0.6854146260373365
30,disty13,ACTTRAV_C03,0.6484530614583085
30,disty2,ACTTRAV_C03,0.4736409514808336
30,disty3,WALKTRAV_B02,0.4001707090553809
30,disty4,GARD_B08,0.404095180021268
30,disty5,WALKTRAV_B02,0.5700404435117495
30,disty6,GARD_B08,0.4031993487192647
30,disty7,ACTTRAV_C03,0.5336792800510176
30,disty8,WALKTRAV_B02,0.42027098300602644
30,disty9,ACTTRAV_C03,0.5057705195991613
30,limiting_disability,WALKTRAV_B02,0.5587716220067668
30,no_disability,ACTTRAV_C03,0.6575685526988531
30,non_limiting_disability,WALKTRAV_B02,0.737102407703371
35,disty1,GARD_B08,0.5265349896002368
35,disty10,GARD_B08,0.45338737122168915
35,disty11,ACTTRAV_C03,0.6391730782294112
35,disty12,WALKTRAV_B02,0.599340398123918
35,disty13,ACTTRAV_C03,0.6282175884173342
35,disty2,ACTTRAV_C03,0.4455462963048564
35,disty3,GARD_B08,0.4882047993463904
35,disty4,ACTTRAV_C03,0.5330198732363176
35,disty5,ACTTRAV_C03,0.6574224551524324
35,disty6,ACTTRAV_C03,0.4479430029053343
35,disty7,ACTTRAV_C03,0.637329404942202
35,disty8,GARD_B08,0.5833400872350649
35,disty9,GARD_B08,0.462823665036699
35,limiting_disability,WALKTRAV_B02,0.5386765293643927
35,no_disability,ACTTRAV_C03,0.677780449029881
35,non_limiting_disability,GARD_B08,0.6018232445455928
44,disty1,ACTTRAV_C03,0.5985726717782933
44,disty10,GARD_B08,0.5070118913687518
44,disty11,WALKTRAV_B02,0.4907722945979617
44,disty12,ACTTRAV_C03,0.7350154900167706
44,disty13,ACTTRAV_C03,0.6893855893818587
44,disty2,ACTTRAV_C03,0.5922160283699058
44,disty3,ACTTRAV_C03,0.5852641275817091
44,disty4,ACTTRAV_C03,0.6318486617213364
44,disty5,ACTTRAV_C03,0.7181738435844844
44,disty6,ACTTRAV_C03,0.5709701845328026
44,disty7,ACTTRAV_C03,0.5907932584160213
44,disty8,ACTTRAV_C03,0.6578169953762436
44,disty9,ACTTRAV_C03,0.5776442548481892
44,limiting_disability,ACTTRAV_C03,0.6058896491322087
44,no_disability,ACTTRAV_C03,0.7637008587266865
44,non_limiting_disability,ACTTRAV_C03,0.7460581708884356
68,disty1,ACTTRAV_C03,0.6320973747015958
68,disty10,ACTTRAV_C03,0.513826397420745
68,disty11,WALKTRAV_B02,0.5327403333799453
68,disty12,WALKTRAV_B02,0.5974606725662375
68,disty13,GARD_B08,0.5135367170891804
68,disty2,ACTTRAV_C03,0.5863588745033114
68,disty3,WALKTRAV_B02,0.5218544650812885
68,disty4,ACTTRAV_C03,0.5695957119160246
68,disty5,WALKTRAV_B02,0.6165872127241181
68,disty6,ACTTRAV_C03,0.6348127724221373
68,disty7,WALKTRAV_B02,0.5871589088873516
68,disty8,ACTTRAV_C03,0.5708236417575454
68,disty9,GARD_B08,0.4605759998379654
68,limiting_disability,ACTTRAV_C03,0.59687702078676
68,no_disability,ACTTRAV_C03,0.6260600379687402
68,non_limiting_disability,ACTTRAV_C03,0.7181377737999894
78,disty1,ACTTRAV_C03,0.523575990411266
78,disty10,ACTTRAV_C03,0.528909883571161
78,disty11,ACTTRAV_C03,0.591021342938701
78,disty12,ACTTRAV_C03,0.5459842951062168
78,disty13,ACTTRAV_C03,0.6688796870037843
78,disty2,WALKTRAV_B02,0.5537500264714392
78,disty3,WALKTRAV_B02,0.4175949610342548
78,disty4,ACTTRAV_C03,0.5422246319518291
78,disty5,ACTTRAV_C03,0.596194668552238
78,disty6,WALKTRAV_B02,0.4963482779885429
78,disty7,ACTTRAV_C03,0.5980475388429609
78,disty8,ACTTRAV_C03,0.5226815531501996
78,disty9,WALKTRAV_B02,0.48937586039991166
78,limiting_disability,ACTTRAV_C03,0.5495956045045094
78,no_disability,ACTTRAV_C03,0.6941763513872053
78,non_limiting_disability,ACTTRAV_C03,0.6842283475881312
8,disty1,GARD_B08,0.46242871205883407
8,disty10,ACTTRAV_C03,0.47735903350298636
8,disty11,ACTTRAV_C03,0.5148725354088054
8,disty12,ACTTRAV_C03,0.5792675027299233
8,disty13,ACTTRAV_C03,0.5923788227491353
8,disty2,WALKTRAV_B02,0.48954349812301057
8,disty3,ACTTRAV_C03,0.4611158305364464
8,disty4,GARD_B08,0.5390587446377996
8,disty5,WALKTRAV_B02,0.45820205971664507
8,disty6,GARD_B08,0.5098573653657368
8,disty7,ACTTRAV_C03,0.517453005816953
8,disty8,ACTTRAV_C03,0.4591546028732064
8,disty9,GARD_B08,0.4653671359594081
8,limiting_disability,WALKTRAV_B02,0.522559778209992
8,no_disability,ACTTRAV_C03,0.629190594614837
8,non_limiting_disability,ACTTRAV_C03,0.6739071622256743
9,disty1,ACTTRAV_C03,0.5270781779292798
9,disty10,WALKTRAV_B02,0.4713697724767513
9,disty12,ACTTRAV_C03,0.7296587788639154
9,disty13,ACTTRAV_C03,0.5741631034272
9,disty2,ACTTRAV_C03,0.5695975206658839
9,disty3,GARD_B08,0.501057668965534
