year,LA_2023,age_group_code,age_group,active_minus_inactive_pp,active_minus_inactive_lower_90_pp,active_minus_inactive_upper_90_pp,fairly_active_minus_inactive_pp,fairly_active_minus_inactive_lower_90_pp,fairly_active_minus_inactive_upper_90_pp
11,9,3,25-34,2.4101280804071963,-25.112614780664444,23.423106968402863,0.0,-28.960145115852352,43.27103674411772
11,9,4,35-44,4.3175914676307245,-23.368132412433624,24.17533792555331,0.0,-32.235618233680725,39.18506577610968
11,9,5,45-54,6.786808251063717,-22.24986605346203,28.940354436635968,0.0,-29.950783550739292,36.62719994783401
11,9,6,55-64,4.61514070133682,-21.466494873166084,24.402530863881108,0.0,-30.909755378961556,34.814035743474896
11,9,7,65-74,6.392871250355464,-37.50310838222504,28.503145575523376,1.0518469034744682,-43.94963383674621,37.725168913602765
11,9,8,75-84,3.0010152336391203,-38.610949069261544,32.2694250941276,-0.5578543732231073,-43.7539179623127,40.052262693643556
11,9,9,85+,1.102037728548573,-38.099945187568665,38.222033381462076,0.33969743314291173,-35.765043050050735,26.210255175828934
12,107,2,16-24,7.432520956979991,-22.304424345493317,28.649225533008572,-0.07947222997864434,-33.754269033670425,35.979722291231134
12,107,3,25-34,2.4101280804071963,-22.434972003102303,21.792366057634354,0.0,-29.747878164052967,26.490423679351803
12,107,4,35-44,4.3175914676307245,-11.968487501144407,20.498082041740417,0.0,-20.111154913902283,27.661229223012917
12,107,5,45-54,6.786808251063717,-23.609007224440575,27.34867662191388,0.0,-34.345889538526535,53.011559844016986
12,107,6,55-64,4.61514070133682,-22.1457377821207,22.13414467871188,0.0,-31.49988353252411,34.972758889198296
12,107,7,65-74,6.392871250355464,-31.793183088302612,28.515350818634033,1.0518469034744682,-38.62168341875076,42.645467370748506
12,107,8,75-84,3.0010152336391203,-34.91512253880501,38.82761210203158,-0.5578543732231073,-37.309445887804024,38.02299231290811
12,107,9,85+,1.102037728548573,-42.819764614105225,42.77397200465202,0.33969743314291173,-42.40310922265053,41.3773238658905
12,109,2,16-24,6.5052566103232765,-30.5352534353733,29.141151160001737,-0.07947222997864434,-43.32953900098801,36.74445062875748
12,109,3,25-34,1.4828637337504862,-20.764418169856068,20.490333884954453,0.0,-28.941164612770077,38.71610209345817
12,109,4,35-44,3.390327120974014,-19.512188136577606,20.199841260910034,0.0,-30.39979502558708,43.765930682420716
12,109,5,45-54,5.859543904407002,-30.165247917175282,28.324318230152112,0.0,-40.93418434262276,41.15201115608214
12,109,6,55-64,3.68787635468011,-19.764911010861397,24.897850602865216,0.0,-29.02957439422607,44.983925521373735
12,109,7,65-74,5.166094796557455,-20.236060693860054,26.28899157047271,0.7523347963331761,-30.157130658626556,41.1153881251812
12,109,8,75-84,1.8712961688942056,-36.263901591300964,45.553917586803436,-0.5578543732231052,-41.16822361946106,41.145273298025124
12,109,9,85+,0.7951380748074006,-36.847175359725945,26.021360009908612,0.03279777940173936,-40.751758217811584,41.51087373495099
12,112,2,16-24,7.432520956979991,-29.634670317173,29.46785703301429,-0.07947222997864434,-37.51996859908103,40.19358709454527
12,112,3,25-34,2.4101280804071963,-26.107324808835987,22.066553235054016,0.0,-34.2879518866539,41.395800560712786
12,112,4,35-44,4.3175914676307245,-23.748174980282784,25.262429714202874,0.0,-32.05667346715927,39.69282969832416
12,112,5,45-54,6.872930311812694,-20.959161818027496,28.990449160337445,0.0,-29.586395025253292,44.5046146214007
12,112,6,55-64,4.61514070133682,-23.542683497071266,24.888339415192604,0.0,-34.85513359308243,36.53813436627381
12,112,7,65-74,6.392871250355464,-28.712202757596962,29.339941143989535,1.0518469034744682,-39.950627237558365,40.07377475500107
12,112,8,75-84,3.0010152336391203,-29.314037859439846,35.61972215771674,-0.5578543732231087,-38.34807634353638,32.359231412410736
12,112,9,85+,1.1020377285485736,-42.31894001364708,49.723631590604775,0.33969743314291245,-42.0491948723793,27.282985597848867
12,114,2,16-24,7.432520956979991,-15.671860128641127,27.83613473176956,-0.07947222997864434,-25.151693224906918,43.86947929859161
12,114,3,25-34,2.4101280804071963,-25.8580219745636,21.000519990920992,0.0,-34.040248692035675,35.6100785732269
12,114,4,35-44,4.3175914676307245,-19.830293804407116,23.683332502841907,0.0,-28.683874756097794,26.83786869049072
12,114,5,45-54,6.786808251063717,-22.28882536292076,26.781793385744095,0.0,-34.023951441049576,37.283673137426376
12,114,6,55-64,4.61514070133682,-28.93093451857567,28.081026077270504,0.0,-38.41183826327323,29.5386829972266
12,114,7,65-74,6.392871250355464,-19.213744774460793,27.798535823822018,1.0518469034744682,-28.671056479215622,38.65970015525808
12,114,8,75-84,3.0010152336391203,-37.88848698139191,48.951453715562806,-0.5578543732231073,-43.60620245337486,35.84561303257942
12,114,9,85+,1.102037728548573,-38.581917732954025,43.92180368304252,0.33969743314291173,-39.108528792858124,41.12546876072882
12,117,2,16-24,7.432520956979991,-30.613399893045422,29.195843189954758,-0.07947222997864434,-41.09274342656135,42.18244910240171
12,117,3,25-34,2.4101280804071963,-26.916919201612473,21.71183578670024,0.0,-31.749209016561508,41.00402057170866
12,117,4,35-44,4.3175914676307245,-10.636523440480229,20.83098992705345,0.0,-21.697983220219612,24.081016182899454
12,117,5,45-54,6.786808251063717,-11.928404048085213,24.866572991013523,0.0,-22.309182584285736,40.25337845087048
12,117,6,55-64,4.61514070133682,-22.769734784960747,24.05249722301956,0.0,-32.07591965794563,39.46511462330814
12,117,7,65-74,6.392871250355464,-21.389384120702744,27.89573833346366,1.0518469034744682,-32.12212651968002,37.508040368556955
12,117,8,75-84,3.0010152336391203,-35.10838732123375,34.86749038100242,-0.5578543732231073,-40.31794220209122,38.58117043972011
12,117,9,85+,1.102037728548573,-47.47718095779418,46.859805434942245,0.33969743314291173,-46.99405193328857,33.99655610322947
12,122,2,16-24,7.432520956979991,-29.5926570892334,30.161268711090088,-0.07947222997864434,-43.33493292331695,41.3003998994827
12,122,3,25-34,2.4101280804071963,-16.297927796840668,22.266714423894875,0.0,-21.43819957971573,40.54385021328924
12,122,4,35-44,4.3175914676307245,-28.243732899427414,25.000093355774865,0.0,-35.520484298467636,40.833667814731584
12,122,5,45-54,6.786808251063717,-26.7281711101532,29.978557080030438,0.0,-37.34401419758797,43.74797850847237
12,122,6,55-64,4.61514070133682,-24.505078643560406,26.503110080957406,0.0,-32.24880248308182,42.98444062471389
12,122,7,65-74,6.392871250355464,-18.885342478752136,26.59061416983604,1.0518469034744682,-30.502930134534832,40.6157426536083
12,122,8,75-84,3.0010152336391203,-32.498982548713684,36.00542113184926,-0.5578543732231073,-40.79849392175674,32.761406600475155
12,122,9,85+,1.102037728548573,-37.60707899928093,40.01361876726149,0.33969743314291173,-35.875477194786065,44.83211815357203
12,126,2,16-24,7.432520956979991,-33.90666425228119,29.58832666277884,-0.07947222997864434,-45.415806621313095,43.11751127243041
12,126,3,25-34,2.4101280804071963,-16.287231147289276,20.902527943253514,0.0,-22.552207335829735,37.21841394901275
12,126,4,35-44,4.3175914676307245,-12.396739907562733,20.45143477618691,0.0,-21.139119416475296,23.034729361534108
12,126,5,45-54,6.786808251063717,-19.843243658542633,27.17835530638694,0.0,-26.88788309693336,31.15660920739174
12,126,6,55-64,4.61514070133682,-25.073523074388504,25.572230517864213,0.0,-31.879927366971973,42.81041249632834
12,126,7,65-74,6.392871250355464,-20.718726441264153,26.8899194896221,1.0518469034744682,-28.521534353494644,48.923246562480884
12,126,8,75-84,3.0010152336391203,-33.318567723035805,36.16872310638426,-0.5578543732231073,-42.4835929274559,38.41895267367359
12,126,9,85+,1.102037728548573,-39.943411946296685,40.83371743559831,0.33969743314291173,-41.23663008213043,48.45416665077209
12,129,2,16-24,7.432520956979991,-19.978120401501656,27.888704240322117,-0.07947222997864434,-33.16091746091843,38.50815817713737
12,129,3,25-34,2.4101280804071963,-27.186943292617794,21.996311321854588,0.0,-33.082376420497894,41.47643789649009
12,129,4,35-44,4.3175914676307245,-12.011328861117363,22.037051767110817,0.0,-20.832281336188316,29.269262105226503
12,129,5,45-54,6.786808251063717,-11.380559764802454,27.128576189279553,0.0,-21.461139172315598,40.443545877933495
12,129,6,55-64,4.61514070133682,-22.761470079421997,26.144574284553517,0.0,-31.01127326488495,44.11925449967381
12,129,7,65-74,6.392871250355464,-24.86270546913147,28.48328083753585,1.0518469034744682,-29.581707268953323,42.762535065412514
12,129,8,75-84,3.0010152336391203,-38.95952731370926,50.28835713863361,-0.5578543732231073,-42.1721525490284,38.48263591527938
12,129,9,85+,1.102037728548573,-37.49571114778519,42.126303762197495,0.33969743314291173,-39.44113537669182,42.22625106573103
12,135,2,16-24,7.323755291178662,-24.70118179917335,30.41071683168411,-0.07947222997864434,-38.39359790086746,39.914025962352746
12,135,3,25-34,2.4101280804071963,-24.388913959264755,21.8063075095415,0.0,-31.384050846099854,40.44022023677826
12,135,4,35-44,4.3175914676307245,-19.723054096102715,23.11790190637111,0.0,-29.07270029187202,29.56997171044349
12,135,5,45-54,6.6780425852623875,-28.26573580503463,29.672071486711495,0.0,-41.70649915933609,37.57836699485773
12,135,6,55-64,4.61514070133682,-21.403986886143684,24.205528870224928,0.0,-30.157739222049713,39.6352319419384
12,135,7,65-74,5.874203285877462,-29.166993647813793,28.191780596971505,0.7523347963331761,-35.75673267245293,38.7577526271343
12,135,8,75-84,3.0010152336391203,-37.25189164280891,51.78844064474099,-0.5578543732231038,-41.507980078458786,35.4700158536433
12,135,9,85+,1.1020377285485736,-39.198423475027084,51.875044107437084,0.3396974331429131,-40.0033763051033,43.5815484821796
12,136,2,16-24,7.432520956979991,-32.23797246813774,28.469314873218533,-0.07947222997864434,-43.78348872065544,47.515766620635986
12,136,3,25-34,2.4101280804071963,-28.189337700605392,22.43746869266033,0.0,-34.10303369164467,41.42829447984685
12,136,4,35-44,4.3175914676307245,-22.931386083364487,25.3533524274826,0.0,-28.63873988389969,32.04965487122536
12,136,5,45-54,6.786808251063717,-18.127052560448647,27.52012595534324,0.0,-28.574582040309902,39.685813933610866
12,136,6,55-64,4.61514070133682,-22.379970997571945,23.725928887724876,0.0,-33.24264734983444,37.04186886548991
12,136,7,65-74,6.392871250355464,-18.736092820763588,24.936278611421574,1.0518469034744682,-28.194602429866787,41.263992041349404
12,136,8,75-84,3.0010152336391203,-38.60544368624687,32.243420928716645,-0.5578543732231073,-47.58430689573287,42.477137595415094
12,136,9,85+,1.102037728548573,-36.19861453771591,42.468075901269906,0.33969743314291173,-39.646556973457336,41.00327894091605
12,139,2,16-24,7.432520956979991,-32.26201385259628,28.306361585855473,-0.07947222997864434,-43.90747249126434,43.2302866876125
12,139,3,25-34,2.4101280804071963,-32.39076778292655,24.27794128656387,0.0,-39.69570264220238,42.33238771557806
12,139,4,35-44,4.3175914676307245,-17.880486324429512,24.98347759246825,0.0,-23.93738493323326,30.065102130174605
12,139,5,45-54,6.786808251063717,-17.697819396853447,26.004611402750015,0.0,-31.75925984978676,38.331654518842676
12,139,6,55-64,4.61514070133682,-36.20939776301384,25.8172507584095,0.0,-46.7258882522583,42.716325819492326
12,139,7,65-74,6.392871250355464,-25.41413694620132,28.577492535114285,1.0518469034744682,-39.4586718082428,41.53460279107089
12,139,8,75-84,3.0010152336391203,-38.01579087972641,37.60885298252106,-0.5578543732231073,-46.183966398239136,42.30478078126906
12,139,9,85+,1.102037728548573,-45.827576816082,42.34451964497566,0.33969743314291173,-41.14133968949318,39.475169479846926
12,142,2,16-24,7.432520956979991,-18.285507559776306,27.204101830720884,-0.07947222997864434,-30.240820497274395,46.02402493357653
12,142,3,25-34,2.4101280804071963,-22.477949559688568,21.35481812059879,0.0,-31.042260527610775,42.72762700915336
12,142,4,35-44,4.3175914676307245,-21.542726680636402,22.53639757633207,0.0,-30.351476818323135,27.57555425167083
12,142,5,45-54,6.786808251063717,-17.87899985909462,25.852979868650433,0.0,-31.430221050977707,47.18711033463475
12,142,6,55-64,4.61514070133682,-32.452235370874405,25.688678920269016,0.0,-39.56837713718414,30.787145197391453
12,142,7,65-74,6.392871250355464,-30.414025634527203,27.44126230478285,1.0518469034744682,-40.734314024448395,50.26732683181761
12,142,8,75-84,3.0010152336391203,-33.28981474041939,39.841464310884376,-0.5578543732231073,-41.878037601709366,41.74215406179427
12,142,9,85+,1.102037728548573,-37.96845734119415,43.44067633152004,0.33969743314291173,-40.34745171666145,39.99710351228714
12,147,2,16-24,7.432520956979991,-39.10183683037757,41.979762613773325,-0.07947222997864434,-47.57455110549926,41.5101900696754
12,147,3,25-34,2.4101280804071963,-20.981300324201584,21.060679182410162,0.0,-28.949443250894547,42.21098601818083
12,147,4,35-44,4.3175914676307245,-21.644828021526337,23.322299346327778,0.0,-29.960999935865402,25.3718830645084
12,147,5,45-54,6.786808251063717,-16.73688717186451,24.858185499906533,0.0,-31.235205978155133,43.08800324797615
12,147,6,55-64,4.61514070133682,-22.108622118830677,25.15058144927025,0.0,-31.58640250563621,36.018472313880864
12,147,7,65-74,6.392871250355464,-31.230246275663376,38.34792852401733,1.0518469034744682,-40.71364790201187,44.04482692480085
12,147,8,75-84,3.0010152336391203,-36.561953723430626,47.57991433143616,-0.5578543732231073,-41.50130107998848,38.56863915920254
12,147,9,85+,1.102037728548573,-37.1814739704132,44.134635776281286,0.33969743314291173,-39.2147958278656,32.68682301044463
12,160,2,16-24,7.432520956979991,-25.650834143161767,29.125872999429703,-0.07947222997864434,-39.952163994312286,41.4515271782875
12,160,3,25-34,2.4101280804071963,-23.76371741294861,20.721201971173283,0.0,-33.155571818351746,33.80770206451406
12,160,4,35-44,4.3175914676307245,-17.959306463599205,23.39138150215149,0.0,-30.247298777103428,39.39614221453667
12,160,5,45-54,6.786808251063717,-21.061090603470802,25.4682458937168,0.0,-33.95954683423042,37.92714178562163
12,160,6,55-64,4.61514070133682,-22.357448041439056,23.176634833216653,0.0,-31.013460308313366,42.43243932723998
12,160,7,65-74,6.392871250355464,-15.988535806536674,27.407482266426086,1.0518469034744682,-24.972252249717712,36.99646115303039
12,160,8,75-84,3.0010152336391203,-30.353404432535168,35.9850500524044,-0.5578543732231073,-35.48438176512718,42.233596593141556
12,160,9,85+,1.102037728548573,-40.357711017131805,32.053409516811364,0.33969743314291173,-41.97275832295417,42.02247574925418
12,171,2,16-24,7.432520956979991,-11.272270195186138,26.686479747295373,-0.07947222997864434,-21.692321822047234,37.242253273725495
12,171,3,25-34,2.4101280804071963,-15.739526897668837,20.319849252700802,0.0,-20.408041924238205,25.910957157611836
12,171,4,35-44,4.3175914676307245,-12.01737217605114,22.093047052621817,0.0,-20.11033944785595,26.957172602415056
12,171,5,45-54,6.786808251063717,-17.603585496544834,28.550472706556295,0.0,-30.63922494649887,40.83023995161055
12,171,6,55-64,4.61514070133682,-26.70267477631569,30.84715649485587,0.0,-33.65542143583298,34.315962791442814
12,171,7,65-74,6.392871250355464,-31.508382856845852,49.02835234999655,1.0518469034744682,-38.51172685623169,41.31637617945666
12,171,8,75-84,3.0010152336391203,-33.47374305129051,45.211432874202714,-0.5578543732231073,-40.930843353271484,34.7247965633869
12,171,9,85+,1.102037728548573,-39.15608912706375,30.631247311830517,0.33969743314291173,-41.095904260873795,24.253585189580896
12,17,2,16-24,7.432520956979991,-32.503733932971954,40.02348750829693,-0.07947222997864434,-40.762561559677124,40.75194880366321
12,17,3,25-34,2.4101280804071963,-23.88569876551628,21.66670136153698,0.0,-31.986739486455917,35.496611893176876
12,17,4,35-44,4.3175914676307245,-11.811779849231243,20.362212657928467,0.0,-19.17232170701027,27.560422867536488
12,17,5,45-54,6.786808251063717,-18.56370888650417,28.27057942748069,0.0,-29.8055624961853,38.25786575675005
12,17,6,55-64,4.61514070133682,-23.835892602801323,24.063488095998757,0.0,-32.286609560251236,39.81065288186071
12,17,7,65-74,6.392871250355464,-19.66208979487419,25.57485729455948,1.0518469034744682,-29.49574455618858,42.32137769460668
12,17,8,75-84,3.0010152336391203,-36.344802379608154,38.28450158238411,-0.5578543732231073,-43.03598493337631,40.284550487995126
12,17,9,85+,1.102037728548573,-39.663687348365784,45.74682712554926,0.33969743314291173,-39.69841688871384,41.388827413320534
12,196,2,16-24,7.432520956979991,-20.07135115563869,27.339046448469144,-0.07947222997864434,-30.749606639146805,41.530070155858986
12,196,3,25-34,2.4101280804071963,-13.948322087526321,20.988608598709103,0.0,-18.749313056468964,25.990162044763554
12,196,4,35-44,4.3175914676307245,-14.228201285004616,23.213016614317848,0.0,-21.03916771709919,29.45135310292244
12,196,5,45-54,6.786808251063717,-12.3325589671731,24.79504428803916,0.0,-20.82386612892151,42.19482973217957
12,196,6,55-64,4.61514070133682,-20.720733478665352,24.083295166492448,0.0,-29.900906831026074,42.8668516874313
12,196,7,65-74,6.392871250355464,-18.12230423092842,26.5921239554882,1.0518469034744682,-29.609832167625427,45.17372652888298
12,196,8,75-84,3.0010152336391203,-42.06756517291069,45.55893361568449,-0.5578543732231073,-45.63709095120429,29.627093523740744
12,196,9,85+,1.102037728548573,-40.910462737083435,44.29807484149932,0.33969743314291173,-39.97232645750046,46.301685869693614
12,201,2,16-24,7.432520956979991,-32.303265035152435,38.831832706928225,-0.07947222997864434,-39.798229187726974,40.01995339989659
12,201,3,25-34,2.4101280804071963,-29.95855942368507,24.62651088833808,0.0,-41.903596073389046,42.22287565469742
12,201,4,35-44,4.3175914676307245,-21.2066750228405,22.881574928760518,0.0,-32.345932722091675,39.417914450168574
12,201,5,45-54,6.786808251063717,-30.746606588363644,28.212017267942418,0.0,-43.53215351700783,58.299224376678424
12,201,6,55-64,4.61514070133682,-21.309028342366215,26.9165912270546,0.0,-31.665957719087594,43.99045139551161
12,201,7,65-74,6.392871250355461,-22.055955082178116,25.84385529160499,1.0518469034744682,-30.815201550722122,41.58096596598625
12,201,8,75-84,3.0010152336391203,-31.471533924341195,24.96041066944599,-0.7999946730870733,-39.74679350852966,39.37103360891337
12,201,9,85+,1.1020377285485736,-41.88626512885094,39.842042773962,0.33969743314291245,-41.69877469539642,30.932838767766885
12,241,2,16-24,7.432520956979991,-17.7648663520813,27.888104021549225,-0.07947222997864434,-31.467383503913876,38.550255149602854
12,241,3,25-34,2.4101280804071963,-24.44414734840393,20.934540033340454,0.0,-32.90331244468689,35.20131930708884
12,241,4,35-44,4.3175914676307245,-21.365121826529503,22.284759879112233,0.0,-30.86650907993317,44.605562090873676
12,241,5,45-54,6.786808251063717,-21.519273221492767,24.719543829560276,0.0,-32.34276682138443,37.40499913692472
12,241,6,55-64,4.61514070133682,-19.90555949509144,24.99681785702705,0.0,-31.906472593545914,37.57959321141237
12,241,7,65-74,6.392871250355464,-29.734966754913327,27.556550353765473,1.0518469034744682,-40.905851274728775,48.65262433886522
12,241,8,75-84,3.0010152336391203,-34.91503864526748,45.47875776886938,-0.5578543732231073,-39.55135524272918,37.927546650171266
12,241,9,85+,1.102037728548573,-34.71599608659744,34.30980816483494,0.33969743314291173,-35.64993426203727,40.28215929865829
12,255,2,16-24,7.432520956979991,-28.304695188999172,28.60030859708785,-0.07947222997864434,-42.487730085849755,39.25362199544901
12,255,3,25-34,2.4101280804071963,-22.005383372306824,23.085574582219124,0.0,-28.654959201812748,37.953516542911515
12,255,4,35-44,4.3175914676307245,-11.524549052119255,20.711624771356572,0.0,-19.560106173157692,24.835382923483806
12,255,5,45-54,6.786808251063717,-18.2869254052639,26.270951777696606,0.0,-30.727014839649204,43.177091479301424
12,255,6,55-64,4.61514070133682,-25.5376073718071,26.023726016283028,0.0,-33.36614817380905,41.20911255478858
12,255,7,65-74,6.392871250355464,-19.174764975905415,27.65227749943733,1.0518469034744682,-30.763362050056458,35.89502319693565
12,255,8,75-84,3.0010152336391203,-29.921008795499805,36.366973668336854,-0.5578543732231073,-38.53259980678558,41.630414128303514
12,255,9,85+,1.102037728548573,-41.539083272218704,35.71019023656845,0.33969743314291173,-41.02356433868408,41.61481574177742
12,272,2,16-24,6.5948066044092455,-16.032497435808178,27.3272904753685,-0.07947222997864434,-29.807912558317184,35.25183483958243
12,272,3,25-34,2.4978439290003664,-13.731706887483597,18.363503217697133,0.0,-19.829658418893814,26.622468531131727
12,272,4,35-44,3.955126605261788,-13.30646276473999,20.755331963300705,0.0,-19.680899679660797,26.278193145990357
12,272,5,45-54,6.424343388694781,-20.527748093008995,26.199750155210484,0.0,-33.286948055028915,35.32354056835171
12,272,6,55-64,4.2526758389678845,-37.60206654667854,39.107511788606615,0.0,-43.12102422118187,38.43178391456599
12,272,7,65-74,5.730894280845229,-38.14014196395874,48.03674146533009,0.7523347963331761,-41.491708159446716,38.732901066541615
12,272,8,75-84,2.887659556482236,-39.50474098324776,46.14774718880651,-0.5578543732231038,-43.21162223815918,39.94038045406337
12,272,9,85+,1.1020377285485716,-40.713112354278564,41.68942585587493,0.41951481498407883,-39.504716247320175,29.437089264392764
12,279,2,16-24,7.432520956979991,-18.07392753660679,27.65451475977897,-0.07947222997864434,-32.42430418729782,43.03776949644088
12,279,3,25-34,2.4101280804071963,-24.074281454086304,20.69887869060039,0.0,-29.94789808988571,31.885481476783724
12,279,4,35-44,4.3175914676307245,-10.02143681049347,21.743061244487762,0.0,-19.573302790522572,30.11570751667019
12,279,5,45-54,6.786808251063717,-16.34321004152298,26.90996646881103,0.0,-28.964197635650635,41.16897135972976
12,279,6,55-64,4.61514070133682,-17.808293104171753,24.195548966526985,0.0,-31.127030700445175,40.14643654227255
12,279,7,65-74,6.392871250355464,-35.04499450325966,39.00624260306357,1.0518469034744682,-39.6076200902462,40.393134802579866
12,279,8,75-84,3.0010152336391203,-35.51781639456749,43.76537546515464,-0.5578543732231073,-39.49995666742325,42.979668825864785
12,279,9,85+,1.102037728548573,-38.52042391896248,39.29133012890812,0.33969743314291173,-39.680409878492355,39.0340781211853
12,280,2,16-24,7.432520956979991,-26.828906387090683,29.841830581426613,-0.07947222997864434,-37.94252783060074,42.93867573142048
12,280,3,25-34,2.4101280804071963,-20.424355566501617,21.778849884867636,0.0,-25.414475798606873,31.83422729372978
12,280,4,35-44,4.3175914676307245,-23.88568677008152,24.010297060012803,0.0,-33.22485610842705,34.87578377127639
12,280,5,45-54,6.786808251063717,-33.1341652572155,28.530989587306966,0.0,-43.26738998293877,36.860509514808626
12,280,6,55-64,4.61514070133682,-35.02351105213165,26.60362362861628,0.0,-43.89456897974014,41.52012899518011
12,280,7,65-74,6.392871250355464,-31.82780191302299,28.281832039356225,1.0518469034744682,-38.80758419632912,42.51754790544509
12,280,8,75-84,3.0010152336391203,-36.883731186389916,43.99711221456522,-0.5578543732231073,-39.396563321352005,43.84778112173077
12,280,9,85+,1.102037728548573,-39.72255617380142,43.16991135478019,0.33969743314291173,-42.338619232177734,27.931340038776387
12,293,2,16-24,7.250682100322395,-19.714133292436596,27.279612123966217,-0.26131108663623864,-32.79344439506531,44.87502902746193
12,293,3,25-34,2.4101280804071963,-22.002695873379707,22.820563018321987,0.0,-27.797317057847977,32.77592927217483
12,293,4,35-44,4.632141439363862,-24.00602325797081,25.403651148080826,0.0,-34.45963889360428,38.4752720594406
12,293,5,45-54,6.786808251063715,-32.816528975963585,29.231846630573273,0.0,-43.86812850832939,40.13774752616879
12,293,6,55-64,4.61514070133682,-20.470365807414055,24.34445746243,0.0,-30.73549896478653,42.437532991170876
12,293,7,65-74,6.093359143214162,-20.398410260677338,25.977690517902357,0.7523347963331727,-31.105794310569763,45.803462564945214
12,293,8,75-84,3.001015233639119,-27.015828937292095,42.75172367691993,-0.5578543732231073,-31.12236812710762,35.81107303500175
12,293,9,85+,1.1979490019187147,-35.66854506731033,43.32801327109336,0.33969743314291523,-38.44250902533531,41.37412324547766
12,30,2,16-24,7.432520956979991,-19.04119223356247,29.14686262607573,-0.07947222997864434,-28.59868690371513,46.97256684303276
12,30,3,25-34,2.4101280804071963,-15.111208707094193,22.76379942893982,0.0,-20.777112767100334,25.220348089933374
12,30,4,35-44,4.3175914676307245,-13.169566541910172,23.70222181081771,0.0,-20.110482275485992,26.959856599569314
12,30,5,45-54,6.786808251063717,-10.076648816466331,25.805596411228176,0.0,-20.736921876668927,30.149218291044207
12,30,6,55-64,4.61514070133682,-20.933483690023422,25.560264140367504,0.0,-24.808057323098183,37.66726166009898
12,30,7,65-74,6.392871250355464,-21.15648552775383,26.58839926123619,1.0518469034744682,-30.56142151355743,39.793193191289845
12,30,8,75-84,3.0010152336391203,-34.2577201128006,46.83485448360442,-0.5578543732231073,-38.43799129128456,36.70931980013847
12,30,9,85+,1.102037728548573,-41.62802755832672,43.722901493310914,0.33969743314291173,-44.367890506982796,39.48692217469212
12,35,2,16-24,7.527065711045411,-28.004770278930664,39.940252751111984,0.015072524086776062,-39.48309078812599,41.023212969303096
12,35,3,25-34,2.4101280804071963,-35.64260080456734,22.260319590568542,0.0,-41.43357366323471,35.92605307698246
12,35,4,35-44,4.3175914676307245,-21.37708947062492,24.598696306347836,0.0,-27.078145146369938,32.04631224274634
12,35,5,45-54,6.786808251063717,-19.525422155857083,25.285877436399456,0.0,-32.24041625857353,40.89268460869786
12,35,6,55-64,4.61514070133682,-18.94047200679779,23.655834347009655,0.0,-30.00893428921699,36.92464783787726
12,35,7,65-74,6.392871250355464,-18.036393523216248,27.203898280858986,1.0518469034744682,-30.170726925134655,29.930735230445837
12,35,8,75-84,3.0010152336391203,-36.66185110807418,25.417854189872735,-0.5578543732231073,-45.66233724355697,42.5715200603008
12,35,9,85+,1.1020377285485736,-44.01380375027656,33.72037187218665,0.33969743314291245,-41.128762513399124,36.17911636829376
12,44,2,16-24,7.432520956979991,-20.159558355808258,27.34974220395088,-0.07947222997864434,-32.53444001078606,34.48927760124206
12,44,3,25-34,2.4101280804071963,-23.590702265501022,23.09978038072586,0.0,-28.87176856398582,28.318508714437463
12,44,4,35-44,4.3175914676307245,-26.458283066749573,24.30403508245944,0.0,-38.047461658716195,41.268972158432
12,44,5,45-54,6.786808251063717,-15.862949192523956,27.01729223132132,0.0,-30.40222883224487,43.59650179743767
12,44,6,55-64,4.61514070133682,-22.35951334238052,24.628842696547505,0.0,-33.0431193113327,40.779816061258245
12,44,7,65-74,6.392871250355464,-33.910216987133026,28.302413672208775,1.0518469034744682,-40.99038988351822,42.92292967438698
12,44,8,75-84,3.0010152336391203,-38.68151739239693,37.213166654109955,-0.5578543732231073,-42.64042526483535,41.30440458655348
12,44,9,85+,1.102037728548573,-39.00087982416153,40.78244626522063,0.33969743314291173,-41.35363698005676,40.52845358848571
12,68,2,16-24,7.432520956979991,-16.847422495484352,28.179903775453557,-0.07947222997864434,-31.336578130722042,36.2051384150981
12,68,3,25-34,2.4101280804071963,-25.222894400358197,20.88163651525974,0.0,-33.68755728006363,37.508181482553475
12,68,4,35-44,4.3175914676307245,-12.134532518684864,23.63905087113379,0.0,-20.945313200354573,26.030521392822255
12,68,5,45-54,6.786808251063717,-12.844479233026505,27.012871950864792,0.0,-29.62408557534218,37.70431414246553
12,68,6,55-64,4.61514070133682,-35.151773393154144,25.4801258444786,0.0,-41.16381302475929,49.749457240104675
12,68,7,65-74,6.392871250355464,-20.348679423332214,27.24454820156097,1.0518469034744682,-29.56192195415497,40.95965355634682
12,68,8,75-84,3.0010152336391203,-33.82619500160217,53.34758818149561,-0.5578543732231073,-40.97561538219452,42.30559974908827
12,68,9,85+,1.102037728548573,-40.031864643096924,42.45728403329849,0.33969743314291173,-41.37124538421631,36.22761458158493
12,78,2,16-24,7.432520956979991,-16.718973144888878,28.59028071165084,-0.07947222997864434,-29.529770016670227,44.58664685487744
12,78,3,25-34,2.4101280804071963,-24.717843234539032,23.33714202046393,0.0,-31.622504740953445,35.901697129011154
12,78,4,35-44,4.3175914676307245,-20.94493955373764,25.58423161506652,0.0,-26.553038507699966,29.802569150924676
12,78,5,45-54,6.786808251063717,-9.479156732559204,24.71991203725338,0.0,-20.893503427505493,29.27300065755844
