year,age_group_code,age_group,activity_level_3cat,activity_level_3cat_label,boroughs,equal_borough_mean_rate,borough_median_rate,borough_q25_rate,borough_q75_rate,median_interval_width_pp
11,2,16-24,0,inactive,32,0.07590876745666791,0.0765131617188477,0.0765131617188477,0.0765131617188477,39.591540172696114
11,2,16-24,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,45.25732159614556
11,2,16-24,2,active,32,0.14962115250533625,0.1508383712886476,0.1508383712886476,0.1508383712886476,24.42391742020845
11,3,25-34,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,34.88311156630516
11,3,25-34,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,43.99403668940059
11,3,25-34,2,active,32,0.09892568764824852,0.09981972022313322,0.09981972022313322,0.09981972022313322,22.808871627785255
11,4,35-44,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,33.50542746484279
11,4,35-44,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.522888004779816
11,4,35-44,2,active,32,0.11795793691447475,0.1188943540953685,0.1188943540953685,0.1188943540953685,22.650221548974507
11,5,45-54,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.32845802605151
11,5,45-54,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,44.18185301125048
11,5,45-54,2,active,32,0.1425447317560592,0.14358652192969842,0.14358652192969842,0.14358652192969842,24.083931855857358
11,6,55-64,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.437122583389254
11,6,55-64,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,46.0547702759504
11,6,55-64,2,active,32,0.1208351323853691,0.12186984643242946,0.12186984643242946,0.12186984643242946,24.45252135396003
11,7,65-74,0,inactive,32,0.06484908931552169,0.06519997038431657,0.06519997038431657,0.06519997038431657,35.30579209327698
11,7,65-74,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,44.70559082925317
11,7,65-74,2,active,32,0.12802548263539312,0.12912868288787122,0.12912868288787122,0.12912868288787122,24.718185923993587
11,8,75-84,0,inactive,32,0.0684607046777712,0.06909237834701104,0.06909237834701104,0.06909237834701104,43.788247182965236
11,8,75-84,1,fairly_active,32,0.06280649210183263,0.06351383461477997,0.06351383461477997,0.06351383461477997,45.42131848633281
11,8,75-84,2,active,32,0.09808239615731809,0.09910253068340225,0.09910253068340225,0.09910253068340225,42.39712915383279
11,9,85+,0,inactive,32,0.05922955334184972,0.05976532086929545,0.05976532086929545,0.05976532086929545,42.94354580342768
11,9,85+,1,fairly_active,32,0.06255556446331009,0.06316229520072457,0.06316229520072457,0.06316229520072457,41.61181747913357
11,9,85+,2,active,32,0.07018399675846951,0.07078569815478118,0.07078569815478118,0.07078569815478118,44.07444849610327
12,2,16-24,0,inactive,32,0.07590876745666791,0.0765131617188477,0.0765131617188477,0.0765131617188477,39.25965398550032
12,2,16-24,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,45.2561229467391
12,2,16-24,2,active,32,0.14962115250533625,0.1508383712886476,0.1508383712886476,0.1508383712886476,24.63381802663207
12,3,25-34,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.44229000806808
12,3,25-34,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,43.084309995174394
12,3,25-34,2,active,32,0.09892568764824852,0.09981972022313322,0.09981972022313322,0.09981972022313322,22.867735279723995
12,4,35-44,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,33.27062763273716
12,4,35-44,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,36.204673200845704
12,4,35-44,2,active,32,0.11795793691447475,0.1188943540953685,0.1188943540953685,0.1188943540953685,22.44868110865353
12,5,45-54,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.16730077564716
12,5,45-54,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,46.621230766177106
12,5,45-54,2,active,32,0.1425447317560592,0.14358652192969842,0.14358652192969842,0.14358652192969842,24.208791200071566
12,6,55-64,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.442212373018265
12,6,55-64,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,44.69270355999468
12,6,55-64,2,active,32,0.1208351323853691,0.12186984643242946,0.12186984643242946,0.12186984643242946,24.50791914947331
12,7,65-74,0,inactive,32,0.065036284382485,0.06519997038431657,0.06519997038431657,0.06519997038431657,34.90915387868879
12,7,65-74,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,46.17233552038667
12,7,65-74,2,active,32,0.12802548263539312,0.12912868288787122,0.12912868288787122,0.12912868288787122,24.751188829541192
12,8,75-84,0,inactive,32,0.0684607046777712,0.06909237834701104,0.06909237834701104,0.06909237834701104,43.76533925533295
12,8,75-84,1,fairly_active,32,0.06280649210183263,0.06351383461477997,0.06351383461477997,0.06351383461477997,42.70251914858808
12,8,75-84,2,active,32,0.09808239615731809,0.09910253068340225,0.09910253068340225,0.09910253068340225,42.756892945617395
12,9,85+,0,inactive,32,0.05922955334184972,0.05976532086929545,0.05976532086929545,0.05976532086929545,42.82890319824217
12,9,85+,1,fairly_active,32,0.06255556446331009,0.06316229520072457,0.06316229520072457,0.06316229520072457,41.946996003389316
12,9,85+,2,active,32,0.07018399675846951,0.07078569815478118,0.07078569815478118,0.07078569815478118,44.56949494779107
13,2,16-24,0,inactive,32,0.07590876745666791,0.0765131617188477,0.0765131617188477,0.0765131617188477,39.03777591884132
13,2,16-24,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,44.52820621430871
13,2,16-24,2,active,32,0.14962115250533625,0.1508383712886476,0.1508383712886476,0.1508383712886476,24.540318660438057
13,3,25-34,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.038932785391765
13,3,25-34,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,43.44142764806746
13,3,25-34,2,active,32,0.09892568764824852,0.09981972022313322,0.09981972022313322,0.09981972022313322,23.28285049647092
13,4,35-44,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,32.874817401170716
13,4,35-44,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,36.88952408730981
13,4,35-44,2,active,32,0.11795793691447475,0.1188943540953685,0.1188943540953685,0.1188943540953685,22.639931179583066
13,5,45-54,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.4408149421215
13,5,45-54,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,45.157295465469346
13,5,45-54,2,active,32,0.1425447317560592,0.14358652192969842,0.14358652192969842,0.14358652192969842,24.40597383305429
13,6,55-64,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.5756676197052
13,6,55-64,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,46.921536549925776
13,6,55-64,2,active,32,0.1208351323853691,0.12186984643242946,0.12186984643242946,0.12186984643242946,23.921035164967165
13,7,65-74,0,inactive,32,0.06484908931552169,0.06519997038431657,0.06519997038431657,0.06519997038431657,35.178324803709984
13,7,65-74,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,45.24150490760803
13,7,65-74,2,active,32,0.12802548263539312,0.12912868288787122,0.12912868288787122,0.12912868288787122,24.637490529567003
13,8,75-84,0,inactive,32,0.0684607046777712,0.06909237834701104,0.06909237834701104,0.06909237834701104,43.9023561775684
13,8,75-84,1,fairly_active,32,0.06280649210183263,0.06351383461477997,0.06351383461477997,0.06351383461477997,42.51012273132799
13,8,75-84,2,active,32,0.09808239615731809,0.09910253068340225,0.09910253068340225,0.09910253068340225,42.36347382422535
13,9,85+,0,inactive,32,0.05922955334184972,0.05976532086929545,0.05976532086929545,0.05976532086929545,43.24430659413338
13,9,85+,1,fairly_active,32,0.06255556446331009,0.06316229520072457,0.06316229520072457,0.06316229520072457,41.865591555833774
13,9,85+,2,active,32,0.07018399675846951,0.07078569815478118,0.07078569815478118,0.07078569815478118,44.698354229330974
14,2,16-24,0,inactive,32,0.07590876745666791,0.0765131617188477,0.0765131617188477,0.0765131617188477,40.60338839888572
14,2,16-24,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,46.91680885851381
14,2,16-24,2,active,32,0.14962115250533625,0.1508383712886476,0.1508383712886476,0.1508383712886476,24.497725516557693
14,3,25-34,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.12921646237372
14,3,25-34,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,45.93484811484813
14,3,25-34,2,active,32,0.09892568764824852,0.09981972022313322,0.09981972022313322,0.09981972022313322,23.37316169869154
14,4,35-44,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,32.57145628333091
14,4,35-44,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,36.22981928288935
14,4,35-44,2,active,32,0.11795793691447475,0.1188943540953685,0.1188943540953685,0.1188943540953685,22.662129132077094
14,5,45-54,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.07765732705593
14,5,45-54,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,44.86768439412113
14,5,45-54,2,active,32,0.1425447317560592,0.14358652192969842,0.14358652192969842,0.14358652192969842,23.906057402491555
14,6,55-64,0,inactive,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,35.354374945163684
14,6,55-64,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,44.863735288381534
14,6,55-64,2,active,32,0.1208351323853691,0.12186984643242946,0.12186984643242946,0.12186984643242946,24.42996226251124
14,7,65-74,0,inactive,32,0.065036284382485,0.06519997038431657,0.06519997038431657,0.06519997038431657,34.77995939552781
14,7,65-74,1,fairly_active,32,0.07508676574982141,0.07571843941906126,0.07571843941906126,0.07571843941906126,44.43164139986038
14,7,65-74,2,active,32,0.12802548263539312,0.12912868288787122,0.12912868288787122,0.12912868288787122,24.348791241645813
14,8,75-84,0,inactive,32,0.0684607046777712,0.06909237834701104,0.06909237834701104,0.06909237834701104,43.84195640683174
14,8,75-84,1,fairly_active,32,0.06280649210183263,0.06351383461477997,0.06351383461477997,0.06351383461477997,43.00320759415619
14,8,75-84,2,active,32,0.09808239615731809,0.09910253068340225,0.09910253068340225,0.09910253068340225,43.558274842798696
14,9,85+,0,inactive,32,0.05922955334184972,0.05976532086929545,0.05976532086929545,0.05976532086929545,43.248081654310184
14,9,85+,1,fairly_active,32,0.06255556446331009,0.06316229520072457,0.06316229520072457,0.06316229520072457,43.14223103225228
14,9,85+,2,active,32,0.07018399675846951,0.07078569815478118,0.07078569815478118,0.07078569815478118,44.05125416815273
