series_id,LA_2023,age_group_code,age_group,activity_level_3cat,activity_level_3cat_label,year8_observed_rate,historical_observed_years,historical_effective_n_median,historical_small_cell_share,initial_year8_lag_observed,historical_reliability_band,year,forecast_horizon,frequent_volunteer_rate_lag1,lag_1_missing,time_trend,borough_category,age_activity_group,raw_predicted_rate,predicted_rate,was_clipped,lag_source,model
borough_135__age_4__activity_2,135,4,35-44,2,active,0.0418305175228497,6,33.096067864328646,0.16666666666666666,True,30_or_above,9,1,0.0418305175228497,0,6,135,35-44__active,0.11579399263613237,0.11579399263613237,False,observed_year8,Random Forest
borough_135__age_5__activity_0,135,5,45-54,0,inactive,0.0971473230484456,6,4.86600071400746,1.0,True,below_5,9,1,0.0971473230484456,0,6,135,45-54__inactive,0.0827196539197463,0.0827196539197463,False,observed_year8,Random Forest
borough_135__age_5__activity_1,135,5,45-54,1,fairly_active,0.0,6,2.2961707035775794,1.0,True,below_5,9,1,0.0,0,6,135,45-54__fairly_active,0.07947159823560772,0.07947159823560772,False,observed_year8,Random Forest
borough_135__age_5__activity_2,135,5,45-54,2,active,0.2374279863383178,6,22.871138535288967,0.3333333333333333,True,10_to_below_30,9,1,0.2374279863383178,0,6,135,45-54__active,0.15485925037315457,0.15485925037315457,False,observed_year8,Random Forest
borough_135__age_6__activity_0,135,6,55-64,0,inactive,0.0,6,5.503169398352283,1.0,True,5_to_below_10,9,1,0.0,0,6,135,55-64__inactive,0.05545202806128628,0.05545202806128628,False,observed_year8,Random Forest
borough_135__age_6__activity_1,135,6,55-64,1,fairly_active,0.0,6,2.30867833441058,1.0,True,below_5,9,1,0.0,0,6,135,55-64__fairly_active,0.06668637302352765,0.06668637302352765,False,observed_year8,Random Forest
borough_135__age_6__activity_2,135,6,55-64,2,active,0.0356860095136833,6,17.704306615530477,0.5,True,10_to_below_30,9,1,0.0356860095136833,0,6,135,55-64__active,0.11936955205738578,0.11936955205738578,False,observed_year8,Random Forest
borough_135__age_7__activity_0,135,7,65-74,0,inactive,0.0,6,3.907265814302097,1.0,True,below_5,9,1,0.0,0,6,135,65-74__inactive,0.047975139304754034,0.047975139304754034,False,observed_year8,Random Forest
borough_135__age_7__activity_1,135,7,65-74,1,fairly_active,,5,1.925847012970983,1.0,False,below_5,9,1,,1,6,135,65-74__fairly_active,0.057092410986597945,0.057092410986597945,False,missing_year8,Random Forest
borough_135__age_7__activity_2,135,7,65-74,2,active,0.0654537144565938,6,11.844086527649972,1.0,True,10_to_below_30,9,1,0.0654537144565938,0,6,135,65-74__active,0.12708097356637915,0.12708097356637915,False,observed_year8,Random Forest
borough_135__age_8__activity_0,135,8,75-84,0,inactive,0.0,5,4.015629523482675,1.0,True,below_5,9,1,0.0,0,6,135,75-84__inactive,0.059402221864075413,0.059402221864075413,False,observed_year8,Random Forest
borough_135__age_8__activity_1,135,8,75-84,1,fairly_active,0.0,4,2.36849945930804,1.0,True,below_5,9,1,0.0,0,6,135,75-84__fairly_active,0.052621816566925335,0.052621816566925335,False,observed_year8,Random Forest
borough_135__age_8__activity_2,135,8,75-84,2,active,0.0,6,4.070757217058269,1.0,True,below_5,9,1,0.0,0,6,135,75-84__active,0.12085196677753725,0.12085196677753725,False,observed_year8,Random Forest
borough_135__age_9__activity_0,135,9,85+,0,inactive,0.0,4,1.4155473647467605,1.0,True,below_5,9,1,0.0,0,6,135,85+__inactive,0.06386252001318313,0.06386252001318313,False,observed_year8,Random Forest
borough_135__age_9__activity_1,135,9,85+,1,fairly_active,,1,1.0,1.0,False,below_5,9,1,,1,6,135,85+__fairly_active,0.054842297594024966,0.054842297594024966,False,missing_year8,Random Forest
borough_135__age_9__activity_2,135,9,85+,2,active,0.0,4,1.0,1.0,True,below_5,9,1,0.0,0,6,135,85+__active,0.07613118877154909,0.07613118877154909,False,observed_year8,Random Forest
borough_136__age_2__activity_0,136,2,16-24,0,inactive,0.3901280825004946,6,3.1905764015634657,1.0,True,below_5,9,1,0.3901280825004946,0,6,136,16-24__inactive,0.09382908880214376,0.09382908880214376,False,observed_year8,Random Forest
borough_136__age_2__activity_1,136,2,16-24,1,fairly_active,0.0,5,1.7971658092972735,1.0,True,below_5,9,1,0.0,0,6,136,16-24__fairly_active,0.09783855295186276,0.09783855295186276,False,observed_year8,Random Forest
borough_136__age_2__activity_2,136,2,16-24,2,active,0.2008570055566066,6,12.745198213054689,0.8333333333333334,True,10_to_below_30,9,1,0.2008570055566066,0,6,136,16-24__active,0.16727318229337637,0.16727318229337637,False,observed_year8,Random Forest
borough_136__age_3__activity_0,136,3,25-34,0,inactive,0.1177619045032293,6,6.377497669936222,1.0,True,5_to_below_10,9,1,0.1177619045032293,0,6,136,25-34__inactive,0.07882112319113393,0.07882112319113393,False,observed_year8,Random Forest
borough_136__age_3__activity_1,136,3,25-34,1,fairly_active,0.2828141780864083,5,4.804896136119398,1.0,True,below_5,9,1,0.2828141780864083,0,6,136,25-34__fairly_active,0.08963695153929314,0.08963695153929314,False,observed_year8,Random Forest
borough_136__age_3__activity_2,136,3,25-34,2,active,0.0601320959494005,6,21.225374286998765,0.5,True,10_to_below_30,9,1,0.0601320959494005,0,6,136,25-34__active,0.10880777503627403,0.10880777503627403,False,observed_year8,Random Forest
borough_136__age_4__activity_0,136,4,35-44,0,inactive,0.0,6,5.936171918397638,1.0,True,5_to_below_10,9,1,0.0,0,6,136,35-44__inactive,0.07870648051819884,0.07870648051819884,False,observed_year8,Random Forest
borough_136__age_4__activity_1,136,4,35-44,1,fairly_active,0.057081525993312,6,5.073206836684162,1.0,True,5_to_below_10,9,1,0.057081525993312,0,6,136,35-44__fairly_active,0.08601097195059065,0.08601097195059065,False,observed_year8,Random Forest
borough_136__age_4__activity_2,136,4,35-44,2,active,0.082248243727984,6,15.655046389701393,0.3333333333333333,True,10_to_below_30,9,1,0.082248243727984,0,6,136,35-44__active,0.1206124832288212,0.1206124832288212,False,observed_year8,Random Forest
borough_136__age_5__activity_0,136,5,45-54,0,inactive,0.0880418707126811,6,9.562736288012625,1.0,True,5_to_below_10,9,1,0.0880418707126811,0,6,136,45-54__inactive,0.08546242099122557,0.08546242099122557,False,observed_year8,Random Forest
borough_136__age_5__activity_1,136,5,45-54,1,fairly_active,0.0,6,4.740720190442692,1.0,True,below_5,9,1,0.0,0,6,136,45-54__fairly_active,0.09623544381378862,0.09623544381378862,False,observed_year8,Random Forest
borough_136__age_5__activity_2,136,5,45-54,2,active,0.2427107926752989,6,27.50101662630653,0.3333333333333333,True,10_to_below_30,9,1,0.2427107926752989,0,6,136,45-54__active,0.15612501563151293,0.15612501563151293,False,observed_year8,Random Forest
borough_136__age_6__activity_0,136,6,55-64,0,inactive,0.0972878933014258,6,5.385989480954658,1.0,True,5_to_below_10,9,1,0.0972878933014258,0,6,136,55-64__inactive,0.0884709119822452,0.0884709119822452,False,observed_year8,Random Forest
borough_136__age_6__activity_1,136,6,55-64,1,fairly_active,0.0620220250457653,5,3.1965701286822874,1.0,True,below_5,9,1,0.0620220250457653,0,6,136,55-64__fairly_active,0.09554605011938204,0.09554605011938204,False,observed_year8,Random Forest
borough_136__age_6__activity_2,136,6,55-64,2,active,0.1984632277394378,6,25.028096400558532,0.3333333333333333,True,10_to_below_30,9,1,0.1984632277394378,0,6,136,55-64__active,0.12432867053508324,0.12432867053508324,False,observed_year8,Random Forest
borough_136__age_7__activity_0,136,7,65-74,0,inactive,0.2603084268262046,6,5.551160478262448,1.0,True,5_to_below_10,9,1,0.2603084268262046,0,6,136,65-74__inactive,0.0744625865466691,0.0744625865466691,False,observed_year8,Random Forest
borough_136__age_7__activity_1,136,7,65-74,1,fairly_active,0.0,5,3.957197200666012,1.0,True,below_5,9,1,0.0,0,6,136,65-74__fairly_active,0.08010111653861579,0.08010111653861579,False,observed_year8,Random Forest
borough_136__age_7__activity_2,136,7,65-74,2,active,0.0850136165325012,6,19.459698651423086,0.6666666666666666,True,10_to_below_30,9,1,0.0850136165325012,0,6,136,65-74__active,0.1293290469453246,0.1293290469453246,False,observed_year8,Random Forest
borough_136__age_8__activity_0,136,8,75-84,0,inactive,0.6522165538496163,6,3.400801810088312,1.0,True,below_5,9,1,0.6522165538496163,0,6,136,75-84__inactive,0.08537318407327833,0.08537318407327833,False,observed_year8,Random Forest
borough_136__age_8__activity_1,136,8,75-84,1,fairly_active,0.0,5,1.8943219534317737,1.0,True,below_5,9,1,0.0,0,6,136,75-84__fairly_active,0.06201142898960105,0.06201142898960105,False,observed_year8,Random Forest
borough_136__age_8__activity_2,136,8,75-84,2,active,0.0447143117105182,6,8.852824056855294,1.0,True,5_to_below_10,9,1,0.0447143117105182,0,6,136,75-84__active,0.1302385816062945,0.1302385816062945,False,observed_year8,Random Forest
borough_136__age_9__activity_0,136,9,85+,0,inactive,0.0,5,1.571493709224492,1.0,True,below_5,9,1,0.0,0,6,136,85+__inactive,0.07560702826195378,0.07560702826195378,False,observed_year8,Random Forest
borough_136__age_9__activity_1,136,9,85+,1,fairly_active,0.0,2,2.1749984902807507,1.0,True,below_5,9,1,0.0,0,6,136,85+__fairly_active,0.08237234764741051,0.08237234764741051,False,observed_year8,Random Forest
borough_136__age_9__activity_2,136,9,85+,2,active,0.0,5,1.0,1.0,True,below_5,9,1,0.0,0,6,136,85+__active,0.08895782993358102,0.08895782993358102,False,observed_year8,Random Forest
borough_139__age_2__activity_0,139,2,16-24,0,inactive,0.1869763205862923,6,1.825313116370583,1.0,True,below_5,9,1,0.1869763205862923,0,6,139,16-24__inactive,0.10932381377570816,0.10932381377570816,False,observed_year8,Random Forest
borough_139__age_2__activity_1,139,2,16-24,1,fairly_active,0.0,4,2.155660976383093,1.0,True,below_5,9,1,0.0,0,6,139,16-24__fairly_active,0.11314265569471851,0.11314265569471851,False,observed_year8,Random Forest
borough_139__age_2__activity_2,139,2,16-24,2,active,0.170436185632339,6,11.13406514027076,1.0,True,10_to_below_30,9,1,0.170436185632339,0,6,139,16-24__active,0.16720444614446173,0.16720444614446173,False,observed_year8,Random Forest
borough_139__age_3__activity_0,139,3,25-34,0,inactive,0.0,6,4.708811308403064,1.0,True,below_5,9,1,0.0,0,6,139,25-34__inactive,0.0919832027558235,0.0919832027558235,False,observed_year8,Random Forest
borough_139__age_3__activity_1,139,3,25-34,1,fairly_active,0.0,5,3.1939127760180797,1.0,True,below_5,9,1,0.0,0,6,139,25-34__fairly_active,0.09971860318306919,0.09971860318306919,False,observed_year8,Random Forest
borough_139__age_3__activity_2,139,3,25-34,2,active,0.0515359380479792,6,21.82032466756547,0.3333333333333333,True,10_to_below_30,9,1,0.0515359380479792,0,6,139,25-34__active,0.11250834828922202,0.11250834828922202,False,observed_year8,Random Forest
borough_139__age_4__activity_0,139,4,35-44,0,inactive,0.080978431636675,6,6.317077982343815,1.0,True,5_to_below_10,9,1,0.080978431636675,0,6,139,35-44__inactive,0.08290320620138926,0.08290320620138926,False,observed_year8,Random Forest
borough_139__age_4__activity_1,139,4,35-44,1,fairly_active,0.0,6,6.4290485618287905,1.0,True,5_to_below_10,9,1,0.0,0,6,139,35-44__fairly_active,0.10772231523713983,0.10772231523713983,False,observed_year8,Random Forest
borough_139__age_4__activity_2,139,4,35-44,2,active,0.1385299305785939,6,28.87653954992348,0.3333333333333333,True,10_to_below_30,9,1,0.1385299305785939,0,6,139,35-44__active,0.12059379572599513,0.12059379572599513,False,observed_year8,Random Forest
borough_139__age_5__activity_0,139,5,45-54,0,inactive,0.0,6,6.19914096644757,1.0,True,5_to_below_10,9,1,0.0,0,6,139,45-54__inactive,0.09015782155115856,0.09015782155115856,False,observed_year8,Random Forest
borough_139__age_5__activity_1,139,5,45-54,1,fairly_active,0.6345648690836254,6,4.161413836514318,1.0,True,below_5,9,1,0.6345648690836254,0,6,139,45-54__fairly_active,0.09035304925775575,0.09035304925775575,False,observed_year8,Random Forest
borough_139__age_5__activity_2,139,5,45-54,2,active,0.2763591752548993,6,37.19652052979386,0.3333333333333333,True,30_or_above,9,1,0.2763591752548993,0,6,139,45-54__active,0.15339370130968188,0.15339370130968188,False,observed_year8,Random Forest
borough_139__age_6__activity_0,139,6,55-64,0,inactive,0.0,6,4.8375679199008275,1.0,True,below_5,9,1,0.0,0,6,139,55-64__inactive,0.08813297089987193,0.08813297089987193,False,observed_year8,Random Forest
borough_139__age_6__activity_1,139,6,55-64,1,fairly_active,0.0788767600729248,6,2.7917868527417458,1.0,True,below_5,9,1,0.0788767600729248,0,6,139,55-64__fairly_active,0.09982473368293877,0.09982473368293877,False,observed_year8,Random Forest
borough_139__age_6__activity_2,139,6,55-64,2,active,0.1835536676102581,6,27.405339085674253,0.3333333333333333,True,10_to_below_30,9,1,0.1835536676102581,0,6,139,55-64__active,0.12509106707105289,0.12509106707105289,False,observed_year8,Random Forest
borough_139__age_7__activity_0,139,7,65-74,0,inactive,0.0,6,4.677057503398931,1.0,True,below_5,9,1,0.0,0,6,139,65-74__inactive,0.06127786640587992,0.06127786640587992,False,observed_year8,Random Forest
borough_139__age_7__activity_1,139,7,65-74,1,fairly_active,0.4102951837344287,6,3.5245257104639016,1.0,True,below_5,9,1,0.4102951837344287,0,6,139,65-74__fairly_active,0.09314270937594175,0.09314270937594175,False,observed_year8,Random Forest
borough_139__age_7__activity_2,139,7,65-74,2,active,0.2275798044868882,6,20.270629857203236,0.6666666666666666,True,10_to_below_30,9,1,0.2275798044868882,0,6,139,65-74__active,0.129649538713256,0.129649538713256,False,observed_year8,Random Forest
borough_139__age_8__activity_0,139,8,75-84,0,inactive,0.0,6,4.068827065125515,1.0,True,below_5,9,1,0.0,0,6,139,75-84__inactive,0.08341396024705074,0.08341396024705074,False,observed_year8,Random Forest
borough_139__age_8__activity_1,139,8,75-84,1,fairly_active,0.0,5,1.73853929002993,1.0,True,below_5,9,1,0.0,0,6,139,75-84__fairly_active,0.08480453568214552,0.08480453568214552,False,observed_year8,Random Forest
borough_139__age_8__activity_2,139,8,75-84,2,active,0.0515247597334513,6,7.042513322207206,1.0,True,5_to_below_10,9,1,0.0515247597334513,0,6,139,75-84__active,0.13115572972487408,0.13115572972487408,False,observed_year8,Random Forest
borough_139__age_9__activity_0,139,9,85+,0,inactive,,4,1.4090545497400901,1.0,False,below_5,9,1,,1,6,139,85+__inactive,0.08851199987068442,0.08851199987068442,False,missing_year8,Random Forest
borough_139__age_9__activity_1,139,9,85+,1,fairly_active,,2,1.0,1.0,False,below_5,9,1,,1,6,139,85+__fairly_active,0.09120210550921813,0.09120210550921813,False,missing_year8,Random Forest
borough_139__age_9__activity_2,139,9,85+,2,active,0.0,4,1.130274299838519,1.0,True,below_5,9,1,0.0,0,6,139,85+__active,0.10827406598818533,0.10827406598818533,False,observed_year8,Random Forest
borough_142__age_2__activity_0,142,2,16-24,0,inactive,0.2658900690985151,5,5.736597627789882,1.0,True,5_to_below_10,9,1,0.2658900690985151,0,6,142,16-24__inactive,0.10245988170405677,0.10245988170405677,False,observed_year8,Random Forest
borough_142__age_2__activity_1,142,2,16-24,1,fairly_active,0.187598454646817,5,2.613220842652576,1.0,True,below_5,9,1,0.187598454646817,0,6,142,16-24__fairly_active,0.10779234890746776,0.10779234890746776,False,observed_year8,Random Forest
borough_142__age_2__activity_2,142,2,16-24,2,active,0.0635864192219836,6,15.055917827446043,0.8333333333333334,True,10_to_below_30,9,1,0.0635864192219836,0,6,142,16-24__active,0.16861153625668382,0.16861153625668382,False,observed_year8,Random Forest
borough_142__age_3__activity_0,142,3,25-34,0,inactive,0.1540634776115066,6,8.733165468411823,1.0,True,5_to_below_10,9,1,0.1540634776115066,0,6,142,25-34__inactive,0.07688331648953416,0.07688331648953416,False,observed_year8,Random Forest
borough_142__age_3__activity_1,142,3,25-34,1,fairly_active,0.0,6,4.8566489022293835,1.0,True,below_5,9,1,0.0,0,6,142,25-34__fairly_active,0.07912981460802937,0.07912981460802937,False,observed_year8,Random Forest
borough_142__age_3__activity_2,142,3,25-34,2,active,0.0892914862893949,6,57.86171084195777,0.0,True,30_or_above,9,1,0.0892914862893949,0,6,142,25-34__active,0.10794399035276105,0.10794399035276105,False,observed_year8,Random Forest
borough_142__age_4__activity_0,142,4,35-44,0,inactive,0.0,6,8.719682056758394,1.0,True,5_to_below_10,9,1,0.0,0,6,142,35-44__inactive,0.07648744867819766,0.07648744867819766,False,observed_year8,Random Forest
borough_142__age_4__activity_1,142,4,35-44,1,fairly_active,0.4165230940356462,6,5.554123152474917,1.0,True,5_to_below_10,9,1,0.4165230940356462,0,6,142,35-44__fairly_active,0.08006266718473165,0.08006266718473165,False,observed_year8,Random Forest
borough_142__age_4__activity_2,142,4,35-44,2,active,0.1138373479218348,6,34.92946636855607,0.0,True,30_or_above,9,1,0.1138373479218348,0,6,142,35-44__active,0.12198764573426825,0.12198764573426825,False,observed_year8,Random Forest
borough_142__age_5__activity_0,142,5,45-54,0,inactive,0.1706991395222611,6,5.516715256473738,1.0,True,5_to_below_10,9,1,0.1706991395222611,0,6,142,45-54__inactive,0.08409727491700913,0.08409727491700913,False,observed_year8,Random Forest
borough_142__age_5__activity_1,142,5,45-54,1,fairly_active,0.0,6,3.23556631211283,1.0,True,below_5,9,1,0.0,0,6,142,45-54__fairly_active,0.09444883115194683,0.09444883115194683,False,observed_year8,Random Forest
borough_142__age_5__activity_2,142,5,45-54,2,active,0.1126230979479847,6,21.554580156464148,0.16666666666666666,True,10_to_below_30,9,1,0.1126230979479847,0,6,142,45-54__active,0.155012798057286,0.155012798057286,False,observed_year8,Random Forest
borough_142__age_6__activity_0,142,6,55-64,0,inactive,0.0,6,3.7410396557070618,1.0,True,below_5,9,1,0.0,0,6,142,55-64__inactive,0.0643317347730826,0.0643317347730826,False,observed_year8,Random Forest
borough_142__age_6__activity_1,142,6,55-64,1,fairly_active,0.0,6,2.2429420439360315,1.0,True,below_5,9,1,0.0,0,6,142,55-64__fairly_active,0.0788539012473748,0.0788539012473748,False,observed_year8,Random Forest
borough_142__age_6__activity_2,142,6,55-64,2,active,0.0269372833610247,6,18.561747654499058,0.3333333333333333,True,10_to_below_30,9,1,0.0269372833610247,0,6,142,55-64__active,0.09566140803311651,0.09566140803311651,False,observed_year8,Random Forest
borough_142__age_7__activity_0,142,7,65-74,0,inactive,0.0659809226159168,5,2.7807907602403716,1.0,True,below_5,9,1,0.0659809226159168,0,6,142,65-74__inactive,0.07335702920200378,0.07335702920200378,False,observed_year8,Random Forest
borough_142__age_7__activity_1,142,7,65-74,1,fairly_active,0.0,4,1.6108565429146502,1.0,True,below_5,9,1,0.0,0,6,142,65-74__fairly_active,0.0781288536064647,0.0781288536064647,False,observed_year8,Random Forest
borough_142__age_7__activity_2,142,7,65-74,2,active,0.2025128208396381,6,10.121593496229227,1.0,True,10_to_below_30,9,1,0.2025128208396381,0,6,142,65-74__active,0.12899432610688574,0.12899432610688574,False,observed_year8,Random Forest
borough_142__age_8__activity_0,142,8,75-84,0,inactive,0.1634527089228815,5,1.9145866454210931,1.0,True,below_5,9,1,0.1634527089228815,0,6,142,75-84__inactive,0.08738317809435743,0.08738317809435743,False,observed_year8,Random Forest
borough_142__age_8__activity_1,142,8,75-84,1,fairly_active,0.0,2,2.5858114745462935,1.0,True,below_5,9,1,0.0,0,6,142,75-84__fairly_active,0.06102740478354311,0.06102740478354311,False,observed_year8,Random Forest
borough_142__age_8__activity_2,142,8,75-84,2,active,0.1009117399208217,6,2.6905709691205635,1.0,True,below_5,9,1,0.1009117399208217,0,6,142,75-84__active,0.1301755096034681,0.1301755096034681,False,observed_year8,Random Forest
borough_142__age_9__activity_0,142,9,85+,0,inactive,,2,1.3745897353625645,1.0,False,below_5,9,1,,1,6,142,85+__inactive,0.06222422272633705,0.06222422272633705,False,missing_year8,Random Forest
borough_142__age_9__activity_1,142,9,85+,1,fairly_active,0.0,2,1.0,1.0,True,below_5,9,1,0.0,0,6,142,85+__fairly_active,0.08065012449189485,0.08065012449189485,False,observed_year8,Random Forest
borough_142__age_9__activity_2,142,9,85+,2,active,,1,1.0,1.0,False,below_5,9,1,,1,6,142,85+__active,0.07820240721603733,0.07820240721603733,False,missing_year8,Random Forest
borough_147__age_2__activity_0,147,2,16-24,0,inactive,0.0,6,4.34682328531937,1.0,True,below_5,9,1,0.0,0,6,147,16-24__inactive,0.1083906513083399,0.1083906513083399,False,observed_year8,Random Forest
borough_147__age_2__activity_1,147,2,16-24,1,fairly_active,0.1090244298447693,4,3.101714765665961,1.0,True,below_5,9,1,0.1090244298447693,0,6,147,16-24__fairly_active,0.10409214683974968,0.10409214683974968,False,observed_year8,Random Forest
borough_147__age_2__activity_2,147,2,16-24,2,active,0.2474607393849321,6,9.809686396242283,1.0,True,5_to_below_10,9,1,0.2474607393849321,0,6,147,16-24__active,0.1671327067121415,0.1671327067121415,False,observed_year8,Random Forest
borough_147__age_3__activity_0,147,3,25-34,0,inactive,0.225139343574019,6,7.7712487057204696,1.0,True,5_to_below_10,9,1,0.225139343574019,0,6,147,25-34__inactive,0.08363131989921534,0.08363131989921534,False,observed_year8,Random Forest
borough_147__age_3__activity_1,147,3,25-34,1,fairly_active,0.0821013788155407,6,4.4423584054946295,1.0,True,below_5,9,1,0.0821013788155407,0,6,147,25-34__fairly_active,0.09488099091382463,0.09488099091382463,False,observed_year8,Random Forest
borough_147__age_3__activity_2,147,3,25-34,2,active,0.0621153714107521,6,45.187593226849316,0.16666666666666666,True,30_or_above,9,1,0.0621153714107521,0,6,147,25-34__active,0.10854167059848757,0.10854167059848757,False,observed_year8,Random Forest
borough_147__age_4__activity_0,147,4,35-44,0,inactive,0.0879408468357357,6,7.751789191859702,1.0,True,5_to_below_10,9,1,0.0879408468357357,0,6,147,35-44__inactive,0.07664733200617055,0.07664733200617055,False,observed_year8,Random Forest
borough_147__age_4__activity_1,147,4,35-44,1,fairly_active,0.1326460001417311,6,6.429999631521717,1.0,True,5_to_below_10,9,1,0.1326460001417311,0,6,147,35-44__fairly_active,0.08111714329174552,0.08111714329174552,False,observed_year8,Random Forest
borough_147__age_4__activity_2,147,4,35-44,2,active,0.1109753795676195,6,46.92792463041303,0.0,True,30_or_above,9,1,0.1109753795676195,0,6,147,35-44__active,0.12182780216740008,0.12182780216740008,False,observed_year8,Random Forest
borough_147__age_5__activity_0,147,5,45-54,0,inactive,0.0204217121233326,6,6.125910635030961,1.0,True,5_to_below_10,9,1,0.0204217121233326,0,6,147,45-54__inactive,0.06387556420141383,0.06387556420141383,False,observed_year8,Random Forest
borough_147__age_5__activity_1,147,5,45-54,1,fairly_active,0.0,6,4.776246068097339,1.0,True,below_5,9,1,0.0,0,6,147,45-54__fairly_active,0.0917948265648425,0.0917948265648425,False,observed_year8,Random Forest
borough_147__age_5__activity_2,147,5,45-54,2,active,0.1073044719636759,6,24.69513439737106,0.3333333333333333,True,10_to_below_30,9,1,0.1073044719636759,0,6,147,45-54__active,0.1557072406760417,0.1557072406760417,False,observed_year8,Random Forest
borough_147__age_6__activity_0,147,6,55-64,0,inactive,0.1152146408797644,6,5.739855884401322,1.0,True,5_to_below_10,9,1,0.1152146408797644,0,6,147,55-64__inactive,0.08715376819956448,0.08715376819956448,False,observed_year8,Random Forest
borough_147__age_6__activity_1,147,6,55-64,1,fairly_active,0.2920348614138589,6,4.091202518104115,1.0,True,below_5,9,1,0.2920348614138589,0,6,147,55-64__fairly_active,0.08701127478904772,0.08701127478904772,False,observed_year8,Random Forest
borough_147__age_6__activity_2,147,6,55-64,2,active,0.1555508304341644,6,16.755033338463107,0.5,True,10_to_below_30,9,1,0.1555508304341644,0,6,147,55-64__active,0.12339458830030475,0.12339458830030475,False,observed_year8,Random Forest
borough_147__age_7__activity_0,147,7,65-74,0,inactive,0.1023049021274748,6,4.05911239468129,1.0,True,below_5,9,1,0.1023049021274748,0,6,147,65-74__inactive,0.07372625254446687,0.07372625254446687,False,observed_year8,Random Forest
borough_147__age_7__activity_1,147,7,65-74,1,fairly_active,0.0,5,1.9993884652436331,1.0,True,below_5,9,1,0.0,0,6,147,65-74__fairly_active,0.07614487903159177,0.07614487903159177,False,observed_year8,Random Forest
borough_147__age_7__activity_2,147,7,65-74,2,active,0.2216077299375616,6,9.429609949515415,1.0,True,5_to_below_10,9,1,0.2216077299375616,0,6,147,65-74__active,0.12914093357964554,0.12914093357964554,False,observed_year8,Random Forest
borough_147__age_8__activity_0,147,8,75-84,0,inactive,0.0,5,1.9936273698638751,1.0,True,below_5,9,1,0.0,0,6,147,75-84__inactive,0.0658907837071437,0.0658907837071437,False,observed_year8,Random Forest
borough_147__age_8__activity_1,147,8,75-84,1,fairly_active,0.0,5,1.9338573378861252,1.0,True,below_5,9,1,0.0,0,6,147,75-84__fairly_active,0.060024451527796306,0.060024451527796306,False,observed_year8,Random Forest
borough_147__age_8__activity_2,147,8,75-84,2,active,0.0,5,3.204559816809372,1.0,True,below_5,9,1,0.0,0,6,147,75-84__active,0.1280337671143376,0.1280337671143376,False,observed_year8,Random Forest
borough_147__age_9__activity_0,147,9,85+,0,inactive,,4,1.0,1.0,False,below_5,9,1,,1,6,147,85+__inactive,0.06068301998618055,0.06068301998618055,False,missing_year8,Random Forest
borough_147__age_9__activity_1,147,9,85+,1,fairly_active,,0,,,False,unknown,9,1,,1,6,147,85+__fairly_active,0.0620041200787814,0.0620041200787814,False,missing_year8,Random Forest
borough_147__age_9__activity_2,147,9,85+,2,active,0.0,3,1.0,1.0,True,below_5,9,1,0.0,0,6,147,85+__active,0.08602417834799887,0.08602417834799887,False,observed_year8,Random Forest
borough_160__age_2__activity_0,160,2,16-24,0,inactive,0.0,5,3.51878282543258,1.0,True,below_5,9,1,0.0,0,6,160,16-24__inactive,0.10748111682471322,0.10748111682471322,False,observed_year8,Random Forest
borough_160__age_2__activity_1,160,2,16-24,1,fairly_active,0.0,6,1.9490896009093879,1.0,True,below_5,9,1,0.0,0,6,160,16-24__fairly_active,0.09346827873549308,0.09346827873549308,False,observed_year8,Random Forest
borough_160__age_2__activity_2,160,2,16-24,2,active,0.1193824348316968,6,12.009838832601227,1.0,True,10_to_below_30,9,1,0.1193824348316968,0,6,160,16-24__active,0.1682346914755859,0.1682346914755859,False,observed_year8,Random Forest
borough_160__age_3__activity_0,160,3,25-34,0,inactive,0.0,6,6.914624831022168,1.0,True,5_to_below_10,9,1,0.0,0,6,160,25-34__inactive,0.06841035392739367,0.06841035392739367,False,observed_year8,Random Forest
borough_160__age_3__activity_1,160,3,25-34,1,fairly_active,0.0,6,2.892498896435241,1.0,True,below_5,9,1,0.0,0,6,160,25-34__fairly_active,0.07505067150759925,0.07505067150759925,False,observed_year8,Random Forest
borough_160__age_3__activity_2,160,3,25-34,2,active,0.1159043599729447,6,35.013356050180896,0.16666666666666666,True,30_or_above,9,1,0.1159043599729447,0,6,160,25-34__active,0.10619879067116175,0.10619879067116175,False,observed_year8,Random Forest
borough_160__age_4__activity_0,160,4,35-44,0,inactive,0.0,6,9.707914680646304,1.0,True,5_to_below_10,9,1,0.0,0,6,160,35-44__inactive,0.07301142559960232,0.07301142559960232,False,observed_year8,Random Forest
borough_160__age_4__activity_1,160,4,35-44,1,fairly_active,0.2038376249210817,6,4.332880152881893,1.0,True,below_5,9,1,0.2038376249210817,0,6,160,35-44__fairly_active,0.08515082003757538,0.08515082003757538,False,observed_year8,Random Forest
borough_160__age_4__activity_2,160,4,35-44,2,active,0.1503010135546566,6,37.01912598906217,0.0,True,30_or_above,9,1,0.1503010135546566,0,6,160,35-44__active,0.11934199839831035,0.11934199839831035,False,observed_year8,Random Forest
borough_160__age_5__activity_0,160,5,45-54,0,inactive,0.2838459563025583,6,7.045004236624277,1.0,True,5_to_below_10,9,1,0.2838459563025583,0,6,160,45-54__inactive,0.07901115366198772,0.07901115366198772,False,observed_year8,Random Forest
