series_id,LA_2023,age_group_code,age_group,activity_level_3cat,activity_level_3cat_label,year8_observed_rate,historical_observed_years,historical_effective_n_median,historical_small_cell_share,initial_year8_lag_observed,historical_reliability_band,year,forecast_horizon,frequent_volunteer_rate_lag1,lag_1_missing,time_trend,borough_category,age_activity_group,raw_predicted_rate,predicted_rate,was_clipped,lag_source,predicted_rate_pp,change_from_year8_pp,lower_90,upper_90,interval_width_pp
borough_107__age_5__activity_1,107,5,45-54,1,fairly_active,0.2639684982750361,6,3.6356247529903607,1.0,True,below_5,9,1,0.2639684982750361,0,6,107,45-54__fairly_active,0.07571843941906126,0.07571843941906126,False,observed_year8,7.571843941906126,-18.825005885597484,0.00913231447339058,0.48607528656721055,47.694297209382
borough_107__age_5__activity_2,107,5,45-54,2,active,0.1011874360920228,6,25.538708025750864,0.3333333333333333,True,10_to_below_30,9,1,0.1011874360920228,0,6,107,45-54__active,0.14358652192969842,0.14358652192969842,False,observed_year8,14.358652192969842,4.239908583767563,0.07523748278617859,0.3227526694536209,24.751518666744232
borough_107__age_6__activity_0,107,6,55-64,0,inactive,0.0,6,6.47235082149567,1.0,True,5_to_below_10,9,1,0.0,0,6,107,55-64__inactive,0.05162281562888084,0.05162281562888084,False,observed_year8,5.162281562888084,5.162281562888084,0.0,0.3423704504966736,34.23704504966736
borough_107__age_6__activity_1,107,6,55-64,1,fairly_active,0.3201812160432007,6,3.096363508246476,1.0,True,below_5,9,1,0.3201812160432007,0,6,107,55-64__fairly_active,0.07571843941906126,0.07571843941906126,False,observed_year8,7.571843941906126,-24.446277662413944,0.007232955540530391,0.4547009736299494,44.746801808941896
borough_107__age_6__activity_2,107,6,55-64,2,active,0.134546889760112,6,12.813731725868312,0.6666666666666666,True,10_to_below_30,9,1,0.134546889760112,0,6,107,55-64__active,0.12186984643242946,0.12186984643242946,False,observed_year8,12.186984643242946,-1.2677043327682547,0.055283721536397934,0.29299667477607727,23.771295323967934
borough_107__age_7__activity_0,107,7,65-74,0,inactive,0.0603647987225893,6,4.761755322611135,1.0,True,below_5,9,1,0.0603647987225893,0,6,107,65-74__inactive,0.0681950914557295,0.0681950914557295,False,observed_year8,6.819509145572949,0.7830292733140197,0.0016089663840830326,0.4785519570112223,47.694299062713924
borough_107__age_7__activity_1,107,7,65-74,1,fairly_active,0.0,6,2.1082470536094085,1.0,True,below_5,9,1,0.0,0,6,107,65-74__fairly_active,0.05162281562888084,0.05162281562888084,False,observed_year8,5.162281562888084,5.162281562888084,0.0,0.4441507697105407,44.41507697105407
borough_107__age_7__activity_2,107,7,65-74,2,active,0.1307979877199484,6,15.37961202999782,0.6666666666666666,True,10_to_below_30,9,1,0.1307979877199484,0,6,107,65-74__active,0.12912868288787122,0.12912868288787122,False,observed_year8,12.912868288787122,-0.16693048320771953,0.06254255771636963,0.30062571763992274,23.80831599235531
borough_107__age_8__activity_0,107,8,75-84,0,inactive,0.1715809493863817,5,1.8921589594232024,1.0,True,below_5,9,1,0.1715809493863817,0,6,107,75-84__inactive,0.06909237834701104,0.06909237834701104,False,observed_year8,6.909237834701104,-10.248857103937064,0.002506253309547901,0.42989681363105775,42.739056032150984
borough_107__age_8__activity_1,107,8,75-84,1,fairly_active,0.0,5,1.0,1.0,True,below_5,9,1,0.0,0,6,107,75-84__fairly_active,0.03941821082459952,0.03941821082459952,False,observed_year8,3.941821082459952,3.941821082459952,0.0,0.43273565769195477,43.27356576919548
borough_107__age_8__activity_2,107,8,75-84,2,active,0.0,6,2.629382815206775,1.0,True,below_5,9,1,0.0,0,6,107,75-84__active,0.07659895766781441,0.07659895766781441,False,observed_year8,7.659895766781441,7.659895766781441,0.010012832470238209,0.4869558244943613,47.69429920241231
borough_107__age_9__activity_0,107,9,85+,0,inactive,0.0,2,1.4699882828557889,1.0,True,below_5,9,1,0.0,0,6,107,85+__inactive,0.03566969707911501,0.03566969707911501,False,observed_year8,3.5669697079115013,3.5669697079115013,0.0,0.46547511518001455,46.54751151800146
borough_107__age_9__activity_1,107,9,85+,1,fairly_active,,1,1.0,1.0,False,below_5,9,1,,1,6,107,85+__fairly_active,0.03906667141054415,0.03906667141054415,False,missing_year8,3.906667141054415,,0.0,0.48872122168540955,48.872122168540955
borough_107__age_9__activity_2,107,9,85+,2,active,0.0,3,1.0,1.0,True,below_5,9,1,0.0,0,6,107,85+__active,0.04669007436460077,0.04669007436460077,False,observed_year8,4.6690074364600775,4.6690074364600775,0.0,0.44236076325177986,44.23607632517799
borough_109__age_2__activity_0,109,2,16-24,0,inactive,0.1795728558406329,6,4.634862491271137,1.0,True,below_5,9,1,0.1795728558406329,0,6,109,16-24__inactive,0.06360123267381519,0.06360123267381519,False,observed_year8,6.360123267381519,-11.597162316681771,0.0,0.49229422211647034,49.229422211647034
borough_109__age_2__activity_1,109,2,16-24,1,fairly_active,0.0,6,2.0927876898428672,1.0,True,below_5,9,1,0.0,0,6,109,16-24__fairly_active,0.04798353005041542,0.04798353005041542,False,observed_year8,4.798353005041542,4.798353005041542,0.0,0.47900043725967195,47.900043725967194
borough_109__age_2__activity_2,109,2,16-24,2,active,0.1353026777146287,6,12.17155520836288,0.8333333333333334,True,10_to_below_30,9,1,0.1353026777146287,0,6,109,16-24__active,0.13792644224361506,0.13792644224361506,False,observed_year8,13.792644224361506,0.26237645289863554,0.07134031504392624,0.3164879888296127,24.514767378568646
borough_109__age_3__activity_0,109,3,25-34,0,inactive,0.0735074011220812,6,6.90558070098122,1.0,True,5_to_below_10,9,1,0.0735074011220812,0,6,109,25-34__inactive,0.07207915384059585,0.07207915384059585,False,observed_year8,7.207915384059585,-0.14282472814853564,0.0070207249373197556,0.34989580512046814,34.28750801831484
borough_109__age_3__activity_1,109,3,25-34,1,fairly_active,0.0,6,4.688101273320767,1.0,True,below_5,9,1,0.0,0,6,109,25-34__fairly_active,0.04798353005041542,0.04798353005041542,False,observed_year8,4.798353005041542,4.798353005041542,0.0,0.42727996259927514,42.727996259927515
borough_109__age_3__activity_2,109,3,25-34,2,active,0.1081327569552019,6,48.16436981669938,0.0,True,30_or_above,9,1,0.1081327569552019,0,6,109,25-34__active,0.08690779117810071,0.08690779117810071,False,observed_year8,8.690779117810072,-2.122496577710119,0.037675284780561966,0.25589149892330115,21.821621414273917
borough_109__age_4__activity_0,109,4,35-44,0,inactive,0.1112420350026497,6,8.729154064686664,1.0,True,5_to_below_10,9,1,0.1112420350026497,0,6,109,35-44__inactive,0.06280651037402875,0.06280651037402875,False,observed_year8,6.280651037402875,-4.843552462862095,0.0,0.3406231701374054,34.06231701374054
borough_109__age_4__activity_1,109,4,35-44,1,fairly_active,0.0,6,4.8380992286297495,1.0,True,below_5,9,1,0.0,0,6,109,35-44__fairly_active,0.04798353005041542,0.04798353005041542,False,observed_year8,4.798353005041542,4.798353005041542,0.0,0.4170372679829595,41.703726798295946
borough_109__age_4__activity_2,109,4,35-44,2,active,0.1143318507595034,6,38.94870959324453,0.0,True,30_or_above,9,1,0.1143318507595034,0,6,109,35-44__active,0.10598242505033599,0.10598242505033599,False,observed_year8,10.5982425050336,-0.8349425709167413,0.06160798668861389,0.29127252101898193,22.966453433036804
borough_109__age_5__activity_0,109,5,45-54,0,inactive,0.0,6,4.786052682016666,1.0,True,below_5,9,1,0.0,0,6,109,45-54__inactive,0.04798353005041542,0.04798353005041542,False,observed_year8,4.798353005041542,4.798353005041542,0.0,0.423577466607093,42.3577466607093
borough_109__age_5__activity_1,109,5,45-54,1,fairly_active,0.0,6,2.9484441687753904,1.0,True,below_5,9,1,0.0,0,6,109,45-54__fairly_active,0.04798353005041542,0.04798353005041542,False,observed_year8,4.798353005041542,4.798353005041542,0.0,0.6326305270195007,63.26305270195007
borough_109__age_5__activity_2,109,5,45-54,2,active,0.1413463635111115,6,26.8686211889772,0.3333333333333333,True,10_to_below_30,9,1,0.1413463635111115,0,6,109,45-54__active,0.13067459288466587,0.13067459288466587,False,observed_year8,13.067459288466587,-1.0671770626445616,0.059140894562006,0.31751731038093567,25.837641581892967
borough_109__age_6__activity_0,109,6,55-64,0,inactive,0.1112459226847002,6,6.642980258969193,1.0,True,5_to_below_10,9,1,0.1112459226847002,0,6,109,55-64__inactive,0.06280651037402875,0.06280651037402875,False,observed_year8,6.280651037402875,-4.843941231067145,0.0,0.3538831815123555,35.388318151235545
borough_109__age_6__activity_1,109,6,55-64,1,fairly_active,0.0,6,3.6692304984546933,1.0,True,below_5,9,1,0.0,0,6,109,55-64__fairly_active,0.04798353005041542,0.04798353005041542,False,observed_year8,4.798353005041542,4.798353005041542,0.0,0.4236513987183562,42.36513987183562
borough_109__age_6__activity_2,109,6,55-64,2,active,0.0889913826284288,6,15.082236576669718,0.6666666666666666,True,10_to_below_30,9,1,0.0889913826284288,0,6,109,55-64__active,0.10895791738739695,0.10895791738739695,False,observed_year8,10.895791738739694,1.9966534758968146,0.04237179085612297,0.28654325008392334,24.417145922780037
borough_109__age_7__activity_0,109,7,65-74,0,inactive,0.0,5,5.93359558198971,1.0,True,5_to_below_10,9,1,0.0,0,6,109,65-74__inactive,0.04046018208708368,0.04046018208708368,False,observed_year8,4.046018208708368,4.046018208708368,0.0,0.337788850069046,33.7788850069046
borough_109__age_7__activity_1,109,7,65-74,1,fairly_active,0.0,5,1.8274389262266184,1.0,True,below_5,9,1,0.0,0,6,109,65-74__fairly_active,0.04798353005041542,0.04798353005041542,False,observed_year8,4.798353005041542,4.798353005041542,0.0,0.44270567446947023,44.27056744694703
borough_109__age_7__activity_2,109,7,65-74,2,active,0.1629557311414399,6,11.857047991920563,1.0,True,10_to_below_30,9,1,0.1629557311414399,0,6,109,65-74__active,0.11621675384283864,0.11621675384283864,False,observed_year8,11.621675384283863,-4.673897729860127,0.04335820209234954,0.28740441948175427,24.404621738940474
borough_109__age_8__activity_0,109,8,75-84,0,inactive,0.0,6,1.9844148332913056,1.0,True,below_5,9,1,0.0,0,6,109,75-84__inactive,0.041357468978365224,0.041357468978365224,False,observed_year8,4.135746897836523,4.135746897836523,0.0,0.4370281726121887,43.70281726121887
borough_109__age_8__activity_1,109,8,75-84,1,fairly_active,0.0,2,1.974814266098765,1.0,True,below_5,9,1,0.0,0,6,109,75-84__fairly_active,0.0357789252461341,0.0357789252461341,False,observed_year8,3.5778925246134103,3.5778925246134103,0.0,0.41131320595741183,41.13132059574119
borough_109__age_8__activity_2,109,8,75-84,2,active,0.0,6,2.743044930980544,1.0,True,below_5,9,1,0.0,0,6,109,75-84__active,0.07093512490846696,0.07093512490846696,False,observed_year8,7.093512490846695,7.093512490846695,0.004348999820649624,0.49335020780563354,48.90012079849839
borough_109__age_9__activity_0,109,9,85+,0,inactive,1.0,4,1.0,1.0,True,below_5,9,1,1.0,0,6,109,85+__inactive,0.049922388361674654,0.049922388361674654,False,observed_year8,4.992238836167465,-95.00776116383254,0.0,0.4605931252241126,46.05931252241126
borough_109__age_9__activity_1,109,9,85+,1,fairly_active,,1,1.0,1.0,False,below_5,9,1,,1,6,109,85+__fairly_active,0.03542738583207873,0.03542738583207873,False,missing_year8,3.542738583207873,,0.0,0.48508191108703613,48.50819110870361
borough_109__age_9__activity_2,109,9,85+,2,active,,0,,,False,unknown,9,1,,1,6,109,85+__active,0.04380093913056806,0.04380093913056806,False,missing_year8,4.380093913056806,,0.0,0.4934554696083069,49.34554696083069
borough_112__age_2__activity_0,112,2,16-24,0,inactive,0.0,6,3.9851956007013274,1.0,True,below_5,9,1,0.0,0,6,112,16-24__inactive,0.05648512883433101,0.05648512883433101,False,observed_year8,5.648512883433101,5.648512883433101,0.0,0.44901307821273795,44.9013078212738
borough_112__age_2__activity_1,112,2,16-24,1,fairly_active,0.0,6,2.9737909400284814,1.0,True,below_5,9,1,0.0,0,6,112,16-24__fairly_active,0.050761595021391055,0.050761595021391055,False,observed_year8,5.076159502139106,5.076159502139106,0.0,0.36193768084049155,36.193768084049154
borough_112__age_2__activity_2,112,2,16-24,2,active,0.2838032562069369,6,18.10794266670869,0.5,True,10_to_below_30,9,1,0.2838032562069369,0,6,112,16-24__active,0.14997715068115783,0.14997715068115783,False,observed_year8,14.997715068115783,-13.382610552577908,0.08557157702744007,0.3211039900779724,23.553241305053234
borough_112__age_3__activity_0,112,3,25-34,0,inactive,0.0,6,5.812495301347111,1.0,True,5_to_below_10,9,1,0.0,0,6,112,25-34__inactive,0.050761595021391055,0.050761595021391055,False,observed_year8,5.076159502139106,5.076159502139106,0.0,0.34886854887008667,34.88685488700867
borough_112__age_3__activity_1,112,3,25-34,1,fairly_active,0.0,6,2.9914974944746064,1.0,True,below_5,9,1,0.0,0,6,112,25-34__fairly_active,0.050761595021391055,0.050761595021391055,False,observed_year8,5.076159502139106,5.076159502139106,0.0,0.5424814641475633,54.24814641475633
borough_112__age_3__activity_2,112,3,25-34,2,active,0.0810154400116009,6,38.969665416769054,0.16666666666666666,True,30_or_above,9,1,0.0810154400116009,0,6,112,25-34__active,0.09895849961564344,0.09895849961564344,False,observed_year8,9.895849961564345,1.7943059604042548,0.054530538618564606,0.2791514992713928,22.46209606528282
borough_112__age_4__activity_0,112,4,35-44,0,inactive,0.1153753204336443,6,5.7952422637935745,1.0,True,5_to_below_10,9,1,0.1153753204336443,0,6,112,35-44__inactive,0.07485721881157148,0.07485721881157148,False,observed_year8,7.485721881157148,-4.051810162207283,0.010831817053258419,0.33593225479125977,32.510043773800135
borough_112__age_4__activity_1,112,4,35-44,1,fairly_active,0.0,6,4.168511588464664,1.0,True,below_5,9,1,0.0,0,6,112,35-44__fairly_active,0.050761595021391055,0.050761595021391055,False,observed_year8,5.076159502139106,5.076159502139106,0.0,0.44328954219818106,44.32895421981811
borough_112__age_4__activity_2,112,4,35-44,2,active,0.0697196633666542,6,24.65209648428282,0.3333333333333333,True,10_to_below_30,9,1,0.0697196633666542,0,6,112,35-44__active,0.1185156532768439,0.1185156532768439,False,observed_year8,11.851565327684389,4.87959899101897,0.04586351290345192,0.2976568639278412,25.179335102438927
borough_112__age_5__activity_0,112,5,45-54,0,inactive,0.186340148574456,6,6.617848190887605,1.0,True,5_to_below_10,9,1,0.186340148574456,0,6,112,45-54__inactive,0.07485721881157148,0.07485721881157148,False,observed_year8,7.485721881157148,-11.14829297628845,0.008271093480288982,0.3783751130104065,37.01040195301175
borough_112__age_5__activity_1,112,5,45-54,1,fairly_active,0.0,6,2.2461081729268533,1.0,True,below_5,9,1,0.0,0,6,112,45-54__fairly_active,0.050761595021391055,0.050761595021391055,False,observed_year8,5.076159502139106,5.076159502139106,0.0,0.46143235713243397,46.1432357132434
borough_112__age_5__activity_2,112,5,45-54,2,active,0.1512011674714929,6,27.743877686977523,0.3333333333333333,True,10_to_below_30,9,1,0.1512011674714929,0,6,112,45-54__active,0.14358652192969842,0.14358652192969842,False,observed_year8,14.358652192969842,-0.7614645541794474,0.07740852348506451,0.31096765398979187,23.355913050472736
borough_112__age_6__activity_0,112,6,55-64,0,inactive,0.0,6,5.981924173361433,1.0,True,5_to_below_10,9,1,0.0,0,6,112,55-64__inactive,0.050761595021391055,0.050761595021391055,False,observed_year8,5.076159502139106,5.076159502139106,0.0,0.34886854887008667,34.88685488700867
borough_112__age_6__activity_1,112,6,55-64,1,fairly_active,0.0,4,4.254211350231445,1.0,True,below_5,9,1,0.0,0,6,112,55-64__fairly_active,0.050761595021391055,0.050761595021391055,False,observed_year8,5.076159502139106,5.076159502139106,0.0,0.44321560859680176,44.321560859680176
borough_112__age_6__activity_2,112,6,55-64,2,active,0.0505428986191546,6,21.981329086665752,0.3333333333333333,True,10_to_below_30,9,1,0.0505428986191546,0,6,112,55-64__active,0.12100862582493968,0.12100862582493968,False,observed_year8,12.100862582493969,7.046572720578509,0.05442250147461891,0.2925056576728817,23.80831561982628
borough_112__age_7__activity_0,112,7,65-74,0,inactive,0.0560505160939747,6,4.059243216494966,1.0,True,below_5,9,1,0.0560505160939747,0,6,112,65-74__inactive,0.06733387084823972,0.06733387084823972,False,observed_year8,6.733387084823972,1.128335475426502,0.0,0.43048030138015747,43.04803013801575
borough_112__age_7__activity_1,112,7,65-74,1,fairly_active,0.0,6,1.4930809134028773,1.0,True,below_5,9,1,0.0,0,6,112,65-74__fairly_active,0.050761595021391055,0.050761595021391055,False,observed_year8,5.076159502139106,5.076159502139106,0.0,0.39069910198450014,39.06991019845002
borough_112__age_7__activity_2,112,7,65-74,2,active,0.1387962470620164,6,12.342379564707695,1.0,True,10_to_below_30,9,1,0.1387962470620164,0,6,112,65-74__active,0.12826746228038144,0.12826746228038144,False,observed_year8,12.826746228038143,-1.0528784781634966,0.06201629340648651,0.30790725350379944,24.589096009731293
borough_112__age_8__activity_0,112,8,75-84,0,inactive,0.0,6,3.7527429834928676,1.0,True,below_5,9,1,0.0,0,6,112,75-84__inactive,0.04413553394934086,0.04413553394934086,False,observed_year8,4.413553394934086,4.413553394934086,0.0,0.3995933189988136,39.95933189988136
borough_112__age_8__activity_1,112,8,75-84,1,fairly_active,0.0,5,1.0,1.0,True,below_5,9,1,0.0,0,6,112,75-84__fairly_active,0.03855699021710974,0.03855699021710974,False,observed_year8,3.855699021710974,3.855699021710974,0.0,0.5256432622671124,52.564326226711245
borough_112__age_8__activity_2,112,8,75-84,2,active,0.4473402414045513,6,5.292749692406862,1.0,True,5_to_below_10,9,1,0.4473402414045513,0,6,112,75-84__active,0.12021276292117045,0.12021276292117045,False,observed_year8,12.021276292117044,-32.71274784833808,0.053626637905836105,0.3932934671640395,33.96668292582034
borough_112__age_9__activity_0,112,9,85+,0,inactive,0.0,4,1.0,1.0,True,below_5,9,1,0.0,0,6,112,85+__inactive,0.03480847647162523,0.03480847647162523,False,observed_year8,3.480847647162523,3.480847647162523,0.0,0.4287411570549011,42.87411570549011
borough_112__age_9__activity_1,112,9,85+,1,fairly_active,,0,,,False,unknown,9,1,,1,6,112,85+__fairly_active,0.03820545080305437,0.03820545080305437,False,missing_year8,3.8205450803054366,,0.0,0.6545064449310303,65.45064449310303
borough_112__age_9__activity_2,112,9,85+,2,active,0.0,3,1.0,1.0,True,below_5,9,1,0.0,0,6,112,85+__active,0.04582885375711099,0.04582885375711099,False,observed_year8,4.582885375711099,4.582885375711099,0.0,0.4383568093180656,43.83568093180656
borough_114__age_2__activity_0,114,2,16-24,0,inactive,0.208987411609344,6,5.902954889324672,1.0,True,5_to_below_10,9,1,0.208987411609344,0,6,114,16-24__inactive,0.0765131617188477,0.0765131617188477,False,observed_year8,7.65131617188477,-13.24742498904963,0.009927036240696907,0.3560236185789108,34.60965823382139
borough_114__age_2__activity_1,114,2,16-24,1,fairly_active,0.4915355603905894,6,1.966921203085429,1.0,True,below_5,9,1,0.4915355603905894,0,6,114,16-24__fairly_active,0.07571843941906126,0.07571843941906126,False,observed_year8,7.571843941906126,-41.58171209715281,0.007369403261691332,0.5625473856925964,55.51779824309051
borough_114__age_2__activity_2,114,2,16-24,2,active,0.2853776598509603,6,14.476565464662258,1.0,True,10_to_below_30,9,1,0.2853776598509603,0,6,114,16-24__active,0.1508383712886476,0.1508383712886476,False,observed_year8,15.08383712886476,-13.45392885623127,0.07805456556379796,0.3305089563131332,25.245439074933522
borough_114__age_3__activity_0,114,3,25-34,0,inactive,0.2687198134476466,6,6.589139338360781,1.0,True,5_to_below_10,9,1,0.2687198134476466,0,6,114,25-34__inactive,0.07571843941906126,0.07571843941906126,False,observed_year8,7.571843941906126,-19.300137402858535,0.00913231447339058,0.36679512560367555,35.7662811130285
borough_114__age_3__activity_1,114,3,25-34,1,fairly_active,0.0,6,4.765909679182341,1.0,True,below_5,9,1,0.0,0,6,114,25-34__fairly_active,0.05162281562888084,0.05162281562888084,False,observed_year8,5.162281562888084,5.162281562888084,0.0,0.5058427602052679,50.58427602052679
borough_114__age_3__activity_2,114,3,25-34,2,active,0.0955686464158081,6,31.611263235303824,0.16666666666666666,True,30_or_above,9,1,0.0955686464158081,0,6,114,25-34__active,0.09981972022313322,0.09981972022313322,False,observed_year8,9.981972022313322,0.42510738073251175,0.05127561464905739,0.2682134807109833,21.69378660619259
borough_114__age_4__activity_0,114,4,35-44,0,inactive,0.1586532030191659,6,7.612784580371307,1.0,True,5_to_below_10,9,1,0.1586532030191659,0,6,114,35-44__inactive,0.07571843941906126,0.07571843941906126,False,observed_year8,7.571843941906126,-8.293476360010466,0.00913231447339058,0.36679512560367555,35.7662811130285
borough_114__age_4__activity_1,114,4,35-44,1,fairly_active,0.0,6,5.543555821584258,1.0,True,5_to_below_10,9,1,0.0,0,6,114,35-44__fairly_active,0.05162281562888084,0.05162281562888084,False,observed_year8,5.162281562888084,5.162281562888084,0.0,0.34269950240850416,34.26995024085041
borough_114__age_4__activity_2,114,4,35-44,2,active,0.2456172285560668,6,39.004254581775484,0.16666666666666666,True,30_or_above,9,1,0.2456172285560668,0,6,114,35-44__active,0.11662923400116093,0.11662923400116093,False,observed_year8,11.662923400116092,-12.898799455490586,0.0713070677593351,0.282381534576416,21.10744668170809
borough_114__age_5__activity_0,114,5,45-54,0,inactive,0.0,6,6.778327153973937,1.0,True,5_to_below_10,9,1,0.0,0,6,114,45-54__inactive,0.05162281562888084,0.05162281562888084,False,observed_year8,5.162281562888084,5.162281562888084,0.0,0.3491290330886839,34.912903308868394
borough_114__age_5__activity_1,114,5,45-54,1,fairly_active,0.0,6,4.011173192092248,1.0,True,below_5,9,1,0.0,0,6,114,45-54__fairly_active,0.05162281562888084,0.05162281562888084,False,observed_year8,5.162281562888084,5.162281562888084,0.0,0.46134501695632935,46.134501695632935
borough_114__age_5__activity_2,114,5,45-54,2,active,0.2421277566063444,6,28.89512539792299,0.3333333333333333,True,10_to_below_30,9,1,0.2421277566063444,0,6,114,45-54__active,0.14358652192969842,0.14358652192969842,False,observed_year8,14.358652192969842,-9.854123467664596,0.07740852348506451,0.3253461718559265,24.7937648370862
borough_114__age_6__activity_0,114,6,55-64,0,inactive,0.0,6,4.985038843265357,1.0,True,below_5,9,1,0.0,0,6,114,55-64__inactive,0.05162281562888084,0.05162281562888084,False,observed_year8,5.162281562888084,5.162281562888084,0.0,0.4153402358293528,41.53402358293528
borough_114__age_6__activity_1,114,6,55-64,1,fairly_active,0.1203068827542424,6,2.6824755918867647,1.0,True,below_5,9,1,0.1203068827542424,0,6,114,55-64__fairly_active,0.07571843941906126,0.07571843941906126,False,observed_year8,7.571843941906126,-4.458844333518114,0.00913231447339058,0.4524150490760803,44.328273460268974
borough_114__age_6__activity_2,114,6,55-64,2,active,0.0818002877643265,6,19.506679625990426,0.3333333333333333,True,10_to_below_30,9,1,0.0818002877643265,0,6,114,55-64__active,0.12186984643242946,0.12186984643242946,False,observed_year8,12.186984643242946,4.006955866810295,0.05783009044826031,0.3010110557079315,24.31809652596712
borough_114__age_7__activity_0,114,7,65-74,0,inactive,0.0,6,5.028966161509951,1.0,True,5_to_below_10,9,1,0.0,0,6,114,65-74__inactive,0.0440994676655491,0.0440994676655491,False,observed_year8,4.40994676655491,4.40994676655491,0.0,0.3422064185142517,34.22064185142517
borough_114__age_7__activity_1,114,7,65-74,1,fairly_active,0.1080751245454708,6,3.41922778116966,1.0,True,below_5,9,1,0.1080751245454708,0,6,114,65-74__fairly_active,0.07571843941906126,0.07571843941906126,False,observed_year8,7.571843941906126,-3.2356685126409546,0.00913231447339058,0.4981335401535034,48.900122568011284
borough_114__age_7__activity_2,114,7,65-74,2,active,0.0423543201783982,6,12.702830907971343,0.8333333333333334,True,10_to_below_30,9,1,0.0423543201783982,0,6,114,65-74__active,0.12912868288787122,0.12912868288787122,False,observed_year8,12.912868288787122,8.677436270947302,0.05384327471256256,0.30025550723075867,24.64122325181961
borough_114__age_8__activity_0,114,8,75-84,0,inactive,0.0,5,3.5305724401773495,1.0,True,below_5,9,1,0.0,0,6,114,75-84__inactive,0.044996754556830644,0.044996754556830644,False,observed_year8,4.4996754556830645,4.4996754556830645,0.0,0.49593842029571533,49.59384202957153
borough_114__age_8__activity_1,114,8,75-84,1,fairly_active,0.0,4,1.0,1.0,True,below_5,9,1,0.0,0,6,114,75-84__fairly_active,0.03941821082459952,0.03941821082459952,False,observed_year8,3.941821082459952,3.941821082459952,0.0,0.44914042949676514,44.914042949676514
