observations,participation_MONTHS_12_mae,participation_MONTHS_12_rmse,participation_MONTHS_12_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error,task,fixed_model,fixed_parameters,weighting_scheme,training_rows,original_weight_mean,analysis_weight_mean,analysis_weight_min,analysis_weight_max
62392,0.01941256642759663,0.06362346061112699,0.5923986092489633,12138,0.07187825908866341,50254,0.006740369636892839,42560,0.6821387357353507,0.021431931997933102,19832,0.015078954150795494,disability_months12,Gradient Boosting,{},weighted_n,365582,67.69216099973772,67.69216099973772,0.1557960930859681,884.6943842924185
62392,0.01842060297538099,0.06174869364570188,0.6160659499533332,12138,0.07132047990227575,50254,0.005643536351059566,42560,0.6821387357353507,0.020069870010446304,19832,0.014881232008641374,disability_months12,Gradient Boosting,{},sqrt_raw_n_rescaled,365582,67.69216099973772,67.69216099973768,13.726635781989206,359.52257718464784
