observations,participation_DAYS10P60GR_mae,participation_DAYS10P60GR_rmse,participation_DAYS10P60GR_r2,positive_cell_observations,positive_cell_mae,zero_cell_observations,zero_cell_mae,small_n_observations,small_n_rate,small_n_mean_error,large_n_observations,large_n_mean_error,task,fixed_model,fixed_parameters,weighting_scheme,training_rows,original_weight_mean,analysis_weight_mean,analysis_weight_min,analysis_weight_max
62392,0.009005811390394072,0.042642072449132644,0.5314219586752662,6309,0.06476985761222698,56083,0.0027326917710166505,42560,0.6821387357353507,0.010036451712891822,19832,0.00679402981891846,disability_days10p60gr,Gradient Boosting,{},weighted_n,365576,67.64930790615823,67.64930790615823,0.1557960930859681,884.6943842924185
62392,0.008206314117600436,0.040542838846987034,0.5764217658237517,6309,0.06393003309786174,56083,0.0019377310702158692,42560,0.6821387357353507,0.009049685793171794,19832,0.006396416048201638,disability_days10p60gr,Gradient Boosting,{},sqrt_raw_n_rescaled,365576,67.64930790615823,67.64930790615823,13.717806935761967,359.291335560728
