task,fixed_model,primary_metric,weighted_n_value,sqrt_raw_n_rescaled_value,absolute_change,percentage_change,weighted_n_positive_cell_mae,sqrt_raw_n_rescaled_positive_cell_mae,positive_cell_mae_change,same_prediction_expected
age_overall_level,Gradient Boosting,total_variation,0.11009400566832825,0.11107742659468225,0.0009834209263540061,0.8932556503727213,0.0890877369023901,0.0892839549007452,0.00019621799835510545,False
disability_overall_level,Gradient Boosting,total_variation,0.18855859610213235,0.18773801213344232,-0.0008205839686900307,-0.4351877801665235,0.14028398880981197,0.14077499962517329,0.0004910108153613202,False
age_activity_level,Gradient Boosting,total_variation,0.007863846010036925,0.007647151777606702,-0.00021669423243022342,-2.755575734235492,0.03726301823178314,0.03629652749469159,-0.0009664907370915549,False
disability_activity_level,Gradient Boosting,total_variation,0.007877197151456088,0.007716003459937985,-0.00016119369151810278,-2.046333085471986,0.0658923605034165,0.06416127524907453,-0.0017310852543419714,False
age_months12,Naive baseline,months12_rate_mae,0.017007538662800997,0.017007538662800997,0.0,0.0,0.041997145490172354,0.041997145490172354,0.0,True
disability_months12,Gradient Boosting,participation_MONTHS_12_mae,0.01941256642759663,0.01842060297538099,-0.0009919634522156419,-5.10990371064735,0.07187825908866341,0.07132047990227575,-0.0005577791863876636,False
age_days10p60gr,Ridge Regression,days10p60gr_rate_mae,0.00957781063583531,0.009613714974404643,3.590433856933209e-05,0.37486999831669526,0.03462976021739536,0.034757684640987684,0.00012792442359232242,False
disability_days10p60gr,Gradient Boosting,participation_DAYS10P60GR_mae,0.009005811390394072,0.008206314117600436,-0.0007994972727936363,-8.877570694478562,0.06476985761222698,0.06393003309786174,-0.0008398245143652339,False
